"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","day","county","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"767","2020-08-31 09:18:11-03","INPA","INPA","219876","S","Plantae","Dicotyledon Superasterids","Santaleles","Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Urb.",NA,"Sasaki, D","477","2006","09","Southern America","Brasil","Mato Grosso","Área particular de preservação ambiental, delimitada pelo Parque Estadual do Cristalino e pelos Rios Teles Pires e Cristalino. Na margem do baixo Rio Cristalino. Vegetação cerrada com muitos cipós heliófi","-55","-9",NA,NA,"INPA0219876","INPA0219876_nd INPA0219876_num","Caires, CS","29","Alta Floresta",NA,NA,NA,NA,NA,"-55","-9","2011","06",NA,NA,NA,NA,NA,NA
"768","2020-08-31 09:18:11-03","INPA","INPA","176419","S","Plantae","Dicotyledon Superasterids","Santaleles","Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Urb.",NA,"Daly, DC","7499","1992","03","Southern America","Brasil","Acre","Reserva Extrativista do Alto Juruá, Reserva Extrativista do Alto Rio Juruá, Serringal São João, Colocação Tapaúna. Moist terra firme forest on Tertiary sediments. Terrain hilly, dissected by deep narrow stream beds.","-72.683333","-9.2",NA,NA,"INPA0176419","INPA0176419 INPA0176419_e INPA0176419_nd INPA0176419_num","Caires, CS","19","Cruzeiro do Sul",NA,NA,NA,NA,NA,"-72.683333","-9.2","2011","06",NA,NA,NA,NA,NA,NA
"769","2020-08-31 09:18:11-03","INPA","INPA","168551","S","Plantae","Dicotyledon Superasterids","Santaleles","Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Urb.",NA,"Croat, TB","62586","1986","08","Southern America","Brasil","Amazonas","Canamarí, Vicinity of Floresta; downstream from Cruzeiro do Sul.","-72","-7.616667",NA,NA,"INPA0168551","INPA0168551_nd INPA0168551_num","Caires, CS","23",NA,"150","150",NA,NA,NA,"-72","-7.616667","2011","06",NA,NA,NA,NA,NA,NA
"770","2020-08-31 09:18:11-03","INPA","INPA","218576","S","Plantae","Dicotyledon Superasterids","Santaleles","Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Urb.",NA,"Assunção, PACL","1727","2006","03","Southern America","Brasil","Amazonas","Rio Mutum, tributário do Rio Jutai, Reserva Cujubim. Igapó.","-68","-5",NA,NA,"INPA0218576","INPA0218576_nd INPA0218576_num","Caires, CS","29","Jutaí","150","150",NA,NA,NA,"-68","-5","2011","06",NA,NA,NA,NA,NA,NA
"771","2020-08-31 09:18:11-03","INPA","INPA","114901","S","Plantae","Dicotyledon Superasterids","Santaleles","Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Urb.",NA,"Miranda, FEL de","570","1983","09","Southern America","Brasil","Pará","Breu Branco, Tucuruí, Breu Branco, margem do rio Tocantins.","-50.1246","-4.282211",NA,NA,"INPA0114901","INPA0114901 INPA0114901_e INPA0114901_nd INPA0114901_num","Caires, CS","12","Tucuruí",NA,NA,NA,NA,NA,"-50.1246","-4.282211","2011","06",NA,NA,NA,NA,NA,NA
"772","2020-08-31 09:18:11-03","INPA","INPA","126197","S","Plantae","Dicotyledon Superasterids","Santaleles","Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Urb.",NA,"Plowman, T","12465","1982","12","Southern America","Brasil","Amazonas","Lago Tefé, northwest shore. Banks of Lago Tefé and forest Margin","-64.833333","-3.333333",NA,NA,"INPA0126197","INPA0126197_nd INPA0126197_num","Caires, CS","14","Tefé",NA,NA,NA,NA,NA,"-64.833333","-3.333333","2011","06",NA,NA,NA,NA,NA,NA
"773","2020-08-31 09:18:11-03","INPA","INPA","106430","S","Plantae","Dicotyledon Superasterids","Santaleles","Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Urb.",NA,"Amaral, IL do","49","1982","10","Southern America","Brasil","Amazonas","Vila Nogueira, Rio Solimões, margem direita, lago Tefé, Vila Nogueira.","-64.7806","-3.3008",NA,NA,"INPA0106430","INPA0106430_nd","Caires, CS","13","Tefé",NA,NA,NA,NA,NA,"-64.7806","-3.3008","2011","06",NA,NA,NA,NA,NA,NA
"774","2020-08-31 09:18:11-03","INPA","INPA","109298","S","Plantae","Dicotyledon Superasterids","Santaleles","Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Urb.",NA,"Lowrie, SR","128","1980","09","Southern America","Brasil","Amazonas","BR 319, km 680, Km 680 on Manaus-Humaitá road.","-63.080449","-7.639348",NA,NA,"INPA0109298","INPA0109298_nd INPA0109298_num","Caires, CS","19",NA,NA,NA,NA,NA,NA,"-63.080449","-7.639348","2011","06",NA,NA,NA,NA,NA,NA
"775","2020-08-31 09:18:11-03","INPA","INPA","109801","S","Plantae","Dicotyledon Superasterids","Santaleles","Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Urb.",NA,"Lowrie, SR","661","1980","10","Southern America","Brasil","Acre","AC 010, km 8, Km 8 on Rio Branco-Porto Acre road, at entrance to Colonia Cinco Mil","-67.77","-9.92",NA,NA,"INPA0109801","INPA0109801_nd INPA0109801_num","Caires, CS","27","Rio Branco",NA,NA,NA,NA,NA,"-67.77","-9.92","2011","06",NA,NA,NA,NA,NA,NA
"776","2020-08-31 09:18:11-03","INPA","INPA","113945","S","Plantae","Dicotyledon Superasterids","Santaleles","Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Urb.",NA,"Ferreira, CAC","4024","1983","07","Southern America","Brasil","Amazonas","Rio Abacaxis, Terra Preta, Rio Abacaxis, lugar chamado Terra Preta.","-58.666667","-4.366667",NA,NA,"INPA0113945","INPA0113945_nd INPA0113945_num","Caires, CS","04","Borba",NA,NA,NA,NA,NA,"-58.666667","-4.366667","2011","06",NA,NA,NA,NA,NA,NA
"777","2020-08-31 09:18:11-03","INPA","INPA","115660","S","Plantae","Dicotyledon Superasterids","Santaleles","Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Urb.",NA,"Ramos, JF","1088","1983","11","Southern America","Brasil","Pará","Lago Cagancho, Área de desmatamento, próximo ao Lago do Cagancho.","-49.73","-3.92",NA,NA,"INPA0115660","INPA0115660 INPA0115660_e INPA0115660_nd","Caires, CS","14","Tucuruí",NA,NA,NA,NA,NA,"-49.73","-3.92","2011","06",NA,NA,NA,NA,NA,NA
"778","2020-08-31 09:18:11-03","INPA","INPA","117672","S","Plantae","Dicotyledon Superasterids","Santaleles","Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Urb.",NA,"Davidson, C","10630","1980","06","Southern America","Brasil","Pará","Rio Mapuera, Rio Mapuera, ca. 10 km upriver from Cachoeira Porteira: Campinha dos Onces (Waldemar's name). Ca. 1 km north of the river","-57.059721","-1.130584",NA,NA,"INPA0117672","INPA0117672_nd INPA0117672_num","Caires, CS","30","Oriximinã",NA,NA,NA,NA,NA,"-57.059721","-1.130584","2011","06",NA,NA,NA,NA,NA,NA
"779","2020-08-31 09:18:11-03","INPA","INPA","119059","S","Plantae","Dicotyledon Superasterids","Santaleles","Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Urb.",NA,"Pires, JM","16799","1979","02","Southern America","Brasil","Roraima","Rio Uraricoera. Cachoeira Cigarra.","-62.083333","3.033333",NA,NA,"INPA0119059","INPA0119059_nd INPA0119059_num","Caires, CS","27",NA,NA,NA,NA,NA,NA,"-62.083333","3.033333","2011","06",NA,NA,NA,NA,NA,NA
"780","2020-08-31 09:18:11-03","INPA","INPA","122528","S","Plantae","Dicotyledon Superasterids","Santaleles","Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Urb.",NA,"Farney, C de S.","402","1984","02","Southern America","Brasil","Amazonas","BR 174, km 130, Estrada Manaus-Boa Vista, km 130.","-60.1","-1.83",NA,NA,"INPA0122528","INPA0122528 INPA0122528_e INPA0122528_nd INPA0122528_num","Caires, CS","02","Presidente Figueiredo",NA,NA,NA,NA,NA,"-60.1","-1.83","2011","06",NA,NA,NA,NA,NA,NA
"781","2020-08-31 09:18:11-03","INPA","INPA","125526","S","Plantae","Dicotyledon Superasterids","Santaleles","Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Urb.",NA,"Santos, MR dos","662","1979","06","Southern America","Brasil","Pará","Almeirim, Área da serraria","-52.5817","-1.5233",NA,NA,"INPA0125526","INPA0125526_nd INPA0125526_num","Caires, CS","25","Almeirim",NA,NA,NA,NA,NA,"-52.5817","-1.5233","2012","06",NA,NA,NA,NA,NA,NA
"782","2020-08-31 09:18:11-03","INPA","INPA","143570","S","Plantae","Dicotyledon Superasterids","Santaleles","Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Urb.",NA,"Ferreira, CAC","7708","1986","08","Southern America","Brasil","Pará","Rio Mapuera, Margem direita do rio Mapuera, entre as Cachoeiras Paraíso Grande e Maracajá. Área do reservatório da 2a. etapa.","-57","-0.966667",NA,NA,"INPA0143570","INPA0143570_nd","Caires, CS","13","Oriximiná",NA,NA,NA,NA,NA,"-57","-0.966667","2011","06",NA,NA,NA,NA,NA,NA
"783","2021-01-10 20:51:02-03","INPA","INPA","145562","S","Plantae","Dicotyledon Superasterids","Santaleles","Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Urb.",NA,"Jangoux, JJ","1521","1981","07","Southern America","Brasil","Pará","Rio Maicuru, proximidades da pista de pouso do Lageiro.","-54","-1",NA,NA,"INPA0145562","INPA0145562_nd INPA0145562_num","Caires, CS","25",NA,"700","700",NA,NA,NA,"-54","-1","2011","06",NA,NA,NA,NA,NA,NA
"784","2020-08-31 09:18:11-03","INPA","INPA","155479","S","Plantae","Dicotyledon Superasterids","Santaleles","Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Urb.",NA,"Ferreira, CAC","9423","1987","11","Southern America","Brasil","Pará","Estrada Cuamba (ramal a direita da Est. Lauro Sodr, Estrada Cuamba (ramal a direita da estrada Lauro Sodré), 12 km de Alenquer, a caminho da fazenda Capintuba","-54.65","-1.883333",NA,NA,"INPA0155479","INPA0155479_nd INPA0155479_num","Caires, CS","04","Alenquer",NA,NA,NA,NA,NA,"-54.65","-1.883333","2011","06",NA,NA,NA,NA,NA,NA
"785","2020-08-31 09:18:11-03","INPA","INPA","1741","S","Plantae","Dicotyledon Superasterids","Santaleles","Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Urb.",NA,"Rodrigues, WA","1741","1955","08","Southern America","Brasil","Amazonas","Praça D. Pedro II, Praça D. Pedro II.","-60.016667","-3.083333",NA,NA,"INPA0001741","INPA0001741_nd INPA0001741_num","Caires, CS","29","Manaus",NA,NA,NA,NA,NA,"-60.016667","-3.083333","2011","06",NA,NA,NA,NA,NA,NA
"786","2021-01-10 20:51:02-03","INPA","INPA","192556","S","Plantae","Dicotyledon Superasterids","Santaleles","Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Urb.",NA,"Martins, LHP","86","1998","02","Southern America","Brasil","Amazonas","Reserva Florestal Adolfo Ducke, Igarapé do Acará, junto ao limite W da Reserva.","-59.966667","-2.883333",NA,NA,"INPA0192556","INPA0192556_nd","Caires, CS","05","Manaus",NA,NA,NA,NA,NA,"-59.966667","-2.883333","2011","06",NA,NA,NA,NA,NA,NA
"787","2020-08-31 09:18:11-03","INPA","INPA","202476","S","Plantae","Dicotyledon Superasterids","Santaleles","Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Urb.",NA,"Nitta, A","17655","1997","03","Southern America","Brasil","Pará","Jardim do Sr. Okabe, Jardim do Sr. Okabe.","-48.1","-2.4",NA,NA,"INPA0202476","INPA0202476_nd INPA0202476_num","Caires, CS","26","Tomé-Açu",NA,NA,NA,NA,NA,"-48.1","-2.4","2011","06",NA,NA,NA,NA,NA,NA
"788","2020-08-31 09:18:11-03","INPA","INPA","213985","S","Plantae","Dicotyledon Superasterids","Santaleles","Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Urb.",NA,"Rocha, SFR","192","2003","08","Southern America","Brasil","Amazonas","Região de várzea do Rio Solimões, dentro dos limites da Reserva de Desenvolvimento Sustentável Mamirauá. Comunidade Aiucá, em frente à casa da D. Iracema, ao lado da casa de farinha.","-65.133333","-2.8",NA,NA,"INPA0213985","INPA0213985_nd INPA0213985_num","Caires, CS","23","Uarini",NA,NA,NA,NA,NA,"-65.133333","-2.8","2011","06",NA,NA,NA,NA,NA,NA
"789","2020-08-31 09:18:11-03","INPA","INPA","214083","S","Plantae","Dicotyledon Superasterids","Santaleles","Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Urb.",NA,"Rocha, SFR","290","2003","01","Southern America","Brasil","Amazonas","Região de várzea do Rio Solimões, dentro dos limites da Reserva de Desenvolvimento Sustentável Mamirauá. Comunidade Aiucá, quintal da comunidade.","-65.133333","-2.8",NA,NA,"INPA0214083","INPA0214083_nd","Caires, CS","08","Uarini",NA,NA,NA,NA,NA,"-65.133333","-2.8","2011","06",NA,NA,NA,NA,NA,NA
"790","2020-08-31 09:18:11-03","INPA","INPA","218565","S","Plantae","Dicotyledon Superasterids","Santaleles","Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Urb.",NA,"Franciscon, CH","351","2006","03","Southern America","Brasil","Amazonas","Bairro do Coroado II, Rua da Penetração, Bairro do Coroado II, Rua da Penetração.","-59.966667","-3.083333",NA,NA,"INPA0218565","INPA0218565_nd INPA0218565_num","Caires, CS","15","Manaus",NA,NA,NA,NA,NA,"-59.966667","-3.083333","2011","06",NA,NA,NA,NA,NA,NA
"791","2020-08-31 09:18:11-03","INPA","INPA","222169","S","Plantae","Dicotyledon Superasterids","Santaleles","Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Urb.",NA,"Fadini, RF","7","2007","04","Southern America","Brasil","Pará","Alter do Chão, Alter do Chão. casa da SUDAM.","-54.9","-2.5",NA,NA,"INPA0222169","INPA0222169_nd INPA0222169_num","Caires, CS","02","Santarém",NA,NA,NA,NA,NA,"-54.9","-2.5","2011","06",NA,NA,NA,NA,NA,NA
"792","2020-08-31 09:18:11-03","INPA","INPA","242105","S","Plantae","Dicotyledon Superasterids","Santaleles","Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Urb.",NA,"Meirelles, J","727","2011","10","Southern America","Brasil","Roraima","Parque Nacional do Viruá, Estrada Perdida.","-61","1.28",NA,NA,"INPA0242105",NA,"Meirelles, J","13","Caracaraí",NA,NA,NA,NA,NA,"-61","1.28","2011","10",NA,NA,NA,NA,NA,NA
"793","2020-08-31 09:18:11-03","INPA","INPA","244057","S","Plantae","Dicotyledon Superasterids","Santaleles","Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Urb.",NA,"Silva, WS da","216","2012","01","Southern America","Brasil","Amazonas","Itacoatiara, Rio Amazonas - margem oposta em frente a cidade","-58.313056","-3.220278",NA,NA,"INPA0244057",NA,NA,"08","Itacoatiara",NA,NA,NA,NA,NA,"-58.313056","-3.220278",NA,NA,NA,NA,NA,NA,NA,NA
"794","2020-08-31 09:18:11-03","INPA","INPA","244639","S","Plantae","Dicotyledon Superasterids","Santaleles","Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Urb.",NA,"Pereira-Silva, G da","15122","2010","03","Southern America","Brasil","Rondônia","UHE Jirau, Cachoeira de Jirau.","-64.726389","-9.326944",NA,NA,"INPA0244639","INPA0244639 INPA0244639_e","Caires, CS","22","Porto Velho","85","85",NA,NA,NA,"-64.726389","-9.326944","2012","04",NA,NA,NA,NA,NA,NA
"795","2020-08-31 09:18:11-03","INPA","INPA","24644","S","Plantae","Dicotyledon Superasterids","Santaleles","Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Urb.",NA,"Prance, GT","7845","1968","10","Southern America","Brasil","Acre","Rio Iaco, East of Rio Iaco, 10 km above Sena Madureira. Capoeira.","-68.676216","-9.116428",NA,NA,"INPA0024644","INPA0024644 INPA0024644_e INPA0024644_nd","Caires, CS","04","Sena Madureira",NA,NA,NA,NA,NA,"-68.676216","-9.116428","2011","06",NA,NA,NA,NA,NA,NA
"796","2020-08-31 09:18:11-03","INPA","INPA","24836","S","Plantae","Dicotyledon Superasterids","Santaleles","Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Urb.",NA,"Prance, GT","8038","1968","10","Southern America","Brasil","Amazonas","Lago Preto, 3 km north of Lábrea, Basin of Rio Purus. Lago Preto, 3 km north of Lábrea. Flooded lake bank.","-64.798211","-7.23797",NA,NA,"INPA0024836","INPA0024836 INPA0024836_e INPA0024836_nd INPA0024836_num","Caires, CS","29","Lábrea",NA,NA,NA,NA,NA,"-64.798211","-7.23797","2011","06",NA,NA,NA,NA,NA,NA
"797","2020-08-31 09:18:11-03","INPA","INPA","254061","S","Plantae","Dicotyledon Superasterids","Santaleles","Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Urb.",NA,"Sakagawa, S","762","2009","04","Southern America","Brasil","Amazonas","Estrada São Gabriel da Cachoeira-Camanaus","-66.996388","-0.163333",NA,NA,"INPA0254061","INPA0254061 INPA0254061_e","Boeira, ASP","14","São Gabriel da Cachoeira",NA,NA,NA,NA,NA,"-66.996388","-0.163333","2010","06","17",NA,NA,NA,NA,NA
"798","2020-08-31 09:18:11-03","INPA","INPA","23155","S","Plantae","Dicotyledon Superasterids","Santaleles","Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Urb.",NA,"Forero, E","6397","1968","07","Southern America","Brasil","Acre","BR 364, km 242, km 242-246, vicinity of Campinas. Beside small stream.","-67.734778","-10.176278",NA,NA,"INPA0023155","INPA0023155 INPA0023155_e INPA0023155_nd INPA0023155_num","Caires, CS","19","Rio Branco",NA,NA,NA,NA,NA,"-67.734778","-10.176278","2011","06",NA,NA,NA,NA,NA,NA
"799","2020-08-31 09:18:11-03","INPA","INPA","25526","S","Plantae","Dicotyledon Superasterids","Santaleles","Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Urb.",NA,"Prance, GT","8727","1968","11","Southern America","Brasil","Rondônia","Rio Madeira, Penha Colorado-Cachoeira Araras, E. bank of Rio Madeira between Abunã and Penha and Colorado. Varzea forest.","-65.333333","-9.783333",NA,NA,"INPA0025526","INPA0025526 INPA0025526_e INPA0025526_nd INPA0025526_num","Caires, CS","20",NA,NA,NA,NA,NA,NA,"-65.333333","-9.783333","2011","06",NA,NA,NA,NA,NA,NA
"800","2020-08-31 09:18:11-03","INPA","INPA","26217","S","Plantae","Dicotyledon Superasterids","Santaleles","Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Urb.",NA,"Prance, GT","10443","1969","03","Southern America","Brasil","Amazonas","Baia de Bueussu, South bank of Rio Negro. Baia de Buiussu, 15 km above Manaus.","-60.1694","-3.1278",NA,NA,"INPA0026217","INPA0026217 INPA0026217_e INPA0026217_nd INPA0026217_num","Caires, CS","18","Iranduba",NA,NA,NA,NA,NA,"-60.1694","-3.1278","2011","06",NA,NA,NA,NA,NA,NA
"801","2020-08-31 09:18:11-03","INPA","INPA","31926","S","Plantae","Dicotyledon Superasterids","Santaleles","Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Urb.",NA,"Prance, GT","13710","1971","06","Southern America","Brasil","Amazonas","Rio Purús, Lago Prêto, 2 km north of Lábrea, Rio Purus, Rio Ituxi,Lago Prêto, 2 km north of Lábrea. Lake margins.","-64.798211","-7.247012",NA,NA,"INPA0031926","INPA0031926 INPA0031926_e INPA0031926_nd INPA0031926_num","Caires, CS","25",NA,NA,NA,NA,NA,NA,"-64.798211","-7.247012","2011","06",NA,NA,NA,NA,NA,NA
"802","2020-08-31 09:18:11-03","INPA","INPA","32511","S","Plantae","Dicotyledon Superasterids","Santaleles","Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Urb.",NA,"Prance, GT","14296","1971","07","Southern America","Brasil","Amazonas","Rio Curuquetê, vicinity of Cachoeira Santo Antônio, Rio Purus, Rio Ituxi, Rio Curuquetê, vicinity of Cachoeira Santo Antônio. Rocky terrain by falls.","-65.67","-8.33",NA,NA,"INPA0032511","INPA0032511 INPA0032511_e INPA0032511_nd","Caires, CS","17",NA,NA,NA,NA,NA,NA,"-65.67","-8.33","2011","06",NA,NA,NA,NA,NA,NA
"803","2020-08-31 09:18:11-03","INPA","INPA","34067","S","Plantae","Dicotyledon Superasterids","Santaleles","Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Urb.",NA,"Prance, GT","15849","1971","10","Southern America","Brasil","Amazonas","Uaribé, Basin of Rio Negro. Uaribé, Rio Negro opposite Serra Jacamim. Capoeira.","-65.517584","-0.27424",NA,NA,"INPA0034067","INPA0034067 INPA0034067_e INPA0034067_nd INPA0034067_num","Caires, CS","29","Santa Isabel do Rio Negro",NA,NA,NA,NA,NA,"-65.517584","-0.27424","2011","06",NA,NA,NA,NA,NA,NA
"804","2020-08-31 09:18:11-03","INPA","INPA","34442","S","Plantae","Dicotyledon Superasterids","Santaleles","Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Urb.",NA,"Prance, GT","16223","1971","11","Southern America","Brasil","Amazonas","Ilha Providência to Ilha Arara, Basin of Rio Negro, Ilha Providência to Ilha Arara. Black water flooded island, sandy soil.","-63.713965","-0.333579",NA,NA,"INPA0034442","INPA0034442 INPA0034442_e INPA0034442_nd INPA0034442_num","Caires, CS","10",NA,NA,NA,NA,NA,NA,"-63.713965","-0.333579","2011","06",NA,NA,NA,NA,NA,NA
"805","2020-08-31 09:18:11-03","INPA","INPA","35233","S","Plantae","Dicotyledon Superasterids","Santaleles","Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Urb.",NA,"Albuquerque, BWP de","478","1972","02","Southern America","Brasil","Amazonas","Lago do Coarí, Lago do Coari. Igapó.","-63.5","-4.083333",NA,NA,"INPA0035233","INPA0035233 INPA0035233_e INPA0035233_nd INPA0035233_num","Caires, CS","23","Coari",NA,NA,NA,NA,NA,"-63.5","-4.083333","2011","06",NA,NA,NA,NA,NA,NA
"806","2020-08-31 09:18:11-03","INPA","INPA","35344","S","Plantae","Dicotyledon Superasterids","Santaleles","Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Urb.",NA,"Albuquerque, BWP de","589","1972","02","Southern America","Brasil","Amazonas","Lago de Tefé, Lago de Tefé. Terra firme.","-64.879289","-3.449167",NA,NA,"INPA0035344","INPA0035344 INPA0035344_e INPA0035344_nd INPA0035344_num","Caires, CS","28","Tefé",NA,NA,NA,NA,NA,"-64.879289","-3.449167","2011","06",NA,NA,NA,NA,NA,NA
"807","2020-08-31 09:18:11-03","INPA","INPA","35717","S","Plantae","Dicotyledon Superasterids","Santaleles","Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Urb.",NA,"Schultes, RE","24099","1966","08","Southern America","Colômbia","Amazonas","Letícia, Rio Amazonas, vicinity of Leticia.",NA,NA,NA,NA,"INPA0035717","INPA0035717 INPA0035717_e INPA0035717_nd INPA0035717_num","Caires, CS","29","Letícia",NA,NA,NA,NA,NA,NA,NA,"2011","06",NA,NA,NA,NA,NA,NA
"808","2020-08-31 09:18:11-03","INPA","INPA","38108","S","Plantae","Dicotyledon Superasterids","Santaleles","Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Urb.",NA,"Loureiro, AA","INPA38108","1973","03","Southern America","Brasil","Amazonas","Rio Araras, Siderama, Araras (SIDERAMA). Mata de terra firme; solo arenoso.","-59.933333","-3.133333",NA,NA,"INPA0038108","INPA0038108 INPA0038108_e INPA0038108_nd INPA0038108_num","Caires, CS","12","Manaus",NA,NA,NA,NA,NA,"-59.933333","-3.133333","2011","06",NA,NA,NA,NA,NA,NA
"809","2020-08-31 09:18:11-03","INPA","INPA","38239","S","Plantae","Dicotyledon Superasterids","Santaleles","Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Urb.",NA,"Silva, MF da","1184","1973","04","Southern America","Brasil","Amazonas","Tapuruquara, Tapurucuara.","-65.033333","-0.416667",NA,NA,"INPA0038239","INPA0038239 INPA0038239_e INPA0038239_nd INPA0038239_num","Caires, CS","30","Santa Isabel do Rio Negro",NA,NA,NA,NA,NA,"-65.033333","-0.416667","2011","06",NA,NA,NA,NA,NA,NA
"810","2020-08-31 09:18:11-03","INPA","INPA","38844","S","Plantae","Dicotyledon Superasterids","Santaleles","Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Urb.",NA,"Loureiro, AA","INPA38844","1973","06","Southern America","Brasil","Amazonas","Rio Negro entre Tupuruquara e Barcelos, Autaz-Mirim. Rosa Branca. Igapó.",NA,NA,NA,NA,"INPA0038844","INPA0038844 INPA0038844_1 INPA0038844_1e INPA0038844_e INPA0038844_e1 INPA0038844_nd INPA0038844_num","Caires, CS","13",NA,NA,NA,NA,NA,NA,NA,NA,"2011","06",NA,NA,NA,NA,NA,NA
"811","2020-08-31 09:18:11-03","INPA","INPA","40694","S","Plantae","Dicotyledon Superasterids","Santaleles","Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Urb.",NA,"Lleras, E","P17498","1973","08","Southern America","Brasil","Amazonas","Lago de Tefé, opposite Tefé, Lago de Tefé, opposite Tefé. Varzea, black water flooded.","-63","-3.5",NA,NA,"INPA0040694","INPA0040694 INPA0040694_e INPA0040694_nd INPA0040694_num","Caires, CS","24",NA,NA,NA,NA,NA,NA,"-63","-3.5","2011","06",NA,NA,NA,NA,NA,NA
"812","2020-08-31 09:18:11-03","INPA","INPA","273078","S","Plantae","Dicotyledon Superasterids","Santaleles","Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Urb.",NA,"Goldenberg, R","1684","2013","09","Southern America","Brasil","Rondônia","Estrada para Alvorada, Linha 90, Capoeira, em beira de riacho","-62.173333","-11.210833",NA,NA,"INPA0273078",NA,"Caires, CS","29","Alvorada",NA,NA,NA,NA,NA,"-62.173333","-11.210833","2013",NA,NA,NA,NA,NA,NA,NA
"813","2020-08-31 09:18:11-03","INPA","INPA","31594","S","Plantae","Dicotyledon Superasterids","Santaleles","Loranthaceae","Oryctanthus","florulentus","Oryctanthus florulentus","(Rich.) Urb.",NA,"Maas, PJM","P13230","1971","05","Southern America","Brasil","Acre","Porongaba, Rio Juruá, Rio Moa. Vicinity of Porangaba, Rio Juruá-Mirim. River margins.","-72.781047","-8.462986",NA,NA,"INPA0031594","INPA0031594 INPA0031594_e INPA0031594_nd INPA0031594_num","Caires, CS","21","Cruzeiro do Sul",NA,NA,NA,NA,NA,"-72.781047","-8.462986","2011","06",NA,NA,NA,NA,NA,NA
