"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","minimumElevationInMeters","maximumElevationInMeters","typeStatus","coordinatePrecision","geoFlag","class","eventTime","fieldNumber","individualCount","relatedCatalogItem"
"158","2021-03-04 15:45:21-03","IF","SPSF","49049","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand","E.M.B.Prata","2007","05","02","E.M.B.Prata & M.A.Assis",NA,"2007","05","02","Brasil","SP","Ubatuba","Parque Estadual da Serra do Mar - Núcleo Picinguaba","-44.833333","-23.335833",NA,NA,"COLETA: Árvore nº D630.; GEOGRAFIA: Localizada ao longo da Trilha do Corisco, no Sertão da Casa da Farinha.&nf;Floresta Ombrófila Densa de Terras Baixas.;",NA,NA,"Magnoliophyta","Myrtales","América do Sul",NA,"43","69",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"159","2021-03-04 15:45:21-03","IF","SPSF","17109","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja",NA,"Osny T. Aguiar",NA,NA,NA,"G. Hatschbach & V.Nicolack","54349","1990","10","05","Brasil","PR","Guaraqueçaba","Batuva","-48.3288993835449","-25.3066997528076",NA,NA,"COLETA: Árvore 12m, flores alvas, odoríferas.; GEOGRAFIA: Mata pluvial da planície litorânea. Alt 10-20 m.;",NA,NA,"Magnoliophyta","Myrtales","América do Sul",NA,NA,NA,NA,"37295","auto","Magnoliopsida",NA,NA,NA,NA
"160","2021-03-04 15:45:21-03","IF","SPSF","20446","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja",NA,"Osny T. Aguiar","2017","10","06","G. Hatschbach","17194","1967","09","14","Brasil","PR","Guaraqueçaba","Serrinha","-48.3288993835449","-25.3066997528076",NA,NA,"COLETA: Árvore 15m, base do tronco 30cm, flor alva perfumada.; GEOGRAFIA: Mata pluvial da encosta de morro.;",NA,NA,"Magnoliophyta","Myrtales","América do Sul",NA,NA,NA,NA,"37295","auto","Magnoliopsida",NA,NA,NA,NA
"161","2021-03-04 15:45:21-03","IF","SPSF","17116","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D. Legrand","Osny T. Aguiar","2017","10","16","G. Hatschbach","53534","1989","10","14","Brasil","PR","Guaratuba","Descampado","-48.5746994018555","-25.8827991485596",NA,NA,"COLETA: XLS: SPSFAntigo&nf;Arvoreta 5m de altura, flores alvas.; GEOGRAFIA: Mata pluvial.;",NA,NA,"Magnoliophyta","Myrtales","América do Sul",NA,"50","50",NA,"41937","auto","Magnoliopsida",NA,NA,NA,NA
"162","2021-03-04 15:45:21-03","IF","SPSF","17095","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja",NA,"Osny T. Aguiar",NA,NA,NA,"G. Hatschbach","25940","1970","12","29","Brasil","PR","Tijucas do Sul","Rio Itarare","-49.1988983154297","-25.9281005859375",NA,NA,"COLETA: Árvore 15m, tronco 25cm, flor alva.; GEOGRAFIA: Mata pluvial. BR-468;",NA,NA,"Magnoliophyta","Myrtales","América do Sul",NA,"900","900",NA,"25228","auto","Magnoliopsida",NA,NA,NA,NA
"163","2021-02-08 12:43:51-03","UFRGS","ICN","094488","S","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D. Legrand","Sobral, M","1992",NA,NA,"Hatschbach, G","50792","1986","10","02","Brasil","PR","Antonina","Porto das Moças","-48.7118988037109","-25.4286003112793",NA,NA,"Árvore 8m.; Mata pluvial.",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA
"164","2021-02-08 12:43:51-03","UFRGS","ICN","094496","S","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D. Legrand","Sobral, M","2002",NA,NA,"da Silva, FC","696","1983","08","09","Brasil","PR","Morretes","Marumbi-Trilha para o Pico. Km 60 da ferrovia Curitiba -Paranaguá","-48.834400177002","-25.476900100708",NA,NA,"V. Mattos e Legrand, Loefgrenia 67:25. 1975.; Arbusto de 3 m de alt.; flores brancas.",NA,NA,"Dicotyledon",NA,"América do Sul",NA,"1100","1100",NA,"30514","auto",NA,NA,NA,NA,NA
"165","2021-02-08 12:43:51-03","UFRGS","ICN","066598","S","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D. Legrand","Legrand, CD","1969",NA,NA,"Klein, RM; Souza, S","8082","1969","01","21","Brasil","SC","Florianópolis","Morro Costa da Lagoa","-48.5491981506348","-27.596700668335",NA,NA,"Árvore com 15m de altura. Fruto maduro arroxeado; Mata",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA
"166","2021-02-08 12:43:51-03","UFRGS","ICN","061096","S","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D. Legrand","Legrand, CD","1976",NA,NA,"Bresolin, A; Dárdano","609","1972","10","06","Brasil","SC","Florianópolis","Represa da Lagoa","-48.5491981506348","-27.596700668335",NA,NA,"Árvore de 15m de altura. Flor branca.; Mata",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA
"167","2021-02-08 12:43:51-03","UFRGS","ICN","094497","S","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D. Legrand","Sobral, M","2002",NA,NA,"Hatschbach, G","32670","1973","10","12","Brasil","PR","Antonina","Rio do Nunes","-48.7118988037109","-25.4286003112793",NA,NA,"V. Mattos e Legrand, Loefgrenia 67:25. 1975.; Árvore 6m, flor alva.; Mata pluvial, margens rio.",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA
"168","2021-02-08 12:43:51-03","UFRGS","ICN","066637","S","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D. Legrand","Hatschbach, G","1982","10",NA,"Hatschbach, G","45422","1982","09","22","Brasil","PR","Antonina","Rio Xaxim","-48.7118988037109","-25.4286003112793",NA,NA,"Doação do Museu Botânico Municipal de Curitiba; Árvoreta 5m, flor alva.; Mata margens rio",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA
"169","2021-02-08 12:43:51-03","UFRGS","ICN","064099","S","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D. Legrand","D.Legrand","2019","06","03","Hatschbach, G","17194","1967","09","14","Brasil","PR","Guaraqueçaba","Serrinha","-48.3288993835449","-25.3066997528076",NA,NA,"Árvore 18m, tronco com base de 30cm; flor alva perfumada. Mata pluvial encosta de morro.",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA
"170","2021-02-08 12:43:51-03","UFRGS","ICN","124086","S","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D. Legrand","Sobral, M","2002",NA,NA,"Hatschbach, G; Silva, JM","53534","1989","10","14","Brasil","PR","Guaratuba","descampado","-48.5746994018555","-25.8827991485596",NA,NA,"Arvoreta 5m, flores alvas. Mata Pluvial. V. Legrand e Matto, Loefgrenia 67: 25. 1975.",NA,NA,"Dicotyledon",NA,"América do Sul",NA,"40","40",NA,"41937","auto",NA,NA,NA,NA,NA
"171","2021-02-08 12:43:51-03","UFRGS","ICN","124785","S","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D. Legrand","Sobral, M","2000",NA,NA,"Dombrowski, LT; Scherer, P","10741","1979","06","12","Brasil","PR","Morretes","arredores","-48.834400177002","-25.476900100708",NA,NA,"Beira de caminho; freqüente.",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA
"172","2021-02-08 12:43:51-03","UFRGS","ICN","124088","S","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D. Legrand","Sobral, M",NA,NA,NA,"Hatschbach, G","19915","1969","10","05","Brasil","PR","Morretes","Col. Floresta","-48.834400177002","-25.476900100708",NA,NA,"Árvore 8m; mata pluvial, encosta de morro.",NA,NA,"Dicotyledon",NA,"América do Sul",NA,"40","40",NA,"30514","auto",NA,NA,NA,NA,NA
"173","2021-02-08 12:43:51-03","UFRGS","ICN","061095","S","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D. Legrand","Legrand, CD","1974",NA,NA,"Klein; Bresolin, A","9861","1971","10","20","Brasil","SC","Palhoça","Morro do Cambirela","-48.6678009033203","-27.645299911499",NA,NA,"Árvore com 12m de altura. Flor branca.; Mata do topo (depressão)",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,"31105","auto",NA,NA,NA,NA,NA
"174","2021-02-08 12:43:51-03","UFRGS","ICN","094508","S","Plantae","Myrtaceae","Eugenia","cf. cereja","Eugenia cf. cereja","D.Legrand","Sobral, M","1992",NA,NA,"Kuhlmann, M","2062","1949","11","22","Brasil","SP","Campos do Jordão","Umuarama","-45.5900001525879","-22.7299995422363",NA,NA,"Doação do Instituto de botânica; Árvore; Beira da mata",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA
"175","2020-08-26 10:49:55-03","MCN-FZBRS","HAS","73759","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D. Legrand","Legrand, D.","1969",NA,NA,"Klein, R.M.","8082","1969","01",NA,"Brasil","Santa Catarina","Florianópolis","Morro Costa da Lagoa","-48.5491981506348","-27.596700668335",NA,NA,"Mata, Árvore com 15 metros de altura. Fruto maduro de cor arroxeada","HAS0073759",NA,"Magnoliophyta",NA,NA,NA,"450","450",NA,"27000","auto",NA,NA,NA,NA,NA
"176","2020-08-26 10:49:55-03","MCN-FZBRS","HAS","73757","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D. Legrand","Legrand, D.","1957",NA,NA,"Klein, R.M.","833","1954","10",NA,"Brasil","Santa Catarina","Itajaí","Cunhas","-48.6618995666504","-26.9078006744385",NA,NA,"Capoeirão, Árvore de 15 metros. Flores brancas.","HAS0073757",NA,"Magnoliophyta",NA,NA,NA,"15","15",NA,"27253","auto",NA,NA,NA,NA,NA
"177","2020-08-26 10:49:55-03","MCN-FZBRS","HAS","73758","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D. Legrand","Legrand, D.","1960",NA,NA,"Reitz, R.","4070","1958","10",NA,"Brasil","Santa Catarina","Rio do Sul","Matador","-49.6431007385254","-27.2141990661621",NA,NA,"Mata de várzea. Árvore com 20 metros de altura, flores brancas.","HAS0073758",NA,"Magnoliophyta",NA,NA,NA,"350","350",NA,"15163","auto",NA,NA,NA,NA,NA
"178","2019-11-21 10:11:22-03","IBt","SP","454682","S","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand","Kondrat, H",NA,NA,NA,"Kondrat, H","156","2013","07","11","Brasil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga, Instituto de Botânica, área sudeste, próxima à trilha interna paralela à Av. do Cursino, parcela 4, espécime nº 138","-46.614444","-23.641944","-46.614444","-23.641944",NA,NA,NA,NA,NA,NA,NA,"831","831",NA,NA,NA,NA,NA,NA,NA,NA
"179","2019-11-21 10:11:22-03","IBt","SP","129555","S","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand","Sobral, M","1985","03",NA,"Hatschbach, G","23174","1969","12","08","Brasil","Paraná","Foz do Iguaçu","Parque Nacional, Cataratas.","-54.5881004333496","-25.5478000640869",NA,NA,"Arvoreta 5m, flor alva, mata de galeria acima dascataratas.","SP024121","SP024121",NA,NA,NA,NA,NA,NA,NA,"39570","auto",NA,NA,NA,NA,NA
"180","2019-11-21 10:11:22-03","IBt","SP","312160","S","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand","Sobral, M",NA,NA,NA,"Hatschbach, G","19915","1968","10","05","Brasil","Paraná","Morretes","Colônia Floresta.","-48.834400177002","-25.476900100708",NA,NA,"Árvore 8m alt., mata pluvial da encosta de morro,","SP024123","SP024123",NA,NA,NA,NA,"30","50",NA,"30514","auto",NA,NA,NA,NA,NA
"181","2019-11-21 10:11:22-03","IBt","SP","364572","S","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand","Mazine, FF",NA,NA,NA,"Simão Bianchini, R; Grantsau, I; Simone, LW; Costa, AV","1536","2003","06","20","Brasil","São Paulo","Santo André","Parque das Águas. Trilha de Água Fria, topo da subida","-46.5299987792969","-23.6599998474121",NA,NA,"Arbusto 2,5m alt., flores alvas com cheiro forte, desagradavel",NA,NA,NA,NA,NA,NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA
"182","2019-11-21 10:11:22-03","IBt","SP","35132","S","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand","Aguiar, OT","1990","09","05","Handro, O","s.n.","1936","11","08","Brasil","São Paulo","São Paulo","Nativa no Parque do Esrtado, Jardim Botânico.","-46.6300010681152","-23.5400009155273",NA,NA,"Árvore da mata, flores alvas.&nf;Planta viva nº 491.","SP024122","SP024122",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"183","2019-11-21 10:11:22-03","IBt","SP","490460","S","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand","Aragaki, S; Petri, L","2016","12","19","Mourad, BM; Petri, L","109","2015","10","14","Brasil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
