"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","yearIdentified","monthIdentified","dayIdentified","year","month","day","individualCount","occurrenceRemarks","identifiedBy","class","scientificNameAuthorship","recordedBy","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","recordNumber","locality","continentOcean","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","fieldNumber","previousCatalogNumber"
"101","2017-09-11 17:12:19-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Sophronitis","violacea","Sophronitis violacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Warming, JEB","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"s.n.","in truncis arborum sylvestrium ad Lagoa Santa, haud frequens","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2017-09-11 17:12:19-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Sophronitis","violacea","Sophronitis violacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Warming, JEB","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"s.n.","in truncis arborum sylvestrium ad Lagoa Santa, haud frequens","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2017-09-11 17:12:19-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Sophronitis","violacea","Sophronitis violacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Gardner, G","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"666?","Habitat in prov. Rio de Janeiro supra arbores ad Serra dos Orgãos frequens","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2017-09-11 17:12:19-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Sophronitis","violacea","Sophronitis violacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Gardner, G","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"666","Habitat in prov. Rio de Janeiro supra arbores ad Serra dos Orgãos frequens","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2017-09-11 17:12:19-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Sophronitis","violacea","Sophronitis violacea",NA,NA,NA,NA,NA,NA,NA,"Floret Julio - Augusto",NA,NA,"Lindl.","Moura, JT de","Brazil","Rio de Janeiro","Teresópolis","-42.9656","-22.4122","38539","auto","296?","in arboribus ad Serra dos Orgãos prope Theresopolis prov. Rio de Janeiro","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2017-09-11 17:12:19-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Sophronitis","violacea","Sophronitis violacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Barbosa Rodrigues, J","Brazil","Minas Gerais","Juiz de Fora","-43.3503","-21.7642","36144","auto","s.n.","In sylvis supra arbores prope Juiz de Fora prov. Minas Geraes","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2017-09-11 17:12:19-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Sophronitis","violacea","Sophronitis violacea",NA,NA,NA,NA,NA,NA,NA,"Floret Julio - Augusto",NA,NA,"Lindl.","Moura, JT de","Brazil","Rio de Janeiro","Teresópolis","-42.9656","-22.4122","38539","auto","296","in arboribus ad Serra dos Orgãos prope Theresopolis prov. Rio de Janeiro","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2017-09-11 17:12:19-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Sophronitis","violacea","Sophronitis violacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Regnell, AF","Brazil","Minas Gerais","Caldas","-46.3861","-21.9236","25710","auto","268","in prov. Minas Geraes ad Caldas","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2017-09-11 17:12:19-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Sophronitis","violacea","Sophronitis violacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Barbosa Rodrigues, J","Brazil","Minas Gerais","Juiz de Fora","-43.3503","-21.7642","36144","auto","s.n.","In sylvis supra arbores prope Juiz de Fora prov. Minas Geraes","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2019-11-21 10:13:30-03","IBt","SP","348320","S","Plantae",NA,NA,"Orchidaceae","Isabelia","violacea","Isabelia violacea","2008","01","18","1996","08","13",NA,NA,"Menini Neto, L",NA,"(Lindl.) Van den Berg & M.W.Chase","Rezende, JM","Brasil","Distrito Federal","Samambaia","-48.05","-15.866667",NA,NA,"560","Parque Boca da Mata",NA,NA,NA,NA,"1150","1150","-48.05","-15.866667",NA,NA
"111","2019-11-21 10:13:30-03","IBt","SP","27112","S","Plantae",NA,NA,"Orchidaceae","Isabelia","violacea","Isabelia violacea","2011","06",NA,"1869","07","24",NA,NA,"Mamede, MCH",NA,"(Lindl.) Van den Berg & M.W.Chase","Regnell, A","Brasil",NA,NA,NA,NA,NA,NA,"II-268",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2019-11-21 10:13:30-03","IBt","SP","378614","S","Plantae",NA,NA,"Orchidaceae","Isabelia","violacea","Isabelia violacea","2008","01","18","2000","08","21",NA,NA,"Menini Neto, L",NA,"(Lindl.) Van den Berg & M.W.Chase","Guarino, ESG; Pereira, JB; Souza, SP","Brasil","Distrito Federal","Brasília","-48","-15.866667",NA,NA,"366","Fazenda Sucupira, mata de Galeria do córrego Riacho Fundo",NA,NA,NA,NA,"1100","1100","-48","-15.866667",NA,NA
"113","2019-11-21 10:13:30-03","IBt","SP","5723","S","Plantae",NA,NA,"Orchidaceae","Isabelia","violacea","Isabelia violacea","2008",NA,NA,"1921","08","10",NA,NA,"Menini Neto, L",NA,"(Lindl.) Van den Berg & M.W.Chase","Hoehne, FC","Brasil","Minas Gerais","Santa Bárbara do Mato Dentro",NA,NA,NA,NA,"s.n.","Serra da Caraça",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2020-07-02 08:40:52-03","IBt","SP","357545","S","Plantae",NA,NA,"Orchidaceae","Isabelia","violacea","Isabelia violacea","2008",NA,NA,"2000","02",NA,NA,NA,"Menini Neto, L",NA,"(Lindl.) Van den Berg & M.W.Chase","Pinheiro, F; Rivadavia, F","Brasil","Minas Gerais","Congonhas do Norte","-43.6814002990723","-18.8071994781494","30386","auto","156",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2019-11-21 10:13:30-03","IBt","SP","203247","S","Plantae",NA,NA,"Orchidaceae","Isabelia","violacea","Isabelia violacea","2008","01","18","1985","07","05",NA,NA,"Menini Neto, L",NA,"(Lindl.) Van den Berg & M.W.Chase","Cerati, TM; Wanderley, MGL; Kral, R","Brasil","Minas Gerais","Joaquim Felício","-44.1721992492676","-17.7574996948242","37503","auto","201","Serra do Cabral-Bocaina",NA,NA,NA,NA,"920","920",NA,NA,NA,NA
"116","2019-11-21 10:13:30-03","IBt","SP","27114","S","Plantae",NA,NA,"Orchidaceae","Isabelia","violacea","Isabelia violacea","2002","07","22","1894","06","30",NA,NA,"Vinhos, F",NA,"(Lindl.) Van den Berg & M.W.Chase","Loefgren, A; Edwall, G","Brasil","São Paulo","São João da Boa Vista","-46.7900009155273","-21.9599990844727","17205","auto","CGG2540","Em cultivo na capital",NA,NA,"SP029884","SP029884",NA,NA,NA,NA,NA,NA
"117","2019-11-21 10:13:30-03","IBt","SP","29348","S","Plantae",NA,NA,"Orchidaceae","Isabelia","violacea","Isabelia violacea","2002","07","22","1939","06","21",NA,NA,"Vinhos, F",NA,"(Lindl.) Van den Berg & M.W.Chase","Handro, O","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","53584","auto","s.n.","Jardim Botânico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2019-11-21 10:13:30-03","IBt","SP","24115","S","Plantae",NA,NA,"Orchidaceae","Isabelia","violacea","Isabelia violacea","2002","07","22","1928","08",NA,NA,NA,"Vinhos, F",NA,"(Lindl.) Van den Berg & M.W.Chase","Kuhlmann, M","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","53584","auto","s.n.","Mata do Governo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
