"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","dayIdentified","order","class"
"22","2015-10-22 10:02:28-02","UNIOESTE","UNOP","2896","S","Plantae",NA,"Araceae","Asterostigma","tweedianum","Asterostigma tweedianum","Schott",NA,NA,NA,"Ferneda Rocha, L.C.; Cardoso, A.P.; Escher, A.R.; Engels, M.E.; Cardoso, A.P.; Escher, A.R.; Engels, M.E.","324","2014","09","05",NA,"Brasil","Paraná","Morretes","Parque Nacional Saint Hilaire e Lange.","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Em cultivo na UNIOESTE. Geófita. Catáfilo alvo-avermelhado com máculas verde a marrom. Pecíolo e pedúnculo alvos com máculas verde a marrom. Lâmina foliar membranácea, concolor. Espata alva com máculas verde a marrom externamente, alva internamente.",NA,NA,"30514","auto",NA,NA,NA
"23","2016-06-16 10:16:51-03","UNIOESTE","UNOP","3106","S","Plantae",NA,"Araceae","Asterostigma","tweedianum","Asterostigma tweedianum","Schott","Pereira, S.F.","2013","10","Pereira, S.F.; Buturi, C.; Barbosa, J.F.; Engels, M.; Losano, E.D.; Buturi, C.; Barbosa, J.F.; Engels, M.; Losano, E.D.","284","2013","10","13",NA,"Brasil","Paraná","São José dos Pinhais","RPPN - Inhandara Guaricana","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"Terrestre, ca 1,5m. Inflorescência pós antese.",NA,NA,"45291","auto","16",NA,NA
"24","2020-11-12 16:58:00-03","UEL","FUEL","45199","PreservedSpecimen","Plantae","Tracheophyta","Araceae","Asterostigma","tweedianum","Asterostigma tweedianum","Schott","Cotarelli, VM","2009",NA,"Cotarelli, VM; Francisco, EM","529","2008","11","20",NA,"Brasil","Paraná","Mauá da Serra","Mata do Pinhão","-51.15","-23.883333","-51.15","-23.883333",NA,NA,NA,"OK",NA,NA,NA,NA,"Alismatales",NA
"25","2020-11-12 16:58:00-03","UEL","FUEL","44882","PreservedSpecimen","Plantae","Tracheophyta","Araceae","Asterostigma","tweedianum","Asterostigma tweedianum","Schott","Nadruz, M","2009","05","Cotarelli, VM; Francisco, EM","631","2008","12","04",NA,"Brasil","Paraná","Londrina","Estância Patrial","-51.233333","-23.366667","-51.233333","-23.366667",NA,NA,NA,NA,NA,NA,NA,"19","Alismatales",NA
"26","2020-11-12 16:58:00-03","UEL","FUEL","9191","PreservedSpecimen","Plantae","Tracheophyta","Araceae","Asterostigma","tweedianum","Asterostigma tweedianum","Schott","Temponi, LG","2009","08","Cordeiro, J; Silva, JM","144","1985","09","11",NA,"Brasil","Paraná","Morretes","Véu da Noiva","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,NA,NA,"30514","auto",NA,"Alismatales",NA
"27","2019-11-01 15:12:49-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae","Araceae","Asterostigma","tweedianum","Asterostigma tweedianum","Schott","Gonçalves, EG","1999","10","Gonçalves, EG; Vieira, S","302","1999","10","21","Southern America","Brasil","Santa Catarina",NA,"Ilha de Santa Catarina. Unidade de Conservação Ambiental Desterro (UCAD), trilha azul",NA,NA,NA,NA,NA,NA,"Planta tuberosa. Poucos indivíduos férteis. Flores já passadas; Floresta ombrófila densa","UB0000895","UB0000895",NA,NA,NA,NA,NA
"28","2019-11-01 15:12:49-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae","Araceae","Asterostigma","tweedianum","Asterostigma tweedianum","Schott","Gonçalves, EG","2008","06","Silva, JM; Abe, LM","4167","2004","10","26","Southern America","Brasil","Paraná ","Adrianópolis",NA,"-48.9911003112793","-24.6571998596191",NA,NA,NA,NA,"Terrícola, espiga creme com manchas vinosas; Interior da floresta atlântica","UB0000887","UB0000887","49901","auto",NA,NA,NA
"29","2019-11-01 15:12:49-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae","Araceae","Asterostigma","tweedianum","Asterostigma tweedianum","Schott","Gonçalves, EG","1999","10","Gonçalves, EG; Vieira, S","357","1999","10","24","Southern America","Brasil","Santa Catarina","Ilhota","Parque Botânico do Morro do Baú","-48.8272018432617","-26.8997001647949",NA,NA,NA,NA,"Terrestre, algumas vezes em terreno alagado. Pecíolo verde puro, levemente mosqueado de cinza. Espata verde, eventualmente com estrias cinzentas, bagas imaturas branco-esverdeadas; Floresta ombrófila densa. Sopé do morro","UB0000899","UB0000899","18275","auto",NA,NA,NA
"30","2019-11-01 15:12:49-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae","Araceae","Asterostigma","tweedianum","Asterostigma tweedianum","Schott","Gonçalves, EG","1999","10","Gonçalves, EG; Vieira, S","315","1999","10","24","Southern America","Brasil","Santa Catarina","Ilhota","Parque Botânico do Morro do Baú. Morro do Filhote","-48.8272018432617","-26.8997001647949",NA,NA,NA,NA,"Crescendo sobre a serrapilheira que se acumula sobre as pedras, muito comum no local formando pequenas colônias. espata toda verde ou atropurpúrea, base dos sinândrios roseos; Floresta ombrófila densa","UB0000889","UB0000889","18275","auto",NA,NA,NA
"31","2019-11-01 15:12:49-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae","Araceae","Asterostigma","tweedianum","Asterostigma tweedianum","Schott","Gonçalves, EG","2002","07","Gonçalves, EG","447","1999","09",NA,"Southern America","Brasil","São Paulo",NA,"Cultivado na estufa mergulhada do Instituto de Biologia. Origem desconhecida",NA,NA,NA,NA,NA,NA,"Terrestre","UB0000903","UB0000903",NA,NA,NA,NA,NA
"32","2019-11-01 15:12:49-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae","Araceae","Asterostigma","tweedianum","Asterostigma tweedianum","Schott","Gonçalves, EG","1999","10","Gonçalves, EG; Vieira, S","302","1999","10","21","Southern America","Brasil","Santa Catarina",NA,"Ilha de Santa Catarina. Unidade de Conservação Ambiental Desterro (UCAD), trilha azul",NA,NA,NA,NA,NA,NA,"Planta tuberosa. Poucos indivíduos férteis. Flores já passadas; Floresta ombrófila densa","UB0000893","UB0000893",NA,NA,NA,NA,NA
"33","2019-11-01 15:12:49-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae","Araceae","Asterostigma","tweedianum","Asterostigma tweedianum","Schott","Gonçalves, EG","1999","10","Gonçalves, EG; Vieira, S","316","1999","10","24","Southern America","Brasil","Santa Catarina","Ilhota","Parque Botânico do Morro do Baú. Morro do Filhote","-48.8272018432617","-26.8997001647949",NA,NA,NA,NA,"Crescendo em uma fina camada de serrapilheira acumulado sobre uma pedra achatada. Espata verde oliva com tons cinzentos, flores passadas. Algumas plantas com uma folhas modificada no lugar da segunda inflorescência; Floresta ombrófila","UB0000897","UB0000897","18275","auto",NA,NA,NA
"34","2019-11-01 15:12:49-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae","Araceae","Asterostigma","tweedianum","Asterostigma tweedianum","Schott","Gonçalves, EG","2000","12","Gonçalves, EG; Lorenzi, H","630","2000","12","06","Southern America","Brasil","Santa Catarina","Porto União","Estrada para Matos Costa","-51.0783004760742","-26.2381000518799",NA,NA,NA,NA,"Planta terrestre, estéril, apenas um indivíduo visto; Floresta à margem da rodovia","UB0000888","UB0000888","41804","auto",NA,NA,NA
"35","2019-11-01 15:12:49-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae","Araceae","Asterostigma","tweedianum","Asterostigma tweedianum","Schott","Gonçalves, EG","2002","07","Gonçalves, EG","473","2000","08","18","Southern America","Brasil","São Paulo","São Paulo","Cultivado na estufa do Departamento de Botânica da Universidade de São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Planta ainda áfila, com duas inflorescências. Espata verde claro por fora, branco esverdeado por dentro, margens róseas. Espádice com flores masculinas vermelhas na base, estaminódios também vermelhos, estigma planar","UB0000901","UB0000901","53584","auto",NA,NA,NA
"36","2020-08-20 20:37:45-03","UFSC","FLOR","61150","PreservedSpecimen","Plantae",NA,"Araceae","Asterostigma","tweedianum","Asterostigma tweedianum","Schott","Pereira, S.F.","2013",NA,"Lozano, E.D.; Daniel, V.A.","1062","2012","10","03",NA,"Brasil","Paraná","Tijucas do Sul","Rodovia BR-376.","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,"Terrícola, 60cm, espata creme, caule carnoso","FLOR0061150","FLOR0061150","25228","auto",NA,"Alismatales",NA
"37","2020-08-20 14:54:31-03","UFSC","FLOR","46444","PreservedSpecimen","Plantae",NA,"Araceae","Asterostigma","tweedianum","Asterostigma tweedianum","Schott","Gonçalves, E.G.","1999","10","Gonçalves, E.G.; Vieira, S.","302","1999","10","21",NA,"Brasil","Santa Catarina","Florianópolis","Ilha de Santa Catarina, Unidade de Conservação Ambiental Desterro (UCAD), trilha Azul.","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"planta tuberosa, flores já passadas. Poucos indivíduos.","FLOR0046444","FLOR0046444","27000","auto",NA,"Alismatales",NA
"38","2020-08-20 14:54:31-03","UFSC","FLOR","46374","PreservedSpecimen","Plantae",NA,"Araceae","Asterostigma","tweedianum","Asterostigma tweedianum","Schott","Gonçalves, E.G.","1999","10","Gonçalves, E.G.; Vieira, S.","315","1999","10","24",NA,"Brasil","Santa Catarina","Ilhota","Parque Botânico do Morro do Baú, Morro do Filhote.","-48.8272018432617","-26.8997001647949",NA,NA,NA,NA,"flor espata toda verde ou atropupúrea. base dos sinândrios róseos. Crescendo sobre a serrapilheira que se acúmula sobre as pedras, muito comum no local formando pequenas colonias.","FLOR0046374","FLOR0046374","18275","auto",NA,"Alismatales",NA
"39","2021-03-04 15:41:55-03","IF","SPSF","52502","PreservedSpecimen","Plantae","Magnoliophyta","Araceae","Asterostigma","tweedianum","Asterostigma tweedianum","Schott","M.Nadruz","2017","08","A.Maruyama & L.Cicco","900","2017","08","25","América do Sul","Brasil","SP","São Paulo",NA,"-46.726944","-23.639444",NA,NA,"776","776","COLETA: Erva com aprox. 40cm de altura. Flores brancas.; GEOGRAFIA: Floresta próximo ao Parque Burle Marx. Interior. Área institucional.;",NA,NA,NA,NA,"26","Arales","Liliopsida"
"40","2019-11-21 09:59:14-03","IBt","SP","23184","S","Plantae",NA,"Araceae","Asterostigma","tweedianum","Asterostigma tweedianum","Schott","Krause, K",NA,NA,"Hoehne, FC","s.n.","1928","10","25",NA,"Brasil","Santa Catarina",NA,"Paraty.",NA,NA,NA,NA,NA,NA,NA,"SP049450","SP049450",NA,NA,NA,NA,NA
