"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber"
"263","2020-12-21 16:29:45-03","MBM","MBM","209943","PreservedSpecimen","Plantae","Icacinaceae","Citronella","gongonha","Citronella gongonha","(Mart.) Howard","Hatschbach, G.","Imaguire, N.",NA,NA,NA,"Brazil","Paraná","Piraquara","Fazenda Experimental de Agronomia","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,"MBM209943",NA,"2108","Southern America",NA,NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA
"264","2020-12-21 16:29:45-03","MBM","MBM","161153","PreservedSpecimen","Plantae","Icacinaceae","Citronella","gongonha","Citronella gongonha","(Mart.) Howard",NA,"Ziller, S.R.",NA,NA,NA,"Brazil","Paraná","Piraquara","Próximo ao Rio Iraí","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,"MBM161153","MBM161153","223","Southern America",NA,NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA
"265","2020-12-21 16:29:45-03","MBM","MBM","71134","PreservedSpecimen","Plantae","Icacinaceae","Citronella","gongonha","Citronella gongonha","(Mart.) Howard","Hatschbach, G.","Kummrow, R.",NA,NA,NA,"Brazil","Paraná","São José dos Pinhais","Contenda","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,"MBM071134","MBM071134","151","Southern America",NA,NA,NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA
"266","2020-12-21 16:29:45-03","MBM","MBM","110204","PreservedSpecimen","Plantae","Icacinaceae","Citronella","gongonha","Citronella gongonha","(Mart.) Howard","Hatschbach, G.","Cordeiro, J.; et al.; et al.",NA,NA,NA,"Brazil","Paraná","São José dos Pinhais","Guatupê","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,"MBM110204","MBM110204","358","Southern America",NA,NA,NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA
"267","2020-12-21 16:29:45-03","MBM","MBM","128777","PreservedSpecimen","Plantae","Icacinaceae","Citronella","gongonha","Citronella gongonha","(Mart.) Howard","Silva, S.M.","Melo, E. de",NA,NA,NA,"Brazil","Paraná","São Mateus do Sul","Fazenda do Tigre","-50.3828010559082","-25.8742008209229",NA,NA,NA,NA,NA,"MBM128777","MBM128777","81","Southern America",NA,NA,NA,NA,NA,NA,NA,"31353","auto",NA,NA,NA,NA,NA
"268","2020-12-21 16:29:45-03","MBM","MBM","239637","PreservedSpecimen","Plantae","Icacinaceae","Citronella","gongonha","Citronella gongonha","(Mart.) Howard","Vieira, R.A.G.","Vieira, A.O.S.; et al.; et al.",NA,NA,NA,"Brazil","Paraná","Tamarana","Fazenda Prata","-51.0971984863281","-23.7233009338379",NA,NA,NA,NA,NA,"MBM239637","MBM239637","s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,"23681","auto",NA,NA,NA,NA,NA
"269","2020-12-21 16:29:45-03","MBM","MBM","212564","PreservedSpecimen","Plantae","Icacinaceae","Citronella","gongonha","Citronella gongonha","(Mart.) Howard","Jarenkow, J.A.","Jarenkow, J.A.",NA,NA,NA,"Brazil","Santa Catarina","Campos Novos","Campos Novos","-51.2249984741211","-27.4016990661621",NA,NA,NA,NA,NA,"MBM212564","MBM212564","3151","Southern America",NA,NA,NA,NA,NA,NA,NA,"43319","auto",NA,NA,NA,NA,NA
"270","2020-12-21 16:29:45-03","MBM","MBM","125168","PreservedSpecimen","Plantae","Icacinaceae","Citronella","gongonha","Citronella gongonha","(Mart.) Howard","Groppo Jr, M.","Landrum, L.R.","1977","11","22","Brazil","Santa Catarina","Lages","4-6 km west of Capão Alto","-50.326099395752","-27.8160991668701",NA,NA,"1000","1000","Tree 5m high. In campo","MBM125168","MBM125168","2657","Southern America",NA,NA,NA,NA,"2009","05","25","70701","auto",NA,NA,NA,NA,NA
"271","2020-12-21 16:29:45-03","MBM","MBM","348582","PreservedSpecimen","Plantae","Icacinaceae","Citronella","gongonha","Citronella gongonha","(Mart.) Howard","Cordeiro, J.; Barboza, E.","Liebsch, D.","2006","08","09","Brazil","Santa Catarina","Vargem Bonita","Fazenda Campina da Alegria","-51.7400016784668","-27.0067005157471",NA,NA,NA,NA,"Árvore, flor alva. Floresta secundária","MBM348582","MBM348582","1126","Southern America",NA,NA,NA,NA,"2007",NA,NA,"18827","auto",NA,NA,NA,NA,NA
"272","2015-09-04 15:44:43-03","MNHN","RECOLNAT_MNHN_P","P04513200","PreservedSpecimen",NA,"Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard",NA,"Glaziou, A.",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04513200' target='other'> <mi>dwc_moreinfo</mi></a>","P04513200","P04513200_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","2015-09-04 15:44:43-03","MNHN","RECOLNAT_MNHN_P","P04513201","PreservedSpecimen",NA,"Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard",NA,"Glaziou",NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04513201' target='other'> <mi>dwc_moreinfo</mi></a>","P04513201","P04513201_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","2015-09-04 15:44:44-03","MNHN","RECOLNAT_MNHN_P","P04513204","PreservedSpecimen",NA,"Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard",NA,"Glaziou","1898","7","8","Brasil",NA,NA,"Rio Guará.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04513204' target='other'> <mi>dwc_moreinfo</mi></a>","P04513204","P04513204_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20823"
"275","2015-09-04 15:44:44-03","MNHN","RECOLNAT_MNHN_P","P04513205","PreservedSpecimen",NA,"Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard",NA,"Balansa, B.","1882","3","9","Paraguai",NA,NA,NA,"-56.86998","-25.58916",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04513205' target='other'> <mi>dwc_moreinfo</mi></a>","P04513205","P04513205_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4594"
"276","2015-09-04 15:44:43-03","MNHN","RECOLNAT_MNHN_P","P04513199","PreservedSpecimen",NA,"Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard",NA,"Glaziou","1879","9","10","Brasil","São Paulo",NA,"Campos da Bocaina.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04513199' target='other'> <mi>dwc_moreinfo</mi></a>","P04513199","P04513199_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","2015-09-04 15:44:44-03","MNHN","RECOLNAT_MNHN_P","P04513206","PreservedSpecimen",NA,"Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard",NA,"Rojas, T.","1944","5","1","Paraguai",NA,NA,"San Lorenço de Campo Grande.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04513206' target='other'> <mi>dwc_moreinfo</mi></a>","P04513206","P04513206_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9675 a"
"278","2015-09-04 15:44:44-03","MNHN","RECOLNAT_MNHN_P","P04513208","PreservedSpecimen",NA,"Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard",NA,"Loefgren",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04513208' target='other'> <mi>dwc_moreinfo</mi></a>","P04513208","P04513208_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"639"
"279","2015-09-04 15:45:07-03","MNHN","RECOLNAT_MNHN_P","P04513209","PreservedSpecimen",NA,"Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard",NA,"Hassler",NA,"11","1","Paraguai",NA,NA,"Sierra de Maracayú.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04513209' target='other'> <mi>dwc_moreinfo</mi></a>","P04513209","P04513209_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5495"
"280","2015-09-04 15:45:07-03","MNHN","RECOLNAT_MNHN_P","P04513210","PreservedSpecimen",NA,"Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard",NA,"Pedersen, T.M.","1956","11","6","Paraguai",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04513210' target='other'> <mi>dwc_moreinfo</mi></a>","P04513210","P04513210_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4237"
"281","2015-09-04 15:45:07-03","MNHN","RECOLNAT_MNHN_P","P04513212","PreservedSpecimen",NA,"Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard",NA,"Pedersen, T.M.","1969","10","9","Argentina",NA,NA,"Estancia Garruchos Dep. Santo Tomé. Prov. Corrientes.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04513212' target='other'> <mi>dwc_moreinfo</mi></a>","P04513212","P04513212_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9224"
"282","2015-09-04 15:45:08-03","MNHN","RECOLNAT_MNHN_P","P04513219","PreservedSpecimen",NA,"Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard",NA,"Rambo, R.","1949","7","18","Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04513219' target='other'> <mi>dwc_moreinfo</mi></a>","P04513219","P04513219_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42573"
"283","2015-09-04 15:45:08-03","MNHN","RECOLNAT_MNHN_P","P04513220","PreservedSpecimen",NA,"Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard",NA,"Chevalier","1928","8","1","Brasil",NA,NA,"São Paulo - Paraná.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04513220' target='other'> <mi>dwc_moreinfo</mi></a>","P04513220","P04513220_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"385"
"284","2015-09-05 01:06:58-03","MNHN","RECOLNAT_MNHN_P","P05112639","PreservedSpecimen",NA,"Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard",NA,"Hassler, E.",NA,NA,NA,"Paraguai",NA,NA,"In regione vicine Igatimí.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05112639' target='other'> <mi>dwc_moreinfo</mi></a>","P05112639","P05112639_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5495"
"285","2015-09-05 01:07:04-03","MNHN","RECOLNAT_MNHN_P","P05112678","PreservedSpecimen",NA,"Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard",NA,"Zardini, E.|Tilleria, T.","1992","11","5","Paraguai",NA,NA,"Central. Estero del Ypoá.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05112678' target='other'> <mi>dwc_moreinfo</mi></a>","P05112678","P05112678_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33389"
"286","2015-09-04 15:44:43-03","MNHN","RECOLNAT_MNHN_P","P04513198","PreservedSpecimen",NA,"Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard",NA,"Mosén, G.","1873","10","25","Brasil","Minas Gerais","Caldas",NA,"-46.386100769043","-21.9235992431641",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04513198' target='other'> <mi>dwc_moreinfo</mi></a>","P04513198","P04513198_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,"25710","auto",NA,NA,NA,NA,"446"
"287","2015-09-04 15:45:07-03","MNHN","RECOLNAT_MNHN_P","P04513211","PreservedSpecimen",NA,"Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard",NA,"Dusén, P.","1909","9","2","Brasil","Paraná","Curitiba",NA,"-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04513211' target='other'> <mi>dwc_moreinfo</mi></a>","P04513211","P04513211_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,"8791"
"288","2015-09-04 15:44:43-03","MNHN","RECOLNAT_MNHN_P","P04513203","PreservedSpecimen",NA,"Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard",NA,"Hoehne, F.C.","1917","10","1","Brasil","São Paulo","São Paulo","Proced. Butantan.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04513203' target='other'> <mi>dwc_moreinfo</mi></a>","P04513203","P04513203_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,"802"
"289","2015-09-04 15:44:44-03","MNHN","RECOLNAT_MNHN_P","P04513207","PreservedSpecimen",NA,"Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard",NA,"Prance, G.T.|Silva, N.T.","1964","9","13","Brasil","Distrito Federal","Brasília","Road Brasília to Taguatinga.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04513207' target='other'> <mi>dwc_moreinfo</mi></a>","P04513207","P04513207_01",NA,NA,"hb",NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,"59036"
"290","2020-10-01 14:15:06-03","JBB","HEPH","27399","S","Plantae","Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard","Walter, BMT","Rosário, RF do; et al.","2010","10","07","Brasil","Distrito Federal","Guará","APP - GUARA EPTG.","-47.972222","-15.808611","-47.972222","-15.808611","1068","1068",NA,NA,NA,"28","Southern America",NA,NA,"Dicotyledon","Aquifoliales","2013","05","15",NA,NA,NA,NA,NA,NA,NA
"291","2020-10-01 14:15:06-03","JBB","HEPH","5767","S","Plantae","Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard","Hatschbach, G","Cordeiro, J","1986","09","04","Brasil","Paraná ","São José dos Pinhais","Guatupe","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,NA,NA,"358","Southern America",NA,NA,"Dicotyledon","Aquifoliales","1986",NA,NA,"45291","auto",NA,NA,NA,NA,NA
"292","2020-12-11 11:34:23-03","UFMG","BHCB","173349","PreservedSpecimen","Plantae","Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A. Howard",NA,"Motta, JT; Silva, JM; Cordeiro, J; Barboza, E; Vaz, J","2013","09","22","Brasil","Paraná","Coronel Domingos Soares","Fazenda São Geraldo.","-52.010833","-26.304167","-52.010833","-26.304167","1107","1107","Arvoreta de 3m; flores cremes.; Mata ciliar","BHCB018207",NA,"4075","Southern America",NA,NA,"Dicotyledon",NA,"2014","02","05",NA,NA,NA,NA,NA,NA,NA
"293","2020-12-11 11:34:23-03","UFMG","BHCB","39730","PreservedSpecimen","Plantae","Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A. Howard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","2020-12-11 11:34:23-03","UFMG","BHCB","50528","PreservedSpecimen","Plantae","Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A. Howard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","2020-12-11 11:34:23-03","UFMG","BHCB","62651","PreservedSpecimen","Plantae","Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A. Howard",NA,"Magalhães, GM",NA,NA,NA,"Brasil","Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,"3288","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA
"296","2020-12-11 11:34:23-03","UFMG","BHCB","70907","PreservedSpecimen","Plantae","Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A. Howard",NA,"Imaguire, N",NA,NA,NA,"Brasil","Paraná","Curitiba",NA,"-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,NA,"5760","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"297","2020-12-11 11:34:23-03","UFMG","BHCB","70684","PreservedSpecimen","Plantae","Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A. Howard",NA,"Imaguire, N",NA,NA,NA,"Brasil","Paraná","Piraquara",NA,"-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,NA,NA,"2108","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA
"298","2020-12-11 11:34:23-03","UFMG","BHCB","59740","PreservedSpecimen","Plantae","Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A. Howard",NA,"Hoehne, W; et al.",NA,NA,NA,"Brasil","São Paulo","Jundiaí",NA,"-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA
"299","2021-02-11 17:18:28-03","UFPR","UPCB","80878","PreservedSpecimen","Plantae","Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard.","Cordeiro, J.","Cordeiro, J.","2010","05","01","Brasil","Paraná","Guarapuava","Fazenda Três Capões/Maack","-51.4580993652344","-25.395299911499",NA,NA,NA,NA,"Árvore, 5m, inflorescências verdes.",NA,NA,"617",NA,NA,NA,NA,NA,"2011","05","01","53832","auto",NA,NA,NA,NA,NA
"300","2021-02-11 17:19:13-03","UFPR","UPCB","15190","PreservedSpecimen","Plantae","Icacinaceae","Citronella","gongonha","Citronella gongonha","(Mart.) Howard","Hatschbach, G.","Kummrow, R.","1986","09","09","Brasil","Paraná","Campo Largo","Ferraria","-49.5283012390137","-25.4585990905762",NA,NA,NA,NA,"Arvoreta, 4m, flor alvescente. Matinha na orla de pequeno lago..",NA,NA,"2801",NA,NA,NA,NA,NA,"1986","11",NA,"53742","auto",NA,NA,NA,NA,NA
"301","2021-02-11 17:19:14-03","UFPR","UPCB","3738","PreservedSpecimen","Plantae","Icacinaceae","Citronella","gongonha","Citronella gongonha","(Mart.) Howard","Hatschbach, G.","Hatschbach, G.","1962","09",NA,"Brasil","Paraná","Contenda","Lapa Grande","-49.5346984863281","-25.6756000518799",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22732","auto",NA,NA,NA,NA,NA
"302","2021-02-11 17:19:14-03","UFPR","UPCB","42217","PreservedSpecimen","Plantae","Icacinaceae","Citronella","gongonha","Citronella gongonha","(Mart.) Howard","Silva, S.M.","Bujokas, W.M.","1998","10","30","Brasil","Paraná","Curitiba","Parque Barigui","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Árvore 4m, com frutos. Orla de floresta ciliar..",NA,NA,"32",NA,NA,NA,NA,NA,"1998","10","30","25180","auto",NA,NA,NA,NA,NA
"303","2021-02-11 17:19:14-03","UFPR","UPCB","69267","PreservedSpecimen","Plantae","Icacinaceae","Citronella","gongonha","Citronella gongonha","(Mart.) Howard","Cordeiro, J.","Bolson, M.","2010","08","09","Brasil","Paraná","Curitiba","Reserva Mata Viva","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Floresta Ombrófila Mista. Árvore..",NA,NA,"354",NA,NA,NA,NA,NA,"2010","09",NA,"25180","auto",NA,NA,NA,NA,NA
"304","2021-02-11 17:19:14-03","UFPR","UPCB","73949","PreservedSpecimen","Plantae","Icacinaceae","Citronella","gongonha","Citronella gongonha","(Mart.) Howard",NA,"Blum, C.T.","2010","08","22","Brasil","Paraná","Campo Largo","Rondinha, área rural","-49.484167","-25.428611","-49.484167","-25.428611","920","920","Árvore 5 m, botões e flores branco-esverdeados, em bordadura de várzea. UPCB-DNA N° 1274.",NA,NA,"10-041",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","2021-02-11 17:19:14-03","UFPR","UPCB","8679","PreservedSpecimen","Plantae","Icacinaceae","Citronella","gongonha","Citronella gongonha","(Mart.) Howard","Sleumer, H.O.","Hatschbach, G.","1970","08","09","Brasil","Mato Grosso","Rio Brilhante","BR 101, Rio Itauna",NA,NA,NA,NA,NA,NA,"Arbusto, 3m, flor creme. Matinha ao longo de brejo..",NA,NA,"24542",NA,NA,NA,NA,NA,"1971","01","01",NA,NA,NA,NA,NA,NA,NA
"306","2021-02-11 17:19:14-03","UFPR","UPCB","69296","PreservedSpecimen","Plantae","Icacinaceae","Citronella","gongonha","Citronella gongonha","(Mart.) Howard","Cordeiro, J.","Bolson, M.","2010","09","03","Brasil","Paraná","Piraquara",NA,"-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"Floresta Ripária. Árvore..",NA,NA,"397",NA,NA,NA,NA,NA,"2010","09",NA,"12577","auto",NA,NA,NA,NA,NA
"307","2021-02-11 17:19:14-03","UFPR","UPCB","49682","PreservedSpecimen","Plantae","Icacinaceae","Citronella","gongonha","Citronella gongonha","(Mart.) Howard","Spina, A.P.","Spina, A.P.","1995","09","13","Brasil","São Paulo","Campinas","Barão Geraldo, Fazenda Santa Genebra","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"Arbórea, folhas espinescentes, interior da mata. Mata higrófila..",NA,NA,"432",NA,NA,NA,NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA
"308","2021-02-11 17:19:14-03","UFPR","UPCB","3187","PreservedSpecimen","Plantae","Icacinaceae","Citronella","gongonha","Citronella gongonha","(Mart.) Howard","Hatschbach, G.","Lange, R.B.","1961","08","24","Brasil","Paraná","Curitiba","Barigüi","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Arvoreta, 2,5m, flor creme. Banhado..",NA,NA,"1182",NA,NA,NA,NA,NA,"1961","01","01","25180","auto",NA,NA,NA,NA,NA
"309","2021-02-11 17:19:14-03","UFPR","UPCB","69273","PreservedSpecimen","Plantae","Icacinaceae","Citronella","gongonha","Citronella gongonha","(Mart.) Howard","Cordeiro, J.","Bolson, M.","2010","08","09","Brasil","Paraná","Curitiba","Capão da Educação Física","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Floresta Ombrófila Mista. Árvore..",NA,NA,"363",NA,NA,NA,NA,NA,"2010","09",NA,"25180","auto",NA,NA,NA,NA,NA
"310","2021-02-11 17:19:13-03","UFPR","UPCB","12779","PreservedSpecimen","Plantae","Icacinaceae","Citronella","gongonha","Citronella gongonha","(Mart.) Howard","Cervi, A.C.","Cervi, A.C.","1983","09","26","Brasil","Paraná","Curitiba","Centro Politécnico - Capão da Educação Física","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Árvore, 4 a 6m..",NA,NA,"2148",NA,NA,NA,NA,NA,"1983","09","26","25180","auto",NA,NA,NA,NA,NA
"311","2021-02-11 17:19:14-03","UFPR","UPCB","30838","PreservedSpecimen","Plantae","Icacinaceae","Citronella","gongonha","Citronella gongonha","(Mart.) Howard",NA,"Fernandes, H.M.","1996","10","07","Brasil","Paraná","Curitiba","Centro Politécnico, UFPR, interior do capão do Setor de Ciências Biológicas","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Árvore, ca. 2m, corola creme..",NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"312","2021-02-11 17:19:14-03","UFPR","UPCB","40339","PreservedSpecimen","Plantae","Icacinaceae","Citronella","gongonha","Citronella gongonha","(Mart.) Howard","Vieira, A.O.S.","Francisco, E.M.","1998","09","22","Brasil","Paraná","Londrina","Fazenda Prata","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"Árvore 4m, frutos imaturos verdes. Em brejo..",NA,NA,NA,NA,NA,NA,NA,NA,"1998","01","01","63728","auto",NA,NA,NA,NA,NA
"313","2021-02-11 17:19:14-03","UFPR","UPCB","50716","PreservedSpecimen","Plantae","Icacinaceae","Citronella","gongonha","Citronella gongonha","(Mart.) Howard","Reginato, M.","Reginato, M.","2004","08",NA,"Brasil","Paraná","Piraquara","Mananciais da Serra","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"Arbórea 5m..",NA,NA,"68",NA,NA,NA,NA,NA,"2004","01","01","12577","auto",NA,NA,NA,NA,NA
"314","2021-02-11 17:19:14-03","UFPR","UPCB","25647","PreservedSpecimen","Plantae","Icacinaceae","Citronella","gongonha","Citronella gongonha","(Mart.) Howard","Uhlmann, A.","Carrião, D.J.S.","1994","09","13","Brasil","Paraná","Curitiba","Parque Barigüi","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Árvore, 3m, flor creme. Orla da floresta, em terreno alagado..",NA,NA,NA,NA,NA,NA,NA,NA,"1995","10",NA,"25180","auto",NA,NA,NA,NA,NA
"315","2021-02-11 17:19:14-03","UFPR","UPCB","25721","PreservedSpecimen","Plantae","Icacinaceae","Citronella","gongonha","Citronella gongonha","(Mart.) Howard","Cervi, A.C.","Carrião, D.J.S.","1995","10","19","Brasil","Paraná","Curitiba","Parque Barigüi","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Árvore, 6m. Área alagada..",NA,NA,NA,NA,NA,NA,NA,NA,"1995","10",NA,"25180","auto",NA,NA,NA,NA,NA
