"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber"
"20","2021-03-15 16:37:00-03","NY","NYBG","626079","PreservedSpecimen","Plantae","Icacinaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard",NA,"J. C. Lindeman","1966","12","28","Brazil","Rio Grande do Sul",NA,"Ca. 10km S of Vacaria, 219km from Pôrto Alegre.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=280150' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626079","NY00626079_01","3727","South America","sheet",NA,"Magnoliophyta","Boraginales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","626077","PreservedSpecimen","Plantae","Icacinaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard","J. R. Pirani","P. K. H. Dusén","1911","11","13","Brazil","Paraná","Pinhais",NA,"-49.157618","-25.419851",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=280145' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626077","NY00626077_01","13355","South America","sheet",NA,"Magnoliophyta","Boraginales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","626068","PreservedSpecimen","Plantae","Icacinaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard","R. Duno de Stefano","C. Kozera","1996","08","31","Brazil","Paraná","Curitiba","Parque Barigui.","-49.2731","-25.4281",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=280146' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626068","NY00626068_01","166","South America","sheet",NA,"Magnoliophyta","Boraginales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1031482","PreservedSpecimen","Plantae","Icacinaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard","J. R. Pirani","E. P. Heringer","1962","10","09","Brazil","Distrito Federal","Brasília","Horto do Guará.","-47.9294","-15.7797",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1155566' target='other'> <mi>dwc_moreinfo</mi></a>","NY01031482","NY01031482_01 NY01031482_02","9051","South America","sheet",NA,"Magnoliophyta","Boraginales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1031483","PreservedSpecimen","Plantae","Icacinaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard","R. Duno de Stefano","D. R. Hunt","1966","07","14","Brazil","Distrito Federal","Brasília","Jardim Zoológico.","-47.9294","-15.7797",NA,NA,"900","1150","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1155568' target='other'> <mi>dwc_moreinfo</mi></a>","NY01031483","NY01031483_01","6639","South America","sheet",NA,"Magnoliophyta","Boraginales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","626076","PreservedSpecimen","Plantae","Icacinaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard","J. R. Pirani","L. Riedel","1834","07",NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=280132' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626076","NY00626076_01","2836","South America","sheet",NA,"Magnoliophyta","Boraginales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","02680632","PreservedSpecimen","Plantae","Icacinaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard",NA,"N. L. Sousa","2012","05","29","Brazil","São Paulo","Analândia","Fazenda Pedra Vermelha.","-47.7778","-22.1306",NA,NA,"760","770","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2949057' target='other'> <mi>dwc_moreinfo</mi></a>","NY02680632","NY02680632_01","236","South America","sheet",NA,"Magnoliophyta","Boraginales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1031479","PreservedSpecimen","Plantae","Icacinaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard","R. A. Howard","G. T. Prance","1964","09","13","Brazil","Distrito Federal","Brasília","Road Brasília to Taguatinga.","-47.9294","-15.7797",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1155550' target='other'> <mi>dwc_moreinfo</mi></a>","NY01031479","NY01031479_01","59036","South America","sheet",NA,"Magnoliophyta","Boraginales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","626071","PreservedSpecimen","Plantae","Icacinaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard","R. Duno de Stefano","F. C. Hoehne","1917","08","07","Brazil","São Paulo",NA,"Butantan.","-46.724373","-23.565521",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=280144' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626071","NY00626071_01","385","South America","sheet",NA,"Magnoliophyta","Boraginales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2016-09-27 13:27:00-03","NY","NYBG","626226","PreservedSpecimen","Plantae","Icacinaceae","Citronella","gongonha","Citronella gongonha",NA,"S. G. Tressens","M. M. Arbo","1996","12","04","Argentina","Corrientes","San Roque","Estancia San Antonio, ca 30km al NE de Chavarría, camino a Concepción, 4km al E de la ruta, al E del casco.","-58.325","-28.792",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=280136' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626226",NA,"7006","South America","sheet",NA,"Magnoliophyta","Boraginales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2016-09-27 13:27:00-03","NY","NYBG","01269110","PreservedSpecimen","Plantae","Icacinaceae","Citronella","gongonha","Citronella gongonha",NA,"R. Duno de Stefano","N. Soria","1990","08","06","Paraguay","Caazapá",NA,"Tavai, near Flia. Bogado","-55.28","-26.17",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1149990' target='other'> <mi>dwc_moreinfo</mi></a>","NY01269110",NA,"4264","South America","sheet",NA,"Magnoliophyta","Boraginales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","626065","PreservedSpecimen","Plantae","Icacinaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard",NA,"P. K. H. Dusén","1909","09","02","Brazil","Paraná","Curitiba",NA,"-49.2731","-25.4281",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=280133' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626065","NY00626065_01","8791","South America","sheet",NA,"Magnoliophyta","Boraginales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","626073","PreservedSpecimen","Plantae","Icacinaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard","R. Duno de Stefano","L. R. Landrum","1977","10","31","Brazil","Paraná","Piraquara","Pinhais, ca 10km east of Curitiba.","-49.17","-25.42",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=280143' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626073","NY00626073_01","2220","South America","sheet",NA,"Magnoliophyta","Boraginales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-02-18 09:29:53-03","UNESP-IBB","BOTU","208","PreservedSpecimen","Plantae","Icacinaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard","Aranha, C.","Paschoal, M.E.S.","1994","09","29","Brasil","São Paulo","Agudos",NA,NA,NA,"9999","9999",NA,NA,"Árvore 5m, caule rugoso, folhas coriáceas, frutos verdes.","BOTU000208",NA,"1205",NA,NA,NA,NA,NA,"1996","03","06",NA,NA,NA,NA,NA,NA,NA
"34","2020-11-13 09:19:18-03","UFRJ","RFA","10361","PreservedSpecimen","Plantae","Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard","H. Sleumer","G.G. Hatschbach; O. Guimarães","1970","08","09","Brasil","Mato Grosso do Sul","Rio Brilhante","Rodovia BR 267","-54.5463981628418","-21.8019008636475",NA,NA,NA,NA,"Arbusto de 3m, flor creme","RFA41632",NA,"24542",NA,NA,NA,NA,NA,"1971",NA,NA,"65544","auto",NA,NA,NA,NA,NA
"35","2020-11-13 09:19:18-03","UFRJ","RFA","10808","PreservedSpecimen","Plantae","Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard","G.G. Hatschbach","G.G. Hatschbach","1965","08","07","Brasil","Paraná","Araucária","Campo Redondo","-49.4103012084961","-25.5930995941162",NA,NA,NA,NA,"Arbusto de 2m, flor creme esverdeada","RFA41630",NA,"12654",NA,NA,NA,NA,NA,NA,NA,NA,"21346","auto",NA,NA,NA,NA,NA
"36","2020-11-24 17:10:36-03","UTFPR","DVPR","1308","PreservedSpecimen","Plantae","Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A. Howard","Estevan, DA","Moura, APC","2013","08","13","Brasil","Paraná","Dois Vizinhos","Mata Nativa, UTFPR - DV. Parcela 1","-53.0604","-25.413","-53.0604","-25.413",NA,NA,"Árvore.; Ecótono entre Floresta Estacional Semidecidual e Floresta Ombrófila Mista.","DVPR001308",NA,"41",NA,NA,NA,"Magnoliophyta",NA,"2013","11",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-24 17:10:36-03","UTFPR","DVPR","5764","PreservedSpecimen","Plantae","Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A. Howard",NA,"?","2018","09","08","Brasil","Paraná","Dois Vizinhos","Trilha ecologica da UTFPR Campus Dois Vizinhos.","-53.057201385498","-25.7336006164551",NA,NA,NA,NA,"Árvore 6 m. Flores amarelas.; Floresta Ombrofila Mista.","DVPR005764",NA,"s.n.",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"19637","auto",NA,NA,NA,NA,NA
"38","2020-11-24 17:10:36-03","UTFPR","DVPR","2947","PreservedSpecimen","Plantae","Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A. Howard","Viani, RAG","Souza, LRM; Francisco, EM; Cloclet, FA","1998","07","29","Brasil","Paraná","Ipiranga","Beira da estrada","-50.5842018127441","-25.0238990783691",NA,NA,NA,NA,"Arvoreta 4m, botões florais e flores creme.; Mata ciliar, brejo.","DVPR002947",NA,"s.n.",NA,NA,NA,"Magnoliophyta",NA,"1999",NA,NA,"31827","auto",NA,NA,NA,NA,NA
"39","2020-11-24 17:10:36-03","UTFPR","DVPR","2946","PreservedSpecimen","Plantae","Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A. Howard","Vieira, AOS","Francisco, EM; Alves, J","1998","09","22","Brasil","Paraná","Londrina","Fazenda Prata","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"Árvore 4m, frutos imaturos verdes.; Em brejo.","DVPR002946",NA,"s.n.",NA,NA,NA,"Magnoliophyta",NA,"1998",NA,NA,"63728","auto",NA,NA,NA,NA,NA
"40","2020-11-24 17:10:36-03","UTFPR","DVPR","2949","PreservedSpecimen","Plantae","Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A. Howard","Viani, RAG","Ferreira, JA; et al.","1999","06","11","Brasil","Paraná","Nova Santa Bárbara","Sítio do Rui","-50.5853004455566","-23.5853004455566",NA,NA,NA,NA,"Árvore 6m, botões verdes.; Pastagem.","DVPR002949",NA,"s.n.",NA,NA,NA,"Magnoliophyta",NA,"1999",NA,NA,"25438","auto",NA,NA,NA,NA,NA
"41","2020-11-24 17:10:36-03","UTFPR","DVPR","1670","PreservedSpecimen","Plantae","Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A. Howard","Ricardo.","Ricardo",NA,NA,NA,"Brasil","Paraná","Realeza","Vila nova","-53.5325012207031","-25.7688999176025",NA,NA,NA,NA,"Árvore, frutos.; Planície. Sombreado.","DVPR001670","DVPR001670","s.n.",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"29211","auto",NA,NA,NA,NA,NA
"42","2021-03-30 12:32:31-03","EAO","IAN","102126","PreservedSpecimen","Plantae","Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) R.A.Howard","Walter, BMT","Rodrigues, JS; Pires, JM","1959","02","22","Brasil","Amazonas",NA,"Rio Negro, Ilha das Flores.",NA,NA,NA,NA,NA,NA,"Árvore de 3m de altura, flor branca.","IAN102126",NA,"105","Southern America",NA,NA,NA,NA,"2012","09","25",NA,NA,NA,NA,NA,NA,NA
"43","2019-12-04 15:25:01-03","PUCPR","HUCP","16983","S","Plantae","Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) Howard, Kersten","Possette, RFS","Possette, RFS","2003","10","20","Brasil","Paraná","Colombo","Embrapa","-49.2242012023926","-25.2917003631592",NA,NA,NA,NA,NA,"HUCP00012204","HUCP00012204","s.n.",NA,NA,NA,"Eudicotiledonea",NA,NA,NA,NA,"13536","auto",NA,NA,NA,NA,NA
"44","2019-12-04 15:25:01-03","PUCPR","HUCP","17113","S","Plantae","Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) Howard, Kersten","Selusniaki, M","Selusniaki, M; Moledo, R","2005","07","15","Brasil","Paraná","Curitiba","Barreirinha","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"HUCP00012256","HUCP00012256","601",NA,NA,NA,"Eudicotiledonea",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"45","2019-12-04 15:25:01-03","PUCPR","HUCP","18761","S","Plantae","Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) Howard, Kersten","Selusniaki, M","Selusniaki, M; Moledo, R","2005","06","18","Brasil","Paraná","Curitiba","Bosque Hauer","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"HUCP00012304","HUCP00012304","424",NA,NA,NA,"Eudicotiledonea",NA,"2008",NA,NA,"25180","auto",NA,NA,NA,NA,NA
"46","2019-12-04 15:25:01-03","PUCPR","HUCP","18811","S","Plantae","Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) Howard, Kersten","Selusniaki, M","Coraiola, SR","1985","10","18","Brasil","Paraná","Curitiba","Bosque Papa João Paulo 2°","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"HUCP00012242","HUCP00012242","022",NA,NA,NA,"Eudicotiledonea",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"47","2019-12-04 15:25:01-03","PUCPR","HUCP","17215","S","Plantae","Cardiopteridaceae","Citronella","gongonha","Citronella gongonha","(Mart.) Howard, Kersten","Selusniaki, M","Seluem, M","2005","12","19","Brasil","Paraná","Curitiba","Zoológico Iguaçu","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"HUCP00012308","HUCP00012308","668",NA,NA,NA,"Eudicotiledonea",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
