"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","class","imagecode","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","relationshipType","relatedCatalogItem","typeStatus","minimumElevationInMeters","maximumElevationInMeters","individualCount","fieldNumber","sex"
"11","2019-08-27 13:26:26-03","IAP","PACA-AGP","11624","PreservedSpecimen","Plantae","Magnoliophyta","Liliales","Iridaceae","Sisyrinchium","rambonis","Sisyrinchium rambonis","R. C. Foster","Ravenna","P. Buck",NA,"1944","01",NA,NA,"Brasil","RS","Faz. Englert",NA,"Há possibilidade de ser typus. Aguardar referências. Habitat: In paludosis Fenofase: fl.fr.","PACA011624","São Francisco de Paula","-50.5835990905762","-29.4480991363525","76715","auto","Liliatae",NA,"1965",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-08-27 13:26:26-03","IAP","PACA-AGP","34743","PreservedSpecimen","Plantae","Magnoliophyta","Liliales","Iridaceae","Sisyrinchium","rambonis","Sisyrinchium rambonis","R. C. Foster","Ravenna","Rambo, B.",NA,"1947","01","03",NA,"Brasil","RS","Faz. da Ronda",NA,"Há possibilidade de ser um typus. Aguardar referências. Habitat: In paludosis Fenofase: fl.fr.","PACA034743","Vacaria","-50.9338989257812","-28.5121994018555","63451","auto","Liliatae",NA,"1965",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-08-27 13:26:26-03","IAP","PACA-AGP","11619","PreservedSpecimen","Plantae","Magnoliophyta","Liliales","Iridaceae","Sisyrinchium","rambonis","Sisyrinchium rambonis","R. C. Foster","Ravenna","P. Buck",NA,"1944","01",NA,NA,"Brasil","RS","Faz. Englert",NA,"Há possibilidade de ser um typus. Aguardar referências. Habitat: In paludosis Fenofase: fl.fr.","PACA011619","São Francisco de Paula","-50.5835990905762","-29.4480991363525","76715","auto","Liliatae",NA,"1965",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-08-27 13:26:26-03","IAP","PACA-AGP","58569","PreservedSpecimen","Plantae","Magnoliophyta","Liliales","Iridaceae","Sisyrinchium","rambonis","Sisyrinchium rambonis","R. C. Foster","Ravenna","Rambo, B.",NA,"1956","02","12",NA,"Brasil","RS","Taimbezinho",NA,"Há possibilidade de ser um typus. aguardar referências. Habitat: In paludosis Fenofase: fl.fr.","PACA058569","São Francisco de Paula","-50.5835990905762","-29.4480991363525","76715","auto","Liliatae",NA,"1965",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-10-14 10:02:03-03","FURB","FURB","65939","PreservedSpecimen","Plantae",NA,NA,"Iridaceae","Sisyrinchium","rambonis","Sisyrinchium rambonis","R.C.Foster","Schwirkowski, P.","Schwirkowski, P.","3645","2019","11","09",NA,"Brasil","Santa Catarina","Rio Vermelho. Estrada Bismarck. Propriedade de Carlos Rodolfo Hantschel.",NA,"Campo de Altitude Habitat: Banhado, heliófita, cálcie verde, corola amarela Habito: Herbácea","FURB65939","São Bento do Sul","-49.2719445","-26.2716667",NA,NA,NA,"FURB65939","2019","11","09","-49.2719445","-26.2716667",NA,NA,NA,"1050","1050",NA,NA,NA
"16","2020-10-14 10:02:03-03","FURB","FURB","66019","PreservedSpecimen","Plantae",NA,NA,"Iridaceae","Sisyrinchium","rambonis","Sisyrinchium rambonis","R.C.Foster","Schwirkowski, P.","Schwirkowski, P.","3841","2019","12","28",NA,"Brasil","Santa Catarina","Bairro Rio Vermelho. Propriedade de Carlos Rodolfo Hantschel.",NA,"FOM, em banhado Habitat: Heliófita, cálice verde, corola amarela Habito: Herbácea","FURB66019","São Bento do Sul","-49.2733334","-26.2733334",NA,NA,NA,"FURB66019","2019","12","28","-49.2733334","-26.2733334",NA,NA,NA,"1050","1050",NA,NA,NA
"17","2020-12-21 16:29:53-03","MBM","MBM","8516","PreservedSpecimen","Plantae",NA,NA,"Iridaceae","Sisyrinchium","rambonis","Sisyrinchium rambonis","Foster","Ravenna, P.","Hatschbach, G.","20666",NA,NA,NA,"Southern America","Brazil","Paraná","Barra do Rio dos Papagaios",NA,"Flor amarela, vergedo das margens do Rio Iguaçu. Formações grandes, compactas.","MBM008516","Balsa Nova","-49.6356010437012","-25.5839004516602","27346","auto",NA,"MBM008516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-12-21 16:29:53-03","MBM","MBM","20336","PreservedSpecimen","Plantae",NA,NA,"Iridaceae","Sisyrinchium","rambonis","Sisyrinchium rambonis","Foster","Ravenna, P.","G.; Klein, LB Smith R; Klein, LB Smith R","28150",NA,NA,NA,"Southern America","Brazil","Paraná","6km a leste de Palmas",NA,NA,"MBM020336","Palmas","-51.9906005859375","-26.4841995239258","46666","auto",NA,"MBM020336",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-12-21 16:29:53-03","MBM","MBM","20322","PreservedSpecimen","Plantae",NA,NA,"Iridaceae","Sisyrinchium","rambonis","Sisyrinchium rambonis","Foster","Ravenna, P.","Hatschbach, G.; Smith, L.B.; Klein, R.; Smith, L.B.; Klein, R.","28258",NA,NA,NA,"Southern America","Brazil","Paraná","EPalmas - Ponte Serrada",NA,NA,"MBM020322","Palmas","-51.9906005859375","-26.4841995239258","46666","auto",NA,"MBM020322",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-12-21 16:29:53-03","MBM","MBM","20334","PreservedSpecimen","Plantae",NA,NA,"Iridaceae","Sisyrinchium","rambonis","Sisyrinchium rambonis","Foster","Chukr, N.S.","Hatschbach, G.; Smith, L.B.; Klein, R.; Smith, L.B.; Klein, R.","28188",NA,NA,NA,"Southern America","Brazil","Paraná","Rio Chopim",NA,NA,"MBM020334","Palmas","-51.9906005859375","-26.4841995239258","46666","auto",NA,"MBM020334",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-12-21 16:29:53-03","MBM","MBM","39461","PreservedSpecimen","Plantae",NA,NA,"Iridaceae","Sisyrinchium","rambonis","Sisyrinchium rambonis","Foster","Smith, L.B.","Hatschbach, G.","1188",NA,NA,NA,"Southern America","Brazil","Paraná","Estrada para Rio Negro, Rio da Várzea",NA,NA,"MBM039461","São José dos Pinhais","-49.2064018249512","-25.5347003936768","45291","auto",NA,"MBM039461",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:29:53-03","MBM","MBM","4811","PreservedSpecimen","Plantae",NA,NA,"Iridaceae","Sisyrinchium","rambonis","Sisyrinchium rambonis","Foster","Ravenna, P.","Tessmann, G.; Frenzel, A.; Frenzel, A.","s.n.",NA,NA,NA,"Southern America","Brazil","Paraná","São José dos Pinhais",NA,NA,"MBM004811","São José dos Pinhais","-49.2064018249512","-25.5347003936768","45291","auto",NA,"MBM004811",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:29:53-03","MBM","MBM","36079","PreservedSpecimen","Plantae",NA,NA,"Iridaceae","Sisyrinchium","rambonis","Sisyrinchium rambonis","Foster","Ravenna, P.","Kummrow, R.","859",NA,NA,NA,"Southern America","Brazil","Paraná","Represa de Vossoroca",NA,NA,"MBM036079","Tijucas do Sul","-49.1988983154297","-25.9281005859375","25228","auto",NA,"MBM036079",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:29:53-03","MBM","MBM","170936","PreservedSpecimen","Plantae",NA,NA,"Iridaceae","Sisyrinchium","rambonis","Sisyrinchium rambonis","Foster","Ravenna, P.","Hatschbach, G.; Ribas, O.S.; Ribas, O.S.","61264",NA,NA,NA,"Southern America","Brazil","Rio Grande do Sul","Rod. SC-450, próximo ao posto da divisa SC/RS",NA,NA,"MBM170936","Cambará do Sul","-50.1446990966797","-29.0478000640869","30776","auto",NA,"MBM170936",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:29:53-03","MBM","MBM","148261","PreservedSpecimen","Plantae",NA,NA,"Iridaceae","Sisyrinchium","rambonis","Sisyrinchium rambonis","Foster",NA,"Pedersen, T.M.","11484",NA,NA,NA,"Southern America","Brazil","Rio Grande do Sul","Rod. BR-158",NA,NA,"MBM148261","Júlio de Castilhos","-53.6817016601562","-29.226900100708","41205","auto",NA,"MBM148261",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:29:53-03","MBM","MBM","170932","PreservedSpecimen","Plantae",NA,NA,"Iridaceae","Sisyrinchium","rambonis","Sisyrinchium rambonis","Foster","Ravenna, P.","Hatschbach, G.; Ribas, O.S.; Ribas, O.S.","21228",NA,NA,NA,"Southern America","Brazil","Santa Catarina","Praia de Imbituba",NA,NA,"MBM170932","Imbituba","-48.6702995300293","-28.2399997711182","18719","auto",NA,"MBM170932",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-12-21 16:29:53-03","MBM","MBM","20335","PreservedSpecimen","Plantae",NA,NA,"Iridaceae","Sisyrinchium","rambonis","Sisyrinchium rambonis","Foster","Chukr, N.S.","Hatschbach, G.; Smith, L.B.; Klein, R.; Smith, L.B.; Klein, R.","29274",NA,NA,NA,"Southern America","Brazil","Santa Catarina","Campos de Palmas",NA,NA,"MBM020335","Ponte Serrada","-52.0158004760742","-26.8717002868652","31911","auto",NA,"MBM020335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:29:53-03","MBM","MBM","39479","PreservedSpecimen","Plantae",NA,NA,"Iridaceae","Sisyrinchium","rambonis","Sisyrinchium rambonis","Foster","Ravenna, P.","Hatschbach, G.","12083",NA,NA,NA,"Southern America","Brazil","Paraná","Rodovia do Xisto, Rio Iguaçu",NA,NA,"MBM039479","Araucária","-49.4103012084961","-25.5930995941162","21346","auto",NA,"MBM039479",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:29:53-03","MBM","MBM","36080","PreservedSpecimen","Plantae",NA,NA,"Iridaceae","Sisyrinchium","rambonis","Sisyrinchium rambonis","Foster","Ravenna, P.","Ferreira, L.F.","185",NA,NA,NA,"Southern America","Brazil","Paraná","Boqueirão",NA,NA,"MBM036080","Curitiba","-49.2731018066406","-25.4277992248535","25180","auto",NA,"MBM036080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:29:53-03","MBM","MBM","238209","PreservedSpecimen","Plantae",NA,NA,"Iridaceae","Sisyrinchium","rambonis","Sisyrinchium rambonis","Foster","Chukr, N.S.","Hatschbach, G.; Spichiger, R.; Loizeau, P.A.; Spichiger, R.; Loizeau, P.A.","68697",NA,NA,NA,"Southern America","Brazil","Paraná","Horizonte",NA,NA,"MBM238209","Palmas","-51.9906005859375","-26.4841995239258","46666","auto",NA,"MBM238209",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-02-11 17:19:14-03","UFPR","UPCB","64930","PreservedSpecimen","Plantae",NA,NA,"Iridaceae","Sisyrinchium","rambonis","Sisyrinchium rambonis","R.C.Foster","Cervi, A.C.","Bona, C.","256","2005","02","22",NA,"Brasil","Paraná","Lagoa Curicaca, armadilha da capivara.",NA,"Erva, campo alagavel, flor amarela..",NA,"General Carneiro","-51.315601348877","-26.4274997711182","33284","auto",NA,NA,"2005","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2013-10-08 12:44:00-03","MO","MOBOT","3036349","PreservedSpecimen","Plantae",NA,NA,"Iridaceae","Sisyrinchium","rambonis","Sisyrinchium rambonis","R.C. Foster","P.F. Ravenna 69","Gert G. Hatschbach","Hatschbach 20666","1968","12","27","South America","Brazil","Paraná","Barra Rio Papagaios (Balsa Nova).",NA,NA,NA,"Balsa Nova","-49.6356010437012","-25.5839004516602","27346","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"33","2020-09-12 05:00:02-03","US","US","3310668","PreservedSpecimen","Plantae",NA,"Liliales","Iridaceae","Sisyrinchium","rambonis","Sisyrinchium rambonis","R.C. Foster",NA,"R. Kummrow","9966","1975","1","26","South America","Brazil","Paraná","Repressa de Vossoroca.",NA,NA,"US01328078","Tijucas do Sul","-49.1988983154297","-25.9281005859375","25228","auto","Monocotyledonae","US01328078_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"34","2020-09-12 05:00:02-03","US","US","2705813","PreservedSpecimen","Plantae",NA,"Liliales","Iridaceae","Sisyrinchium","rambonis","Sisyrinchium rambonis","R.C. Foster",NA,"L. Smith & R. Reitz","22381","1957","1","3","South America","Brazil","Santa Catarina","5km east of Faxinal dos Guedes.",NA,NA,"US01328079","Xanxerê","-52.4042015075684","-26.8768997192383","16278","auto","Monocotyledonae","US01328079_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"35","2019-11-01 15:15:04-03","UnB","UB","6117","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Iridaceae","Sisyrinchium","rambonis","Sisyrinchium rambonis","Fost.","Ravenna, PF","Kummrow, R","859","1975","01","26","Southern America","Brasil","Paraná ","Represa de Vossoroca",NA,"Flor amarela; Local úmido, sujeito a inundações.","UB0014476","Tijucas do Sul","-49.1988983154297","-25.9281005859375","25228","auto",NA,"UB0014476","1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-02-08 12:52:03-03","UFRGS","ICN","183134","S","Plantae","Monocotyledon",NA,"Iridaceae","Sisyrinchium","rambonis","Sisyrinchium rambonis","R.C. Foster","Eggers, L","Harter, B","s.n.","1996","01","04","América do Sul","Brasil","RS","CPCN Pró-Mata",NA,NA,"ICN00043202","São Francisco de Paula","-50.5835990905762","-29.4480991363525","76715","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-02-08 12:52:03-03","UFRGS","ICN","044351","S","Plantae","Monocotyledon",NA,"Iridaceae","Sisyrinchium","rambonis","Sisyrinchium rambonis","R.C. Foster","Eggers, L","Arzivenco, L","s.n.","1976","02","28","América do Sul","Brasil","RS",NA,NA,"no campo, beira de lagoinha","ICN00043194","Vacaria","-50.9338989257812","-28.5121994018555","63451","auto",NA,NA,"2013","05","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-02-08 12:52:03-03","UFRGS","ICN","183132","S","Plantae","Monocotyledon",NA,"Iridaceae","Sisyrinchium","rambonis","Sisyrinchium rambonis","R.C. Foster","Eggers, L","Truylio, B; Candido, SL","s.n.","1998","12","30","América do Sul","Brasil","RS","CPCN Pró-Mata",NA,NA,"ICN00043195","São Francisco de Paula","-50.5835990905762","-29.4480991363525","76715","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-02-08 12:52:03-03","UFRGS","ICN","183133","S","Plantae","Monocotyledon",NA,"Iridaceae","Sisyrinchium","rambonis","Sisyrinchium rambonis","R.C. Foster","Eggers, L","Harter, B","s.n.","1996","01","04","América do Sul","Brasil","RS","CPCN Pró-Mata",NA,NA,"ICN00043199","São Francisco de Paula","-50.5835990905762","-29.4480991363525","76715","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-02-08 12:52:03-03","UFRGS","ICN","007303","S","Plantae","Monocotyledon",NA,"Iridaceae","Sisyrinchium","rambonis","Sisyrinchium rambonis","R.C. Foster","Eggers, L","Irgang, BE; A.Ferreira.","s.n.","1969","12","20","América do Sul","Brasil","RS","perto de São Francisco de Paula",NA,"Campo úmido.","ICN00043191","São Francisco de Paula","-50.5835990905762","-29.4480991363525","76715","auto",NA,NA,"2010","05","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-02-08 12:52:03-03","UFRGS","ICN","163608","S","Plantae","Monocotyledon",NA,"Iridaceae","Sisyrinchium","rambonis","Sisyrinchium rambonis","R.C. Foster","Eggers, L","Eggers, L; Souza-Chies, TT","291","2007","11","30","América do Sul","Brasil","RS","RS 020 aprox. km 105 29° 11' 44 31 S / 50° 13' 45 98 W",NA,"beira área úmida","ICN00043198","São Francisco de Paula","-50.229167","-29.195556",NA,NA,NA,NA,NA,NA,NA,"-50.229167","-29.195556",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-02-08 12:52:03-03","UFRGS","ICN","163606","S","Plantae","Monocotyledon",NA,"Iridaceae","Sisyrinchium","rambonis","Sisyrinchium rambonis","R.C. Foster","Eggers, L","Eggers, L; Souza-Chies, TT","48","2004","01","06","América do Sul","Brasil","RS","Pró-Mata 29° 29' 00 41 S / 50° 12' 34 41 W",NA,"flor amarela; ambiente úmido","ICN00043200","São Francisco de Paula","-50.209444","-29.483333",NA,NA,NA,NA,NA,NA,NA,"-50.209444","-29.483333",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-02-08 12:52:03-03","UFRGS","ICN","163607","S","Plantae","Monocotyledon",NA,"Iridaceae","Sisyrinchium","rambonis","Sisyrinchium rambonis","R.C. Foster","Eggers, L","Eggers, L; Souza-Chies, TT","103","2004","12","15","América do Sul","Brasil","SC","gerador de energia eólica 28° 23' 14 7 S / 49° 33' 44 0W",NA,NA,"ICN00043193","Bom Jardim da Serra","-49.562222","-28.387222",NA,NA,NA,NA,NA,NA,NA,"-49.562222","-28.387222",NA,NA,NA,"1447","1447",NA,NA,NA
"44","2021-02-08 12:52:03-03","UFRGS","ICN","163609","S","Plantae","Monocotyledon",NA,"Iridaceae","Sisyrinchium","rambonis","Sisyrinchium rambonis","R.C. Foster","Eggers, L","Eggers, L; Souza-Chies, TT","571","2009","11","10","América do Sul","Brasil","RS","RS 110 direção Bom Jesus para Várzea do Cedro após entrada de Jaquirana 28° 57' 29 5 S / 50° 25' 38 8 W",NA,NA,"ICN00043196","Jaquirana","-50.427222","-28.958056",NA,NA,NA,NA,NA,NA,NA,"-50.427222","-28.958056",NA,NA,NA,"927","927",NA,NA,NA
"45","2021-02-08 12:52:03-03","UFRGS","ICN","187433","S","Plantae","Monocotyledon",NA,"Iridaceae","Sisyrinchium","rambonis","Sisyrinchium rambonis","R.C. Foster","Eggers, L","Eggers, L; Chauveau, O","978","2016","01","17","América do Sul","Brasil","RS","campo em estrada interna à Fazenda Camarinhas, Parador Casa da Montanha",NA,"amarela. Flor e fruto. Localmente abundante.; em margem de baixada do campo. Área potencialmente úmida","ICN00043197","Cambará do Sul","-50.123056","-29.110278",NA,NA,NA,NA,"2016",NA,NA,"-50.123056","-29.110278",NA,NA,NA,NA,NA,NA,NA,NA
"46","2010-08-16 16:42:35-03","GH","HU-HERB","GH 00031405","PreservedSpecimen","Plantae",NA,NA,"Iridaceae","Sisyrinchium","rambonis","Sisyrinchium rambonis","R. C. Foster",NA,"B. Rambo","36606","1948","1","26","South America","Brazil",NA,"Cambara, 29LS 50 WG: in paludosis fluitans","Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotype",NA,NA,NA,"36606","undetermined"
