"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","preparationType","occurrenceRemarks","barcode","imagecode","stateProvince","year","locality","identifiedBy","yearIdentified","month","day","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount","sex"
"11","2020-02-08 10:25:53-03","NBC","NL-BOTANY","U.1556815","PreservedSpecimen","Plantae",NA,"Rosales","Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek",NA,"Dusén PKH",NA,"Southern America","Brazil",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1556815 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1556815","NL-U1556815","Paraná","1910",NA,"Lima R","2003","11","29",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0081356","04","01",NA,NA,NA,NA,NA
"12","2020-11-04 11:17:56-03","ESALQ","ESA","80872","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek",NA,"Silva, J.M. ; Ribas, O.S.","3489.0",NA,"Brasil",NA,NA,"ESA080872","ESA080872","Paraná","2001",NA,"Hatschbach, G.",NA,"10","05","Porto Amazonas","-49.8903007507324","-25.5447006225586",NA,NA,"14684","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-07-26 11:41:06-03","IPA","IPA","42105","S","Plantae","Plantae",NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reisseck",NA,"IPA","s.n.","Southern America","Brasil",NA,"Hábito: erva. Flor: amarela.","IPA0042105",NA,"São Paulo","1970","Cerrado de Emas.","Lima, R.","1999","09","07","Pirassununga","-47.4199981689453","-21.9899997711182",NA,NA,"24621","auto",NA,NA,"01",NA,NA,NA,NA,NA,NA
"14","2019-02-15 11:49:09-02","IPA","IPA","42248","S","Plantae","Plantae",NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reisseck",NA,"Leitão Filho, H.F.; Yamamote, K.; Yamamote, K.","6033","Southern America","Brasil",NA,"Hábito: herbáceo com xilopódio. Flor: creme-esbranquiçado.","IPA0042248",NA,"São Paulo","1977","Mogiguaçu, estação Experimental do instituto Florestal. Fazenda Campininha.","Lima, R.","1985","10","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"01",NA,NA,NA,NA,NA,NA
"15","2019-02-15 11:49:09-02","IPA","IPA","48361","S","Plantae","Plantae",NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reisseck",NA,"Hoehne, F.C.","23349","Southern America","Brasil",NA,NA,"IPA0048361",NA,"Paraná","1928","Vila Velha.","Gehrt, A.",NA,"11","03","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-12-20 21:19:13-03","UFV","VIC","11856","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reiss",NA,"Meira, Neto J A; et al.","s.n.",NA,"Brasil",NA,"Erva de 30 cm,flores alvas.; Cerrado.","VIC011856","VIC011856","São Paulo","1990","Estado Ecológico de Santa Barbara",NA,NA,"10","09","Águas da Santa Bárbara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0032267","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides",NA,NA,"C. B. Poliquesi; J. Cordeiro","64",NA,"Brazil",NA,NA,NA,NA,"Parana","1991","Ponta Grossa, arredores.","G. Hatschbach",NA,"10","23",NA,"-50.15","-25.0833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-01 16:38:42-03","UNICAMP","UEC","40736","S","Plantae","Magnoliopsida",NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek",NA,"Webster, GL; Armbruster, WS; Armbruster, WS; Filgueiras, TS","25237",NA,"Brazil",NA,"Common, flowers white.","UEC171756","UEC171756","Distrito Federal","1984","Burnt-over cerrado, on slopes ca. 1 km W of Rib. Torto, N outskirts of Brasília","Webster, GL","1995","08","18","Brasília","-47.883333","-15.716667","-47.883333","-15.716667",NA,NA,NA,NA,"01","30","1050","1050",NA,NA,NA
"19","2021-03-01 16:38:42-03","UNICAMP","UEC","13303","S","Plantae","Magnoliopsida",NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek",NA,"Leitão Filho, HF; Yamamoto, K","6033",NA,"Brazil",NA,"Herbáceo com xilopódio, flores creme - esbranquiçadas. Em cerrado aberto.; Campo rupestre.","UEC171757","UEC171757","Minas Gerais","1977","Próximo a barragem de Furnas.",NA,NA,"10","10","Alpinópolis","-46.3880996704102","-20.8635997772217",NA,NA,"22010","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-01 16:38:42-03","UNICAMP","UEC","55555","S","Plantae","Magnoliopsida",NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek",NA,"Meira Neto, JAA; Martins, E; Siqueira, MF","698",NA,"Brazil",NA,"Erva com 30 cm, flores alvas.; Cerrado.","UEC171752","UEC171752","São Paulo","1990","Estação Ecológica de Santa Bárbara","Lima, R","2003","10","09","Águas de Santa Bárbara","-49.238899230957","-22.8805999755859",NA,NA,"18363","auto",NA,NA,"04",NA,NA,NA,NA,NA,NA
"21","2021-03-01 16:38:42-03","UNICAMP","UEC","55559","S","Plantae","Magnoliopsida",NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek",NA,"Meira Neto, JAA; Martins, E; Martinez, F; Siqueira","675",NA,"Brazil",NA,"Erva com 74cm, flores branco-esverdeados, no campo sujo.; cerrado.","UEC171755","UEC171755","São Paulo","1990","Estação Ecológica de Santa Bárbara","Meira Neto, JAA",NA,"10","09","Águas de Santa Bárbara","-49.238899230957","-22.8805999755859",NA,NA,"18363","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-01 16:38:42-03","UNICAMP","UEC","25221","S","Plantae","Magnoliopsida",NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek",NA,"Carvalho, RM; Jussara, R","11600",NA,"Brazil",NA,"Herbácea - flor creme.","UEC171754","UEC171754","São Paulo","1980","Campininha","Lima, R","1985","10","16","Mogi das Cruzes","-46.1883010864258","-23.5228004455566",NA,NA,"28666","auto",NA,NA,"10","15",NA,NA,NA,NA,NA
"23","2021-03-01 16:38:42-03","UNICAMP","UEC","13301","S","Plantae","Magnoliopsida",NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek",NA,"Leitão Filho, HF; et al.","7363",NA,"Brazil",NA,"Herbáceo até 40 cm; flores creme-esbranquiçadas.; Em cerrado queimado.","UEC171751","UEC171751","São Paulo","1976","Fazenda Campininha, em reserva do Instituto de Botânica.","Lima, R","1985","02",NA,"Mogi Guaçu","-46.9421997070312","-22.372200012207",NA,NA,"39309","auto",NA,NA,"10","15",NA,NA,NA,NA,NA
"24","2021-03-16 17:54:47-03","UCS","HUCS","46711","PreservedSpecimen","Plantae","Angiospermae","Rosales","Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reiss.",NA,"Gonzatti, F.","2882",NA,"Brasil",NA,"erva ereta, campestre, flores alvas.; campo sujo e pouco alterado, campos entre as guaritas",NA,NA,"Paraná","2016","Parque Estadual de Vila Velha","Gonzatti, F.","2018","11","13","Ponta Grossa","-49.9575","-25.189167","-49.9575","-25.189167",NA,NA,NA,NA,"05","10","870","870",NA,NA,NA
"25","2021-03-16 17:54:47-03","UCS","HUCS","9412","PreservedSpecimen","Plantae","Angiospermae","Rosales","Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reiss.",NA,"Poliquesi, C.B.","64",NA,"Brasil",NA,"xilopodífera - flor alva - Herbário MBM; campo seco limpo",NA,NA,"Paraná","1991","arredores","Hatschbach, G.","1992","10","23","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-08-16 08:40:49-03","UTFPR","HCF","15221","S","Plantae",NA,NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek",NA,"M.G. Caxambu","5644",NA,"Brasil",NA,"erva ca. 0,40 m, heliófita, xilopodífera. Flores alvas.",NA,NA,"PR","2014","Sítio Sete Quedas","E. Barboza","2015","10","24","Tibagi","-50.253278","-24.581306","50°15'11,8 W","24°34'52,7 S",NA,NA,NA,NA,NA,NA,"1042","1042",NA,NA,NA
"27","2020-12-21 16:42:34-03","MBM","MBM","26394","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek",NA,"Hatschbach, G.","4265","Southern America","Brazil",NA,NA,"MBM026394","MBM026394","Paraná",NA,"Estrada para Laranjeiras do Sul","Hatschbach, G.",NA,NA,NA,"Guarapuava","-51.4580993652344","-25.395299911499",NA,NA,"53832","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:42:34-03","MBM","MBM","203864","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek",NA,"Santos, E.P.; et al.; et al.","225","Southern America","Brazil",NA,NA,"MBM203864","MBM203864","Paraná",NA,"Recanto dos Papagaios","Cervi, A.C.; Santos, E.P.",NA,NA,NA,"Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:42:34-03","MBM","MBM","134053","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek",NA,"Cervi, A.C.; Hatschbach, G.; Hatschbach, G.","2926","Southern America","Brazil",NA,NA,"MBM134053","MBM134053","Paraná",NA,"Parque Vila Velha","Hatschbach, G.",NA,NA,NA,"Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:42:34-03","MBM","MBM","246082","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek",NA,"Dombrowski, L.T.","6567","Southern America","Brazil",NA,NA,"MBM246082","MBM246082","Paraná",NA,"Próximo às Furnas","Dombrowski, L.T.",NA,NA,NA,"Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:42:34-03","MBM","MBM","246083","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek",NA,"Moreira, E.","302","Southern America","Brazil",NA,NA,"MBM246083","MBM246083","Paraná",NA,"Vila Velha","Hatschbach, G.",NA,NA,NA,"Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:42:34-03","MBM","MBM","40606","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek",NA,"Hatschbach, G.","35297","Southern America","Brazil",NA,NA,"MBM040606","MBM040606","Minas Gerais",NA,"Serra do Cipó","Hatschbach, G.",NA,NA,NA,"Santana do Riacho","-43.7144012451172","-19.1688995361328",NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:42:34-03","MBM","MBM","7055","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek",NA,"Hatschbach, G.; Lindeman, J.; Haas, H.; Lindeman, J.; Haas, H.","13010","Southern America","Brazil",NA,NA,"MBM007055","MBM007055","Paraná",NA,"Campo Mourão","Hatschbach, G.",NA,NA,NA,"Campo Mourão","-52.3830986022949","-24.0456008911133",NA,NA,"28572","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:42:34-03","MBM","MBM","263050","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek",NA,"Dombrowski, L.T.","9795","Southern America","Brazil",NA,NA,"MBM263050","MBM263050","Paraná",NA,"Jaguariaíva","Dombrowski, L.T.",NA,NA,NA,"Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:42:34-03","MBM","MBM","40610","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek",NA,"Hatschbach, G.","35549","Southern America","Brazil",NA,NA,"MBM040610","MBM040610","Paraná",NA,"Córrego da Anta","Hatschbach, G.",NA,NA,NA,"Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:42:34-03","MBM","MBM","266748","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek",NA,"Ribas, O.S.; Batista, J.A.N.; Silva, P.R.; Batista, J.A.N.; Silva, P.R.","3710","Southern America","Brazil",NA,NA,"MBM266748",NA,"Paraná",NA,"Rio dos Papagaios","Hatschbach, G.",NA,NA,NA,"Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:42:34-03","MBM","MBM","246076","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek",NA,"Dombrowski, L.T.","6320","Southern America","Brazil",NA,NA,"MBM246076","MBM246076","Paraná",NA,"Ponta Grossa","Dombrowski, L.T.",NA,NA,NA,"Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:42:34-03","MBM","MBM","71700","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek",NA,"Forero, E.","3780","Southern America","Brazil",NA,NA,"MBM071700","MBM071700","Paraná",NA,"Rodovia do Café","Hatschbach, G.",NA,NA,NA,"Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-21 16:42:34-03","MBM","MBM","26385","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek",NA,"Hatschbach, G.","8750","Southern America","Brazil",NA,NA,"MBM026385","MBM026385","Paraná",NA,"Vila Velha","Hatschbach, G.",NA,NA,NA,"Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:42:34-03","MBM","MBM","266749","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek",NA,"Silva, J.M.; Ribas, O.S.; Ribas, O.S.","3489","Southern America","Brazil",NA,NA,"MBM266749","MBM266749","Paraná",NA,"Rod. BR-277, Recanto dos Papagaios","Hatschbach, G.",NA,NA,NA,"Porto Amazonas","-49.8903007507324","-25.5447006225586",NA,NA,"14684","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:42:34-03","MBM","MBM","267195","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek",NA,"Gottsberg, I.","413-1411","Southern America","Brazil",NA,NA,"MBM267195","MBM267195","São Paulo",NA,"Botucatu","Gottsberg, I.",NA,NA,NA,"Botucatu","-48.439998626709","-22.8799991607666",NA,NA,"40412","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:42:34-03","MBM","MBM","18915","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek",NA,"Hatschbach, G.; Guimarães, O.; Guimarães, O.","24650","Southern America","Brazil",NA,NA,"MBM018915","MBM018915","Mato Grosso",NA,"Rod. BR-167","Lima, R.",NA,NA,NA,"Rio Brilhante",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:42:34-03","MBM","MBM","409170","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek",NA,"Caxambu, M.G.","5644",NA,"Brasil",NA,"Erva ca. 0,40 m, heliófita, xilopodífera. Flores alvas.; Relevo: ondulado. Vegetação:Savana (cerrado sensu strictu).","MBM409170","MBM409170","Paraná","2014","Sítio Sete Quedas","Barboza, E.","2015","10","24","Tibagi","-50.253278","-24.581306","-50.253278","-24.581306",NA,NA,NA,NA,NA,NA,"1042","1042",NA,NA,NA
"44","2020-12-21 16:42:34-03","MBM","MBM","429151","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek",NA,"Lozano, E.D.; Engels, M.E.; Engels, M.E.","1682","Southern America","Brazil",NA,"Herbácea, 25 cm, flores creme, barranco a beira da estrada, campo seco.; Campos Gerais.","MBM429151",NA,"Paraná","2013","Rio São João, estrada para o rio","Lozano, E.D.","2017","11","02","Carambeí","-50.124861","-24.899806","-50.124861","-24.899806",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:42:34-03","MBM","MBM","50246","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek",NA,"Irwin, H.S.; et al.; et al.","9478","Southern America","Brazil",NA,NA,"MBM050246","MBM050246","Goiás",NA,"Chapada dos Veadeiros","Kallunki, J.",NA,NA,NA,"Alto Paraíso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:42:34-03","MBM","MBM","67177","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek",NA,"Fiedler, L.","49","Southern America","Brazil",NA,NA,"MBM067177","MBM067177","Goiás",NA,"Estrada Cristalina - Brasília, km 62","Hatschbach, G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:42:34-03","MBM","MBM","246081","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek",NA,"Dombrowski, L.T.","12874","Southern America","Brazil",NA,NA,"MBM246081","MBM246081","Paraná",NA,"Chapada Santo Antônio","Dombrowski, L.T.",NA,NA,NA,"Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:42:34-03","MBM","MBM","26384","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek",NA,"Hatschbach, G.","1040","Southern America","Brazil",NA,NA,"MBM026384","MBM026384","Paraná",NA,"Engenheiro Bley","Smith, L.B.",NA,NA,NA,"Lapa","-49.7158012390137","-25.7696990966797",NA,NA,"49965","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-21 16:42:34-03","MBM","MBM","208763","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","polygaloides",NA,"Crumenaria polygaloides","Reissek",NA,"Ribas, O.S.; Luz, M.F. da; Luz, M.F. da","1569","Southern America","Brazil",NA,NA,"MBM208763","MBM208763","Paraná",NA,"Recanto dos Papagaios","Hatschbach, G.",NA,NA,NA,"Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
