"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","identifiedBy","maximumElevationInMeters","minimumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","02450234","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Amaryllidaceae","Crinum","erubescens","Crinum erubescens","Aiton",NA,"E. P. Killip","30638","1929","10","27","South America","Brazil","Pará",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2643244' target='other'> <mi>dwc_moreinfo</mi></a>","NY02450234","NY02450234_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","545580","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Amaryllidaceae","Crinum","erubescens","Crinum erubescens","Aiton",NA,"J. A. Steyermark","110989","1974","09","07","South America","Venezuela","Falcón","Silva","La Yegua jusatmente noroeste de La Soledad, entre la Soledada y Sanare","-68.35","10.87","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=418406' target='other'> <mi>dwc_moreinfo</mi></a>","NY00545580",NA,NA,NA,NA,"5","5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","02450233","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Amaryllidaceae","Crinum","erubescens","Crinum erubescens","Aiton",NA,"W. C. Steward","P13279","1971","05","23","South America","Brazil","Acre","Cruzeiro do Sul","Aldeota, Rio Jurua-Mirim.","-72.6699981689453","-7.63111019134521","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2643243' target='other'> <mi>dwc_moreinfo</mi></a>","NY02450233","NY02450233_01","123037","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2016-10-21 19:55:00-02","NY","NYBG","777727","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Amaryllidaceae","Crinum","salsum","Crinum salsum",NA,NA,"M. Borgo","640","2000","02","11","South America","Brazil","São Paulo","Iguape","Rio Suá-Mirim","-47.55","-24.7","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=83700' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777727","NY00777727_01",NA,NA,"M. Borgo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-01-06 11:41:49-03","UFPI-MRV","HDELTA","77","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Crinum","americanum","Crinum americanum","L.",NA,"Brito, A. S.","21","2010","02","26",NA,"Brasil","Piauí","Parnaíba","Lagoa Seca","-41.785808","-2.913972",NA,"Erva de 0,5 a 0,7m., flores brancas, inflorecência Racemosa <ll>dwc_commonname:</ll> Banana brava; lírio;","HDELTA000077",NA,NA,NA,NA,NA,NA,"2010","03","24","41°47'08,91''W","02°54'50,30''S",NA,NA,NA,NA
"16","2021-01-06 11:41:49-03","UFPI-MRV","HDELTA","79","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Crinum","americanum","Crinum americanum","L.",NA,"Costa, M. C. A.","45","2010","02","26",NA,"Brasil","Piauí","Parnaíba","Lagoa Seca","-41.785808","-2.913972",NA,"0,5 a 0,7m., 5 pétalas brancas a creme, gamopétala, um pistilo, 4 a 6 estames marrons. <ll>dwc_commonname:</ll> Banana brava; lírio;","HDELTA000079",NA,NA,NA,NA,NA,NA,NA,NA,NA,"41°47'08,91''W","02°54'50,30''S",NA,NA,NA,NA
"17","2021-01-06 11:41:49-03","UFPI-MRV","HDELTA","327","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Crinum","americanum","Crinum americanum","L.",NA,"Silva","42","2010","01","26",NA,"Brasil","Piauí","Ilha Grande","Lagoa seca","-41.833744","-2.822083",NA,"Sepalas brancas <ll>dwc_commonname:</ll> Lírio","HDELTA000327",NA,NA,NA,"Silva.",NA,NA,NA,NA,NA,"41°50'01,48''W","02°49'19,50''S",NA,NA,NA,NA
"18","2019-11-19 15:45:17-03","UNEB","HUNEB","12978","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Amaryllidaceae","Crinum","americanum","Crinum americanum","L.",NA,"Carvalho, I.M.O.","87","2010","06","28",NA,"Brasil","Bahia","Aramari","Represa do Rio Aramari","-38.4991989135742","-12.0817003250122",NA,NA,"HUNEB0012978",NA,"17170","auto",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA
"19","2021-03-30 12:51:14-03","EAO","IAN","193795","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Amaryllidaceae","Crinum","americanum","Crinum americanum","L.",NA,"Menezes, MPM; Cardoso, JCO; Silva, MJ da; Mehlig, U","283","2007","10","31","Southern America","Brasil","Amapá","Amapá","Sucuriju, lago Jaburu","-50.014889","1.691861",NA,"Flores brancas, estames vermelhos. Folhas com 86-110 cm, margem levemente serreada. Escapo com 72 cm#?# frutos imaturos","IAN193795",NA,NA,NA,"Menezes, MPM",NA,NA,"2008","03",NA,"-50.014889","1.691861",NA,NA,NA,NA
"20","2021-03-30 12:51:14-03","EAO","IAN","197194","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Amaryllidaceae","Crinum","americanum","Crinum americanum","L.",NA,"Corpes, RS","1","2018","03","19","Southern America","Brasil","Pará","Belém",NA,"-48.461472","-1.483139",NA,NA,"IAN197194",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-48.461472","-1.483139",NA,NA,NA,NA
"21","2021-03-30 12:51:14-03","EAO","IAN","198042","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Amaryllidaceae","Crinum","americanum","Crinum americanum","L.",NA,"Barra, IMM","1","2018","09","01","Southern America","Brasil","Pará","Belém","UFPA, solo arenoso.","-48.461472","-1.483139",NA,"Bulbo com bases foliares e flores brancas.","IAN198042",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-48.461472","-1.483139",NA,NA,NA,NA
"22","2021-03-30 12:51:14-03","EAO","IAN","198045","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Amaryllidaceae","Crinum","americanum","Crinum americanum","L.",NA,"Barra, IMM","4","2018","09","01","Southern America","Brasil","Pará","Belém","UFPA. Solo arenoso.","-48.4545","-1.474639",NA,"Bases foliares e flores brancas com leve rosado.","IAN198045",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-48.4545","-1.474639",NA,NA,NA,NA
"23","2021-03-30 12:51:14-03","EAO","IAN","37823","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Amaryllidaceae","Crinum","americanum","Crinum americanum","L.",NA,"Black, GA; Foster","3332","1948","10","29","Southern America","Brasil","Pará",NA,"Beira do Rio Irituia. Varzea",NA,NA,NA,"Perene, aquatico; fruto 3 (ou mesnos) carpelos.","IAN037823","IAN037823 IAN037823_e",NA,NA,"Dutilh, J",NA,NA,"2002","06","18",NA,NA,NA,NA,NA,NA
"24","2021-03-30 12:51:14-03","EAO","IAN","54296","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Amaryllidaceae","Crinum","americanum","Crinum americanum","L.",NA,"Black, GA; Engelhard, F","8980","1950","02","22","Southern America","Brasil","Pará",NA,"Ilha do Marajó, campo medio, inundado ou pouco inundado de Paspalum.",NA,NA,NA,"Erva bulbosa, flôr branca.","IAN054296",NA,NA,NA,"Dutilh, J",NA,NA,"2002","06","18",NA,NA,NA,NA,NA,NA
"25","2021-03-30 12:51:14-03","EAO","IAN","55676","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Amaryllidaceae","Crinum","americanum","Crinum americanum","L.",NA,"Black, GA","8980","1950","02","22","Southern America","Brasil","Pará",NA,"Ilha do Marajó, campo medio, inundado ou pouco inundado de paspalum.",NA,NA,NA,"Erva bulhosa, flôr branca.","IAN055676",NA,NA,NA,"Dutilh, J",NA,NA,"2002","06","18",NA,NA,NA,NA,NA,NA
"26","2021-03-30 12:51:14-03","EAO","IAN","199795","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Amaryllidaceae","Crinum","americanum","Crinum americanum","L.",NA,"Mikosz, TR; Cordeiro, MR","153","2019","11","13","Southern America","Brasil","Pará","Belém","Coletada na estrada velha da UFRA.","-48.5043983459473","-1.4558299779892",NA,"Com botões florais.","IAN199795",NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-30 12:51:14-03","EAO","IAN","193664","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Amaryllidaceae","Crinum","americanum","Crinum americanum","L.",NA,"Araújo, SF","02","2013","07","08","Southern America","Brasil","Pará","Belém","Guamá, Campus da Universidade Federal do Pará.","-48.5043983459473","-1.4558299779892",NA,"Espécie perene que brota a partir de um bulbo e cresce até 3m de altura. Flor branca, pedúnculo verde com 50cm de comprimento; folha de 50cm.","IAN193664",NA,"48462","auto","Nascimento, EAP",NA,NA,"2015","03",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-30 12:51:14-03","EAO","IAN","133061","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Amaryllidaceae","Crinum","americanum","Crinum americanum","L.",NA,"Oliveira, E","4961","1969","09","20","Southern America","Brasil","Pará","Soure","Ilha do Marajó, R. Paracauari, mun. de soure, várzea, em frente a resid. Faz. S. Lourenço.","-48.5233001708984","-0.716666996479034",NA,"Arbustinho; flor branca, frutos.","IAN133061",NA,"69952","auto","Dutilh, J",NA,NA,"2002","06","18",NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:51:14-03","EAO","IAN","54206","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Amaryllidaceae","Crinum","americanum","Crinum americanum","L.",NA,"Black, GA; Camargo, F","8881","1950","01","31","Southern America","Brasil","Pará","Soure","Soure; Fazenda Bom jardim; beira do Rio.","-48.5233001708984","-0.716666996479034",NA,"Planta com bulbo; flôr branca.","IAN054206",NA,"69952","auto","Dutilh, J",NA,NA,"2002","06","18",NA,NA,NA,NA,NA,NA
"30","2019-12-04 15:26:23-03","PUCPR","HUCP","21557","S","Plantae","Monocotiledonea",NA,"Amaryllidaceae","Crinum","salsum","Crinum salsum","Ravenna.",NA,"Kersten, RA","1455","2010","07","09",NA,"Brasil","Paraná","Morretes","Rio Inhundiaquara","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"30514","auto","Kersten, RA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-02-08 08:45:37-03","NBC","NL-BOTANY","L.1454370","PreservedSpecimen","Plantae",NA,"Asparagales","Amaryllidaceae","Crinum","americanum","Crinum americanum","L.",NA,"Vincent D",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Minas Geróes.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1454370 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1454370","NL-L1454370",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"32","2020-02-08 08:45:37-03","NBC","NL-BOTANY","L.1454194","PreservedSpecimen","Plantae",NA,"Asparagales","Amaryllidaceae","Crinum","commelyni","Crinum commelyni","Jacq.",NA,"Hatschbach GG",NA,"1968","12","20","Southern America","Brazil",NA,NA,"Paraná (Brasil), Mun Guaratuba. Rio Sa.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1454194 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1454194","NL-L1454194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"33","2020-02-08 08:45:37-03","NBC","NL-BOTANY","L.1454198","PreservedSpecimen","Plantae",NA,"Asparagales","Amaryllidaceae","Crinum","erubescens","Crinum erubescens","Sol.",NA,"Splitgerber FL",NA,"1837","11","01","Southern America","Surinam",NA,NA,"Datis Suriname. Prope Paramaribo vul garis.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1454198 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1454198","NL-L1454198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"34","2020-02-08 08:45:37-03","NBC","NL-BOTANY","L.1454199","PreservedSpecimen","Plantae",NA,"Asparagales","Amaryllidaceae","Crinum","erubescens","Crinum erubescens","Sol.",NA,"Unknown",NA,"1835","01","01","Southern America","Surinam",NA,NA,"Surninames.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1454199 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1454199","NL-L1454199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"35","2020-02-08 08:45:37-03","NBC","NL-BOTANY","L.3715543","PreservedSpecimen","Plantae",NA,"Asparagales","Amaryllidaceae","Crinum","erubescens","Crinum erubescens","Sol.",NA,"Unknown",NA,NA,NA,NA,"Southern America","Surinam",NA,NA,"Zendung W.J.T. No XIII.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3715543 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3715543","NL-L3715543",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"36","2020-02-08 08:45:37-03","NBC","NL-BOTANY","U.1065445","PreservedSpecimen","Plantae",NA,"Asparagales","Amaryllidaceae","Crinum","erubescens","Crinum erubescens","Sol.",NA,"Jonker-Verhoef AME; Jonker FP",NA,"1956","02","07","Southern America","Surinam","Coronie",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1065445 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1065445","NL-U1065445",NA,NA,"DeFilipps RA",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0072364",NA,NA
"37","2020-02-08 08:45:37-03","NBC","NL-BOTANY","U.1065446","PreservedSpecimen","Plantae",NA,"Asparagales","Amaryllidaceae","Crinum","erubescens","Crinum erubescens","Sol.",NA,"Jonker-Verhoef AME; Jonker FP",NA,"1956","02","07","Southern America","Surinam","Coronie",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1065446 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1065446","NL-U1065446",NA,NA,"DeFilipps RA",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0072363",NA,NA
"38","2020-02-08 08:45:37-03","NBC","NL-BOTANY","U.1065447","PreservedSpecimen","Plantae",NA,"Asparagales","Amaryllidaceae","Crinum","erubescens","Crinum erubescens","Sol.",NA,"Persaud R",NA,"1975","07","08","Southern America","Guyana",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1065447 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1065447","NL-U1065447",NA,NA,"DeFilipps RA",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0072379",NA,NA
"39","2020-02-08 08:45:37-03","NBC","NL-BOTANY","U.1065448","PreservedSpecimen","Plantae",NA,"Asparagales","Amaryllidaceae","Crinum","erubescens","Crinum erubescens","Sol.",NA,"Maas PJM; Mennega EA; Welle BJH ter; Groen HJ",NA,"1981","10","05","Southern America","Guyana",NA,NA,NA,"-57.716667","6",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1065448 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1065448","NL-U1065448",NA,NA,"DeFilipps RA",NA,NA,NA,NA,NA,"-57.716667","6.0","Magnoliopsidae","U 0072374",NA,NA
"40","2020-02-08 08:45:37-03","NBC","NL-BOTANY","U.1065449","PreservedSpecimen","Plantae",NA,"Asparagales","Amaryllidaceae","Crinum","erubescens","Crinum erubescens","Sol.",NA,"Maas PJM; Mennega EA; Welle BJH ter; Groen HJ",NA,"1981","10","05","Southern America","Guyana",NA,NA,NA,"-57.716667","6",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1065449 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1065449","NL-U1065449",NA,NA,"DeFilipps RA",NA,NA,NA,NA,NA,"-57.716667","6.0","Magnoliopsidae","U 0072373",NA,NA
"41","2020-02-08 08:45:37-03","NBC","NL-BOTANY","U.1065450","PreservedSpecimen","Plantae",NA,"Asparagales","Amaryllidaceae","Crinum","erubescens","Crinum erubescens","Sol.",NA,"Oldenburger FHF; Norde R; Schulz JP",NA,"1969","01","04","Southern America","Surinam",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1065450 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1065450","NL-U1065450",NA,NA,"DeFilipps RA",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0072370",NA,NA
"42","2020-02-08 08:45:37-03","NBC","NL-BOTANY","U.1065451","PreservedSpecimen","Plantae",NA,"Asparagales","Amaryllidaceae","Crinum","erubescens","Crinum erubescens","Sol.",NA,"Andel TR van; Rebeiro O; Smedema S; Groenewegen S",NA,"1997","09","03","Southern America","Guyana","North West District",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1065451 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1065451","NL-U1065451",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0065105",NA,NA
"43","2020-02-08 08:45:37-03","NBC","NL-BOTANY","U.1065452","PreservedSpecimen","Plantae",NA,"Asparagales","Amaryllidaceae","Crinum","erubescens","Crinum erubescens","Sol.",NA,"Andel TR van; Rebeiro O; Smedema S; Groenewegen S",NA,"1997","09","03","Southern America","Guyana","North West District",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1065452 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1065452","NL-U1065452",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0065104",NA,NA
"44","2020-02-08 08:45:37-03","NBC","NL-BOTANY","U.1065453","PreservedSpecimen","Plantae",NA,"Asparagales","Amaryllidaceae","Crinum","erubescens","Crinum erubescens","Sol.",NA,"Henkel TW; Chin M",NA,"1992","12","07","Southern America","Guyana",NA,NA,"Plants of the Guianas. Region: U. Demerara-Berbice. Lower 3 km of Macouria River, N and S bank.","-58.566667","6.416667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1065453 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1065453","NL-U1065453",NA,NA,NA,NA,NA,NA,NA,NA,"-58.566667","6.416667","Magnoliopsidae","U 0125830",NA,NA
"45","2020-02-08 08:45:37-03","NBC","NL-BOTANY","U.1065454","PreservedSpecimen","Plantae",NA,"Asparagales","Amaryllidaceae","Crinum","erubescens","Crinum erubescens","Sol.",NA,"Henkel TW; Chin M",NA,"1992","12","07","Southern America","Guyana",NA,NA,"Plants of the Guianas. Region: U. Demerara-Berbice. Lower 3 km of Macouria River, N and S bank.","-58.566667","6.416667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1065454 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1065454","NL-U1065454",NA,NA,NA,NA,NA,NA,NA,NA,"-58.566667","6.416667","Magnoliopsidae","U 0125829",NA,NA
"46","2020-02-08 08:45:37-03","NBC","NL-BOTANY","U.1065455","PreservedSpecimen","Plantae",NA,"Asparagales","Amaryllidaceae","Crinum","erubescens","Crinum erubescens","Sol.",NA,"Maas PJM; et al.",NA,"1971","05","23","Southern America","Brazil",NA,NA,"Plants of Brazilian Amazonia, Estado do Acre, Cruzeiro do Sul, Rio Jurua & Rio Moa, Aldeota, Rio Jurua-Mirim, River bank.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1065455 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1065455","NL-U1065455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"47","2020-02-08 08:45:37-03","NBC","NL-BOTANY","U.1065463","PreservedSpecimen","Plantae",NA,"Asparagales","Amaryllidaceae","Crinum","erubescens","Crinum erubescens","Sol.",NA,"Rutten-Pekelharing CJ",NA,"1930","07","01","Southern America","Venezuela",NA,NA,"La Ceita, oerbosch 10 M.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1065463 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1065463","NL-U1065463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
