"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","county","decimalLongitude","decimalLatitude","imagecode","infraspecificEpithet","typeStatus","minimumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","maximumElevationInMeters","fieldNumber","individualCount"
"13","2021-02-18 09:29:48-03","UNESP-IBB","BOTU","24393","PreservedSpecimen","Plantae","Fabaceae","Poecilanthe","parviflora","Poecilanthe parviflora","Ferreira, J.A.","30719","2001","03","13",NA,"Brasil","Paraná",NA,NA,NA,"Árvore de 3m de altura, fruto verde, beira do rio Tangará","BOTU024393",NA,NA,"Benth.","Dias, M.C.","Leópolis",NA,NA,NA,NA,NA,NA,"2001",NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA
"14","2020-11-24 17:10:43-03","UTFPR","DVPR","1674","PreservedSpecimen","Plantae","Fabaceae","Poecilanthe","parviflora","Poecilanthe parviflora","Cleonir","s.n.","2013","02","18",NA,"Brasil","Paraná",NA,NA,NA,"Árvore, frutos.","DVPR001674","Magnoliophyta",NA,"Benth.","Estevan, DA",NA,NA,NA,"DVPR001674",NA,NA,NA,"2014","11","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-11-24 17:10:43-03","UTFPR","DVPR","875","PreservedSpecimen","Plantae","Fabaceae","Poecilanthe","parviflora","Poecilanthe parviflora","Estevan, DA; et al.","1301","2007","03","09",NA,"Brasil","Paraná",NA,NA,NA,"Árvore 4,5m, frutos imaturos verdes.","DVPR000875","Magnoliophyta",NA,"Benth.","Estevan, DA","Bela Vista do Paraíso","-51.190601348877","-22.9967002868652","DVPR000875",NA,NA,NA,"2007",NA,NA,NA,NA,"15605","auto",NA,NA,NA,NA,NA
"16","2020-11-24 17:10:43-03","UTFPR","DVPR","2921","PreservedSpecimen","Plantae","Fabaceae","Poecilanthe","parviflora","Poecilanthe parviflora","Chagas-Silva, F; et al.","1482","1991","12","21",NA,"Brasil","Paraná","Fazenda Doralice",NA,NA,"Árvore 3m, frutos imaturos de cor verde, pouco frequente.","DVPR002921","Magnoliophyta",NA,"Benth.","Chagas-Silva, F","Ibiporã","-51.0480995178223","-23.2691993713379",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20625","auto",NA,NA,NA,NA,NA
"17","2020-11-24 17:10:43-03","UTFPR","DVPR","871","PreservedSpecimen","Plantae","Fabaceae","Poecilanthe","parviflora","Poecilanthe parviflora","Ferreira, GM; et al.","141","2008","11","24",NA,"Brasil","Paraná","Parque Estadual de Ibiporã",NA,NA,"Árvore 10m , flores.","DVPR000871","Magnoliophyta",NA,"Benth.","Estevan, DA","Ibiporã","-51.0480995178223","-23.2691993713379","DVPR000871",NA,NA,NA,"2009",NA,NA,NA,NA,"20625","auto",NA,NA,NA,NA,NA
"18","2020-11-24 17:10:43-03","UTFPR","DVPR","2928","PreservedSpecimen","Plantae","Fabaceae","Poecilanthe","parviflora","Poecilanthe parviflora","Souza, LRM; Francisco, EM","s.n.","1997","12","12",NA,"Brasil","Paraná","Fazenda São José. Estrada de terra para Rancho Alegre",NA,NA,"Árvore 5m, frutos imaturos verdes.","DVPR002928","Magnoliophyta",NA,"Benth.","Miiler, C","Jataizinho","-50.9799995422363","-23.2541999816895",NA,NA,NA,NA,"1998","07","07",NA,NA,"16845","auto",NA,NA,NA,NA,NA
"19","2021-04-08 17:41:57-03","EAO","IAN","3253","PreservedSpecimen","Plantae","Leguminosae-Pap.","Poecilanthe","parviflora","Poecilanthe parviflora","Hassler, E","11438",NA,NA,NA,NA,"Paraguai",NA,NA,NA,NA,NA,"IAN003253","Dicotiledônea",NA,"Benth.",NA,NA,NA,NA,"IAN003253_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-26 18:08:23-03","CPAN-UFMS","COR","10438","PreservedSpecimen","Plantae","Fabaceae","Poecilanthe","parviflora","Poecilanthe parviflora","Silva, J.M.; Soares, A.; Maschio, W.","2944","1999","04","15",NA,"Brasil","Paraná","Rio Iguaçu, Usina Eletrica de Salto Caxias. Margem do rio; ;.",NA,NA,"Com fruto:amarelados",NA,NA,NA,"Benth.","O. S. Ribas & J. Cordeiro","Capitão Leônidas Marques","-53.614200592041","-25.4792003631592",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14258","auto",NA,NA,NA,NA,NA
"21","2020-02-08 09:14:18-03","NBC","NL-BOTANY","L.1063947","PreservedSpecimen","Plantae","Leguminosae-Pap.","Poecilanthe","parviflora","Poecilanthe parviflora","Bundesforsch. Forst- u. Holzwirtsch.; Reinbek (Hamburg)",NA,NA,NA,NA,"Southern America","Uruguay",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1063947 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1063947",NA,"Fabales","Benth.",NA,NA,NA,NA,"NL-L1063947",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0055022 | Uw 23075",NA,NA,NA
"22","2020-02-08 09:14:18-03","NBC","NL-BOTANY","U 0055023","PreservedSpecimen","Plantae","Leguminosae-Pap.","Poecilanthe","parviflora","Poecilanthe parviflora","Bundesforsch. Forst- u. Holzwirtsch.; Reinbek (Hamburg)",NA,NA,NA,NA,"Southern America","Uruguay",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200055023 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0055023",NA,"Fabales","Benth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw 23075",NA,NA,NA
"23","2020-02-08 09:14:18-03","NBC","NL-BOTANY","U 0278580","PreservedSpecimen","Plantae","Leguminosae-Pap.","Poecilanthe","parviflora","Poecilanthe parviflora","Forest Department Piracaciba",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200278580 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0278580",NA,"Fabales","Benth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw27573",NA,NA,NA
"24","2020-02-08 09:14:18-03","NBC","NL-BOTANY","WAG0367853","PreservedSpecimen","Plantae","Leguminosae-Pap.","Poecilanthe","parviflora","Poecilanthe parviflora","Unknown",NA,NA,NA,NA,"Southern America","Uruguay",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG0367853 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG0367853",NA,"Fabales","Benth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"25","2020-02-08 09:14:18-03","NBC","NL-BOTANY","WAG.1039581","PreservedSpecimen","Plantae","Leguminosae-Pap.","Poecilanthe","parviflora","Poecilanthe parviflora","Hatschbach GG",NA,"1969","05","16","Southern America","Brazil",NA,"Rio Ivai, Barra Rio Claro (mun. Terra Boa) Parana.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1039581 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1039581",NA,"Fabales","Benth.",NA,NA,NA,NA,"NL-WAG1039581",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"26","2020-11-04 11:10:19-03","ESALQ","ESA","14817","PreservedSpecimen","Plantae","Fabaceae","Poecilanthe","parviflora","Poecilanthe parviflora","Souza, V.C. ; Sakuragui, C.M.","55.0","1993","12","19",NA,"Brasil","São Paulo",NA,NA,NA,NA,"ESA014817","Magnoliophyta",NA,NA,NA,"Piracicaba","-47.6399993896484","-22.7199993133545","ESA014817",NA,NA,NA,NA,NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA
"27","2020-11-04 11:10:19-03","ESALQ","ESA","8230","PreservedSpecimen","Plantae","Fabaceae","Poecilanthe","parviflora","Poecilanthe parviflora","Souza, V.C.","2108.0","1992","11","27",NA,"Brasil","São Paulo",NA,NA,NA,NA,"ESA008230","Magnoliophyta",NA,"Benth.","Azevedo-Tozzi, A.M.G.","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA
"28","2020-11-04 11:10:19-03","ESALQ","ESA","72274","PreservedSpecimen","Plantae","Fabaceae","Poecilanthe","parviflora","Poecilanthe parviflora","Tsuji, R.","17.0","2001","05","01",NA,"Brasil","São Paulo",NA,NA,NA,NA,"ESA072274","Magnoliophyta",NA,"Benth.",NA,"Piracicaba","-47.6399993896484","-22.7199993133545","ESA072274",NA,NA,NA,"2001","05","17",NA,NA,"44778","auto",NA,NA,NA,NA,NA
"29","2020-11-04 11:10:19-03","ESALQ","ESA","4293","PreservedSpecimen","Plantae","Fabaceae","Poecilanthe","parviflora","Poecilanthe parviflora","Catharino, E.L.M.","2.0","1983","11","27",NA,"Brasil","São Paulo",NA,NA,NA,NA,"ESA004293","Magnoliophyta",NA,"Benth.",NA,"Piracicaba","-47.6399993896484","-22.7199993133545","ESA004293",NA,NA,NA,NA,NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA
"30","2020-11-04 11:10:19-03","ESALQ","ESA","10289","PreservedSpecimen","Plantae","Fabaceae","Poecilanthe","parviflora","Poecilanthe parviflora","Fernandes, G.D.","125.0","1993","03","19",NA,"Brasil","São Paulo",NA,NA,NA,NA,"ESA010289","Magnoliophyta",NA,NA,NA,"Piracicaba","-47.6399993896484","-22.7199993133545","ESA010289",NA,NA,NA,NA,NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA
"31","2020-11-04 11:10:19-03","ESALQ","ESA","64127","PreservedSpecimen","Plantae","Fabaceae","Poecilanthe","parviflora","Poecilanthe parviflora","Souza, J.P.","2286.0","1998","03","01",NA,"Brasil","São Paulo","Haras Vanguarda. Módulo 2",NA,NA,"Árvore, frutos castanho-claros","ESA064127","Magnoliophyta",NA,"Benth.",NA,"Monte Mor","-47.310001373291","-22.9400005340576","ESA064127",NA,NA,NA,NA,NA,NA,NA,NA,"12206","auto",NA,NA,NA,NA,NA
"32","2020-11-04 11:10:19-03","ESALQ","ESA","7581","PreservedSpecimen","Plantae","Fabaceae","Poecilanthe","parviflora","Poecilanthe parviflora","Zandoval, J.A.",NA,"1984","12","23",NA,"Brasil","São Paulo",NA,NA,NA,NA,"ESA007581","Magnoliophyta",NA,"Benth.",NA,"Piracicaba","-47.6399993896484","-22.7199993133545","ESA007581",NA,NA,NA,NA,NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA
"33","2020-11-04 11:10:19-03","ESALQ","ESA","69722","PreservedSpecimen","Plantae","Fabaceae","Poecilanthe","parviflora","Poecilanthe parviflora","Silva, J.M.","2944.0","1999","04","15",NA,"Brasil","Paraná",NA,NA,NA,NA,"ESA069722","Magnoliophyta",NA,"Benth.",NA,"Capitão Leônidas Marques","-53.614200592041","-25.4792003631592","ESA069722",NA,NA,NA,"2000","01","01",NA,NA,"14258","auto",NA,NA,NA,NA,NA
"34","2020-11-04 11:10:19-03","ESALQ","ESA","80853","PreservedSpecimen","Plantae","Fabaceae","Poecilanthe","parviflora","Poecilanthe parviflora","Alves, J.",NA,"1998","04","02",NA,"Brasil","Paraná",NA,NA,NA,NA,"ESA080853","Magnoliophyta",NA,"Benth.",NA,"Cornélio Procópio","-50.6467018127441","-23.1811008453369","ESA080853",NA,NA,NA,NA,NA,NA,NA,NA,"23842","auto",NA,NA,NA,NA,NA
"35","2020-11-04 11:10:19-03","ESALQ","ESA","88725","PreservedSpecimen","Plantae","Fabaceae","Poecilanthe","parviflora","Poecilanthe parviflora","Maschio, W.","264.0","1999","02","03",NA,"Brasil","Paraná",NA,NA,NA,NA,"ESA088725","Magnoliophyta",NA,NA,"Lewis, G.P.","Cruzeiro do Iguaçu","-53.127799987793","-25.6156005859375","ESA088725",NA,NA,NA,"2009",NA,NA,NA,NA,"12520","auto",NA,NA,NA,NA,NA
"36","2020-11-04 11:10:19-03","ESALQ","ESA","10290","PreservedSpecimen","Plantae","Fabaceae","Poecilanthe","parviflora","Poecilanthe parviflora","Fernandes, G.D.","129.0","1993","03","19",NA,"Brasil","São Paulo",NA,NA,NA,NA,"ESA010290","Magnoliophyta",NA,NA,NA,"Piracicaba","-47.6399993896484","-22.7199993133545","ESA010290",NA,NA,NA,NA,NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA
"37","2020-11-04 11:10:19-03","ESALQ","ESA","10673","PreservedSpecimen","Plantae","Fabaceae","Poecilanthe","parviflora","Poecilanthe parviflora","Barreto, K.D.","166.0","1993","03","26",NA,"Brasil","São Paulo",NA,NA,NA,NA,"ESA010673","Magnoliophyta",NA,NA,NA,"Piracicaba","-47.6399993896484","-22.7199993133545","ESA010673",NA,NA,NA,NA,NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA
"38","2020-11-04 11:10:19-03","ESALQ","ESA","4292","PreservedSpecimen","Plantae","Fabaceae","Poecilanthe","parviflora","Poecilanthe parviflora","Catharino, E.L.M.","987.0","1986","10","28",NA,"Brasil","São Paulo",NA,NA,NA,NA,"ESA004292","Magnoliophyta",NA,"Benth.",NA,"Piracicaba","-47.6399993896484","-22.7199993133545","ESA004292",NA,NA,NA,NA,NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA
"39","2020-11-04 11:10:19-03","ESALQ","ESA","16824","PreservedSpecimen","Plantae","Fabaceae","Poecilanthe","parviflora","Poecilanthe parviflora","Nogueira, J.A.","2.0","1994","11","17",NA,"Brasil","São Paulo",NA,NA,NA,NA,"ESA016824","Magnoliophyta",NA,"Benth.",NA,"Piracicaba","-47.6399993896484","-22.7199993133545","ESA016824",NA,NA,NA,NA,NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA
"40","2021-03-22 17:45:45-03","UFPI","TEPB","6137","PreservedSpecimen","Plantae","Fabaceae","Poecilanthe","parviflora","Poecilanthe parviflora","L. EMPERAIRE",NA,"1984","12","30",NA,"Brasil","Bahia","Toca das Mãos",NA,NA,"Ambiente: Caatinga <ll>dwc_commonname:</ll> Coração de negro",NA,NA,NA,"Benth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-19 10:23:50-03","CPAP","CPAP","10130","PreserverdSpecimen","Plantae","Fabaceae","Poecilanthe","parviflora","Poecilanthe parviflora","Cervi, A. C.","3405","1991","10","15",NA,"Brasil","PR","Cataratas do Iguaçu",NA,NA,"Árvore de10m de altura. FLOR: alvas. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: . SUBSTRATO: . RELEVO: .",NA,NA,NA,"Benth.","A. C. Cervi","Foz do Iguaçu&nf;ag",NA,NA,NA,NA,NA,NA,"1991","10","15",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2015-07-02 14:02:01-03","JBP","HPL","4539","S","Plantae","Fabaceae-Faboideae","Poecilanthe","parviflora","Poecilanthe parviflora","H. Lorenzi","1501","1994","04","30",NA,"Brasil","SP","Coletado na empacotadora União.",NA,NA,NA,NA,NA,NA,"Benth.","H. Lorenzi","Sertãozinho","-47.99","-21.13",NA,NA,NA,NA,"1994","04","30",NA,NA,"19376","auto",NA,NA,NA,NA,NA
"43","2019-08-27 13:29:37-03","IAP","PACA-AGP","86567","PreservedSpecimen","Plantae","Fabaceae","Poecilanthe","parviflora","Poecilanthe parviflora","Sehnem, A.","17166,1","1981","01","04",NA,"Brasil","RS",NA,NA,NA,"Hábito: árvore","PACA086567","Magnoliophyta","Fagales","Benth.","A. Sehnem","Boa Vista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"44","2019-08-27 13:29:37-03","IAP","PACA-AGP","57888","PreservedSpecimen","Plantae","Fabaceae","Poecilanthe","parviflora","Poecilanthe parviflora","Pivetta","1054","1954","01","09",NA,"Brasil","RS","Dr. Pestana",NA,NA,"Habitat: in silva Fenofase: flor","PACA057888","Magnoliophyta","Fagales","Benth.","Emrich-Rambo","Ijuí","-53.9146995544434","-28.3878002166748",NA,NA,NA,NA,"1957","05","12",NA,NA,"36807","auto","Magnoliatae",NA,NA,NA,NA
"45","2019-08-27 13:29:37-03","IAP","PACA-AGP","86566","PreservedSpecimen","Plantae","Fabaceae","Poecilanthe","parviflora","Poecilanthe parviflora","Sehnem, A.","8159","1963","01","25",NA,"Brasil","RS","Itapoã",NA,NA,"Habitat: arbor in silva","PACA086566","Magnoliophyta","Fagales","Benth.","A. Sehnem","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,"10",NA,NA,NA,NA,NA,"29946","auto","Magnoliatae",NA,"10",NA,NA
"46","2019-08-27 13:29:37-03","IAP","PACA-AGP","39260","PreservedSpecimen","Plantae","Fabaceae","Poecilanthe","parviflora","Poecilanthe parviflora","Rambo, B.",NA,"1948","12","28",NA,"Brasil","RS","Morro do Sabiá",NA,NA,"Habitat: in silvula riparia Fenofase: flor nondum evoluto","PACA039260","Magnoliophyta","Fagales","Benth.","Emrich-Rambo","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"1954","08","16",NA,NA,"29946","auto","Magnoliatae",NA,NA,NA,NA
"47","2019-08-27 13:29:37-03","IAP","PACA-AGP","58630","PreservedSpecimen","Plantae","Fabaceae","Poecilanthe","parviflora","Poecilanthe parviflora","Camargo, O. R.","3","1956","01","14",NA,"Brasil","RS","Estação Exp. de Silvicultura",NA,NA,"Habitat: in silva Fenofase: estéril","PACA058630","Magnoliophyta","Fagales","Benth.","A.M.G.A. Tozzi","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"1993","05","25",NA,NA,"37819","auto","Magnoliatae",NA,NA,NA,NA
"48","2019-08-27 13:29:37-03","IAP","PACA-AGP","48045","PreservedSpecimen","Plantae","Fabaceae","Poecilanthe","parviflora","Poecilanthe parviflora","Sehnem, A.","3600","1949","02","11",NA,"Brasil","RS",NA,NA,NA,"Habitat: in pascuo solitaria Fenofase: flor deciso","PACA048045","Magnoliophyta","Fagales","Benth.","A.M.G.A. Tozzi","Cerro Largo","-54.7380981445312","-28.1485996246338",NA,NA,NA,NA,"1993","05","25",NA,NA,"13082","auto","Magnoliatae",NA,NA,NA,NA
"49","2019-08-27 13:29:37-03","IAP","PACA-AGP","1393","PreservedSpecimen","Plantae","Fabaceae","Poecilanthe","parviflora","Poecilanthe parviflora","Rambo, B.",NA,"1923","01",NA,NA,"Brasil","RS","Butterberg",NA,NA,"Habitat: in silva secundaria Fenofase: flor","PACA001393","Magnoliophyta","Fagales","Benth.","A.M.G.A. Tozzi","Montenegro","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"1993","05","25",NA,NA,"21601","auto","Magnoliatae",NA,NA,NA,NA
"50","2019-08-27 13:29:37-03","IAP","PACA-AGP","11010","PreservedSpecimen","Plantae","Fabaceae","Poecilanthe","parviflora","Poecilanthe parviflora","Rambo, B.",NA,"1943","01",NA,NA,"Brasil","RS","Tannenwald",NA,NA,"Habitat: in silva secundaria Fenofase: flor","PACA011010","Magnoliophyta","Fagales","Benth.","Emrich-Rambo","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"1954","08","16",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA
