"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","phylum","order","individualCount","continentOcean","preparationType","coordinatePrecision","geoFlag","typeStatus","relationshipType","relatedCatalogItem","class","fieldNumber","infraspecificEpithet","sex"
"29","2019-12-04 15:26:26-03","PUCPR","HUCP","3450","S","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata","Gaudich.","Silva, SM","1986","02","22","Souza, WS",NA,NA,NA,"Brasil","Paraná","Paranaguá","Ilha do Mel, Reserva Ecológica 1, próximo Morro da Baleia.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,NA,NA,"s.n.","Monocotiledonea",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA
"30","2019-12-04 15:26:26-03","PUCPR","HUCP","17390","S","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata","Gaudich.","Bonaldi, R",NA,NA,NA,"Bonaldi, R","2005","11","12","Brasil","Paraná","Paranaguá","Morro Inglês","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,NA,NA,"053","Monocotiledonea",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA
"31","2019-12-04 15:26:26-03","PUCPR","HUCP","19643","S","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata","Gaudich.",NA,NA,NA,NA,"Mascarenhas, G; Bianchi, J","2008","06","11","Brasil","Paraná","Piraquara",NA,"-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,NA,NA,"019","Monocotiledonea",NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA
"32","2019-12-04 15:26:26-03","PUCPR","HUCP","23249","S","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata","Gaudich.","Kersten, RA; Hekavey, C",NA,NA,NA,"Hekavey, C","2011","04","27","Brasil","Paraná","São José dos Pinhais","RPPN Nhandara Guaricana da Usina","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,NA,NA,"s.n.","Monocotiledonea",NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA
"33","2019-12-04 15:26:26-03","PUCPR","HUCP","24021","S","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata","Gaudich.",NA,NA,NA,NA,"Petean, M","2008","01","12","Brasil","Paraná","Antonina",NA,"-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,NA,NA,"s.n.","Monocotiledonea",NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA
"34","2019-12-04 15:26:26-03","PUCPR","HUCP","18688","S","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata","Gaudich.","Kersten, RA","2008",NA,NA,"Selusniaki, M","2006","03","15","Brasil","Paraná","Antonina","Pico Paraná","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,NA,NA,"1142","Monocotiledonea",NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA
"35","2019-12-04 15:26:26-03","PUCPR","HUCP","10807","S","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata","Gaudich.","Athayde, SF",NA,NA,NA,"Athayde, SF; Bufrem, AM","1993","04","15","Brasil","Paraná","Morretes","Serra do Mar, Morro do 7.","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,NA,NA,"013","Monocotiledonea",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"36","2019-12-04 15:26:26-03","PUCPR","HUCP","21664","S","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata","Gaudich.","Kersten, RA",NA,NA,NA,"Kersten, RA","2007","10","05","Brasil","Paraná","Piraquara",NA,"-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,NA,NA,"1241","Monocotiledonea",NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA
"37","2019-12-04 15:26:26-03","PUCPR","HUCP","23242","S","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata","Gaudich.","Hekavey, C",NA,NA,NA,"Hekavey, C","2011","12",NA,"Brasil","Paraná","São José dos Pinhais","RPPN Nhandara Guaricana da Usina","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,"HUCP00003468","HUCP00003468","086","Monocotiledonea",NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA
"38","2019-12-04 15:26:26-03","PUCPR","HUCP","4115","S","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata","Gaudich.","Jaszczerski, JC","1991","11",NA,NA,NA,NA,NA,"Brasil","Paraná","Antonina",NA,"-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,NA,NA,"s.n.","Monocotiledonea",NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA
"39","2019-12-04 15:26:26-03","PUCPR","HUCP","21639","S","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata","Gaudich.",NA,NA,NA,NA,"Keller, H","2008","11","02","Brasil","Paraná","Morretes","Parque Estadual Pico do Marumbi","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,NA,NA,"040","Monocotiledonea",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"40","2019-12-04 15:26:26-03","PUCPR","HUCP","24531","S","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata","Gaudich.","Lago, GB",NA,NA,NA,"Lago, GB","2015","10","03","Brasil","Paraná","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,NA,NA,"22","Monocotiledonea",NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"41","2020-11-04 11:03:57-03","ESALQ","ESA","123999","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata",NA,"Forster, W.","2013","04","12","Delfini, C. ; Rigon, J.","2013","03","28","Brasil","São Paulo","Tapiraí","Reserva Parcitular da Votorantim (CBA). Trilha Casa das Pedras. Floresta Umbrófila Densa.","-47.55991","-23.16529","-47.55991","-23.16529","39","39","Erva epífita, ca. 5m alt. do solo, flores amarelas, brácteas da inflorescência vermelhas.","ESA123999","ESA123999","869.0","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-11-04 11:03:57-03","ESALQ","ESA","124200","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata",NA,"Forster, W.","2013","04","12","Virillo, C.B. ; Caramez, R.B.","2013","03","29","Brasil","São Paulo","Tapiraí","Reserva particular da Votorantim (CBA). Trilha do Boa Tudo. Floresta Ombrófila Densa (Tapiraí), com áreas antigas de roça em alguns trechos","-47.382837","-24.035697","-47.382837","-24.035697","400","400","Inflorescência vermelha","ESA124200","ESA124200",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-11-04 11:03:57-03","ESALQ","ESA","83144","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata",NA,"Costa, A.",NA,NA,NA,"Matteo, B.C. et al.","1999","07","30","Brasil","São Paulo","São Luiz do Paraitinga",NA,NA,NA,NA,NA,NA,NA,NA,"ESA083144","ESA083144","480.0","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-11-04 11:03:57-03","ESALQ","ESA","124009","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata",NA,"Souza, V.C.","2013","04","01","Kuntz, J. ; Colletta, G.D.","2013","03","26","Brasil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). UHE da Barra, trilha da caixa d'água para vila de moradores. Floresta Ombrófila Densa.","-47.315667","-24.020965","-47.315667","-24.020965","508","508","Planta inteira, Epífita. Brácteas vermelhas frutos amarelos.","ESA124009",NA,"889.0","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-11-04 11:03:57-03","ESALQ","ESA","125308","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata",NA,"Forster, W.","2013","04","12","Delfini, C.","2013","03","28","Brasil","São Paulo","Juquiá","Reserva Parcitular da Votorantim (CBA). Trilha Casa das Pedras. Floresta Umbrófila Densa.","-47.55991","-24.16529","-47.55991","-24.16529",NA,NA,"Erva epífita, ca. 5m alt. do solo, flores amarelas, brácteas da inflorescência vermelhas.","ESA125308",NA,"869.0","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-11-04 11:03:57-03","ESALQ","ESA","124185","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata",NA,"Forster, W.","2013","04","12","Flores, T.B. ; Rodrigues, R.R.","2013","03","27","Brasil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). Trilha Dezembro - entre UHE Alecrim e UHE Porto Rosa. Floresta Ombrofila Densa na margem do rio Dezembro.","-47.45","-24.07","-47.45","-24.07",NA,NA,"Epífita, brácteas vermelhas.","ESA124185","ESA124185","1830.0","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-11-04 11:03:57-03","ESALQ","ESA","125369","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata",NA,"Forster, W.","2013","04","12","Kuntz, J.","2013","03","26","Brasil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). UHE da Barra, trilha da caixa d'água para vila de moradores.","-47.315667","-24.020965","-47.315667","-24.020965",NA,NA,"Planta inteira, Epífita. Brácteas vermelhas frutos amarelos.","ESA125369",NA,"889.0","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-11-04 11:03:57-03","ESALQ","ESA","83145","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata",NA,"Costa, A.",NA,NA,NA,"Matteo, B.C. et al.","1999","10","10","Brasil","São Paulo","São Luiz do Paraitinga",NA,NA,NA,NA,NA,NA,NA,NA,"ESA083145","ESA083145","513.0","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-11-04 11:03:57-03","ESALQ","ESA","125261","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata",NA,"Forster, W.","2013","04","12","Virillo, C.B.","2013","03","29","Brasil","São Paulo","Tapiraí","Reserva Particulrar da Votorantim (CBA). Trilha do Boa Tudo. Floresta Ombrófila Densa (Tapiraí), com áreas antigas de roça em alguns trechos","-47.382837","-24.035697","-47.382837","-24.035697",NA,NA,"Inflorescência vermelha.","ESA125261",NA,"101.0","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-11-04 11:03:57-03","ESALQ","ESA","84609","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata",NA,NA,NA,NA,NA,"Urbanetz, C.; Déstro, G.F.G.; Moreira-Coneglian, I.R.; Harder, I.C.F.; Muniz, M.R.A.; Paula-Souza, J.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.","2003","04","21","Brasil","São Paulo","Iporanga","BLOQUEADO","-48.5900001525879","-24.5799999237061",NA,NA,"550","550","Epífita, brácteas vermelhas","ESA084609","ESA084609","114.0","Magnoliophyta",NA,NA,NA,NA,"38740","auto",NA,NA,NA,NA,NA,NA,NA
"51","2020-11-04 11:03:57-03","ESALQ","ESA","79848","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","incurvata","Vriesea incurvata","Gaudich.","Fontoura, T.","2002","05","03","Gomes, S.M.; Antunes, R.M.; Gomes, P.B.; Nakakura, H.C.C.; Melo, M.S.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.","2002","04","20","Brasil","São Paulo","São Miguel Arcanjo","BLOQUEADO","-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"Epífita coletada a 1m de altura. Bráctea floral vermelha.","ESA079848","ESA079848","380.0","Magnoliophyta",NA,NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA,NA,NA
