"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","minimumElevationInMeters","maximumElevationInMeters","individualCount","fieldNumber","typeStatus"
"49","2020-08-31 08:58:52-03","INPA","INPA","69865","S","Plantae","Dicotyledon Asterids","Lamiales","Bignoniaceae","Pleonotoma","bracteata","Pleonotoma bracteata","A.H.Gentry","Silva, MF da","2240","1977","10","02","Southern America","Brasil","Pará","Itaituba","Parque Nacional da Amazônia, Estrada da Transamazônica, Uruá","-56.7","-4.3",NA,NA,"INPA0069865","INPA0069865 INPA0069865_e INPA0069865_nd","Gomes, BM","2012","07",NA,NA,NA,"-56.7","-4.3",NA,NA,NA,NA,NA,NA,NA
"50","2020-08-31 08:58:52-03","INPA","INPA","96942","S","Plantae","Dicotyledon Asterids","Lamiales","Bignoniaceae","Pleonotoma","bracteata","Pleonotoma bracteata","A.H.Gentry","Ferreira, CAC","2515","1980","09","14","Southern America","Brasil","Pará","Oriximiná","Estrada Oriximina-Óbidos, Km 12., Estrada Oriximiná - Óbidos e estrada do BEC Km 70 próximo ao Rio Cuminá - Mirim","-55.8661","-1.76556",NA,NA,"INPA0096942","INPA0096942 INPA0096942_e INPA0096942_e1","Gomes, BM","2006","06",NA,NA,NA,"-55.8661","-1.76556",NA,NA,NA,NA,NA,NA,NA
"51","2020-08-31 08:58:52-03","INPA","INPA","116915","S","Plantae","Dicotyledon Asterids","Lamiales","Bignoniaceae","Pleonotoma","bracteata","Pleonotoma bracteata","A.H.Gentry","Daly, DC","987","1981","10","28","Southern America","Brasil","Pará","Tucuruí","Approx. 18 km east of Tucuruí and Rio Tocantins, by BR-263. White sand campina and campina forest (campinarana). Campina.","-49.533333","-3.5",NA,NA,"INPA0116915","INPA0116915 INPA0116915_e","Gomes, BM","2012","07","06",NA,NA,"-49.533333","-3.5",NA,NA,NA,NA,NA,NA,NA
"52","2020-08-31 08:58:52-03","INPA","INPA","136484","S","Plantae","Dicotyledon Asterids","Lamiales","Bignoniaceae","Pleonotoma","bracteata","Pleonotoma bracteata","A.H.Gentry","Maciel, UN","58","1978","11","29","Southern America","Brasil","Pará","Santarém","Região do Tapajós, A 500m de Porto Novo, margem da estrada que vai p/ Belterra.","-54.978767","-2.624708",NA,NA,"INPA0136484","INPA0136484 INPA0136484_e INPA0136484_e1","Gomes, BM","2006","06",NA,NA,NA,"-54.978767","-2.624708",NA,NA,NA,NA,NA,NA,NA
"53","2021-01-10 20:44:32-03","INPA","INPA","154826","S","Plantae","Dicotyledon Asterids","Lamiales","Bignoniaceae","Pleonotoma","bracteata","Pleonotoma bracteata","A.H.Gentry","Knowles, OH","MRN1036","1987","06","03","Southern America","Brasil","Pará",NA,"Antigo Iate Clube, Antigo Iate Clube. Capoeira nova, solo argila-arenoso de terra firme.","-56.3","-1.4",NA,NA,"INPA0154826","INPA0154826 INPA0154826_e","Gomes, BM","2014","09","15",NA,NA,"-56.3","-1.4",NA,NA,NA,NA,NA,NA,NA
"54","2021-01-10 20:44:32-03","INPA","INPA","154758","S","Plantae","Dicotyledon Asterids","Lamiales","Bignoniaceae","Pleonotoma","bracteata","Pleonotoma bracteata","A.H.Gentry","Knowles, OH","MRN1094","1987","10","05","Southern America","Brasil","Pará",NA,"Linha 69 KVA, km 1, Linha 69 KVA, Km 1. Capoeira, solo de argila-arenoso de terra firme.","-56.3","-1.4",NA,NA,"INPA0154758","INPA0154758 INPA0154758_e","Gomes, BM","2014","09","15",NA,NA,"-56.3","-1.4",NA,NA,NA,NA,NA,NA,NA
"55","2021-02-04 10:26:42-03","UFRPE","HST","17313","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Pleonotoma","bracteata","Pleonotoma bracteata","A.H.Gentry","L.P.Félix; A.Fernandes, R.Barros","7406","1997","11","28",NA,"Brasil","Maranhão","Caxias",NA,"-43.3560981750488","-4.85889005661011",NA,"Trepadeira; flores alvas.","HST017313",NA,"A.M.Miranda","2014","11",NA,"72086","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-09-12 05:00:02-03","US","US","3042082","PreservedSpecimen","Plantae",NA,"Lamiales","Bignoniaceae","Pleonotoma","bracteata","Pleonotoma bracteata","A.H. Gentry","D. C. Daly, R. Callejas, M. G. Silva, E. L. Taylor & et al.","987","1981","10","28","South America - Neotropics","Brazil","Pará",NA,"Brazilian Amazonia. Approx. 18 east of Tucurui and Rio Tocantins, by BR 263.","-49.53","-3.5",NA,NA,"US03209103","US03209103_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"57","2021-03-15 18:26:07-03","USP","SPF","206383","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Pleonotoma","bracteata","Pleonotoma bracteata","A.H.Gentry","Leal, ES","279","2010","08","04",NA,"Brasil","Pará","Breu Branco","PA 263, Km 15, sentido Tucurui - Goianésia, 1,5 Km no ramal do Dique Dois, entrada a diretita, antes de atravessar o Dique.","-49.534699","-3.742623",NA,"Arbusto reptante, comum. Flores com corola branca.; Campinara","SPF00206383",NA,"Gomes, BM","2016","03",NA,NA,NA,"-49.534699","-3.742623",NA,NA,"77","77",NA,NA,NA
"58","2021-03-15 18:26:07-03","USP","SPF","222460","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Pleonotoma","bracteata","Pleonotoma bracteata","A.H.Gentry","Frazão, A","192","2015","09","17",NA,"Brasil","Pará","Belterra","Floresta Nacional do Tapajós, BR-163, estrada em direção ao alojamento da Embrapa.","-54.924808","-2.921366",NA,"Liana. Botões florais com cálice verde e corola amarelo-clara. Presença de formigas.; Beira de estrada. Solo argiloso com cascalhos.","SPF00222460",NA,"Gomes, BM","2016","09",NA,NA,NA,"-54.924808","-2.921366",NA,NA,"102","102",NA,NA,NA
"59","2021-03-15 18:26:07-03","USP","SPF","222461","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Pleonotoma","bracteata","Pleonotoma bracteata","A.H.Gentry","Frazão, A","185","2015","09","15",NA,"Brasil","Pará","Santarém","BR-163, Km 20, sentido Santarém para a Floresta Nacional do Tapajós.","-54.722677","-2.609235",NA,"Liana. Flores creme e face amarela. Ovário verde. Final de floração.; Beira de estrada. Solo argiloso-arenoso.","SPF00222461",NA,"Gomes, BM","2016","09",NA,NA,NA,"-54.722677","-2.609235",NA,NA,"133","133",NA,NA,NA
"60","2021-03-15 18:26:07-03","USP","SPF","222516","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Pleonotoma","bracteata","Pleonotoma bracteata","A.H.Gentry","Frazão, A","186","2015","09","16",NA,"Brasil","Pará","Belterra","Floresta Nacional do Tapajós, BR-163, Km 72, estrada para a comunidade de Maguari.","-55.028961","-2.827131",NA,"Liana. Botões florais esverdeados com ápice amarelo-claro. Flores com cálice verde e corola amarelo-claro. Estames alvos. Disco nectarífero verde-claro. Presença de formigas. Muito frequente.; Em borda de mata altamente iluminada. So","SPF00222516",NA,"Gomes, BM","2016","09",NA,NA,NA,"-55.028961","-2.827131",NA,NA,"22","22",NA,NA,NA
"61","2021-03-15 18:26:07-03","USP","SPF","222517","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Pleonotoma","bracteata","Pleonotoma bracteata","A.H.Gentry","Frazão, A","213","2015","09","23",NA,"Brasil","Pará","Óbidos","Rio Amazonas, lago Maria Tereza.","-55.592076","-1.876393",NA,"Liana. Flores com cálice verde-claro e corola creme.; Borda mais seca depois da vegetação de várzea. Solo arenoso com bastante serrapilheira.","SPF00222517",NA,"Gomes, BM","2016","09",NA,NA,NA,"-55.592076","-1.876393",NA,NA,"17","17",NA,NA,NA
"62","2021-03-15 18:26:07-03","USP","SPF","224932","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Pleonotoma","bracteata","Pleonotoma bracteata","A.H.Gentry","Francisco, JNC","101","2015","09","19",NA,"Brasil","Pará","Santarém","Beira da PA-370.","-54.563333","-2.663361",NA,"Liana. Flores com cálice verde e corola creme. Material foliar coletado em sílica gel.; Floresta de terra firme.","SPF00224932",NA,"Francisco, JNC","2016","04",NA,NA,NA,"-54.563333","-2.663361",NA,NA,"53","53",NA,NA,NA
"63","2021-03-15 18:26:07-03","USP","SPF","226501","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Pleonotoma","bracteata","Pleonotoma bracteata","A.H.Gentry","Gomes, BM","674","2015","05","23",NA,"Brasil","Pará","Santarém","Arredores de Alter do Chão.","-54.953111","-2.520417",NA,"Liana, prostrada, formando moita. Flores verde-amareladas, tubo avermelhado, lobos creme; filetes amarelados, conectivo apiculado, anteras amareladas; disco nectarífero amarelado com nuances arroxeadas, ovário verde.; Beira de estrad","SPF00226501",NA,"Gomes, BM","2015","05",NA,NA,NA,"-54.953111","-2.520417",NA,NA,"43","43",NA,NA,NA
"64","2017-07-25 13:56:36-03","F","FMNH-SEEDPLANTS","V0432388F","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Pleonotoma","bracteata","Pleonotoma bracteata",NA,"A. Ginzberger & H. Zerny","380","1927","7","20","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0432388F","V0432388F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-06-11 13:38:42-03","F","FMNH-SEEDPLANTS","V0445659F","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Pleonotoma","bracteata","Pleonotoma bracteata",NA,"A. P. Duarte","7035","1962","5","10","South America","Brazil","Pará",NA,NA,"-53","-4",NA,NA,"V0445659F","V0445659F_01 V0445659F_02","RRC ID Flag",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7035",NA
"66","2017-07-25 13:56:37-03","F","FMNH-SEEDPLANTS","V0432389F","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Pleonotoma","bracteata","Pleonotoma bracteata",NA,"B. W. Nelson","1114","1981","4","16","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0432389F","V0432389F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-02-23 13:22:01-03","MN","R-TIPOS","18617a","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Pleonotoma","bracteata","Pleonotoma bracteata","A.H. Gentry","Sampaio, A.J.","4909","1928","09","09",NA,"Brasil","Pará","Óbidos","Serra da Escama","-55.5181007385254","-1.91750001907349",NA,NA,"R000018617a","R000018617a_001","Gomes, B.M.","2006","06",NA,"479825","auto",NA,NA,NA,NA,NA,NA,NA,NA,"Isotypus"
"68","2021-02-23 13:22:01-03","MN","R-TIPOS","18617b","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Pleonotoma","bracteata","Pleonotoma bracteata","A.H. Gentry","Sampaio, A.J.","4909","1928","09","09",NA,"Brasil","Pará","Óbidos","Serra da Escama","-55.5181007385254","-1.91750001907349",NA,NA,"R000018617b","R000018617b_001","Gomes, B.M.","2006","06",NA,"479825","auto",NA,NA,NA,NA,NA,NA,NA,NA,"Isotypus"
"69","2021-02-23 13:22:01-03","MN","R-TIPOS","18617","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Pleonotoma","bracteata","Pleonotoma bracteata","A.H. Gentry","Sampaio, A.J.","4909","1928","09","09",NA,"Brasil","Pará","Óbidos","Serra da Escama","-55.5181007385254","-1.91750001907349",NA,NA,"R000018617","R000018617_001","Gomes, B.M.","2006","06",NA,"479825","auto",NA,NA,NA,NA,NA,NA,NA,NA,"Holotypus"
"70","2019-11-21 10:02:15-03","IBt","SP","110554","S","Plantae",NA,NA,"Bignoniaceae","Pleonotoma","bracteata","Pleonotoma bracteata","A.H.Gentry","Silva, M","1302","1968","01","30",NA,"Brasil","Pará","Santarém","Arredores da FAO","-54.7083015441895","-2.44305992126465",NA,NA,"SP059373","SP059373","Gomes, BM","2006","06",NA,"205258","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-11-21 10:02:15-03","IBt","SP","98542","S","Plantae",NA,NA,"Bignoniaceae","Pleonotoma","bracteata","Pleonotoma bracteata","A.H.Gentry","Duarte, AP","7035","1962","10","05",NA,"Brasil","Pará","Santarém","Centro de Treinamento da FAO","-54.7083015441895","-2.44305992126465",NA,NA,"SP059372","SP059372","Gomes, BM","2006","06",NA,"205258","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
