"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","class","relatedCatalogItem","infraspecificEpithet"
"27","2020-11-04 11:12:50-03","ESALQ","ESA","2469","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Eriotheca","candolleana","Eriotheca candolleana","(K.Schum.) A.Robyns",NA,"Viegas, A.P.",NA,NA,"Brasil","São Paulo",NA,NA,"ESA002469","ESA002469","Semir, J.","1943","05","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-04 11:12:50-03","ESALQ","ESA","76174","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Eriotheca","candolleana","Eriotheca candolleana","(K.Schum.) A.Robyns",NA,"Farah, F.T. et al.","1008.0",NA,"Brasil","Minas Gerais",NA,NA,"ESA076174","ESA076174","Duarte, M.C.","1999","08","12","Patrocínio",NA,"-46.9925003051758","-18.9438991546631",NA,NA,"44638","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-11-04 11:12:50-03","ESALQ","ESA","127289","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Eriotheca","candolleana","Eriotheca candolleana",NA,NA,"Santos, K. ; Belinello, R.","1082.0",NA,"Brasil","São Paulo",NA,NA,"ESA127289",NA,"Santos, K.","2000","04","11","Campinas",NA,"-47.060001373291","-22.8999996185303",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-22 17:44:52-03","UFPI","TEPB","6578","PreservedSpecimen","Plantae",NA,NA,"Bombacaceae","Eriotheca","candolleana","Eriotheca candolleana","(K.Schum.) A.Robyns",NA,"A. C. TRINDADE",NA,NA,"Brasil","Piauí",NA,"Ambiente: Caatinga <ll>dwc_commonname:</ll> Catuaba Branca",NA,NA,NA,"1993","05","30","Monsenhor Gil",NA,"-42.6077995300293","-5.56416988372803",NA,NA,"20710","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-22 17:44:52-03","UFPI","TEPB","9579","PreservedSpecimen","Plantae",NA,NA,"Bombacaceae","Eriotheca","candolleana","Eriotheca candolleana","(K. Schum.) A. Robyns",NA,"LUCI RIBEIRO",NA,NA,"Brasil","Piauí",NA,"<ll>dwc_commonname:</ll> Catuaba branca",NA,NA,NA,"1995","11","01","Monsenhor Gil","Fazenda Palmares","-42.6077995300293","-5.56416988372803",NA,NA,"20710","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-19 10:24:10-03","CPAP","CPAP","12220","PreserverdSpecimen","Plantae",NA,NA,"Malvaceae","Eriotheca","candolleana","Eriotheca candolleana","(K.Schum.) A.Robyns",NA,"Ratter, J. A.","2207",NA,"Brasil","MT",NA,"AMBIENTE: Cerrado.",NA,NA,"M.C. Duarte","1972","08","25","Barra do Garças","Vale de Sonhos, 80km N de Aragarças","-52.333333","-15.666667",NA,NA,NA,NA,"52°20' W","15°40' S","2008","05","28",NA,NA,NA,NA,NA
"33","2015-07-02 14:02:42-03","JBP","HPL","13173","S","Plantae",NA,NA,"Malvaceae","Eriotheca","candolleana","Eriotheca candolleana","(K. Schum.) A. Robyns",NA,"T.B. Flores; J.S. Ciqueira; D. Folli.","217",NA,"Brasil","ES",NA,NA,NA,NA,NA,"2009","08","29","Linhares","Reserva Natural Vale. Br-101, beira da estrada km 111.","-40.0722","-19.3911",NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2015-07-02 14:02:42-03","JBP","HPL","4276","S","Plantae",NA,NA,"Malvaceae","Eriotheca","candolleana","Eriotheca candolleana","(K. Schum.) A. Robyns",NA,"E.R. Salviani & H. Lorenzi","154",NA,"Brasil","ES",NA,NA,NA,NA,"E.R. Salviani & H. Lorenzi","1998","07","23","São Matheus","Coletada na estrada para Nova Venécia","-39.8589","-18.7161",NA,NA,"56510","auto",NA,NA,"1998","07","23",NA,NA,NA,NA,NA
"35","2019-02-15 11:35:13-02","IPA","IPA","74550","S","Plantae","Plantae",NA,"Bombacaceae","Eriotheca","candolleana","Eriotheca candolleana","(K. Schum.) A. Robyns",NA,"Monteiro, M.T.","23510","Southern America","Brasil","Bahia",NA,"Flores amarelas com perfume agradável.","IPA0074550",NA,"Carvalho-Sobrinho, J.G.","1971","07","28","Itamaraju","Fazenda Vázea Alegre","-39.5311012268066","-17.0391998291016",NA,NA,"55932","auto",NA,NA,"2012","06","12",NA,NA,NA,NA,NA
"36","2019-02-15 11:35:13-02","IPA","IPA","87062","S","Plantae","Plantae",NA,"Bombacaceae","Eriotheca","candolleana","Eriotheca candolleana","(K. Schum.) A. Robyns",NA,"Mendonça, R.C.; Oliveira, F.C.A.; Guimarães, L.L.; Cardoso, E.; Oliveira, F.C.A.; Guimarães, L.L.; Cardoso, E.","6251","Southern America","Brasil","Tocantins",NA,"Árvore heliófila ca. 6m de altura e 17cm DAP. Tronco com casca estriada. Folhas cartáceas vilosas cor verde-claro. Frutos indeiscentes ferrugíneos. Comum.&nf;; Solo arenoso. Relevo plano. Vegetação: cerradão.","IPA0087062",NA,"Fonseca, M.L.","2008","10","16","Pindorama do Tocantins","Bacia do Tocantins, Sub-bacia do Rio Balsas.","-47.535833","-11.145","486","486",NA,NA,"-47.535833","-11.145","2009","05",NA,NA,NA,NA,NA,NA
"37","2019-02-15 11:35:13-02","IPA","IPA","87068","S","Plantae","Plantae",NA,"Bombacaceae","Eriotheca","candolleana","Eriotheca candolleana","(K. Schum.) A. Robyns",NA,"Oliveira, F.C.A.; Fonseca, M.L.; Fonseca, M.L.","1248","Southern America","Brasil","Distrito Federal",NA,"Árvore ca. 5m de altura x 0,30m de DAP. Casca cor cinza com manchas claras; folhas cartáceas, discolores; cálice ferrugíneo; pétalas alvas; estames amarelos. Cultivada.","IPA0087068",NA,"Fonseca, M.L.","2006","08","16","Brasília","Reserva Ecológica do IBGE, RA-XVI. (Lago Sul). Bosque artificial em frente ao restaurante da Recor.","-47.877778","-15.947222","1110","1110",NA,NA,"-47.877778","-15.947222","2006","08","16",NA,NA,NA,NA,NA
"38","2020-12-20 21:16:19-03","UFV","VIC","13283","PreservedSpecimen","Plantae",NA,NA,"Bombacaceae","Eriotheca","candolleana","Eriotheca candolleana","(K. Schum.) A. Robyns",NA,"Silva, A.F. da; Fontes, N.R.L.","s.n.",NA,"Brasil","Minas Gerais",NA,NA,"VIC013283","VIC013283",NA,"1994","05","05","Viçosa","Campus da UFV, Mata da Biologia.","-42.8819007873535","-20.7539005279541",NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-20 21:16:19-03","UFV","VIC","2394","PreservedSpecimen","Plantae",NA,NA,"Bombacaceae","Eriotheca","candolleana","Eriotheca candolleana","(K. Schum.) A. Robyns",NA,"Kuhlmann, J.G.","s.n.",NA,"Brasil","Minas Gerais",NA,NA,"VIC002394","VIC002394","Duarte, M.C.","1935","01","11","Viçosa","E. S. A. V.","-42.8819007873535","-20.7539005279541",NA,NA,"13937","auto",NA,NA,"2007","02",NA,NA,NA,NA,NA,NA
"40","2020-12-20 21:16:19-03","UFV","VIC","13085","PreservedSpecimen","Plantae",NA,NA,"Bombacaceae","Eriotheca","candolleana","Eriotheca candolleana","(K. Schum.) A. Robyns",NA,"Heringer, E.P.","1970",NA,"Brasil","Minas Gerais",NA,"Árvore de grande porte ereta.","VIC013085","VIC013085",NA,"1945","08","06","Juiz de Fora","Parque Municipal de Juiz de Fora","-43.3502998352051","-21.7642002105713",NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-20 21:16:19-03","UFV","VIC","20506","PreservedSpecimen","Plantae",NA,NA,"Bombacaceae","Eriotheca","candolleana","Eriotheca candolleana","(K. Schum.) A. Robyns",NA,"Meira Neto, J.A.A.","s.n.",NA,"Brasil","Minas Gerais",NA,"Árvore com 6,0 metros de altura.","VIC020506","VIC020506",NA,"1993","11",NA,"Viçosa","Campus da UFV, Mata da Silvicultura.","-42.8819007873535","-20.7539005279541",NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-20 21:16:19-03","UFV","VIC","13464","PreservedSpecimen","Plantae",NA,NA,"Bombacaceae","Eriotheca","candolleana","Eriotheca candolleana","(K. Schum.) A. Robyns",NA,"Mota, A.L.P.; et al.","s.n.",NA,"Brasil","Minas Gerais",NA,"Casca cinza-amarelada em placas deiscentes irregulares; casca interna vermelha com estrias amarelas; alburno amarelo; 1 a 2 pares de glândulas no pecíolo. Indivíduo 4361.","VIC013464","VIC013464",NA,NA,NA,NA,NA,"Triângulo Mineiro, Capoeirão José Brás.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-20 21:16:19-03","UFV","VIC","13534","PreservedSpecimen","Plantae",NA,NA,"Bombacaceae","Eriotheca","candolleana","Eriotheca candolleana","(K. Schum.) A. Robyns",NA,"Mota, A.L.P.; et al.","s.n.",NA,"Brasil","Minas Gerais",NA,"Indivíduo 8264.","VIC013534","VIC013534",NA,NA,NA,NA,NA,"Triângulo Mineiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-20 21:16:19-03","UFV","VIC","14017","PreservedSpecimen","Plantae",NA,NA,"Bombacaceae","Eriotheca","candolleana","Eriotheca candolleana","(K. Schum.) A. Robyns",NA,"Mota, A.L.P.; et al.","s.n.",NA,"Brasil","Minas Gerais",NA,"Indivíduo 2791.","VIC014017","VIC014017",NA,NA,NA,NA,NA,"Triângulo Mineiro, Mata do Vasco.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-20 21:16:19-03","UFV","VIC","14110","PreservedSpecimen","Plantae",NA,NA,"Bombacaceae","Eriotheca","candolleana","Eriotheca candolleana","(K. Schum.) A. Robyns",NA,"Mota, A.L.P.; et al.","s.n.",NA,"Brasil","Minas Gerais",NA,"Indivíduo 7531.","VIC014110","VIC014110",NA,NA,NA,NA,NA,"Triângulo Mineiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-20 21:16:19-03","UFV","VIC","14714","PreservedSpecimen","Plantae",NA,NA,"Bombacaceae","Eriotheca","candolleana","Eriotheca candolleana","(K. Schum.) A. Robyns",NA,"Mota, A.L.P.; et al.","s.n.",NA,"Brasil","Minas Gerais",NA,"Indivíduo 410.","VIC014714","VIC014714",NA,NA,NA,NA,NA,"Triângulo Mineiro, Mata de Furnas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-20 21:16:19-03","UFV","VIC","15174","PreservedSpecimen","Plantae",NA,NA,"Bombacaceae","Eriotheca","candolleana","Eriotheca candolleana","(K. Schum.) A. Robyns",NA,"Mota, A.L.P.; et al.","s.n.",NA,"Brasil","Minas Gerais",NA,"Indivíduo 4942.","VIC015174","VIC015174",NA,NA,NA,NA,NA,"Triângulo Mineiro, Capoeira da Fazenda Registro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-20 21:16:19-03","UFV","VIC","17940","PreservedSpecimen","Plantae",NA,NA,"Bombacaceae","Eriotheca","candolleana","Eriotheca candolleana","(K. Schum.) A. Robyns",NA,"Luiza, A.","s.n.",NA,"Brasil","Bahia",NA,"Altura de 16 metros, P10 nº 138.","VIC017940","VIC017940",NA,"1995","08","22",NA,"FLONA Rio Preto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
