"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","phylum","order","individualCount","class","recordNumber","continentOcean","preparationType","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","relatedCatalogItem","fieldNumber","previousCatalogNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","02695436","PreservedSpecimen","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.",NA,NA,NA,NA,"M. L. Alencar","1979","06","29","Brazil","Amazonas",NA,"São Tomé","-64.42","-0.42",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2972170' target='other'> <mi>dwc_moreinfo</mi></a>","NY02695436",NA,"Magnoliophyta","Asparagales",NA,NA,"183","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","4109831","PreservedSpecimen","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.",NA,NA,NA,NA,"M. G. Gómez","1990","09","17","Venezuela","Federal","Libertador","Jardín Botánico de Caracas","-66.8861","10.4917",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4431100' target='other'> <mi>dwc_moreinfo</mi></a>","NY04109831",NA,"Magnoliophyta","Asparagales",NA,NA,"57","South America","sheet",NA,"940",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","557671","PreservedSpecimen","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.",NA,NA,NA,NA,"G. G. Hatschbach","1968","04","23","Brazil","Paraná","Guairá","Sete Quadas","-54.2556","-24.08",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=141995' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557671",NA,"Magnoliophyta","Asparagales",NA,NA,"19124","South America","sheet","NY00557671_01","200","200",NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","557674","PreservedSpecimen","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.","E. A. Christenson",NA,NA,NA,"B. J. Pickel","1932","06","06","Brazil","Pernambuco",NA,"Tapera","-35.18","-8.12",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=141973' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557674",NA,"Magnoliophyta","Asparagales",NA,NA,"1732","South America","sheet","NY00557674_01",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","4109826","PreservedSpecimen","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.",NA,NA,NA,NA,"G. S. Bunting","1977","08","09","Venezuela","Zulia",NA,"en zona húmeda del Jardín Botánico, en sombra a la orilla de la zanja de desague. Maracaibo",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4431088' target='other'> <mi>dwc_moreinfo</mi></a>","NY04109826",NA,"Magnoliophyta","Asparagales",NA,NA,"5332","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1032195","PreservedSpecimen","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.","E. A. Christenson",NA,NA,NA,"H. S. Irwin","1966","01","21","Brazil","Goiás","Mossâmedes","Serra Dourada, lower slopes of Serra Dourada, ca. 30 km S. of Goiás Velho","-49.85311","-15.9333",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1192131' target='other'> <mi>dwc_moreinfo</mi></a>","NY01032195",NA,"Magnoliophyta","Asparagales",NA,NA,"11948","South America","sheet","NY01032195_01","650","650",NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","12296","PreservedSpecimen","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.","G. A. Romero",NA,NA,NA,"J. A. Kallunki","1995","04","23","Brazil","Espírito Santo","Cachoeiro de Itapemirim","NW of Cachoeira do Itapemirim, Morro Grande, behind marble sawmill on S side of road to Jerônimo Monteiro (BR-482) 2 km NW of junction with road to Muqui (BR-393).","-41.17","-20.25",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=141965' target='other'> <mi>dwc_moreinfo</mi></a>","NY00012296",NA,"Magnoliophyta","Asparagales",NA,NA,"715","South America","sheet","NY00012296_01",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","557670","PreservedSpecimen","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.","P. J. Cribb",NA,NA,NA,"R. M. Harley","1974","03","21","Brazil","Bahia","Porto Seguro","Coastal Zone. Fonte dos Protomartires do Brasil, Porto Seguro","-39.08","-16.43",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=141969' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557670",NA,"Magnoliophyta","Asparagales",NA,NA,"17264","South America","sheet","NY00557670_01",NA,"10",NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","687071","PreservedSpecimen","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.","A. L. V. Toscano de Brito",NA,NA,NA,"R. M. Harley","1992","03","10","Brazil","Bahia","Abaíra","Ribeirão de Cima","-41.92","-13.2",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=852706' target='other'> <mi>dwc_moreinfo</mi></a>","NY00687071",NA,"Magnoliophyta","Asparagales",NA,NA,"51842","South America","sheet","NY00687071_01","1080","1080",NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","557667","PreservedSpecimen","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.","G. Carnevali Fernández-Concha",NA,NA,NA,"O. Huber","1982","09","23","Venezuela","Bolívar","Piar","Sistema de lagunas El Pilón, aprox. 4 km al E de El Manteco","-62.5","7.37",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=141980' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557667",NA,"Magnoliophyta","Asparagales",NA,NA,"6557","South America","sheet","NY00557667_01","300","300",NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","631923","PreservedSpecimen","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.",NA,NA,NA,NA,"L. A. Mattos Silva","2000","10","05","Brazil","Bahia","Nova Viçosa","Km 6 da Rodovia BA 001, trecho Nova Viçosa/Mucuri. Ramal à esquerda para o sitio Canto do Sabiá, em direçao à praia. Restinga arbórea","-39.4542","-17.9492",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=142002' target='other'> <mi>dwc_moreinfo</mi></a>","NY00631923",NA,"Magnoliophyta","Asparagales",NA,NA,"4194","South America","sheet","NY00631923_01",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","557666","PreservedSpecimen","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.","E. A. Christenson",NA,NA,NA,"R. Callejas Posada","1987","11","23","Colombia","Antioquia","Frontino","Vereda San Andrés, vía Dabeiba-Fuemia, 18-33 km","-76.38","6.67",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=141972' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557666",NA,"Magnoliophyta","Asparagales",NA,NA,"5856","South America","sheet","NY00557666_02","960","1200",NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","811814","PreservedSpecimen","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.","E. A. Christenson",NA,NA,NA,"M. H. Nee","2002","03","24","Bolivia","Santa Cruz","Cordillera","Floodplain and adjacent upland along the Río Seco, 1.5 km NW of highway at the town of Río Seco along road to La Florida.","-63.25","-18.67",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=96052' target='other'> <mi>dwc_moreinfo</mi></a>","NY00811814",NA,"Magnoliophyta","Asparagales",NA,NA,"51970","South America","sheet","NY00811814_01","525","525",NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1032196","PreservedSpecimen","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.","E. A. Christenson",NA,NA,NA,"H. S. Irwin","1969","03","17","Brazil","Goiás","Cavalcante","Chapada dos Veadeiros, ca. 60 km north of Veadeiros","-47.5167","-13.5744",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1192132' target='other'> <mi>dwc_moreinfo</mi></a>","NY01032196",NA,"Magnoliophyta","Asparagales",NA,NA,"24606","South America","sheet","NY01032196_01","1000","1000",NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","95149","PreservedSpecimen","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.","G. A. Romero",NA,NA,NA,"W. W. Thomas","1995","05","10","Brazil","Bahia","Jussari","Ca. 9 km north of Jussari, east off of road to Palmira on farm road past cattle fazenda of Alciato Carvalho.","-39.5328","-15.1161",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=141966' target='other'> <mi>dwc_moreinfo</mi></a>","NY00095149",NA,"Magnoliophyta","Asparagales",NA,NA,"10869","South America","sheet","NY00095149_01",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","04109819","PreservedSpecimen","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.",NA,NA,NA,NA,"P. Núñez","1986","10","28","Peru","Cusco","La Convencion","Quillabamba, Salaspampa. Road to Kiteni; chacra del Sr. Alejo Daniel Cáceres. Río Urubamba",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4431064' target='other'> <mi>dwc_moreinfo</mi></a>","NY04109819",NA,"Magnoliophyta","Asparagales",NA,NA,"6302","South America","sheet","NY04109819_01","1110",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","557669","PreservedSpecimen","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.","E. A. Christenson",NA,NA,NA,"E. M. Zardini","1989","07","23","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú. Base del Cerro Mymy, camino a Cerro Polilla","-56.17","-25.92",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=141976' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557669",NA,"Magnoliophyta","Asparagales",NA,NA,"13721","South America","sheet","NY00557669_01","400","400",NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","505095","PreservedSpecimen","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.","G. G. Hatschbach",NA,NA,NA,"G. G. Hatschbach","1994","03","11","Brazil","Paraná","Jaboti","Agua Branca","-50.0756","-23.7433",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=141982' target='other'> <mi>dwc_moreinfo</mi></a>","NY00505095",NA,"Magnoliophyta","Asparagales",NA,NA,"60561","South America","sheet","NY00505095_01",NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-01-28 13:11:28-03","MCN-PUC-MINAS","HPUC-MG","ANG4781","S","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata",NA,NA,NA,NA,NA,"Aquino, A.",NA,NA,NA,"Brasil","Minas Gerais","Belo Horizonte","Mata da PUC Minas","-43.937801361084","-19.9207992553711","17082","Interior de mata. Folhas em roseta.",NA,"auto",NA,NA,NA,NA,"18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-01-28 13:11:28-03","MCN-PUC-MINAS","HPUC-MG","CARP298","S","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata",NA,NA,NA,NA,NA,"M.F.V.Starling",NA,NA,NA,"Brasil","Minas Gerais","Belo Horizonte","Mata PUC - Minas","-43.937801361084","-19.9207992553711","17082","Tipo de Fruto: Cásula",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-01-28 13:11:28-03","MCN-PUC-MINAS","HPUC-MG","ANG2991","S","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata",NA,"J.A.N. Batista & R. Belisário",NA,NA,NA,"Tatiana Aguiar Silva","2001","02","13","Brasil","Minas Gerais","Belo Horizonte","Mata da PUC Minas","-43.937801361084","-19.9207992553711","17082",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-03-20 11:47:20-03","MCN-PUC-MINAS","HPUC-MG","ANG2990","S","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata",NA,"M.F.V.Starling",NA,NA,NA,"C.Nunes; S.Fonseca","1994","03","05","Brasil","Minas Gerais","Belo Horizonte","Mata da PUC Minas","-43.937801361084","-19.9207992553711","17082","Folha carnosa manchada.",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-02-08 11:09:42-03","UNESP-IBB","BOTU","29566","PreservedSpecimen","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.","Adachi, S.A.","2011","06","13","Bignotto, R.B.","2004","03","10","Brasil","São Paulo","Botucatu",NA,"-48.433333","-22.866667",NA,"25cm, pétalas rosadas.; Coleção: Jardim Botânico UNESP Botucatu","BOTU029566",NA,NA,NA,NA,NA,"226",NA,NA,NA,NA,NA,"48°26'w","22°52's",NA,NA,NA,NA
"34","2021-02-08 11:09:42-03","UNESP-IBB","BOTU","11129","PreservedSpecimen","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.","Amaral Jr., A.","1977",NA,NA,"Gottsberger, I.S.","1974","04","08","Brasil","São Paulo","Botucatu","18km north of Botucatu (14 km east of São Manuel). Along the São Manuel- Piracicaba highway. Near ex-RR station, 13 de Maio","-48.416667","-22.75",NA,"Alt. ca 550m . Cerrado vegetation, xeromorphic tree & scrub woodland form, on gentle slope. ; Coleção: Cerrado Estação 13 de Maio","BOTU011129",NA,NA,NA,NA,NA,"2203-73r-8474",NA,NA,NA,NA,NA,"48°25'w","22°45's",NA,NA,NA,NA
"35","2021-02-18 09:30:22-03","UNESP-IBB","BOTU","24951","PreservedSpecimen","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.",NA,NA,NA,NA,"Soares-Silva, L.H.","1993","04","16","Brasil","Paraná","Londrina","Parque Estadual Mata dos Godoy",NA,NA,NA,NA,"BOTU024951",NA,NA,NA,NA,NA,"290",NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA
"36","2021-02-18 09:30:22-03","UNESP-IBB","BOTU","6591","PreservedSpecimen","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.","Amaral Jr., A.","1972","09","19","Amaral Jr., A.","1972","08","10","Brasil","São Paulo","Botucatu","Serra de Botucatu, distante 4km da cidade, encosta da serra, próximo à Usina Indiana",NA,NA,NA,NA,"BOTU006591",NA,NA,NA,NA,NA,"939",NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA
"37","2021-02-08 11:09:42-03","UNESP-IBB","BOTU","27740","PreservedSpecimen","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.","Magalhães, J.H.R.","2010",NA,NA,"Magalhães, J.H.R.","2010","04","20","Brasil","São Paulo","Botucatu","Distrito de Rubião Júnior","-48.492222","-22.881111",NA,"Erva terrícola, 0,2 m., folhas verdes escuras rajadas com manchas escuras","BOTU027740",NA,NA,NA,NA,NA,"51",NA,NA,NA,NA,NA,"48°29'32w","22°52'52s",NA,NA,NA,NA
"38","2021-02-08 11:09:42-03","UNESP-IBB","BOTU","29565","PreservedSpecimen","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.","Adachi, S.A.","2011","06","13","Bignotto, R.B.","2004","04","28","Brasil","São Paulo","Botucatu",NA,"-48.433333","-22.866667",NA,"Erva 0,2m, frutos imaturos verdes.; Coleção: Jardim Botânico UNESP Botucatu","BOTU029565",NA,NA,NA,NA,NA,"269",NA,NA,NA,NA,NA,"48°26'w","22°52's",NA,NA,NA,NA
"39","2021-02-18 09:30:22-03","UNESP-IBB","BOTU","9055","PreservedSpecimen","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.","Amaral Jr., A.","1972","09","19","Amaral Jr., A.","1972","08","10","Brasil","São Paulo","Botucatu","Serra de Botucatu, distante 7km da cidade, encosta da serra, próximo à Usina Indiana",NA,NA,NA,NA,"BOTU009055",NA,NA,NA,NA,NA,"939",NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA
"40","2021-02-18 09:30:22-03","UNESP-IBB","BOTU","9057","PreservedSpecimen","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.","Amaral Jr., A.","1973","02","23","Amaral Jr., A.","1973","01","03","Brasil","São Paulo","Botucatu","Distrito de Rubião Júnior, estrada de Toledo",NA,NA,NA,NA,"BOTU009057",NA,NA,NA,NA,NA,"1341",NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA
"41","2021-02-18 09:30:22-03","UNESP-IBB","BOTU","6592","PreservedSpecimen","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.",NA,NA,NA,NA,"Amaral Jr., A.","1973","01","03","Brasil","São Paulo","Botucatu","Distrito de Rubião Júnior, estrada de Toledo",NA,NA,NA,NA,"BOTU006592",NA,NA,NA,NA,NA,"1341",NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA
"42","2021-02-18 09:30:22-03","UNESP-IBB","BOTU","27379","PreservedSpecimen","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.","Adachi, S.A.",NA,NA,NA,"Adachi, S.A.","2009","03","04","Brasil","São Paulo","Botucatu","Fazenda Edgárdia, Mata do Bexiguento, Cuesta de Botucatu",NA,NA,NA,NA,"BOTU027379",NA,NA,NA,NA,NA,"27",NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA
"43","2021-02-08 11:09:42-03","UNESP-IBB","BOTU","28410","PreservedSpecimen","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.","Marcusso, G.M.","2011","08","24","Marcusso, G.M.","2011","05","18","Brasil","São Paulo","Botucatu",NA,"-48.457778","-22.923056",NA,NA,"BOTU028410",NA,NA,NA,NA,NA,"7",NA,NA,NA,NA,NA,"48°27'28w","22°55'23 s",NA,NA,NA,NA
"44","2021-02-08 11:09:42-03","UNESP-IBB","BOTU","29563","PreservedSpecimen","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.","Adachi, S.A.","2011","06","13","Ishara, K.L.","2006","02","15","Brasil","São Paulo","Botucatu",NA,"-48.016667","-22.866667",NA,"Jardim Botânico UNESP Botucatu","BOTU029563",NA,NA,NA,NA,NA,"646",NA,NA,NA,NA,NA,"48°01'w","22°52's",NA,NA,NA,NA
"45","2021-02-08 11:09:42-03","UNESP-IBB","BOTU","29564","PreservedSpecimen","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.","Adachi, S.A.","2011","06","13","Ishara, K.L.","2005","09","20","Brasil","São Paulo","Botucatu",NA,"-48.016667","-22.866667",NA,"Jardim Botânico UNESP Botucatu","BOTU029564",NA,NA,NA,NA,NA,"508",NA,NA,NA,NA,NA,"48°01'w","22°52's",NA,NA,NA,NA
"46","2021-02-08 11:09:42-03","UNESP-IBB","BOTU","29568","PreservedSpecimen","Plantae","Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.","Adachi, S.A.","2011","06","13","Ishara, K.L.","2006","01","19","Brasil","São Paulo","Botucatu",NA,"-48.016667","-22.866667",NA,"Jardim Botânico UNESP Botucatu","BOTU029568",NA,NA,NA,NA,NA,"627",NA,NA,NA,NA,NA,"48°01'w","22°52's",NA,NA,NA,NA
