scientific_name,grupo
Cipocereus pusilliflorus (Ritter) Zappi & N.P.Taylor,Angiospermas
Coleocephalocereus buxbaumianus Buining,Angiospermas
Coleocephalocereus fluminensis (Miq.) Backeb.,Angiospermas
Coleocephalocereus purpureus (Buining & Brederoo) Ritter,Angiospermas
Discocactus bahiensis Britton & Rose,Angiospermas
Discocactus heptacanthus (Rodrigues) Britton & Rose,Angiospermas
Discocactus horstii Buining & Brederoo,Angiospermas
Discocactus pseudoinsignis N.P.Taylor & Zappi,Angiospermas
Discocactus zehntneri Britton & Rose,Angiospermas
Epiphyllum phyllanthus (L.) Haw.,Angiospermas
Espostoopsis dybowskii (Rol.-Goss.) Buxb.,Angiospermas
Facheiroa cephaliomelana Buining & Brederoo,Angiospermas
Facheiroa ulei (Gürke) Werderm.,Angiospermas
Frailea castanea Backeb.,Angiospermas
Frailea curvispina Buining & Brederoo,Angiospermas
Frailea mammifera Buining & Brederoo,Angiospermas
Frailea phaeodisca (Speg.) Speg.,Angiospermas
Frailea pumila (Lem.) Britton & Rose,Angiospermas
Frailea pygmaea (Speg.) Britton & Rose,Angiospermas
Gymnocalycium denudatum (Link & Otto) Pfeiff. ex Mittler,Angiospermas
Hatiora herminiae (Porto & Castell.) Backeb. ex Barthlott,Angiospermas
Hatiora salicornioides (Haw.) Britton & Rose,Angiospermas
Lepismium cruciforme (Vell.) Miq.,Angiospermas
Lepismium houlletianum (Lem.) Barthlott,Angiospermas
Lepismium lumbricoides (Lem.) Barthlott,Angiospermas
Lepismium warmingianum (K.Schum.) Barthlott,Angiospermas
Melocactus azureus Buining & Brederoo,Angiospermas
Melocactus conoideus Buining & Brederoo,Angiospermas
Melocactus deinacanthus Buining & Brederoo,Angiospermas
Melocactus glaucescens Buining & Brederoo,Angiospermas
Melocactus lanssensianus P.J.Braun,Angiospermas
Melocactus pachyacanthus Buining & Brederoo,Angiospermas
Melocactus paucispinus Heimen & R.J.Paul,Angiospermas
Melocactus violaceus Pfeiff.,Angiospermas
Micranthocereus albicephalus (Buining & Brederoo) F.Ritter,Angiospermas
Micranthocereus auriazureus Buining & Brederoo,Angiospermas
Micranthocereus dolichospermaticus (Buining & Brederoo) F.Ritter,Angiospermas
Micranthocereus polyanthus (Werderm.) Backeb.,Angiospermas
Micranthocereus streckeri Van Heek & Van Criek.,Angiospermas
Micranthocereus violaciflorus Buining,Angiospermas
Opuntia monacantha Haw.,Angiospermas
Parodia mammulosa (Lem.) N.P.Taylor,Angiospermas
Pereskia aculeata Mill.,Angiospermas
Pereskia aureiflora Ritter,Angiospermas
Pereskia grandifolia Haw.,Angiospermas
Pilosocereus aureispinus (Buining & Brederoo) Ritter,Angiospermas
Pilosocereus aurisetus (Werderm.) Byles & G.D.Rowley,Angiospermas
Pilosocereus azulensis N.P.Taylor & Zappi,Angiospermas
Pilosocereus floccosus Byles & Rowley,Angiospermas
Pilosocereus fulvilanatus (Buining & Brederoo) Ritter,Angiospermas
Pilosocereus glaucochrous (Werderm.) Byles & G.D.Rowley,Angiospermas
Pilosocereus machrisii (E.Y.Dawson) Backeb.,Angiospermas
Pilosocereus magnificus (Buining & Brederoo) Ritter,Angiospermas
Praecereus euchlorus (F.A.C.Weber) N.P.Taylor,Angiospermas
Rhipsalis agudoensis N.P.Taylor,Angiospermas
Rhipsalis burchellii Britton & Rose,Angiospermas
Rhipsalis campos-portoana Loefgr.,Angiospermas
Rhipsalis cereoides (Backeb. & Voll) Backeb.,Angiospermas
Rhipsalis cereuscula Haw.,Angiospermas
Rhipsalis clavata F.A.C.Weber,Angiospermas
Rhipsalis crispata (Haw.) Pfeiff.,Angiospermas
Rhipsalis dissimilis (G.Lindb.) K.Schum.,Angiospermas
Rhipsalis elliptica G.Lindb. ex K.Schum.,Angiospermas
Rhipsalis floccosa Salm-Dyck ex Pfeiff.,Angiospermas
Rhipsalis grandiflora Haw.,Angiospermas
Rhipsalis juengeri Barthlott & N.P.Taylor,Angiospermas
Rhipsalis lindbergiana K.Schum.,Angiospermas
Rhipsalis neves-armondii K.Schum.,Angiospermas
Rhipsalis oblonga Loefgr.,Angiospermas
Rhipsalis olivifera N.P.Taylor & Zappi,Angiospermas
Rhipsalis pacheco-leonis Loefgr.,Angiospermas
Rhipsalis pachyptera Pfeiff.,Angiospermas
Rhipsalis paradoxa (Salm-Dyck ex Pfeiff.) Salm-Dyck,Angiospermas
Rhipsalis pilocarpa Loefgr.,Angiospermas
Rhipsalis pulchra Loefgr.,Angiospermas
Rhipsalis puniceodiscus G.Lindb.,Angiospermas
Rhipsalis sulcata F.A.C.Weber,Angiospermas
Rhipsalis teres (Vell.) Steud.,Angiospermas
Rhipsalis trigona Pfeiff.,Angiospermas
Schlumbergera kautskyi (Horobin & McMillan) N.P.Taylor,Angiospermas
Schlumbergera microsphaerica (K.Schum.) Hoevel,Angiospermas
Schlumbergera opuntioides (Loefgr. & Dusén) D.R.Hunt,Angiospermas
Schlumbergera orssichiana Barthlott & McMillan,Angiospermas
Schlumbergera truncata (Haw.) Moran,Angiospermas
Tacinga braunii Esteves,Angiospermas
Tacinga funalis Britton & Rose,Angiospermas
Tacinga inamoena (K.Schum.) N.P.Taylor & Stuppy,Angiospermas
Tacinga saxatilis subsp. estevesii (P.J.Braun) N.P.Taylor & Stuppy,Angiospermas
Tacinga werneri (Eggli) N.P.Taylor & Stuppy,Angiospermas
Uebelmannia buiningii Donald,Angiospermas
Uebelmannia gummifera (Backeb. & Voll) Buining,Angiospermas
Uebelmannia pectinifera Buining,Angiospermas
Fuchsia regia (Vell.) Munz,Angiospermas
Ludwigia anastomosans (DC.) H.Hara,Angiospermas
Ludwigia leptocarpa (Nutt.) H.Hara,Angiospermas
Ludwigia nervosa (Poir.) H.Hara,Angiospermas
Ludwigia octovalvis (Jacq.) P.H.Raven,Angiospermas
Aphelandra espirito-santensis Profice & Wassh.,Angiospermas
Aphelandra longiflora (Lindl.) Profice,Angiospermas
Aphelandra maximiliana (Nees) Benth.,Angiospermas
Aphelandra prismatica (Vell.) Hiern,Angiospermas
Aphelandra schottiana (Nees) Profice,Angiospermas
Aphelandra squarrosa Nees,Angiospermas
Dicliptera squarrosa Nees,Angiospermas
Dyschoriste lavandulacea (Nees) Kuntze,Angiospermas
Justicia brasiliana Roth,Angiospermas
Justicia genuflexa Nees & Mart.,Angiospermas
Justicia kleinii Wassh. & L.B.Sm.,Angiospermas
Justicia lythroides (Pohl ex Nees) V.A.W.Graham,Angiospermas
Justicia polita (Nees) Profice,Angiospermas
Justicia pygmaea Lindau,Angiospermas
Justicia scheidweileri V.A.W.Graham,Angiospermas
Justicia tijucensis V.A.W.Graham,Angiospermas
Lepidagathis meridionalis Kameyama,Angiospermas
Pseuderanthemum riedelianum (Nees) Radlk.,Angiospermas
Ruellia bulbifera Lindau,Angiospermas
Ruellia epallocaulos Leonard ex C.Ezcurra & Wassh.,Angiospermas
Ruellia erythropus (Nees) Lindau,Angiospermas
Ruellia multifolia (Nees) Lindau,Angiospermas
Ruellia solitaria Vell.,Angiospermas
Staurogyne brachiata (Hiern) Leonard,Angiospermas
Staurogyne elegans (Nees) Kuntze,Angiospermas
Staurogyne itatiaiae (Wawra) Leonard,Angiospermas
Staurogyne vauthieriana (Nees) Kuntze,Angiospermas
Staurogyne veronicifolia (Nees) Kuntze,Angiospermas
Staurogyne warmingiana (Hiern) Leonard,Angiospermas
Stenandrium mandioccanum Nees,Angiospermas
Stenostephanus lobeliiformis Nees,Angiospermas
Achatocarpus praecox Griseb.,Angiospermas
Echinodorus paniculatus Micheli,Angiospermas
Sagittaria lancifolia L.,Angiospermas
Sagittaria rhombifolia Cham.,Angiospermas
Alstroemeria amabilis M.C.Assis,Angiospermas
Alstroemeria apertiflora Baker,Angiospermas
Alstroemeria capixaba M.C.Assis,Angiospermas
Alstroemeria caryophyllaea Jacq.,Angiospermas
Alstroemeria foliosa Mart. ex Schult. & Schult.f.,Angiospermas
Alstroemeria inodora Herb.,Angiospermas
Alstroemeria malmeana Kraenzl.,Angiospermas
Alstroemeria plantaginea Mart. ex Schult. & Schult.f.,Angiospermas
Alstroemeria variegata M.C.Assis,Angiospermas
Alternanthera sessilis (L.) R.Br.,Angiospermas
Alternanthera tenella Colla,Angiospermas
Celosia grandifolia Moq.,Angiospermas
Chamissoa acuminata Mart.,Angiospermas
Chamissoa altissima (Jacq.) Kunth,Angiospermas
Gomphrena elegans Mart.,Angiospermas
Gomphrena vaga Mart.,Angiospermas
Hebanthe pulverulenta Mart.,Angiospermas
Herbstia brasiliana (Moq.) Sohmer,Angiospermas
Lecosia oppositifolia Pedersen,Angiospermas
Pfaffia glomerata (Spreng.) Pedersen,Angiospermas
Pfaffia gnaphaloides (L.f.) Mart.,Angiospermas
Crinum americanum L.,Angiospermas
Griffinia colatinensis Ravenna,Angiospermas
Griffinia espiritensis Ravenna,Angiospermas
Griffinia hyacinthina (Ker Gawl.) Ker Gawl.,Angiospermas
Griffinia intermedia Lindl.,Angiospermas
Griffinia parviflora Ker Gawl.,Angiospermas
Griffinia paubrasilica Ravenna,Angiospermas
Griffinia rochae G.M.Morel,Angiospermas
Hippeastrum blossfeldiae (Traub & J.L.Doran) Van Scheepen,Angiospermas
Hippeastrum brasilianum (Traub & J.L.Doran) Dutilh,Angiospermas
Hippeastrum breviflorum Herb.,Angiospermas
Hippeastrum papilio (Ravenna) Van Scheepen,Angiospermas
Hippeastrum psittacinum Herb.,Angiospermas
Hippeastrum santacatarina (Traub) Dutilh,Angiospermas
Hippeastrum striatum (Lam.) Moore,Angiospermas
Zephyranthes capivarina Ravenna,Angiospermas
Zephyranthes paranaensis Ravenna,Angiospermas
Astronium graveolens Jacq.,Angiospermas
Lithraea molleoides (Vell.) Engl.,Angiospermas
Schinopsis brasiliensis Engl.,Angiospermas
Spondias mombin L.,Angiospermas
Spondias venulosa (Mart. ex Engl.) Engl.,Angiospermas
Tapirira guianensis Aubl.,Angiospermas
Tapirira obtusa (Benth.) J.D.Mitch.,Angiospermas
Asclepias aequicornu E.Fourn.,Angiospermas
Asclepias langsdorffii E.Fourn.,Angiospermas
Asclepias mellodora A.St.-Hil.,Angiospermas
Aspidosperma australe Müll.Arg.,Angiospermas
Aspidosperma camporum Müll.Arg.,Angiospermas
Aspidosperma compactinervium Kuhlm.,Angiospermas
Aspidosperma cuspa (Kunth) S.F.Blake,Angiospermas
Aspidosperma cylindrocarpon Müll.Arg.,Angiospermas
Aspidosperma parvifolium A.DC.,Angiospermas
Aspidosperma polyneuron Müll.Arg.,Angiospermas
Aspidosperma quirandy Hassl.,Angiospermas
Aspidosperma ramiflorum Müll.Arg.,Angiospermas
Aspidosperma riedelii Müll.Arg.,Angiospermas
Aspidosperma spruceanum Benth. ex Müll.Arg.,Angiospermas
Aspidosperma subincanum Mart.,Angiospermas
Barjonia erecta (Vell.) K.Schum.,Angiospermas
Blepharodon bicuspidatum E.Fourn.,Angiospermas
Ditassa arianeae Fontella,Angiospermas
Ditassa bicolor Decne.,Angiospermas
Ditassa laevis Mart.,Angiospermas
Ditassa leonii Fontella & T.U.P.Konno,Angiospermas
Ditassa longisepala (Hua) Fontella & E.A.Schwarz,Angiospermas
Ditassa maricaensis Fontella & E.A.Schwarz,Angiospermas
Ditassa oberdanii Fontella & M.C.Alvarez,Angiospermas
Gonolobus dorothyanus Fontella,Angiospermas
Gonolobus parviflorus Decne.,Angiospermas
Gyrostelma bornmuelleri Schltr. ex Malme,Angiospermas
Gyrostelma oxypetaloides E.Fourn.,Angiospermas
Jobinia hatschbachii Fontella & E.A.Schwarz,Angiospermas
Macroditassa marianae Fontella & M.V.Ferreira,Angiospermas
Macroscepis aurea E.Fourn.,Angiospermas
Malouetia cestroides (Nees ex Mart.) Müll.Arg.,Angiospermas
Mandevilla coccinea (Hook. & Arn.) Woodson,Angiospermas
Mandevilla fragrans (Stadelm.) Woodson,Angiospermas
Mandevilla hirsuta (A.Rich.) K.Schum.,Angiospermas
Mandevilla sellowii (Müll.Arg.) Woodson,Angiospermas
Mandevilla venulosa (Müll.Arg.) Woodson,Angiospermas
Marsdenia altissima (Jacq.) Dugand,Angiospermas
Marsdenia otoniensis Fontella & Morillo,Angiospermas
Matelea bahiensis Morillo & Fontella,Angiospermas
Matelea glaziovii (E.Fourn.) Morillo,Angiospermas
Matelea hatschbachii (Fontella & Valente) Morillo,Angiospermas
Matelea marcoassisii Fontella,Angiospermas
Matelea santosii Morillo & Fontella,Angiospermas
Minaria acerosa (Mart.) T.U.P.Konno & Rapini,Angiospermas
Minaria cordata (Turcz.) T.U.P.Konno & Rapini,Angiospermas
Minaria monocoronata (Rapini) T.U.P.Konno & Rapini,Angiospermas
Orthosia itatiaiensis Malme,Angiospermas
Oxypetalum arnottianum H.Buek ex E.Fourn.,Angiospermas
Oxypetalum capitatum Mart.,Angiospermas
Oxypetalum confusum Malme,Angiospermas
Oxypetalum dusenii Malme,Angiospermas
Oxypetalum glaziovii (E.Fourn.) Fontella & Marquete,Angiospermas
Oxypetalum leonii Fontella,Angiospermas
Oxypetalum lineare Decne.,Angiospermas
Oxypetalum regnellii (Malme) Malme,Angiospermas
Oxypetalum strictum Mart.,Angiospermas
Oxypetalum warmingii (E.Fourn.) Fontella & Marquete,Angiospermas
Petalostelma calcaratum (Decne.) Fontella,Angiospermas
Prestonia bahiensis Müll.Arg.,Angiospermas
Prestonia solanifolia (Müll.Arg.) Woodson,Angiospermas
Prestonia tomentosa R.Br.,Angiospermas
Tabernaemontana catharinensis A.DC.,Angiospermas
Tabernaemontana hystrix Steud.,Angiospermas
Tabernaemontana laeta Mart.,Angiospermas
Tassadia obovata Decne.,Angiospermas
Temnadenia violacea (Vell.) Miers,Angiospermas
Widgrenia corymbosa Malme,Angiospermas
Ilex cerasifolia Reissek,Angiospermas
Ilex integerrima (Vell.) Reissek,Angiospermas
Ilex loranthoides Mart. ex Reissek,Angiospermas
Ilex microdonta Reissek,Angiospermas
Ilex paraguariensis A.St.-Hil.,Angiospermas
Ilex pseudobuxus Reissek,Angiospermas
Ilex taubertiana Loes.,Angiospermas
Anthurium ameliae Nadruz & Cath.,Angiospermas
Anthurium bocainense Cath. & Nadruz,Angiospermas
Anthurium fontellanus Nadruz & Leoni,Angiospermas
Anthurium jureianum Cath. & Olaio,Angiospermas
Anthurium langsdorffii Schott,Angiospermas
Anthurium longifolium (Hoffmanns.) G.Don,Angiospermas
Anthurium lucidum Kunth,Angiospermas
Anthurium luschnathianum Kunth,Angiospermas
Anthurium organense Engl.,Angiospermas
Anthurium parasiticum (Vell.) Stellfeld,Angiospermas
Anthurium parvum N.E.Br.,Angiospermas
Anthurium radicans K.Koch & Haage,Angiospermas
Anthurium sinuatum Benth. ex Schott,Angiospermas
Anthurium xanthophylloides G.M.Barroso,Angiospermas
Asterostigma cubense (A.Rich.) K.Krause ex Bogner,Angiospermas
Asterostigma lividum (Lodd.) Engl.,Angiospermas
Asterostigma lombardii E.G.Gonç.,Angiospermas
Asterostigma tweedianum Schott,Angiospermas
Heteropsis oblongifolia Kunth,Angiospermas
Lemna aequinoctialis Welw.,Angiospermas
Lemna valdiviana Phil.,Angiospermas
Philodendron bipennifolium Schott,Angiospermas
Philodendron fragile Nadruz & Mayo,Angiospermas
Philodendron missionum (Hauman) Hauman,Angiospermas
Philodendron simonianum Sakur.,Angiospermas
Philodendron vargealtense Sakur.,Angiospermas
Pistia stratiotes L.,Angiospermas
Rhodospatha oblongata Poepp.,Angiospermas
Stenospermation ulei K.Krause,Angiospermas
Taccarum peregrinum (Schott) Engl.,Angiospermas
Aralia warmingiana (Marchal) J.Wen,Angiospermas
Dendropanax australis Fiaschi & Jung-Mend.,Angiospermas
Dendropanax cuneatus (DC.) Decne. & Planch.,Angiospermas
Dendropanax denticulatus Fiaschi,Angiospermas
Dendropanax monogynus (Vell.) Seem.,Angiospermas
Dendropanax nebulosus Fiaschi & Jung-Mend.,Angiospermas
Hydrocotyle bonariensis Lam.,Angiospermas
Hydrocotyle exigua (Urb.) Malme,Angiospermas
Hydrocotyle langsdorffii DC.,Angiospermas
Hydrocotyle pusilla A.Rich.,Angiospermas
Hydrocotyle ranunculoides L.f.,Angiospermas
Oreopanax capitatus (Jacq.) Decne. & Planch.,Angiospermas
Oreopanax fulvus Marchal,Angiospermas
Baccharis brevifolia DC.,Angiospermas
Baccharis grandimucronata Malag.,Angiospermas
Baccharis hypericifolia Baker,Angiospermas
Baccharis lychnophora Gardner,Angiospermas
Baccharis megapotamica Spreng.,Angiospermas
Baccharis myricifolia DC.,Angiospermas
Baccharis oreophila Malme,Angiospermas
Baccharis punctulata DC.,Angiospermas
Baccharis sagittalis (Less.) DC.,Angiospermas
Chaptalia cordifolia (Baker) Cabrera,Angiospermas
Chaptalia hermogenis M.D.Moraes,Angiospermas
Dasyphyllum lanceolatum (Less.) Cabrera,Angiospermas
Dasyphyllum spinescens (Less.) Cabrera,Angiospermas
Eremanthus erythropappus (DC.) MacLeish,Angiospermas
Hysterionica pinnatiloba Matzenb. & Sobral,Angiospermas
Hysterionica pinnatisecta Matzenb. & Sobral,Angiospermas
Inulopsis scaposa (DC.) O.Hoffm.,Angiospermas
Mikania additicia B.L.Rob.,Angiospermas
Mikania biformis DC.,Angiospermas
Mikania bradei B.L.Rob.,Angiospermas
Mikania chlorolepis Baker,Angiospermas
Mikania clematidifolia Dusén,Angiospermas
Mikania decumbens Malme,Angiospermas
Mikania dusenii B.L.Rob.,Angiospermas
Mikania firmula Baker,Angiospermas
Mikania glomerata Spreng.,Angiospermas
Mikania hastato-cordata Malme,Angiospermas
Mikania lindbergii Baker,Angiospermas
Mikania lindleyana DC.,Angiospermas
Mikania microdonta DC.,Angiospermas
Mikania mosenii Malme,Angiospermas
Mikania neurocaula DC.,Angiospermas
Mikania oreophila Ritter & Miotto,Angiospermas
Mikania rufescens Sch.Bip. ex Baker,Angiospermas
Mikania smaragdina Dusén ex Malme,Angiospermas
Mikania stenomeres B.L.Rob.,Angiospermas
Mikania trinervis Hook. & Arn.,Angiospermas
Mikania ulei Hieron.,Angiospermas
Mikania viminea DC.,Angiospermas
Mikania warmingii Sch.Bip.,Angiospermas
Mikania hemisphaerica Sch.Bip. ex Baker,Angiospermas
Mikania microptera DC.,Angiospermas
Mikania oblongifolia DC.,Angiospermas
Mikania ternata (Vell.) B.L.Rob.,Angiospermas
Noticastrum hatschbachii Zardini,Angiospermas
Noticastrum malmei Zardini,Angiospermas
Noticastrum psammophilum (Klatt) Cuatrec.,Angiospermas
Piptocarpha axillaris (Less.) Baker,Angiospermas
Piptocarpha brasiliana Cass.,Angiospermas
Piptocarpha densifolia Dusén ex G. Lom. Sm.,Angiospermas
Piptocarpha macropoda (DC.) Baker,Angiospermas
Piptocarpha notata (Less.) Baker,Angiospermas
Piptocarpha organensis Cabrera,Angiospermas
Piptocarpha regnellii (Sch.Bip.) Cabrera,Angiospermas
Piptocarpha robusta G.M.Barroso,Angiospermas
Stifftia chrysantha J.C.Mikan,Angiospermas
Stifftia fruticosa (Vell.) D.J.N.Hind & Semir,Angiospermas
Stifftia parviflora (Leandro) D.Don,Angiospermas
Trichocline catharinensis Cabrera,Angiospermas
Trichocline linearifolia Malme,Angiospermas
Trichocline macrocephala Less.,Angiospermas
Trichogoniopsis adenantha (DC.) R.M.King & H.Rob.,Angiospermas
Trixis glaziovii Baker,Angiospermas
Trixis thyrsoidea Dusén ex Malme,Angiospermas
Wunderlichia azulensis Maguire & G.M.Barroso,Angiospermas
Wunderlichia mirabilis Riedel ex Baker,Angiospermas
Langsdorffia hypogaea Mart.,Angiospermas
Lophophytum pyramidale (Leandro) L.J.T. Cardoso & J.M.A. Braga,Angiospermas
Begonia albidula Brade,Angiospermas
Begonia altamiroi Brade,Angiospermas
Begonia apparicioi Brade,Angiospermas
Begonia bahiensis A.DC.,Angiospermas
Begonia besleriifolia Schott,Angiospermas
Begonia biguassuensis Brade,Angiospermas
Begonia brevilobata Irmsch.,Angiospermas
Begonia crispula Brade,Angiospermas
Begonia curtii L.B.Sm. & B.G.Schub.,Angiospermas
Begonia dentatiloba A.DC.,Angiospermas
Begonia espiritosantensis E.L.Jacques & Mamede,Angiospermas
Begonia fruticosa (Klotzsch) A.DC.,Angiospermas
Begonia handroi Brade,Angiospermas
Begonia herbacea Vell.,Angiospermas
Begonia hirtella Link,Angiospermas
Begonia hispida Schott,Angiospermas
Begonia huegelii (Klotzsch) A.DC.,Angiospermas
Begonia ibitiocensis E.L.Jacques & Mamede,Angiospermas
Begonia inconspicua Brade,Angiospermas
Begonia integerrima Spreng.,Angiospermas
Begonia itaguassuensis Brade,Angiospermas
Begonia itatinensis Irmsch. ex Brade,Angiospermas
Begonia jureiensis S.J.Gomes da Silva & Mamede,Angiospermas
Begonia kuhlmannii Brade,Angiospermas
Begonia larorum L.B.Sm. & Wassh.,Angiospermas
Begonia obscura Brade,Angiospermas
Begonia organensis Brade,Angiospermas
Begonia paranaensis Brade,Angiospermas
Begonia paulensis A.DC.,Angiospermas
Begonia perdusenii Brade,Angiospermas
Begonia piresiana Handro,Angiospermas
Begonia pluvialis L.B.Sm. ex S.F.Sm. & Wassh.,Angiospermas
Begonia polygonifolia A.DC.,Angiospermas
Begonia radicans Vell.,Angiospermas
Begonia ruschii L.Kollmann,Angiospermas
Begonia salesopolensis S.J.Gomes da Silva & Mamede,Angiospermas
Begonia santoslimae Brade,Angiospermas
Begonia scharffii Hook.,Angiospermas
Begonia stenolepis L.B.Sm. & R.C.Sm.,Angiospermas
Begonia sylvatica Meisn. ex A.DC.,Angiospermas
Begonia toledoana Handro,Angiospermas
Begonia undulata Schott,Angiospermas
Begonia valdensium A.DC.,Angiospermas
Begonia velloziana Walp.,Angiospermas
Begonia venosa Skan ex Hook.,Angiospermas
Begonia vicina Irmsch.,Angiospermas
Bixa arborea Huber,Angiospermas
Bixa orellana L.,Angiospermas
Acanthostachys pitcairnioides (Mez) Rauh & Barthlott,Angiospermas
Aechmea alopecurus Mez,Angiospermas
Aechmea amicorum B.R. Silva & H. Luther,Angiospermas
Aechmea apocalyptica Reitz,Angiospermas
Aechmea azurea L.B.Sm.,Angiospermas
Aechmea bambusoides L.B.Sm. & Reitz,Angiospermas
Aechmea bromeliifolia (Rudge) Baker,Angiospermas
Aechmea candida E.Morren ex Baker,Angiospermas
Aechmea capixabae L.B.Sm.,Angiospermas
Aechmea cariocae L.B.Sm.,Angiospermas
Aechmea castanea L.B.Sm.,Angiospermas
Aechmea caudata Lindm.,Angiospermas
Aechmea cylindrata Lindm.,Angiospermas
Aechmea distichantha Lem.,Angiospermas
Aechmea echinata (Leme) Leme,Angiospermas
Aechmea entringeri Leme,Angiospermas
Aechmea fosteriana L.B.Sm.,Angiospermas
Aechmea gamosepala Wittm.,Angiospermas
Aechmea gracilis Lindm.,Angiospermas
Aechmea kertesziae Reitz,Angiospermas
Aechmea kleinii Reitz,Angiospermas
Aechmea macrochlamys L.B.Sm.,Angiospermas
Aechmea marginalis Leme & J.A.Siqueira,Angiospermas
Aechmea muricata (Arruda) L.B.Sm.,Angiospermas
Aechmea mutica L.B.Sm.,Angiospermas
Aechmea nudicaulis (L.) Griseb.,Angiospermas
Aechmea orlandiana L.B.Sm.,Angiospermas
Aechmea pectinata Baker,Angiospermas
Aechmea pedicellata Leme & H.Luther,Angiospermas
Aechmea pimenti-velosoi Reitz,Angiospermas
Aechmea podantha L.B.Sm.,Angiospermas
Aechmea recurvata (Klotzsch) L.B.Sm.,Angiospermas
Aechmea roberto-seidelii E.Pereira,Angiospermas
Aechmea rubrolilacina Leme,Angiospermas
Aechmea sphaerocephala Baker,Angiospermas
Aechmea triangularis L.B.Sm.,Angiospermas
Aechmea vanhoutteana (Van Houtte) Mez,Angiospermas
Aechmea werdermannii Harms,Angiospermas
Aechmea winkleri Reitz,Angiospermas
Aechmea wittmackiana (Regel) Mez,Angiospermas
Alcantarea benzingii Leme,Angiospermas
Alcantarea farneyi (Martinelli & A.F.Costa) J.R.Grant,Angiospermas
Alcantarea geniculata (Wawra) J.R.Grant,Angiospermas
Alcantarea glaziouana (Leme) J.R.Grant,Angiospermas
Alcantarea imperialis (Carrière) Harms,Angiospermas
Alcantarea nahoumii (Leme) J.R.Grant,Angiospermas
Alcantarea nevaresii (Leme) J.R.Grant,Angiospermas
Alcantarea vinicolor (E.Pereira & Reitz) J.R.Grant,Angiospermas
Ananas fritzmuelleri Camargo,Angiospermas
Araeococcus montanus Leme,Angiospermas
Billbergia alfonsijoannis Reitz,Angiospermas
Billbergia brasiliensis L.B.Sm.,Angiospermas
Billbergia distachia (Vell.) Mez,Angiospermas
Billbergia lietzei E.Morren,Angiospermas
Billbergia macrocalyx Hook.,Angiospermas
Billbergia magnifica Mez,Angiospermas
Billbergia meyeri Mez,Angiospermas
Billbergia nutans H.H.Wendl. ex Regel,Angiospermas
Billbergia pohliana Mez,Angiospermas
