"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","minimumElevationInMeters","maximumElevationInMeters","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","640333","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Manihot","caerulescens",NA,"Manihot caerulescens","Pohl","A. C. Allem","3336","1985","08","22","South America","Brazil","Bahia","20 km a nordeste da ciudade rumo a Piritiba ao longo da rodovia BA-052","-41","-11.63","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=552715' target='other'> <mi>dwc_moreinfo</mi></a>","NY00640333","NY00640333_01","A. C. Allem","Morro do Chapéu","840","840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1028398","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Manihot","caerulescens","caerulescens","Manihot caerulescens caerulescens","Pohl","H. S. Irwin","14450","1966","04","06","South America","Brazil","Goiás","Serra Geral de Goiás, Rio da Prata, ca. 6 km S. of Posse","-46.37","-14.13","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1182496' target='other'> <mi>dwc_moreinfo</mi></a>","NY01028398","NY01028398_01","D. J. Rogers; S. G. Appan","Posse","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1028397","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Manihot","caerulescens","caerulescens","Manihot caerulescens caerulescens","Pohl","H. S. Irwin","16210","1966","05","28","South America","Brazil","Mato Grosso","Rio Turvo, ca. 210 km. N. of Xavantina. Serra do Roncador.","-51.83","-12.82","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1182494' target='other'> <mi>dwc_moreinfo</mi></a>","NY01028397","NY01028397_01","D. J. Rogers; S. G. Appan",NA,"500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","640357","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Manihot","caerulescens","caerulescens","Manihot caerulescens caerulescens","Pohl","W. R. Anderson","36702","1972","03","06","South America","Brazil","Bahia","Espigao Mestre, ca. 100 km WSW of Barreiras",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=525006' target='other'> <mi>dwc_moreinfo</mi></a>","NY00640357","NY00640357_01","D. J. Rogers",NA,"750","750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01451354","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Manihot","caerulescens","paraensis","Manihot caerulescens paraensis","(Müll.Arg.) D.J.Rogers & Appan","J. M. Pires","51058","1961","09","19","South America","Brazil","Amapá","Rio Araguari, 2 km. from river, road to Macapá from Porto Platon.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1692221' target='other'> <mi>dwc_moreinfo</mi></a>","NY01451354","NY01451354_01","D. J. Rogers; S. G. Appan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1028408","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Manihot","caerulescens","caerulescens","Manihot caerulescens caerulescens","Pohl","D. Philcox","4609","1968","03","22","South America","Brazil","Mato Grosso","2 km W. of km 264, Xavantina-Cachimbo road.","-51.77","-12.82","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1183374' target='other'> <mi>dwc_moreinfo</mi></a>","NY01028408","NY01028408_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01451200","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Manihot","caerulescens","caerulescens","Manihot caerulescens caerulescens",NA,"J. M. Pires","6118","1956","12","15","South America","Brazil","Pará","Serra do Cachimbo.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1692153' target='other'> <mi>dwc_moreinfo</mi></a>","NY01451200","NY01451200_01","D. J. Rogers; S. G. Appan",NA,"425","425",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","640359","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Manihot","caerulescens","caerulescens","Manihot caerulescens caerulescens","Pohl","R. M. Harley","16810","1974","03","05","South America","Brazil","Bahia","Serra do Curral Feio. 16km. N.W. of Lagoinha (5.5km. S.W. of Delfino) on side road to Minas do Mimoso","-41.33","-10.37","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=525003' target='other'> <mi>dwc_moreinfo</mi></a>","NY00640359","NY00640359_01","D. J. Rogers; S. G. Appan",NA,"950","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","503465","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Manihot","caerulescens",NA,"Manihot caerulescens","Pohl","A. M. Amorim","2864","1999","04","15","South America","Brazil","Bahia","Estrada Oliveira dos Brejinhos/Agua Quente, ca. de 6 km a partir de Oliveira dos Brejinhos","-42.8958","-12.3169","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=457087' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503465","NY00503465_01","M. L. L. Martins","Oliveira dos Brejinhos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1552388","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Manihot","caerulescens","caerulescens","Manihot caerulescens caerulescens",NA,"P. Clausen","s.n.",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1941470' target='other'> <mi>dwc_moreinfo</mi></a>","NY01552388","NY01552388_01","D. J. Rogers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01451351","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Manihot","caerulescens","paraensis","Manihot caerulescens paraensis","(Müll.Arg.) D.J.Rogers & Appan","J. M. Pires","6477","1956","12","25","South America","Brazil","Pará","Ao redor da cidade.","-54.7083","-2.44306","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1692181' target='other'> <mi>dwc_moreinfo</mi></a>","NY01451351","NY01451351_01","D. J. Rogers; S. G. Appan","Santarém",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","649183","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Manihot","caerulescens",NA,"Manihot caerulescens","Pohl","H. S. Irwin","30966","1971","02","24","South America","Brazil","Bahia","Serra da Agua de Rega, ca. 24km M. of Seabra, road to Agua de Rega",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=501518' target='other'> <mi>dwc_moreinfo</mi></a>","NY00649183","NY00649183_01","M. L. L. Martins",NA,"1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1028400","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Manihot","caerulescens","caerulescens","Manihot caerulescens caerulescens","Pohl","P. von Luetzelburg","26414","1935","02","11","South America","Brazil","Ceará","Serra de Araripe. Araras, Carasco.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1182517' target='other'> <mi>dwc_moreinfo</mi></a>","NY01028400","NY01028400_01","D. J. Rogers; S. G. Appan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","640345","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Manihot","caerulescens","caerulescens","Manihot caerulescens caerulescens","Pohl","D. Philcox","3109","1967","11","17","South America","Brazil","Mato Grosso","Road between base camp and main road. Km 264 Xavantina-Cachimbo road",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=525017' target='other'> <mi>dwc_moreinfo</mi></a>","NY00640345","NY00640345_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1028407","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Manihot","caerulescens","caerulescens","Manihot caerulescens caerulescens","Pohl","R. M. Harley","10533","1968","10","07","South America","Brazil","Mato Grosso","Near Base Camp.","-51.77","-12.82","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1183364' target='other'> <mi>dwc_moreinfo</mi></a>","NY01028407","NY01028407_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","640355","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Manihot","caerulescens","caerulescens","Manihot caerulescens caerulescens","Pohl","R. M. Harley","16863","1974","03","06","South America","Brazil","Bahia","Serra do Curral Feio. 22 km North-west of Lagoinha (which is 5.5km. S.W. of Delfino) on side road to Minas do Mimoso","-41.33","-10.33","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=525008' target='other'> <mi>dwc_moreinfo</mi></a>","NY00640355","NY00640355_01","D. J. Rogers",NA,"980","980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1027122","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Manihot","caerulescens",NA,"Manihot caerulescens","Pohl","H. S. Irwin","22938","1969","01","31","South America","Brazil","Minas Gerais","Serra do Espinhaço, immediately N. of Diamantina, road to Mendanha","-43.60095","-18.24","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1132331' target='other'> <mi>dwc_moreinfo</mi></a>","NY01027122","NY01027122_01",NA,"Diamantina","1150","1275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","1028405","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Manihot","caerulescens","caerulescens","Manihot caerulescens caerulescens","Pohl","J. A. Ratter","R835","1968","04","06","South America","Brazil","Mato Grosso","Near the Base Camp of the Expedition. (close to the Xavantina - São Felix road).","-51.87","-12.9","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1183356' target='other'> <mi>dwc_moreinfo</mi></a>","NY01028405","NY01028405_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","640350","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Manihot","caerulescens","caerulescens","Manihot caerulescens caerulescens","Pohl","H. S. Irwin","14821","1966","04","14","South America","Brazil","Bahia","Drainage of the Rio Corrente, Western Bahia. Near Rio Piau, ca. 150 km. S.W. of Barrreiras",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=525002' target='other'> <mi>dwc_moreinfo</mi></a>","NY00640350","NY00640350_01","D. J. Rogers; S. G. Appan",NA,"850","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","01451355","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Manihot","caerulescens","paraensis","Manihot caerulescens paraensis","(Müll.Arg.) D.J.Rogers & Appan","J. M. Pires","51058","1961","09","19","South America","Brazil","Amapá","Rio Araguari, 2 km. from river, road to Macapá from Porto Platon.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1692222' target='other'> <mi>dwc_moreinfo</mi></a>","NY01451355","NY01451355_01","D. J. Rogers; S. G. Appan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1550708","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Manihot","caerulescens","paraensis","Manihot caerulescens paraensis","(Müll.Arg.) D.J.Rogers & Appan","J. M. Pires","51058","1961","09","19","South America","Brazil","Amapá","Rio Araguari, 2 km. from river, road to Macapá from Porto Platon.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1825223' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550708","NY01550708_01 NY01550708_02 NY01550708_03","D. J. Rogers; S. G. Appan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","640348","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Manihot","caerulescens","caerulescens","Manihot caerulescens caerulescens","Pohl","D. J. Rogers","398","1961","03","03","South America","Brazil","Pernambuco","S. Jose do Belmonte (formerly Maniçobal). Farm 1 km N. of town. Plants from a former manicoba plantation, not now in active production",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=525014' target='other'> <mi>dwc_moreinfo</mi></a>","NY00640348","NY00640348_01","D. J. Rogers; S. G. Appan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","640334","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Manihot","caerulescens",NA,"Manihot caerulescens","Pohl","A. C. Allem","2973","1984","11","15","South America","Brazil","Bahia","A 8 km do entroncamento da BR-242 rumo a Lençóis","-41.33","-12.5","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=552712' target='other'> <mi>dwc_moreinfo</mi></a>","NY00640334","NY00640334_01","A. C. Allem","Lençóis","470","470",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","640362","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Manihot","caerulescens","caerulescens","Manihot caerulescens caerulescens","Pohl","P. von Luetzelburg","1348","1913",NA,NA,"South America","Brazil","Bahia","Serra do Rio Preto",NA,NA,"sheet","Communicavit herb. reg. monacense <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=525010' target='other'> <mi>dwc_moreinfo</mi></a>","NY00640362","NY00640362_01","D. J. Rogers; S. G. Appan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","640336","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Manihot","caerulescens",NA,"Manihot caerulescens","Pohl","A. C. Allem","3144","1985","07","31","South America","Brazil","Ceará","Próximo do sitio Palmeira-Comprmida","-41","-3.73","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=552714' target='other'> <mi>dwc_moreinfo</mi></a>","NY00640336","NY00640336_01","A. C. Allem","Tianguá","840","840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","1028395","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Manihot","caerulescens",NA,"Manihot caerulescens","Pohl","G. G. Hatschbach","41599","1978","10","21","South America","Brazil","Minas Gerais","Grão Mogol, arredores","-42.8943","-16.5648","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1182271' target='other'> <mi>dwc_moreinfo</mi></a>","NY01028395","NY01028395_01","A. C. Allem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","01451353","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Manihot","caerulescens","paraensis","Manihot caerulescens paraensis","(Müll.Arg.) D.J.Rogers & Appan","J. M. Pires","51058","1961","09","19","South America","Brazil","Amapá","Rio Araguari, 2 km. from river, road to Macapá from Porto Platon.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1692191' target='other'> <mi>dwc_moreinfo</mi></a>","NY01451353","NY01451353_01","D. J. Rogers; S. G. Appan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","1027074","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Manihot","caerulescens",NA,"Manihot caerulescens","Pohl","H. S. Irwin","28104","1970","03","23","South America","Brazil","Minas Gerais","Serra do Espinhaço, ca. 15 km N. of São João da Chapada","-43.68125","-17.99895","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1132092' target='other'> <mi>dwc_moreinfo</mi></a>","NY01027074","NY01027074_01","M. L. L. Martins","Diamantina","975","975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","1028393","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Manihot","caerulescens",NA,"Manihot caerulescens","Pohl","H. S. Irwin","27475","1970","03","14","South America","Brazil","Minas Gerais","Serra do Espinhaço, Ca. 18 km E. of Diamantina","-43.5366667","-18.1838","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1182263' target='other'> <mi>dwc_moreinfo</mi></a>","NY01028393","NY01028393_01","W. Punt","Diamantina","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","640330","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Manihot","caerulescens",NA,"Manihot caerulescens","Pohl","R. M. Harley","27106","1988","12","11","South America","Brazil","Bahia","Pico das Almas. Vertente leste. Entre Junco-Faz. Brumadinho, 9-14 km ao N-O da cidade","-41.9","-13.53","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=552716' target='other'> <mi>dwc_moreinfo</mi></a>","NY00640330","NY00640330_01","I. Cordeiro","Rio de Contas","1200","1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","1028402","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Manihot","caerulescens","caerulescens","Manihot caerulescens caerulescens","Pohl","W. R. Anderson","35133","1972","02","02","South America","Brazil","Minas Gerais","Serra do Espinhaço, ca. 35 km SW of Gouveia, km 243 on MG-259","-43.98545","-18.6094","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1182528' target='other'> <mi>dwc_moreinfo</mi></a>","NY01028402","NY01028402_01","D. J. Rogers","Gouveia","1080","1080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
