"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","recordNumber","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","typeStatus","relatedCatalogItem","relationshipType","previousCatalogNumber","individualCount","fieldNumber","infraspecificEpithet","sex"
"946","2021-02-11 17:18:37-03","UFPR","UPCB","29814","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.","Kozera, C. & Silva, S.M.","Kozera, C.","1997","02","04","Brasil","Paraná","Curitiba","Parque Barigüi","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Árvore, ca. 10m..",NA,NA,"1997","03",NA,"485",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"947","2021-02-11 17:18:37-03","UFPR","UPCB","29815","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.","Silva, S.M. & Kozera, C.","Kozera, C.","1996","12","17","Brasil","Paraná","Curitiba","Parque Barigüi","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Árvore, ca. 10m, flor alva. Orla da floresta com Araucaria..",NA,NA,"1997","03",NA,"443",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"948","2021-02-11 17:18:37-03","UFPR","UPCB","35575","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.","Hatschbach, G.","Santos, E.P.","1998","11","24","Brasil","Paraná","Palmeira","Recanto dos Papagaios","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"Arbusto de ± 1,5 m, flores alvas. Beira do rio dos Papagaios, ± 1100 m de altitude..",NA,NA,"1999","09","23","649",NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"949","2021-02-11 17:18:37-03","UFPR","UPCB","66325","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.","Meireles, L.D.","Castro, R.M.de","2001","06","09","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama.","-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,"Árvore com ca 7m de altura na borda da mata, próximo ao curso d'água, na cachoeira. Frutos pardacentos..",NA,NA,"2002","05",NA,"479",NA,NA,NA,NA,"11991","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"950","2021-02-11 17:18:37-03","UFPR","UPCB","22977","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.","Cervi, A.C.","Cervi, A.C.","1990","11","23","Brasil","Paraná","Jaguariaíva","Rio das Mortes","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"Arbusto, 3m, flor creme. Floresta ciliar..",NA,NA,NA,NA,NA,"3249",NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"951","2021-02-11 17:18:37-03","UFPR","UPCB","29241","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.","Cervi, A.C. & Santos, E.P.","Santos, E.P.","1996","11","07","Brasil","Paraná","Jaguariaíva","Rio das Mortes, Estrada Jaguariaíva-Sengés","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"Arvoreta, ca. 5m x 6cm, pendente. Beira de rio..",NA,NA,"1996","12",NA,"204",NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"952","2021-02-11 17:18:37-03","UFPR","UPCB","29813","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.","Kozera, C. & Silva, S.M.","Kozera, C.","1996","01","08","Brasil","Paraná","Cruz Machado","Santana","-51.3466987609863","-26.0174999237061",NA,NA,NA,NA,"Árvore, ca. 8m, inflorescência alva..",NA,NA,"1997","03",NA,"44",NA,NA,NA,NA,"52323","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"953","2013-10-16 09:52:00-03","MO","MOBOT","100640294","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.","G. Hatschbach","Gert G. Hatschbach|J.M. Silva","1990","10","13","Brazil","Goiás","Campo Alegre de Goiás","Rod. GO-118 prox. ao Corrego Imbirucu.","-47.7783012390137","-17.6331005096436",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hatschbach 54372",NA,NA,"South America",NA,"53964","auto",NA,NA,NA,NA,NA,"1",NA,NA,NA
"954","2012-04-20 18:00:00-03","MO","MOBOT","3150615","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.","Pereira","Ezechias P. Heringer|Tarciso S. Filgueiras|Roberta C. de Mendonça|B.A.S. Pereira","1979","8","9","Brazil","Distrito Federal",NA,"Bacia do Rio Sao Bartolomeu.","-47.9166667","-16.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heringer 1936",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"955","2008-05-27 22:02:00-03","MO","MOBOT","3153223","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.","Fickel","Gert G. Hatschbach","1973","12","12","Brazil","Paraná",NA,"Passo do Jaou (mun. Guarapuava).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hatschbach 33480",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"956","2009-10-06 12:05:00-03","MO","MOBOT","100220093","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.","Stephen F. Smith","Ronaldo Wasum|et al.","1996","5","25","Brazil","Rio Grande do Sul",NA,"São Francisco de Paula - Lajeado Grande em beira de estrada.",NA,NA,NA,NA,"850.00000000",NA,NA,NA,NA,NA,NA,NA,"Wasum 12004",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"957","2009-10-06 12:07:00-03","MO","MOBOT","100220094","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.","S. F. Smith","Ronaldo Wasum|et al.","1996","4",NA,"Brazil","Rio Grande do Sul",NA,"Erechim - IBDF.",NA,NA,NA,NA,"780.00000000",NA,NA,NA,NA,NA,NA,NA,"Wasum 11249",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"958","2009-07-21 23:34:00-03","MO","MOBOT","2458955","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.",NA,"Per Dusén","1912","2","1","Brazil","Paraná",NA,"Serrinha.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dusén 13630",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"959","2009-12-04 16:17:00-02","MO","MOBOT","3153463","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.","Liesner","Gert G. Hatschbach","1980","12","30","Brazil",NA,NA,"Bacaetava (mun. Bocaiuva do Sul)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hatschbach 1421",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"960","2014-12-21 13:43:00-02","MO","MOBOT","3149770","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.","Fickel","Ezechias P. Heringer|Tarciso S. Filgueiras|Roberta C. de Mendonça|B.A.S. Pereira|Anajúlia E. Heringer Salles|F. Silva","1979","12","27","Brazil","Distrito Federal",NA,"Proximidadrs do Gama.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heringer 2981",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"961","2013-03-03 12:57:00-03","MO","MOBOT","3149830","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.","J. Bradford","James A. Ratter|S.J. da Fonséca","1976","6","15","Brazil","Distrito Federal",NA,"In the area of the Corrego Cabeca de Veado c 9.5 km SSe of Brasilia TV Tower.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ratter 3176",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"962","2008-05-27 22:02:00-03","MO","MOBOT","3149896","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.","Liesner","R. Kummrow","1981","12","22","Brazil","Paraná",NA,"Purgatorio (mun. Piraquara).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kummrow 1609",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"963","2009-12-06 08:17:00-02","MO","MOBOT","3149969","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.","Smith","Gert G. Hatschbach|E.L. Barbosa","1997","11","18","Brazil","Minas Gerais",NA,"Serra do Cabral, prócimo de Matinha (mun. Joaquim Felicio)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hatschbach 67209",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"964","2014-03-10 09:51:00-03","MO","MOBOT","3150099","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.","R.Liesner (MO)","Martins, *",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Martins 93",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"965","2008-05-27 22:02:00-03","MO","MOBOT","3150121","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.","Stephen F. Smith","Ronaldo Wasum","1999","12","11","Brazil",NA,NA,"RS - Mun. Sao Francisco de Paula - Linha Sao Paulo em beira da estrada.","-50.65944","-29.36",NA,NA,"850.00000000",NA,NA,NA,NA,NA,NA,NA,"Wasum 342",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"966","2013-06-13 10:03:00-03","MO","MOBOT","3150239","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.","R.Liesner","Gert G. Hatschbach","1978","12","5","Brazil",NA,NA,"Bocaiuva do Sul, arredores, Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hatschbach 41915",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"967","2017-11-10 19:49:00-02","MO","MOBOT","3150325","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.","Fickel","Howard S. Irwin|Thomas R. Soderstrom","1964","8","17","Brazil","Distrito Federal",NA,"Cerradco, Chapada da Contagem, ca. 20km E. of Brasilia. Occasional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Irwin 5260",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"968","2013-06-13 10:37:00-03","MO","MOBOT","3150484","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.","R.Liesner (MO)","Auguste F.M. Glaziou","1876",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Glaziou 8247",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"969","2008-05-27 22:02:00-03","MO","MOBOT","3150964","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.","Hatschbach","Gert G. Hatschbach","1971","12","8","Brazil","Paraná",NA,"Prainhas (mun. Porto Vitoria)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hatschbach 28368",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"970","2020-05-30 04:37:00-03","MO","MOBOT","3151088","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.","R.Liesner (MO)","Ernst Üle","1898",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Üle 4551",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"971","2008-05-27 22:02:00-03","MO","MOBOT","3151117","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.","Liesner","Leslie R. Landrum","1981","12","2","Brazil","Paraná",NA,"Mun. Palmeira, Fazenda Santa Rita, ca. 65 km W of Curitiba on road to Ponta Grossa . Mixed evergreen forest dominated by Araucaria and surrounding campos.","-49.83333","-25.41666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Landrum 3932",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"972","2017-11-10 19:55:00-02","MO","MOBOT","3151126","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.","R.Liesner (MO)","Howard S. Irwin|R. Souza|R. Reis dos Santos","1965","10","5","Brazil","Distrito Federal",NA,"Gallery forest and adjacent meadow and cerrado, near Sobradinho.",NA,NA,NA,NA,"1100.00000000",NA,NA,NA,NA,NA,NA,NA,"Irwin 8955",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"973","2008-05-27 22:02:00-03","MO","MOBOT","3151302","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.",NA,"* MARQUETE","1993","6","29","Brazil","Rio de Janeiro",NA,"Mun. Parati, Apa-cairucu.","-44.5","-23.16666",NA,NA,"430.00000000",NA,NA,NA,NA,NA,NA,NA,"MARQUETE 1087",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"974","2009-11-20 06:16:00-02","MO","MOBOT","3151646","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.",NA,"Gert G. Hatschbach|R. Kummrow","1974","11","24","Brazil","Goiás",NA,"BR-060 (mun. Jatai )",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hatschbach 35094",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"975","2008-05-27 22:02:00-03","MO","MOBOT","3151710","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.","Fickel","WEBER","1946","11","10","Brazil",NA,NA,"S. Leopoldo, RGS. In silvula campestri.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WEBER 35567",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"976","2014-12-21 13:43:00-02","MO","MOBOT","3151946","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.","Fickel","Ezechias P. Heringer|Tarciso S. Filgueiras|Roberta C. de Mendonça|B.A.S. Pereira|Anajúlia E. Heringer Salles|F. Silva","1980","5","5","Brazil","Distrito Federal",NA,"Area de inundao da Barragem Do Rio Sao Bartolemeu.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heringer 4704",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"977","2015-12-19 22:19:00-02","MO","MOBOT","3152116","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.","Fickel","B.A.S. Pereira","1979","11","18","Brazil","Distrito Federal",NA,"Prócimo ao Parque do Gama.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pereira 7",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"978","2014-12-21 13:43:00-02","MO","MOBOT","3152430","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.","Fickel","Ezechias P. Heringer|Tarciso S. Filgueiras|Roberta C. de Mendonça|B.A.S. Pereira|Anajúlia E. Heringer Salles|F. Silva","1980","10","23","Brazil","Distrito Federal",NA,"Adjacencias da Cachoeira do Pipiripau.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heringer 5685",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"979","2009-12-06 08:17:00-02","MO","MOBOT","3152761","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.","S.F. Smith","Gert G. Hatschbach|E.L. Barbosa","1997","11","18","Brazil","Minas Gerais",NA,"Serra do Cabral, próximo de Matinha (mun Joaquin Felicio)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hatschbach 67209",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"980","2008-05-27 22:02:00-03","MO","MOBOT","3153799","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.","Hatschbach","Gert G. Hatschbach","1967","12","4","Brazil","Pernambuco",NA,"Passo do Pupo (mun. P. Grossa)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hatschbach 17978",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"981","2008-05-27 22:02:00-03","MO","MOBOT","64585","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.","J. Bradford (MO)","Alwyn H. Gentry|Elsa M. Zardini|Cyl Farney","1985","1","16","Brazil","Minas Gerais",NA,"CARACA: Trail to Cascatinha, behind monastery, Parque Natural de Caraca. transition between cerrado and campo de altura along black water stream.","-43.5","-20.25",NA,NA,"1300.00000000",NA,NA,NA,NA,NA,NA,NA,"Gentry 49612",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"3","85-48",NA,NA
"982","2009-07-21 23:34:00-03","MO","MOBOT","2458988","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","tomentosa","Lamanonia tomentosa","(Cambess.) Kuntze",NA,"Per Dusén","1911","11","26","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dusén 13481",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"983","2013-10-16 09:59:00-03","MO","MOBOT","100640298","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","tomentosa","Lamanonia tomentosa","(Cambess.) Kuntze","J. Kallunki","William R. Anderson|M.T. Stieber|Joseph H. Kirkbride, Jr.","1972","2","17","Brazil","Minas Gerais",NA,"Serra do Espinahco. Serra do Cipo, sloping, rocky cerrado, bordered by forest along stream, and by grassy, recently burned campo, sandy soil with sandstone.",NA,NA,NA,NA,"1200.00000000",NA,NA,NA,NA,NA,NA,NA,"Anderson 36131",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"984","2011-02-02 12:54:00-02","MO","MOBOT","2459036","PreservedSpecimen","Plantae","Cunoniaceae","Lamanonia","tomentosa","Lamanonia tomentosa","(Cambess.) Kuntze",NA,"Gustavo Niederlein",NA,NA,NA,"Brazil","Paraná",NA,"Boa Vista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Niederlein 2181",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"985","2019-03-29 10:41:19-03","UFSM","HDCF","3521","S","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.","Figueira, M.","?",NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","01","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"986","2019-03-29 10:41:19-03","UFSM","HDCF","5390","S","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.","Longhi, S. J.","Longhi, S. J.","2004","01","09","Brasil","Rio Grande do Sul","São Francisco de Paula","Próximo a cidade de São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Flores terminais brancas",NA,NA,"2004","01","09",NA,NA,NA,"América",NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"987","2019-03-29 10:41:19-03","UFSM","HDCF","3429","S","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.","Longhi, S. J.","Adamy, S.; et al.","1988","01","22","Brasil","Rio Grande do Sul","Canela","FLONA","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,"Madeira coletada",NA,NA,"1989","10","11",NA,NA,NA,"América",NA,"16452","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"988","2019-03-29 10:41:19-03","UFSM","HDCF","4776","S","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.","Figueira, M.","?",NA,NA,NA,"Brasil","Rio Grande do Sul","Nova Prata",NA,"-51.6100006103516","-28.783899307251",NA,NA,NA,NA,NA,NA,NA,"2016","01","27",NA,NA,NA,"América",NA,"18634","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"989","2019-03-29 10:41:19-03","UFSM","HDCF","4370","S","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.","Longhi, S. J.","Machado, P. F. S.","1991","01","13","Brasil","Rio Grande do Sul","Osório","Morro Osório","-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"Trabalho científico Ciência e natura (1991)",NA,NA,"1991","01","13",NA,NA,NA,"América",NA,"27350","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"990","2019-03-29 10:41:19-03","UFSM","HDCF","4749","S","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.","Longhi, S. J.","Longhi, S. J.","1997","11","12","Brasil","Rio Grande do Sul","São Francisco de Paula","Sitio do Bepe","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Flores brancas",NA,NA,"1997","11","12",NA,NA,NA,"América",NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"991","2019-03-29 10:41:19-03","UFSM","HDCF","1058","S","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.","Schindler, B.","Simionato, A.","1977","02",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","FLONA","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,NA,"2016","03","30",NA,NA,NA,"América",NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"992","2016-09-05 16:02:17-03","UFSM","HDCF","437","S","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.","Büneker, H. M.","Longhi, S. J.","1976","12","16","Brasil","Rio Grande do Sul","Passo Fundo","FLONA","-52.184444","-28.316667","-52.184444","-28.316667",NA,NA,"Coletada no interior des talhões de araucária. Sobral prefere usar Lamanonia ternata Vell.",NA,NA,"2013","12","10","90",NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"993","2018-07-16 16:51:31-03","UNIOESTE","UNOP","6275","S","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.","Mello Barreto","Mello-Barreto","1939","11","09","Brasil","Minas Gerais","Belo Horizonte","Estaçao experimental","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"Flor amarelada.",NA,NA,NA,NA,NA,"10234",NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"994","2015-05-20 10:34:22-03","UFERSA","MOSS","9351","S","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.","Aguiar, S.N.F.","Moreira, K.R.da S.","2005","04","14","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília, área do Poçaõ.","-47.849722","-15.865556","47W50'59","15S51'56","1117","1117","Árvore com 10 m.; coletado em mata de galeria; frutos imaturo verde.",NA,NA,"2005","04","14","113",NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"995","2015-05-20 10:34:22-03","UFERSA","MOSS","9352","S","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.","Oliveira, M.","Paiva, V.F.","2005","11","01","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília.","-47.85","-15.880556","47W51'00","15S52'50","1025","1025","Árvore; coletada em borda de mata, área de visitação; flor creme; fruto imaturo verde, seco marrom",NA,NA,"2005","11","01","312",NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"996","2020-08-31 09:08:37-03","INPA","INPA","250252","S","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.","Zickel, CS","Pirani, JR","1980","07","19","Brasil","Minas Gerais","Gouveia","Fazenda Prata (de Everaldo Gonçalves). Mata ciliar em transição para cerrado.","-43.7407989501953","-18.4543991088867",NA,NA,NA,NA,NA,"INPA0250252","INPA0250252 INPA0250252_e","1997","08",NA,"170","Dicotyledon Com-Clade","Oxalidales","Southern America",NA,"37970","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"997","2020-08-31 09:08:37-03","INPA","INPA","152508","S","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.",NA,"Cervi, AC","1987","11","27","Brasil","Paraná","Ipiranga","Rodovia BR 373","-50.5842018127441","-25.0238990783691",NA,NA,NA,NA,NA,"INPA0152508","INPA0152508 INPA0152508_e",NA,NA,NA,"2506","Dicotyledon Com-Clade","Oxalidales","Southern America",NA,"31827","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"998","2020-08-31 09:08:37-03","INPA","INPA","200612","S","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.","Smith, SF","Hatschbach, GG","1997","11","18","Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral, próximo de Matinha.","-44.1721992492676","-17.7574996948242",NA,NA,NA,NA,NA,"INPA0200612","INPA0200612 INPA0200612_e","1999",NA,NA,"67209","Dicotyledon Com-Clade","Oxalidales","Southern America",NA,"37503","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"999","2020-08-31 09:08:37-03","INPA","INPA","250255","S","Plantae","Cunoniaceae","Lamanonia","ternata","Lamanonia ternata","Vell.","Pirani, JR","Zappi, DC","1987","02","02","Brasil","Minas Gerais","Santana do Riacho","Km 106 ao longo da rodovia Belo Horizonte - Conceição do Mato Dentro. Mata de galeria.","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,"INPA0250255","INPA0250255 INPA0250255_e","1989",NA,NA,"s.n.","Dicotyledon Com-Clade","Oxalidales","Southern America",NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
