"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","coordinatePrecision","geoFlag","yearIdentified","class","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber","infraspecificEpithet"
"15","2019-11-21 14:40:08-03","UFJF","CESJ","69294","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Eugenia","nutans","Eugenia nutans","O.Berg",NA,"G.B. Oliveira; M.A. Manhães; A. Cabral; F.R.G. Salimena; P.H. Nobre","368","América do Sul","Brasil","Minas Gerais",NA,"Arbusto de 1,5-3 m, flores alvas e estames alvos, em frente a entradas da gruta","CESJ069294",NA,"M. Sobral","2017","02","18","Parque Estadual do Ibitipoca, Nanofloresta Nebular, Gruta dos Fugitivos, 15-20m da entrada da gruta","-43.883056","-21.677778","1670","1670","Lima Duarte",NA,NA,"2019",NA,"05",NA,"-43.883056","-21.677778",NA,NA,NA,NA,NA
"16","2019-11-21 14:40:08-03","UFJF","CESJ","9745B","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Eugenia","nutans","Eugenia nutans","O.Berg",NA,"L. Krieger","CESJ9745B","América do Sul","Brasil","Minas Gerais",NA,"Arbusto, flores passadas. Frutos amarelos comestíveis. Guabiroba.","CESJ09745B",NA,"M. Sobral","1970","12","19",NA,"-43.801399230957","-20.2532997131348",NA,NA,"Itabirito","20553","auto","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-11-21 14:40:08-03","UFJF","CESJ","48530","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Eugenia","nutans","Eugenia nutans","O.Berg",NA,"L. Menini Neto; C.N. Matozinhos; N.L. Abreu; T.Trindade; E.A. Feliciano; P.L. Viana","303","América do Sul","Brasil","Minas Gerais",NA,"Arvoreta, ca. 2m alt., em mata nebular, folhas levemente discolores, fruto verde acastanhado, cálice persistente verde-claro.","CESJ048530",NA,"M. Sobral; K. Antunes","2007","01","27","Serra Negra, Burro de Ouro.","-43.8278007507324","-22.0891990661621",NA,NA,"Rio Preto","20815","auto","2007",NA,"04","27",NA,NA,NA,NA,NA,NA,NA
"18","2019-11-21 14:40:08-03","UFJF","CESJ","46999","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Eugenia","nutans","Eugenia nutans","O.Berg",NA,"P.L. Viana; N.F.O. Mota","1926","América do Sul","Brasil","Minas Gerais",NA,"Subarbusto em campo de altitude. Flores brancas.","CESJ046999",NA,"M. Sobral; K. Antunes","2006","02","26","Serra Negra, Burro de Ouro.","-43.8278007507324","-22.0891990661621",NA,NA,"Rio Preto","20815","auto","2007",NA,"04","27",NA,NA,NA,NA,NA,NA,NA
"19","2019-11-21 14:40:08-03","UFJF","CESJ","61325","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Eugenia","nutans","Eugenia nutans","O.Berg",NA,"K. Antunes; R.J.V. Alves; J.H.C. Ribeiro; N. L. Abreu","342","América do Sul","Brasil","Minas Gerais",NA,"Arbusto, 1,5m alt., campo quartizítico. Fruto roxo, nigrescente quando maduro","CESJ061325",NA,"K. Antunes","2012","10","20","Serra Negra, Trilha para Ninho da Égua","-43.8278007507324","-22.0891990661621",NA,NA,"Rio Preto","20815","auto","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-11-21 14:40:08-03","UFJF","CESJ","48849","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Eugenia","nutans","Eugenia nutans","O.Berg",NA,"K. Antunes; N.L. Abreu; P.L. Viana; F.S. Souza; N.F.O. Mota; T.E. Almeida; A.M. Teles; B.No","241","América do Sul","Brasil","Minas Gerais",NA,"Arbusto, ca. 2m, campo com solo arenoso. Flores passadas, em frutificação.","CESJ048849",NA,"M. Sobral; K. Antunes","2007","04","10","Serra Negra, Trilha para o Burro de Ouro","-43.8278007507324","-22.0891990661621",NA,NA,"Rio Preto","20815","auto","2007",NA,"04","27",NA,NA,NA,NA,NA,NA,NA
"21","2019-11-21 14:40:08-03","UFJF","CESJ","47389","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Eugenia","nutans","Eugenia nutans","O.Berg",NA,"N.L. Abreu; L. Menini Neto; O.J. Bastos Neto","88","América do Sul","Brasil","Minas Gerais",NA,"Arbusto ca. 2m , borda de mata. Folhas discolores, flores brancas.","CESJ047389",NA,"M. Sobral; K. Antunes","2006","04","18","Serra Negra, Trilha para o Ninho da Égua.","-43.8278007507324","-22.0891990661621",NA,NA,"Rio Preto","20815","auto","2007",NA,"04","27",NA,NA,NA,NA,NA,NA,NA
"22","2019-11-06 09:56:39-03","UFOP","OUPR","20817","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","nutans","Eugenia nutans","O.Berg",NA,"Messias, M.C.T.B.; Silva, J.L.; Tonaco, A.C. & Ataíde, E.S.","1613",NA,"Brasil","Minas Gerais",NA,"Botões florais verdes",NA,NA,"Sobral, M.","2007","11","28","Serra de Antônio Pereira, Samarco - Alegria 7, em capão de mata","-43.5080986022949","-20.2875003814697",NA,NA,"Ouro Preto","44599","auto","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-10-14 10:03:23-03","FURB","FURB","19044","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","nutans","Eugenia nutans","O.Berg",NA,"Dreveck, S.; Carneiro, F.E.","1087",NA,"Brasil","Santa Catarina",NA,"Florística IFFSC 1068 (Arbórea) Habitat: Floresta Ombrófila Densa de Terras Baixas; interior do fragmento Habito: arbórea; flor branca","FURB02461","FURB02461 FURB02461_1","Sobral, M","2009","09","23",NA,"-48.7802778","-26.1002778","112","112","Garuva",NA,NA,"2010",NA,"01","25","-48.7802778","-26.1002778",NA,NA,NA,NA,NA
"24","2019-11-08 08:53:48-03","FURB","FURB","2324","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","nutans","Eugenia nutans","O.Berg",NA,"Sobral, M.",NA,NA,"Brasil","Santa Catarina",NA,NA,"FURB32298","FURB32298","Sobral, M","2001","02","03","Spitzkopf.","-49.1327778","-27.025",NA,NA,"Blumenau",NA,NA,"2009",NA,"07","17","-49.1327778","-27.0250000",NA,NA,NA,NA,NA
"25","2020-10-14 10:03:23-03","FURB","FURB","45205","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","nutans","Eugenia nutans","O.Berg",NA,"Mayer, M.; Oliveira, A.A. de","650",NA,"Brasil","Santa Catarina",NA,"Florística Entorno IFFSC 419","FURB32296","FURB32296","Oliveira, AA de","2014","10","17","Planalto Areado.","-49.68","-27.36","514","514","Agronômica",NA,NA,NA,NA,NA,NA,"-49.6800000","-27.3600000",NA,NA,NA,NA,NA
"26","2019-11-08 08:53:48-03","FURB","FURB","6251","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","nutans","Eugenia nutans","O.Berg",NA,"Vieira, F.C.S.","629",NA,"Brasil","Santa Catarina",NA,NA,"FURB32297","FURB32297","Sobral, M","2004","11","25","Castelo dos Bugres.","-48.8456001281738","-26.3043994903564","900","900","Joinville","37150","auto","2009",NA,"07","17",NA,NA,NA,NA,NA,NA,NA
"27","2014-10-14 15:56:58-03","BS","M","M-0137825","S","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","nutans","Eugenia nutans","O.Berg","TYPE","Martius, C.F.P. von",NA,NA,"Brasil",NA,NA,NA,"M0137825",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2014-10-14 15:56:58-03","BS","M","M-0137824","S","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","nutans","Eugenia nutans","O.Berg","ISOTYPE","Martius, C.F.P. von",NA,NA,"Brasil",NA,NA,NA,"M0137824",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-21 19:37:33-03","UFC","EAC","64063","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","nutans","Eugenia nutans","O.Berg",NA,"Tameirão Neto, E.; Vidal, C.V.","5489","Southern America","Brasil","Minas Gerais",NA,"Arbustivo/subarbustivo, altura 2,5 m; botões florais brancos.; Campo rupestre sobre formação quartzítica.","EAC0064063",NA,"Sobral, M.","2013","11","27",NA,"-43.302778","-19.163611","845","845","Conceição do Mato Dentro",NA,NA,"2015",NA,"05","18","-43.302778","-19.163611",NA,NA,NA,NA,NA
"30","2021-03-21 19:37:33-03","UFC","EAC","64062","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","nutans","Eugenia nutans","O.Berg",NA,"Tameirão Neto, E.; Vidal, C.V.","5396","Southern America","Brasil","Minas Gerais",NA,"Arbóreo, altura 1,5 m; botões florais creme.; Floresta estacional semidecidual.","EAC0064062",NA,"Sobral, M.","2013","11","23",NA,"-43.3975","-19.01","998","998","Conceição do Mato Dentro",NA,NA,"2015",NA,"05","18","-43.3975","-19.01",NA,NA,NA,NA,NA
"31","2021-03-21 19:37:33-03","UFC","EAC","64070","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","nutans","Eugenia nutans","O.Berg",NA,"Tameirão Neto, E.; Vidal, C.V.","5625","Southern America","Brasil","Minas Gerais",NA,"Arbóreo, altura 25,5 m; fruto amarelado.; Floresta estacional semidecidual.","EAC0064070",NA,NA,"2015","05","05",NA,"-43.396667","-19.077778",NA,NA,"Conceição do Mato Dentro",NA,NA,NA,NA,NA,NA,"-43.396667","-19.077778",NA,NA,NA,NA,NA
"32","2020-12-21 16:36:30-03","MBM","MBM","191800","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","eurysepala","Eugenia eurysepala","Kiaersk.",NA,"Dunaiski Jr.; A.; A.","s.n.","Southern America","Brazil","Paraná",NA,NA,"MBM191800","MBM191800","Sobral, M.","1990","02","11","Mananciais da serra","-49.0633010864258","-25.4416999816895",NA,NA,"Piraquara","12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:36:30-03","MBM","MBM","169856","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","eurysepala","Eugenia eurysepala","Kiaersk.",NA,"Poliquesi, C.B.; Cordeiro, J.; Cordeiro, J.","220","Southern America","Brazil","Paraná",NA,NA,"MBM169856","MBM169856","Sobral, M.","1994","11","09","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,"Guaratuba","41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:36:30-03","MBM","MBM","38425","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","eurysepala","Eugenia eurysepala","Kiaersk.",NA,"Dziewa, A.","130","Southern America","Brazil","Paraná",NA,NA,"MBM038425","MBM038425","Sobral, M.","1975","02","15","Rio Taquaral","-48.834400177002","-25.476900100708",NA,NA,"Morretes","30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:36:36-03","MBM","MBM","306354","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","nutans","Eugenia nutans","O.Berg",NA,"Kollmann, L.","7089","Southern America","Brazil","Espírito Santo",NA,NA,"MBM306354","MBM306354","Sobral, M.","2004","10","17","Belém","-40.7461013793945","-20.040599822998",NA,NA,"Santa Maria de Jetibá","31867","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:36:36-03","MBM","MBM","129205","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","nutans","Eugenia nutans","O.Berg",NA,"Hatschbach, G.; Hatschbach, M.; Nicolack, V.; Hatschbach, M.; Nicolack, V.","52888","Southern America","Brazil","Minas Gerais",NA,"Árvore 4-5m, frutos maduros pretos.; Campo rupestre, pequeno capão do alto de morro.","MBM129205","MBM129205","Stadnik, A.","1989","05","18","3,5km S","-43.4249992370605","-19.0372009277344","800","800","Conceição do Mato Dentro","60318","auto","2019",NA,"07","30",NA,NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:36:36-03","MBM","MBM","386624","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","nutans","Eugenia nutans","O.Berg",NA,"Engels, M.E.","1654","Southern America","Brazil","Santa Catarina",NA,"Arvoreta no bosque. Caule castanho. Folhas verdes discolores, mais claras na face abaxial. Flores alvas com anteras amareladas. Botôes florais verdes claros alvacentos.; Floresta Ombrófila Densa.","MBM386624","MBM386624","Vieira, F.C.S.","2013","09","27","Resgate FLORA Linha de transmissão elétrica Curitiba a Joinville. Aterro sanitário","-48.8456001281738","-26.3043994903564",NA,NA,"Joinville","37150","auto","2020",NA,"01","20",NA,NA,NA,NA,NA,NA,NA
"38","2015-04-14 15:49:07-03","MNHN","RECOLNAT_MNHN_P","P01902433","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","eurysepala","Eugenia eurysepala","Kiaersk.","isotype","Glaziou, A.",NA,NA,"Brésil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01902433' target='other'> <mi>dwc_moreinfo</mi></a>","P01902433","P01902433_01","Mazine-Capelo","1880","2","2","(Rio Jan.) Petropolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12001",NA,NA,NA,NA
"39","2015-11-07 06:23:53-02","MNHN","RECOLNAT_MNHN_P","P01902434","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","eurysepala","Eugenia eurysepala","Kiaersk.","isotype","Glaziou, A.",NA,NA,"Brésil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01902434' target='other'> <mi>dwc_moreinfo</mi></a>","P01902434","P01902434_01","Mazine-Capelo","1880","2","2","(Rio Jan.) Petropolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12001",NA,NA,NA,NA
"40","2015-11-07 06:23:57-02","MNHN","RECOLNAT_MNHN_P","P01902435","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","eurysepala","Eugenia eurysepala","Kiaersk.","isotype","Glaziou, A.",NA,NA,"Brésil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01902435' target='other'> <mi>dwc_moreinfo</mi></a>","P01902435","P01902435_01","Mazine-Capelo","1880","2","2","(Rio Jan.) Petropolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12001",NA,NA,NA,NA
"41","2015-11-07 07:12:23-02","MNHN","RECOLNAT_MNHN_P","P01902672","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","nutans","Eugenia nutans","O.Berg","type","Martius",NA,NA,"Brésil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01902672' target='other'> <mi>dwc_moreinfo</mi></a>","P01902672","P01902672_01",NA,NA,NA,NA,"s.l.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1228",NA,NA,NA,NA
"42","2015-09-04 21:45:31-03","MNHN","RECOLNAT_MNHN_P","P05237425","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","nutans","Eugenia nutans","O.Berg",NA,"Gaudichaud",NA,NA,"Brasil","Rio de Janeiro","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05237425' target='other'> <mi>dwc_moreinfo</mi></a>","P05237425","P05237425_01","Giaretta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"757",NA,NA,NA,NA
"43","2015-09-04 21:45:31-03","MNHN","RECOLNAT_MNHN_P","P05237446","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","nutans","Eugenia nutans","O.Berg",NA,"Gaudichaud, C.",NA,NA,"Brasil","Rio de Janeiro","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05237446' target='other'> <mi>dwc_moreinfo</mi></a>","P05237446","P05237446_01","Giaretta","1831","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"797",NA,NA,NA,NA
"44","2020-10-01 14:24:03-03","JBB","HEPH","35509","S","Plantae","Dicotyledon","Myrtales","Myrtaceae","Eugenia","nutans","Eugenia nutans","O.Berg",NA,"Quaresma, AS","631","Southern America","Brasil","Minas Gerais",NA,"BHCB189734",NA,NA,"Faria, JEQ","2017","08","10",NA,"-43.388056","-19.008333","852","852","Mariana",NA,NA,"2019",NA,"07",NA,"-43.388056","-19.008333",NA,NA,NA,NA,NA
"45","2020-12-11 11:39:08-03","UFMG","BHCB","90678","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","eurysepala","Eugenia eurysepala","Kiaersk.",NA,"Sobral, M","s.n.","Southern America","Brasil","Santa Catarina",NA,NA,"BHCB006574","BHCB006574",NA,"2001","02","03",NA,"-49.0661010742188","-26.9193992614746",NA,NA,"Blumenau","34291","auto","2004",NA,"07",NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-11 11:39:08-03","UFMG","BHCB","56331","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","eurysepala","Eugenia eurysepala","Kiaersk.",NA,"Ordones, J; et al.","55","Southern America","Brasil","Minas Gerais",NA,"Arbusto, futos verdes.","BHCB006573","BHCB006573",NA,"2000","04","01","Buraco da Boiada.","-43.4075012207031","-20.0746994018555",NA,NA,"Catas Altas","11966","auto","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-11 11:39:08-03","UFMG","BHCB","13978","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","eurysepala","Eugenia eurysepala","Kiaersk.",NA,"Grandi, TSM; et al.","2457","Southern America","Brasil","Minas Gerais",NA,"Sub-arbustivo, 1,0 m.","BHCB048441",NA,NA,"1987","06","15","Serra da Piedade","-43.6697006225586","-19.8799991607666","1350","1350","Caeté","22051","auto","2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-11 11:39:12-03","UFMG","BHCB","185727","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","nutans","Eugenia nutans","O.Berg",NA,"Souza, DT; Mansur, T","s.n.","Southern America","Brasil","Minas Gerais",NA,"Arbóreo; Frutificação; Frutos amarelos, altura 7m; Floresta estacional semidecidual","BHCB185727",NA,NA,"2014","05","15",NA,"-43.260211","-19.210233",NA,NA,"Conceição do Mato Dentro",NA,NA,"2015",NA,"05","18","-43.260211","-19.210233",NA,NA,NA,NA,NA
