"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","locality","barcode","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","recordNumber","coordinatePrecision","geoFlag","imagecode","continentOcean","phylum","class","order","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","individualCount","relatedCatalogItem","typeStatus","fieldNumber","sex","preparationType"
"12","2020-07-22 12:15:09-03","MBML","MBML-HERBARIO","12208",NA,"Plantae","Bromeliaceae","Vriesea","rhodostachys","Vriesea rhodostachys","L.B.Smith","L. Kollmann/08-03-2002",NA,NA,NA,"V. Demuner; et al","2000","03","22","Brasil","Espírito Santo","Mata do Tabajara","MBML012208","Santa Teresa","-40.556389","-19.951389","40W33'23","19S57'5","823",NA,NA,"MBML012208",NA,NA,NA,NA,NA,NA,"Epifita 1,5m de alt., bracteas de cor verde, sepalas rosadas, frutos jovens de cor verde.",NA,NA,NA,NA,NA,NA
"13","2020-07-10 09:44:50-03","MBML","MBML-HERBARIO","14430",NA,"Plantae","Bromeliaceae","Vriesea","rhodostachys","Vriesea rhodostachys","L.B.Smith","L. Kollmann/10-04-2002",NA,NA,NA,"L. Kollmann; et al","2001","06","06","Brasil","Espírito Santo","Valsugana Velha, Prop. Dr. Pedro","MBML014430","Santa Teresa","-40.581667","-19.950278","40W34'54","19S57'1","3826",NA,NA,"MBML014430",NA,NA,NA,NA,NA,NA,"Mata de encosta. Epífita na sombra. Espatas avermelhadas.",NA,NA,NA,NA,NA,NA
"14","2020-07-10 09:44:50-03","MBML","MBML-HERBARIO","14647",NA,"Plantae","Bromeliaceae","Vriesea","rhodostachys","Vriesea rhodostachys","L.B.Smith","T.S. Coser & T. Wendt/30-08-2008",NA,NA,NA,"R. R. dos Santos; et al","1999","09","07","Brasil","Espírito Santo","Estação Biológica de Santa Lúcia","MBML014647","Santa Teresa","-40.530278","-19.971389","40W31'49","19S58'17",NA,NA,NA,"MBML014647_1 MBML014647_2 MBML014647_3",NA,NA,NA,NA,NA,NA,"Floração em cultivo em 06/2001. Brácteas vermelhas, sépalas amarelas. Pétalas amarelas com o ápice verde. Estames amarelas. Estigma verde. Herb/ Cultivo.",NA,NA,NA,NA,NA,NA
"15","2020-07-10 09:44:50-03","MBML","MBML-HERBARIO","16069",NA,"Plantae","Bromeliaceae","Vriesea","rhodostachys","Vriesea rhodostachys","L.B.Smith","L. Kollmann/08-03-2002",NA,NA,NA,"L. Kollmann; et al","2002","01","10","Brasil","Espírito Santo","Reserva Biológica Augusto Ruschi - Nova Lombardia","MBML016069","Santa Teresa","-40.553056","-19.9075","40W33'11","19S54'27","5295",NA,NA,"MBML016069",NA,NA,NA,NA,NA,NA,"Epífita na sombra. Brácteas vermelhas. Pétalas amarelas.",NA,NA,NA,NA,NA,NA
"16","2020-07-10 09:44:50-03","MBML","MBML-HERBARIO","20311",NA,"Plantae","Bromeliaceae","Vriesea","rhodostachys","Vriesea rhodostachys","L.B.Smith","T.S. Coser & T. Wendt/30-08-2008",NA,NA,NA,"R.R. Vervloet; et al","2003","04","16","Brasil","Espírito Santo","Reserva Biológica Augusto Ruschi - Nova Lombardia","MBML020311","Santa Teresa","-40.553056","-19.9075","40W33'11","19S54'27","2247",NA,NA,"MBML020311_1 MBML020311_2",NA,NA,NA,NA,NA,NA,"Terrestre, solo arenoso, folhas verde, lisas de base branca, escapo, brácteas e frutos de cor verde. Topo de morro, dossel 7m.",NA,NA,NA,NA,NA,NA
"17","2020-07-10 09:44:50-03","MBML","MBML-HERBARIO","20316",NA,"Plantae","Bromeliaceae","Vriesea","rhodostachys","Vriesea rhodostachys","L.B.Smith","L. Kollmann/16-06-2003",NA,NA,NA,"R.R. Vervloet; et al","2003","04","01","Brasil","Espírito Santo","Reserva Biológica Augusto Ruschi - Nova Lombardia","MBML020316","Santa Teresa","-40.553056","-19.9075","40W33'11","19S54'27","2090",NA,NA,"MBML020316",NA,NA,NA,NA,NA,NA,"Epífita, a 2m do solo, folhas de cor verde claro, brácteas florais vermelhas, frutos imaturos de cor verde. Fundo de vale, dossel 16m.",NA,NA,NA,NA,NA,NA
"18","2020-07-10 09:44:50-03","MBML","MBML-HERBARIO","904",NA,"Plantae","Bromeliaceae","Vriesea","rhodostachys","Vriesea rhodostachys","L.B.Smith","A. Costa/Dez.1993",NA,NA,NA,"E. Lagasa","1972","04","10","Brasil","Espírito Santo","Nova Lombardia","MBML000904","Santa Teresa","-40.553056","-19.9075","40W33'11","19S54'27",NA,NA,NA,"MBML000904",NA,NA,NA,NA,NA,NA,"Fruto vermelho.",NA,NA,NA,NA,NA,NA
"19","2020-07-10 09:44:50-03","MBML","MBML-HERBARIO","921",NA,"Plantae","Bromeliaceae","Vriesea","rhodostachys","Vriesea rhodostachys","L.B.Smith","A. Costa/Dez.1993",NA,NA,NA,"W. Boone","1986","01","13","Brasil","Espírito Santo","Torre receptora de TV","MBML000921","Santa Teresa","-40.603611","-19.948611","40W36'13","19S56'55","1014",NA,NA,"MBML000921",NA,NA,NA,NA,NA,NA,"Epífita sobre arbusto a 0,5m do solo, folhas verde claras, brácteas vermelhas com o ápice amarelo esverdeado, flores com tépalas amarelas, semi-sombra, capoeirão.",NA,NA,NA,NA,NA,NA
"20","2020-07-10 09:44:50-03","MBML","MBML-HERBARIO","42719",NA,"Plantae","Bromeliaceae","Vriesea","rhodostachys","Vriesea rhodostachys","L.B.Smith","T.S. Coser",NA,NA,NA,"T.S. Coser; D.M.T. Francino","2012","02","24","Brasil","Espírito Santo","Propriedade Roberto Kautsky","MBML042719","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,"576","48150","auto","MBML042719",NA,NA,NA,NA,NA,NA,"Planta epífita 2m. Folhas verdes, brácteas escapais verdes a levemente vermelhas, brácteas florais vermelhas, sépalas amarelo-creme com ápice verde",NA,NA,NA,NA,NA,NA
"21","2020-09-12 05:00:02-03","US","US","3149451","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","rhodostachys","Vriesea rhodostachys","L.B. Sm.",NA,NA,NA,NA,"W. Boone","1986","1","13","Brazil","Espírito Santo","Morro da Estação Repetidora de TV","US01914347","Santa Teresa","-40.6002998352051","-19.9356002807617",NA,NA,"1014","23813","auto","US01914347_01","South America - Neotropics",NA,"Monocotyledonae","Bromeliales",NA,NA,NA,"1",NA,NA,NA,NA,NA
"22","2019-10-07 09:20:42-03","UEFS","HUEFS","194206","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","rhodostachys","Vriesea rhodostachys","L.B.Sm.","M.G.C.Nogueira","2013","08",NA,"Milliken, W.","2012","10","16","Brasil","Bahia","Estação Ecólogica, Trilha atrás do alojamento, passando a captação.","HUEFS0194206","Wenceslau Guimarães","-39.718333","-13.6","39W43'6''","13S36'0''","5096",NA,NA,"HUEFS0194206",NA,"Angiospermae","Lilianae","Poales","702","702","Floresta Ombrófila Densa, encosta.",NA,NA,NA,NA,NA,NA
"23","2020-07-23 12:01:08-03","CEPLAC","CEPEC","39528","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","rhodostachys","Vriesea rhodostachys",NA,"A. Costa",NA,NA,NA,"T. S. dos Santos","1986","03","10","Brasil","Bahia","Serra Javi.Rod. BR-101, trecho São José/Camacan, 9Km ao S de São José (Km 550), 5.5Km a E da BR-101 na estrada a Faz. Cascavel.",NA,"UNA","-38.333333","-15.133333","38W20'","15S8'","4216",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/08/1992",NA,NA,NA,NA
"24","2020-07-23 12:01:08-03","CEPLAC","CEPEC","109902","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","rhodostachys","Vriesea rhodostachys",NA,"Sem Informação",NA,NA,NA,"Jardim, J. G.","2005","12","10","Brasil","Bahia","Serra da Pedra Lascada, 13,7km de Barro Preto, na estrada que passa pela Faz. São Miguel em direção à serra.Trilha margeando a encosta da Serra vertente W.",NA,"Barro Preto","-39.536111","-14.770278","39W32'10","14S46'13","4783",NA,NA,NA,NA,NA,NA,NA,"650","650","Unicata.",NA,NA,NA,NA,NA,NA
"25","2020-07-23 12:01:08-03","CEPLAC","CEPEC","39527","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","rhodostachys","Vriesea rhodostachys",NA,"A. Costa",NA,NA,NA,"T. S. dos Santos","1986","03","10","Brasil","Bahia","Serra Javi. Rod. BR-101, trecho São José/Camcan, 9Km ao S de São José (Km 550); 5.5Km a E estr. p/ Faz. Cascavel.",NA,"UNA","-38.333333","-15.133333","38W20'0","15S8'","4220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/08/1992",NA,NA,NA,NA
"26","2020-07-23 12:01:08-03","CEPLAC","CEPEC","89009","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","rhodostachys","Vriesea rhodostachys",NA,"M. das G. L. Wanderley",NA,NA,NA,"W. W. Thomas","2000","10","14","Brasil","Bahia","Faz. São José, 8.8Km a E de Boa Nova depois 1.4Km ao N na Rod. p/ Faz.",NA,"BOA NOVA","-40.133333","-14.383333","40W8'","14S23'","12261",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20/04/2004",NA,NA,NA,NA
"27","2020-07-23 12:01:08-03","CEPLAC","CEPEC","51189","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","rhodostachys","Vriesea rhodostachys",NA,"A. Costa",NA,NA,NA,"S. C. de Sant'Ana","1981","08","29","Brasil","Bahia","Reserva Est., 40Km a W Teolandia, prox. de Cocão.",NA,"WENCESLAU GUIMARÃES","-39.4794006347656","-13.686900138855",NA,NA,"19","37469","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/08/1992",NA,NA,NA,NA
"28","2019-11-21 10:02:55-03","IBt","SP","44739","S","Plantae","Bromeliaceae","Vriesea","rhodostachys","Vriesea rhodostachys","L.B.Sm.","Smith, LB","1943",NA,NA,"Foster, MB; Foster, R","1940","08","07","Brasil","Espírito Santo",NA,"SP001833","Santa Teresa","-40.6002998352051","-19.9356002807617",NA,NA,"807","23813","auto","SP001833",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA
"29","2010-08-16 16:36:40-03","GH","HU-HERB","GH 00029527","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","rhodostachys","Vriesea rhodostachys","L. B. Smith",NA,NA,NA,NA,"M. B. Foster & R. Foster","1940","8","7","Brazil","Espirito Santo","Santa Teresa",NA,NA,NA,NA,NA,NA,"807",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"Type","807","undetermined","Sheet"
