"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","typeStatus","recordNumber","continentOcean","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","dayIdentified","relatedCatalogItem","fieldNumber","previousCatalogNumber","sex"
"198","2011-06-09 17:11:00-03","MO","MOBOT","677797","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Sarcoglottis","grandiflora","Sarcoglottis grandiflora","(Lindl.) Klotzsch",NA,NA,NA,"Calaway H. Dodson|et al.","1979","7","19","Ecuador","El Oro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dodson 9320","South America",NA,NA,NA,"1300.00000000",NA,NA,NA,NA,NA,NA,NA,NA
"199","2013-12-03 14:47:00-02","MO","MOBOT","967092","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Sarcoglottis","grandiflora","Sarcoglottis grandiflora","(Lindl.) Klotzsch","G. Carnevali & C. Vargas (MO)",NA,NA,"Camilo Díaz S.","1994","7","14","Peru","Amazonas","Bagua","Distrito Imaza, Comunidad Aguaruna de Yamayakat.","-78.3380555","-5.0566667",NA,"6",NA,NA,NA,"Díaz Santibáñez 6858","South America",NA,NA,NA,"300.00000000",NA,NA,NA,NA,NA,"199",NA,NA
"200","2010-04-12 17:23:00-03","MO","MOBOT","2442770","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Sarcoglottis","ventricosa","Sarcoglottis ventricosa","(Vell.) Hoehne","Correa, M. N.",NA,NA,"Ulrich G. Eskuche",NA,NA,NA,"Argentina","Misiones","General Manuel Belgrano","San Antonio","-53.75","-26.13333",NA,NA,NA,NA,NA,"Eskuche 9052","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2009-07-29 21:34:00-03","MO","MOBOT","2136829","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Spiranthes","speciosa","Spiranthes speciosa","(C. Presl) Lindl.",NA,NA,NA,"Paul C. Hutchison|K. von Bismarck","1964","9","1","Peru","Cajamarca","Hualgayoc","Hacienda Taulis, Palmito and above.",NA,NA,NA,NA,NA,NA,NA,"Hutchison 6410","South America",NA,NA,NA,"2600.00000000","3000.00000000",NA,NA,NA,NA,"195",NA,NA
"202","2017-02-01 11:31:02-02","UNIOESTE","UNOP","2333","S","Plantae",NA,NA,NA,"Orchidaceae","Sarcoglottis","ventricosa","Sarcoglottis ventricosa","(Vell.) Hoehne","Bazzanella, A.P.","2016","01","Bazzanella, A.P.; Boff, L.; Boff, L.","2015","06","15","Brasil","Paraná","Foz do Iguaçu","Gonçalves Dias","-54.5881004333496","-25.5478000640869","39570",NA,"Terrestre. Raiz carnosa marrom. Folhas verdes escuras, cartonácea lustrosa. Flores pubescente. Labelo de cor crreme com lustras marrom. Bráctea verde clara na base e marrom no ápice.","auto",NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,"22",NA,NA,NA,NA
"203","2020-09-08 15:06:56-03","UNIOESTE","UNOP","10558","S","Plantae",NA,NA,NA,"Orchidaceae","Sarcoglottis","ventricosa","Sarcoglottis ventricosa","(Vell.) Hoehne","Rauber, C.R.; Benatti, V.M.N.","2020","01","Wink, J. .G.; Conceiçao, L.H.S.M.; Conceiçao, L.H.S.M.","2019","12","02","Brasil","Paraná","Ceu Azul","Parque Nacional do Iguaçu, trilha Manoel Gomes","-53.828056","-25.158889",NA,NA,"Erva terrestre, folha cartacea, caule verde, petalas das flores de coloração marrom.",NA,NA,"26",NA,NA,NA,NA,NA,NA,"-53.828056","-25.158889","31",NA,NA,NA,NA
"204","2016-09-15 10:17:31-03","UNIOESTE","UNOP","2039","S","Plantae",NA,NA,NA,"Orchidaceae","Sarcoglottis","ventricosa","Sarcoglottis ventricosa","(Vell.) Hoehne","Bazzanella, A.P.","2016","01","Bazzanella, A.P.","2015","06","15","Brasil","Paraná","Cerro Azul","Trilha Manoel Gomes","-49.261100769043","-24.823600769043","32006",NA,"Terrestre. Raiz carnosa marrom. Folhas verdes escuras, cartonácea lustrosa. Flores pubescente. Labelo de cor crreme com lustras marrom. Bráctea verde clara na base e marrom no ápice.","auto",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,"22",NA,NA,NA,NA
"205","2021-01-10 20:45:44-03","INPA","INPA","271517","S","Plantae","Dicotyledon Com-Clade",NA,"Malpighiales","Humiriaceae","Humiriastrum","villosum","Humiriastrum villosum","(Fróes) Cuatrec.","Prance, GT","2018","08","Zartman, CE","2014","08","26","Brasil","Amazonas","Barcelos","Serra do Aracá, Campina na foz do Igarapé Cuieras.","-63",NA,NA,NA,NA,NA,NA,"9754","Southern America",NA,"INPA0271517",NA,NA,NA,"-63",NA,NA,NA,NA,NA,NA
"206","2021-01-10 20:45:44-03","INPA","INPA","201147","S","Plantae","Dicotyledon Com-Clade",NA,"Malpighiales","Humiriaceae","Humiriastrum","villosum","Humiriastrum villosum","(Fróes) Cuatrec.","Prance, GT","2018","08","Silva, ES da","1985","07","03","Brasil","Amazonas","Barcelos","Margem do rio Jauari, próximo à foz, afluente do r, Margem do rio Jauari, próximo à foz, afluente do rio Aracá.","-63.5","0.5",NA,NA,NA,NA,NA,"207","Southern America",NA,"INPA0201147","INPA0201147 INPA0201147_e INPA0201147_e1",NA,NA,"-63.5","0.5",NA,NA,NA,NA,NA
"207","2021-01-10 20:45:44-03","INPA","INPA","269329","S","Plantae","Dicotyledon Com-Clade",NA,"Malpighiales","Humiriaceae","Humiriastrum","villosum","Humiriastrum villosum","(Fróes) Cuatrec.","Prance, GT","2018","08","Householder, JE","2013","03","05","Brasil","Amazonas","Barcelos","Barcelos, Rio Aracá, northern tributary of Rio Negro.","-63.333333","0.833333",NA,NA,NA,NA,NA,"2417","Southern America",NA,"INPA0269329",NA,"30","30","-63.333333","0.833333",NA,NA,NA,NA,NA
"208","2021-01-10 20:45:44-03","INPA","INPA","14556","S","Plantae","Dicotyledon Com-Clade",NA,"Malpighiales","Humiriaceae","Humiriastrum","villosum","Humiriastrum villosum","(Fróes) Cuatrec.",NA,NA,NA,"Fróes, RL","1947",NA,NA,"Brasil","Amazonas","Barcelos","Padauiri, Rio Pitima, Alto Padauiry","-62.9241981506348","-0.974722027778625","358570",NA,NA,"auto",NA,"22644","Southern America",NA,"INPA0014556","INPA0014556 INPA0014556_e INPA0014556_e1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2020-08-31 09:19:49-03","INPA","INPA","84736","S","Plantae","Monocotyledon",NA,"Asparagales","Orchidaceae","Sarcoglottis","acaulis","Sarcoglottis acaulis","(Sm.) Schltr.","Braga, PIS","1980",NA,"Madison, M","1978","10","19","Brasil","Amazonas","São Gabriel da Cachoeira","Camanaús, Caatinga do Porto Camanaus. Campina alta, areia branca, comportamento independente.","-66.5","-0.644403",NA,NA,NA,NA,NA,"PFE419","Southern America",NA,"INPA0084736","INPA0084736 INPA0084736_1 INPA0084736_1e INPA0084736_e INPA0084736_e1 INPA0084736_e2",NA,NA,"-66.5","-0.644403",NA,NA,NA,NA,NA
"210","2020-08-31 09:19:49-03","INPA","INPA","23978","S","Plantae","Monocotyledon",NA,"Asparagales","Orchidaceae","Sarcoglottis","acaulis","Sarcoglottis acaulis","(Sm.) Schltr.","Braga, PIS","1981",NA,"Prance, GT","1968","08","17","Brasil","Rondônia",NA,"1 km NE of Ariquemes, Vicinity of Santa Barbara, 15 Km east of Km 17. Forest on terra firme.","-63.052644","-9.425711",NA,NA,NA,NA,NA,"7190","Southern America",NA,"INPA0023978","INPA0023978 INPA0023978_e INPA0023978_e1 INPA0023978_e2",NA,NA,"-63.052644","-9.425711",NA,NA,NA,NA,NA
"211","2020-08-31 09:19:49-03","INPA","INPA","253514","S","Plantae","Monocotyledon",NA,"Asparagales","Orchidaceae","Sarcoglottis","acaulis","Sarcoglottis acaulis","(Sm.) Schltr.","Bianchetti, L de B.","2012","09","Pereira-Silva, G da","2012","08","12","Brasil","Rondônia","Porto Velho","UHE Jirau, Margem direita do rio Jaci Paraná (linha de transmissão Jirau/Santo Antonio).","-64.393611","-9.271944",NA,NA,NA,NA,NA,"16264","Southern America",NA,"INPA0253514","INPA0253514 INPA0253514_e","85","85","-64.393611","-9.271944",NA,NA,NA,NA,NA
"212","2020-08-31 09:19:49-03","INPA","INPA","41520","S","Plantae","Monocotyledon",NA,"Asparagales","Orchidaceae","Sarcoglottis","acaulis","Sarcoglottis acaulis","(Sm.) Schltr.","Pabst, GFJ","1974",NA,"Prance, GT","1973","10","08","Brasil","Mato Grosso","Aripuanã","Near Humboldt Centre, on road to Rio Juruema. Disturbed forest on terra firme.","-59.35","-10.2",NA,NA,NA,NA,NA,"18215","Southern America",NA,"INPA0041520","INPA0041520 INPA0041520_e INPA0041520_e1",NA,NA,"-59.35","-10.2",NA,NA,NA,NA,NA
"213","2020-08-31 09:19:49-03","INPA","INPA","53061","S","Plantae","Monocotyledon",NA,"Asparagales","Orchidaceae","Sarcoglottis","acaulis","Sarcoglottis acaulis","(Sm.) Schltr.","Braga, PIS","1976",NA,"Lisbôa, PLB","1975","09","29","Brasil","Mato Grosso","Aripuanã","Dardanelos, Salto das Andorinhas, Dardanelos, mata que cerca o salto das andorinhas na parte alta.","-59.4","-10.1",NA,NA,NA,NA,NA,"475","Southern America",NA,"INPA0053061","INPA0053061 INPA0053061_e INPA0053061_e1",NA,NA,"-59.4","-10.1",NA,NA,NA,NA,NA
"214","2020-08-31 09:19:49-03","INPA","INPA","84452","S","Plantae","Monocotyledon",NA,"Asparagales","Orchidaceae","Sarcoglottis","acaulis","Sarcoglottis acaulis","(Sm.) Schltr.","Braga, PIS","1979",NA,"Rodrigues, WA","1979","08","23","Brasil","Amazonas","Tefé","Lago Tefé, margem esquerda, Ponta de Catuiri, loca, Lago Tefé, margem esquerda, Ponta de Catuiri, local Marajá. Ocasional na mata de terra firme.","-65.333333","-3.5",NA,NA,NA,NA,NA,"10169","Southern America",NA,"INPA0084452","INPA0084452 INPA0084452_e INPA0084452_e1",NA,NA,"-65.333333","-3.5",NA,NA,NA,NA,NA
"215","2020-08-31 09:19:49-03","INPA","INPA","13014","S","Plantae","Monocotyledon",NA,"Asparagales","Orchidaceae","Sarcoglottis","grandiflora","Sarcoglottis grandiflora","(Hook.) Klotzsch","Silva, MF da","1969",NA,"Rodrigues, WA","1962","06","27","Brasil","Amazonas","Manaus","BR174, Igarapé do Leão., Estrada Manaus-Caracaraí, igarapé do Leão. Terreno firme, arenoso, mata virgem.","-60.095556","-2.906389",NA,NA,NA,NA,NA,"4514","Southern America",NA,"INPA0013014","INPA0013014 INPA0013014_e",NA,NA,"-60.095556","-2.906389",NA,NA,NA,NA,NA
"216","2020-08-31 09:19:49-03","INPA","INPA","51058","S","Plantae","Monocotyledon",NA,"Asparagales","Orchidaceae","Sarcoglottis","grandiflora","Sarcoglottis grandiflora","(Hook.) Klotzsch","Braga, PIS","1975",NA,"Braga, PIS","1975","06","25","Brasil","Amazonas","Manaus","BR174, Km 21, Estrada Manaus-Caracaraí, Km 21, perto do igarapé do Leão, resto de campina.","-60.068889","-2.998889",NA,NA,NA,NA,NA,"2930","Southern America",NA,"INPA0051058","INPA0051058 INPA0051058_1 INPA0051058_e",NA,NA,"-60.068889","-2.998889",NA,NA,NA,NA,NA
"217","2020-08-31 09:19:49-03","INPA","INPA","226226","S","Plantae","Monocotyledon",NA,"Asparagales","Orchidaceae","Sarcoglottis","grandiflora","Sarcoglottis grandiflora","(Hook.) Klotzsch","Pessoa, EM","2011","09","Ribeiro, JELS","2007","08","09","Brasil","Amazonas","Presidente Figueiredo","Rebio Uatumã, Área de entorno. Picada da Suçuarana, próximo a cachoeira.","-59","-1",NA,NA,NA,NA,NA,"2898","Southern America",NA,"INPA0226226","INPA0226226 INPA0226226_e INPA0226226_nd INPA0226226_num",NA,NA,"-59","-1",NA,NA,NA,NA,NA
"218","2020-08-31 09:19:49-03","INPA","INPA","28273","S","Plantae","Monocotyledon",NA,"Asparagales","Orchidaceae","Sarcoglottis","grandiflora","Sarcoglottis grandiflora","(Hook.) Klotzsch","Rodrigues, WA","1970",NA,"Rodrigues, WA","1970","07","28","Brasil","Amazonas","Manaus","BR174, campina do igarapé do Leão, Estrada Manaus-Caracaraí, campina do igarapé do Leão. Frequente na campina densa de solo arenoso.","-60.0250015258789","-3.10193991661072","138090",NA,NA,"auto",NA,"9801","Southern America",NA,"INPA0028273","INPA0028273 INPA0028273_e",NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2020-08-31 09:19:49-03","INPA","INPA","7577","S","Plantae","Monocotyledon",NA,"Asparagales","Orchidaceae","Sarcoglottis","grandiflora","Sarcoglottis grandiflora","(Hook.) Klotzsch","Pabst, GFJ","1960",NA,"Rodrigues, WA","1959","08","10","Brasil","Amazonas","Manaus","BR174, (Rio Branco)., Estrada Manaus-Caracaraí (Rio Branco). Terra firme, solo arenoso, campina (carrasco).","-60.0250015258789","-3.10193991661072","138090",NA,NA,"auto",NA,"1249","Southern America",NA,"INPA0007577","INPA0007577 INPA0007577_e",NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","42362",NA,"Plantae",NA,NA,NA,"Orchidaceae","Sarcoglottis","acaulis","Sarcoglottis acaulis","(J.E. Smith) Schlechter","Guy R. Chiron/2015",NA,NA,"Chiron","2008",NA,NA,"Brasil","Espírito Santo","São Luis","Pedra Puntuda",NA,NA,NA,NA,NA,NA,NA,"8434",NA,NA,"MBML042362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","42967",NA,"Plantae",NA,NA,NA,"Orchidaceae","Sarcoglottis","acaulis","Sarcoglottis acaulis","(J.E. Smith) Schlechter","G. Chiron/2015",NA,NA,"Chiron","2013","03","07","Brasil","Espírito Santo","Conceição do Castelo","Ribeirão do Meio","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"13145",NA,NA,"MBML042967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","13074",NA,"Plantae",NA,NA,NA,"Orchidaceae","Sarcoglottis","fasciculata","Sarcoglottis fasciculata","(Vell.) Schltr.","C. N. de Fraga/08-08-2000",NA,NA,"L. Kollmann; et al","2000","04","19","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,NA,"Capoeirão. Terrestre na sombra.",NA,NA,"2856",NA,NA,"MBML013074",NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA
"223","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","13387",NA,"Plantae",NA,NA,NA,"Orchidaceae","Sarcoglottis","fasciculata","Sarcoglottis fasciculata","(Vell.) Schltr.","A. P. Fontana/20-09-2000",NA,NA,"A. P. Fontana; et al","2000","08","19","Brasil","Espírito Santo","Santa Teresa","São João de Petrópolis, E.A.F.S.T.","-40.681389","-19.805556",NA,NA,"Terrestre, local bem sombreado, folhas verdes com pintas brancas, pecíolo da flor verde, sépalas amarronzadas, labelo com estrias amarronzadas.",NA,NA,"12",NA,NA,"MBML013387",NA,NA,NA,"40W40'53","19S48'20",NA,NA,NA,NA,NA
"224","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","13388",NA,"Plantae",NA,NA,NA,"Orchidaceae","Sarcoglottis","fasciculata","Sarcoglottis fasciculata","(Vell.) Schltr.","A. P. Fontana/20-09-2000",NA,NA,"A. P. Fontana; et al","2000","08","19","Brasil","Espírito Santo","Santa Teresa","São João de Petrópolis, E.A.F.S.T.","-40.681389","-19.805556",NA,NA,"Terrestre, local bem sombreado, folhas verdes com pintas brancas, flores verdes com sépalas verdes esbranquiçadas, com linhas verdes longitudinais.",NA,NA,"10",NA,NA,"MBML013388",NA,NA,NA,"40W40'53","19S48'20",NA,NA,NA,NA,NA
"225","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","13459",NA,"Plantae",NA,NA,NA,"Orchidaceae","Sarcoglottis","fasciculata","Sarcoglottis fasciculata","Schltr.","C.R. Buzatto/Março-2014",NA,NA,"A. P. Fontana; et al","2000","09","06","Brasil","Espírito Santo","Santa Teresa","São João de Petrópolis, E.A.F.S.T.","-40.681389","-19.805556",NA,NA,"Terrestre, local bem sombreado, folhas verdes com pintas brancas, flores bege com ápice das sépalas e brácteas amarronzadas pilosas de branco, labelo com base branca e ápice estriado esverdeado. HERB/ÁLCOOL.",NA,NA,"29",NA,NA,"MBML013459",NA,NA,NA,"40W40'53","19S48'20",NA,NA,NA,NA,NA
"226","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","19389",NA,"Plantae",NA,NA,NA,"Orchidaceae","Sarcoglottis","fasciculata","Sarcoglottis fasciculata","(Vell.) Schltr.","L. Kollmann/Agosto-2002",NA,NA,"L. Kollmann; et al","2002","08",NA,"Brasil","Espírito Santo","Itarana","Jatiboca","-40.875278","-19.942778",NA,NA,"Terrestre na sombra. Sépalas e pétalas de base verde, ápice marrom com listras mas escuras. Labelo com a base verde. Labelo branco com lóbulo apical marrom com as nervuras mas escuras. Herb./Alc.",NA,NA,"5974",NA,NA,"MBML019389",NA,NA,NA,"40W52'31","19S56'34",NA,NA,NA,NA,NA
"227","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","25228",NA,"Plantae",NA,NA,NA,"Orchidaceae","Sarcoglottis","fasciculata","Sarcoglottis fasciculata","(Vell.) Schltr.","A. P. Fontana/20-06-2005",NA,NA,"A. P. Fontana; et al","2005","06","17","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,NA,"Terrestre; umbrófilo; folhas verdes; flores com sépalas e pétalas com ápice marrom e base verde; labelo com base verde pilosa, meio branco e ápice com estrias marrons; bráctea da flor verde e ovário verde, coluna branca.",NA,NA,"1493",NA,NA,"MBML025228",NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA
"228","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","28488",NA,"Plantae",NA,NA,NA,"Orchidaceae","Sarcoglottis","fasciculata","Sarcoglottis fasciculata","(Vell.) Schltr.","A. P. Fontana,/Março-2007",NA,NA,"L. F. S. Magnago; V. Demuner, T. Cruz e Elias Bausen","2006","08","08","Brasil","Espírito Santo","Santa Leopoldina","Fazenda Caioaba, propr.:Virloni, Mata, trilha do corrego Caioaba.","-40.470556","-20.059167",NA,NA,"Rupícola. Frutos verdes. Mata fundo de vale.",NA,NA,"1220",NA,NA,"MBML028488",NA,"150","150","40W28'14","20S3'33",NA,NA,NA,NA,NA
"229","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","34501",NA,"Plantae",NA,NA,NA,"Orchidaceae","Sarcoglottis","fasciculata","Sarcoglottis fasciculata","(Vell.) Schltr.","A. P. Fontana",NA,NA,"A. P. Fontana ; W. S. da Silva","2005","08","11","Brasil","Espírito Santo","Santa Teresa","Cabeceira do 25 de Julho, propriedade de Geraldo Pretti, Sítio Recanto Feliz, Floresta Estacional Semidecidual","-40.548333","-19.847222",NA,NA,"Terrestre, umbrófilo, folhas com pintas brancas, flores cremes com dorso piloso branco",NA,NA,"1658",NA,NA,"MBML034501",NA,NA,NA,"40W32'54","19S50'50",NA,NA,NA,NA,NA
"230","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","34503",NA,"Plantae",NA,NA,NA,"Orchidaceae","Sarcoglottis","fasciculata","Sarcoglottis fasciculata","(Vell.) Schltr.","A. P. Fontana",NA,NA,"A. P. Fontana ; W. S. da Silva","2005","08","11","Brasil","Espírito Santo","Santa Teresa","Cabeceira do 25 de Julho, propriedade de Geraldo Pretti, Sítio Recanto Feliz, Floresta Estacional Semidecidual","-40.548333","-19.847222",NA,NA,"Terrestre, umbrófila, herb., áfila, flores verdes amarronsadas com dorso com pelos brancos",NA,NA,"1649",NA,NA,"MBML034503",NA,NA,NA,"40W32'54","19S50'50",NA,NA,NA,NA,NA
"231","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","16312",NA,"Plantae",NA,NA,NA,"Orchidaceae","Sarcoglottis","fasciculata","Sarcoglottis fasciculata","(Vell.) Schltr.","C. N. Fraga",NA,NA,"C. N. de Fraga","2000","08","01","Brasil","Espírito Santo","Itapemirim","Itaoca","-40.855556","-19.802222",NA,NA,"Formação de restinga floresta arenosa litorânea. Terrestre, flores com sépalas castanho claro, com pêlos brancos externamente, pétalas castanho claro, tranparente, labelo castanho com nervuras mais escuras.",NA,NA,"665",NA,NA,"MBML016312",NA,NA,NA,"40W51'20","19S48'8",NA,NA,NA,NA,NA
"232","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","6218",NA,"Plantae",NA,NA,NA,"Orchidaceae","Sarcoglottis","grandiflora","Sarcoglottis grandiflora","Klotzsch","C.R. Buzatto/Março-2014",NA,NA,"L. Kollmann; E.Valpassos","1991","05","15","Brasil","Espírito Santo","Vitória","Parque Estadual Fonte Grande","-40.338333","-20.307222",NA,NA,"Terrestre na sombra, mata secundária, flores secas.",NA,NA,"90",NA,NA,"MBML006218",NA,NA,NA,"40W20'18","20S18'26",NA,NA,NA,NA,NA
"233","2021-01-04 11:29:58-03","UEMA","SLUI","5811","PreservedSpecimen","Plantae","Angiospermae",NA,NA,"Orchidaceae","Sarcoglottis","acaulis","Sarcoglottis acaulis","(Sm.) Schltr.","Ferreira, A.W.C.",NA,NA,"Santos, K. N.; Ferreira, A. W. C.","2019","08","20","Brasil","Maranhão","São Luís","UFMA, campus Dom Delgado, em frente ao centro pedagógico Paulo Freire","-44.310278","-2.562222",NA,NA,NA,NA,NA,"119",NA,NA,"SLUI005811",NA,NA,NA,"44°18'37W","2°33'44S",NA,NA,NA,NA,NA
"234","2021-01-04 11:29:58-03","UEMA","SLUI","5771","PreservedSpecimen","Plantae","Angiospermae",NA,NA,"Orchidaceae","Sarcoglottis","acaulis","Sarcoglottis acaulis","(Sm.) Schltr.","Ferreira, A.W.C.",NA,NA,"Costa da Silva, M. J.; Ferreira, A. W. C.","2019","09","10","Brasil","Maranhão","Cândido Mendes","Fazenda Sete Irmãos, região da represa do Pirarucu, próximo à borda da mata","-45.765694","-1.864306",NA,NA,NA,NA,NA,"88",NA,NA,"SLUI005771",NA,NA,NA,"45°45'56.5W","1°51'51.5S",NA,NA,NA,NA,NA
"235","2019-11-07 11:44:53-03","FUVATES","HVAT","873","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Sarcoglottis","ventricosa","Sarcoglottis ventricosa","(Vell.) Hoehne","E. Freitas","2002","05","E. Freitas","2001","12","12","Brasil","Rio Grande do Sul","São José do Herval","PCH Salto do Forqueta.","-52.295278","-29.044167",NA,NA,"Terrícola",NA,NA,"s.n.",NA,NA,"HVAT00000873",NA,NA,NA,"-52º17'43''W","-29º2'39''S","16",NA,NA,NA,NA
"236","2020-10-20 15:00:16-03","FUVATES","HVAT","51","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Sarcoglottis","ventricosa","Sarcoglottis ventricosa","(Vell.) Hoehne","E. Freitas","2010","11","W. Heberle","2010","11","23","Brasil","Rio Grande do Sul","Dois Lajeados",NA,"-51.836944","-28.983611",NA,NA,"Espécie terrícola; Borda da mata, meia luminosidade.",NA,NA,"s.n.",NA,NA,"HVAT00000051",NA,NA,NA,"51º50'13''W","28º59'1''S","24",NA,NA,NA,NA
"237","2019-11-07 11:44:53-03","FUVATES","HVAT","1074","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Sarcoglottis","ventricosa","Sarcoglottis ventricosa","(Vell.) Hoehne","E. Freitas","2002","11","T. Klein; E. Freitas","2002","11","22","Brasil","Rio Grande do Sul","Imigrate",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,"HVAT00001074",NA,NA,NA,NA,NA,"22",NA,NA,NA,NA
"238","2019-06-10 10:11:22-03","FZB-BH","BHZB","6371","S","Plantae",NA,NA,NA,"Orchidaceae","Sarcoglottis","fasciculata","Sarcoglottis fasciculata",NA,"L.L.Giacomin","2006","09","Ordones, J. et al.","2005","11","02","Brasil","MG","Marliéria","Pq. Estadual do Rio Doce - Lagoa Preta","-42.7322006225586","-19.7122001647949","28215",NA,"Raízes suculentas.","auto",NA,"1766",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","2021-01-26 13:57:03-03","IMA","MAC","31322","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Sarcoglottis","acaulis","Sarcoglottis acaulis","(Sm.) Schltr.","E.C.O.Chagas","2007","09","Chagas-Mota","2007","09","13","Brasil","Alagoas","Girau do Ponciano","Serra das Mãos, Serra limite com Traipu.","-36.949997","-9.733333",NA,NA,"Terrestre. Flores esverdeadas e perfumadas.; Brejo de Altitude.",NA,NA,"32",NA,NA,"MAC0031322",NA,NA,NA,"-36.949997","-9.733333","13",NA,NA,NA,NA
"240","2021-01-28 11:37:23-03","IMA","MAC","10646","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Sarcoglottis","acaulis","Sarcoglottis acaulis","(Sm.) Schltr.","V.Brito","2019","05","R.P.Lyra-Lemos; I.A.Bayma","1999","10","16","Brasil","Alagoas","Coruripe","Mata do Riacho das Pedras, Área de influência direta da barragem","-36.176061","-11.227742",NA,NA,"Terrestre; flores amarelas, frutos ausentes; Mata Pluvial Atlântica",NA,NA,"4350",NA,NA,"MAC0010646",NA,NA,NA,"-36.176061","-11.227742","28",NA,NA,NA,NA
"241","2021-01-28 11:37:23-03","IMA","MAC","21142","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Sarcoglottis","grandiflora","Sarcoglottis grandiflora","(Hook.) Klotzsch","L.P.Felix","2006","09","M.Bonfim; G.B.Araujo; M.Monique","2004","07","10","Brasil","Alagoas","Satuba","APA do Catolé, Riacho do Catolé","-36.378889","-9.9425",NA,NA,"Erva com ca. 50cm; flores brancas.; Mata Ciliar",NA,NA,"15",NA,NA,"MAC0021142",NA,NA,NA,"-36.378889","-9.9425",NA,NA,NA,NA,NA
"242","2021-01-26 13:57:03-03","IMA","MAC","38823","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Sarcoglottis","grandiflora","Sarcoglottis grandiflora","(Hook.) Klotzsch","V.Brito-NOA","2019","05","M.Souza-Leão; F.Pinto; G.Porongaba; W.Sá","2009","08","19","Brasil","Alagoas","São Miguel dos Campos","Mata da Usina Roçadinho, Mata Úmida.","-37.272575","-9.762544",NA,NA,"Terrestre. Em argila a margem de córrego próximo a nascente. Inflorescência presente.; Mata Atlântica.",NA,NA,"42",NA,NA,"MAC0038823",NA,NA,NA,"-37.272575","-9.762544","30",NA,NA,NA,NA
"243","2021-01-28 11:37:23-03","IMA","MAC","30871","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Sarcoglottis","grandiflora","Sarcoglottis grandiflora","(Hook.) Klotzsch","E.C.O.Chagas","2008","07","I.A.Bayma","2007","09","04","Brasil","Alagoas","São Miguel dos Campos","Fazenda São Sebastião, Mata do CIMPOR","-37.272222","-9.7625",NA,NA,"Erva terrestre. Inflorescência verde.; Mata Atlântica em tabuleiro.",NA,NA,"1035",NA,NA,"MAC0030871",NA,NA,NA,"-37.272222","-9.7625","08",NA,NA,NA,NA
