"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","typeStatus","recordNumber","continentOcean","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","dayIdentified","relatedCatalogItem","fieldNumber","previousCatalogNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","910879","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Sarcoglottis","fasciculata","Sarcoglottis fasciculata","(Vell.) Schltr.","G. F. J. Pabst",NA,NA,"H. S. Irwin","1964","08","27","Brazil","Distrito Federal","Brasília","30 km. S. of Brasília on road to Belo Horizonte.","-47.95","-16.12",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989000' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"5667","South America","sheet","NY00910879","NY00910879_01","700","1000",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","04139043","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Sarcoglottis","grandiflora","Sarcoglottis grandiflora","(Hook.) Klotzsch",NA,NA,NA,"A. B. Alvarez","2000","07","30","Ecuador","Zamora-Chinchipe",NA,"Carretera Yangana-Valladolid, km 42","-79.1306","-4.5408",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4469338' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"2791","South America","sheet","NY04139043","NY04139043_01","1750",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","04139052","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Sarcoglottis","speciosa","Sarcoglottis speciosa","C.Presl",NA,NA,NA,"A. B. Alvarez","2001","09","24","Peru",NA,NA,"Tingo María. Cultivada por Ecuagénera, Cuenca, Ecuador",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4469350' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"2932","South America","sheet","NY04139052","NY04139052_01","600","800",NA,NA,NA,NA,NA,NA,NA
"14","2021-02-18 09:30:22-03","UNESP-IBB","BOTU","9132","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Sarcoglottis","acaulis","Sarcoglottis acaulis","(Sm.) Schltr.","Pabst, G.F.",NA,NA,"Amaral Jr., A.","1973","08","15","Brasil","São Paulo","Anhembí","Fazenda Bamino Rico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTU009132",NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA
"15","2021-02-08 11:09:44-03","UNESP-IBB","BOTU","28430","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Sarcoglottis","fasciculata","Sarcoglottis fasciculata","(Vell.) Schltr.","Marcusso, G.M.","2011","09","Marcusso, G.M.","2011","09","05","Brasil","São Paulo","Botucatu","Escola do Meio Ambiente","-48.457778","-22.923056",NA,NA,NA,NA,NA,"23",NA,NA,"BOTU028430",NA,NA,NA,"48°27'28w","22°55'23 s","07",NA,NA,NA,NA
"16","2019-09-10 21:43:52-03","UNEMAT","TANG","3278","S","Plantae",NA,NA,NA,"Orchidaceae","Sarcoglottis","grandiflora","Sarcoglottis grandiflora","(Hook.) Klotzsch",NA,NA,NA,"Silva, CA","2016","09","09","Brasil","Mato Grosso","Colider","Resgate Flora UHE Colider","-55.470833","-10.854167",NA,NA,NA,NA,NA,"579",NA,NA,"TANG000003278",NA,"352","352","-55.470833","-10.854167",NA,NA,NA,NA,NA
"17","2021-04-08 17:38:37-03","EAO","IAN","32443","PreservedSpecimen","Plantae","Dicotiledônea",NA,NA,"Humiriaceae","Humiriastrum","villosum","Humiriastrum villosum","(Froes) Cuatrec.","Cuatrecasas, J","1958","08","Fróes, RL","1947","10","21","Brasil","Amazonas",NA,"Rio Negro, rio Pitima. Terra firme low land, high forest border of river of blackish water, clay soil.",NA,NA,NA,NA,"Tree, 50 ft. 16 greenish yellow.",NA,"holotipo","22644","Southern America",NA,"IAN032443","IAN032443 IAN032443_e IAN032443_e1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-04-08 17:38:37-03","EAO","IAN","32443a","PreservedSpecimen","Plantae","Dicotiledônea",NA,NA,"Humiriaceae","Humiriastrum","villosum","Humiriastrum villosum","(Froes) Cuatrec.","Cuatrecasas, J","1958","08","Fróes, RL","1947","10","21","Brasil","Amazonas",NA,"Rio Negro, rio Pitima. Terra firme low land, high forest border of river of blackish water, clay soil.",NA,NA,NA,NA,"Tree, 50 ft. 16 greenish yellow.",NA,"isotipo","22644","Southern America",NA,"IAN32443a","IAN32443a IAN32443a_e IAN32443a_e1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-04-08 17:38:37-03","EAO","IAN","78689","PreservedSpecimen","Plantae","Dicotiledônea",NA,NA,"Humiriaceae","Humiriastrum","villosum","Humiriastrum villosum","(Froes) Cuatrec.","Cuatrecasas, J","1958","09","Fróes, RL","1952","10","29","Brasil","Amazonas",NA,"Cachoeira do rio Aracá, sub-afluente do rio Negro, terra baixa. À beira do rio.",NA,NA,NA,NA,"Árvore de 7 metros; flor branca.",NA,NA,"29144","Southern America",NA,"IAN078689",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:52:51-03","EAO","IAN","191078","PreservedSpecimen","Plantae","Monocotiledônea",NA,NA,"Orchidaceae","Sarcoglottis","acaulis","Sarcoglottis acaulis","(Sm.) Schltr.","Bianchetti, LB","2012","09","Pereira-Silva, G","2012","08","12","Brasil","Rondônia","Porto Velho","Margem direita do rio Jaci Paraná (linha de transmissão Jirau/Stº Antonio). Mata seca, solo argiloso, relevo acidentado.","-64.393611","-9.271944",NA,NA,"Erva terrestre com cerca de 90cm de altura",NA,NA,"16264","Southern America",NA,"IAN191078",NA,"85","85","-64.393611","-9.271944",NA,NA,NA,NA,NA
"21","2021-03-30 12:52:51-03","EAO","IAN","109549","PreservedSpecimen","Plantae","Monocotiledônea",NA,NA,"Orchidaceae","Sarcoglottis","grandiflora","Sarcoglottis grandiflora","(Lindl.) Klotzsch","Pessoa, ME","2012","08","Westra, LYT","1960","10","02","Brasil","Amapá",NA,NA,"-52.916667","-0.916667",NA,NA,"Herb about 0,5 - 1m. tall; flowers green, slightly fragrant. On thin soil layer overlying rock.",NA,NA,"48538","Southern America",NA,"IAN109549",NA,NA,NA,"-52.916667","-0.916667","03",NA,NA,NA,NA
"22","2021-03-30 12:52:51-03","EAO","IAN","114384","PreservedSpecimen","Plantae","Monocotiledônea",NA,NA,"Orchidaceae","Sarcoglottis","grandiflora","Sarcoglottis grandiflora","(Lindl.) Klotzsch","Pessoa, ME","2012","08","Pires, JM; Silva, NT da","1962","07","27","Brasil","Amazonas","Manaus",NA,"-60.0250015258789","-3.10193991661072","138090",NA,"Terrestre.","auto",NA,"8075","Southern America",NA,"IAN114384",NA,NA,NA,NA,NA,"03",NA,NA,NA,NA
"23","2021-03-30 12:52:51-03","EAO","IAN","80654","PreservedSpecimen","Plantae","Monocotiledônea",NA,NA,"Orchidaceae","Sarcoglottis","grandiflora","Sarcoglottis grandiflora","(Lindl.) Klotzsch","Pessoa, ME","2012","08","Fróes, RL","1953","09","30","Brasil","Pará","Monte Alegre",NA,"-54.0691986083984","-2.00778007507324","279177",NA,"Planta terrestre.","auto",NA,"30512","Southern America",NA,"IAN080654",NA,NA,NA,NA,NA,"03",NA,NA,NA,NA
"24","2021-03-30 12:52:51-03","EAO","IAN","105984","PreservedSpecimen","Plantae","Monocotiledônea",NA,NA,"Orchidaceae","Sarcoglottis","picta","Sarcoglottis picta","Klotzsch",NA,NA,NA,"Rodrigues, JS","1960","06","02","Brasil","Amazonas",NA,NA,NA,NA,NA,NA,"Flor cor de palha clara. Sépalas e pétalas com finas estrias cor de vinho.",NA,NA,"251","Southern America",NA,"IAN105984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-30 12:52:51-03","EAO","IAN","111421","PreservedSpecimen","Plantae","Monocotiledônea",NA,NA,"Orchidaceae","Sarcoglottis","picta","Sarcoglottis picta","Klotzsch","Pabst, GFJ",NA,NA,"Oliveira, E","1961","03","29","Brasil","Goiás","Araguatins",NA,NA,NA,NA,NA,"Arbustinho, frutos compridos em cachos, mata, cipoal, terreno alagado.",NA,NA,"1578a","Southern America",NA,"IAN111421",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-04-08 17:45:20-03","EAO","IAN","XILO1431","PreservedSpecimen","Plantae","Monocotiledônea",NA,NA,"Orchidaceae","Sarcoglottis","picta","Sarcoglottis picta","Klotzsch","Pabst, GFJ",NA,NA,"Oliveira, E","1961","03","29","Brasil","Goiás","Araguatins",NA,NA,NA,NA,NA,"Arbustinho, frutos compridos em cachos, mata, cipoal, terreno alagado.",NA,NA,"1578a","Southern America",NA,"IANXILO1431",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-10-09 11:28:46-03","UFBA","ALCB","09894","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Sarcoglottis","grandiflora","Sarcoglottis grandiflora","(Kook) Klotzsch",NA,"1980","11","Grupo Pedra do Cavalo","1980","09",NA,"Brasil","Bahia","Cachoeira","Recôncavo Sul, Vale dos Rios Paraguaçu e Jacuípe. Mata a NE da B. Bananeiras","-39.083333","-12.533333",NA,NA,"terrestre. Folhas basais e suculentas. Flores amarelo-esverdeadas dispostas em cacho.",NA,NA,"785","Southern America",NA,"ALCB006967","ALCB006967","100","100","-39.083333","-12.533333",NA,NA,NA,NA,NA
"28","2020-02-08 09:54:11-03","NBC","NL-BOTANY","U.1355067","PreservedSpecimen","Plantae",NA,"Magnoliopsidae","Malpighiales","Humiriaceae","Humiriastrum","villosum","Humiriastrum villosum","(Fróes) Cuatrec.",NA,NA,NA,"Schultes RE; Cabrera I","1952","11","10","Colombia",NA,NA,"Vaupes, Rio Kubiyu (tributary of Rio Vaupes): Cerro Kanendá, savannahs about 15 miles upstream from mouth.","-70.25","1",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1355067 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Southern America",NA,"NL-U1355067","NL-U1355067",NA,NA,"-70.25","1.0",NA,NA,NA,NA,NA
"29","2020-02-08 08:46:50-03","NBC","NL-BOTANY","U.1469910","PreservedSpecimen","Plantae",NA,"Magnoliopsidae","Asparagales","Orchidaceae","Sarcoglottis","acaulis","Sarcoglottis acaulis","(Sm.) Schltr.","Jansen-Jacobs MJ",NA,NA,"Jansen-Jacobs MJ; Behari-Ramdas J; Grant A; Ramharakh G; Steege H ter; Bánk","2003","01","27","Surinam","Marowijne",NA,"Suriname, Marowijne Distr., Nassau Mts., Plateau C.","-54.616667","4.816667",NA,NA,"Lateritic rocky soil. Savanna vegetation on old airstrip.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1469910 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Southern America",NA,"NL-U1469910","NL-U1469910",NA,NA,"-54.616667","4.816667",NA,"U 0044951",NA,NA,NA
"30","2020-02-08 08:46:50-03","NBC","NL-BOTANY","U.1469911","PreservedSpecimen","Plantae",NA,"Magnoliopsidae","Asparagales","Orchidaceae","Sarcoglottis","acaulis","Sarcoglottis acaulis","(Sm.) Schltr.","Jansen-Jacobs MJ",NA,NA,"Jansen-Jacobs MJ; Behari-Ramdas J; Grant A; Ramharakh G; Steege H ter; Bánk","2003","02","01","Surinam","Marowijne",NA,"Suriname, Marowijne Distr., Nassau Mts., Plateau C.","-54.6","4.816667",NA,NA,"Lateritic rocky soil. Forest on slope, along creek.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1469911 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Southern America",NA,"NL-U1469911","NL-U1469911",NA,NA,"-54.6","4.816667",NA,"U 0044960",NA,NA,NA
"31","2020-02-08 08:46:50-03","NBC","NL-BOTANY","U.1469917","PreservedSpecimen","Plantae",NA,"Magnoliopsidae","Asparagales","Orchidaceae","Sarcoglottis","acaulis","Sarcoglottis acaulis","(Sm.) Schltr.","Werkhoven MCM",NA,NA,"Jansen-Jacobs MJ","1999","09","13","Guyana","Upper Essequibo Region",NA,NA,"-58.533333","3.133333",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1469917 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Southern America",NA,"NL-U1469917","NL-U1469917",NA,NA,"-58.533333","3.133333",NA,"U 0067933",NA,NA,NA
"32","2020-02-08 08:46:50-03","NBC","NL-BOTANY","U.1469918","PreservedSpecimen","Plantae",NA,"Magnoliopsidae","Asparagales","Orchidaceae","Sarcoglottis","acaulis","Sarcoglottis acaulis","(Sm.) Schltr.","Werkhoven MCM",NA,NA,"Jansen-Jacobs MJ","1999","09","13","Guyana","Upper Essequibo Region",NA,NA,"-58.533333","3.133333",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1469918 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Southern America",NA,"NL-U1469918","NL-U1469918",NA,NA,"-58.533333","3.133333",NA,"U 0067934",NA,NA,NA
"33","2020-02-08 08:46:50-03","NBC","NL-BOTANY","U.1469914","PreservedSpecimen","Plantae",NA,"Magnoliopsidae","Asparagales","Orchidaceae","Sarcoglottis","acaulis","Sarcoglottis acaulis","(Sm.) Schltr.","Steen J van der",NA,NA,"Stahel G","1926","06","12","Surinam",NA,NA,"Wilhelmina Mts.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1469914 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Southern America",NA,"NL-U1469914","NL-U1469914",NA,NA,NA,NA,NA,"U 0181042",NA,NA,NA
"34","2020-02-08 08:46:50-03","NBC","NL-BOTANY","U.1469915","PreservedSpecimen","Plantae",NA,"Magnoliopsidae","Asparagales","Orchidaceae","Sarcoglottis","acaulis","Sarcoglottis acaulis","(Sm.) Schltr.","Steen J van der",NA,NA,"Florschütz J; Florschütz PA","1950","12","06","Surinam",NA,NA,"Marowijne river",NA,NA,NA,NA,"Terrestrial in forest near village.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1469915 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Southern America",NA,"NL-U1469915","NL-U1469915",NA,NA,NA,NA,NA,"U 0181040",NA,NA,NA
"35","2020-02-08 08:46:50-03","NBC","NL-BOTANY","L 0836008","PreservedSpecimen","Plantae",NA,"Magnoliopsidae","Asparagales","Orchidaceae","Sarcoglottis","acaulis","Sarcoglottis acaulis","(Sm.) Schltr.","Steen J van der",NA,NA,"Gomes Vasco","1969","08","19","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200836008 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Southern America",NA,"NL-L0836008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-02-08 08:46:50-03","NBC","NL-BOTANY","L 0836010","PreservedSpecimen","Plantae",NA,"Magnoliopsidae","Asparagales","Orchidaceae","Sarcoglottis","acaulis","Sarcoglottis acaulis","(Sm.) Schltr.","Steen J van der",NA,NA,"Kostermans AJGH",NA,NA,NA,"Surinam",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200836010 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Southern America",NA,"NL-L0836010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-02-08 08:46:50-03","NBC","NL-BOTANY","U.1469919","PreservedSpecimen","Plantae",NA,"Magnoliopsidae","Asparagales","Orchidaceae","Sarcoglottis","acaulis","Sarcoglottis acaulis","(Sm.) Schltr.","Christenson EA",NA,NA,"Henkel TW","1993","07","13","Guyana",NA,NA,"Kaieteur National Park, Kaieteur Gorge W Bank Potaro",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1469919 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Southern America",NA,"NL-U1469919","NL-U1469919",NA,NA,NA,NA,NA,"U 0027184",NA,NA,NA
"38","2020-02-08 08:46:50-03","NBC","NL-BOTANY","U.1469913","PreservedSpecimen","Plantae",NA,"Magnoliopsidae","Asparagales","Orchidaceae","Sarcoglottis","acaulis","Sarcoglottis acaulis","(Sm.) Schltr.","Steen J van der",NA,NA,"Westra LYT","1960","10","02","Brazil","Amapá",NA,"Cachoeira Camaraua, c. 3 km. south of mouth of Riv. Camopi.","-52.316667","3.166667",NA,NA,"On thin soil layer overlying rock. Islands and river margin.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1469913 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Southern America",NA,"NL-U1469913","NL-U1469913",NA,NA,"-52.316667","3.166667",NA,"U 0253290",NA,NA,NA
"39","2020-02-08 08:46:50-03","NBC","NL-BOTANY","L 0836007","PreservedSpecimen","Plantae",NA,"Magnoliopsidae","Asparagales","Orchidaceae","Sarcoglottis","grandiflora","Sarcoglottis grandiflora","(Lindl.) Klotzsch","Correa MN",NA,NA,"Pedersen TM","1970","01","29","Argentina","Corrientes",NA,NA,NA,NA,NA,NA,"Woodland.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200836007 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Southern America",NA,"NL-L0836007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-02-08 08:46:50-03","NBC","NL-BOTANY","U.1469922","PreservedSpecimen","Plantae",NA,"Magnoliopsidae","Asparagales","Orchidaceae","Sarcoglottis","grandiflora","Sarcoglottis grandiflora","(Lindl.) Klotzsch",NA,NA,NA,"Weitzman AL","1987","08","18","French Guiana",NA,NA,"Plants of the Guianas. French Guiana. Maroni river above mouth of Maruini river; island in river near Antecum Pata.","-54.1","3.316667",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1469922 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Southern America",NA,"NL-U1469922","NL-U1469922",NA,NA,"-54.1","3.316667",NA,"U 0206280",NA,NA,NA
"41","2020-02-08 08:46:55-03","NBC","NL-BOTANY","U.1475418","PreservedSpecimen","Plantae",NA,"Magnoliopsidae","Asparagales","Orchidaceae","Spiranthes","speciosa","Spiranthes speciosa","(C.Presl) Lindl.",NA,NA,NA,"Breteler FJ","1963","11","07","Venezuela","Mérida",NA,"24 km W. of Mérida along road to La Carbonera.",NA,NA,NA,NA,"Primary forest.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1475418 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Southern America",NA,"NL-U1475418","NL-U1475418",NA,NA,NA,NA,NA,"U 0182184",NA,NA,NA
"42","2020-02-08 08:46:55-03","NBC","NL-BOTANY","WAG.1140727","PreservedSpecimen","Plantae",NA,"Magnoliopsidae","Asparagales","Orchidaceae","Spiranthes","speciosa","Spiranthes speciosa","(C.Presl) Lindl.",NA,NA,NA,"Breteler FJ","1963","11","07","Venezuela","Mérida",NA,"24 km W. of Mérida along road to La Carbonera.",NA,NA,NA,NA,"Primary forest.<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1140727 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Southern America",NA,"NL-WAG1140727","NL-WAG1140727",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-11-04 11:11:17-03","ESALQ","ESA","61706","PreservedSpecimen","Plantae","Magnoliophyta",NA,NA,"Humiriaceae","Humiriastrum","villosum","Humiriastrum villosum","(Fróes) Cuatrec.","Lombardi, J.A.",NA,NA,"Costa, L.V.","1994","10","01","Brasil","Minas Gerais","Marliéria",NA,"-42.7322006225586","-19.7122001647949","28215",NA,NA,"auto",NA,NA,NA,NA,"ESA061706","ESA061706",NA,NA,NA,NA,NA,NA,NA,NA,NA
