"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordNumber","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","coordinatePrecision","geoFlag","phylum","order","continentOcean","preparationType","class","relationshipType","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"435","2020-11-12 17:02:32-03","UEL","FUEL","972","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Yuzawa, SK","1985","05","11","Brasil","Paraná","Londrina","Mata da Kamby","-51.1627998352051","-23.3103008270264",NA,NA,"FUEL019452",NA,"Alves, M","2009","06","09","s.n.",NA,NA,NA,"63728","auto","Tracheophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA
"436","2020-11-12 17:02:32-03","UEL","FUEL","34957","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","K.L.V.R. de Sá; et al.","2002","09","19","Brasil","Paraná","São Jerônimo da Serra","Reserva Indígena São Jerônimo","-50.7411003112793","-23.7275009155273",NA,NA,"FUEL020182",NA,"Alves, M","2009","06","09","525",NA,NA,NA,"30511","auto","Tracheophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA
"437","2020-11-12 17:02:32-03","UEL","FUEL","15934","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Eiten, G; Eiten, LT","1960","07","14","Brasil","São Paulo","São Paulo","Instituto de Botânica, Parque do Estado, grounds of the Instituto de Botânica in Parque do Estado, 9.9km S & 1.4km E of center of city (Praça da Sé) . In clearing in moist natural secondary forest near stream, growing in thick ground vegetation","-46.6300010681152","-23.5400009155273",NA,NA,"FUEL020254",NA,"Rossetto, EFS","2020","05",NA,"2099",NA,NA,NA,"53584","auto","Tracheophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA
"438","2019-11-01 15:14:40-03","UnB","UB","181653","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Lindeman, JC; Haas, JH","1966","07","22","Brasil","Paraná","São João do Triunfo","Fazenda São João à oeste de São João do Triunfo","-50.503333","-26.1425","-50.503333","-26.1425","UB0011654","UB0011654","Lindeman, JC",NA,NA,NA,"1942","850","850","MBM 11867; Erva com rizoma curta nodosa. 1 m de altura",NA,NA,"Monocotyledonae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"439","2019-11-01 15:14:40-03","UnB","UB","187658","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Eiten, G; Eiten, LT","1965","06","24","Brasil","São Paulo","Itapecerica da Serra","At Represa Fumaça dam and powerhouse of CIa. Brasileira do Alumonio, at the waterfall, Cachoeira do França. 15 km NW of village of São Lourenço da Serra.","-46.966667","-23.866667","-46.966667","-23.866667","UB0011933","UB0011933","Alves, M","2015","05",NA,"6307",NA,NA,"Sedge clump with 8 flowering culms. Fruits white. On roadside at base of steep earth bank, among herbage.; Area of secondary mesophytic evergreen forest.",NA,NA,"Monocotyledonae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"440","2019-11-01 15:14:40-03","UnB","UB","78609","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Heringer, EP","1965","10","20","Brasil","Goiás","Formosa","Formosa, BR","-47.3344","-15.5372","-47.3344","-15.5372","UB0007261","UB0007261","Araujo, AC","2008",NA,NA,"10742B",NA,NA,"Mais informações",NA,NA,"Monocotyledonae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"441","2019-11-01 15:14:40-03","UnB","UB","78614","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Paula, JE","1988","08","02","Brasil","Distrito Federal",NA,"Sobradinho, Córrego Capãozinho",NA,NA,NA,NA,"UB0007262","UB0007262","Araujo, AC","2008",NA,NA,"3108",NA,NA,"Mais informações",NA,NA,"Monocotyledonae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"442","2019-11-01 15:14:40-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Duarte, AP; Pereira, E","1946","10","08","Brasil","Rio de Janeiro",NA,"Morro Queimado",NA,NA,NA,NA,"UB0012103","UB0012103","Schneider, L","2018","11",NA,"363",NA,NA,NA,NA,NA,"Monocotyledonae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"443","2019-11-01 15:14:40-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Irwin, HS; et al.","1965","11","11","Brasil","Distrito Federal","Brasília","Parque do Gama","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"Muniz, CFS","1980","06",NA,"10199","1150","1150","Culms ascending 1m. Fruit pale green; Gallery forest, steep rocky slope","70570","auto","Monocotyledonae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"444","2019-11-01 15:14:40-03","UnB","UB","78249","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Heringer, EP","1965","10","18","Brasil","Distrito Federal","Brasília","Parque Municipal do Gama","-47.9296989440918","-15.7797002792358",NA,NA,"UB0011938","UB0011938","Feledi, K","1995","06","19","10681",NA,NA,"Planta com 1,50 m","70570","auto","Monocotyledonae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"445","2019-11-01 15:14:40-03","UnB","UB","193524","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Brade, AC","1933","08",NA,"Brasil","Rio de Janeiro","Itatiaia","3 Picos.","-44.5633010864258","-22.4960994720459",NA,NA,"UB0011935","UB0011935","Gross, R","1934",NA,NA,"12650",NA,NA,"RB 24125; Forma robusta.","19648","auto","Monocotyledonae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"446","2019-11-01 15:14:40-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Orth","1933","01","18","Brasil","Rio Grande do Sul","Porto Alegre","Inst. Miquell Lillo","-51.2299995422363","-30.0331001281738",NA,NA,"UB0011939","UB0011939","Barros, M","1982","08","02","704",NA,NA,NA,"29946","auto","Monocotyledonae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"447","2019-10-03 10:03:34-03","UFSCar","SORO","7589","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Honda, S.; Garcia, R.J.F.; Siqueira, F.S.; Lacerda, W.; Silva, C.L.","2008","08","05","Brasil","São Paulo","São Paulo","Sítio Roda D'Água. Projeto FEMA-Bugio.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"S.Honda; R.J.F. Garcia","2008","09","01","718",NA,NA,"Erva ereta; bráctea roxa, estigma branco, frutos brancos.","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","2020-08-20 14:59:20-03","UFSC","FLOR","37849","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Affonso, R.; Gomes, M.","2010","06","23","Brasil","Santa Catarina","Florianópolis","Trilha Pântano do Sul - Lagoinha do Leste, Ilha de Santa Catarina.","-48.470556","-27.770278","48º28'14''W","27º46'13''S","FLOR0037849","FLOR0037849_v1 FLOR0037849_v2 FLOR0037849_v3","Affonso, R.","2011","01","10","64",NA,NA,"herbácea, Fruto Maduro, aquênio branco. Na subida Pântano sentido Lagoinha, local pedregoso, sombreado, úmido, mais de um indivíduo. Fotos da planta viva.",NA,NA,NA,"Poales",NA,NA,NA,NA,NA,NA,NA,NA
"449","2020-08-20 14:59:20-03","UFSC","FLOR","39505","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Affonso, R.; Zanin, A.","2011","03","17","Brasil","Santa Catarina","Joinville","Serra Dona Francisca.","-49.053611","-26.216944","49º3'13''W","26º13'1''S","FLOR0039505","FLOR0039505_v1 FLOR0039505_v2 FLOR0039505_v3 FLOR0039505_v4 FLOR0039505_v5 FLOR0039505_v6","Affonso, R.","2011","03","17","204","741","741","herbácea, Fruto Maduro, aquênio branco. Há fotos da planta viva associadas à exsicata.",NA,NA,NA,"Poales",NA,NA,NA,NA,NA,NA,NA,NA
"450","2020-08-20 14:59:20-03","UFSC","FLOR","39506","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Affonso, R.; Zanin, A.","2011","03","17","Brasil","Santa Catarina","Joinville","Serra Dona Francisca, estrada para Campo Alegre.","-49.053611","-26.216944","49º3'13''W","26º13'1''S","FLOR0039506",NA,"Affonso, R.","2011","03","17","205","741","741","herbácea, Fruto Maduro, aquênio branco, 1,8m altura",NA,NA,NA,"Poales",NA,NA,NA,NA,NA,NA,NA,NA
"451","2020-08-20 14:59:20-03","UFSC","FLOR","65116","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Caxambu, M.G.; Siqueira, E.L.; Chagas, M.P.","2015","10","02","Brasil","Paraná","Céu Azul","Parque Nacional do Iguaçu, cercanias da BR-277.","-53.640833","-25.056944","53º38'27''W","25º3'25''S","FLOR0065116","FLOR0065116","Trevisan, R.","2017","02","27","6954","743","743","Erva ca. 1m, heliófita, ereta. Sementes verdes.",NA,NA,NA,"Poales",NA,NA,NA,NA,NA,NA,NA,NA
"452","2020-08-20 20:41:11-03","UFSC","FLOR","22902","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Jarenkow, J.A.","1986","07","10","Brasil","Rio Grande do Sul","Rio Grande","Estação Ecológica do Taim, em frente à sede da Estação.","-52.0985984802246","-32.0349998474121",NA,NA,"FLOR0022902",NA,"Sobral, M.","1990",NA,NA,"370",NA,NA,"Material insuficiente para determinação precisa (R.Affonso, 20/3/2011).","82892","auto",NA,"Poales",NA,NA,NA,NA,NA,NA,NA,NA
"453","2020-08-20 14:59:20-03","UFSC","FLOR","23781","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Falkenberg, D.B.; Iza, O.","1994","04","09","Brasil","Santa Catarina","Ilhota","Morro do Baú, ao longo da trilha para o topo.","-48.8272018432617","-26.8997001647949",NA,NA,"FLOR0023781",NA,"Affonso, R.","2011","06","23","6620",NA,NA,NA,"18275","auto",NA,"Poales",NA,NA,NA,NA,NA,NA,NA,NA
"454","2020-08-20 14:59:20-03","UFSC","FLOR","29582","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Queiroz, M.H. de","1990","08","22","Brasil","Santa Catarina","Santo Amaro da Imperatriz","Contrafortes da Serra do Tabuleiro, Caldas da Imperatriz, acima área Jorge.","-48.7785987854004","-27.6881008148193",NA,NA,"FLOR0029582",NA,"Araujo, A.C.","1990","10","10","274",NA,NA,"tufos, flor branca, 0,8m altura","22435","auto",NA,"Poales",NA,NA,NA,NA,NA,NA,NA,NA
"455","2018-02-26 18:32:17-03","UFMT","UFMT","251","S","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Berg, C.C.; Sterward, W.C.; Ramos, J.F.; Monteiro, O.P.; Lima, J.F.","1973","10","11","Brasil","Mato Grosso","Aripuanã","Bay near Igarapézinho.","-59.35","-10.2","-59.35","-10.2",NA,NA,"Thomas, W.","1985",NA,NA,"s.n.",NA,NA,"Herb, 2m. tall.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","2021-03-04 15:42:09-03","IF","SPSF","28636","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides",NA,"R.S.Bianchini","2000","09","08","Brasil","SP","Caraguatatuba","P.E.Serra do Mar, Núcleo Caraguatatuba","-45.4099998474121","-23.6200008392334",NA,NA,NA,NA,NA,NA,NA,NA,"1439",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata ombrofila densa&nf;;","30093","auto","Magnoliophyta","Poales","América do Sul",NA,"Liliopsida",NA,NA,NA,NA,NA
"457","2021-03-04 15:42:09-03","IF","SPSF","35015","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","J.A.Pastore & F. A. R. D. P. Arzolla & J.R.Santos","2005","07","20","Brasil","SP","Mairiporã","Parque Estadual da Cantareira, Pinheirinho","-46.5800018310547","-23.3099994659424",NA,NA,NA,NA,"A.Gil","2008","09","17","1333","1040","1040","COLETA: Floresta Ombrófila Densa Montana.&nf;Herbácea 70cm, frutros brancos.; GEOGRAFIA: Trilha.;","15840","auto","Magnoliophyta","Poales","América do Sul",NA,"Liliopsida",NA,NA,NA,NA,NA
"458","2021-03-04 15:42:09-03","IF","SPSF","08189","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides",NA,"A.Custodio Filho","1981","07","17","Brasil","SP","São Paulo","Parque Estadual do Jaraguá","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,"659",NA,NA,"COLETA: XLS: SPSFAntigo;","53584","auto","Magnoliophyta","Poales","América do Sul",NA,"Liliopsida",NA,NA,NA,NA,NA
"459","2021-03-04 15:42:09-03","IF","SPSF","28914","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides",NA,"G.L.Esteves","2000","08","09","Brasil","SP","Caraguatatuba","P.E.Serra do Mar, Núcleo Caraguatatuba","-45.4099998474121","-23.6200008392334",NA,NA,NA,NA,NA,NA,NA,NA,"2692",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata ombrofila degradada&nf;;","30093","auto","Magnoliophyta","Poales","América do Sul",NA,"Liliopsida",NA,NA,NA,NA,NA
"460","2021-03-04 15:42:09-03","IF","SPSF","17023","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides",NA,"J.B.Baitello","1994","03","29","Brasil","SP","Cunha","P.E.Serra do Mar - Núcleo Cunha","-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,NA,NA,NA,NA,"508",NA,NA,"COLETA: XLS: SPSFAntigo;","38855","auto","Magnoliophyta","Poales","América do Sul",NA,"Liliopsida",NA,NA,NA,NA,NA
"461","2021-03-04 15:42:09-03","IF","SPSF","16123","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides",NA,"R.Esteves","1993","04","27","Brasil","SP","Ibiúna","P.E.Jurupará","-47.2200012207031","-23.6499996185303",NA,NA,NA,NA,NA,NA,NA,NA,"60",NA,NA,"COLETA: XLS: SPSFAntigo;","43112","auto","Magnoliophyta","Poales","América do Sul",NA,"Liliopsida",NA,NA,NA,NA,NA
"462","2021-03-04 15:42:09-03","IF","SPSF","37564","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","F. A. R. D. P. Arzolla & G.C.R.de Paula & M.O.Leite & J.R.dos Santos","2005","08","19","Brasil","SP","São Paulo","Parque Estadual da Cantareira","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"A.Gil","2008","09","17","1177",NA,NA,"COLETA: Erva, frutos creme-esverdeados.; GEOGRAFIA: Morro do Pavão, área antropizada.;","53584","auto","Magnoliophyta","Poales","América do Sul",NA,"Liliopsida",NA,NA,NA,NA,NA
"463","2021-03-04 15:42:09-03","IF","SPSF","31814","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides",NA,"P.Affonso","1999","04","30","Brasil","SP","São Paulo","P.E.Serra do Mar, Núcleo Curucutu","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,"403",NA,NA,"COLETA: XLS: SPSFAntigo;","53584","auto","Magnoliophyta","Poales","América do Sul",NA,"Liliopsida",NA,NA,NA,NA,NA
"464","2021-03-04 15:42:09-03","IF","SPSF","18679","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides",NA,"M.A.Assis","1994","08","27","Brasil","SP","Ubatuba","Trilha da Almada","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,"310",NA,NA,"COLETA: XLS: SPSFAntigo;","34265","auto","Magnoliophyta","Poales","América do Sul",NA,"Liliopsida",NA,NA,NA,NA,NA
"465","2021-03-04 15:42:09-03","IF","SPSF","29058","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","J.R.Guillaumon","2002","01","06","Brasil","SP","Vinhedo","via Anhanguera Km74","-46.9700012207031","-23.0300006866455",NA,NA,NA,NA,"A.Gil","2007","03","28",NA,NA,NA,"COLETA: XLS: SPSFAntigo&nf;nome popular:  navalha de mico &nf;Herbácea 60-70cm, flores verdes.;","9595","auto","Magnoliophyta","Poales","América do Sul",NA,"Liliopsida",NA,NA,NA,NA,NA
"466","2021-02-08 12:51:44-03","UFRGS","ICN","089408","S","Plantae","Cyperaceae","Scleria","cf. panicoides","Scleria cf. panicoides","Kunth","Jarenkow, JA","1986","07","10","Brasil","RS","Rio Grande","Estação Ecológica do Taim","-52.0985984802246","-32.0349998474121",NA,NA,"ICN00010610","ICN00010610","Sobral, M","1990","03",NA,"370",NA,NA,"Borda de capão","82892","auto","Monocotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"467","2021-02-08 12:51:44-03","UFRGS","ICN","087857","S","Plantae","Cyperaceae","Scleria","cf. panicoides","Scleria cf. panicoides","Kunth","Baptista; Pilz, A","1984","04","29","Brasil","RS","Sapiranga","Picada Verão","-51.0069007873535","-29.6380996704102",NA,NA,"ICN00010613","ICN00010613","Sobral, M","1989",NA,NA,"s.n.",NA,NA,NA,"11711","auto","Monocotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"468","2021-02-08 12:51:44-03","UFRGS","ICN","062455","S","Plantae","Cyperaceae","Scleria","cf. panicoides","Scleria cf. panicoides","Kunth","Stehmann, JR","1985","04","29","Brasil","RS","Osório",NA,"-50.2696990966797","-29.8866996765137",NA,NA,"ICN00010612","ICN00010612 ICN00010612_1","Stehmann, JR",NA,NA,NA,"608",NA,NA,"Erva ereta; Borda de mato","27350","auto","Monocotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"469","2021-02-08 12:51:44-03","UFRGS","ICN","089212","S","Plantae","Cyperaceae","Scleria","cf. panicoides","Scleria cf. panicoides","Kunth","Brack, P; et al.","1982",NA,NA,"Brasil","RS","Tenente Portela","Parque Estadual do Turvo","-53.75830078125","-27.3710994720459",NA,NA,"ICN00010633","ICN00010633","Sobral, M",NA,NA,NA,"s.n.",NA,NA,NA,"14404","auto","Monocotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"470","2021-02-08 12:51:44-03","UFRGS","ICN","089211","S","Plantae","Cyperaceae","Scleria","cf. panicoides","Scleria cf. panicoides","Kunth","Brack, P; et al.","1982",NA,NA,"Brasil","RS","Tenente Portela","Parque Estadual do Turvo","-53.75830078125","-27.3710994720459",NA,NA,"ICN00010634","ICN00010634","Sobral, M",NA,NA,NA,"s.n.",NA,NA,NA,"14404","auto","Monocotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"471","2021-02-08 12:51:46-03","UFRGS","ICN","140935","S","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Jurinitz, CF","2000","12","21","Brasil","RS","Camaquã","Distrito de Santa Auta Propriedade Água Grande (também conhecida como sítio do Barbosa Lessa)","-51.812198638916","-30.8511009216309",NA,NA,"ICN00010628","ICN00010628 ICN00010628_1","Jurinitz, CF",NA,NA,NA,"109","300","300","Erva terrícola de beira de mata.; Beira de mata.","49429","auto","Monocotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"472","2021-02-08 12:51:46-03","UFRGS","ICN","160116","S","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Molz, M","2007","10","03","Brasil","RS","Maquiné","Reserva Biológica Estadual da Serra Geral Vale do Ligeiro","-50.2071990966797","-29.6749992370605",NA,NA,"ICN00010619","ICN00010619",NA,NA,NA,NA,"s.n.","820","820","1,60m de altura.","28094","auto","Monocotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"473","2021-02-08 12:51:46-03","UFRGS","ICN","143629","S","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Hagelund, K","1966",NA,NA,"Brasil","RS","Santa Rosa",NA,"-54.4813995361328","-27.8708000183105",NA,NA,"ICN00010630","ICN00010630 ICN00010630_1","Pedersen, TM",NA,NA,NA,"4489",NA,NA,"Doação de Karner Hagelund","19818","auto","Monocotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"474","2021-02-08 12:51:46-03","UFRGS","ICN","150894","S","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Molz, M","2007","07","20","Brasil","RS","Sapiranga","Alto Ferrabraz","-51.0069007873535","-29.6380996704102",NA,NA,"ICN00010621","ICN00010621","Trevisan, R",NA,NA,NA,"s.n.","550","550","40-70 cm alt.; borda da mata, em beira da estrada, local úmido, próximo às valas.","11711","auto","Monocotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"475","2021-02-08 12:51:46-03","UFRGS","ICN","124975","S","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Hagelund, K","1985","09","28","Brasil","RS","Torres","Colônia São Pedro","-49.7268981933594","-29.3353004455566",NA,NA,"ICN00010611","ICN00010611","Araújo, AC","2006","08",NA,"15754",NA,NA,NA,"20837","auto","Monocotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"476","2021-02-08 12:51:46-03","UFRGS","ICN","160672","S","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","de Gasper, AL; Dreveck, S; Carneiro, FE","2009","01","24","Brasil","SC","Ipumirim","Linha Silvano","-52.1356010437012","-27.0767002105713",NA,NA,"ICN00010614","ICN00010614","Affonso, R","2011","02","10","2050","874","874","Doação do herbário FURB. Florística IFFSC 602 (Herbácea); Herbácea. Avançado; Floresta Ombrófila Mista.","16834","auto","Monocotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"477","2021-02-08 12:51:46-03","UFRGS","ICN","174315","S","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Affonso, R; Zanin, A","2011","03","17","Brasil","SC","Joinville","Serra Dona Francisca, estrada para Campo Alegre, 26º13'01S, 49º03'13O","-48.8456001281738","-26.3043994903564",NA,NA,"ICN00010626","ICN00010626 ICN00010626_1","Affonso, R","2011","03","17","205","741","741","Doação Herbário FLOR 39506; herbácea, 1,8m, fruto maduro, aquênio branco; estádio sucessional secundário, beira de estrada","37150","auto","Monocotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"478","2021-02-08 12:51:46-03","UFRGS","ICN","144253","S","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Muniz, CFS; et al.","1981","02","13","Brasil","SP","Cunha","Reserva do Florestal","-44.9599990844727","-23.0699996948242",NA,NA,"ICN00010622","ICN00010622 ICN00010622_1","Muniz, CFS",NA,NA,NA,"248","1100","1100","Doação Herbário SP.","38855","auto","Monocotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"479","2021-02-08 12:51:46-03","UFRGS","ICN","143630","S","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Hagelund, K","1973","07","26","Brasil","SP","Registro",NA,"-47.8400001525879","-24.4799995422363",NA,NA,"ICN00010629","ICN00010629 ICN00010629_1","Pedersen, TM",NA,NA,NA,"6740",NA,NA,"Doação de Karner Hagelund","25922","auto","Monocotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"480","2021-02-08 12:51:46-03","UFRGS","ICN","030619","S","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Londera, Inge WB","1962","08","11","Brasil","BA","Salvador","estrada velha para aeroporto Salvador","-38.510799407959","-12.9710998535156",NA,NA,"ICN00010625","ICN00010625","Araújo, AC","2006","08",NA,"70",NA,NA,NA,"26018","auto","Monocotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"481","2021-02-08 12:51:44-03","UFRGS","ICN","009549","S","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Lindeman, JC","1972","01","02","Brasil","PE","Caruaru",NA,"-35.9761009216309","-8.28332996368408",NA,NA,"ICN00010642","ICN00010642","Araujo, AC","1995","07","19","s.n.",NA,NA,"1,20m","35136","auto","Monocotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"482","2021-02-08 12:51:46-03","UFRGS","ICN","153748","S","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Siqueira, EL; et al.","2007","11","09","Brasil","PR","Dois Vizinhos","Campus da UTFPR","-53.057201385498","-25.7336006164551",NA,NA,"ICN00010620","ICN00010620 ICN00010620_1","Araujo, AC",NA,NA,NA,"33","513","513","Doação do herbário HCF; Erva ca. 0,45m, heliófita.; Em beira de capão. Relevo: ondulado. Vegetação: Floresta Ombrófila Mista Montana. Latitude: 25°41' 32, 1'' S. Longitude: 53°05' 35, 2'' W.","19637","auto","Monocotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"483","2021-02-08 12:51:44-03","UFRGS","ICN","003456","S","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Schultz, AR","1964","05","17","Brasil","RS","Camaquã",NA,"-51.812198638916","-30.8511009216309",NA,NA,"ICN00010607","ICN00010607 ICN00010607_1","Araujo, AC","1995","07","19","3456",NA,NA,NA,"49429","auto","Monocotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"484","2021-02-08 12:51:46-03","UFRGS","ICN","140403","S","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Inácio, CD","2004","07","17","Brasil","RS","Derrubadas","Parque Estadual do Turvo","-53.8608016967773","-27.2646999359131",NA,NA,"ICN00010627","ICN00010627","Trevisan, R","2006","08",NA,"29","440","440","Erva; Interior de floresta, solo argiloso.","18158","auto","Monocotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"485","2021-02-08 12:51:44-03","UFRGS","ICN","003368","S","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Baptista, LRM","1958","08","15","Brasil","RS","Gravataí","Morungava","-50.9919013977051","-29.9444007873535",NA,NA,"ICN00010641","ICN00010641","Araujo, AC","1995","07","19","s.n.",NA,NA,NA,"25424","auto","Monocotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"486","2021-02-08 12:51:44-03","UFRGS","ICN","003375","S","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Baptista, LRM","1963","12","21","Brasil","RS","Gravataí","Morungava","-50.9919013977051","-29.9444007873535",NA,NA,"ICN00010609","ICN00010609 ICN00010609_1","Baptista, LRM",NA,NA,NA,"s.n.",NA,NA,NA,"25424","auto","Monocotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
