"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","dayIdentified","recordNumber","year","month","day","locality","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","continentOcean","preparationType","barcode","imagecode","typeStatus","infraspecificEpithet","class","relatedCatalogItem","fieldNumber","sex"
"17","2021-03-15 16:37:00-03","NY","NYBG","04230059","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Aechmea","bromeliifolia","Aechmea bromeliifolia","(Rudge) Baker","L. B. Smith",NA,NA,"B. Maguire","Suriname",NA,NA,"-56.533","3.642",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4559051' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"54333","1963","07","21","9 km north of Lucie rivier, 10-12 km west of Oost Rivier",NA,NA,"300",NA,"South America","sheet","NY04230059",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","873150","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Aechmea","bromeliifolia","Aechmea bromeliifolia","(Rudge) Baker","L. M. Versieux",NA,NA,"E. P. Heringer","Brazil","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=952871' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"227","1978","10","17","RECOR, picada R-4",NA,NA,NA,NA,"South America","sheet","NY00873150","NY00873150_01 NY00873150_02",NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","376296","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Aechmea","bromeliifolia","Aechmea bromeliifolia","(Rudge) Baker","L. B. Smith",NA,NA,"P. K. H. Dusén","Brazil","Paraná","Jaguariaíva","-49.7056","-24.2511",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=561317' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"16072","1914","11","18","Jaquariahzva opp.",NA,NA,"740","740","South America","sheet","NY00376296",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","04230072","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Aechmea","bromeliifolia","Aechmea bromeliifolia","(Rudge) Baker","L. B. Smith",NA,NA,"G. T. Prance","Brazil","Rondônia",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4559065' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"6799","1968","08","05","Basin of Rio Madeira. Km 12, road Guajará-Mirim to Abunã",NA,NA,NA,NA,"South America","sheet","NY04230072",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","04230058","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Aechmea","bromeliifolia","Aechmea bromeliifolia","(Rudge) Baker","L. B. Smith",NA,NA,"B. Maguire","Suriname",NA,NA,"-56.533","3.642",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4559050' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"54253","1963","07","18","Wilhelmina Gebergte: 9 km N of Lucie and 12 km W of Oost Riviers.",NA,NA,"275","275","South America","sheet","NY04230058",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","03851874","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Aechmea","bromeliifolia","Aechmea bromeliifolia","(Rudge) Baker",NA,NA,NA,"T. R. van Andel","Suriname",NA,NA,"-55.16","4.93",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4133668' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"4284","2003","11","18","Brokopondo, Brownsberg, Orchid Garden, 300 m inland of trail to Witi Creek, at 3.2 km.",NA,NA,NA,NA,"South America","sheet","NY03851874",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","376383","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Aechmea","bromeliifolia","Aechmea bromeliifolia","(Rudge) Baker","E. J. Gouda",NA,NA,"S. A. Mori","French Guiana","Saint-Laurent-du-Maroni",NA,"-53.2","3.62",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=561316' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"22763","1992","11","03","Saül. Vicinity of Eaux Claires, Sentier Botanique, between split in trail and plateau",NA,NA,"250","350","South America","sheet","NY00376383",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","04230081","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Aechmea","bromeliifolia","Aechmea bromeliifolia","(Rudge) Baker","L. B. Smith",NA,NA,"G. T. Prance","Brazil","Tocantins",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4559184' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"58571","1964","08","05","West of Filadélfia, Serra de Mamoneira.",NA,NA,NA,NA,"South America","sheet","NY04230081",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","04230073","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Aechmea","bromeliifolia","Aechmea bromeliifolia","(Rudge) Baker","E. J. Gouda",NA,NA,"M. H. Nee","Bolivia","Santa Cruz","Andrés Ibáñez","-63.18","-14.78",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4559066' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"35771","1987","08","26","Santa Cruz, cultivated ornamentals at home of G. Coimbra S.",NA,NA,"420",NA,"South America","sheet","NY04230073",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","4229779","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Aechmea","bromeliifolia","Aechmea bromeliifolia","(Rudge) Baker",NA,NA,NA,"B. A. Krukoff","Brazil","Pará",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4555616' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"1222","1931","09","19","upper Cupary River, plateau between the Xingu and Tapajos Rivers.",NA,NA,NA,NA,"South America","sheet","NY04229779",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","04230080","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Aechmea","bromeliifolia","Aechmea bromeliifolia","(Rudge) Baker","L. B. Smith",NA,NA,"G. T. Prance","Brazil","Tocantins",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4559180' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"58571","1964","08","05","West of Filadélfia, Serra de Mamoneira.",NA,NA,NA,NA,"South America","sheet","NY04230080",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","4229789","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Aechmea","bromeliifolia","Aechmea bromeliifolia","(Rudge) Baker",NA,NA,NA,"B. Maguire","Guyana",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4555626' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"45905","1960","06","23","Upper Mazaruni River Basin. savannahs adjacent to Partang rapids. 1 mi above mouth of Partang R.",NA,NA,"470",NA,"South America","sheet","NY04229789",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","3851872","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Aechmea","bromeliifolia","Aechmea bromeliifolia","(Rudge) Baker",NA,NA,NA,"A. D. Aguirre-Morales","Suriname",NA,NA,"-56.18617","3.92578",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4133666' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"1863","2013","08","16","Tafelberg. Trail from Augustus Camp into Arrowhead basin on E side of Augustus Creek.",NA,NA,"580",NA,"South America","sheet","NY03851872",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","04230078","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Aechmea","bromeliifolia","Aechmea bromeliifolia","(Rudge) Baker","L. B. Smith",NA,NA,"G. T. Prance","Brazil","Amazonas",NA,"-60.086031","-1.8595815",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4559177' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"21054","1974","05","09","Manaus-Caracarai Road; Km. 130, Igarapé Lages",NA,NA,NA,NA,"South America","sheet","NY04230078",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","3851873","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Aechmea","bromeliifolia","Aechmea bromeliifolia","(Rudge) Baker",NA,NA,NA,"J. Aguirre-Santoro","Suriname","Sipaliwini",NA,"-56.20047","3.9215",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4133667' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"1853","2013","08","15","Tafelberg. About 3 km on trail to Caiman camp creek from Augustus fall.",NA,NA,"615",NA,"South America","sheet","NY03851873",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","376382","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Aechmea","bromeliifolia","Aechmea bromeliifolia","(Rudge) Baker","C. D. Adams",NA,NA,"C. D. Adams","Trinidad and Tobago",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=561310' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"14011","1976","07","13","Trinidad. Long Stretch",NA,NA,NA,NA,"South America","sheet","NY00376382",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","04230077","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Aechmea","bromeliifolia","Aechmea bromeliifolia","(Rudge) Baker","L. B. Smith",NA,NA,"G. T. Prance","Brazil","Amazonas",NA,"-60.3208","-2.5636",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4559173' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"17958","1973","09","15","Rio Cuieras, 2 Km from Rio Cuieras at 2 Km. below mouth of Rio Branquinho.",NA,NA,NA,NA,"South America","sheet","NY04230077",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","4229788","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Aechmea","bromeliifolia","Aechmea bromeliifolia","(Rudge) Baker",NA,NA,NA,"B. Maguire","Venezuela","Amazonas",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4555625' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"28786","1949","02","02","Cerro Sipapo (Paráque).",NA,NA,"650","650","South America","sheet","NY04229788",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","04230071","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Aechmea","bromeliifolia","Aechmea bromeliifolia","(Rudge) Baker","L. B. Smith",NA,NA,"G. T. Prance","Brazil","Amazonas","Manaus","-58.8062525","-3.0385261",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4559064' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"3736","1966","12","19","Manaus-Itacoatiara highway, km 202, near Rio urubu",NA,NA,NA,NA,"South America","sheet","NY04230071",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","04230057","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Aechmea","bromeliifolia","Aechmea bromeliifolia","(Rudge) Baker","L. B. Smith",NA,NA,"B. Maguire","Suriname",NA,NA,"-56.533","3.642",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4559049' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"54253","1963","07","18","Wilhelmina Gebergte: 9 km N of Lucie and 12 km W of Oost Riviers.",NA,NA,"275","275","South America","sheet","NY04230057",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","4229774","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Aechmea","bromeliifolia","Aechmea bromeliifolia","(Rudge) Baker",NA,NA,NA,"H. S. Irwin","Suriname",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4555611' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"55153","1963","08","29","3 km. south of Juliana Top, 12 km. north of Lucie Rivier",NA,NA,"300","325","South America","sheet","NY04229774",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","04230075","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Aechmea","bromeliifolia","Aechmea bromeliifolia","(Rudge) Baker","L. B. Smith",NA,NA,"G. T. Prance","Brazil","Amazonas",NA,"-60.5089","-2.8275",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4559068' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"15038","1971","09","29","Rio Cuieras just below mouth of Rio Brancinho",NA,NA,NA,NA,"South America","sheet","NY04230075",NA,NA,NA,NA,NA,NA,NA
"39","2016-09-30 05:56:00-03","NY","NYBG","1281398","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Aechmea","bromeliifolia","Aechmea bromeliifolia",NA,NA,NA,NA,"G. C. G. Argent","Brazil","São Paulo","Angatuba","-48.42","-23.45",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1693802' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"701","1983","11","15",NA,NA,NA,NA,NA,"South America","sheet","NY01281398","NY01281398_01",NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","3851871","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Aechmea","bromeliifolia","Aechmea bromeliifolia","(Rudge) Baker",NA,NA,NA,"J. Aguirre-Santoro","Suriname","Sipaliwini",NA,"-56.14625","3.79489",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4133662' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"1832","2013","08","12","Forest near Rudi Kappel savanna. About 300 m N of airstrip.",NA,NA,"304",NA,"South America","sheet","NY03851871",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","04230084","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Aechmea","bromeliifolia","Aechmea bromeliifolia","(Rudge) Baker","L. B. Smith",NA,NA,"J. A. Steyermark","Venezuela","Bolívar",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4559189' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"88852","1961","01","25","Summit of west-facing wooded escarpment, E. of Miamo, Hato de Nuria. Altiplanicie de Nuria; near summit north of road.",NA,NA,"400","550","South America","sheet","NY04230084",NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","04230085","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Aechmea","bromeliifolia","Aechmea bromeliifolia","(Rudge) Baker",NA,NA,NA,"J. A. Steyermark","Venezuela","Bolívar",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4559192' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"88852","1961","01","25","Summit of west-facing wooded escarpment, E. of Miamo, Hato de Nuria. Altiplanicie de Nuria; near summit north of road.",NA,NA,"400","550","South America","sheet","NY04230085",NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","376294","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Aechmea","bromeliifolia","Aechmea bromeliifolia","(Rudge) Baker",NA,NA,NA,"P. K. H. Dusén","Brazil","Paraná",NA,"-49.57","-25.68",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=561324' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"7024","1908","10","22","Serrinha",NA,NA,NA,NA,"South America","sheet","NY00376294",NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","4229790","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Aechmea","bromeliifolia","Aechmea bromeliifolia","(Rudge) Baker",NA,NA,NA,"B. Maguire","Suriname",NA,NA,"-56.625","3.433",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4555627' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"53996","1963","07","06","2 km N of Lucie Camp, 2 km W of Oost Rivier",NA,NA,"225","225","South America","sheet","NY04229790",NA,NA,NA,NA,NA,NA,NA
