"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","year","month","day","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","phylum","order","infraspecificEpithet","scientificNameAuthorship","imagecode","identifiedBy","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","typeStatus","yearIdentified","monthIdentified","dayIdentified","sex","class","relatedCatalogItem","minimumDepthInMeters","maximumDepthInMeters","individualCount","eventTime","fieldNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","419190","PreservedSpecimen","Plantae","Sapotaceae","Sideroxylon","obtusifolium","Sideroxylon obtusifolium obtusifolium","L. Riedel",NA,"South America","Brazil",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=436964' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419190",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Ericales","obtusifolium","(Roem. & Schult.) T.D.Penn.","NY00419190_01","T. D. Pennington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-09-29 13:02:00-03","NY","NYBG","375823","PreservedSpecimen","Plantae","Sapotaceae","Sideroxylon","obtusifolium","Sideroxylon obtusifolium obtusifolium","T. M. Pedersen","4464","South America","Argentina","Corrientes","Derqui [location ?]","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=436971' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375823","1957","02","09",NA,NA,NA,NA,"Magnoliophyta","Ericales","obtusifolium","(Roem. & Schult.) T.D.Penn.",NA,"T. D. Pennington","Empedrado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00896595","PreservedSpecimen","Plantae","Sapotaceae","Sideroxylon","obtusifolium","Sideroxylon obtusifolium obtusifolium","G. Schaller","287","South America","Brazil","Mato Grosso","Pantanal. Fazenda Jofre (near Pocone).","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966670' target='other'> <mi>dwc_moreinfo</mi></a>","NY00896595","1979","03","12","-56.6228","-16.2569",NA,NA,"Magnoliophyta","Ericales","obtusifolium","(Roem. & Schult.) T.D.Penn.","NY00896595_01","T. D. Pennington","Poconé",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","375806","PreservedSpecimen","Plantae","Sapotaceae","Sideroxylon","obtusifolium","Sideroxylon obtusifolium","A. Sehnem","13919","South America","Brazil","Rio Grande do Sul","Faz. Delapieve","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=742899' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375806","1973","11","18","-51.7181","-29.9433",NA,NA,"Magnoliophyta","Ericales",NA,"(Roem. & Schult.) T.D.Penn.","NY00375806_01",NA,"Triunfo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","419187","PreservedSpecimen","Plantae","Sapotaceae","Sideroxylon","obtusifolium","Sideroxylon obtusifolium obtusifolium","L. Riedel","543","South America","Brazil",NA,"Brasilia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=436970' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419187",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Ericales","obtusifolium","(Roem. & Schult.) T.D.Penn.","NY00419187_01","T. D. Pennington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","419188","PreservedSpecimen","Plantae","Sapotaceae","Sideroxylon","obtusifolium","Sideroxylon obtusifolium obtusifolium","L. Riedel",NA,"South America","Brazil",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=436962' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419188",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Ericales","obtusifolium","(Roem. & Schult.) T.D.Penn.","NY00419188_01","T. D. Pennington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","375839","PreservedSpecimen","Plantae","Sapotaceae","Sideroxylon","obtusifolium","Sideroxylon obtusifolium obtusifolium","D. S. D. de Araújo","3203","South America","Brazil","Rio de Janeiro","Itaipu, Morro das Andorinhas, em capoeira rala","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=436960' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375839","1979","10","03","-43.1036","-22.8833",NA,NA,"Magnoliophyta","Ericales","obtusifolium","(Roem. & Schult.) T.D.Penn.","NY00375839_01",NA,"Niterói",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","375815","PreservedSpecimen","Plantae","Sapotaceae","Sideroxylon","obtusifolium","Sideroxylon obtusifolium obtusifolium","A. F. M. Glaziou","18349","South America","Brazil","Rio de Janeiro",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=436974' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375815","1891",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Ericales","obtusifolium","(Roem. & Schult.) T.D.Penn.","NY00375815_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00896596","PreservedSpecimen","Plantae","Sapotaceae","Sideroxylon","obtusifolium","Sideroxylon obtusifolium obtusifolium","P. von Luetzelburg","1643","South America","Brazil","Piauí","Piauhy. Lagoa do Matto.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966674' target='other'> <mi>dwc_moreinfo</mi></a>","NY00896596","1912","06",NA,"-43.33","-9.2786",NA,NA,"Magnoliophyta","Ericales","obtusifolium","(Roem. & Schult.) T.D.Penn.","NY00896596_01","T. D. Pennington","Caracol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","375814","PreservedSpecimen","Plantae","Sapotaceae","Sideroxylon","obtusifolium","Sideroxylon obtusifolium obtusifolium","G. T. Prance","28136","South America","Brazil","Pernambuco","Fernando de Noronha: Vicinity of Praia do Sancho","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=436969' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375814","1982","12","01",NA,NA,NA,NA,"Magnoliophyta","Ericales","obtusifolium","(Roem. & Schult.) T.D.Penn.","NY00375814_01","T. D. Pennington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","375803","PreservedSpecimen","Plantae","Sapotaceae","Sideroxylon","obtusifolium","Sideroxylon obtusifolium","L. A. Mattos Silva","2902","South America","Brazil","Bahia","Km 1.5 da Rodovia que liga a BR 116 (Tucano/Araci) a caldas do Jorro","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=742896' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375803","1993","01","07","-38.7867","-10.9633",NA,NA,"Magnoliophyta","Ericales",NA,"(Roem. & Schult.) T.D.Penn.","NY00375803_01","T. D. Pennington","Tucano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","375808","PreservedSpecimen","Plantae","Sapotaceae","Sideroxylon","obtusifolium","Sideroxylon obtusifolium","R. Reitz","1400","South America","Brazil","Santa Catarina",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=742901' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375808","1953","11","05","-48.6678","-27.6456",NA,NA,"Magnoliophyta","Ericales",NA,"(Roem. & Schult.) T.D.Penn.","NY00375808_01",NA,"Palhoça",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","375805","PreservedSpecimen","Plantae","Sapotaceae","Sideroxylon","obtusifolium","Sideroxylon obtusifolium","K. Kubitzki","79265","South America","Brazil","Bahia","Folha SD-24 (14-40a).","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=742902' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375805","1979","09","28","-40.0833","-13.8578",NA,NA,"Magnoliophyta","Ericales",NA,"(Roem. & Schult.) T.D.Penn.","NY00375805_01",NA,"Jequié",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-09-29 18:16:00-03","NY","NYBG","375810","PreservedSpecimen","Plantae","Sapotaceae","Sideroxylon","obtusifolium","Sideroxylon obtusifolium","L. Aristeguieta","6832","South America","Venezuela","Zulia","Fundo Matapalo, entre Cuatro Bocas y La Paz","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=742903' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375810","1968","11","22",NA,NA,NA,NA,NA,"Ericales",NA,NA,NA,NA,"Jesus Enrique Lossada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2016-09-29 13:02:00-03","NY","NYBG","375825","PreservedSpecimen","Plantae","Sapotaceae","Sideroxylon","obtusifolium","Sideroxylon obtusifolium obtusifolium","L. Aristeguieta","7006","South America","Venezuela","Anzoátegui","Fundo Lagunitas de Flores, cerca del Caserio de Curatquiche, Barcelona","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=436976' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375825","1969","03","01",NA,NA,NA,NA,"Magnoliophyta","Ericales","obtusifolium","(Roem. & Schult.) T.D.Penn.",NA,"T. D. Pennington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00896592","PreservedSpecimen","Plantae","Sapotaceae","Sideroxylon","obtusifolium","Sideroxylon obtusifolium buxifolium","G. T. Prance","26192","South America","Brazil","Mato Grosso","Transpantaneira Highway, Fazenda Jofre","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=969356' target='other'> <mi>dwc_moreinfo</mi></a>","NY00896592","1979","06","13",NA,NA,NA,NA,"Magnoliophyta","Ericales","buxifolium","(Roem. & Schult.) T.D.Penn.","NY00896592_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2016-09-29 13:02:00-03","NY","NYBG","375826","PreservedSpecimen","Plantae","Sapotaceae","Sideroxylon","obtusifolium","Sideroxylon obtusifolium obtusifolium","R. Romero-Castañeda","10584","South America","Colombia","Magdalena","Don Jaca","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=436968' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375826","1966","12","09",NA,NA,NA,NA,"Magnoliophyta","Ericales","obtusifolium","(Roem. & Schult.) T.D.Penn.",NA,"T. D. Pennington","Santa Marta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","419189","PreservedSpecimen","Plantae","Sapotaceae","Sideroxylon","obtusifolium","Sideroxylon obtusifolium obtusifolium","L. Riedel","19","South America","Brazil",NA,"Brasilia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=436963' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419189",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Ericales","obtusifolium","(Roem. & Schult.) T.D.Penn.","NY00419189_01","T. D. Pennington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","375822","PreservedSpecimen","Plantae","Sapotaceae","Sideroxylon","obtusifolium","Sideroxylon obtusifolium","S. A. Mori","12833","South America","Brazil","Bahia","BR 116, a 37 km ao S de Jequie, estrada para Caatingal, a 3km da BR 116","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=436957' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375822","1979","09","29","-40.2425","-14.1456",NA,NA,"Magnoliophyta","Ericales",NA,"(Roem. & Schult.) T.D.Penn.","NY00375822_01","T. D. Pennington","Manoel Vitorino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","375818","PreservedSpecimen","Plantae","Sapotaceae","Sideroxylon","obtusifolium","Sideroxylon obtusifolium obtusifolium","J. S. Blanchet","2589","South America","Brazil","Bahia","Serra de Jacobina","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=436961' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375818","1839",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Ericales","obtusifolium","(Roem. & Schult.) T.D.Penn.","NY00375818_01","T. D. Pennington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","375824","PreservedSpecimen","Plantae","Sapotaceae","Sideroxylon","obtusifolium","Sideroxylon obtusifolium obtusifolium","P. C. Hutchison","5423","South America","Peru","Amazonas","Chachapoyas. Rio Maranon at Balsas, vicinity of the bridge","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=436956' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375824","1964","05","29",NA,NA,NA,NA,"Magnoliophyta","Ericales","obtusifolium","(Roem. & Schult.) T.D.Penn.",NA,"T. D. Pennington",NA,"800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","375816","PreservedSpecimen","Plantae","Sapotaceae","Sideroxylon","obtusifolium","Sideroxylon obtusifolium obtusifolium","A. F. M. Glaziou","11159","South America","Brazil","Rio de Janeiro",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=436975' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375816","1907",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Ericales","obtusifolium","(Roem. & Schult.) T.D.Penn.","NY00375816_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","375812","PreservedSpecimen","Plantae","Sapotaceae","Sideroxylon","obtusifolium","Sideroxylon obtusifolium","G. Lozano-Contreras","2696","South America","Colombia","Magdalena","Parque Nacional Natural Tayrona. Ensenada de Neguanje","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=742900' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375812","1976","09","06",NA,NA,NA,NA,"Magnoliophyta","Ericales",NA,"(Roem. & Schult.) T.D.Penn.",NA,NA,"Santa Marta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2016-09-29 18:16:00-03","NY","NYBG","375811","PreservedSpecimen","Plantae","Sapotaceae","Sideroxylon","obtusifolium","Sideroxylon obtusifolium","T. M. Pedersen","1756","South America","Argentina","Corrientes","Estancia La Yela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=742910' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375811","1952","06","18",NA,NA,NA,NA,NA,"Ericales",NA,NA,NA,NA,"Empedrado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","375821","PreservedSpecimen","Plantae","Sapotaceae","Sideroxylon","obtusifolium","Sideroxylon obtusifolium obtusifolium","S. A. Mori","11216","South America","Brazil","Bahia","Estrada que liga Jequie a Lafayete Coutinho, Ca. 11-17 km a W de Jequie. Folha SD-24 (14-40a)","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=436955' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375821","1978","11","19","-40.0833","-13.8578",NA,NA,"Magnoliophyta","Ericales","obtusifolium","(Roem. & Schult.) T.D.Penn.","NY00375821_01","T. D. Pennington","Jequié",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","375817","PreservedSpecimen","Plantae","Sapotaceae","Sideroxylon","obtusifolium","Sideroxylon obtusifolium obtusifolium","J. L. Hage","107","South America","Brazil","Bahia","Km 1.193, da Rod. Rio/Bahia. 31 km ao Sul de Jequié","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=436958' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375817","1975","10","16","-40.0833","-13.8578",NA,NA,"Magnoliophyta","Ericales","obtusifolium","(Roem. & Schult.) T.D.Penn.","NY00375817_01","T. D. Pennington","Jequié",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","375802","PreservedSpecimen","Plantae","Sapotaceae","Sideroxylon","obtusifolium","Sideroxylon obtusifolium","A. M. V. de Carvalho","3926","South America","Brazil","Bahia","Kms 7 a 10 na estrada de Tucano para Ribeira do Pombal","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=742906' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375802","1992","03","21","-38.7867","-10.9633",NA,NA,"Magnoliophyta","Ericales",NA,"(Roem. & Schult.) T.D.Penn.","NY00375802_01","T. D. Pennington","Tucano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","03066054","PreservedSpecimen","Plantae","Sapotaceae","Sideroxylon","obtusifolium","Sideroxylon obtusifolium","Carlos D. M. Ferreira","101","South America","Brazil","Rio de Janeiro","Saquarema - Jaconé. APA. No final da Rua 13, altura da rua 109. as margens da lagoa de Saquarema.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3287398' target='other'> <mi>dwc_moreinfo</mi></a>","NY03066054","2015","08","02","-43.2075004577637","-22.9027996063232",NA,NA,"Magnoliophyta","Ericales",NA,"(Roem. & Schult.) T.D.Penn.","NY03066054_01",NA,"Rio de Janeiro",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","375807","PreservedSpecimen","Plantae","Sapotaceae","Sideroxylon","obtusifolium","Sideroxylon obtusifolium","L. R. H. Bicudo","51","South America","Brazil","São Paulo","Margem da Ferrovia próxima a Estaçao de Piscicultura da CESP","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=742911' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375807","1998","10","12","-51.4799995422363","-20.8700008392334",NA,NA,"Magnoliophyta","Ericales",NA,"(Roem. & Schult.) T.D.Penn.","NY00375807_01",NA,"Castilho",NA,NA,"37464","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","1181373","PreservedSpecimen","Plantae","Sapotaceae","Sideroxylon","obtusifolium","Sideroxylon obtusifolium","A. M. Giulietti","PCD2983","South America","Brazil","Bahia","Dunas do Rio São Francisco.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1369101' target='other'> <mi>dwc_moreinfo</mi></a>","NY01181373","1996","06","23","-42.7728","-10.7878",NA,NA,"Magnoliophyta","Ericales",NA,"(Roem. & Schult.) T.D.Penn.","NY01181373_01","T. D. Pennington","Xique-Xique","548","548",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
