"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","imagecode","geoFlag","identifiedBy","recordedBy","recordNumber","year","month","day","locality","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","yearIdentified","monthIdentified","dayIdentified","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","infraspecificEpithet","sex","class","relatedCatalogItem","relationshipType","minimumDepthInMeters","maximumDepthInMeters","individualCount","fieldNumber"
"3757","2021-03-15 18:30:01-03","USP","SPF","85504","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","São Paulo","Campos do Jordão","-45.5900001525879","-22.7299995422363","21048","SPF00085504",NA,"auto","Pirani, JR","Nicolau, SA","s.n.","1993","12",NA,NA,NA,NA,NA,NA,"Árvore. Flor creme-esverdeada.","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3758","2021-03-15 18:29:58-03","USP","SPF","144362","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","São Paulo","Campos do Jordão","-45.5900001525879","-22.7299995422363","21048","SPF00144362",NA,"auto","Pirani, JR","Fiaschi, P","524","2000","12","08","Estrada de Campos do Jordão para São Bento de Sapucaí.",NA,NA,NA,NA,"Árvore de ca. 8m de alt. Tronco dotao de espinhos, PAP 104 cm. Frutos imaturos verdes.","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3759","2021-03-15 18:30:01-03","USP","SPF","40783","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium petiolulatum","Engl.","Brasil","São Paulo","Campos do Jordão","-45.5900001525879","-22.7299995422363","21048","SPF00040783",NA,"auto","Pirani, JR","Robim, MJ","283","1985","04","24","Parque Estadual de Campos do Jordão, Na trilha da Cachoeira.",NA,NA,NA,NA,"Árvore com 8m alt., frutos verdes.","1985","12",NA,NA,NA,NA,NA,NA,NA,"petiolulatum",NA,NA,NA,NA,NA,NA,NA,NA
"3760","2021-03-15 18:29:58-03","USP","SPF","125938","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818","37574","SPF00125938",NA,"auto","Pirani, JR","Melo, MMRF","888","1987","08","20","Parque Estadual da Ilha do Cardoso, Mata de Encosta do morro da captação d'água.",NA,NA,NA,NA,"Árvore ca. 7m alt., perímetro a 1,3m do solo 13,5 cm. material botânico coletado do indivíduo nº 166, amostrado na parcela instalada pela coletora para estudo fitossociológico.","1988","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3761","2021-03-15 18:29:58-03","USP","SPF","125937","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818","37574","SPF00125937",NA,"auto","Pirani, JR","Rossi, L","523","1989","06","20","Parque Estadual da Ilha do Cardoso, Morro do Marujá, trilha rumo praia de Lajes. Mata de encosta.",NA,NA,NA,NA,"Árvore ca. 12,0 m alt. Botões creme-amarelados. Frutos imaturos verdes, com pontuações vrede escuras. Tronco com acúleos.","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3762","2021-03-15 18:29:58-03","USP","SPF","118348","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","São Paulo","Cunha","-44.9599990844727","-23.0699996948242","38855","SPF00118348",NA,"auto","Rodrigues, RR","Ferretti, AR","24","1996","12","12","Estação Experimental da Serra do Mar, Núcleo Cunha. Trilha da Barra do Rio; Floresta Ombrófila Densa, ao longo do rio Paraibuna.",NA,NA,NA,NA,"Árvore de 10m; casca grossa. lisa com lenticelas, presença de acúleos no tronco e nas folhas.","1996","12","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3763","2021-03-15 18:29:58-03","USP","SPF","118347","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","São Paulo","Cunha","-44.9599990844727","-23.0699996948242","38855","SPF00118347",NA,"auto","Pirani, JR","Souza, JP","929","1996","12","15","Margens da Cachoeira do Barracão, floresta ombrófila densa.",NA,NA,NA,NA,"Árvore 5m alt. Frutos imaturos verdes.","1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3764","2021-03-15 18:29:59-03","USP","SPF","75956","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","São Paulo","Cunha","-44.9599990844727","-23.0699996948242","38855","SPF00075956",NA,"auto","Pirani, JR","Aguiar, OT","399","1990","04","25","Parque Estadual da Serra do Mar, Bacia D.",NA,NA,NA,NA,"Árvore com ca. 1,4m altura, frutos.","1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3765","2021-03-15 18:29:58-03","USP","SPF","145962","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","São Paulo","Cunha","-44.9599990844727","-23.0699996948242","38855","SPF00145962",NA,"auto","Pirani, JR","Arzolla, FARDP","432","2004","01","28","Parque Estadual da Serra do Mar, Núcleo Cunha, margens do Rio Paraibuna, Cachoeira do Barracão.",NA,NA,NA,NA,"Árvore 3m de altura, com frutos.","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3766","2021-03-15 18:30:01-03","USP","SPF","97344","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","São Paulo","Cunha","-44.9599990844727","-23.0699996948242","38855","SPF00097344",NA,"auto","Pirani, JR","Baitello, JB","613","1994","03","30","Parque Estadual da Serra do Mar, Pedreira e arredores , solo arenoso, pedregoso e em alguns locais bastante úmido.",NA,NA,NA,NA,"Frutos esverdeados, sementes negras, ramos espinescentes.","1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3767","2021-03-15 18:30:01-03","USP","SPF","98349","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","São Paulo","Espírito Santo do Pinhal","-46.7400016784668","-22.1900005340576","18890","SPF00098349",NA,"auto","Anônimo","Árbocz, GF","968","1994","10","29","Clube de Campo Caco Velho. Mata tipo FLSD.",NA,NA,NA,NA,"Árvore ca. 15-20 m alt. Flores brancas. Estimativa de florescimento: 11-12.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3768","2021-03-15 18:29:58-03","USP","SPF","168913","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","São Paulo","Itatiba","-46.8300018310547","-23","17442","SPF00168913",NA,"auto","Rampin, VT","Pizo, MA","58","2004","02","02","Sítio Moinho Velho. Mata atlântica.",NA,NA,"800","800","Árvore ca. de 6 m alt.; frutos vermelhos.","2003","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3769","2021-03-15 18:29:58-03","USP","SPF","112899","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","São Paulo","Itupeva","-47.0499992370605","-23.1499996185303","11330","SPF00112899",NA,"auto","Pirani, JR","Wanderley, MGL","2139","1995","04","19","Em campo sujo.",NA,NA,NA,NA,"Arvoreta 3,0m alt. Frutos verdes.","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3770","2021-03-15 18:29:56-03","USP","SPF","105265","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","São Paulo","Jaboticabal","-48.3199996948242","-21.25","22420","SPF00105265",NA,"auto","Rodrigues, EHA","Rodrigues, EHA","92","1990","10","02","Fazenda Santa Isabel. No pasto dos burros.",NA,NA,NA,NA,"Árvore ca. 8m com botões florais de cor verde.","1990","11","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3771","2021-03-15 18:29:58-03","USP","SPF","12588","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","São Paulo","Jales","-50.5400009155273","-20.2600002288818","16486","SPF00012588",NA,"auto","Pirani, JR","Hoehne, W","s.n.","1950","01","12","Beira da mata do Retiro.",NA,NA,NA,NA,"Tronco aculeado.","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3772","2021-03-15 18:30:01-03","USP","SPF","96556","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","São Paulo","Pariquera-Açu","-47.8800010681152","-24.7099990844727","17990","SPF00096556",NA,"auto","Pirani, JR","Bernacci, LC","995","1995","01","10","Estação Experimental do IAC, Floresta baixa.",NA,NA,NA,NA,"Árvore ca. 8m alt., frutos imaturos.","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3773","2021-03-15 18:30:01-03","USP","SPF","95223","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","São Paulo","Pindorama","-48.9000015258789","-21.1800003051758","14884","SPF00095223",NA,"auto","Pirani, JR","Mendes, OT","s.n.","1938","10","23","Propr. A. Rinaldi.",NA,NA,NA,NA,"Árvore.","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3774","2021-03-15 18:29:59-03","USP","SPF","78296","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","São Paulo","Salesópolis","-45.8400001525879","-23.5300006866455","18032","SPF00078296",NA,"auto","Pirani, JR","Franco, GADC","712","1988","09","28","Reserva Florestal Guaratuba. Casa Grande.",NA,NA,NA,NA,"Árvore 5m altura, flores brancas. Masulinas.","1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3775","2021-03-15 18:29:58-03","USP","SPF","114646","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","São Paulo","Santo Antônio da Alegria","-47.1500015258789","-21.0799999237061","15769","SPF00114646",NA,"auto","Anônimo","Tozzi, AMGA","94215","1994","11","10",NA,NA,NA,NA,NA,"Arvoreta 3m, casca com acúleos, frutos verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3776","2021-03-15 18:30:01-03","USP","SPF","98535","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","São Paulo","São João da Boa Vista","-46.7900009155273","-21.9599990844727","17205","SPF00098535",NA,"auto","Pirani, JR","Martins, AB","31516","1994","03","21","Estrada secundária da Rodovia São João da Boa Vista- Vargem Grande, ca. 8km de São João.",NA,NA,NA,NA,"Árvore com 3m altura, frutos vermelhos.","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3777","2021-03-15 18:29:58-03","USP","SPF","162237","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","São Paulo","São Miguel Arcanjo","-47.9900016784668","-23.8700008392334","27904","SPF00162237",NA,"auto","Pirani, JR","Moraes, PLR","1202","1995","03","03","Parque Estadual Carlos Botelho, Subosque.",NA,NA,NA,NA,"Arvoreta ca. 2m, frutos vinhos.","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3778","2019-11-13 11:31:13-03","USP","SPF","95218","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium petiolulatum","Engl.","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","53584","SPF00095218",NA,"auto","Pirani, JR","Sem coletor","s.n.","1958","10","21",NA,NA,NA,NA,NA,NA,"2004",NA,NA,NA,NA,NA,NA,NA,NA,"petiolulatum",NA,NA,NA,NA,NA,NA,NA,NA
"3779","2021-03-15 18:29:59-03","USP","SPF","82290","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","53584","SPF00082290",NA,"auto","Pirani, JR","Koscinski, M","267",NA,NA,NA,"Horto Florestal",NA,NA,NA,NA,"Frutos em outubro.","1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3780","2021-03-15 18:29:59-03","USP","SPF","75977","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","53584","SPF00075977",NA,"auto","Pirani, JR","Pickel, BJ","s.n.","1943","01","07","Horto Florestal, No arboreto a Vila Amália.",NA,NA,NA,NA,"Frutos verdes.","1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3781","2021-03-15 18:29:58-03","USP","SPF","160821","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","53584","SPF00160821",NA,"auto","Reynel, C","Handro, O","s.n.","1933","10","06","Jardim Botânico de São Paulo",NA,NA,NA,NA,"Nativa. Masculina.","1993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3782","2021-03-15 18:29:58-03","USP","SPF","160822","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","53584","SPF00160822",NA,"auto","Barros, F","Cavalcanti, FS","5","1976","11","24","Jardim Botânico de São Paulo, Jardim Botânico. Área 6: planta nº12.",NA,NA,NA,NA,"Árvore com acúleos.","1988","03","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3783","2019-11-13 11:31:10-03","USP","SPF","13254","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","53584","SPF00013254",NA,"auto","Pirani, JR","Hoehne, W","s.n.","1945","10","08","Parque do Estado",NA,NA,NA,NA,NA,"1980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3784","2021-03-15 18:29:58-03","USP","SPF","13253","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","53584","SPF00013253",NA,"auto","Pirani, JR","Hoehne, W","s.n.","1944","10","03","Parque do Estado",NA,NA,NA,NA,"Masculina.","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3785","2019-11-13 11:31:10-03","USP","SPF","11349","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","53584","SPF00011349",NA,"auto","Pirani, JR","Hoehne, W","s.n.","1944","10","17","Parque do Estado",NA,NA,NA,NA,NA,"1980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3786","2021-03-15 18:29:58-03","USP","SPF","13785","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","53584","SPF00013785",NA,"auto","Pirani, JR","Hoehne, W","s.n.","1951","09","28","Parque do Estado, Campo Experimental.",NA,NA,NA,NA,"Arbusto. Forma feminina.","1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3787","2021-03-15 18:29:58-03","USP","SPF","13830","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","53584","SPF00013830",NA,"auto","Pirani, JR","Hoehne, W","s.n.","1951","10","05","Parque do Estado, Cultivada no Campo experimental.",NA,NA,NA,NA,"Árvore. Masculino.","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3788","2021-03-15 18:29:58-03","USP","SPF","112670","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","53584","SPF00112670",NA,"auto","Rossi, L","Rossi, L","139","1979","12","06","Reserva da CUASO, Área 3.",NA,NA,NA,NA,"Árvore, ca. 10 m de altura, DAP 30 cm, caule com alguns espinhos cônicos, frutos verdes, sementes castanhas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3789","2019-11-13 11:31:13-03","USP","SPF","95221","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium petiolulatum","Engl.","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","53584","SPF00095221",NA,"auto","Anônimo","Hashimoto, G","603","1949","01","23","Sacomã. Ex. Instituto Kurihara da Ciência Nat. Brasileira.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"petiolulatum",NA,NA,NA,NA,NA,NA,NA,NA
"3790","2019-11-13 11:31:12-03","USP","SPF","196495","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","53584","SPF00196495",NA,"auto","Pirani, JR","Koscinski, M","37","1931","09","01","Serra da Cantareira, Serra da Cuca.",NA,NA,NA,NA,NA,"2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3791","2021-03-15 18:29:59-03","USP","SPF","75969","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","53584","SPF00075969",NA,"auto","Pirani, JR","Gonzaga, L","s.n.",NA,NA,NA,"Vila Amália.",NA,NA,NA,NA,"Flores em outubro e frutos em novembro.","1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3792","2019-11-13 11:31:12-03","USP","SPF","224489","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","São Paulo","Tapiraí","-47.5","-23.9599990844727","41034","SPF00224489",NA,"auto","Souza, VC","Souza, VC","34932","2013","04","30","Área da CIA. Votarantim. Estrada entre o alojamento da Barra e a portaria para Tapiraí.",NA,NA,NA,NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3793","2021-03-15 18:29:59-03","USP","SPF","40781","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","São Paulo","Teodoro Sampaio","-52.1599998474121","-22.5300006866455","54606","SPF00040781",NA,"auto","Pirani, JR","Pastore, JA","s.n.","1984","11","28","Parque Estadual Morro do Diabo, Instituto Florestal. Pcada maior, piquete 2066.",NA,NA,NA,NA,"Árvore nº 1100, tronco liso. Feminina.","1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3794","2021-03-15 18:30:01-03","USP","SPF","97270","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","São Paulo","Ubatuba","-45.0699996948242","-23.4300003051758","34265","SPF00097270",NA,"auto","Anônimo","Damasceno Jr, GA","29300","1993","11","16","Praia de Maranduba, Praia de Maranduba.",NA,NA,NA,NA,"Árvore 8m, com espinhos. Flores esverdeadas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3795","2021-03-15 18:29:58-03","USP","SPF","161616","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","São Paulo","Vinhedo","-46.9700012207031","-23.0300006866455","9595","SPF00161616",NA,"auto","Pirani, JR","Guillaumon, JR","s.n.","2001","12","25","Condomínio Estância Marambaia, clube Banespa, mata natural, na furna.",NA,NA,NA,NA,"Árvore 6m, frutos verdes.","2004","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3796","2021-03-15 18:29:58-03","USP","SPF","112897","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","São Paulo","Votuporanga","-49.9700012207031","-20.4200000762939","20562","SPF00112897",NA,"auto","Pirani, JR","Bernacci, LC","766","1994","11","29","Vizinho da Estação Experimental do IAC. Floresta mesófila semi-decídua.",NA,NA,NA,NA,"Árvore ca. 7 m alt., caule estriado com poucos acúleos, botões esverdeados.","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3797","2021-03-15 18:30:01-03","USP","SPF","38205","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium petiolulatum","Engl.","Brasil","Espírito Santo",NA,NA,NA,NA,"SPF00038205",NA,NA,"Pirani, JR","Pirani, JR","1057","1985","01","11","Entre Anchieta e Guarapari, ca. 5km de Anchieta na ES 060. Mata de Restinga.",NA,NA,NA,NA,"Árvore 7m alt., tronco com grandes acúleos de ponta negra. Folhagem verde escura luzidia. Frutos castanho-vináceos.","1985",NA,NA,NA,NA,NA,NA,NA,NA,"petiolulatum",NA,NA,NA,NA,NA,NA,NA,NA
"3798","2019-11-13 11:31:13-03","USP","SPF","95220","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium petiolulatum","Engl.","Brasil","São Paulo",NA,NA,NA,NA,"SPF00095220",NA,NA,"Schwebel, E","Schwebel, E","s.n.","1917","12",NA,"Alto da Serra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"petiolulatum",NA,NA,NA,NA,NA,NA,NA,NA
"3799","2021-03-15 18:30:01-03","USP","SPF","41803","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium petiolulatum","Engl.","Brasil","Mato Grosso do Sul","Antônio João","-55.9474983215332","-22.1910991668701","38814","SPF00041803",NA,"auto","Pirani, JR","Hatschbach, G","49069","1985","03","15","3-6 km S. Borda da Chapada.",NA,NA,NA,NA,"Arbusto 3m.","1985","07","07",NA,NA,NA,NA,NA,NA,"petiolulatum",NA,NA,NA,NA,NA,NA,NA,NA
"3800","2021-03-15 18:30:01-03","USP","SPF","32699","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium petiolulatum","Engl.","Brasil","Paraná","Campina Grande do Sul","-49.0553016662598","-25.3055992126465","55154","SPF00032699",NA,"auto","Pirani, JR","Hatschbach, G","15270","1966","11","23","Caminho ao Cerro Verde. Mata pluvial.",NA,NA,"1100","1100","Árvore 10m, flor creme.","1984",NA,NA,NA,NA,NA,NA,NA,NA,"petiolulatum",NA,NA,NA,NA,NA,NA,NA,NA
"3801","2021-03-15 18:30:01-03","USP","SPF","32700","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium petiolulatum","Engl.","Brasil","Paraná","Campina Grande do Sul","-49.0553016662598","-25.3055992126465","55154","SPF00032700",NA,"auto","Pirani, JR","Hatschbach, G","15276","1966","11","23","Caminho ao Cerro Verde. Mata pluvial.",NA,NA,NA,NA,"Árvore 15m, flor creme.","1984",NA,NA,NA,NA,NA,NA,NA,NA,"petiolulatum",NA,NA,NA,NA,NA,NA,NA,NA
"3802","2021-03-15 18:30:01-03","USP","SPF","32644","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium petiolulatum","Engl.","Brasil","Paraná","Campina Grande do Sul","-49.0553016662598","-25.3055992126465","55154","SPF00032644",NA,"auto","Pirani, JR","Hatschbach, G","15575","1976","12","28","Sítio do Belizário. Mata.",NA,NA,NA,NA,"Arvoreta.","1984","05","11",NA,NA,NA,NA,NA,NA,"petiolulatum",NA,NA,NA,NA,NA,NA,NA,NA
"3803","2021-03-15 18:30:01-03","USP","SPF","95219","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium petiolulatum","Engl.","Brasil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545","46557","SPF00095219",NA,"auto","Pirani, JR","Hoehne, FC","s.n.","1928","11","01",NA,NA,NA,NA,NA,"Árvore. Feminina.","1990",NA,NA,NA,NA,NA,NA,NA,NA,"petiolulatum",NA,NA,NA,NA,NA,NA,NA,NA
"3804","2019-11-13 11:31:13-03","USP","SPF","62979","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium petiolulatum","Engl.","Brasil","Rio Grande do Sul","São Leopoldo","-51.1472015380859","-29.7602996826172","10287","SPF00062979",NA,"auto","Pirani, JR","Poser, G von","s.n.","1988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"petiolulatum",NA,NA,NA,NA,NA,NA,NA,NA
