"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","02218511","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Trattinnickia","mensalis","Trattinnickia mensalis","Daly","R. P. Belém","826","1965","05","13","South America","Brazil","Bahia","Rodovia Camacan-Canavieira, 30 km W de Canavieira.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2356031' target='other'> <mi>dwc_moreinfo</mi></a>","NY02218511","NY02218511_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","2218512","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Trattinnickia","mensalis","Trattinnickia mensalis","Daly","G. S. Siqueira","207","2006","02","14","South America","Brazil","Espírito Santo","Reserva Natural Vale. Aceiro c/ BR 101 Jueirana.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2356033' target='other'> <mi>dwc_moreinfo</mi></a>","NY02218512","NY02218512_01",NA,"Linhares","-40.0722007751465","-19.3910999298096","48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-24 17:08:50-03","UFES","SAMES","7575","PreservedSpecimen","Plantae",NA,NA,"Burseraceae","Trattinnickia","mensalis","Trattinnickia mensalis","Daly","Saporetti,A.M.J.","72","2017","05","04",NA,"Brasil","Espírito Santo","APA de Conceição da Barra.",NA,"Com 2 fustes, CAP ( 88,5 e 67 cm ) ambas com a mesma altura.Cicatrizes dos ramos evidentes no caule; exsudado transparente saindo do caule e ramos após o corte.Frutos imaturos verdes. Habito: Árvore","SAMES07575",NA,NA,"Conceição da Barra","-39.7322006225586","-18.5932998657227","41644","auto",NA,"-397922222.0","-186894444.0",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-24 17:08:50-03","UFES","SAMES","1271","PreservedSpecimen","Plantae",NA,NA,"Burseraceae","Trattinnickia","mensalis","Trattinnickia mensalis","Daly","Farney,C.; Araújo,D.S.D.;Menezes,L.F.T.;Ribeiro,R.D.;Silva,J.C.","4765","2007","07","05",NA,"Brasil","Espírito Santo","Fazenda Rancho Tropical II. Comunidade de Lajinha. Restinga arbustiva alta com moitas.",NA,"Árvore; 6 metros; DAP 15 cm; folhas discolores verdes, nervura principal amarela; frutos imaturos verdes claro.","SAMES01271",NA,"Daly,D.","Conceição da Barra","-39.7322006225586","-18.5932998657227","41644","auto",NA,NA,NA,"2011","07","01",NA,NA,NA,NA
"15","2021-03-24 17:08:50-03","UFES","SAMES","1270","PreservedSpecimen","Plantae",NA,NA,"Burseraceae","Trattinnickia","mensalis","Trattinnickia mensalis","Daly","Giaretta,A.O.","675","2009","11","21",NA,"Brasil","Espírito Santo","Itaúnas. Mata de restinga sobre cordão arenoso arenoso próximo de uma área entre cordões dominada por Montrichardia. Área atrás da fazendo Jequitaia.",NA,"Árvore de 12m com frutos amarelados. Exsudado incolor com odor de manga. Fruto na carpoteca.","SAMES01270",NA,NA,"Conceição da Barra","-39.7322006225586","-18.5932998657227","41644","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-24 17:08:50-03","UFES","SAMES","1269","PreservedSpecimen","Plantae",NA,NA,"Burseraceae","Trattinnickia","mensalis","Trattinnickia mensalis","Daly","Menezes,L.F.T.; Sá,C.F.C.;Ribeiro,R.;Faria,M.B.;Teotônio,F.C.","1625","2007","03","14",NA,"Brasil","Espírito Santo","Nativo. Vegetação de restinga. Estrada para estação OP-Norte.",NA,"ARvore de 13m de altura com botões florais. Folhas com odor forte após serem rasuradas. Com resina.","SAMES01269",NA,"Oliveira,A.G.","Linhares","-40.0722007751465","-19.3910999298096","48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-24 17:08:50-03","UFES","SAMES","1268","PreservedSpecimen","Plantae",NA,NA,"Burseraceae","Trattinnickia","mensalis","Trattinnickia mensalis","Daly","Menezes,L.F.T.; Giaretta,A.O.;Souza,M.C.;Monteiro,R.F.;Saavedra,M.M.","1793","2008","01","10",NA,"Brasil","Espírito Santo","Mata alta de tabuleiro. Fragmento florestal localizado a aproximadamente 8km da BR 101, altura do km 86.",NA,"Árvore de 8m de altura, com frutos verdes sem látex.","SAMES01268",NA,"Rossini,J.","São Mateus","-39.8588981628418","-18.716100692749","56510","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-06-27 10:24:25-03","UFES","VIES","23088","S","Plantae",NA,NA,"Burseraceae","Trattinnickia","mensalis","Trattinnickia mensalis","Daly","Giaretta, A.O.","675","2009","11","21",NA,"Brasil","Espírito Santo","Itaúnas.",NA,NA,"VIES023088","VIES023088",NA,"Conceição da Barra","-39.7322006225586","-18.5932998657227","41644","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-08-31 09:09:27-03","INPA","INPA","270381","S","Plantae","Dicotyledon Com-Clade","Sapindales","Burseraceae","Trattinnickia","mensalis","Trattinnickia mensalis","Daly","Siqueira, GS","207","2006","02","14","Southern America","Brasil","Espírito Santo","Reserva Natural da Vale do Rio Doce., Aceiro c/ BR-101 Jueirana.",NA,NA,"INPA0270381",NA,"Daly, DC","Linhares","-40.0722007751465","-19.3910999298096","48094","auto",NA,NA,NA,"2015",NA,NA,"1000","1000",NA,NA
"20","2021-02-25 10:13:19-03","CVRD","CVRD","14199","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Trattinnickia","mensalis","Trattinnickia mensalis","Daly","Siqueira, G.S.","814","2012","10","30","América do Sul","BRASIL","ES",NA,NA,"<ll>dwc_commonname:</ll> Amescla tapina","CVRD014199",NA,"Geovane S. Siqueira","Linhares","-39.971306","-19.179667",NA,NA,NA,"39°58'16,7W","19°10'46,8S","2012","10","30",NA,NA,"Magnoliopsida",NA
"21","2021-02-25 10:13:19-03","CVRD","CVRD","15140","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Trattinnickia","mensalis","Trattinnickia mensalis","Daly","Folli, D.A.","7289","2014","10","26","América do Sul","BRASIL","ES",NA,NA,"<ll>dwc_commonname:</ll> Amescla tapina","CVRD015140","CVRD015140","Domingos A. Folli","Linhares","-40.068943","-19.151665",NA,NA,NA,"-40,068943","-19,151665","2014","10","26","59","59","Magnoliopsida",NA
"22","2021-02-25 10:13:19-03","CVRD","CVRD","15232","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Trattinnickia","mensalis","Trattinnickia mensalis","Daly","Melo, M.D.F.","780","2015","01","09","América do Sul","BRASIL","ES",NA,NA,"<ll>dwc_commonname:</ll> Amescla tapina","CVRD015232","CVRD015232","M.de F. Melo","Linhares","-39.971306","-19.179667",NA,NA,NA,"39°58'16,7W","19°10'46,8S","2015","01","09",NA,NA,"Magnoliopsida",NA
"23","2021-02-25 10:13:19-03","CVRD","CVRD","9420","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Trattinnickia","mensalis","Trattinnickia mensalis","Daly","Siqueira, G.S.","207","2006","02","14","América do Sul","BRASIL","ES",NA,NA,"<ll>dwc_commonname:</ll> Amescla tapina","CVRD009420","CVRD009420","Daly, D.C.","Linhares","-40.0722007751465","-19.3910999298096","48094","auto",NA,NA,NA,"2011","03","02",NA,NA,"Magnoliopsida",NA
"24","2021-02-25 10:13:19-03","CVRD","CVRD","7196","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Trattinnickia","mensalis","Trattinnickia mensalis","Daly","Folli, D.A.","4166","2002","01","15","América do Sul","BRASIL","ES",NA,NA,"<ll>dwc_commonname:</ll> Amescla tapina","CVRD007196","CVRD007196","Daly, D.C.","Linhares","-40.068943","-19.151665",NA,NA,NA,"-40,068943","-19,151665","2011","03","02","59","59","Magnoliopsida",NA
"25","2021-02-25 10:13:19-03","CVRD","CVRD","1185","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Trattinnickia","mensalis","Trattinnickia mensalis","Daly","Farias, G.L.","53","1984","12","07","América do Sul","BRASIL","ES",NA,NA,"<ll>dwc_commonname:</ll> Amescla tapina","CVRD001185","CVRD001185","Daly, D.C.","Linhares","-40.0722007751465","-19.3910999298096","48094","auto",NA,NA,NA,"1997","12","11",NA,NA,"Magnoliopsida",NA
"26","2021-02-25 10:13:19-03","CVRD","CVRD","1085","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Trattinnickia","mensalis","Trattinnickia mensalis","Daly","Folli, D.A.","490","1984","01","20","América do Sul","BRASIL","ES",NA,NA,"<ll>dwc_commonname:</ll> Amescla tapina","CVRD001085","CVRD001085","Daly, D.C.","Linhares","-40.0722007751465","-19.3910999298096","48094","auto","PARATYPUS",NA,NA,"1997","12","11",NA,NA,"Magnoliopsida",NA
"27","2021-02-25 10:13:19-03","CVRD","CVRD","13693","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Trattinnickia","mensalis","Trattinnickia mensalis","Daly","Stefano, M.V. et al.","228","2011","03","03","América do Sul","BRASIL","ES",NA,NA,"<ll>dwc_commonname:</ll> Amescla tapina","CVRD013693",NA,"Daly, D.C.","Linhares","-40.0722007751465","-19.3910999298096","48094","auto",NA,NA,NA,"2011","03","03",NA,NA,"Magnoliopsida",NA
"28","2021-02-25 10:13:19-03","CVRD","CVRD","15233","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Trattinnickia","mensalis","Trattinnickia mensalis","Daly","Melo, M.D.F.","781","2015","01","09","América do Sul","BRASIL","ES",NA,NA,"<ll>dwc_commonname:</ll> Amescla tapina","CVRD015233","CVRD015233","M.de F. Melo","Linhares","-40.0722007751465","-19.3910999298096","48094","auto",NA,NA,NA,"2015","01","09",NA,NA,"Magnoliopsida",NA
"29","2021-02-25 10:13:19-03","CVRD","CVRD","1098","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Trattinnickia","mensalis","Trattinnickia mensalis","Daly","Folli, D.A.","503","1984","06","26","América do Sul","BRASIL","ES","Coleta de flor DAF.490",NA,"<ll>dwc_commonname:</ll> Amescla tapina","CVRD001098",NA,"Daly, D.C.","Linhares","-40.0722007751465","-19.3910999298096","48094","auto","PARATYPUS",NA,NA,"1997","12","11",NA,NA,"Magnoliopsida",NA
"30","2021-02-25 10:13:19-03","CVRD","CVRD","182","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Trattinnickia","mensalis","Trattinnickia mensalis","Daly","Spada, J.","65","1978","03","08","América do Sul","BRASIL","ES","Talhão 605",NA,"<ll>dwc_commonname:</ll> Amescla tapina","CVRD000182","CVRD000182","Daly, D.C.","Linhares","-40.0722007751465","-19.3910999298096","48094","auto","HOLOTYPUS",NA,NA,"1997","12","11",NA,NA,"Magnoliopsida",NA
"31","2021-03-15 18:26:23-03","USP","SPF","175786","PreservedSpecimen","Plantae",NA,NA,"Burseraceae","Trattinnickia","mensalis","Trattinnickia mensalis","Daly","Mattos-Silva, LA","3081","1995","03","09",NA,"Brasil","Bahia","Fazenda Attalea, próximo ao Ribeiro do Choro, Zona do ADorno, distante de Castelo Novo. Aproximadamente 13 km a Oeste do povoado de Mamoa. Região de mato higrófila (mata atlântica). Solo argiloso.",NA,"Árvore 20 m x 30 cm. Frutos imaturos cor vede-escuro.","SPF00175786",NA,"Daly, D","Ilhéus","-39.0494003295898","-14.7889003753662","61245","auto",NA,NA,NA,"2018",NA,NA,NA,NA,NA,NA
"32","2021-03-15 18:26:23-03","USP","SPF","175787","PreservedSpecimen","Plantae",NA,NA,"Burseraceae","Trattinnickia","mensalis","Trattinnickia mensalis","Daly","Jardim, JG","1773","1998","04","22",NA,"Brasil","Bahia","Rod.Una/Arataca. Ca. 5 km do Povoado de Colônia. Mata higrófila. Perturbada.",NA,"Árvore com ca. de 15 m de alt. Folíolos verde-escuro na face superior e mais claro na face inferior. Flores rosadas com odor agradável, muito visitadas por abelhas.","SPF00175787",NA,"Pirani, JR","Una","-39.0752983093262","-15.2932996749878","36070","auto",NA,NA,NA,"2006",NA,NA,NA,NA,NA,NA
"33","2019-11-13 11:17:17-03","USP","SPF","223874","PreservedSpecimen","Plantae",NA,NA,"Burseraceae","Trattinnickia","mensalis","Trattinnickia mensalis","Daly","Folli, DA","7289","2014","10","26",NA,"Brasil","Espírito Santo","Reserva Natural Vale",NA,NA,"SPF00223874",NA,"Folli, DA","Linhares","-40.0722007751465","-19.3910999298096","48094","auto",NA,NA,NA,"2014","10",NA,"59","59",NA,NA
"34","2021-03-15 18:26:23-03","USP","SPF","108847","PreservedSpecimen","Plantae",NA,NA,"Burseraceae","Trattinnickia","mensalis","Trattinnickia mensalis","Daly","Silva, MG","6104","1983","04","06",NA,"Brasil","Rondônia","Travessão da Gleba G, km 15. Mata de terra firme. Solo areno-argiloso.",NA,"ÁRvaore de 25 m x 80 cm de diam. Fruto verde.","SPF00108847",NA,"Daly, D","Ji-Paraná","-61.9516983032227","-10.8852996826172","137905","auto",NA,NA,NA,"2003",NA,NA,NA,NA,NA,NA
"35","2020-07-23 12:01:16-03","CEPLAC","CEPEC","1141","PreservedSpecimen","Plantae",NA,NA,"Burseraceae","Trattinnickia","mensalis","Trattinnickia mensalis",NA,"R. P. Belém","826","1965","05","13",NA,"Brasil","Bahia","Rod. Camacan/Canavieiras. 30Km a W de Canavieiras.",NA,NA,NA,NA,"D. Daly","CAMACAN","-39.4958000183105","-15.4191999435425","22686","auto","Paratipo","0W0'0","0S0'0",NA,NA,NA,NA,NA,NA,"30/12/1985"
"36","2020-07-23 12:22:15-03","CEPLAC","CEPEC","63690","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Trattinnickia","mensalis","Trattinnickia mensalis",NA,"L. A. Mattos-Silva","3081","1990","10","03",NA,"Brasil","Bahia","Faz. Attalea, próx. Ao Ribeirão do Choro, Zona do Aderno,distrito de Castelo Novo. Aprox. 13Km ao oeste do povoado de Mamoan.",NA,NA,NA,NA,"P. Fiaschi","ILHÉUS","-39.0494003295898","-14.7889003753662","61245","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/10/2004"
"37","2020-07-23 12:01:16-03","CEPLAC","CEPEC","71775","PreservedSpecimen","Plantae",NA,NA,"Burseraceae","Trattinnickia","mensalis","Trattinnickia mensalis",NA,"A. L. B. Sartori","249","1996","08","24",NA,"Brasil","Bahia","Estrada para Una.",NA,NA,NA,NA,"R. de O. Perdiz","ILHÉUS","-39.0494003295898","-14.7889003753662","61245","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/04/2013"
