"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","imagecode","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","dayIdentified","individualCount","class","order","preparationType","typeStatus"
"18","2021-03-01 16:32:32-03","UNICAMP","UEC","62442","S","Plantae","Magnoliopsida","Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","Baitello","Baitello, JB","1997","05","Bernacci, LC","24464","1990","07","31",NA,"Brazil","São Paulo",NA,"Fazenda São Vicente.&nf;Interior da mata.",NA,NA,NA,"Árvore ca. 8-10 m alt. Vegetativo.","UEC061176","UEC061176",NA,NA,NA,NA,NA,"13",NA,NA,NA,NA,NA
"19","2021-03-01 16:32:32-03","UNICAMP","UEC","115477","S","Plantae","Magnoliopsida","Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","Baitello","Cielo-Filho, R",NA,NA,"Cielo-Filho, R; Batista, ER","74","1999","10","15",NA,"Brazil","São Paulo","Campinas","Distrito de Sousas. Mata Ribeirão Cachoeira (Condomínio Colinas do Atibaia).","-47.060001373291","-22.8999996185303","23900","Árvore de aproximadamente 10 m de altura, casca lisa. Indivíduo 48.","UEC061178","UEC061178","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-01 16:32:32-03","UNICAMP","UEC","192847","S","Plantae","Magnoliopsida","Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","Baitello","Brotto, ML","2018","09","Bertoni, JEA; Geremias, A","513","2001","06","13",NA,"Brazil","São Paulo","Campinas","Fazenda Santa Elisa em frente S. Viticultura","-47.060001373291","-22.8999996185303","23900","Árvore de 7à 8m, com frutos maduros marrons","UEC133498","UEC133498","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-01 16:32:32-03","UNICAMP","UEC","62096","S","Plantae","Magnoliopsida","Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","Baitello","Baitello, JB","1997","05","Bernacci, LC","25730","1990","08","03",NA,"Brazil","São Paulo","Campinas","Fazenda São Vicente.&nf;Interior da mata.","-47.060001373291","-22.8999996185303","23900","Árvore ca. 8-10 m alt. Material vegetativo.; Mata mesófila semi-decídua.","UEC061170","UEC061170","auto",NA,NA,NA,NA,"22",NA,NA,NA,NA,NA
"22","2021-03-01 16:32:32-03","UNICAMP","UEC","97756","S","Plantae","Magnoliopsida","Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","Baitello","Baitello, JB",NA,NA,"Santos, K","21","1996","08","17",NA,"Brazil","São Paulo","Campinas","Floresta estacional semidecidual, Sub- distrito de Sousas.","-47.060001373291","-22.8999996185303","23900","Beira do riacho. Árvore 12 m de altura, PAP 81cm. Frutos verdes com cálice ligeiramente arroxeado.","UEC061174","UEC061174","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-01 16:32:32-03","UNICAMP","UEC","097756","S","Plantae","Magnoliopsida","Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","Baitello","Baitello, JB",NA,NA,"Santos, K","21","1996","08","17",NA,"Brazil","São Paulo","Campinas","Floresta estacional semidecidual, Sub- distrito de Sousas.","-47.060001373291","-22.8999996185303","23900","Beira do riacho. Árvore 12 m de altura, PAP 81cm. Frutos verdes com cálice ligeiramente arroxeado.",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-01 16:32:32-03","UNICAMP","UEC","97761","S","Plantae","Magnoliopsida","Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","Baitello","Baitello, JB",NA,NA,"Santos, K","78","1996","10","04",NA,"Brazil","São Paulo","Campinas","Sub-distrito de Sousas.","-47.060001373291","-22.8999996185303","23900","Árvore 15 m de altura, PAP 94 cm, Frutos velhos.; Floresta Estacional Semidecidual.","UEC061172","UEC061172","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-03-01 12:47:40-03","UTFPR","HCF","30643","S","Plantae",NA,"Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","Baitello","M.L. Brotto","2019","06","M.L. Brotto","3437","2019","04","03",NA,"Brasil","ES","Linhares","Reserva da Companhia Vale do Rio","-40.061944","-19.16",NA,"árvore com 18 m de altura. Fruos verdes. Odor de intensidade moderada e de gosto indistinto ao corte do ritidoma (Floresta de Tabuleiro).",NA,NA,NA,"40°03'43 W","19°09'36 S","50","50","26",NA,NA,NA,NA,NA
"26","2020-06-29 09:30:36-03","UFRRJ","RBR","44505","S","Plantae",NA,"Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","J.B. Baitello","J.A.M.A. Gomes, J. Pena-Filho","2005","06","J.A.M.A. Gomes; J. Pena-Filho","86","2005","06","30",NA,"Brasil","São Paulo","Campinas","Bosque dos Jequitibás.","-47.042222","-22.801111",NA,NA,"RBR00044505",NA,NA,"47º2'32''W","22º48'4''S","681","681","30",NA,NA,NA,NA,NA
"27","2020-12-21 16:31:02-03","MBM","MBM","422727","PreservedSpecimen","Plantae",NA,"Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","Baitello","Brotto, M.L.","2019","06","Brotto, M.L.; Cordeiro, J.; Cordeiro, J.","3437","2019","04","03","Southern America","Brazil","Espírito Santo","Linhares","Reserva Natural Vale","-40.062028","-19.160111",NA,"Árvore com 18 m de altura; frutos verdes. Odor de intensidade moderada e de gosto indistinto ao corte do ritidoma.; Floresta Ombrófila das Terras Baixas (Floresta de Tabuleiro).","MBM422727",NA,NA,"-40.062028","-19.160111","50","50","26",NA,NA,NA,NA,NA
"28","2020-12-21 16:31:02-03","MBM","MBM","415109","PreservedSpecimen","Plantae",NA,"Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","Baitello","Baitello, J.B.",NA,NA,"Santos, K.","21","1996","08","17","Southern America","Brazil","São Paulo","Campinas","Sub-distrito de Souzas","-47.060001373291","-22.8999996185303","23900","Árvore 12 m de altura, PAP 81cm. Frutos verdes com cálice ligeiramente arroxeado.; Floresta Estacional Semidecidual.","MBM415109",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2017-03-14 11:52:00-03","MO","MOBOT","1516384","PreservedSpecimen","Plantae",NA,"Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","Baitello","Leandro C. S. Assis",NA,NA,"I.A. Silva","Silva 363","1982","11","29","South America","Brazil","Espírito Santo","Linhares","Reserva Florestal de CVRD. Linhares. Est. Conco-Folhas.","-40.0722007751465","-19.3910999298096","48094",NA,NA,NA,"auto",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"30","2020-11-10 04:40:00-03","MO","MOBOT","100871238","PreservedSpecimen","Plantae",NA,"Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","Baitello","P.L. R. de Moraes",NA,NA,"Pedro L. R. de Moraes|H. van der Werff|Matheus C. Vergne|Tiago Arruda Pontes|G.S. Siqueira|M. Cruz","Moraes 4622","2015","1","22","South America","Brazil","Espírito Santo","Linhares","Reserva Natural Vale.","-40.0722007751465","-19.3910999298096","48094",NA,NA,NA,"auto",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"31","2017-03-14 10:47:00-03","MO","MOBOT","100958837","PreservedSpecimen","Plantae",NA,"Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","Baitello","D. A. Folli",NA,NA,"D.A. Folli","Folli 7313","2015","11","13","South America","Brazil","Espírito Santo","Linhares","Reserva Natural Vale. Linhares. Estrada Aceiro Arlindinho, Metros: 1170. UTM X: 389448. Y: 7885757.","-40.0722007751465","-19.3910999298096","48094",NA,NA,NA,"auto",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"32","2008-05-27 22:02:00-03","MO","MOBOT","1414333","PreservedSpecimen","Plantae",NA,"Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","Baitello","J.B. Baitello",NA,NA,"B. Costa","Costa 1","1963","5","17","South America","Brazil","São Paulo",NA,"Mun. Araras, Fazenda Santa Cruz. Em mata mesófila.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-10 04:40:00-03","MO","MOBOT","100871179","PreservedSpecimen","Plantae",NA,"Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","Baitello","P.L. R. de Moraes",NA,NA,"Pedro L. R. de Moraes|H. van der Werff|Matheus C. Vergne|Tiago Arruda Pontes|G.S. Siqueira|M. Cruz","Moraes 4624","2015","1","22","South America","Brazil","Espírito Santo","Linhares","Reserva Natural Vale.","-40.0722007751465","-19.3910999298096","48094",NA,NA,NA,"auto",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"34","2020-06-15 15:30:55-03","UNESP-RC","HRCB","60844","PreservedSpecimen","Plantae",NA,"Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","Baitello","Barbosa, T.D.M.","2008","08","Moraes, F.A.L.","31","1998","07","21",NA,"Brasil","São Paulo","Campinas","IAC, Parque, cultivada a pleno sol.","-47.060001373291","-22.8999996185303","23900","Árvore ca 8 m alt., flores esverdeadas, imaturos c/ receptáculo vermelho.",NA,NA,"auto",NA,NA,NA,NA,"21",NA,NA,NA,NA,NA
"35","2020-06-15 15:30:55-03","UNESP-RC","HRCB","59826","PreservedSpecimen","Plantae",NA,"Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","Baitello","Moraes, P.","2012","12","Moraes, P.L.R. de","3546","2012","12","16",NA,"Brasil","Espírito Santo","Linhares","Aceiro Pomar de Frutas Tropicais.","-40.0722007751465","-19.3910999298096","48094","Árvore 15 m, frutos velhos remanescentes.",NA,NA,"auto",NA,NA,NA,NA,"16",NA,NA,NA,NA,NA
"36","2020-06-15 15:30:55-03","UNESP-RC","HRCB","63641","PreservedSpecimen","Plantae",NA,"Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","Baitello","Vergne, M.C.",NA,NA,"Cruz, M.","3750","2014","09","26",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural da Vale","-40.0722007751465","-19.3910999298096","48094","Árvore 20m, início de frutificação.",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-06-15 15:30:55-03","UNESP-RC","HRCB","56495","PreservedSpecimen","Plantae",NA,"Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","J.B. Baitello","Moraes, P.L.R. de",NA,NA,"Moraes, P.L.R. de","3426","2011","12","06",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural da Vale","-39.953611","-19.076194",NA,NA,NA,NA,NA,"39º57'13W","19º04'34,3S","17","17",NA,NA,NA,NA,NA,NA
"38","2020-06-15 15:30:55-03","UNESP-RC","HRCB","60746","PreservedSpecimen","Plantae",NA,"Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","Baitello","Moraes, P.","2013","08","Souza, H.M. de","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cálice verrugoso de base assimétrica.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-06-15 15:30:55-03","UNESP-RC","HRCB","61506","PreservedSpecimen","Plantae",NA,"Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","Baitelo","Siqueira, G.S.","2012","04","Siqueira, G.S.","734","2012","04","18",NA,"Brasil","Espírito Santo","Linhares","Aceiro com Pomar de Frutas Tropicais, descendo pelo galpão dos tratores próximo à represa.","-40.06875","-19.142333",NA,"Árvore 7m., fuste cilíndrico de 4m., cap. Fuste 40 cm., diam. Da copa 3,5 m., seiva incolor. Fruto maduro amarelo, imaturo verde. <ll>dwc_commonname:</ll> Canela Sassafrás",NA,NA,NA,"40º04'07.5W","19º08'32,4S","250","250","18",NA,NA,NA,NA,NA
"40","2020-06-15 15:30:55-03","UNESP-RC","HRCB","60845","PreservedSpecimen","Plantae",NA,"Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","Baitello","Moraes, P.","2013","08","Jung-Mendaçolli, S.L.","1130","2003","10","09",NA,"Brasil","São Paulo","Campinas","IAC, Sede, Av. Barão de Itapura 1481, próximo à caixa d'água.","-47.060001373291","-22.8999996185303","23900","Árvore, a. 6m de alt.; frutos imaturos verdes.",NA,NA,"auto",NA,NA,NA,NA,"22",NA,NA,NA,NA,NA
"41","2020-06-15 15:30:55-03","UNESP-RC","HRCB","59970","PreservedSpecimen","Plantae",NA,"Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","Baitello",NA,NA,NA,"Moraes, P.L.R. de","3200","2011","09","08",NA,"Brasil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096","48094","Árvore 15 m, estéril.",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-06-15 15:30:55-03","UNESP-RC","HRCB","61519","PreservedSpecimen","Plantae",NA,"Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","Baitello","Moraes, P.",NA,NA,"Moraes, P.L.R. de","3435","2011","12","06",NA,"Brasil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096","48094","Árvore 15 m, frutos",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-06-15 15:30:55-03","UNESP-RC","HRCB","57606","PreservedSpecimen","Plantae",NA,"Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","Baitello",NA,NA,NA,"Siqueira, G.S.","665","2011","10","13",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale","-40.0722007751465","-19.3910999298096","48094","Arbóreo, terrestre, fuste cilíndrico, casca áspera, altura total 7m, fuste 4m, cap fuste 40cm, diâmetro copa 4m. Botão verde, flor creme, seiva incolor, descamação ausente. <ll>dwc_commonname:</ll> canela rosa",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-06-15 15:30:55-03","UNESP-RC","HRCB","57605","PreservedSpecimen","Plantae",NA,"Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","Baitello","Assis, L.C.S.","2011","02","Folli, D.A.","378","1982","05","31",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale","-40.0722007751465","-19.3910999298096","48094","Arbóreo, terrestre, fuste cilíndrico, casca escamosa, altura total 24m, fuste 8m, cap fuste 131,95cm, diâmetro copa 6m. Botão verde claro, flor verde claro, seiva incolor, descamação em placas. <ll>dwc_commonname:</ll> canela sassafrás",NA,NA,"auto",NA,NA,NA,NA,"10",NA,NA,NA,NA,NA
"45","2020-06-15 15:30:55-03","UNESP-RC","HRCB","57604","PreservedSpecimen","Plantae",NA,"Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","Baitello","Assis, L.C.S.","2011","02","Silva, I.A.","363","1982","11","29",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale","-40.0722007751465","-19.3910999298096","48094","Arbóreo, terrestre, fuste cilíndrico, casca escamosa, altura total 12m, fuste 5m, cap fuste 153,94cm, diâmetro copa 8m. Fruto imaturo verde, seiva incolor, descamação em placas. <ll>dwc_commonname:</ll> canela sassafrás",NA,NA,"auto",NA,NA,NA,NA,"10",NA,NA,NA,NA,NA
"46","2019-03-22 17:32:56-03","UFLA","ESAL","30518","S","Plantae",NA,"Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","Baitello","Gomes, JAMA; Pena Filho, J","2005","06","Gomes, JAMA; Pena Filho, J","86","2005","06","30",NA,"Brasil","São Paulo","Campinas","Bosque dos Jequitibás","-47.060001373291","-22.8999996185303","23900","IAC 45762; Árvore 12m; frutos maduros e pretos; Floresta estacional semidecidual submontana",NA,NA,"auto",NA,NA,"650","650","30",NA,NA,NA,NA,NA
"47","2021-02-25 10:12:39-03","CVRD","CVRD","13747","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","Baitelo","Geovane S. Siqueira","2012","04","Siqueira, G.S.","734","2012","04","18","América do Sul","BRASIL","ES","Linhares",NA,"-40.06875","-19.142333",NA,"Descendo pelo galpão dos tratores, proximo a represa <ll>dwc_commonname:</ll> Canela sassafrás","CVRD013747",NA,NA,"40°04'07,5W","19°08'32,4S","42","42","18",NA,"Magnoliopsida","Laurales",NA,NA
"48","2021-02-25 10:12:39-03","CVRD","CVRD","13808","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","Baitelo","Pedro L. R. de Moraes","2011","12","P.L.R. Moraes & G.S. Siqueira","3426","2011","12","06","América do Sul","BRASIL","ES","Linhares",NA,"-39.953611","-19.076194",NA,"<ll>dwc_commonname:</ll> Canela sassafrás","CVRD013808","CVRD013808",NA,"39°57'13,0W","19°04'34,3S","17","17","06",NA,"Magnoliopsida","Laurales",NA,NA
"49","2021-02-25 10:12:39-03","CVRD","CVRD","13817","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","Baitelo","Pedro L. R. de Moraes","2011","12","P.L.R. Moraes & G.S. Siqueira","3435","2011","12","08","América do Sul","BRASIL","ES","Linhares",NA,"-40.06875","-19.142333",NA,"Descendo pelo galpão dos tratores, proximo a represa <ll>dwc_commonname:</ll> Canela sassafrás","CVRD013817",NA,NA,"40°04'07,5W","19°08'32,4S","42","42","08",NA,"Magnoliopsida","Laurales",NA,NA
"50","2021-02-25 10:12:39-03","CVRD","CVRD","13935","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Ocotea","beulahiae","Ocotea beulahiae","Baitelo","Pedro L. R. de Moraes","2012","07","P.L.R. Moraes","3482","2012","07","09","América do Sul","BRASIL","ES","Linhares",NA,"-40.06875","-19.142333",NA,"Descendo pelo galpão dos tratores, proximo a represa <ll>dwc_commonname:</ll> Canela sassafrás","CVRD013935","CVRD013935",NA,"40°04'07,5W","19°08'32,4S","42","42","09",NA,"Magnoliopsida","Laurales",NA,NA
