"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","relatedCatalogItem","sex"
"17","2020-02-08 08:47:55-03","NBC","NL-BOTANY","L.3025645","PreservedSpecimen","Plantae","Compositae","Baccharis","elliptica","Baccharis elliptica",NA,"Hatschbach GG",NA,"1959","03","29","Southern America","Brazil",NA,"Parana (Brasil). Mun. Palmeira. Rio de Salto.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3025645 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3025645",NA,"Asterales","Gardner","NL-L3025645",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-02-08 08:47:55-03","NBC","NL-BOTANY","U.1107173","PreservedSpecimen","Plantae","Compositae","Baccharis","elliptica","Baccharis elliptica",NA,"Mexia YEJ",NA,"1931","05","06","Southern America","Brazil",NA,"Stae of Minas Geraes,Diamantina. Near km 997.5 of railroad, on overgrown slope. alt 1260m.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1107173 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1107173",NA,"Asterales","Gardner","NL-U1107173",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-04 11:00:58-03","ESALQ","ESA","8395","PreservedSpecimen","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"Sakuragui, C.M. ; Souza, V.C.","145.0","1990","08","04",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,"ESA008395","Magnoliophyta",NA,"Gardn.","ESA008395","Souza, V.C.","Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-04 11:00:58-03","ESALQ","ESA","77870","PreservedSpecimen","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"Souza, V.C.; Sampaio, D.; Araújo, A.O.; Romão, G.O.; Elias, S.I.","28372.0","2002","02","25",NA,"Brasil","Minas Gerais","Estrada para Araçuaí, ca. 2km de Diamantina. Campo rupestre. 1300 m. s. m.",NA,NA,"Arbusto, ca. 1,2 m alt.; capítulos creme.","ESA077870","Magnoliophyta",NA,"Gardner","ESA077870","Heiden, G.","Diamantina","-433.537","-181.301","1300","1300",NA,NA,NA,"2015","05","28","-433,537","-181,301",NA,NA,NA,NA
"21","2020-11-04 11:00:58-03","ESALQ","ESA","95005","PreservedSpecimen","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"Savassi-Coutinho, A.P. et al.","987.0","2006","01","12",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,"ESA095005","Magnoliophyta",NA,NA,"ESA095005","Heiden, G.","Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,"101169","auto",NA,"2010",NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-11-04 11:00:58-03","ESALQ","ESA","33768","PreservedSpecimen","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"Souza, V.C.; Souza, J.P.; Capellari Jr., L.; Scalon, V.R.","12040.0","1996","07","06",NA,"Brasil","Minas Gerais","19 Km de Diamantina em direção a Datas. Campo rupestre.",NA,NA,"Arbusto, até 1 m alt.; capítulos creme. Muito viscoso.","ESA033768","Magnoliophyta",NA,NA,"ESA033768","Heiden, G.","Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,"101169","auto",NA,"2010",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-11-04 10:54:43-03","ESALQ","ESA","139929","PreservedSpecimen","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"Souza, V.C.","40789.0","2017","07","17",NA,"Brasil","Minas Gerais","Cerca de 11 km de Diamantina em Direção a Conselheiro Mata (MG-220). Campo rupestre.",NA,NA,"Arbusto, ca. 1,2 m alt.; capítulos creme.","ESA139929",NA,NA,"Gardner",NA,"Souza, V.C.","Diamantina","-43.6002998352051","-18.2493991851807","1400","1400","101169","auto",NA,"2017","07","17","-43,690,604","-18,263,829",NA,NA,NA,NA
"24","2020-11-04 11:00:58-03","ESALQ","ESA","117166","PreservedSpecimen","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"Romão, G.O.; Souza, V.C.; Latvis, M.; Gissi, D.S.; Santinati, M.A.","2464.0","2010","04","01",NA,"Brasil","Minas Gerais","Estrada para Conselheiro Mata, cerca de 3 km da estrada Diamantina - Serro. Campo rupestre",NA,NA,"Arbusto, ca. 1,2 m alt.; folhas viscosas; flores creme.","ESA117166","Magnoliophyta",NA,"Gardner","ESA117166","Heiden, G.","Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,"101169","auto",NA,"2015","05","28",NA,NA,NA,NA,NA,NA
"25","2019-11-21 14:31:29-03","UFJF","CESJ","69362","PreservedSpecimen","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"G. Heiden; J.R. Pirani; C.M. Siniscalchi; M.F. Devecchi","1628","2011","02","19","América do Sul","Brasil","Minas Gerais","BR 259, rodovia Gouveia-Diamantina, entre 50-200m ao S do trevo com a rodovia Datas-Serro, topo do planalto de Diamantina.",NA,NA,"Campo rupestre, solo arenoso e trechos de couraça laterítica. Arbusto, ca. 1,5m alt. Folhas verdes, levemente discolores. Brácteas involucrais verde-claras. Flores alvas. Planta pistilada.","CESJ069362","Angiosperma",NA,"Gardner","CESJ069362","G. Heiden","Gouveia","-43.698056","-19.418611","1250","1250",NA,NA,NA,"2011","02","17","-43.698056","-19.418611",NA,NA,NA,NA
"26","2020-10-21 18:50:19-03","UFJF","CESJ","16495","PreservedSpecimen","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"L. Roth","CESJ16495","1972","09","23","América do Sul","Brasil","Minas Gerais",NA,NA,NA,"Arbusto do campo alpino, florindo após a queimada.","CESJ016495","Angiosperma",NA,"Gardner","CESJ016495","A.M. Teles","Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,"101169","auto",NA,"2005","07","05",NA,NA,NA,NA,NA,NA
"27","2019-11-21 14:31:29-03","UFJF","CESJ","61514","PreservedSpecimen","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"V.C. Souza; J. Paula-Souza; L. Capellari; V.R. Scalon","12040","1996","07","06","América do Sul","Brasil","Minas Gerais","A 19 km em direção a Datas.",NA,NA,"Campo rupestre. Arbusto, até 1m alt., capítulos creme. Muito viscoso.","CESJ061514","Angiosperma",NA,"Gardner","CESJ061514","G. Heiden","Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,"101169","auto",NA,"2010","11",NA,NA,NA,NA,NA,NA,NA
"28","2019-11-27 13:46:09-03","UFS","ASE","33722","PreservedSpecimen","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"Franco, IM","1187","2013","01","15","Southern America","Brasil","Minas Gerais","Parque Estadual do Biribiri, Alto da Jacúba. Campo sujo, solo arenoso, ao lado da estrada de terra.",NA,NA,"Arbusto ca de 1m de altura. Flores creme esverdeadas","ASE0036679","Magnoliophyta",NA,"Gardner","ASE0036679",NA,"Diamantina","-43.3545","-18.11423",NA,NA,NA,NA,NA,NA,NA,NA,"-43.3545","-18.11423",NA,NA,NA,NA
"29","2019-11-27 13:46:09-03","UFS","ASE","33710","PreservedSpecimen","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"Franco, IM; Versiane, AFA; Silva, KR","1173","2012","07","05","Southern America","Brasil","Minas Gerais","Parque Estadual do Biribiri, Fundo da Casa dos Ventos",NA,NA,"Campo rupestre, ao lado de Capão de Mata. Arbusto ca. 1,5m, indivíduo feminino. Capítulos esverdeados.; Campo rupestre","ASE0036092","Magnoliophyta",NA,"Gardner","ASE0036092","Franco, IM","Diamantina","-43.3604","-18.1125","1411","1411",NA,NA,NA,"2013",NA,NA,"-43.3604","-18.1125",NA,NA,NA,NA
"30","2021-03-01 16:23:15-03","UNICAMP","UEC","120437","S","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"Semir, J; Mansanares, ME; Belinello, R","0182","2001","06","20",NA,"Brazil","Minas Gerais","5 Km da cidade emdireção à Gouveia.&nf;alt. 1371m",NA,NA,"arvoreta 1,5m, capítulos jovens.","UEC119645","Magnoliopsida",NA,"Gardner","UEC119645","Heiden, G","Diamantina","-43.654111","-18.248556",NA,NA,NA,NA,NA,"2017","10","17","-43.654111","-18.248556",NA,NA,NA,NA
"31","2021-03-01 16:23:15-03","UNICAMP","UEC","178893","S","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"Nakajima, JN; Arantes, CS; Silva, SSP; Manfrin, EN; Oliveira, FC; Maragno, IC","4983","2008","11","24",NA,"Brazil","Minas Gerais","Estrada Diamantina-Conselheiro Mata. Km 187, 1405 metros alt.",NA,NA,"Subarbustos. Inflorescência esverdeada, nova.; Campo rupestre","UEC038982","Magnoliopsida",NA,"Gardner","UEC038982","Heiden, G","Diamantina","-43.712778","-18.273889",NA,NA,NA,NA,NA,"2017","10","18","-43.712778","-18.273889",NA,NA,NA,NA
"32","2021-03-01 16:23:15-03","UNICAMP","UEC","182515","S","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"Franco, IM","1187","2013","01","15",NA,"Brazil","Minas Gerais","Parque Estadual do Biribri. Alto da Jacúba.",NA,NA,"Campo sujo, solo areno pedregoso, ao lado de estrada de terra. Arbusto ca. 1,0m. Flores creme esverdeadas. Indivíduo masculino","UEC101820","Magnoliopsida",NA,"Gardner","UEC101820",NA,"Diamantina","-43.595833","-18.195083","1418","1418",NA,NA,NA,NA,NA,NA,"-43.595833","-18.195083",NA,NA,NA,NA
"33","2021-03-01 16:23:15-03","UNICAMP","UEC","28211","S","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"Semir, J; et al.","232","1980","07","20",NA,"Brazil","Minas Gerais","Estrada São Gonçalo até Milho Verde e até Três Barros.",NA,NA,"Subarbusto 1m. Flores alvas; Campo rupestre","UEC102586","Magnoliopsida",NA,"Gardner","UEC102586","Queiroz, LP","São Gonçalo",NA,NA,NA,NA,NA,NA,NA,"1989","06",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-01 16:23:15-03","UNICAMP","UEC","51431","S","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"Vasconcellos, MB; et al.","21731","1989","07","04",NA,"Brazil","Minas Gerais","11km N de Diamantina.",NA,NA,"Arbusto ca. 70cm, capítulos creme-esverdeados; Campo rupestre","UEC113366","Magnoliopsida",NA,"Gardner","UEC113366","Queiroz, LP","Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,"101169","auto",NA,"1989","07","13",NA,NA,NA,NA,NA,NA
"35","2021-03-01 16:23:15-03","UNICAMP","UEC","54546","S","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"Vasconcellos, MB; et al.","21731","1989","07","04",NA,"Brazil","Minas Gerais","11km N de Diamantina.",NA,NA,"Arbusto ca. 70cm, capítulos creme-esverdeados; Campo rupestre","UEC113368","Magnoliopsida",NA,"Gardner","UEC113368","Queiroz, LP","Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,"101169","auto",NA,"1989","07","13",NA,NA,NA,NA,NA,NA
"36","2021-03-01 16:23:15-03","UNICAMP","UEC","1498","S","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"Gibbs, PE; et al.","5234","1977","05","17",NA,"Brazil","Minas Gerais","20Km S de Diamantina. Serra na estrada para Conselheiro da Mata",NA,NA,NA,"UEC113367","Magnoliopsida",NA,"Gardner","UEC113367","Teles, AM","Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,"101169","auto",NA,"2007","09","18",NA,NA,NA,NA,NA,NA
"37","2021-03-01 16:23:15-03","UNICAMP","UEC","103287","S","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"Aona, LYS; et al.","9859","1998","12","19",NA,"Brazil","Minas Gerais","BR 259, afloramento rochoso a cerca de 12km da cidade de Diamantina, próximo a placa de Altitude 1380, sentido Diamantina - Gouveia",NA,NA,NA,"UEC101822","Magnoliopsida",NA,"Gardner","UEC101822","Heiden, G","Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,"101169","auto",NA,"2010","11",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-01 16:23:15-03","UNICAMP","UEC","65366","S","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"Leitão Filho, HF; et al.","27687","1992","12","10",NA,"Brazil","Minas Gerais","Caminho para o Mirante",NA,NA,"Arbusto ereto 8cm, corola amarelada","UEC113371","Magnoliopsida",NA,"Gardner","UEC113371","Heiden, G","Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,"101169","auto",NA,"2010","11",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-01 16:23:15-03","UNICAMP","UEC","120559","S","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"Semir, J; et al.","170","2001","06","19",NA,"Brazil","Minas Gerais","Estrada Curvelo - Diamantina (BR259), beira da estrada",NA,NA,"Arbusto 80 cm-1m, flores creme","UEC113369","Magnoliopsida",NA,"Gardner","UEC113369","Heiden, G","Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,"101169","auto",NA,"2010","11",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-01 16:23:15-03","UNICAMP","UEC","28118","S","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"Menezes, NL; et al.","2621","1981","11","01",NA,"Brazil","Minas Gerais","Estrada Diamantina-Curvelo, a 17 km de Diamantina",NA,NA,"Arbusto 1-1,5m. Flores creme-esverdeadas","UEC113370","Magnoliopsida",NA,"Gardner","UEC113370","Heiden, G","Diamantina","-43.6002998352051","-18.2493991851807","1370","1370","101169","auto",NA,"2010","11",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-01 16:23:15-03","UNICAMP","UEC","66284","S","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"Leitão Filho, HF; et al.","27799","1992","12","10",NA,"Brazil","Minas Gerais","Estrada Diamantina-Mendanha",NA,NA,"Arbusto 1,2m florescência femininas esverdeadas; Cerrado.","UEC093988","Magnoliopsida",NA,"Gardner","UEC093988","Franco, IM","Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,"101169","auto",NA,"2014",NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:14:33-03","MBM","MBM","388798","PreservedSpecimen","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"Heiden, G.; Pirani, J.R.; Siniscalchi, C.M.; Devecchi, M.F.; Pirani, J.R.; Siniscalchi, C.M.; Devecchi, M.F.","1628","2011","02","19","Southern America","Brazil","Minas Gerais","BR 259, Rodovia Gouveia-Diamantina, entre 50-200 m ao S do trevo com a rodovia Datas-Serro, topo do planalto de Diamantina",NA,NA,"Arbusto, ca. 1,5m alt. Folhas verdes, levemente discolores. Brácteas involucrais verde-claras. Flores alvas. Planta pistilada.; Campo rupestre, solo arenoso e trechos de couraça laterítica.","MBM388798",NA,NA,"Gardner","MBM388798","Heiden, G.","Gouveia","-43.698056","-19.418611","1250","1250",NA,NA,NA,"2011","02","17","-43.698056","-19.418611",NA,NA,NA,NA
"43","2020-12-21 16:14:33-03","MBM","MBM","398250","PreservedSpecimen","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"Verdi, M.; Pougy, N.; Martinelli, G.; Maurenza, D.; Martins, E.; Pougy, N.; Martinelli, G.; Maurenza, D.; Martins, E.","6784","2014","02","09","Southern America","Brazil","Minas Gerais","APA Águas vertentes, Serra as margens da estrada para São Gonçalo do Rio das Pedras à 2 Km de Milho Verde",NA,NA,"Folhas verdes; flor creme; pouco frequente&nf;; Campo Rubestre. Encontrado na margem da estrada em solo litólico.","MBM398250",NA,NA,"Gardner",NA,"Heiden, G.","Serro","-43.488333","-18.449167","1185","1185",NA,NA,NA,"2014","03","27","-43.488333","-18.449167",NA,NA,NA,NA
"44","2020-12-21 16:14:33-03","MBM","MBM","74889","PreservedSpecimen","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"Hatschbach, G.","44666","1982","03","13","Southern America","Brazil","Minas Gerais",NA,NA,NA,"Arbusto, 1 m, capítulos creme.; Campo rupestre, solo arenoso úmido.","MBM074889",NA,NA,"Gardner","MBM074889","Hatschbach, G.","Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,"101169","auto",NA,"1982",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:14:33-03","MBM","MBM","54494","PreservedSpecimen","Plantae","Asteraceae","Baccharis","elliptica","Baccharis elliptica",NA,"Gibbs, P.E.; Abbott, R.; Andrade, J.B. de; Abbott, R.; Andrade, J.B. de","5234","1977","05","17","Southern America","Brazil","Minas Gerais",NA,NA,NA,"Serra.","MBM054494",NA,NA,"Gardner","MBM054494","Oliveira, A.S.","Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,"101169","auto",NA,"2005","05",NA,NA,NA,NA,NA,NA,NA
