"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","yearIdentified","monthIdentified","dayIdentified","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","identifiedBy","recordedBy","recordNumber","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","phylum","order","continentOcean","preparationType","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","615940","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","breviramis","Myrcia breviramis","(O.Berg) D.Legrand",NA,NA,NA,"1967","12","20","Brazil","Paraná","Sao José dos Pinhais","-49.2064","-25.5347",NA,NA,"NY00615940","NY00615940_01","C. M. D. E. Legrand","G. G. Hatschbach","18160","Contenda",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412533' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","615953","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","breviramis","Myrcia breviramis","(O.Berg) D.Legrand",NA,NA,NA,"1981","12","02","Brazil","Paraná","Palmeira","-49.83","-25.42",NA,NA,"NY00615953","NY00615953_01","L. R. Landrum","L. R. Landrum","3962","Fazenda Santa Rita, ca. 65 km W of Curitiba on road to Ponta Grossa",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412537' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","615946","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","breviramis","Myrcia breviramis","(O.Berg) D.Legrand",NA,NA,NA,"1977","11","04","Brazil","Paraná","Sao José dos Pinhais","-49","-25.67",NA,NA,"NY00615946","NY00615946_01",NA,"L. R. Landrum","2413","Road to Guaricana, low area where the electricity wires come near road","900","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412540' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","02330128","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","breviramis","Myrcia breviramis","(O.Berg) D.Legrand",NA,NA,NA,"1999","06","16","Brazil","Rio de Janeiro","Itatiaia","-44.65833","-22.35833",NA,NA,"NY02330128","NY02330128_01","M. Sobral","A. Quinet","251","Parque Nacional do Itatiaia, trilha da mata da Serra Negra em direção à Mauá, Alto do Morro Cavado","2000",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2522645' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01093219","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","breviramis","Myrcia breviramis","(O.Berg) D.Legrand",NA,NA,NA,"1965","01","15","Brazil","Paraná","Castro","-50.03","-24.5",NA,NA,"NY01093219","NY01093219_01",NA,"L. B. Smith","14535","Carambei by Rio São João.","950","950","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1230528' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","615950","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","breviramis","Myrcia breviramis","(O.Berg) D.Legrand",NA,NA,NA,"1960","12","21","Brazil","Santa Catarina","Garuva","-48.8547","-26.0269",NA,NA,"NY00615950","NY00615950_01","C. M. D. E. Legrand","R. Reitz","10436","Monte Crista, Garuva","900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412534' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","615952","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","breviramis","Myrcia breviramis","(O.Berg) D.Legrand",NA,NA,NA,"1971","01","06","Brazil","Paraná","Balsa Nova","-49.6356","-25.5842",NA,NA,"NY00615952","NY00615952_01","G. G. Hatschbach","G. G. Hatschbach","25954","Serra S. Luis","1100","1100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412539' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","615942","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","breviramis","Myrcia breviramis","(O.Berg) D.Legrand",NA,NA,NA,"1965","01","14","Brazil","Paraná","Balsa Nova","-49.67","-25.5",NA,NA,"NY00615942","NY00615942_01","C. M. D. E. Legrand","L. B. Smith","14416","Serra de Sao Luiz by the Rodovia de Café","1100","1100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412535' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","615944","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","breviramis","Myrcia breviramis","(O.Berg) D.Legrand",NA,NA,NA,"1959","01","26","Brazil","Santa Catarina","Rio do Sul","-49.6431","-27.2144",NA,NA,"NY00615944","NY00615944_01","C. M. D. E. Legrand","R. Reitz","8361","Serra do Matador, Rio do Sul","700","700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412529' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1016078","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","breviramis","Myrcia breviramis","(O.Berg) D.Legrand",NA,NA,NA,"1985","04","29","Brazil","Paraná","Balsa Nova","-49.6356","-25.5842",NA,NA,"NY01016078","NY01016078_01","G. G. Hatschbach","R. Kummrow","2604","S. Luis do Purunã. Matinha da Cuesta Devoniana.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1141336' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","615941","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","breviramis","Myrcia breviramis","(O.Berg) D.Legrand",NA,NA,NA,"1965","12","11","Brazil","Paraná","Lapa","-49.7156","-25.7697",NA,NA,"NY00615941","NY00615941_01","C. M. D. E. Legrand","R. Reitz","17391","Parque do Monge, Lapa","900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412532' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","615954","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","breviramis","Myrcia breviramis","(O.Berg) D.Legrand",NA,NA,NA,"1958","01","10","Brazil","Santa Catarina","Campo Alegre","-49.2656","-26.1925",NA,NA,"NY00615954","NY00615954_01","C. M. D. E. Legrand","R. Reitz","6162","Morro do Iquererim, Campo Alegre","1300","1300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412528' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","405446","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","jaguariaivensis","Myrcia jaguariaivensis","Mattos & D.Legrand",NA,NA,NA,"1968","11","26","Brazil","Paraná","Jaguariaíva","-49.7056","-24.2511",NA,NA,"NY00405446","NY00405446_01",NA,"G. G. Hatschbach","20387","Fda. Chapada; S. Antonio",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=570467' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet","isotype",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00906977","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pulchra","Myrcia pulchra","(O.Berg) Kiaersk.",NA,NA,NA,"1897","01","12","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"NY00906977","NY00906977_01","M. F. Santos","A. Löfgren","s.n.","Sao Francisco dos Campos, Alto da Pedra",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983185' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","615597","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pulchra","Myrcia pulchra","(O.Berg) Kiaersk.",NA,NA,NA,"1966","11","20","Brazil","Paraná","Tijucas do Sul","-49.1989","-25.9283",NA,NA,"NY00615597","NY00615597_01","M. F. Santos","G. G. Hatschbach","15146","Vossoroca",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=654682' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00952275","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pulchra","Myrcia pulchra","(O.Berg) Kiaersk.",NA,NA,NA,"1971","03","22","Brazil","Goiás","Cavalcante","-47.5167","-13.91786",NA,NA,"NY00952275","NY00952275_01","M. F. Santos","H. S. Irwin","32954","Chapada dos Veadeiros, ca. 22 km N of Alto Paraíso","1250","1250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1417861' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00907618","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pulchra","Myrcia pulchra","(O.Berg) Kiaersk.",NA,NA,NA,"1971","01","28","Brazil","Minas Gerais",NA,"-43.4927778","-20.1263",NA,NA,"NY00907618","NY00907618_01","M. F. Santos","H. S. Irwin","29317","Serra do Espinhaço, ca. 12 km W. of Barão de Cocais, base of Serra da Caraça","1500","1500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987040' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","615957","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pulchra","Myrcia pulchra","(O.Berg) Kiaersk.",NA,NA,NA,"1966","11","20","Brazil","Paraná","Tijucas do Sul","-49.1989","-25.9283",NA,NA,"NY00615957","NY00615957_01","M. F. Santos","G. G. Hatschbach","15146","Vossoroca",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=213082' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","615960","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pulchra","Myrcia pulchra","(O.Berg) Kiaersk.",NA,NA,NA,"1989","11","08","Brazil","Paraná","Tijucas do Sul","-49.1989","-25.9283",NA,NA,"NY00615960","NY00615960_01","M. F. Santos","G. G. Hatschbach","53588","Lagoinha",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=213083' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","616181","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pulchra","Myrcia pulchra","(O.Berg) Kiaersk.",NA,NA,NA,"1970","04","28","Brazil","Paraná","Piraquara","-49.048057","-25.507775",NA,NA,"NY00616181","NY00616181_01","M. F. Santos","G. G. Hatschbach","24199","Nova Tirol",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=19560' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","615959","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pulchra","Myrcia pulchra","(O.Berg) Kiaersk.",NA,NA,NA,"1982","09","14","Brazil","Paraná","Guaratuba","-48.5744","-25.8831",NA,NA,"NY00615959","NY00615959_01","M. F. Santos","R. Kummrow","2005","Itararé",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=213085' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","01096205","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pulchra","Myrcia pulchra","(O.Berg) Kiaersk.",NA,NA,NA,"2004","11","23","Brazil","Minas Gerais","Lima Duarte","-43.9","-21.72",NA,NA,"NY01096205","NY01096205_01","M. Sobral","R. C. Forzza","3649","Parque Estadual da Serra do Ibitipoca, Mata da Portaria.","1450","1450","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1234763' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","616530","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pulchra","Myrcia pulchra","(O.Berg) Kiaersk.",NA,NA,NA,"1992","04","09","Brazil","Paraná","Tijucas do Sul","-49.1989","-25.9283",NA,NA,"NY00616530","NY00616530_01","M. F. Santos","J. M. Silva","1091","Lagoinha",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=510419' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","615958","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pulchra","Myrcia pulchra","(O.Berg) Kiaersk.",NA,NA,NA,"1987","05","14","Brazil","Paraná","Quatro Barras","-48.901883","-25.349613",NA,NA,"NY00615958","NY00615958_01","M. F. Santos","R. Kummrow","2906","Morro Mae Catira",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=213084' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","01067371","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pulchra","Myrcia pulchra","(O.Berg) Kiaersk.",NA,NA,NA,"1914","06","02","Brazil","Paraná",NA,"-49.713647","-24.340602",NA,NA,"NY01067371","NY01067371_01","M. F. Santos","G. Jönsson","488a","Jaguariahyva opp.","740","740","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1211156' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","02705660","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pulchra","Myrcia pulchra","(O.Berg) Kiaersk.",NA,NA,NA,"2012","03","08","Brazil","São Paulo","Campos do Jordao","-45.4692","-22.7122",NA,NA,"NY02705660","NY02705660_01",NA,"M. F. Santos","846","Parque Estadual de Campos do Jordão. Estrada para São José dos Alpes. coletada na borda da floresta.","1900",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3005044' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","615568","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pulchra","Myrcia pulchra","(O.Berg) Kiaersk.",NA,NA,NA,"1959","12","06","Brazil","São Paulo",NA,NA,NA,NA,NA,"NY00615568","NY00615568_01","M. F. Santos","B. Maguire","44557","Biological Station (Sao Paulo) at Paranapiacaba","792.5","853.4","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=654679' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","1522410","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pulchra","Myrcia pulchra","(O.Berg) Kiaersk.",NA,NA,NA,"1995","12","05","Brazil","Paraná","Rio Branco do Sul","-49.3142013549805","-25.1900005340576",NA,NA,"NY01522410","NY01522410_01","M. F. Santos","M. L. Kawasaki","937","Rio Branco do Sul. Brumado.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1751658' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,"37352","auto",NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","2422773","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pulchra","Myrcia pulchra","(O.Berg) Kiaersk.",NA,NA,NA,"1992","02","04","Brazil","Bahia","Abaíra","-41.92","-13.25",NA,NA,"NY02422773","NY02422773_01",NA,"R. M. Harley","51166","Riacho da Taquara.","1620","1620","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2673345' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","2422774","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pulchra","Myrcia pulchra","(O.Berg) Kiaersk.",NA,NA,NA,"1992","02","04","Brazil","Bahia","Abaíra","-41.92","-13.25",NA,NA,"NY02422774","NY02422774_01",NA,"R. M. Harley","51167","Riacho da Taquara.","1620","1620","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2673346' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00908413","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","subcordata","Myrcia subcordata","DC.",NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"NY00908413","NY00908413_01","M. F. Santos","P. Clausen","125","Brésil",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993361' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00908435","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","subcordata","Myrcia subcordata","DC.",NA,NA,NA,"1971","01","14","Brazil","Minas Gerais",NA,"-43.7263889","-19.83305",NA,NA,"NY00908435","NY00908435_01","M. F. Santos","H. S. Irwin","30307","Serra do Espinhaço, at summit of Serra da Piedade, ca. 35 km E. of Belo Horizonte, near BR-31","1200","1800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993348' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","00906896","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","subcordata","Myrcia subcordata","DC.",NA,NA,NA,NA,NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,"NY00906896","NY00906896_01","M. F. Santos","P. Clausen","125","Carassa",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983104' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","00908226","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","subcordata","Myrcia subcordata","DC.",NA,NA,NA,"1997","05","27","Brazil","Minas Gerais","Caeté","-43.6742","-19.8175",NA,NA,"NY00908226","NY00908226_01","M. L. Kawasaki","M. L. Kawasaki","1003","Caeté. Serra da Piedade","1620","1620","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991917' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
