"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","year","month","day","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","recordNumber","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","imagecode","identifiedBy","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount"
"102","2019-10-24 16:18:04-03","UESC","UESC","638","S","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Amorim, A.","1991","12","04",NA,"Brasil","Bahia",NA,NA,NA,"Restinga arbórea.; Arbustinho crescendo na orla da mata.","UESC0000638","Angiospermae","Florideophycidae","Schott.","487","Una","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,NA,NA,NA,NA,NA,"36070","auto","Dicotyledoneae",NA,NA,NA
"103","2019-11-01 14:04:52-03","UESC","UESC","702","S","Plantae","Moraceae","Ficus","salzmanniana","Ficus salzmanniana",NA,"A.M.V. de Carvalho,","1990","03","15",NA,"Brasil","Bahia",NA,NA,NA,"Arvorezinha com ca. 4m de altura.","UESC0000702","Angiospermae","Florideophycidae","(Miq) Miq","2813","Jacobina","-40.5182991027832","-11.1806001663208",NA,NA,"J. Pedro Carauta",NA,"1993",NA,NA,NA,NA,"62396","auto","Dicotyledoneae",NA,NA,NA
"104","2015-09-05 11:40:26-03","MNHN","RECOLNAT_MNHN_P","P06753029","PreservedSpecimen",NA,"Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Gaudichaud",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Brésil. Rio de Janeiro, Sudeste, Brasil, América do Sul","hb",NA,". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06753029' target='other'> <mi>dwc_moreinfo</mi></a>","P06753029",NA,NA,"Vell.",NA,NA,NA,NA,NA,"P06753029_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1084",NA
"105","2015-09-05 11:40:26-03","MNHN","RECOLNAT_MNHN_P","P06753030","PreservedSpecimen",NA,"Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"S.N.",NA,NA,NA,NA,"Brasil",NA,"Brésil. Brasil, América do Sul","hb",NA,". Septembro. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06753030' target='other'> <mi>dwc_moreinfo</mi></a>","P06753030",NA,NA,"Vell.",NA,NA,NA,NA,NA,"P06753030_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2015-09-04 13:14:16-03","MNHN","RECOLNAT_MNHN_P","P00603241","PreservedSpecimen",NA,"Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Salzmann, P.",NA,NA,NA,NA,"Brésil",NA,"Bahia, in sabulosis","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00603241' target='other'> <mi>dwc_moreinfo</mi></a>","P00603241",NA,NA,"Schott",NA,NA,NA,NA,NA,"P00603241_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2015-09-05 11:20:20-03","MNHN","RECOLNAT_MNHN_P","P06863288","PreservedSpecimen",NA,"Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Beyrich",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Province de rio de Janeiro(Brésil) Corcovado. Rio de Janeiro, Sudeste, Brasil, América do Sul","hb",NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06863288' target='other'> <mi>dwc_moreinfo</mi></a>","P06863288",NA,NA,"Schott",NA,NA,NA,NA,NA,"P06863288_01","Pelissari",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2015-09-19 10:41:13-03","MNHN","RECOLNAT_MNHN_P","P00603239","PreservedSpecimen",NA,"Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Salzmann, P.",NA,NA,NA,NA,"Brésil",NA,"Bahia, in sabulosis","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00603239' target='other'> <mi>dwc_moreinfo</mi></a>","P00603239",NA,NA,"Schott",NA,NA,NA,NA,NA,"P00603239_01","Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2015-09-04 13:14:16-03","MNHN","RECOLNAT_MNHN_P","P00603240","PreservedSpecimen",NA,"Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Salzmann, P.",NA,NA,NA,NA,"Brésil",NA,"Bahia, in sabulosis","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00603240' target='other'> <mi>dwc_moreinfo</mi></a>","P00603240",NA,NA,"Schott",NA,NA,NA,NA,NA,"P00603240_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2015-09-05 11:40:26-03","MNHN","RECOLNAT_MNHN_P","P06753025","PreservedSpecimen",NA,"Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Gaudichaud","1831","1","1",NA,"Brasil","Rio de Janeiro","Brésil. Rio de Janeiro, Sudeste, Brasil, América do Sul","hb",NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06753025' target='other'> <mi>dwc_moreinfo</mi></a>","P06753025",NA,NA,"Vell.",NA,NA,NA,NA,NA,"P06753025_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1084",NA
"111","2015-09-05 11:40:26-03","MNHN","RECOLNAT_MNHN_P","P06753026","PreservedSpecimen",NA,"Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Burchell, W.J.",NA,NA,NA,NA,"Brasil",NA,". Brasil, América do Sul","hb",NA,". . Donné par la Direction du Jardin Royal de Kew. 487. Catalogus Geographicus Plantarum Brasiliae Tropicae <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06753026' target='other'> <mi>dwc_moreinfo</mi></a>","P06753026",NA,NA,"Vell.",NA,NA,NA,NA,NA,"P06753026_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2815",NA
"112","2015-09-05 11:40:26-03","MNHN","RECOLNAT_MNHN_P","P06753028","PreservedSpecimen",NA,"Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Glaziou, A.","1861","2","4",NA,"Brasil","Rio de Janeiro","Cosme Velho a Laranjeiras. Rio de Janeiro, Sudeste, Brasil, América do Sul","hb",NA,". . Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06753028' target='other'> <mi>dwc_moreinfo</mi></a>","P06753028",NA,NA,"Vell.",NA,NA,NA,NA,NA,"P06753028_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82",NA
"113","2015-09-05 11:48:10-03","MNHN","RECOLNAT_MNHN_P","P06878478","PreservedSpecimen",NA,"Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Glaziou, A.",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Brésil. Corcovado et Larangeras (Rio Jan.). Rio de Janeiro, Rio de Janeiro, Sudeste, Brasil, América do Sul","hb",NA,"Plantae Brasiliae Centralis. Fev. Avril. Don de l´Université de Can reçu le 6 novembre 1974 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06878478' target='other'> <mi>dwc_moreinfo</mi></a>","P06878478",NA,NA,"Vell.",NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,"P06878478_01",NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,"1499",NA
"114","2015-09-05 11:40:26-03","MNHN","RECOLNAT_MNHN_P","P06753027","PreservedSpecimen",NA,"Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Glaziou, A.","1867","4","21",NA,"Brasil","Rio de Janeiro","Corcovado. Rio de Janeiro, Rio de Janeiro, Sudeste, Brasil, América do Sul","hb",NA,". . donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06753027' target='other'> <mi>dwc_moreinfo</mi></a>","P06753027",NA,NA,"Vell.",NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,"P06753027_01",NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA
"115","2020-12-11 11:38:54-03","UFMG","BHCB","43494","PreservedSpecimen","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"Schott","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2020-12-11 11:38:54-03","UFMG","BHCB","43529","PreservedSpecimen","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"Schott","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-12-11 11:38:54-03","UFMG","BHCB","114744","PreservedSpecimen","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Sobral, M; Silveira, AG; Irgang, GV","2007","11",NA,"Southern America","Brasil","Mato Grosso","Rio Juruena",NA,NA,"Beira de mata junto a rio. Árvore, 10-12m. Frutos imaturos. Látex branco",NA,"Dicotyledon",NA,"Schott","11127","Apiacás","-58.922222","-9.486111",NA,NA,NA,NA,NA,NA,NA,"-58.922222","-9.486111",NA,NA,NA,NA,NA,NA
"118","2009-07-27 08:43:00-03","MO","MOBOT","100202706","PreservedSpecimen","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"J.M.A. Braga","1995","1","25","South America","Brazil","Rio de Janeiro","Silva Jardim, Reserva Biológica de Poço das Antas., Entre a trilha da Pelonha e a estrada para a casa do Proj. Mico Leao.",NA,NA,NA,NA,NA,NA,"Schott","Braga 1854",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"119","2015-02-01 11:15:00-02","MO","MOBOT","3085377","PreservedSpecimen","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Dorothy Araujo","1975","5","13","South America","Brazil","Rio de Janeiro","Restinga de Jacarepaguá, Pedra de Itaúna, restinga arbustiva.",NA,NA,NA,NA,NA,NA,"Schott","Araujo 718",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2011-09-18 11:51:00-03","MO","MOBOT","3085491","PreservedSpecimen","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Dimitri Sucre","1972","2","24","South America","Brazil","Rio de Janeiro","Estado da Gaunabara, Estrada da Vista Chinese, Alto da Boa Vista, mais ou menos.",NA,NA,NA,NA,NA,NA,"Schott","Sucre 8504",NA,NA,NA,"360.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2008-05-27 22:02:00-03","MO","MOBOT","3151629","PreservedSpecimen","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"W. Wayt Thomas","1992","11","15","South America","Brazil","Bahia","Mun. Itacaré. ''Campo Cheiroso'', 14 km north of Serra Grande off of road to Itacaré. Restinga forest over white sand.",NA,NA,NA,NA,NA,NA,"Schott","Thomas 9455",NA,"-39.06666","-14.36666",NA,NA,"C.C. Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2015-03-01 15:11:00-03","MO","MOBOT","3400228","PreservedSpecimen","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"André M. Amorim|André M. de Carvalho|N. Nind|Sérgio C. de Sant'Ana|A. Mayer","1991","12","4","South America","Brazil",NA,"Mun: de Una, Comandatuba, Ca 6 Km na estrada de Comandatuba, para praia de Una-Mata de Restinga.",NA,NA,NA,NA,NA,NA,"Schott","Amorim 487",NA,NA,NA,NA,NA,"J. Carauta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"123","2020-07-01 21:21:04-03","UNESP-IBILCE","SJRP","09855","PreservedSpecimen","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"F.C. Passos",NA,NA,NA,"América do Sul","Brasil","São Paulo","Estação Ecológica de Caetetus",NA,NA,"Fruto sessil;",NA,"Tracheophyta","Rosales","Schott",NA,"Gália","-49.5499992370605","-22.2900009155273",NA,NA,"L.R. Mendonça-Souza",NA,"2006","06",NA,NA,NA,"23314","auto","Magnoliopsida",NA,NA,NA
"124","2020-09-08 15:06:56-03","UNIOESTE","UNOP","5263","S","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Silva, A.R.; Caxambu, M.G.; Caxambu, M.G.","2007","07","30",NA,"Brasil","Mato Grosso do Sul","Passo do Lontra, base da UFMS",NA,NA,"Árvore heliófita ca. 20 m. Látex branco. Frutos carnosos verdes. Solo: arenoso. Relevo: plano.",NA,NA,NA,"Schott","415","Corumbá","-57.015583","-19.574944","83",NA,"Mano, G.B.","83","2019","03","01","-57.015583","-19.574944",NA,NA,NA,NA,NA,NA
"125","2020-08-31 09:17:05-03","INPA","INPA","223320","S","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Santos, OA dos","2006","08","01","Southern America","Brasil","Rio de Janeiro","Ilha de Cabo Frio, região serrana, vegetação arbustiva. Muitos indivíduos desta espécie circundando o Farol Velho.",NA,NA,NA,"INPA0223320","Dicotyledon Rosids","Rosales","Schott","148","Cabo Frio","-42.0186004638672","-22.8794002532959",NA,"INPA0223320 INPA0223320_e","Vianna, MDM",NA,"2006","08","01",NA,NA,"40069","auto",NA,NA,NA,NA
"126","2020-08-31 09:17:05-03","INPA","INPA","212275","S","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Guedes, ML","1992","02","18","Southern America","Brasil","Bahia","Área de Pituaçu (UCSal).",NA,NA,NA,"INPA0212275","Dicotyledon Rosids","Rosales","Schott","2569","Salvador","-38.416667","-12.95",NA,"INPA0212275 INPA0212275_e","Ramos, JF",NA,"2002","10",NA,"-38.416667","-12.95",NA,NA,NA,NA,NA,NA
"127","2020-07-24 17:21:06-03","MBML","MBML-HERBARIO","29338",NA,"Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"V. Demuner; T. Cruz, M. Belizário e Elias Bausen.","2007","03","21",NA,"Brasil","Espírito Santo","Liberdade (Água Viva, Pedra do Cruzeiro), propr.: Aguilar A. Lorenccini",NA,NA,"Árvore 10m, fuste 4m, dap 30cm, frutos verdes, látex branco. Base de afloramento rochoso.","MBML029338",NA,NA,"Schott","3317","Marilândia","-40.549389","-19.345972","200","MBML029338","A. F. P. Machado/14-VIII-2007","200",NA,NA,NA,"40W32'57,8","19S20'45,5",NA,NA,NA,NA,NA,NA
"128","2020-07-24 17:21:06-03","MBML","MBML-HERBARIO","30247",NA,"Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"V. Demuner; R. R. Vervloet, M. Belisario e Elias Bausen.","2007","05","30",NA,"Brasil","Espírito Santo","Colina Verde (Morro do Agudo), propr.: Israel Elias Ramos (trilha acima do bananal).",NA,NA,"Arvoreta 7m frutos imaturos verdes, látex branco. Interior de mata.","MBML030247",NA,NA,"Schott","4123","Santa Leopoldina","-40.44","-20.098056","300","MBML030247","A. F. P. Machado/14-VIII-2007","300",NA,NA,NA,"40W26'24","20S5'53",NA,NA,NA,NA,NA,NA
"129","2020-07-24 17:21:06-03","MBML","MBML-HERBARIO","4807",NA,"Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"B. Weinberg","1982","11",NA,NA,"Brasil","Rio de Janeiro","Passeio Público",NA,NA,"Nome vulgar: Ficus. Ornamental.","MBML004807",NA,NA,"Schott","451","Rio de Janeiro","-43.176667","-22.913333",NA,"MBML004807","S. Romaniuc Neto/Março.1996",NA,NA,NA,NA,"43W10'36","22S54'48",NA,NA,NA,NA,NA,NA
"130","2021-03-04 11:05:50-03","UFRB","HURB","7634","PreservedSpecimen","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Aona, L.Y.S.; Fonseca, W.O.; Costa, I.R.; Lucas, E.","2013","11","25",NA,"Brasil","Bahia","Estação Ecológica; Trilha atras da sede em direção a cachoeira",NA,NA,"látex branco.","HURB000007634",NA,NA,"Schott","3417","Wenceslau Guimarães","-39.719167","-13.598889",NA,NA,"A.F.P.Machado",NA,"2017","04","25","39º43'09W","13º35'56S",NA,NA,NA,NA,NA,NA
"131","2018-10-09 16:31:52-03","UFLA","ESAL","23576","S","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Silva, M da; Santos, CC; Rocha, ACS; da","2000","07","03",NA,"Brasil","Bahia","estrada remanso-casa nova",NA,NA,"Doação HUEFS n; Árvore ca. 5m alt. Folhas cartáceas, levemente discolores, nervura central creme. Frutos imaturos verde claro",NA,NA,NA,"Schott","413","Remanso","-41","-9","435",NA,NA,"435","2005","11",NA,"-41","-9",NA,NA,NA,NA,NA,NA
"132","2021-01-26 13:56:34-03","IMA","MAC","1898","PreservedSpecimen","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"R.P.Lyra-Lemos; G.L.Esteves","1981","07","31",NA,"Brasil","Alagoas",NA,NA,NA,"Arbusto","MAC0001898",NA,NA,"Schott","701","Barra de São Miguel","-35.9077987670898","-9.84000015258789",NA,NA,"A.F.P.Machado",NA,"2019","10",NA,NA,NA,"13333","auto",NA,NA,NA,NA
"133","2021-01-26 13:56:34-03","IMA","MAC","34641","PreservedSpecimen","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"M.N.Rodrigues","2008","10","11",NA,"Brasil","Alagoas",NA,NA,NA,"Árvore ca. de 6m de altura. Frutos verdes.; Restinga.","MAC0034641",NA,NA,"Schott","2281","Barra de São Miguel","-35.9077987670898","-9.84000015258789",NA,NA,"A.F.P.Machado",NA,"2019","10",NA,NA,NA,"13333","auto",NA,NA,NA,NA
"134","2021-01-26 13:56:34-03","IMA","MAC","36469","PreservedSpecimen","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"G.B.Araujo; A.Menezes","2009","02",NA,NA,"Brasil","Alagoas",NA,NA,NA,"Árvore ca. 5m. de altura. Frutos verdes. Presença de látex.; Mata/Cerrado.","MAC0036469",NA,NA,"Schott","608","Maceió","-35.7352981567383","-9.6658296585083",NA,NA,"A.F.P.Machado",NA,"2019","10",NA,NA,NA,"34538","auto",NA,NA,NA,NA
"135","2021-01-26 13:56:34-03","IMA","MAC","15063","PreservedSpecimen","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Pereira, PA","2001","11","05",NA,"Brasil","Alagoas","Tabuleiro., Importância econômica.",NA,NA,"Árvore com ca. 3m de altura. Flores ausentes , planta com látex.; Mata Atlântica em tabuleiro.","MAC0015063",NA,NA,"Schott","s.n.","Maceió","-35.7352981567383","-9.6658296585083",NA,NA,"A.F.P.Machado",NA,"2019","10","25",NA,NA,"34538","auto",NA,NA,NA,NA
"136","2021-01-26 13:56:34-03","IMA","MAC","20407","PreservedSpecimen","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"I.A.Bayma","2004","04","28",NA,"Brasil","Alagoas","AL-101S, a 1km do entroncamento do Francês, sentido Francês-Barra de São Miguel- lado esquerdo da rodovia.",NA,NA,"Cipó, látex branco. Frutos verdes axilares.; Restinga antropizada.","MAC0020407",NA,NA,"Schott","1030","Marechal Deodoro","-35.8950004577637","-9.710280418396",NA,NA,"A.F.P.Machado",NA,"2019","10",NA,NA,NA,"15565","auto",NA,NA,NA,NA
"137","2021-01-26 13:56:34-03","IMA","MAC","10380","PreservedSpecimen","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"R.P.Lyra-Lemos","1999","08","10",NA,"Brasil","Alagoas","Campo Grande.&nf;Importância econômica.",NA,NA,"Árvore com ca. de 5m de altura.; Restinga arbórea.","MAC0010380",NA,NA,"Schott","4226","Marechal Deodoro","-36.497222","-10.184167",NA,NA,"A.F.P.Machado",NA,"2019","10",NA,"-36.497222","-10.184167",NA,NA,NA,NA,NA,NA
"138","2021-01-26 13:56:34-03","IMA","MAC","21344","PreservedSpecimen","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"A.C.Martins-Monteiro; A.S.Costa; E.Rodrigues","2004","09","24",NA,"Brasil","Alagoas","Usina Cachoeira, Fazenda Boa Vista, margem do rio Saúde.",NA,NA,"Arvoreta ca. de 2,5 m. Frutos imaturos verdes, com látex.; Mata Atlântica.","MAC0021344",NA,NA,"Schott","99","Maceió","-35.708947","-9.649847",NA,NA,"A.F.P.Machado",NA,"2019","10","25","-35.708947","-9.649847",NA,NA,NA,NA,NA,NA
"139","2021-01-26 13:56:34-03","IMA","MAC","34624","PreservedSpecimen","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"M.N.Rodrigues","2008","09","16",NA,"Brasil","Alagoas","Próximo as Dunas do Cavalo Russo.",NA,NA,"Arvoreta ca. de 2m de altura. Frutos verdes.; Restinga.","MAC0034624",NA,NA,"Schott","2170","Barra de São Miguel","-35.932272","-9.835539",NA,NA,"A.F.P.Machado",NA,"2019","10","25","-35.932272","-9.835539",NA,NA,NA,NA,NA,NA
"140","2021-01-26 13:56:34-03","IMA","MAC","9967","PreservedSpecimen","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"R.P.Lyra-Lemos","1998","12","09",NA,"Brasil","Alagoas","Dunas do Cavalo Russo",NA,NA,"Árvore com ca. de 2m de altura. Frutos jóvens; látex alvo.; Restinga arbustiva-arbórea.","MAC0009967",NA,NA,"Schott","4094","Marechal Deodoro","-36.497222","-10.184167",NA,NA,"A.F.P.Machado",NA,"2019","10","25","-36.497222","-10.184167",NA,NA,NA,NA,NA,NA
"141","2021-01-26 13:56:34-03","IMA","MAC","9869","PreservedSpecimen","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"R.P.Lyra-Lemos","1998","11","26",NA,"Brasil","Alagoas","Dunas do Cavalo Russo., Importância econômica.",NA,NA,"Arvoreta.; Restinga.","MAC0009869",NA,NA,"Schott","3992","Marechal Deodoro","-36.497222","-10.184167",NA,NA,"A.F.P.Machado",NA,"2019","10","25","-36.497222","-10.184167",NA,NA,NA,NA,NA,NA
"142","2021-01-26 13:56:34-03","IMA","MAC","40566","PreservedSpecimen","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"A.I.L.Pinheiro; J.W.A.Silva","2009","06","26",NA,"Brasil","Alagoas","Praia do Francês.",NA,NA,"Arbusto ca. de 3m de altura. Frutos verdes.; Restinga.","MAC0040566",NA,NA,"Schott","901","Marechal Deodoro","-35.893411","-9.697808",NA,NA,"A.F.P.Machado",NA,"2018","02","26","-35.893411","-9.697808",NA,NA,NA,NA,NA,NA
"143","2021-01-26 13:56:34-03","IMA","MAC","8715","PreservedSpecimen","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"J.A.Kallunki","1995","05","30",NA,"Brasil","Alagoas","Mata próx. ao Campo Grande.&nf;Importância econômica.",NA,NA,"Árvore com ca. 5m de altura.; Restinga arbórea.","MAC0008715",NA,NA,"Schott","s.n.","Marechal Deodoro","-36.497222","-10.184167",NA,NA,"A.F.P.Machado",NA,"2019","10",NA,"-36.497222","-10.184167",NA,NA,NA,NA,NA,NA
"144","2021-01-26 13:56:34-03","IMA","MAC","13571","PreservedSpecimen","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"R.P.Lyra-Lemos; E.M.Duarte","2001","02","13",NA,"Brasil","Alagoas",NA,NA,NA,"Árvore com ca. de 1,5m de altura. Flores ausentes, látex alvo, sobre duna, em moita. frutos imaturos.; Restinga arbustiva.","MAC0013571",NA,NA,"Schott","5479","Barra de São Miguel","-35.9077987670898","-9.84000015258789",NA,NA,"A.F.P.Machado",NA,"2019","10","25",NA,NA,"13333","auto",NA,NA,NA,NA
"145","2021-01-26 13:56:34-03","IMA","MAC","33976","PreservedSpecimen","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"M.N.Rodrigues; E.C.O. Chagas; M.C.S.Mota; J.W.A.Silva","2008","08","30",NA,"Brasil","Alagoas","Dunas do Cavalo Russo, Povoado Cabreiras.",NA,NA,NA,"MAC0033976",NA,NA,"Schott","11451","Marechal Deodoro","-35.8950004577637","-9.710280418396",NA,NA,"A.F.P.Machado",NA,"2019","10","25",NA,NA,"15565","auto",NA,NA,NA,NA
"146","2021-01-26 13:56:34-03","IMA","MAC","43141","PreservedSpecimen","Plantae","Moraceae","Ficus","salzmanniana","Ficus salzmanniana",NA,"Chagas-Mota; D.S.Correia","2009","08","04",NA,"Brasil","Alagoas","Serra da Saudinha.",NA,NA,"Árvore ca. 4 m de altura. Frutos verdes.; Mata Pluvial Atlântica.","MAC0043141",NA,NA,"Miq.","4645","Maceió","-35.7352981567383","-9.6658296585083",NA,NA,"E.C.O.Chagas",NA,"2009","08","04",NA,NA,"34538","auto",NA,NA,NA,NA
"147","2021-01-26 13:56:34-03","IMA","MAC","35813","PreservedSpecimen","Plantae","Moraceae","Ficus","salzmanniana","Ficus salzmanniana",NA,"Chagas-Mota; K.E.D.Farias","2009","02","05",NA,"Brasil","Alagoas","Serra da Saudinha, Fazenda Cela.",NA,NA,"Árvore ca. 3,5 m de altura. Frutos verdes. Látex branco.; Mata Pluvial Atlântica.","MAC0035813",NA,NA,"Miq.","1935","Maceió","-35.7352981567383","-9.6658296585083",NA,NA,"E.C.O.Chagas",NA,"2009","02","05",NA,NA,"34538","auto",NA,NA,NA,NA
"148","2021-02-25 10:13:15-03","CVRD","CVRD","4384","PreservedSpecimen","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Souza, V.D.","1993","04","07","América do Sul","BRASIL","ES","No loteamento em frente a plantação de Casuarina. - Itapemirim - ES.",NA,NA,"<ll>dwc_commonname:</ll> Gameleira da praia","CVRD004384","Magnoliophyta","Rosales","Schott","487","Itapemirim","-40.8339004516602","-21.011100769043",NA,NA,"J. P. P. Carauta",NA,"1994","02","03",NA,NA,"28626","auto","Magnoliopsida",NA,NA,NA
"149","2021-02-25 10:13:15-03","CVRD","CVRD","15901","PreservedSpecimen","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Folli, D.A.","2018","04","06","América do Sul","BRASIL","ES",NA,NA,NA,"<ll>dwc_commonname:</ll> Gameleira da praia","CVRD015901","Magnoliophyta","Rosales","Schott","7613","Linhares","-40.0722007751465","-19.3910999298096","138",NA,"Geovane S. Siqueira","138","2018","05","02",NA,NA,"48094","auto","Magnoliopsida",NA,NA,NA
"150","2020-09-12 05:00:02-03","US","US","3312891","PreservedSpecimen","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"A. M. Amorim, A. M. Carvalho, N. Ninds, S. C. Sant'Ana & A. Mayer","1991","12","4","South America - Neotropics","Brazil","Bahia","Comandatuba, ca 6km na estrada de Comandatuba, para praia de Una-Mata de Restinga.",NA,NA,NA,"US01334036",NA,"Urticales","Schott","487","Una","-39.0752983093262","-15.2932996749878",NA,"US01334036_01",NA,NA,NA,NA,NA,NA,NA,"36070","auto","Dicotyledonae",NA,NA,"1"
