"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","stateProvince","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","phylum","order","infraspecificEpithet","scientificNameAuthorship","typeStatus","imagecode","identifiedBy","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2020-09-23 10:43:43-03","E","E","103837","PreservedSpecimen","Plantae","Solanaceae","Solanum","lycocarpum","Solanum lycocarpum","Ratter, J.A., Bridgewater, S. & dos Santos, J. Batista","1998","08","06","E. Tropical South America","BR","herbarium specimen of unspecif","BGBASE:112765","<a href=http://data.rbge.org.uk/herb/E00103837 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00103837",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-09-23 10:43:43-03","E","E","207016","PreservedSpecimen","Plantae","Solanaceae","Solanum","lycocarpum","Solanum lycocarpum","Munhoz, C.; Farias, R.; Cardoso Rosa, L.O.; Carvalho, V.M. De; Potzernheim, M.L.; Milhomens Fonseca, L.","1998","09","06","E. Tropical South America","BR","herbarium specimen of unspecif","BGBASE:217696","<a href=http://data.rbge.org.uk/herb/E00207016 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00207016","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-09-23 10:43:43-03","E","E","100763","PreservedSpecimen","Plantae","Solanaceae","Solanum","lycocarpum","Solanum lycocarpum","Bridgewater, S., Ratter, J.A., Filho, J.F. & Dias, T.","1999","08","20","E. Tropical South America","BR","herbarium specimen of unspecif","BGBASE:109907","<a href=http://data.rbge.org.uk/herb/E00100763 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00100763",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","172007","PreservedSpecimen","Plantae","Solanaceae","Solanum","grandiflorum","Solanum grandiflorum pulverulentum","Martii Herbar. Florae Brasil.",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=587282' target='other'> <mi>dwc_moreinfo</mi></a>","NY00172007","1257",NA,"Brasilia",NA,NA,NA,NA,"Magnoliophyta","Solanales","pulverulentum","Sendtn.","syntype","NY00172007_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00722563","PreservedSpecimen","Plantae","Solanaceae","Solanum","lycocarpum","Solanum lycocarpum","T. M. Pedersen","1986","10","21","South America","Paraguay","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=856272' target='other'> <mi>dwc_moreinfo</mi></a>","NY00722563","14692","Amambay","Pedro Juan Caballero",NA,NA,NA,NA,"Magnoliophyta","Solanales",NA,"A.St.-Hil.",NA,NA,"A. Schinini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","770885","PreservedSpecimen","Plantae","Solanaceae","Solanum","lycocarpum","Solanum lycocarpum","J. C. Lindeman","1966","03","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=383939' target='other'> <mi>dwc_moreinfo</mi></a>","NY00770885","1462","Paraná","Foot of Pico Cajurú. Ca. 15km NE of Jaguariaíva.",NA,NA,NA,NA,"Magnoliophyta","Solanales",NA,"A.St.-Hil.",NA,"NY00770885_01","J. P. Mul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","770861","PreservedSpecimen","Plantae","Solanaceae","Solanum","lycocarpum","Solanum lycocarpum","R. de Lemos Fróes","1942","10","09","South America","Brazil","sheet",NA,"[#5 is written as collection number on second label.] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=383947' target='other'> <mi>dwc_moreinfo</mi></a>","NY00770861","12641","Bahia","Serra Sincora; Ibyquara.","-41.28","-13.41",NA,NA,"Magnoliophyta","Solanales",NA,"A.St.-Hil.",NA,"NY00770861_01","M. H. Nee","Ibicoara","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00712586","PreservedSpecimen","Plantae","Solanaceae","Solanum","lycocarpum","Solanum lycocarpum","G. G. Hatschbach","2002","11","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=850096' target='other'> <mi>dwc_moreinfo</mi></a>","NY00712586","73899","Mato Grosso do Sul","Rodovia Bonito - Campo dos Índios, Fazenda Espora de Prata","-56.4817","-21.1211",NA,NA,"Magnoliophyta","Solanales",NA,"A.St.-Hil.",NA,"NY00712586_01","M. H. Nee","Bonito",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","770863","PreservedSpecimen","Plantae","Solanaceae","Solanum","lycocarpum","Solanum lycocarpum","H. M. Curran","1918","05","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=383936' target='other'> <mi>dwc_moreinfo</mi></a>","NY00770863","203","Bahia","Mt. Joboa, Bomfim.",NA,NA,NA,NA,"Magnoliophyta","Solanales",NA,"A.St.-Hil.",NA,"NY00770863_01","M. H. Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00962431","PreservedSpecimen","Plantae","Solanaceae","Solanum","lycocarpum","Solanum lycocarpum","C. M. P. R. Almeida","1979","11","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084812' target='other'> <mi>dwc_moreinfo</mi></a>","NY00962431","28","São Paulo","Ao longo da estrada S. Manuel-Piracicaba, perto da antiga estação de trem 13 de Maio (14 km leste de S. Manuel).","-48.4397","-22.88",NA,NA,"Magnoliophyta","Solanales",NA,"A.St.-Hil.",NA,"NY00962431_01",NA,"Botucatu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00700900","PreservedSpecimen","Plantae","Solanaceae","Solanum","lycocarpum","Solanum lycocarpum","J. T. W. Motta","1988","11","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=838697' target='other'> <mi>dwc_moreinfo</mi></a>","NY00700900","1485","Minas Gerais","Campo do Saco","-46.5614","-21.7881",NA,NA,"Magnoliophyta","Solanales",NA,"A.St.-Hil.",NA,"NY00700900_01","M. H. Nee","Poços de Caldas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00700882","PreservedSpecimen","Plantae","Solanaceae","Solanum","lycocarpum","Solanum lycocarpum","S. Tsugaru","1987","07","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=838653' target='other'> <mi>dwc_moreinfo</mi></a>","NY00700882","B-156","Goiás","Near Caldas Novas","-48.6247","-17.7419",NA,NA,"Magnoliophyta","Solanales",NA,"A.St.-Hil.",NA,"NY00700882_01 NY00700882_02","M. H. Nee","Caldas Novas","730","730",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00700906","PreservedSpecimen","Plantae","Solanaceae","Solanum","lycocarpum","Solanum lycocarpum","G. M. Araújo","1992","05","08","South America","Brazil","sheet",NA,"Colegit. FEEP, 75 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=838710' target='other'> <mi>dwc_moreinfo</mi></a>","NY00700906","75","Minas Gerais","Uberlândia, Estação Ecológica do Panga","-48.2769","-18.9186",NA,NA,"Magnoliophyta","Solanales",NA,"A.St.-Hil.",NA,"NY00700906_01",NA,"Uberlândia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-09-27 07:31:00-03","NY","NYBG","00713021","PreservedSpecimen","Plantae","Solanaceae","Solanum","lycocarpum","Solanum lycocarpum","P. Jorgensen","1932","01",NA,"South America","Paraguay","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=853382' target='other'> <mi>dwc_moreinfo</mi></a>","NY00713021","4655",NA,"Caaguazú",NA,NA,NA,NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,"E. Hassler",NA,"400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00742056","PreservedSpecimen","Plantae","Solanaceae","Solanum","lycocarpum","Solanum lycocarpum","E. M. Zardini","1996","01","17","South America","Paraguay","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=873240' target='other'> <mi>dwc_moreinfo</mi></a>","NY00742056","44239","San Pedro","Yaguareté forest. (Sustainable Forest Systems Site) (study site)","-56.0794444","-23.8055556",NA,NA,"Magnoliophyta","Solanales",NA,"A.St.-Hil.",NA,NA,"M. H. Nee",NA,"180","180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00700877","PreservedSpecimen","Plantae","Solanaceae","Solanum","lycocarpum","Solanum lycocarpum","J. R. Pirani","1981","04","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=838641' target='other'> <mi>dwc_moreinfo</mi></a>","NY00700877","s.n.","Minas Gerais","Estr. Grão Mogol-Virgem da Lapa",NA,NA,NA,NA,"Magnoliophyta","Solanales",NA,"A.St.-Hil.",NA,"NY00700877_01","M. H. Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","770866","PreservedSpecimen","Plantae","Solanaceae","Solanum","lycocarpum","Solanum lycocarpum","R. M. Harley","1974","02","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=383950' target='other'> <mi>dwc_moreinfo</mi></a>","NY00770866","15830","Bahia","Serra do Sincorá. Ca. 14km N of Barra da Estiva, near the Ibicoara road.","-41.3","-13.58",NA,NA,"Magnoliophyta","Solanales",NA,"A.St.-Hil.",NA,"NY00770866_01","M. H. Nee",NA,"1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00700905","PreservedSpecimen","Plantae","Solanaceae","Solanum","lycocarpum","Solanum lycocarpum","W. W. Thomas","1988","02","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=838707' target='other'> <mi>dwc_moreinfo</mi></a>","NY00700905","5930","Minas Gerais","Serra do Cabrál, hills above Joaquim Felício, along or near road to TV tower","-44.2","-17.75",NA,NA,"Magnoliophyta","Solanales",NA,"A.St.-Hil.",NA,"NY00700905_01","M. H. Nee","Joaquim Felício",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","770880","PreservedSpecimen","Plantae","Solanaceae","Solanum","lycocarpum","Solanum lycocarpum","L. Riedel","1834","01",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=383949' target='other'> <mi>dwc_moreinfo</mi></a>","NY00770880","2749",NA,"St. Carlos.",NA,NA,NA,NA,"Magnoliophyta","Solanales",NA,"A.St.-Hil.",NA,"NY00770880_01","M. H. Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","770883","PreservedSpecimen","Plantae","Solanaceae","Solanum","lycocarpum","Solanum lycocarpum","L. Riedel","1824","05",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=383948' target='other'> <mi>dwc_moreinfo</mi></a>","NY00770883","132",NA,"Barbacena.",NA,NA,NA,NA,"Magnoliophyta","Solanales",NA,"A.St.-Hil.",NA,"NY00770883_01","M. H. Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00742387","PreservedSpecimen","Plantae","Solanaceae","Solanum","lycocarpum","Solanum lycocarpum","E. M. Zardini","1996","01","17","South America","Paraguay","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=874993' target='other'> <mi>dwc_moreinfo</mi></a>","NY00742387","44203","San Pedro","Yaguareté forest. (Sustainable Forest Systems Site) (study site)","-56.0794444","-23.8055556",NA,NA,"Magnoliophyta","Solanales",NA,"A.St.-Hil.",NA,NA,"M. H. Nee",NA,"180","180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","770878","PreservedSpecimen","Plantae","Solanaceae","Solanum","lycocarpum","Solanum lycocarpum","L. Riedel","1834","01",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=383953' target='other'> <mi>dwc_moreinfo</mi></a>","NY00770878","2749",NA,"St. Carlos.",NA,NA,NA,NA,"Magnoliophyta","Solanales",NA,"A.St.-Hil.",NA,"NY00770878_01","M. H. Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00713020","PreservedSpecimen","Plantae","Solanaceae","Solanum","lycocarpum","Solanum lycocarpum","K. Mizoguchi","1978","03","08","South America","Paraguay","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=853381' target='other'> <mi>dwc_moreinfo</mi></a>","NY00713020","509","Amambay","Rincon-Del-Julio, Pedro Fuan Caballero, near the border of Brasil",NA,NA,NA,NA,"Magnoliophyta","Solanales",NA,"A.St.-Hil.",NA,NA,"M. H. Nee",NA,"750","750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","01145687","PreservedSpecimen","Plantae","Solanaceae","Solanum","lycocarpum","Solanum lycocarpum","M. L. S. Guedes","2009","05","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1321277' target='other'> <mi>dwc_moreinfo</mi></a>","NY01145687","15054","Bahia","Chapada Diamantina. Caminho para os Três morros. Ponto 2.","-41.8039","-13.0733",NA,NA,"Magnoliophyta","Solanales",NA,"A.St.-Hil.",NA,"NY01145687_01","M. H. Nee","Piatã","1327","1327",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00742081","PreservedSpecimen","Plantae","Solanaceae","Solanum","lycocarpum","Solanum lycocarpum","E. M. Zardini","1998","01","14","South America","Paraguay","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=873246' target='other'> <mi>dwc_moreinfo</mi></a>","NY00742081","47839","Canindeyú","Mbaracayú Natural Reserve, administered by Fundación Moises Bertoni","-55.2791667","-24.1877778",NA,NA,"Magnoliophyta","Solanales",NA,"A.St.-Hil.",NA,NA,"M. H. Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00742052","PreservedSpecimen","Plantae","Solanaceae","Solanum","lycocarpum","Solanum lycocarpum","E. M. Zardini","1997","05","27","South America","Paraguay","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=873256' target='other'> <mi>dwc_moreinfo</mi></a>","NY00742052","46853","San Pedro","Yaguareté Forest (Sustainable Forest Systems site): Around Aserradero","-56.2113889","-23.7961111",NA,NA,"Magnoliophyta","Solanales",NA,"A.St.-Hil.",NA,"NY00742052_01","M. H. Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00713018","PreservedSpecimen","Plantae","Solanaceae","Solanum","lycocarpum","Solanum lycocarpum","F. J. Fernández Casas","1982","02","03","South America","Paraguay","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=853379' target='other'> <mi>dwc_moreinfo</mi></a>","NY00713018","FC5883","Canindeyú","Cerca de Curuguaty, junto al arroyo Schiní",NA,NA,NA,NA,"Magnoliophyta","Solanales",NA,"A.St.-Hil.",NA,NA,"M. H. Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00700878","PreservedSpecimen","Plantae","Solanaceae","Solanum","lycocarpum","Solanum lycocarpum","P. I. Oliveira","1982","02","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=838642' target='other'> <mi>dwc_moreinfo</mi></a>","NY00700878","388","Minas Gerais","Mte. Alegre, 16 km O [W]",NA,NA,NA,NA,"Magnoliophyta","Solanales",NA,"A.St.-Hil.",NA,"NY00700878_01","M. H. Nee","Monte Alegre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","770868","PreservedSpecimen","Plantae","Solanaceae","Solanum","lycocarpum","Solanum lycocarpum","I. Mimura","1962","09","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=383944' target='other'> <mi>dwc_moreinfo</mi></a>","NY00770868","553","São Paulo","Parte superior da encosta leste do vale do Córrego da Ressaca, 6-6½km ao SW (ao longo da Rodovia Pres. Dutra) da saída para Sao José dos Campos, 500m ao lado SE da rodovia. O trecho mais para o oeste ainda existente do cerrado de Sao José dos Campos.","-45.88","-23.1703",NA,NA,"Magnoliophyta","Solanales",NA,"A.St.-Hil.",NA,"NY00770868_01","G. Eiten","Sao José dos Campos","600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","770873","PreservedSpecimen","Plantae","Solanaceae","Solanum","lycocarpum","Solanum lycocarpum","G. Eiten","1961","11","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=383955' target='other'> <mi>dwc_moreinfo</mi></a>","NY00770873","3417","São Paulo","Ca. 7km west of RR crossing at city of Itirapina, along road to Brotas.","-47.8917","-22.2583",NA,NA,"Magnoliophyta","Solanales",NA,"A.St.-Hil.",NA,"NY00770873_01","M. H. Nee","Itirapina","750","750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","770874","PreservedSpecimen","Plantae","Solanaceae","Solanum","lycocarpum","Solanum lycocarpum","G. Eiten","1960","09","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=383954' target='other'> <mi>dwc_moreinfo</mi></a>","NY00770874","2382","São Paulo","Campos das Sete Lagôas. Fazenda Campininha, just north of Rio Moji-Guaçu. 10km NNE of Padua Sales. (About 27km NW of city of Moji-Mirim.) Near fire tower.",NA,NA,NA,NA,"Magnoliophyta","Solanales",NA,"A.St.-Hil.",NA,"NY00770874_01","M. H. Nee","Moji-Guaçu","650","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","770887","PreservedSpecimen","Plantae","Solanaceae","Solanum","lycocarpum","Solanum lycocarpum","G. G. Hatschbach","1966","04","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=383946' target='other'> <mi>dwc_moreinfo</mi></a>","NY00770887","14238","Paraná","Fda. Lagoa.","-52.6047","-23.6633",NA,NA,"Magnoliophyta","Solanales",NA,"A.St.-Hil.",NA,"NY00770887_01","L. B. Smith","Cianorte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
