"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","scientificNameAuthorship","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","fieldNumber","class","relatedCatalogItem","sex"
"39","2020-12-20 21:18:31-03","UFV","VIC","37238","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","cyclophylla","Ficus cyclophylla","Pelissari, G.; et al.","156","2010","10","31",NA,"Brasil","Rio de Janeiro","Praça Senador Salgado Filho, Aeroporto Santos Dumont.","-43.035","-22.911667",NA,"Árvore, c.a. de 5,0 metros de altura. Sicônios verdes com máculas escuras, ostíolo elevado. Estípula persistente. Látex branco, abundante.","VIC037238","VIC037238",NA,NA,NA,"(Miq.) Miq.","Pelissari, G.",NA,NA,"2010","10","-43.035","-22.911667","31",NA,NA,NA,NA
"40","2020-12-20 21:18:31-03","UFV","VIC","35521","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","cyclophylla","Ficus cyclophylla","Souza, P.P. de","294","2012","02","24",NA,"Brasil","Rio de Janeiro","Estrada do contorno- Praia grande","-44.3180999755859","-23.0067005157471",NA,"Àrvore com aproximadamente, 10m de altura, seiva latescente branca, sabor amargo, estípula terminal nova de cor avermelhada tornando-se verde, sicônios em fase adiantada de frutificação. Àrvore crescendo em pleno sol, sofrendo ação dir","VIC035521","VIC035521","Angra dos Reis",NA,NA,"(Miq.) Miq.",NA,"32988","auto","2012","02",NA,NA,"24",NA,NA,NA,NA
"41","2021-03-24 17:09:28-03","UFES","SAMES","3569","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","cyclophylla","Ficus cyclophylla","Ribeiro,M.; Menezes,L.F.T.;Broggio,I.S;Rocha,T.L.;Giaretta,A.O.;Rossini,J.;Hatum,A.C.C.","216","2010","07","14",NA,"Brasil","Espírito Santo","Reserva Biológica Córrego do Veado. Restinga seca sobre cordão arenoso próximo à foz do Rio Doce. Planície aluvial. Povoação.","-40.2132987976074","-18.3703002929688",NA,"Árvore de 12 metros de altura, fruto verde claro pintado(preto), apresenta látex.","SAMES03569",NA,"Pinheiros",NA,NA,"(Miq.) Miq.","Menezes,L.F.T.","28525","auto","2010","07",NA,NA,"14",NA,NA,NA,NA
"42","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0045163","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Ficus","cyclophylla","Ficus cyclophylla","G. Hatschbach; M. Hatschbach, E. Barbosa","67434","1997","11","23",NA,"Brazil","Minas Gerais","Rio Santo Antonio (Mun. Conceição do Mato Dentro)","-43.417678","-19.042033",NA,"Pequena árvore com látex alvo. Afloramentos rochosos.",NA,NA,NA,NA,NA,"(Miq.) Miq.","J. P. P. Carauta, V. J. Araújo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-11-27 13:50:39-03","UFS","ASE","12875","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Moraceae","Ficus","cyclophylla","Ficus cyclophylla","Farney, C; Silva, JC","2721","1991","03","30","Southern America","Brasil","Sergipe","Entre o terminal Portuário de Aracajú e a Praia de Pirambú.","-37.038611","-10.908889",NA,"Árvore +- 6 m; dominando moita entre dunas; frutos imaturos verdes; folhas sub-coriáceas verdes com face superior brilhante, látex branco.; Árvore +- 6 m; dominando moita entre dunas; frutos imaturos verdes; folhas sub-coriáceas ver","ASE0020368","ASE0020368","Barra dos Coqueiros",NA,NA,"(Miq.) Miq.","Machado, AFP",NA,NA,"2015","08","-37.038611","-10.908889","04",NA,NA,NA,NA
"44","2019-11-27 13:50:39-03","UFS","ASE","34742","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Moraceae","Ficus","cyclophylla","Ficus cyclophylla","Oliveira, EVS; Félix, GJ; Santos-Neto, AM","616","2015","05","28","Southern America","Brasil","Sergipe","Zona de expansão, bairro Aruanda, Região de dunas. Vizinho ao Cond. Stella Mares.","-37.0633","-11.0405",NA,"Solo arenoso, seco. Substrato terrícola. No topo de duna. Árvore, ca. de 4 m. Presença de látex, estípula terminal, sicônios de cor escura.; Restinga. Solo de areias brancas.","ASE0033201","ASE0033201","Aracaju",NA,NA,"(Miq.) Miq.","Oliveira, EVS",NA,NA,"2015","09","-37.0633","-11.0405","08",NA,NA,NA,NA
"45","2019-11-27 13:50:39-03","UFS","ASE","5812","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Moraceae","Ficus","cyclophylla","Ficus cyclophylla","Farney, C","2875","1991","06","18","Southern America","Brasil","Sergipe","8km após Terminal Portuario de Aracaju","-37.054167","-10.789167",NA,"árvore. 8. m. Folhas coreaceas, verdes, dicolores; látex branco, frutos imaturos verdes.; árvore. 8. m. Folhas coreaceas, verdes, dicolores; látex branco, frutos imaturos verdes.; Restinga (sobre duna)","ASE0006117","ASE0006117","Santo Amaro das Brotas",NA,NA,"(Miq.) Miq.","Farney, C",NA,NA,"1992","05","-37.054167","-10.789167",NA,NA,NA,NA,NA
"46","2019-11-27 13:50:39-03","UFS","ASE","24547","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Moraceae","Ficus","cyclophylla","Ficus cyclophylla","Silva, TC; Ferreira, ES","29","2012","04","23","Southern America","Brasil","Sergipe","Praia dos Náufragos, Rodovia José Sarney.Depois da Rotatoria Doutor Valter Pereira Bastos.Entre os CD.Morada da Praia e CD. Sol e Mar.Praia dos Náufragos.","-38.058186","-11.813306",NA,"Arvore. Cerca de 5m. Presença de látex ao corte.; Arvore. Cerca de 5m. Presença de látex ao corte.; Restinga","ASE0030062","ASE0030062 ASE0030062_1 ASE0030062_2","Aracaju",NA,NA,"(Miq.) Miq.","Oliveira, EVS",NA,NA,"2015","09","-38.058186","-11.813306","09",NA,NA,NA,NA
"47","2019-11-27 13:50:39-03","UFS","ASE","36473","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Moraceae","Ficus","cyclophylla","Ficus cyclophylla","Farias, MCV; Figueiredo, MA","647","2016","02","17","Southern America","Brasil","Sergipe","Brejo dos Negros, Mata da Batateira.","-36.2907","-10.2758",NA,"Árvore. Ca. de 6 m. Frutos castanhos.; Restinga.","ASE0036918","ASE0036918","Brejo Grande",NA,NA,"(Miq.) Miq.","Andrade, RS",NA,NA,NA,NA,"-36.2907","-10.2758",NA,NA,NA,NA,NA
"48","2019-11-27 13:50:39-03","UFS","ASE","37175","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Moraceae","Ficus","cyclophylla","Ficus cyclophylla","Cia. Saneamento de Sergipe","9","2010","12","28","Southern America","Brasil","Sergipe","Barragem Rio Poxim-Açu","-37.543","-10.4822",NA,"Mata em área a ser inundada.","ASE0038142","ASE0038142","São Cristóvão",NA,NA,"(Miq.) Miq.","Andrade, RS",NA,NA,"2016","07","-37.543","-10.4822","27",NA,NA,NA,NA
