"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","phylum","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","individualCount","typeStatus"
"11","2019-02-21 19:28:55-03","UNEMAT","HERBAM","0615","S","Plantae","Amaryllidaceae","Griffinia","nocturna","Griffinia nocturna","Ravenna","Silva, DR","2017","03","07","P.F.C.; Sasaki, D.; Pedroga, J.A.; Rodrigues, L. & Piva, J.H.","513","2006","09","30","Brasil","Mato Grosso","Novo Mundo","Parque Estadual Cristalino, Mata Seca em afloramento rochoso. Predominio de árvores caducifólias. Grande população de aráceas e Esenbeckia.","-55.917778","-9.578611",NA,NA,NA,"-55.917778","-9.578611",NA,NA,NA,"HERBAM000615",NA,NA,NA,NA,NA
"12","2019-03-16 13:30:57-03","UNEMAT","HERBAM","6724","S","Plantae","Amaryllidaceae","Griffinia","nocturna","Griffinia nocturna","Ravenna","Silva, DR","2017","03","07","Soares, C.R.A.; Petini-Benelli, A.; Oliveira, P.S.; Matos, D.L. & Silvino, L.","Vermelho 04006","2011","09","19","Brasil","Mato Grosso","Paranaíta","Terra Firme.","-56.4766998291016","-9.664719581604","84156","auto",NA,NA,NA,NA,NA,NA,"HERBAM006724",NA,NA,NA,NA,NA
"13","2021-03-21 19:39:57-03","UFC","EAC","58876","PreservedSpecimen","Plantae","Amaryllidaceae","Griffinia","nocturna","Griffinia nocturna","Ravenna","Dutilh, J.","2016",NA,NA,"Cavalcante, I.G.","s.n.","2016","01","23","Brasil","Ceará","Santana do Cariri","Várzea Comprida.","-40.194919","-3.478106",NA,NA,"Monocotyledon","-40.194919","-3.478106","124","124","Erva; flor branca.","EAC0058876","EAC0058876_1 EAC0058876_2","Southern America",NA,NA,NA
"14","2020-12-21 16:11:33-03","MBM","MBM","403073","PreservedSpecimen","Plantae","Amaryllidaceae","Griffinia","nocturna","Griffinia nocturna","Ravenna","Campos-Rocha, A.","2016","02","16","Sardelli, L.; Oliveira, V.F.; Thomé, R.S.; Silva, J.A.; Oliveira, V.F.; Thomé, R.S.; Silva, J.A.","s.n.","2014","10","06","Brazil","Mato Grosso","Colíder","Resgate da Flora da UHE Colíder, Lote B de supressão","-55.473889","-10.977778",NA,NA,NA,"-55.473889","-10.977778","266","266","Erva. Folha composta, cartácea. Frutos secos, imaturos verdes, ovais e alongados.; Floresta do Planalto dos Parecís, região de ecótono entre a Floresta Amazônica e Cerrado. Encontrada no Cerrado, solo seco e pedregoso.","MBM403073","MBM403073","Southern America",NA,NA,NA
"15","2020-12-21 16:11:33-03","MBM","MBM","403080","PreservedSpecimen","Plantae","Amaryllidaceae","Griffinia","nocturna","Griffinia nocturna","Ravenna","Campos-Rocha, A.","2015","11",NA,"Engels, M.E.","3757","2015","11","01","Brazil","Mato Grosso","Itaúba","Resgate da Flora da UHE Colíder, Lote G de supressão","-55.396944","-11.008333",NA,NA,NA,"-55.396944","-11.008333","276","276","Terrícola. Folhas verdes brilhosas. Inflorescência com pedúnculo e ovário verdes claro. Flores alvas com anteras amarelas. Antese noturna.; Floresta do Planalto dos Parecís, região de ecótono entre a Floresta Amazônica e Cerrado. E","MBM403080","MBM403080","Southern America",NA,NA,NA
"16","2020-12-21 16:11:34-03","MBM","MBM","48082","PreservedSpecimen","Plantae","Amaryllidaceae","Hyline","nocturna","Hyline nocturna","(Ravenna) Ravenna","Ravenna, P.",NA,NA,NA,"Hatschbach, G.","39010","1976","10","08","Brazil","Goiás","Alvorada do Norte","Rod. BR-020, 10km N","-46.4921989440918","-14.4807996749878","45394","auto",NA,NA,NA,NA,NA,NA,"MBM048082","MBM048082","Southern America",NA,NA,NA
"17","2019-12-19 11:16:56-03","UFG","UFG","62825","S","Plantae","Amaryllidaceae","Griffinia","nocturna","Griffinia nocturna","Ravenna","Aparecida da Silva, M.","2005","12","30","M. A parecida da Silva; et al.","4566","2000","10","28","Brasil","Goiás","São Domingos",NA,"-46.653889","-13.835556",NA,NA,NA,"-46.653889","-13.835556","465","465","Erva de 40-60cm de altura, corola com seis pétalas finas, reflexas e brancas; anteras amarelas, haste floral verde clara, frutos imaturos verdes, folhas carnosas levemente discolores verdes; bulbo aquoso branco; planta com crescimento","UFG0062825",NA,NA,NA,NA,NA
"18","2019-12-19 11:16:56-03","UFG","UFG","8480","S","Plantae","Amaryllidaceae","Griffinia","nocturna","Griffinia nocturna","Ravenna","Ferreira, H.D.",NA,NA,NA,"Rizzo, J.A.","8444","1972","10","08","Brasil","Goiás","Campos Belos",NA,"-46.7717018127441","-13.0367002487183","70364","auto",NA,NA,NA,NA,NA,NA,"UFG0008480","UFG0008480",NA,NA,NA,NA
"19","2019-12-19 11:16:56-03","UFG","UFG","8481","S","Plantae","Amaryllidaceae","Griffinia","nocturna","Griffinia nocturna","Ravenna","Meerow, A.W.","1994","02","16","Rizzo, J.A.","8445","1972","10","08","Brasil","Goiás","Campos Belos",NA,"-46.7717018127441","-13.0367002487183","70364","auto",NA,NA,NA,NA,NA,NA,"UFG0008481","UFG0008481",NA,NA,NA,NA
"20","2020-09-02 16:19:17-03","Cenargen","CEN","25341","PreservedSpecimen","Plantae","Amaryllidaceae","Griffinia","nocturna","Griffinia nocturna","Ravenna","A. C. Amaral-Lopes","2015","03",NA,"Taciana Barbosa Cavalcanti","1887","1995","10","08","Brasil","GO","NIQUELANDIA","Estrada Niquelândia - Rosariana. Área de influência da UHE Serra da Mesa.","48.4227777","-13.993611",NA,NA,NA,"48.4227777","-13.993611","330","330","Na mata. Estames amarelos.","CEN00025341","CEN00025341",NA,"Exsicatas","2",NA
"21","2020-09-02 16:19:17-03","Cenargen","CEN","69823","PreservedSpecimen","Plantae","Amaryllidaceae","Griffinia","nocturna","Griffinia nocturna","Ravenna","A. C. Amaral-Lopes","2010","10",NA,"Glocimar Pereira-Silva","12211","2007","10","04","Brasil","TO","PARANA","Margem direita do rio Tocantins, ribeirão Funil.","-48.133888","-13.011666",NA,NA,NA,"-48.133888","-13.011666","260","260","Área de influência direta (APP). Folhas espiraladas.","CEN00069823","CEN00069823",NA,"Exsicatas","2",NA
"22","2020-09-02 16:19:17-03","Cenargen","CEN","22781","PreservedSpecimen","Plantae","Amaryllidaceae","Griffinia","nocturna","Griffinia nocturna","Ravenna","A. C. Amaral-Lopes","2015","03",NA,"Bruno Machado Teles Walter","2776","1995","10","08","Brasil","GO","CAMPINACU","Estrada que vai da fazenda Praia Grande (córrego Praia Grande) à Campinaçu e passa na entrada da fazenda Palmeiras do Maranhão.",NA,NA,NA,NA,NA,NA,NA,"480","480","Estames amarelos. Planta coletada em local bastante perturbado ao lado da estrada. Área de influência do AHE Serra da Mesa.","CEN00022781","CEN00022781",NA,"Exsicatas","2",NA
"23","2020-09-02 16:19:17-03","Cenargen","CEN","71080","PreservedSpecimen","Plantae","Amaryllidaceae","Griffinia","nocturna","Griffinia nocturna","Ravenna",NA,NA,NA,NA,"Glocimar Pereira-Silva","10935","2006","10","20","Brasil","TO","PARANA","Estrada de acesso ao canteiro de obras, primeiro curso d'água.","-48.213888","-12.761388",NA,NA,NA,"-48.213888","-12.761388","270","270","Área de influência indireta.","CEN00071080","CEN00071080",NA,"Exsicatas","4",NA
"24","2020-09-02 16:19:17-03","Cenargen","CEN","74411","PreservedSpecimen","Plantae","Amaryllidaceae","Griffinia","nocturna","Griffinia nocturna","Ravenna","A. C. Amaral-Lopes","2010","12",NA,"Glocimar Pereira-Silva","12861","2008","01","23","Brasil","TO","PARANA","Paranã - São Salvador km 18 (rio Lages).","-47.8830986022949","-12.6153001785278","96675","auto",NA,NA,NA,NA,NA,"Área de influência indireta. Mudas coletadas em 23/01/2008 e mantidas em cultivo na EMBRAPA/CENARGEN. Material devidamente herborizado em 03/11/2010.","CEN00074411","CEN00074411",NA,"Exsicatas","1",NA
"25","2020-09-02 16:19:17-03","Cenargen","CEN","14174","PreservedSpecimen","Plantae","Amaryllidaceae","Griffinia","nocturna","Griffinia nocturna","Ravenna","A. C. Amaral-Lopes","2015","03",NA,"Taciana Barbosa Cavalcanti","923","1991","10","10","Brasil","GO","CAMPINACU","Estrada antiga Serra da Mesa - Minaçu, a 5 km do asfalto. Área de influência direta da UHE - Serra da Mesa.","-48.3","-13.766666",NA,NA,NA,"-48.3","-13.766666","600","600","No campo (pastagem).","CEN00014174","CEN00014174",NA,"Exsicatas","2",NA
"26","2020-09-02 16:19:17-03","Cenargen","CEN","67331","PreservedSpecimen","Plantae","Amaryllidaceae","Griffinia","nocturna","Griffinia nocturna","Ravenna","G. Pereira-Silva","2006","10",NA,"Glocimar Pereira-Silva","10892","2006","10","18","Brasil","GO","MINACU","Interflúvio Rio Cana Brava, Rio Mucambão em área de cultivo de soja.","-48.225","-13.212777",NA,NA,NA,"-48.225","-13.212777","400","400",NA,"CEN00067331","CEN00067331",NA,"Exsicatas","4",NA
"27","2021-03-15 18:24:20-03","USP","SPF","227547","PreservedSpecimen","Plantae","Amaryllidaceae","Griffinia","nocturna","Griffinia nocturna","Ravenna","Oliveira, RS","2012",NA,NA,"Lovo, J","392","2012","11","06","Brasil","Bahia","Rio de Contas","Estrada Rio de Contas - Caraguataí, a 45 km após entroncamento para Jussiape.","-41.613889","-13.441694",NA,NA,NA,"-41.613889","-13.441694","572","572","Grande população. Folhas verdes. Brácteas florais verde claras com nuances vináceas. Tépalas alvas com região proximal esverdeada. Filetes, estilete e estigma alvos. Anteras amarelo pálidas. Antese vespertina, ca. 17h. Aromáticas.; S","SPF00227547",NA,NA,NA,NA,NA
"28","2019-01-25 15:38:03-02","IAC","IAC","37018","S","Plantae","Amaryllidaceae","Griffinia","nocturna","Griffinia nocturna","Ravenna","A.F.C. Tombolato & M.M. Pinto","2013","04","26","A.F.C. Tombolato & M.M. Pinto","s/nº","2013","04","26","Brasil","Rio Grande do Norte","Nova Cruz","Beira da rodovia 269, em frente ao presídio","-35.387778","-6.4525",NA,NA,NA,"-35.387778","-6.452500",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-01-25 15:38:03-02","IAC","IAC","40270","S","Plantae","Amaryllidaceae","Griffinia","nocturna","Griffinia nocturna","Ravenna","A. Campos-Rocha Neto","2014","11","01","T.B. Cavalcanti; B.M.T. Walter; G.P. Silva; H. Garboggini & S. Pinheiro","923","1991","10","10","Brasil","Goiás","Campinaçu","Estrada antiga Serra da Mesa","-48.5711","-13.79",NA,NA,NA,"-48.5711","-13.7900",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-01-25 15:38:03-02","IAC","IAC","40271","S","Plantae","Amaryllidaceae","Griffinia","nocturna","Griffinia nocturna","Ravenna","A. Campos-Rocha Neto","2014","11","01","R.F. Vieira; G.F.F. Cancado & G.S. Silva","1519","1993","11","22","Brasil","Maranhão","Colinas","Entrada cerca de 14. 6 km de Colinas","-44.2492","-6.0258",NA,NA,NA,"-44.2492","-6.0258",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-11-01 15:12:41-03","UnB","UB","6978","PreservedSpecimen","Plantae","Amaryllidaceae","Griffinia","rostrata","Griffinia rostrata","Ravenna","Ravenna, PF",NA,NA,NA,"Harley, RM; Souza, R; Castro, R; Ferreira, A","10975","1968","11","09","Brasil","Mato Grosso","Vale dos Sonhos","Ca. 93 km S de Xavantina na Estrada para Aragarças",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"Bulbo esbranquiçado robusto e folhas carnosas.; Erva. Fruto verde.; Mata perenifolia.","UB0037393","UB0037393","Southern America",NA,NA,"holotype"
