"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","minimumElevationInMeters","imagecode","maximumElevationInMeters","infraspecificEpithet","typeStatus","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"16","2021-03-30 12:45:22-03","EAO","IAN","172139","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Ficus","eximia","Ficus eximia","Schott","Berg, CC","Grogan, J","314","1997",NA,NA,"Southern America","Brasil","Pará","Pau D'arco","Marajoara","-50.0443992614746","-7.83305978775024",NA,"Leaves: alt simple, mid.","IAN172139",NA,NA,NA,NA,NA,NA,NA,"50942","auto","2001","03","09",NA,NA,NA,NA,NA
"17","2021-03-30 12:45:22-03","EAO","IAN","155020","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Ficus","eximia","Ficus eximia","Schott","Pelissari, G","Gabrielli, AC; Tamashiro, JY","8745","1978","09","13","Southern America","Brasil","São Paulo","Campinas","Distrito de Barão Geraldo, fazenda Santa Genebra junto a UNICAMP.","-47.060001373291","-22.8999996185303",NA,"Árvore de 10m de altura.","IAN155020",NA,NA,NA,NA,NA,NA,NA,"23900","auto","2012","10","02",NA,NA,NA,NA,NA
"18","2020-01-20 14:40:39-03","UPM","MACK","889","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","glabra","Ficus glabra","Vell.","N. M. Ivanauskas","N. M. Ivanauskas","92","1991","10","25",NA,"Brasil","SP","Piracicaba","Parque ESALQ/USP.","-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44778","auto","1991","10","25",NA,NA,NA,NA,NA
"19","2019-12-04 15:25:28-03","PUCPR","HUCP","3391","S","Plantae","Eudicotiledonea",NA,"Moraceae","Ficus","eximia","Ficus eximia","Schott.","Mano, G.B.","Britez, RM","1246",NA,NA,NA,NA,"Brasil","Paraná","Paranaguá","Ilha do Mel, Morro do Meio.","-48.5092010498047","-25.5200004577637",NA,NA,"HUCP00014579",NA,"HUCP00014579",NA,NA,NA,NA,NA,"24916","auto","2019","05","08",NA,NA,NA,NA,NA
"20","2019-12-04 15:25:28-03","PUCPR","HUCP","13758","S","Plantae","Eudicotiledonea",NA,"Moraceae","Ficus","eximia","Ficus eximia","Schott.","Hatschbach, GG","Silva, JM; Ziller, S","1914","1997","03","23",NA,"Brasil","Paraná","Jataizinho","Porto do Baianinho, Rio Tibagi.","-50.9799995422363","-23.2541999816895",NA,NA,"HUCP00014588",NA,"HUCP00014588",NA,NA,NA,NA,NA,"16845","auto",NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-10-09 11:20:56-03","UFBA","ALCB","125127","PreservedSpecimen","Plantae","Dicotyledon",NA,"Moraceae","Ficus","eximia","Ficus eximia","Schott",NA,"Campos, L; Coelho, J","277","2016","04","27","Southern America","Brasil","Bahia","Salvador","Campus de Ondina - UFBA, atrás do Instituto de física nuclear.","-38.510799407959","-12.9710998535156",NA,"ca. 8 m. Folhas discolores.; Área antropizada","ALCB019760a",NA,NA,NA,NA,NA,NA,NA,"26018","auto","2016","05",NA,NA,NA,NA,NA,NA
"22","2019-10-09 11:20:56-03","UFBA","ALCB","99341","PreservedSpecimen","Plantae","Dicotyledon",NA,"Moraceae","Ficus","eximia","Ficus eximia","Schott","Pelissari, G","Guedes, ML; Silva, LM; Akita, AST; Gomes, FS","18311","2011","05","15","Southern America","Brasil","Bahia","Candeias","Região Metropolitana Salvador, Próximo à cidade de Caboto, nas imediações do Porto de Aratu","-38.485556","-12.775833",NA,"Ca. 20 m alt.; Área antropizada.","ALCB035200","7","ALCB035200","7",NA,NA,"-38.485556","-12.775833",NA,NA,"2014","10","20",NA,NA,NA,NA,NA
"23","2020-02-08 10:23:34-03","NBC","NL-BOTANY","U.1432793","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","eximia","Ficus eximia","Schott",NA,"Revilla J",NA,"1977","02","08","Southern America","Peru","Loreto",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1432793 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1432793",NA,"NL-U1432793",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0023872",NA,NA,NA
"24","2020-02-08 10:23:34-03","NBC","NL-BOTANY","U.1432794","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","eximia","Ficus eximia","Schott",NA,"Plowman TC",NA,"1977","04","23","Southern America","Peru","Loreto",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1432794 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1432794",NA,"NL-U1432794",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0023873",NA,NA,NA
"25","2020-02-08 10:23:34-03","NBC","NL-BOTANY","L 0626315","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","eximia","Ficus eximia","Schott",NA,"Lindeman JC",NA,NA,NA,NA,"Southern America","Surinam",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200626315 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0626315",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"26","2020-02-08 10:23:34-03","NBC","NL-BOTANY","L.1601114","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","eximia","Ficus eximia","Schott",NA,"Herzog T",NA,"1911","02","01","Southern America","Bolivia",NA,NA,"Plantae in itinere secundo per Boliviam lectae. Kleiner Baum des Bergwaldes von Tres Cruces, Kordillere von Santa Cruz.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1601114 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1601114",NA,"NL-L1601114",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"27","2020-02-08 10:23:34-03","NBC","NL-BOTANY","L.1601116","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","eximia","Ficus eximia","Schott","Berg CC","Biset JS; Campos de la Cruz J",NA,"2005","05","23","Southern America","Peru","San Martín",NA,NA,NA,NA,NA,"Ojé renaco. Arbre 10 m., de creixement lliure, làtex blanc.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1601116 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1601116",NA,"NL-L1601116",NA,NA,NA,NA,NA,NA,NA,"2006","03","16","Magnoliopsidae","L 0597064",NA,NA,NA
"28","2020-02-08 10:23:34-03","NBC","NL-BOTANY","L.1601117","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","eximia","Ficus eximia","Schott","Berg CC","Biset JS; Campos de la Cruz J",NA,"2005","05","26","Southern America","Peru","San Martín",NA,NA,NA,NA,NA,"Bosc tropical sec.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1601117 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1601117",NA,"NL-L1601117",NA,NA,NA,NA,NA,NA,NA,"2006","05","01","Magnoliopsidae","L 0597063",NA,NA,NA
"29","2020-02-08 10:23:34-03","NBC","NL-BOTANY","L.3918130","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","eximia","Ficus eximia","Schott",NA,"Valenzuela Gamarra L; Farfán J",NA,"2007","07","13","Southern America","Peru",NA,NA,"Madre de Dios: Tambopata. Distrito Las Piedras, reserva Amazonica, Troch D, Aguajal.","-69.049444","-12.536667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3918130 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3918130",NA,"NL-L3918130",NA,NA,NA,"-69.049444","-12.536667",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"30","2020-02-08 10:23:34-03","NBC","NL-BOTANY","L.4170975","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","eximia","Ficus eximia","Schott",NA,"Valenzuela Gamarra L; Farfán J",NA,"2004","04","11","Southern America","Peru",NA,NA,"Madre de Dios: Tambopata. Dist. Las Piedras, RReserva Amazónica, Trocha D a orillas del río. Bosque Ribereño.","-69.076389","-12.5175",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4170975 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4170975",NA,"NL-L4170975",NA,NA,NA,"-69.076389","-12.5175",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"31","2020-02-08 10:23:34-03","NBC","NL-BOTANY","U 0023112","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","eximia","Ficus eximia","Schott","Berg CC","Prance GT",NA,"1969","02","28","Southern America","Brazil","Amazonas",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200023112 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0023112",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1984","04","01","Magnoliopsidae",NA,NA,NA,NA
"32","2020-02-08 10:23:34-03","NBC","NL-BOTANY","U 0040033","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","eximia","Ficus eximia","Schott",NA,"Lindeman JC; Haas JH de",NA,"1966","06","22","Southern America","Brazil","Paraná",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200040033 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0040033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"33","2020-02-08 10:23:34-03","NBC","NL-BOTANY","U 0295152","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","eximia","Ficus eximia","Schott",NA,"Lindeman JC; Haas JH de",NA,"1966","06","22","Southern America","Brazil","Paraná",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200295152 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0295152",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw13266",NA,NA,NA
"34","2020-02-08 10:23:34-03","NBC","NL-BOTANY","U.1425823","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","eximia","Ficus eximia","Schott","Berg CC","Duarte AP",NA,"1961","01","18","Southern America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425823 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1425823",NA,"NL-U1425823",NA,NA,NA,NA,NA,NA,NA,"2009","06","04","Magnoliopsidae","U 0023118",NA,NA,NA
"35","2020-02-08 10:23:34-03","NBC","NL-BOTANY","U.1425824","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","eximia","Ficus eximia","Schott","Berg CC","Domingas do E. Santo M",NA,"1980","01","29","Southern America","Brazil","Bahia",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425824 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1425824",NA,"NL-U1425824",NA,NA,NA,NA,NA,NA,NA,"2009","06","04","Magnoliopsidae","U 0023102",NA,NA,NA
"36","2020-02-08 10:23:34-03","NBC","NL-BOTANY","U.1425825","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","eximia","Ficus eximia","Schott","Berg CC","Duarte AP",NA,"1960","07","27","Southern America","Brazil","Paraná",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425825 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1425825",NA,"NL-U1425825",NA,NA,NA,NA,NA,NA,NA,"2009","06","04","Magnoliopsidae","U 0023119",NA,NA,NA
"37","2020-02-08 10:23:34-03","NBC","NL-BOTANY","U.1425826","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","eximia","Ficus eximia","Schott","Berg CC","Fanshawe DB",NA,"1945","03","23","Southern America","Guyana",NA,NA,"Mabaruma, Aruka river, North West district.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425826 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1425826",NA,"NL-U1425826",NA,NA,NA,NA,NA,NA,NA,"1985","06","01","Magnoliopsidae","U 0023104",NA,NA,NA
"38","2020-02-08 10:23:34-03","NBC","NL-BOTANY","U.1425827","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","eximia","Ficus eximia","Schott","Berg CC","Fanshawe DB",NA,"1945","03","23","Southern America","Guyana",NA,NA,"Mabaruma, Aruka river, North West district.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425827 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1425827",NA,"NL-U1425827",NA,NA,NA,NA,NA,NA,NA,"1985","06","01","Magnoliopsidae","U 0023103",NA,NA,NA
"39","2020-02-08 10:23:34-03","NBC","NL-BOTANY","U.1425828","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","eximia","Ficus eximia","Schott","Berg CC","Davidson C",NA,"1980","06","17","Southern America","Brazil","Pará",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425828 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1425828",NA,"NL-U1425828",NA,NA,NA,NA,NA,NA,NA,"1983","06","01","Magnoliopsidae","U 0023100",NA,NA,NA
"40","2020-02-08 10:23:34-03","NBC","NL-BOTANY","U.1425829","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","eximia","Ficus eximia","Schott","Berg CC","Prance GT",NA,"1979","06","13","Southern America","Brazil","Mato Grosso",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425829 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1425829",NA,"NL-U1425829",NA,NA,NA,NA,NA,NA,NA,"1984","04","01","Magnoliopsidae","U 0023099",NA,NA,NA
"41","2020-02-08 10:23:34-03","NBC","NL-BOTANY","U.1425830","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","eximia","Ficus eximia","Schott",NA,"Heringer EP",NA,"1979","10","23","Southern America","Brazil","Distrito Federal",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425830 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1425830",NA,"NL-U1425830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0023098",NA,NA,NA
"42","2020-02-08 10:23:34-03","NBC","NL-BOTANY","U.1425831","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","eximia","Ficus eximia","Schott","Berg CC","Bernardi L",NA,"1978","11","17","Southern America","Paraguay","Paraguarí",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425831 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1425831",NA,"NL-U1425831",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0023096",NA,NA,NA
"43","2020-02-08 10:23:34-03","NBC","NL-BOTANY","U.1425832","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","eximia","Ficus eximia","Schott","Berg CC","Lindeman JC; Haas JH de",NA,"1967","06","22","Southern America","Brazil","Paraná",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425832 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1425832",NA,"NL-U1425832",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0023095",NA,NA,NA
"44","2020-02-08 10:23:34-03","NBC","NL-BOTANY","U.1425833","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","eximia","Ficus eximia","Schott","Berg CC","Lindeman JC; Haas JH de",NA,"1967","03","15","Southern America","Brazil","Paraná",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425833 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1425833",NA,"NL-U1425833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0023094",NA,NA,NA
"45","2020-02-08 10:23:34-03","NBC","NL-BOTANY","U.1425834","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","eximia","Ficus eximia","Schott","Berg CC","Lindeman JC; Haas JH de",NA,"1967","03","15","Southern America","Brazil","Paraná",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425834 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1425834",NA,"NL-U1425834",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0023093",NA,NA,NA
"46","2020-02-08 10:23:34-03","NBC","NL-BOTANY","U.1425835","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","eximia","Ficus eximia","Schott","Berg CC","Prance GT; Silva NT",NA,"1964","10","23","Southern America","Brazil","Goiás",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425835 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1425835",NA,"NL-U1425835",NA,NA,NA,NA,NA,NA,NA,"1983","04","01","Magnoliopsidae","U 0023091",NA,NA,NA
"47","2020-02-08 10:23:34-03","NBC","NL-BOTANY","U.1425836","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","eximia","Ficus eximia","Schott","Berg CC","Lindeman JC; Haas JH de",NA,"1966","11","22","Southern America","Brazil","Paraná",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1425836 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1425836",NA,"NL-U1425836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0023090",NA,NA,NA
