"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","geoFlag","class","order","continentOcean","occurrenceRemarks","imagecode","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","phylum","verbatimLongitude","verbatimLatitude","typeStatus","individualCount","fieldNumber"
"27","2020-12-21 16:12:47-03","MBM","MBM","179773","PreservedSpecimen","Plantae","Apocynaceae","Oxypetalum","dusenii","Oxypetalum dusenii","Malme","Occhioni, P.","Dombrowski, L.T.; et al.; et al.","1038","1964","11","19","Brazil","Paraná","Curitiba","Capão da Imbuia","-49.2731018066406","-25.4277992248535","25180","MBM179773","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:12:47-03","MBM","MBM","258588","PreservedSpecimen","Plantae","Apocynaceae","Oxypetalum","dusenii","Oxypetalum dusenii","Malme","Farinaccio, M.A.","Dombrowski, L.T.","6219","1975","12","26","Brazil","Paraná","Curitiba","Curitiba","-49.2731018066406","-25.4277992248535","25180","MBM258588","auto",NA,NA,"Southern America","Em campo frequente.","MBM258588","2003","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:12:47-03","MBM","MBM","179776","PreservedSpecimen","Plantae","Apocynaceae","Oxypetalum","dusenii","Oxypetalum dusenii","Malme",NA,"Kuniyoshi, Y.S.; et al.; et al.","2583","1970","12","04","Brazil","Paraná","Curitiba","Santa Bárbara","-49.2731018066406","-25.4277992248535","25180","MBM179776","auto",NA,NA,"Southern America","Em campo frequente","MBM179776",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:12:47-03","MBM","MBM","90833","PreservedSpecimen","Plantae","Apocynaceae","Oxypetalum","dusenii","Oxypetalum dusenii","Malme","Fontella, J.","Oliveira, P.I.","766","1983","11","22","Brazil","Paraná","Piraquara","Piraquara, arredores","-49.0633010864258","-25.4416999816895","12577","MBM090833","auto",NA,NA,"Southern America","Flor creme esverdeada, campo limpo.","MBM090833","1990","06","26",NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:12:47-03","MBM","MBM","41505","PreservedSpecimen","Plantae","Apocynaceae","Oxypetalum","dusenii","Oxypetalum dusenii","Malme","Asplund, E.","Hatschbach, G.","1770","1950","01","02","Brazil","Paraná","São José dos Pinhais","Rincão","-49.2064018249512","-25.5347003936768","45291","MBM041505","auto",NA,NA,"Southern America",NA,"MBM041505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-10-01 14:20:55-03","JBB","HEPH","17375","S","Plantae","Apocynaceae","Oxypetalum","dusenii","Oxypetalum dusenii","Malme","Rapini, A","Hatschbach, G","23290","1969","12","30","Brasil","Paraná","Campina Grande do Sul","Rio Canguiri","-49.0553016662598","-25.3055992126465","55154",NA,"auto",NA,"Gentianales","Southern America",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA
"33","2020-12-11 11:31:56-03","UFMG","BHCB","70755","PreservedSpecimen","Plantae","Apocynaceae","Oxypetalum","dusenii","Oxypetalum dusenii",NA,NA,"Hatschbach, G","23290","1969","12","30","Brasil","Paraná","Campina Grande do Sul","Rio Canguiri","-49.0553016662598","-25.3055992126465","55154",NA,"auto",NA,NA,"Southern America","Ereta, laticífera. Sépalas verdes, pétalas creme, corona rosada, ápice do ginostêmio verde.; Campo limpo.",NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA
"34","2010-08-16 09:35:00-03","MO","MOBOT","2458910","PreservedSpecimen","Plantae","Apocynaceae","Oxypetalum","dusenii","Oxypetalum dusenii","Malme",NA,"Per Dusén","Dusén 2313","1903","11","27","Brazil","Paraná",NA,"Curitiba",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotype","1",NA
"35","2010-08-16 09:39:00-03","MO","MOBOT","2828393","PreservedSpecimen","Plantae","Apocynaceae","Oxypetalum","dusenii","Oxypetalum dusenii","Malme","M.A. Farinaccio","Per Dusén","Dusén 11301","1910","12","25","Brazil","Paraná",NA,"Carambehy, in campo arenoso.","-50.0666667","-24.9166667",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"960.00000000",NA,NA,NA,NA,NA,"1",NA
"36","2020-12-14 12:34:52-03","UNESP-RC","HRCB","53779","PreservedSpecimen","Plantae","Apocynaceae","Oxypetalum","dusenii","Oxypetalum dusenii","Malme","Farinaccio, M.A.","Farinaccio, M.A.","619","2004","01","27","Brasil","Paraná","Mandirituba",NA,"-49.326099395752","-25.7789001464844","20385",NA,"auto",NA,NA,NA,"Planta ereta em campo limpo. Frutos imaturos verde-amarelados",NA,"2004","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-09-12 05:00:02-03","US","US","2253907","PreservedSpecimen","Plantae","Asclepiadaceae","Oxypetalum","dusenii","Oxypetalum dusenii","Malme",NA,"L. Smith & R. M. Klein","10556","1957","2","1","Brazil","Santa Catarina",NA,"Mun. Campo Alegre: campo, lower fazenda of Ernesto Scheide, Campo Alegre.",NA,NA,NA,"US03266238",NA,"Dicotyledonae","Gentianales","South America",NA,"US03266238_01",NA,NA,NA,"900",NA,NA,NA,NA,NA,"1",NA
"38","2020-09-12 05:00:02-03","US","US","2743266","PreservedSpecimen","Plantae","Asclepiadaceae","Oxypetalum","dusenii","Oxypetalum dusenii","Malme",NA,"L. Smith & R. M. Klein","8563","1956","12","11","Brazil","Santa Catarina",NA,"Mun. Campo Alegre: campo, lower fazenda of Ernesto Scheide, Campo Alegre.",NA,NA,NA,"US03266239",NA,"Dicotyledonae","Gentianales","South America",NA,"US03266239_01",NA,NA,NA,"900",NA,NA,NA,NA,NA,"1",NA
"39","2020-09-12 05:00:02-03","US","US","1342055","PreservedSpecimen","Plantae","Asclepiadaceae","Oxypetalum","dusenii","Oxypetalum dusenii","Malme",NA,"P. K. Dusén","2313","1903","11","27","Brazil","Paraná",NA,"Curitiba.",NA,NA,NA,"US00112369",NA,"Dicotyledonae","Gentianales","South America",NA,"US00112369_01",NA,NA,NA,NA,NA,NA,NA,NA,"Isotype","1",NA
"40","2020-09-12 05:00:02-03","US","US","1342054","PreservedSpecimen","Plantae","Asclepiadaceae","Oxypetalum","dusenii","Oxypetalum dusenii","Malme",NA,"P. K. Dusén","11301","1910","12","25","Brazil","Paraná",NA,"Carambehý.",NA,NA,NA,"US03266240",NA,"Dicotyledonae","Gentianales","South America",NA,"US03266240_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"41","2021-03-15 18:24:53-03","USP","SPF","208710","PreservedSpecimen","Plantae","Apocynaceae","Oxypetalum","dusenii","Oxypetalum dusenii","Malme","Heiden, G","Heiden, G; Loeuille, B; Oliveira, CT; Siniscalchi, CM","1998","2012","10","23","Brasil","Rio Grande do Sul","Arroio dos Ratos","BR 290, entre Arroio dos Ratos e Minas do Leão.","-51.750556","-30.107778",NA,"SPF00208710",NA,NA,NA,NA,"Erva ereta. Folhas verde-acinzentadas. Flores róseas.",NA,"2012","10","23","69","69",NA,"-51.750556","-30.107778",NA,NA,NA
"42","2021-03-15 18:24:52-03","USP","SPF","145218","PreservedSpecimen","Plantae","Apocynaceae","Oxypetalum","dusenii","Oxypetalum dusenii","Malme","Rapini, A","Hatschbach, G","23290","1969","12","30","Brasil","Paraná","Campina Grande do Sul","Rio Canguiri.","-49.0553016662598","-25.3055992126465","55154","SPF00145218","auto",NA,NA,NA,"Ereta, laticífera, campo limpo. Sépalas verdes, pétalas creme, corona rosada; ápice do ginostêmio verde.",NA,"2001","04",NA,"900","900",NA,NA,NA,NA,NA,NA
"43","2021-03-15 18:24:53-03","USP","SPF","146653","PreservedSpecimen","Plantae","Apocynaceae","Oxypetalum","dusenii","Oxypetalum dusenii","Malme","Rapini, A","Dombrowski, LTD","5724","1975","01","08","Brasil","Paraná","Curitiba","Colônia Orleans.","-49.2731018066406","-25.4277992248535","25180","SPF00146653","auto",NA,NA,NA,"Ereta.; Campo.",NA,"2002","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 18:24:53-03","USP","SPF","161007","PreservedSpecimen","Plantae","Apocynaceae","Oxypetalum","dusenii","Oxypetalum dusenii","Malme","Farinaccio, MA","Farinaccio, MA","619","2004","01","27","Brasil","Paraná","Mandirituba","BR 116, sentido Rio Grande do Sul-Mandirituba, campo limpo após o posto rodoviário.","-49.326099395752","-25.7789001464844","20385","SPF00161007","auto",NA,NA,NA,"Planta ereta, latescente em campo limpo. Frutos imaturos verde-amarelados.",NA,"2004","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-10-07 09:13:40-03","UEFS","HUEFS","85652","PreservedSpecimen","Plantae","Apocynaceae","Oxypetalum","dusenii","Oxypetalum dusenii","Malme",NA,"Dusén, P.","2313","1903","10","27","Brasil","Paraná","Curitiba",NA,"-49.2731018066406","-25.4277992248535","25180","HUEFS0085652","auto","Asteranae","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,"Angiospermae",NA,NA,"Holótipo",NA,NA
"46","2019-09-04 18:33:58-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Asclepiadaceae","Oxypetalum","dusenii","Oxypetalum dusenii",NA,NA,"P. Dusén","11301","1910","12","25","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"Dicotyledoneae",NA,"South America",NA,NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA
"47","2019-07-09 14:16:45-03","F","FMNH-SEEDPLANTS","V0420202F","PreservedSpecimen","Plantae","Asclepiadaceae","Oxypetalum","dusenii","Oxypetalum dusenii",NA,"RRC ID Flag","P. Dusén","7768","1909","1","7","Brazil","Paraná",NA,NA,"-51","-24",NA,"V0420202F",NA,"Dicotyledoneae",NA,"South America",NA,"V0420202F_01 V0420202F_02",NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,"7768"
"48","2021-02-23 13:21:49-03","MN","R-TIPOS","5024a","PreservedSpecimen","Plantae","Apocynaceae","Oxypetalum","dusenii","Oxypetalum dusenii","Malme",NA,"Dusén, P.K.H.","2313","1903","11","27","Brasil","Paraná","Curitiba",NA,"-49.2731018066406","-25.4277992248535","25180","R000005024a","auto",NA,NA,NA,NA,"R000005024a_001",NA,NA,NA,NA,NA,NA,NA,NA,"Isotypus",NA,NA
"49","2021-02-23 13:21:49-03","MN","R-TIPOS","5024","PreservedSpecimen","Plantae","Apocynaceae","Oxypetalum","dusenii","Oxypetalum dusenii","Malme","Hoehne, F.C.","Dusén, P.K.H.","2313","1903","11","27","Brasil","Paraná","Curitiba",NA,"-49.2731018066406","-25.4277992248535","25180","R000005024","auto",NA,NA,NA,NA,"R000005024_001",NA,NA,NA,NA,NA,NA,NA,NA,"Isotypus",NA,NA
"50","2021-02-23 13:21:49-03","MN","R-TIPOS","5024b","PreservedSpecimen","Plantae","Apocynaceae","Oxypetalum","dusenii","Oxypetalum dusenii","Malme",NA,"Dusén, P.K.H.","2313","1903","11","27","Brasil","Paraná","Curitiba",NA,"-49.2731018066406","-25.4277992248535","25180","R000005024b","auto",NA,NA,NA,NA,"R000005024b_001",NA,NA,NA,NA,NA,NA,NA,NA,"Isotypus",NA,NA
"51","2021-02-08 12:33:04-03","UFRGS","ICN","162139","S","Plantae","Apocynaceae","Oxypetalum","dusenii","Oxypetalum dusenii","Malme","Farinaccio, MA","Seger, GDS","556","2007","12","17","Brasil","RS","São Francisco de Paula","FLONA Morro dos Cavalos","-50.5835990905762","-29.4480991363525","76715","ICN00011505","auto",NA,NA,"América do Sul","flores, 0,4m; Campo rupestre nativo","ICN00011505",NA,NA,NA,"923","923","Dicotyledon",NA,NA,NA,NA,NA
"52","2021-02-08 12:33:04-03","UFRGS","ICN","162138","S","Plantae","Apocynaceae","Oxypetalum","dusenii","Oxypetalum dusenii","Malme","Farinaccio, MA","Seger, GDS","570","2008","02","15","Brasil","RS","São Francisco de Paula","FLONA Morro dos Cavalos","-50.5835990905762","-29.4480991363525","76715","ICN00011504","auto",NA,NA,"América do Sul","frutos verdes fechados, 0,5m; Campo rupestre nativo","ICN00011504",NA,NA,NA,"923","923","Dicotyledon",NA,NA,NA,NA,NA
"53","2019-11-21 09:58:54-03","IBt","SP","25121","S","Plantae","Apocynaceae","Oxypetalum","dusenii","Oxypetalum dusenii","Malme","Schwarz, EA","Barão de Capanema","60","1880","01",NA,"Brasil","Paraná","Curitiba",NA,"-49.2731018066406","-25.4277992248535","25180",NA,"auto",NA,NA,NA,"Coleção do Jardim Botânico",NA,"1998","11","20",NA,NA,NA,NA,NA,NA,NA,NA
