"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","barcode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","imagecode","geoFlag","phylum","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","continentOcean","fieldNumber","preparationType","class","order","individualCount","typeStatus","previousCatalogNumber"
"47","2019-08-08 09:59:28-03","UFU","HUFU","72553","S","Plantae","Asteraceae","Mikania","premnifolia","Mikania premnifolia","Gardner","Castro, M.; Oliveira, L.F.A.; Romero, R.; Versiane, A.F.A. & Caetano, A.P.","122","2016","06","16","Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral, Estrada Real, a 9 km de Joaquim Felício.","HUFU00069239",NA,NA,NA,NA,"-44.272778","-17.699722",NA,"Arbusto ca. 1,5 m de alt., brácteas involucrais esverdeadas, capítulos com flores brancas, ramos do estilete brancos.; Campo rupestre.","HUFU00069239",NA,NA,"-44.272778","-17.699722","1141","1141",NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-08-08 09:59:28-03","UFU","HUFU","72554","S","Plantae","Asteraceae","Mikania","premnifolia","Mikania premnifolia","Gardner","Castro, M.; Oliveira, L.F.A.; Romero, R.; Versiane, A.F.A. & Caetano, A.P.","123","2016","06","16","Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral, Estrada Real, a 9 km de Joaquim Felício.","HUFU00069238",NA,NA,NA,NA,"-44.272778","-17.699722",NA,"Arbusto ca. 1,5 m de alt., brácteas involucrais esverdeadas, capítulos com flores brancas.; Campo rupestre.","HUFU00069238",NA,NA,"-44.272778","-17.699722","1141","1141",NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-08-08 09:59:28-03","UFU","HUFU","72558","S","Plantae","Asteraceae","Mikania","premnifolia","Mikania premnifolia","Gardner","Castro, M.; Oliveira, L.F.A.; Romero, R.; Versiane, A.F.A. & Caetano, A.P.","127","2016","06","16","Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral, Estrada Real, a 9 km de Joaquim Felício.","HUFU00069234",NA,NA,NA,NA,"-44.272778","-17.699722",NA,"Subarbusto ca. 1,8 m de alt., brácteas involucrais esverdeadas, capítulos com flores brancas, ramos do estilete brancos.; Campo rupestre.","HUFU00069234",NA,NA,"-44.272778","-17.699722","1141","1141",NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-08-08 09:59:28-03","UFU","HUFU","72584","S","Plantae","Asteraceae","Mikania","premnifolia","Mikania premnifolia","Gardner","Castro, M.; Oliveira, L.F.A.; Romero, R.; Versiane, A.F.A. & Caetano, A.P.","153","2016","06","17","Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral, Estrada Joaquim Felício - Várzea da Palma, ca. 20km de Joaquim Felício, Armazém da Lage.","HUFU00069208",NA,NA,NA,NA,"-44.272778","-17.699722",NA,"Subarbusto 1,5 m de alt., capítulos com flores cremes.; Campo rupestre.","HUFU00069208",NA,NA,"-44.272778","-17.699722","1141","1141",NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-08-08 09:59:28-03","UFU","HUFU","72589","S","Plantae","Asteraceae","Mikania","premnifolia","Mikania premnifolia","Gardner","Castro, M.; Oliveira, L.F.A.; Romero, R.; Versiane, A.F.A. & Caetano, A.P.","158","2016","06","17","Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral, Estrada Joaquim Felício - Várzea da Palma, ca. 20km de Joaquim Felício, Armazém da Lage.","HUFU00069203",NA,NA,NA,NA,"-44.272778","-17.699722",NA,"Subarbusto 1,5 m de alt., capítulos com flores cremes.; Campo rupestre.","HUFU00069203",NA,NA,"-44.272778","-17.699722","1141","1141",NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-08-08 09:59:28-03","UFU","HUFU","72590","S","Plantae","Asteraceae","Mikania","premnifolia","Mikania premnifolia","Gardner","Castro, M.; Oliveira, L.F.A.; Romero, R.; Versiane, A.F.A. & Caetano, A.P.","159","2016","06","17","Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral, Estrada Joaquim Felício - Várzea da Palma, ca. 20km de Joaquim Felício, Armazém da Lage.","HUFU00069202",NA,NA,NA,NA,"-44.272778","-17.699722",NA,"Subarbusto 1,0 m de alt., capítulos com flores cremes.; Campo rupestre.","HUFU00069202",NA,NA,"-44.272778","-17.699722","1141","1141",NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-03-16 13:43:57-03","UFU","HUFU","78338","S","Plantae","Asteraceae","Mikania","premnifolia","Mikania premnifolia","Gardner","Silva, K.H.; Costa, F.N.; Brant, A.T.C.; Salomé, B.M.C.; Costa, D.A. & Cunha, L.K.G.","10","2016","06","21","Brasil","Minas Gerais","Diamanina","Parque Nacional das Sempre Vivas, Próximo ao afloramento rochoso.","HUFU00075644","Nakajima, J.N.","2019","04",NA,"-43.809722","-17.908333",NA,"Arbusto. Em solo arenoso.; Campo rupestre.",NA,NA,NA,"-43.809722","-17.908333","1282","1282",NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-07-03 15:17:16-03","UFU","HUFU","72600","S","Plantae","Asteraceae","Mikania","premnifolia","Mikania premnifolia","Gardner","Castro, M.; Oliveira, L.F.A.; Romero, R.; Versiane, A.F.A. & Caetano, A.P.","169","2016","06","18","Brasil","Minas Gerais","Guaraciama","Rodovia Guaraciama - Itacambira MG, 308, ca. 27km de Pau d'óleo.","HUFU00069192","Nakajima, J.N.","2019","04",NA,"-43.542778","-16.983889",NA,"Subarbusto 0,5 m de alt., brácteas involucrais com ápice vináceo, capítulos flores liláses.; Campo rupestre.","HUFU00069192",NA,NA,"-43.542778","-16.983889","1084","1084",NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-05-06 11:53:46-03","UFU","HUFU","72850","S","Plantae","Asteraceae","Mikania","premnifolia","Mikania premnifolia","Gardner","Souza, V.C.; Souza, J.P.; Romão, G.O. & Araújo, A.O.","25099","2001","07","05","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Rodovia Belo Horizonte - Conceição do Mato Dentro. Próximo à Bifrucação para Morro do Pilar.","HUFU00069802","Nakajima, J.N.","2017","04",NA,"-43.499167","-19.220278",NA,"Subarbusto, ca. 50 cm de atl.; flores alvas.; Campo rupestre com mata ciliar no fundo do vale.","HUFU00069802",NA,NA,"-43.499167","-19.220278","1500","1500",NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-08-08 09:59:28-03","UFU","HUFU","79147","S","Plantae","Asteraceae","Mikania","premnifolia","Mikania premnifolia","Gardner","Oliveira, L.F.A.; Puerto, C.A.M.; Feitosa-Santos, D.C.; Lourenzatto, E.C.A. & Silva, F.O.C.","198","2019","04","25","Brasil","Minas Gerais","Diamantina","Estrada Diamantina - Conselheiro Mata, Campo rupestre- Afloramento rochoso próximo a estrada.","HUFU00076640","Nakajima, J.N.","2019","06",NA,"-43.686667","-18.276667",NA,"Arbusto, ca. de 1,5 m, flores brancas.; Afloramento rochoso/Campo Rupestre.",NA,NA,NA,"-43.686667","-18.276667","1350","1350",NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-11-27 11:33:30-03","UFU","HUFU","72872","S","Plantae","Asteraceae","Mikania","premnifolia","Mikania premnifolia","Gardner","Castro, M.; Nakajima, J.N. & Versiane, A.F.A.","200","2016","10","18","Brasil","Minas Gerais","Catas Altas","RPPN Santuário do Caraça, Trilha caminho da pedra da paciência para a bocaina.","HUFU00071778",NA,NA,NA,NA,"-43.4075012207031","-20.0746994018555","11966","Subarbusto ca. 0,5m de alt. Brácteas involucrais esverdeadas, corola e pápus cremes.; Campos litólicos.","HUFU00071778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-05-06 11:53:46-03","UFU","HUFU","72849","S","Plantae","Asteraceae","Mikania","premnifolia","Mikania premnifolia","Gardner","Souza, V.C.; Capellari-Jr, L.; Souza, J.P. & Scalon, V.R.","11647","1996","07","04","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Fazenda cachoeira da Capivara.","HUFU00069801","Nakajima, J.N.","2017","04",NA,"-43.7144012451172","-19.1688995361328","26557","Erva de até 30 cm de alt. flores alvas; Campo arenoso com afloramentos rochosos.","HUFU00069801","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2017-09-11 17:08:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Mikania","premnifolia","Mikania premnifolia","Gardner","Gardner, G","4871",NA,NA,NA,"Brazil",NA,NA,"Habitat prov. Minas Geraes in campis ditionis Adamantium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"60","2019-11-21 10:01:03-03","IBt","SP","454147","S","Plantae","Asteraceae","Mikania","premnifolia","Mikania premnifolia","Gardner","Munhoz, CBR; Emmert, P; Mello, TRB","7255","2010","05","04","Brasil","Minas Gerais","Diamantina","Fazenda do Seu Geraldão, acesso por Inhaí",NA,"Simão Bianchini, R","2014","04","10","-43.885556","-17.9275",NA,NA,NA,NA,NA,"-43.885556","-17.9275","1154","1154",NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-11-21 10:01:03-03","IBt","SP","143786","S","Plantae","Asteraceae","Mikania","premnifolia","Mikania premnifolia","Gardner","Joly, AB; Semir, J; Joly, AM; Martins, F","CFSC2218","1972","05","27","Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Km 126 ao longo da Rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina",NA,"Leitão Filho, HF",NA,NA,NA,"-43.7449989318848","-19.513599395752","31264",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-11-21 10:01:03-03","IBt","SP","143388","S","Plantae","Asteraceae","Mikania","premnifolia","Mikania premnifolia","Gardner","Joly, AB; Semir, J; Ugadim, Y","CFSC328","1970","06","08","Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Km 139 ao longo da Rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina",NA,"Leitão Filho, HF","1986","10","09","-43.7449989318848","-19.513599395752","31264",NA,NA,"auto",NA,NA,NA,"1290","1290",NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-11-21 10:01:03-03","IBt","SP","180211","S","Plantae","Asteraceae","Mikania","premnifolia","Mikania premnifolia","Gardner","Menezes, NL","CFSC6242","1980","06","08","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 112 ao longo da Rodovia Belo Horizonte - Conceição do Mato Dentro",NA,"Leitão Filho, HF","1986","10","09","-43.7144012451172","-19.1688995361328","26557",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
