"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","phylum","order","scientificNameAuthorship","typeStatus","continentOcean","preparationType","barcode","imagecode","class","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","relatedCatalogItem","previousCatalogNumber"
"11","2020-12-20 21:15:56-03","UFV","VIC","21882","PreservedSpecimen","Plantae","Asteraceae","Lychnophora","reticulata","Lychnophora reticulata",NA,NA,NA,NA,"Almeida, G.S.S.; Custódio, J.","198","2005","12","02","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Trilha do calais","-43.5080986022949","-20.2875003814697",NA,NA,"44599",NA,"Arbusto de 1,3 m, capítulos em glomérulos terminais flores 5-7 por capítulo. lilás clara.","auto",NA,NA,"Gardner",NA,NA,NA,"VIC021882",NA,NA,NA,NA,NA,NA,NA
"12","2020-12-20 21:15:56-03","UFV","VIC","21883","PreservedSpecimen","Plantae","Asteraceae","Lychnophora","reticulata","Lychnophora reticulata",NA,NA,NA,NA,"Almeida, G.S.S.; Coser, T.","701","2007","06","06","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Trilha da lagoa seca","-43.5080986022949","-20.2875003814697",NA,NA,"44599",NA,"Arbusto de 1,5 m, floresliláses e alvas, papilho vináceo.","auto",NA,NA,"Gardner",NA,NA,NA,"VIC021883",NA,NA,NA,NA,NA,NA,NA
"13","2019-08-20 10:06:01-03","UNICAMP","UEC","169416","S","Plantae","Asteraceae","Lychnophora","reticulata","Lychnophora reticulata","Semir, J","2007",NA,NA,"Verola, CF; Costa, IR","962007","2007","05","18","Brazil","Minas Gerais","Sanatana do Riacho","Logo depois do Chapéu do Sol, no barranco e curva.","-43.607611","-19.309444","-43.607611","-19.309444",NA,NA,NA,NA,"Magnoliopsida",NA,"Gardner",NA,NA,NA,"UEC121164","UEC121164",NA,"800","800",NA,NA,NA
"14","2019-08-20 10:06:01-03","UNICAMP","UEC","169415","S","Plantae","Asteraceae","Lychnophora","reticulata","Lychnophora reticulata","Semir, J; Monge, M","2013","05",NA,"Verola, CF; Costa, IR","162007","2007","04","20","Brazil","Bahia","Mucugê","Morro do Pai Inácio; rodovia para Seabra a partir de Mucugê.","-43.715","-18.268944","-43.715","-18.268944",NA,NA,NA,NA,"Magnoliopsida",NA,"Gardner",NA,NA,NA,"UEC121162","UEC121162",NA,"941","941",NA,NA,NA
"15","2021-03-01 16:24:37-03","UNICAMP","UEC","111663","S","Plantae","Asteraceae","Lychnophora","reticulata","Lychnophora reticulata","Monge, M","2012","04",NA,"Lopes, NP","214","1999","09","11","Brazil","Minas Gerais","Diamantina","Km 183-184 estrada de terra para Conselheiro da Mata, margem esquerda.","-43.6002998352051","-18.2493991851807",NA,NA,"101169",NA,"Planta com folhas largas e prateadas, com flores roxhas/lilás e com aquênios.","auto","Magnoliopsida",NA,"Gardner",NA,NA,NA,"UEC121163","UEC121163",NA,NA,NA,NA,NA,NA
"16","2019-11-05 16:45:09-03","UFOP","OUPR","4161","PreservedSpecimen","Plantae","Asteraceae","Lychnophora","reticulata","Lychnophora reticulata","Badini, J.","1986","05","13","Kassis, A.; Badini, J. & Silva, J.L.","s.n.",NA,NA,NA,"Brasil","Minas Gerais",NA,"Serra da Moeda, área na MBR",NA,NA,NA,NA,NA,NA,"Subarbusto. Flores brancas. Campo.",NA,NA,NA,"Gardner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-11-05 16:45:09-03","UFOP","OUPR","4684","PreservedSpecimen","Plantae","Asteraceae","Lychnophora","reticulata","Lychnophora reticulata","Robinson, H (Tropico","1999",NA,NA,"Badini, J.","s.n.","1974","12","21","Brasil","Minas Gerais",NA,"BR-3",NA,NA,NA,NA,NA,NA,"Campo ferruginoso",NA,NA,NA,"Gardner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-11-05 16:45:09-03","UFOP","OUPR","6466","PreservedSpecimen","Plantae","Asteraceae","Lychnophora","reticulata","Lychnophora reticulata","Esteves, R.L.","1998","12","17","Roschel, M.B.; Craig, J.","422","1997","01","09","Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,"44599",NA,"Campo ferruginoso. Arbusto com 2m de altura. Flores róseas","auto",NA,NA,"Gardner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-11-05 16:45:09-03","UFOP","OUPR","6322","PreservedSpecimen","Plantae","Asteraceae","Lychnophora","reticulata","Lychnophora reticulata","Roschel, M.B.","1996","06","12","Roschel, M.B.; Craig, J.","175","1996","06","03","Brasil","Minas Gerais","Ouro Preto","Antônio Pereira, Estrada da Torre- Mineração Samarco","-43.5080986022949","-20.2875003814697",NA,NA,"44599",NA,"Campo. Arbusto com 0,50m de altura. Flores roxas","auto",NA,NA,"Gardner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-11-05 16:45:09-03","UFOP","OUPR","31330","PreservedSpecimen","Plantae","Asteraceae","Lychnophora","reticulata","Lychnophora reticulata","Nakajima, J.N.","2019","03","15","Pedrosa, L.G.","391","2018","06","07","Brasil","Minas Gerais","Ouro Preto","APA Estadual Cachoeira das Andorinhas","-43.5080986022949","-20.2875003814697",NA,NA,"44599",NA,"Arbusto, 2m. Flores lilases. Campo rupestre.","auto",NA,NA,"Gardner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-11-05 16:45:09-03","UFOP","OUPR","33097","PreservedSpecimen","Plantae","Asteraceae","Lychnophora","reticulata","Lychnophora reticulata","Pedrosa, L.G.","2019","02","22","Pedrosa, L.G.","1342","2019","02","22","Brasil","Minas Gerais","Ouro Preto","Região de Rodrigo Silva.","-43.5080986022949","-20.2875003814697",NA,NA,"44599",NA,"Arbusto, 1,8m. Flores arroxeadas. Campo rupestre.","auto",NA,NA,"Gardner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-11-05 16:45:09-03","UFOP","OUPR","21219","PreservedSpecimen","Plantae","Asteraceae","Lychnophora","reticulata","Lychnophora reticulata","Robinson, H (Tropico","1999",NA,NA,"Badini, J.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Serra do Capanema","-43.5080986022949","-20.2875003814697",NA,NA,"44599",NA,"Campo. Arbusto. Flores roseas","auto",NA,NA,"Gardner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:16:30-03","MBM","MBM","121635","PreservedSpecimen","Plantae","Asteraceae","Lychnophora","reticulata","Lychnophora reticulata","Robinson, H.",NA,NA,NA,"Hatschbach, G.; et al.; et al.","52059","1988","05","16","Brazil","Minas Gerais","Grão Mogol","Grão Mogol, arredores","-42.8897018432617","-16.5594005584717",NA,NA,"67219",NA,NA,"auto",NA,NA,"Gardn.",NA,"Southern America",NA,"MBM121635",NA,NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:16:30-03","MBM","MBM","54398","PreservedSpecimen","Plantae","Asteraceae","Lychnophora","reticulata","Lychnophora reticulata",NA,NA,NA,NA,"Gibbs, P.E.; et al.; et al.","5288","1977","05","18","Brazil","Minas Gerais","Lavras","15km E de Lavras","-44.999698638916","-21.2453002929688",NA,NA,"20044",NA,NA,"auto",NA,NA,"Gardn.",NA,"Southern America",NA,"MBM054398","MBM054398",NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:16:30-03","MBM","MBM","187564","PreservedSpecimen","Plantae","Asteraceae","Lychnophora","reticulata","Lychnophora reticulata","Robinson, H.",NA,NA,NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","64177","1996","01","16","Brazil","Minas Gerais","Várzea da Palma","Agropecuária, Serra do Cabral","-44.7308006286621","-17.5981006622314",NA,NA,"60948",NA,NA,"auto",NA,NA,"Gardn.",NA,"Southern America",NA,"MBM187564","MBM187564",NA,NA,NA,NA,NA,NA
"26","2015-09-04 05:13:27-03","MNHN","RECOLNAT_MNHN_P","P02538889","PreservedSpecimen",NA,"Asteraceae","Lychnophora","reticulata","Lychnophora reticulata","Nakajima",NA,NA,NA,"Sello, F.",NA,NA,NA,NA,"Brésil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02538889' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Gardner",NA,NA,"hb","P02538889","P02538889_01 P02538889_02",NA,NA,NA,NA,NA,NA
"27","2015-09-04 05:13:27-03","MNHN","RECOLNAT_MNHN_P","P02538890","PreservedSpecimen",NA,"Asteraceae","Lychnophora","reticulata","Lychnophora reticulata","Gardner",NA,NA,NA,"Riedel, L.",NA,"1835","2",NA,"Brésil",NA,NA,"Brasilia, Serra d'ouro -branco",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02538890' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Gardner",NA,NA,"hb","P02538890","P02538890_01 P02538890_02",NA,NA,NA,"2952",NA,NA
"28","2015-09-04 05:13:27-03","MNHN","RECOLNAT_MNHN_P","P02538893","PreservedSpecimen",NA,"Asteraceae","Lychnophora","reticulata","Lychnophora reticulata",NA,NA,NA,NA,"Glaziou, A.",NA,"1884","11","11","Brasil","Minas Gerais",NA,"Brésil. Serra d´ Ouro Branco.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02538893' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Gardner",NA,NA,"hb","P02538893","P02538893_01",NA,NA,NA,"14968",NA,NA
"29","2015-10-04 22:59:30-03","MNHN","RECOLNAT_MNHN_P","P00710111","PreservedSpecimen",NA,"Asteraceae","Lychnophora","reticulata","Lychnophora reticulata","Semir",NA,NA,NA,"Gardner, G.",NA,NA,NA,NA,"[Brésil]",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00710111' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Gardner","isotype",NA,"hb","P00710111","P00710111_01",NA,NA,NA,"4828",NA,NA
"30","2015-09-04 05:06:27-03","MNHN","RECOLNAT_MNHN_P","P02511947","PreservedSpecimen",NA,"Asteraceae","Lychnophora","reticulata","Lychnophora reticulata","Nakajima",NA,NA,NA,"Glaziou, A.",NA,"1884","3","1","Brasil","Minas Gerais",NA,"Brésil. Serra de Ouro Branco.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02511947' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Gardner",NA,NA,"hb","P02511947","P02511947_01",NA,NA,NA,"14967",NA,NA
"31","2015-09-04 05:13:27-03","MNHN","RECOLNAT_MNHN_P","P02538887","PreservedSpecimen",NA,"Asteraceae","Lychnophora","reticulata","Lychnophora reticulata",NA,NA,NA,NA,"Riedel",NA,NA,NA,NA,"Brasil",NA,NA,"Brésil.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02538887' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Gardner",NA,NA,"hb","P02538887","P02538887_01",NA,NA,NA,NA,NA,NA
"32","2015-09-04 05:13:27-03","MNHN","RECOLNAT_MNHN_P","P02538888","PreservedSpecimen",NA,"Asteraceae","Lychnophora","reticulata","Lychnophora reticulata",NA,NA,NA,NA,"Riedel",NA,NA,NA,NA,"Brasil",NA,NA,"Brésil.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02538888' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Gardner",NA,NA,"hb","P02538888","P02538888_01",NA,NA,NA,NA,NA,NA
"33","2015-09-04 05:13:27-03","MNHN","RECOLNAT_MNHN_P","P02538894","PreservedSpecimen",NA,"Asteraceae","Lychnophora","reticulata","Lychnophora reticulata",NA,NA,NA,NA,"Glaziou, A.",NA,"1884","3","1","Brasil","Minas Gerais",NA,"Brésil. [Três] du pont de Falcão, route d´ Ouro Preto.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02538894' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Gardner",NA,NA,"hb","P02538894","P02538894_01",NA,NA,NA,"14988",NA,NA
"34","2015-09-04 05:13:27-03","MNHN","RECOLNAT_MNHN_P","P02538892","PreservedSpecimen",NA,"Asteraceae","Lychnophora","reticulata","Lychnophora reticulata",NA,NA,NA,NA,"Glaziou, A.",NA,"1892","4","14","Brasil","Minas Gerais","Diamantina","Brésil.","-43.6002998352051","-18.2493991851807",NA,NA,"101169",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02538892' target='other'> <mi>dwc_moreinfo</mi></a>","auto",NA,NA,"Gardner",NA,NA,"hb","P02538892","P02538892_01",NA,NA,NA,"19483",NA,NA
"35","2015-09-04 05:13:27-03","MNHN","RECOLNAT_MNHN_P","P02538891","PreservedSpecimen",NA,"Asteraceae","Lychnophora","reticulata","Lychnophora reticulata",NA,NA,NA,NA,"Glaziou, A.",NA,"1892","4","14","Brasil","Minas Gerais","Diamantina","Brésil. Au Curalinho.","-43.6002998352051","-18.2493991851807",NA,NA,"101169",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02538891' target='other'> <mi>dwc_moreinfo</mi></a>","auto",NA,NA,"Gardner",NA,NA,"hb","P02538891","P02538891_01",NA,NA,NA,"19483",NA,NA
"36","2021-01-22 14:13:00-03","MO","MOBOT","101245092","PreservedSpecimen","Plantae","Asteraceae","Eremanthus","reticulatus","Eremanthus reticulatus","fide Loeuille et al.",NA,NA,NA,"George Gardner","Gardner 4828","1840","7",NA,"Brazil","Minas Gerais","Formiga","near Formigas [now Formiga]","-45.426399230957","-20.4643993377686",NA,NA,"46203","1",NA,"auto",NA,NA,"(Gardner) Loeuille, Semir & Pirani","Lectotype","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2009-06-29 10:22:00-03","MO","MOBOT","100197388","PreservedSpecimen","Plantae","Asteraceae","Lychnophora","reticulata","Lychnophora reticulata","J.N. Nakajima",NA,NA,NA,"R. Romero|J.N. Nakajima","Romero 3497","1996","5","24","Brazil","Minas Gerais",NA,"Parte de cima da Cachoeira casca D'Anta, São Roque de Minas.",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"Gardner",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2009-06-29 13:47:00-03","MO","MOBOT","100197478","PreservedSpecimen","Plantae","Asteraceae","Lychnophora","reticulata","Lychnophora reticulata","J.N. Nakajima",NA,NA,NA,"R. Romero","Romero 6564","2002","11","20","Brazil","Minas Gerais",NA,"Nascente do rio São Francisco, Parque Nacional da Serra da Canastra, São Roque de Minas.",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"Gardner",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2015-01-24 14:11:00-02","MO","MOBOT","3352206","PreservedSpecimen","Plantae","Asteraceae","Lychnophora","reticulata","Lychnophora reticulata","Samuel. B. Jones & Nancy C. Coile",NA,NA,NA,"Gerald L. Smith|Gustavo Martinelli","Smith 792","1979","12","13","Brazil","Minas Gerais",NA,"About 50km SW of Belo Horizonte. Altitude 1200m. Cerrado of Mn-Fe ore deposits; soil surface consisting of numerous small red rocks and pebbles. Occuring on periphery of the shrub community.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gardner",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-05-23 11:07:53-03","UFLA","ESAL","21450","S","Plantae","Asteraceae","Lychnophora","reticulata","Lychnophora reticulata","Valeria Gomes",NA,NA,NA,"Carvalho, LC de","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Ingaí","Reserva do Boqueirão","-44.9171981811523","-21.4011001586914",NA,NA,"16664",NA,"; ; ;","auto",NA,NA,"Gardner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-12-19 11:17:24-03","UFG","UFG","40291","S","Plantae","Asteraceae","Lychnophora","reticulata","Lychnophora reticulata","Nakahima, J.","1996","07","11","Nakahima, J.N.; Ressel, K. & Guimarães, F.A.G.","2007","1996","07","11","Brasil","Minas Gerais","São Roque de Minas",NA,"-46.3657989501953","-20.2453002929688",NA,NA,"57119",NA,NA,"auto",NA,NA,"Gardner",NA,NA,NA,"UFG0040291","UFG0040291",NA,NA,NA,NA,NA,NA
"42","2019-12-19 11:17:24-03","UFG","UFG","40324","S","Plantae","Asteraceae","Lychnophora","reticulata","Lychnophora reticulata","Nakahima, J.","2002","11","20","Romero, R.; Araujo, F.; Resende, M. & Farias, Y.","6564","2002","11","20","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-46.3657989501953","-20.2453002929688",NA,NA,"57119",NA,NA,"auto",NA,NA,"Gardner",NA,NA,NA,"UFG0040324","UFG0040324",NA,NA,NA,NA,NA,NA
"43","2019-06-10 10:10:19-03","FZB-BH","BHZB","5324","S","Plantae","Asteraceae","Lychnophora","reticulata","Lychnophora reticulata","P.L. Viana","2005","06","10","Mendonça, M.P. et al.",NA,"2003","09","03","Brasil","MG","Nova Lima","Capão Xavier","-43.8466987609863","-19.9855995178223",NA,NA,"29211",NA,"Outros coletores: Marino, F. & Arruda, L.","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-09-12 05:00:02-03","US","US","2924916","PreservedSpecimen","Plantae","Asteraceae","Lychnophora","reticulata","Lychnophora reticulata",NA,NA,NA,NA,"P. E. Gibbs, J. R. Abbott & J. Andrade","5288","1977","5","18","Brazil","Minas Gerais",NA,"Ca. 15 Km. N de Lavras. Campo rupestre [interpreted]",NA,NA,NA,NA,NA,"1",NA,NA,NA,"Asterales","Gardner",NA,"South America - Neotropics",NA,"US01636271","US01636271_01","Dicotyledonae",NA,NA,NA,NA,NA
"45","2020-09-12 05:00:02-03","US","US","1706185","PreservedSpecimen","Plantae","Asteraceae","Lychnophora","reticulata","Lychnophora reticulata",NA,NA,NA,NA,"ex herb. de A. Glaziou","14468?","1884","3","1","Brazil","Minas Gerais",NA,"Roci du front des Falcas, route d'Ouro Preto [interpreted]",NA,NA,NA,NA,NA,"1",NA,NA,NA,"Asterales","Gardner",NA,"South America - Neotropics",NA,"US01636273","US01636273_01","Dicotyledonae",NA,NA,NA,NA,NA
"46","2020-09-12 05:00:02-03","US","US","3326368","PreservedSpecimen","Plantae","Asteraceae","Lychnophora","reticulata","Lychnophora reticulata",NA,NA,NA,NA,"G. Hatschbach, M. M. Hatschbach & J. M. Silva","64177","1996","1","16","Brazil","Minas Gerais",NA,"Serra do Cabral, Agropecuária Serra do Cabral (mun. Várzea da Palma)",NA,NA,NA,NA,NA,"1",NA,NA,NA,"Asterales","Gardner",NA,"South America - Neotropics",NA,"US01636272","US01636272_01","Dicotyledonae",NA,NA,NA,NA,NA
"47","2019-11-13 11:16:21-03","USP","SPF","227603","PreservedSpecimen","Plantae","Asteraceae","Eremanthus","reticulatus","Eremanthus reticulatus","Loeuille, B","2016","01",NA,"Verola, CF","162007","2007","04","20","Brasil","Minas Gerais","Diamantina","Estrada para Conselheiro Mata.","-43.715","-18.289444","-43.715","-18.289444",NA,NA,NA,NA,NA,NA,"(Gardner) Loeuille, Semir & Pirani",NA,NA,NA,"SPF00227603",NA,NA,"941","941",NA,NA,NA
"48","2019-11-13 11:16:21-03","USP","SPF","227604","PreservedSpecimen","Plantae","Asteraceae","Eremanthus","reticulatus","Eremanthus reticulatus","Loeuille, B","2016","01",NA,"Verola, CF","962007","2007","05","05","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Logo depois do Chapéu de Sol, no barranco e curva.","-43.607611","-19.309444","-43.607611","-19.309444",NA,NA,NA,NA,NA,NA,"(Gardner) Loeuille, Semir & Pirani",NA,NA,NA,"SPF00227604",NA,NA,"800","800",NA,NA,NA
"49","2019-09-04 18:37:16-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Asteraceae","Lychnophora","reticulata","Lychnophora reticulata",NA,NA,NA,NA,"G. Gardner","4828","1842",NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,"Isotype","South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"50","2018-05-14 16:53:37-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Asteraceae","Lychnophora","reticulata","Lychnophora reticulata","RRC ID Flag",NA,NA,NA,"R. Romero","1700","1995","1","10","Brazil","Minas Gerais",NA,NA,"-44","-18",NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,"South America",NA,NA,NA,"Dicotyledoneae",NA,NA,"1700",NA,NA
"51","2018-05-14 16:49:20-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Asteraceae","Lychnophora","reticulata","Lychnophora reticulata","RRC ID Flag",NA,NA,NA,"R. Romero","1027","1994","6","26","Brazil","Minas Gerais",NA,NA,"-44","-18",NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,"South America",NA,NA,NA,"Dicotyledoneae",NA,NA,"1027",NA,NA
