"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","occurrenceRemarks","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","previousCatalogNumber","typeStatus","fieldNumber","infraspecificEpithet","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","590945","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","anagyroides","Crotalaria anagyroides","Kunth",NA,"G. K. Gottsberger","1972","02","14","Brazil","São Paulo","Botucatu","Road to Itatinga, Rio Pardo","-48.5","-23",NA,NA,NA,NA,"NY00590945","NY00590945_01","Magnoliophyta","Fabales","12-14272","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=482887' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","590826","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","anagyroides","Crotalaria anagyroides","Kunth",NA,"G. K. Gottsberger","1967","02","28","Brazil","São Paulo","Sao Carlos","About 10km along the road to Ribeirao Preto","-48","-22",NA,NA,NA,NA,"NY00590826","NY00590826_01","Magnoliophyta","Fabales","61-28267","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=482885' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","590946","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","anagyroides","Crotalaria anagyroides","Kunth","G. P. Lewis","R. M. Harley","1974","03","07","Brazil","Bahia",NA,"18km North West of Lagoinha (which is 5.5km SW of Delfino) on side road to Minas do Mimoso","-41.33","-10.33",NA,NA,"950","950","NY00590946","NY00590946_01","Magnoliophyta","Fabales","16938","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=482881' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","590950","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","anagyroides","Crotalaria anagyroides","Kunth","D. R. Windler","F. C. Hoehne","1932","01","28","Brazil","São Paulo","Sao Paulo","Jardim Botânico","-46.618358","-23.646109",NA,NA,NA,NA,"NY00590950","NY00590950_01","Magnoliophyta","Fabales","28801","South America","sheet","Planta viva, no. 238. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=482879' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","476764","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","anagyroides","Crotalaria anagyroides","Kunth","R. C. Barneby","G. F. J. Pabst","1968","01","21","Brazil","São Paulo","Angatuba","Reserva Estadual de Angatuba","-48.35","-23.412222",NA,NA,NA,NA,"NY00476764","NY00476764_01","Magnoliophyta","Fabales","9087","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=482874' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","590949","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","anagyroides","Crotalaria anagyroides","Kunth","G. P. Lewis","R. M. Harley","1977","03","23","Brazil","Bahia",NA,"Livramento do Brumado. Just North of Livramento do Brumado on the road to Vila do Rio de Contas. Below the Livramento waterfall on the Rio Brumado","-41.83","-13.65",NA,NA,"460","460","NY00590949","NY00590949_01","Magnoliophyta","Fabales","19854","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=482878' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","590830","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","anagyroides","Crotalaria anagyroides","Kunth","R. C. Barneby","C. M. de Souza","1984","01","26","Brazil","São Paulo","Sao Paulo","Vila Albertina, Jardim Dayse","-46.63","-23.5403",NA,NA,NA,NA,"NY00590830","NY00590830_01","Magnoliophyta","Fabales","7254","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=482875' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","590938","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","brachystachya","Crotalaria brachystachya","Benth.","W. Hoehne","F. C. Hoehne","1934","01","25","Brazil","São Paulo","Itu",NA,"-47.29","-23.2603",NA,NA,NA,NA,"NY00590938","NY00590938_01","Magnoliophyta","Fabales","s.n.","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=98894' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","590822","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","brachystachya","Crotalaria brachystachya","Benth.","W. Mantovani","T. Sendulsky","1967","02","01","Brazil","São Paulo","Sao Paulo","10km south of center of city of Sao Paulo, in grounds of the Instituto de Botanica, Parque do Estado","-46.618358","-23.646109",NA,NA,NA,NA,"NY00590822","NY00590822_01","Magnoliophyta","Fabales","584","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=98891' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","590821","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","brachystachya","Crotalaria brachystachya","Benth.","W. Mantovani","T. Sendulsky","1967","01","20","Brazil","São Paulo","Sao Paulo","10km South of center of city of Sao Paulo, in grounds of the Instituto de Botanica, Parque do Estado","-46.618358","-23.646109",NA,NA,NA,NA,"NY00590821","NY00590821_01","Magnoliophyta","Fabales","539","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=98890' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","590824","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","brachystachya","Crotalaria brachystachya","Benth.","W. Mantovani","M. Sakane","1976","02","24","Brazil","São Paulo","Sao Paulo","Parque Estadual das Fontes do Ipiranga, área próxima ao Jardim Botânico","-46.618358","-23.646109",NA,NA,NA,NA,"NY00590824","NY00590824_01","Magnoliophyta","Fabales","433","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=98892' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","590823","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","brachystachya","Crotalaria brachystachya","Benth.","W. Mantovani","M. das G. L. Wanderley","1977","11","17","Brazil","São Paulo","Sao Paulo","Parque Estadual das Fontes do Ipiranga, Jardim Botânico","-46.618358","-23.646109",NA,NA,NA,NA,"NY00590823","NY00590823_01","Magnoliophyta","Fabales","114","South America","sheet","Area 17. Planta no. 129 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=98893' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00983516","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","micans","Crotalaria micans","Link","D. R. Windler","Collector unspecified",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY00983516","NY00983516_01","Magnoliophyta","Fabales","B.T.535","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1115559' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01304060","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","micans","Crotalaria micans","Link","D. R. Windler","H. H. Rusby","1986","10",NA,"Brazil","Rondônia",NA,"Falls of Madeira","-65.3465375","-10.7798649",NA,NA,NA,NA,"NY01304060","NY01304060_01","Magnoliophyta","Fabales","938","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1638044' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01304063","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","micans","Crotalaria micans","Link","R. C. Barneby","S. R. Hill","1983","07","09","Brazil","Amazonas",NA,"Ilha Tubinambarana, paraná Urariá, white water, between rio Abacaxis and Rio Paraconi, varzea.","-58.5","-3.833333",NA,NA,NA,NA,"NY01304063","NY01304063_01","Magnoliophyta","Fabales","13024","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1638204' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","590940","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","micans","Crotalaria micans","Link",NA,"K. Mizoguchi","1981","11","28","Brazil","São Paulo","Sao Roque","Sao Roque Linha Sorocabana","-47.13","-23.5203",NA,NA,NA,NA,"NY00590940","NY00590940_01","Magnoliophyta","Fabales","1722","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=387105' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00983554","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","micans","Crotalaria micans","Link","D. R. Windler","G. Eiten","1962","04","19","Brazil","Maranhão","Lorêto","Ilha de Balsas region between the Rios Balsas and Parnaíba. Just south of main house of Fazenda Morros, about 35 km south of Lorêto.","-45.07","-7.38",NA,NA,"300","300","NY00983554","NY00983554_01","Magnoliophyta","Fabales","4332","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1115734' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01304069","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","micans","Crotalaria micans","Link","D. R. Windler","R. Spruce","1849","07",NA,"Brazil",NA,NA,"In vicinibus Para",NA,NA,NA,NA,NA,NA,"NY01304069","NY01304069_01","Magnoliophyta","Fabales",NA,"South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1638356' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","476766","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","micans","Crotalaria micans","Link",NA,"S. Tsugaru","1987","12","09","Brazil","São Paulo","Jacupiranga","Vicinity of Capelinha, 230km SW from Sao Paulo, along the rt. BR-116","-48","-24.6903",NA,NA,"190","190","NY00476766","NY00476766_01","Magnoliophyta","Fabales","B-2332","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=387104' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00983526","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","micans","Crotalaria micans","Link","D. R. Windler","H. S. Irwin","1966","02","12","Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 15 km W. of Alto Paraíso de Goiás (formerly Veadeiros)","-47.65562","-14.1167",NA,NA,"1000","1000","NY00983526","NY00983526_01","Magnoliophyta","Fabales","12639","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1115378' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00983532","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","micans","Crotalaria micans","Link","R. C. Barneby","H. S. Irwin","1969","01","15","Brazil","Minas Gerais",NA,"Serra do Espinhaço, ca. 28 km S.W. of Diamantina on road to Gouveia","-43.70265","-18.4234",NA,NA,"1300","1300","NY00983532","NY00983532_01","Magnoliophyta","Fabales","22011","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1115451' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","590932","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","micans","Crotalaria micans","Link","G. P. Lewis","R. M. Harley","1980","04","23","Brazil","Bahia",NA,"Chapadao Ocidental da Bahia. Islets and banks of the Rio Corrente by Correntina","-44.63","-13.33",NA,NA,"580","580","NY00590932","NY00590932_01","Magnoliophyta","Fabales","21651","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=387098' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","476769","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","micans","Crotalaria micans","Link","D. R. Windler","R. Kummrow","1976","03","17","Brazil","Paraná","Ponta Grossa","Parque Vila Velha","-50.012929","-25.234872",NA,NA,NA,NA,"NY00476769","NY00476769_01","Magnoliophyta","Fabales","1095","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=387095' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","590939","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","micans","Crotalaria micans","Link","D. R. Windler","S. F. Smith","1964","12","12","Brazil","São Paulo","Piracicaba","Roadside near city of Piracicaba","-47.6397","-22.72",NA,NA,NA,NA,"NY00590939","NY00590939_01","Magnoliophyta","Fabales","200","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=387093' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00983555","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","micans","Crotalaria micans","Link","D. R. Windler","G. Eiten","1962","04","19","Brazil","Maranhão","Lorêto","Ilha de Balsas region between the Rios Balsas and Parnaíba. Just south of main house of Fazenda Morros, about 35 km south of Lorêto.","-45.07","-7.38",NA,NA,"300","300","NY00983555","NY00983555_01","Magnoliophyta","Fabales","4332","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1115743' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00983524","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","micans","Crotalaria micans","Link",NA,"E. P. Heringer","1979","01","28","Brazil","Mato Grosso do Sul",NA,"Estrada Transpantaneira",NA,NA,NA,NA,NA,NA,"NY00983524","NY00983524_01","Magnoliophyta","Fabales","835","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1115592' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00983528","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","micans","Crotalaria micans","Link","D. R. Windler","H. S. Irwin","1966","03","30","Brazil","Goiás","Formosa","Serra Geral de Goiás, Rio Paraná, ca. 35 km N. of Formosa, on road to São Gabriel","-47.38","-15.3",NA,NA,"950","950","NY00983528","NY00983528_01","Magnoliophyta","Fabales","14268","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1115389' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00983538","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","micans","Crotalaria micans","Link","J. W. Grimes","H. S. Irwin","1971","01","13","Brazil","Minas Gerais",NA,"Serra do Espinhaço, base of Serra da Piedade, ca. 35 km E. of Belo Horizonte, road to Caeté","-43.676328","-19.820266",NA,NA,"1600","1600","NY00983538","NY00983538_01","Magnoliophyta","Fabales","30267","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1115485' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00983506","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","micans","Crotalaria micans","Link","D. R. Windler","H. S. Irwin","1968","02","19","Brazil","Minas Gerais",NA,"Serra do Cipó, km. 135 (ca. 150km N. of Belo Horizonte).","-43.38","-18.82",NA,NA,"1300","1300","NY00983506","NY00983506_01","Magnoliophyta","Fabales","20534","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1115436' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","02703344","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","micans","Crotalaria micans","Link",NA,"M. F. Devecchi","2011","02","18","Brazil","Minas Gerais","Conceição do Mato Dentro","Serra do Cipó. APA Morro da Pedreira. Rodovia Belo Horizonte - Conceição do Mato Dentro (MG 010), Mãe d'Agua, ramal levando ao condominio, ca. 100m S da pousada Chapéu de Sol.","-43.60019","-19.3047",NA,NA,"1020",NA,"NY02703344","NY02703344_01","Magnoliophyta","Fabales","66","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3002171' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","590941","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","micans","Crotalaria micans","Link","D. R. Windler","G. Eiten","1965","02","04","Brazil","São Paulo","Itapetininga","Along highway from Sorocaba to Itapetininga, at ca. km 157","-47.97","-23.58",NA,NA,"600","600","NY00590941","NY00590941_01","Magnoliophyta","Fabales","5816","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=387089' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00983580","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","micans","Crotalaria micans","Link","R. C. Barneby","M. M. Arbo","1990","02","01","Brazil","Goiás","Luziânia","BR 040, 12 km al S de Luziania","-47.9503","-16.2528",NA,NA,"1000","1000","NY00983580","NY00983580_01","Magnoliophyta","Fabales","3350","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1115761' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","00983475","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","micans","Crotalaria micans","Link","D. R. Windler","H. S. Irwin","1964","08","23","Brazil","Minas Gerais","Burití","Fazenda Furquilho Novo.","-46.4302778","-15.6171",NA,NA,NA,NA,"NY00983475","NY00983475_01","Magnoliophyta","Fabales","5505","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1115355' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
