"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","individualCount","typeStatus"
"11","2019-11-08 08:48:38-03","FURB","FURB","39107","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Justicia","catharinensis","Justicia catharinensis","Lindau","Funez, L.A.","Funez, L.A.","931","2012","09","20",NA,"Brasil","Santa Catarina","Blumenau","RPPN Bugerkopf.","-49.0708334","-27.0033333",NA,NA,"FURB13882","FURB13882",NA,NA,"2018","06","14","-49.0708334","-27.0033333","212","212",NA,NA,NA
"12","2020-10-14 09:57:55-03","FURB","FURB","39494","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Justicia","catharinensis","Justicia catharinensis","Lindau","Funez, L.A.","Funez, L.A.","1150","2012","11","05",NA,"Brasil","Santa Catarina","Blumenau","Morro do Sapo, Parque Nacional da Serra do Itajaí.","-49.0983333","-27.0644444",NA,NA,"FURB13881","FURB13881",NA,NA,"2018","06","14","-49.0983333","-27.0644444","388","388",NA,NA,NA
"13","2020-10-14 09:57:55-03","FURB","FURB","44949","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Justicia","catharinensis","Justicia catharinensis","Lindau","Funez, L.A.","Funez, L.A.","3445","2014","09","18",NA,"Brasil","Santa Catarina","Rodeio","Eremitério Frei Egídio.","-49.4008333","-26.8788889",NA,NA,"FURB13704","FURB13704",NA,NA,"2018","06","14","-49.4008333","-26.8788889","808","808",NA,NA,NA
"14","2020-10-14 09:57:55-03","FURB","FURB","4893","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Justicia","catharinensis","Justicia catharinensis","Lindau","Funez, L.A.","Luz, D.R. da; Barroso, G.V.",NA,"2006","10","23",NA,"Brasil","Santa Catarina","Indaial","Mono - Parque Nacional da Serra do Itajaí.","-49.1491666","-27.05",NA,"LN.","FURB02074","FURB02074",NA,NA,"2018","06","14","-49.1491666","-27.0500000",NA,NA,NA,NA,NA
"15","2019-11-08 08:48:38-03","FURB","FURB","839","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Justicia","catharinensis","Justicia catharinensis","Lindau","Funez, L.A.","Sevegnani, L.",NA,"1998","09","28",NA,"Brasil","Santa Catarina","Blumenau","Parque da Artex.","-49.0877777","-27.0566667",NA,NA,"FURB26826","FURB26826",NA,NA,"2018","06","14","-49.0877777","-27.0566667",NA,NA,NA,NA,NA
"16","2019-11-08 08:48:38-03","FURB","FURB","9720","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Justicia","catharinensis","Justicia catharinensis","Lindau","Funez, L.A.","Sevegnani, L.",NA,"2008","11","05",NA,"Brasil","Santa Catarina","Blumenau","RPPN Bugerkopf.","-49.075","-27.0052778",NA,NA,"FURB13899","FURB13899",NA,NA,"2018","06","14","-49.0750000","-27.0052778","200","200",NA,NA,NA
"17","2020-12-21 16:10:56-03","MBM","MBM","276369","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Justicia","catharinensis","Justicia catharinensis","Lindau","Kameyama, D.C.","Kozera, C.; Kozera, O.P.; Cieniuch, N.; Kozera, O.P.; Cieniuch, N.","1256","1999","10","03","Southern America","Brazil","Paraná","Paranaguá","Ilha do Mel, Morro Bento Alves","-48.5092010498047","-25.5200004577637",NA,"Herbácea 50cm; flores brancas com detalhes róseos.; Subosque, área com clareira. Floresta Ombrófila Densa de Encosta.","MBM276369","MBM276369","24916","auto","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-12-21 16:10:56-03","MBM","MBM","36425","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Justicia","catharinensis","Justicia catharinensis","Lindau","Smith, L.B.","Hatschbach, G.","8947","1962","02","18","Southern America","Brazil","Paraná","Campina Grande do Sul","Ribeirão do Cedro, Rodovia BR-2","-49.0553016662598","-25.3055992126465",NA,"Flor lilás rosado.; Mata pluvial.","MBM036425","MBM036425","55154","auto","1962",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-02-11 17:17:46-03","UFPR","UPCB","43927","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Justicia","catharinensis","Justicia catharinensis","Lindau","Kameyama, C.","Kozera, C.","1256","1999","10","03",NA,"Brasil","Paraná","Paranaguá","Ilha do Mel, Morro Bento Alves","-48.5092010498047","-25.5200004577637",NA,"Herbácea ca. 50cm, com flores brancas com detalhes róseos. No sub-bosque, em área com clareira. Floresta Ombrófila Densa de Encosta..",NA,NA,"24916","auto","2000","01","01",NA,NA,NA,NA,NA,NA,NA
"20","2021-02-11 17:17:46-03","UFPR","UPCB","38985","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Justicia","catharinensis","Justicia catharinensis","Lindau","Kameyama, C.","Kozera, C.","1213","1999","09","04",NA,"Brasil","Paraná","Paranaguá","Morro Bento Alves, Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,"Herbácea com flores lilases. Subosque na floresta ombrófila densa de encosta..",NA,NA,"24916","auto","2000","04",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-02-11 17:17:46-03","UFPR","UPCB","21418","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Justicia","catharinensis","Justicia catharinensis","Lindau","Kameyama, C.","Negrelle, R.R.B.","A421","1992","10","10",NA,"Brasil","Santa Catarina","Itapoá","Reserva Volta Velha","-48.6161003112793","-26.1168994903564",NA,"Arbusto não lenhoso, com aproximadamente 70cm de altura. Flores roxo-azuladas. Na trilha..",NA,NA,"18121","auto","1993","07",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-02-11 17:17:46-03","UFPR","UPCB","21417","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Justicia","catharinensis","Justicia catharinensis","Lindau","Kameyama, C.","Negrelle, R.R.B.","A533","1992","11","06",NA,"Brasil","Santa Catarina","Itapoá","Reserva Volta Velha","-48.6161003112793","-26.1168994903564",NA,"Herbácea com flor lilás. Sub-bosque ao longo da trilha..",NA,NA,"18121","auto","1993","07",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-05-30 04:37:00-03","MO","MOBOT","2456229","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Justicia","catharinensis","Justicia catharinensis","Lindau",NA,"Ernst Üle","Üle 947","1888",NA,NA,"South America","Brazil","Santa Catarina",NA,"Blumenau. lugares úmidos, na Mata da Velha, perto de Blumenau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-09-12 05:00:02-03","US","US","2249919","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Justicia","catharinensis","Justicia catharinensis","Lindau",NA,"L. Smith & R. M. Klein","7998","1956","11","29","South America","Brazil","Santa Catarina",NA,"Mun. Palhoça, river bank, Pilões.",NA,NA,NA,NA,"US02878097","US02878097_01",NA,NA,NA,NA,NA,NA,NA,"50","500","Dicotyledonae","1",NA
"25","2020-09-12 05:00:02-03","US","US","2427286","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Justicia","catharinensis","Justicia catharinensis","Lindau",NA,"-- Reitz & Klein, --","5079","1957","10","10","South America","Brazil","Santa Catarina",NA,"Sabía, Vidal Ramos.",NA,NA,NA,NA,"US02878098","US02878098_01",NA,NA,NA,NA,NA,NA,NA,"750",NA,"Dicotyledonae","1",NA
"26","2020-09-12 05:00:02-03","US","US","2550682","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Justicia","catharinensis","Justicia catharinensis","Lindau",NA,"-- Reitz & Klein, --","3688","1956","9","20","South America","Brazil","Santa Catarina",NA,"Hôrto Florestal I.N.P., Ibirama.",NA,NA,NA,NA,"US02878099","US02878099_01",NA,NA,NA,NA,NA,NA,NA,"250",NA,"Dicotyledonae","1",NA
"27","2020-09-12 05:00:02-03","US","US","2580179","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Justicia","catharinensis","Justicia catharinensis","Lindau",NA,"M. Kuhlmann","3772","1956","4","12","South America - Neotropics","Brazil","São Paulo",NA,"Sal esópolis, Boracéa, Barrancas juntos ao caminho matas do DAE, junto á estação Biológica de Boracéa.",NA,NA,NA,NA,"US02878096","US02878096_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"28","2020-09-12 05:00:02-03","US","US","2340814","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Justicia","catharinensis","Justicia catharinensis","Lindau",NA,"-- Reitz & Klein, --","129","1953","11","2","South America","Brazil","Santa Catarina",NA,"Horto Florestal I.N.P., Ibirama.",NA,NA,NA,NA,"US02878101","US02878101_01",NA,NA,NA,NA,NA,NA,NA,"350",NA,"Dicotyledonae","1",NA
"29","2020-09-12 05:00:02-03","US","US","938535","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Justicia","catharinensis","Justicia catharinensis","Lindau",NA,"E. H. Ule","947","1888","10",NA,"South America","Brazil","Santa Catarina",NA,"Feuchte Stellen in Walde der Velha bei Blumenau, Pr. St. Catharina.",NA,NA,NA,NA,"US02878094","US02878094_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"30","2020-09-12 05:00:02-03","US","US","2589284","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Justicia","catharinensis","Justicia catharinensis","Lindau",NA,"G. Hatschbach","8947","1962","2","18","South America","Brazil","Paraná",NA,"Mun. Campino Gde. Sul, Rod. BR-2, Ribeirão do Cedro.",NA,NA,NA,NA,"US02878092","US02878092_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"31","2020-09-12 05:00:02-03","US","US","3384697","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Justicia","catharinensis","Justicia catharinensis","Lindau",NA,"G. Hatschbach","8947","1961","2","18","South America","Brazil","Paraná",NA,"Rod. BR-2, Ribeirão do Cedro (Mun. Campina Grande do Sul).",NA,NA,NA,NA,"US02878095","US02878095_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"32","2020-09-12 05:00:02-03","US","US","2249913","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Justicia","catharinensis","Justicia catharinensis","Lindau",NA,"L. Smith & R. M. Klein","7571","1956","11","13","South America","Brazil","Santa Catarina",NA,"Mun. Ibirama, Forest and ruderal, low morro, Horto Florestal, Ibirama.",NA,NA,NA,NA,"US02878093","US02878093_01",NA,NA,NA,NA,NA,NA,NA,"250","350","Dicotyledonae","1",NA
"33","2020-09-12 05:00:02-03","US","US","2550681","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Justicia","catharinensis","Justicia catharinensis","Lindau",NA,"R. Reitz","5907","1956","10","7","South America","Brazil","Santa Catarina",NA,"Sabiá. Vidal Ramos. Beira de caminhos na mata.",NA,NA,NA,NA,"US02878100","US02878100_01",NA,NA,NA,NA,NA,NA,NA,"750",NA,"Dicotyledonae","1",NA
"34","2019-11-13 11:13:50-03","USP","SPF","108012","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Justicia","catharinensis","Justicia catharinensis","Lindau","Kameyama, C","Souza, JP","75","1995","02","14",NA,"Brasil","São Paulo","Barra do Turvo",NA,"-48.5046997070312","-24.7563991546631",NA,NA,"SPF00108012","SPF00108012","38172","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-25 13:51:21-03","UNIVILLE","JOI","18512","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Justicia","catharinensis","Justicia catharinensis","Lindau","Vieira, F.C.S.","Vieira, F.C.S.; Longen, F.","2878","2018","10","20",NA,"Brasil","Santa Catarina","Garuva","Trilha do Picadão do Quiriri.","-49.023889","-26.099444",NA,NA,"JOI018512",NA,NA,NA,"2018","10","25","49º1'26''W","26º5'58''S","500","500",NA,NA,NA
"36","2019-09-04 19:28:21-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Acanthaceae","Justicia","catharinensis","Justicia catharinensis",NA,NA,"J. H. R. Schenck","131","1886","9","29","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"Type [status unknown]"
"37","2015-03-13 19:29:47-03","F","FMNH-SEEDPLANTS","V0249498F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Acanthaceae","Justicia","catharinensis","Justicia catharinensis",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0249498F","V0249498F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"38","2019-09-04 18:50:07-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Acanthaceae","Justicia","pygmaea","Justicia pygmaea",NA,NA,"F. Sellow",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"Type [status unknown]"
"39","2019-11-06 16:08:35-03","IAC","IAC","5994","S","Plantae",NA,NA,"Acanthaceae","Justicia","pygmaea","Justicia pygmaea","Lindau","A. Indriunas","A.S. Lima & L. Silva","s/nº","1940","12","19",NA,"Brasil","São Paulo","Salesópolis","Estação Experimental de Boracéia/Estação Experimental de Quina (atual Estação Biológica de Boracéia, Museu de Zoologia/USP)","-45.889778","-23.653806",NA,NA,NA,NA,NA,NA,"2010","10","19","-45.889778","-23.653806",NA,NA,NA,NA,NA
"40","2020-11-12 17:00:16-03","UEL","FUEL","49041","PreservedSpecimen","Plantae","Tracheophyta","Lamiales","Acanthaceae","Justicia","catharinensis","Justicia catharinensis","Lindau","Funez, LA","Sevegnani, L","s.n.","2008","11","05",NA,"Brasil","Santa Catarina","Blumenau","RPPN Bugerkopf, interior da mata","-49.0661010742188","-26.9193992614746",NA,NA,"FUEL021211",NA,"34291","auto","2018","06","14",NA,NA,"200","200",NA,NA,NA
"41","2020-08-20 14:56:39-03","UFSC","FLOR","54588","PreservedSpecimen","Plantae",NA,"Lamiales","Acanthaceae","Justicia","catharinensis","Justicia catharinensis","Lindau","Mello, A.S.","Mello, A.S.","614","2011","10","19",NA,"Brasil","Santa Catarina","Itapoá",NA,"-48.6161003112793","-26.1168994903564",NA,"herbácea rizomatosa, corola branca e lilás","FLOR0054588","FLOR0054588","18121","auto","2011","10","19",NA,NA,NA,NA,NA,NA,NA
"42","2020-08-20 14:56:39-03","UFSC","FLOR","54591","PreservedSpecimen","Plantae",NA,"Lamiales","Acanthaceae","Justicia","catharinensis","Justicia catharinensis","Lindau","Mello, A.S.","Mello, A.S.","624","2012","06","10",NA,"Brasil","Santa Catarina","São Francisco do Sul","Terminal de cargas Mar Azul.","-48.6380996704102","-26.2432994842529",NA,"herbácea, 60 cm de altura, flor lilás, bilabiadas","FLOR0054591","FLOR0054591","23627","auto","2012","06","10",NA,NA,NA,NA,NA,NA,NA
"43","2019-11-21 09:57:46-03","IBt","SP","254481","S","Plantae",NA,NA,"Acanthaceae","Justicia","catharinensis","Justicia catharinensis","Lindau","Kameyama, C","Mamede, MCH; Rossi, L","504","1991","11","29",NA,"Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Trilha da Figueira Grande","-47.5499992370605","-24.7000007629395",NA,"Erva 50 cm de altur, Inflorescências jovens esverdeadas",NA,NA,"55628","auto","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-11-21 09:57:46-03","IBt","SP","268684","S","Plantae",NA,NA,"Acanthaceae","Justicia","catharinensis","Justicia catharinensis","Lindau","Kameyama, C","Anunciação, EA; Rossi, L","369","1993","10","27",NA,"Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Trilha para a Figueira Grande","-47.5499992370605","-24.7000007629395",NA,"Erva prostrada, Corola lilás, estigma algo, anteras lilases",NA,NA,"55628","auto","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-11-21 09:57:46-03","IBt","SP","426075","S","Plantae",NA,NA,"Acanthaceae","Justicia","catharinensis","Justicia catharinensis","Lindau","Kameyama, C","Shirasuna, RT; Morse, F; Rodrigues, RS","2055","2009","01","26",NA,"Brasil","São Paulo","Mauá","Lote 1 Rodoanel Mário Covas, Trecho Sul","-46.4599990844727","-23.6599998474121",NA,NA,NA,NA,"8925","auto","2010","05","18",NA,NA,NA,NA,NA,NA,NA
"46","2019-11-21 09:57:46-03","IBt","SP","426074","S","Plantae",NA,NA,"Acanthaceae","Justicia","catharinensis","Justicia catharinensis","Lindau","Kameyama, C","Shirasuna, RT","2468","2009","07","17",NA,"Brasil","São Paulo","Mauá","Lote 1 Rodoanel Mário Covas, Trecho Sul","-46.4599990844727","-23.6599998474121",NA,NA,NA,NA,"8925","auto","2010","05","18",NA,NA,NA,NA,NA,NA,NA
"47","2019-11-21 09:57:46-03","IBt","SP","426073","S","Plantae",NA,NA,"Acanthaceae","Justicia","catharinensis","Justicia catharinensis","Lindau","Kameyama, C","Shirasuna, RT; Morse, F","1932","2008","12","03",NA,"Brasil","São Paulo","Mauá","Lote 1 Rodoanel Mário Covas, Trecho Sul","-46.4599990844727","-23.6599998474121",NA,NA,NA,NA,"8925","auto","2010","05","18",NA,NA,NA,NA,NA,NA,NA
"48","2021-02-11 09:24:20-03","IBt","SP","76314","S","Plantae",NA,NA,"Acanthaceae","Justicia","catharinensis","Justicia catharinensis","Lindau",NA,"Kuhlmann, M","3772","1956","04","12",NA,"Brasil","São Paulo","Salesópolis","Estação Biológica de Boracéia","-45.8400001525879","-23.5300006866455",NA,NA,NA,NA,"18032","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-11-21 09:57:46-03","IBt","SP","426009","S","Plantae",NA,NA,"Acanthaceae","Justicia","catharinensis","Justicia catharinensis","Lindau","Kameyama, C","Shirasuna, RT; Kanashiro, S","1762","2008","09","30",NA,"Brasil","São Paulo","São Bernardo do Campo","Lote 3, Mata Bin Laden Rodoanel Mário Covas, Trecho Sul","-46.560001373291","-23.6900005340576",NA,NA,NA,NA,"31119","auto","2010","05","18",NA,NA,NA,NA,NA,NA,NA
"50","2019-11-21 09:57:46-03","IBt","SP","426077","S","Plantae",NA,NA,"Acanthaceae","Justicia","catharinensis","Justicia catharinensis","Lindau","Kameyama, C","Shirasuna, RT; Kanashiro, S; Morse, F","1928","2008","12","02",NA,"Brasil","São Paulo","São Bernardo do Campo","Lote 3 Rodoanel Mário Covas, Trecho Sul","-46.560001373291","-23.6900005340576",NA,NA,NA,NA,"31119","auto","2010","05","18",NA,NA,NA,NA,NA,NA,NA
"51","2020-07-02 08:39:45-03","IBt","SP","287154","S","Plantae",NA,NA,"Acanthaceae","Justicia","pygmaea","Justicia pygmaea","Lindau","Kameyama, C","Souza, JP","75","1995","02","14",NA,"Brasil","São Paulo","Barra do Turvo",NA,"-48.5046997070312","-24.7563991546631",NA,NA,NA,NA,"38172","auto","2006",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-12-10 11:27:02-03","IBt","SP","386784","S","Plantae",NA,NA,"Acanthaceae","Justicia","pygmaea","Justicia pygmaea","Lindau",NA,"Souza, VC","28994","2003","02","13",NA,"Brasil","São Paulo","Salesópolis",NA,"-45.8400001525879","-23.5300006866455",NA,NA,NA,NA,"18032","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
