"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","typeStatus","minimumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","verbatimLongitude","verbatimLatitude","maximumElevationInMeters","fieldNumber","individualCount","sex"
"11","2021-03-30 12:38:08-03","EAO","IAN","104264","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Croton","exuberans","Croton exuberans","Müll.Arg.","Magalhães, M","904c","1941","11","25","Southern America","Brasil","Minas Gerais","Governador Valadares","Mata semisecular, campo de sementes; muito frequente.","-41.9494018554688","-18.8511009216309",NA,"Árvore 5 a 10,00 metros de altura; flores alvas.","IAN104264",NA,"Barreto, M",NA,NA,NA,NA,NA,"50833","auto",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-08 17:38:21-03","EAO","IAN","5204","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Croton","hecatonandrus","Croton hecatonandrus","Müll.Arg.","sc","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN005204",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-04-08 17:38:21-03","EAO","IAN","5185","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Croton","staminosus","Croton staminosus","Müll.Arg.","sc","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN005185","IAN005185_ft IAN005185_ft1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-04-08 17:38:21-03","EAO","IAN","18358","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN018358","IAN018358_ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-04-08 17:38:21-03","EAO","IAN","24282","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN024282","IAN024282_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-04-08 17:38:21-03","EAO","IAN","5497","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN005497","IAN005497_ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:38:13-03","EAO","IAN","104126","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Magalhães, M","29a","1940","02","14","Southern America","Brasil","Minas Gerais","Belo Horizonte","Capoeirinha ciliar de curso dagua (sujo). Balea.","-43.937801361084","-19.9207992553711",NA,"Arbusto 2-2,50m alto espassos; flor amarelo-pallidas.","IAN104126",NA,"Riina, R",NA,NA,"2006",NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:38:13-03","EAO","IAN","14068","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Magalhães, M","29","1940","02","14","Southern America","Brasil","Minas Gerais","Belo Horizonte","Capoeirinha ciliar de curso dagua (sujo). Balea.","-43.937801361084","-19.9207992553711",NA,"Arbusto 2-2,50m alto espassos; flor amarelo-pallidas.","IAN014068","IAN014068 IAN014068_e IAN014068_e1","Riina, R",NA,NA,"2006",NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-02-08 09:48:16-03","NBC","NL-BOTANY","U.1267182","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Correa JA",NA,"1974","04","30","Southern America","Brazil","São Paulo",NA,"Brasil. Sao Paulo, capital, Reserva Biologica do Parque Estadual das Fontes do Ipiranga.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1267182 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1267182","NL-U1267182","Cordeiro I",NA,NA,"1987","10","01",NA,NA,"Magnoliopsidae","U 0123570",NA,NA,NA,NA,NA,NA
"20","2020-02-08 09:48:16-03","NBC","NL-BOTANY","U.1267183","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Correa JA",NA,"1974","04","30","Southern America","Brazil","São Paulo",NA,"Brasil. Sao Paulo, capital, Reserva Biologica do Parque Estadual das Fontes do Ipiranga.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1267183 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1267183","NL-U1267183","Cordeiro I",NA,NA,"1987","10","01",NA,NA,"Magnoliopsidae","U 0123571",NA,NA,NA,NA,NA,NA
"21","2020-02-08 09:48:16-03","NBC","NL-BOTANY","U.1267184","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Saran SM",NA,"1982","09","01","Southern America","Brazil","São Paulo",NA,"Brasil, Sao Paulo, Sao Paulo, Reserva Biologica do Parque das Fontes do Ipiranga, Vila Fachini.",NA,NA,NA,"Mata primaria disturbada. Solo bem drenado.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1267184 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1267184","NL-U1267184","Cordeiro I",NA,NA,"1987","10","01",NA,NA,"Magnoliopsidae","U 0123569",NA,NA,NA,NA,NA,NA
"22","2020-11-04 11:07:41-03","ESALQ","ESA","130515","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.","35718.0","2013","04","15",NA,"Brasil","São Paulo","Guaratinguetá","Fragmento 34 (TAV). Contato Floresta Estacional Semidecidual / Floresta Ombrófila Densa.","-22.7718","-45.2296",NA,"Botões e flores esverdeados. Tr verde.","ESA130515",NA,"Souza, V.C.",NA,"549","2013",NA,NA,NA,NA,NA,NA,"-22.7718","-45.2296","549",NA,NA,NA
"23","2020-11-04 11:07:41-03","ESALQ","ESA","130531","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.","35734.0","2013","02","20",NA,"Brasil","São Paulo","Guarulhos","Fragmento 15 (TAV). Contato Floresta Estacional Semidecidual / Floresta Ombrófila Densa.","-23.3814","-46.3872",NA,NA,"ESA130531",NA,"Souza, V.C.",NA,"780","2013",NA,NA,NA,NA,NA,NA,"-23.3814","-46.3872","780",NA,NA,NA
"24","2020-11-04 11:07:41-03","ESALQ","ESA","10513","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Barreto, K.D. et al.","514.0","1993","05","19",NA,"Brasil","São Paulo","Charqueada",NA,"-47.7700004577637","-22.5100002288818",NA,NA,"ESA010513",NA,"Souza, V.C. et al.",NA,NA,NA,NA,NA,"12465","auto",NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-11-04 11:07:41-03","ESALQ","ESA","130532","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.","35735.0","2013","02","21",NA,"Brasil","São Paulo","Santa Isabel","Fragmento 18 (TAV). Contato Floresta Estacional Semidecidual / Floresta Ombrófila Densa.","-23.3528","-46.2143",NA,NA,"ESA130532",NA,"Souza, V.C.",NA,"720","2013",NA,NA,NA,NA,NA,NA,"-23.3528","-46.2143","720",NA,NA,NA
"26","2020-11-04 11:07:41-03","ESALQ","ESA","130529","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.","35732.0","2013","02","19",NA,"Brasil","São Paulo","Itupeva","Fragmento 4 (TAV). Floresta Estacional Semidecidual","-23.075","-47.0586",NA,"Fruto castanho esverdeado.","ESA130529",NA,"Souza, V.C.",NA,"725","2013",NA,NA,NA,NA,NA,NA,"-23.075","-47.0586","725",NA,NA,NA
"27","2020-11-04 11:07:41-03","ESALQ","ESA","15811","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Souza, V.C. et al.","6025.0","1994","06","02",NA,"Brasil","São Paulo","Itapeva",NA,"-48.8699989318848","-23.9799995422363",NA,NA,"ESA015811","ESA015811","Caruzo, M.B.R.",NA,NA,NA,NA,NA,"42926","auto",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-01-14 15:28:10-03","MN","R","100676","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Glaziou, A.F.M.; Netto, L.S.M.; Rangel, E.S. & Schwacke, C.A.W.",NA,"1879","04","09",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"R000100676","R000100676_001","Riina, R.",NA,NA,"2006","02","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-20 21:16:59-03","UFV","VIC","10888","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Silva, A.F. da; Martins, F.R.","1242","1985","09","10",NA,"Brasil","São Paulo","São José dos Campos","Reserva Florestal Prof. Augusto Ruschi, Estrada Turvo.","-45.9375","-23.075",NA,"Árvore com 4,0 metros de altura; botões castanhos; flores com cálice castanho; pétalas verde-claro; estames brancos.","VIC010888","VIC010888",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-45.9375","-23.075",NA,NA,NA,NA
"30","2020-12-20 21:16:59-03","UFV","VIC","5878","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Hoehne, F.C.","s.n.",NA,NA,NA,NA,"Brasil","São Paulo","São Paulo","Parque do Estado e Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,"Árvore grande, flores alvas.","VIC005878","VIC005878",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-01 16:29:36-03","UNICAMP","UEC","151705","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Silva, JS; Silveira, MF; Galvão, JC","795","2009","07","09",NA,"Brazil","São Paulo","São José do Barreiro","Parque Nacional da Serra da Canastra., Serra da Casca D' Anta, Mata de galeria. Solo pedregoso.","-46.053917","-20.039194",NA,"Arvoreta com 3m de altura.Sépalas pistiladas ferrugíneas, sépals creme e estames marrom.Tricomas ferrugíneas.","UEC026574","UEC026574","Caruzo, MBR",NA,NA,"2012","08",NA,NA,NA,NA,NA,"-46.053917","-20.039194",NA,NA,NA,NA
"32","2019-08-20 10:11:21-03","UNICAMP","UEC","84911","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Souza, VC; Miyagi, PH; Moncaio, E","6025","1994","06","02",NA,"Brazil","São Paulo","Itapeva","Ca 30 km de Bonsucesso de Itararé, em di","-49.166667","-24.25",NA,"flor, Afloramento rochoso em área de plantação de Pinus. Abusto a arvoreta, até 3,5 m alt. látex avermelhado, tépalas castanho-claras, estames creme","UEC147988","UEC147988","Caruzo, MBR",NA,NA,"2004","04",NA,NA,NA,NA,NA,"-49.166667","-24.25",NA,NA,NA,NA
"33","2019-08-20 10:11:21-03","UNICAMP","UEC","149043","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Aguirre, GH; et al.","49","2005","05","15",NA,"Brazil","São Paulo","São Luiz do Paraitinga","Fragmento de Floresta Ombrófila Densa em paisagem rural",NA,NA,NA,NA,"UEC147797","UEC147797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-01 16:29:36-03","UNICAMP","UEC","4684","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Hauff, J","59","1940","10","31",NA,"Brazil","São Paulo","Santo Amaro","Vila Friborpo.",NA,NA,NA,"Arbusto campestre.","UEC147987","UEC147987","Caruzo, MBR",NA,NA,"2003","09","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-02-18 09:33:41-03","UNICAMP","UEC","75121","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Pott, A; Pott, VJR","4918","1988","05","02",NA,"Brazil","Mato Grosso do Sul","Corumbá","Fazenda Coqueiro estrada para Forte Coim","-57.816667","-19.333333",NA,"flor, Vegetação de chaco eventualmente alagável. Solo argiloso mal drenado","UEC143192","UEC143192","Caruzo, MBR",NA,NA,"2004","04",NA,NA,NA,NA,NA,"-57.816667","-19.333333",NA,NA,NA,NA
"36","2019-08-20 10:11:21-03","UNICAMP","UEC","4608","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Irwin, HS; Harley, RM; Smith, GL","31540","1971","03","05",NA,"Brazil","Bahia","Barreiras","Valley of the Rio das Ondas","-44.9900016784668","-12.1527996063232",NA,"ori, Subshrub ca. 1.5 tall. Flowers cream. Fruit green. Sandy cerrado, upper slopes of Espigão Mestre, ca. 32 km W. of Barreiras.",NA,NA,NA,NA,NA,NA,NA,NA,"152720","auto",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-01 16:29:36-03","UNICAMP","UEC","78262","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Leitão Filho, HF; et al.","27780","1992","12","10",NA,"Brazil","Minas Gerais","Diamantina","Rod. Diamantina - Mendanha","-43.6002998352051","-18.2493991851807",NA,"Arbusto 2,0 m. flor creme; cerrado",NA,NA,"Caruzo, MBR",NA,NA,"2006","09",NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-01 16:29:36-03","UNICAMP","UEC","66260","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Leitão Filho, HF; et al.","27780","1992","12","10",NA,"Brazil","Minas Gerais","Diamantina","Rod. Diamantina - Mendanha","-43.6002998352051","-18.2493991851807",NA,"Arbusto 2,0 m. flor creme; cerrado","UEC072840",NA,"Caruzo, MBR",NA,NA,"2006","09",NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-08-20 10:11:21-03","UNICAMP","UEC","198197","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Leitão Filho, HF","27708","1992","12","10",NA,"Brazil","Minas Gerais","Diamantina","Rod. Dimantina - Medanha, em cerrado","-43.6002998352051","-18.2493991851807",NA,"Arbusto 2,0 m, flor creme.","UEC147803","UEC147803",NA,NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-08-20 10:11:21-03","UNICAMP","UEC","125566","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Kinoshita, LS; Galvão, JC","00244","2000","11","22",NA,"Brazil","Minas Gerais","Santana do Riacho","Parque Nancional Serra do Cipó, Interior da mata, localizado próximo a Fazenda Alto Palácio","-43.7144012451172","-19.1688995361328",NA,NA,"UEC147796","UEC147796","Caruzo, MBR",NA,NA,"2009","10",NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-08-20 10:11:21-03","UNICAMP","UEC","31984","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Alvez, MV","14531","1983","02","01",NA,"Brazil","Rio de Janeiro","Itatiaia","Parque Nacional de Itatiaia, 3 km acima","-44.5633010864258","-22.4960994720459",NA,"flor, Arbusto grande no barranco. Flor branca","UEC147984","UEC147984","Caruzo, MBR",NA,NA,"2004","04",NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-08-20 10:11:21-03","UNICAMP","UEC","29093","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Martins, FR; Filho, AC; Dias, AC","12383","1980","07","11",NA,"Brazil","São Paulo","Cunha","Res. Est. Cunha","-44.9599990844727","-23.0699996948242",NA,"flor, Arvoreta 3 m, á beira de estrada, em local alagadinho","UEC125364","UEC125364","Caruzo, MBR",NA,NA,"2003","11",NA,"38855","auto",NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-02-18 09:33:41-03","UNICAMP","UEC","111746","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Cordeiro, I; Pirani, JR; Mello-Silva, R; Romaniuc","345","1987","08","13",NA,"Brazil","São Paulo","Diadema","Vila Fachini, Prque Estadual das Fontes","-46.6199989318848","-23.6800003051758",NA,"flor","UEC147795","UEC147795","Cordeiro, I",NA,NA,NA,NA,NA,"6489","auto",NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-08-20 10:11:21-03","UNICAMP","UEC","111550","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Forero, E; Yano, O; Lima, DA; Fonnegra, R","8148","1980","09","21",NA,"Brazil","São Paulo","Guarulhos","Bairro das Pimentas","-46.5299987792969","-23.4599990844727",NA,"flor, Arbusto 2 m alt., flores branco-verdosas, fruto marrom, bosque peimário.","UEC147985","UEC147985","Ginzbarg, S",NA,NA,"1987","12",NA,"26398","auto",NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-01 16:29:36-03","UNICAMP","UEC","53645","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Silva, AF; Martins, FR","1242","1985","09","10",NA,"Brazil","São Paulo","São José dos Campos","Brasil, estado de São Paulo, São José dos Campos. Flora da Reserva Florestal da Boa Vista. Estrada Turvo.","-45.8800010681152","-23.1700000762939",NA,"Árvore com 4m altura, botões castanhos, flores com cálice castanho, pétalas verde-claro, estames brancos.","UEC110913","UEC110913","Santos, RF; Noronha, AP",NA,NA,"2015","09",NA,"39297","auto",NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-01 16:29:36-03","UNICAMP","UEC","111749","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Jung, SL; Wanderley, MDGL; Melo, MRF","386","1981","06","10",NA,"Brazil","São Paulo","São Paulo","Capital, Reserva Biológica do parque Estadual das Fontes do Ipiranga.","-46.6300010681152","-23.5400009155273",NA,"Arvoreta ca 3-4m alt., flores esverdeadas, anteras esverdeadas, folhas com pubesc~encia esbranquicada.","UEC147792","UEC147792","Cordeiro, I",NA,NA,"1987","10",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-01 16:29:36-03","UNICAMP","UEC","111750","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Melo, MRF","144","1979","10","10",NA,"Brazil","São Paulo","São Paulo","Capital, Reserva Biológica do parque Estadual das Fontes do Ipiranga, entre Vila Fanchini e Campanário.","-46.6300010681152","-23.5400009155273",NA,"Arbusto ca. 3m alt.","UEC147793","UEC147793","Cordeiro, I",NA,NA,"1987","10",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-01 16:29:36-03","UNICAMP","UEC","111754","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Croton","vulnerarius","Croton vulnerarius","Baill.","Sugiyama, M; et al.","520","1984","06","04",NA,"Brazil","São Paulo","São Paulo","Capital, Reserva Biológica do Parque Estadual das fontes do Ipiranga, Vila Fachini","-46.6300010681152","-23.5400009155273",NA,"Arbustto 2,5m inflorescencia. ferrungin pétalas creme estames cremes.","UEC147801","UEC147801","Cordeiro, I",NA,NA,"1987","10","21","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
