"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","minimumElevationInMeters","maximumElevationInMeters","class","dayIdentified","individualCount","infraspecificEpithet"
"15","2021-03-16 17:54:27-03","UCS","HUCS","35231","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Aristida","filifolia","Aristida filifolia","Setubal, R.","Setubal, R.","898","2005","11","27",NA,"Brasil","Rio Grande do Sul","Morro São Pedro",NA,"em campo seco",NA,NA,"(Arechav.) Herter","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-12-14 16:14:26-03","UFC","EAC","17773","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Aristida","filifolia","Aristida filifolia","Mariath, J.","Bueno, O.","1975","1979","12","10","Southern America","Brasil","Rio Grande do Sul","Morro Santana, Solo granito em campo não mexido formando touceiras vistosas, acesso pela Protásio Alves fim da subida, lado direito, no topo na encosta e no vale",NA,"Ca. 50cm, c/ infl. para numerosa e dispersa, abundante dando um aspecto castanho claro ao campo,; Campo limpo","EAC0017773","EAC0017773","(Arechav.) Herter","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"29946","auto","1980",NA,NA,NA,NA,NA,NA,NA
"17","2020-12-21 16:40:01-03","MBM","MBM","106123","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Aristida","filifolia","Aristida filifolia","Mariath, J.","Bueno, O.","1975",NA,NA,NA,"Southern America","Brazil","Rio Grande do Sul","Morro Santana",NA,NA,"MBM106123","MBM106123","(Arech.) Herter","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA,NA
"18","2011-03-16 22:18:00-03","MO","MOBOT","1765427","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Aristida","filifolia","Aristida filifolia",NA,"Bernardo Rosengurtt","Rosengurtt B-594","1936","11","25","South America","Uruguay","Flores","Río Li y Matauzas",NA,NA,NA,NA,"(Arechav.) Herter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2009-08-23 08:49:00-03","MO","MOBOT","2482467","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Aristida","filifolia","Aristida filifolia","Longhi-Wagner, H. M.","Lyman B. Smith|Roberto M. Klein","Smith 13561","1964","12","4","South America","Brazil","Santa Catarina","Agua Doce",NA,NA,NA,NA,"(Arechav.) Herter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2009-08-21 20:54:00-03","MO","MOBOT","2519815","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Aristida","filifolia","Aristida filifolia",NA,"Bernardo Rosengurtt","Rosengurtt 594b","1936","11","25","South America","Uruguay","Flores","Río Yi y Arroyo Matanzas",NA,NA,NA,NA,"(Arechav.) Herter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2012-04-04 15:30:00-03","MO","MOBOT","2819156","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Aristida","filifolia","Aristida filifolia",NA,"Hilda M. Longhi-Wagner","Longhi-Wagner 1689","1987","12","3","South America","Brazil","Rio Grande do Sul","Porto Alegre, Morro da Polícia, topo do morro. Campo graminoso com gravatás, solo argi loso comareião.",NA,NA,NA,NA,"(Arechav.) Herter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"22","2019-11-07 11:44:56-03","FUVATES","HVAT","138","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Aristida","filifolia","Aristida filifolia","E. Freitas","W. Heberle","s.n.","2008","09","26",NA,"Brasil","Rio Grande do Sul","Gruta São Tomé.",NA,"Planta ereta.; Campo de solo seco e arenoso.","HVAT00000138",NA,"(Arechav.) Herter","São Francisco de Assis","-55.131111","-29.550278","-55º7'52''W","-29º33'1''S",NA,NA,"2009","01",NA,NA,NA,"30",NA,NA
"23","2020-06-25 16:06:22-03","FUVATES","HVAT","1241","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Aristida","filifolia","Aristida filifolia","E. Freitas","E. Freitas","s.n.","2003","10","10",NA,"Brasil","Rio Grande do Sul","Morro da Polícia.",NA,NA,"HVAT00001241",NA,"(Arechav.) Herter","Porto Alegre","-51.23","-30.033056","51º13'48''W","30º1'59''S",NA,NA,"2003","10",NA,NA,NA,"10",NA,NA
"24","2018-08-28 14:52:34-03","UPF","RSPF","574","S","Plantae",NA,NA,"Poaceae","Aristida","filifolia","Aristida filifolia","B.M.A. Severo","B.M.A. Severo",NA,NA,NA,NA,"América do Sul","Brasil","Rio Grande do Sul",NA,NA,"Gramineae",NA,NA,"(Arechav.) Herter","Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,"30776","auto",NA,NA,NA,NA,NA,NA,NA,NA
"25","2018-08-28 14:52:34-03","UPF","RSPF","576","S","Plantae",NA,NA,"Poaceae","Aristida","filifolia","Aristida filifolia","B.M.A. Severo","B.M.A. Severo",NA,"1978",NA,NA,"América do Sul","Brasil","Rio Grande do Sul","Logo após a saída",NA,"Gramineae",NA,NA,"(Arechav.) Herter","Aguá Vermelha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2018-11-07 16:00:01-02","UPF","RSPF","572","S","Plantae",NA,NA,"Poaceae","Aristida","filifolia","Aristida filifolia","B.M.A. Severo","B.M.A. Severo",NA,"1977","08","08","América do Sul","Brasil","Rio Grande do Sul","Capela velha",NA,"Gramineae",NA,NA,"(Arechav.) Herter","Camaquã","-51.812198638916","-30.8511009216309",NA,NA,"49429","auto",NA,NA,NA,NA,NA,NA,NA,NA
"27","2018-08-28 14:52:34-03","UPF","RSPF","575","S","Plantae",NA,NA,"Poaceae","Aristida","filifolia","Aristida filifolia","B.M.A. Severo","B.M.A. Severo; I. Boldrini",NA,"1977","07","07","América do Sul","Brasil","Rio Grande do Sul","Morro da polícia",NA,"Gramineae/ Ex. 134",NA,NA,"(Arechav.) Herter","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA,NA
"28","2018-08-28 14:52:34-03","UPF","RSPF","570","S","Plantae",NA,NA,"Poaceae","Aristida","filifolia","Aristida filifolia","B.M.A. Severo","B.M.A. Severo; I. Boldrini",NA,"1977","10","10","América do Sul","Brasil","Rio Grande do Sul","Estrada entre Passo Fundo e Coxilha, Km 20",NA,"Gramineae/ Ex. 187",NA,NA,"(Arechav.) Herter","Passo Fundo","-52.4067001342773","-28.2628002166748",NA,NA,"25060","auto",NA,NA,NA,NA,NA,NA,NA,NA
"29","2018-08-28 14:52:34-03","UPF","RSPF","343","S","Plantae",NA,NA,"Poaceae","Aristida","filifolia","Aristida filifolia",NA,"B.M.A. Severo; et al.",NA,"1981","05","13","América do Sul","Brasil","Rio Grande do Sul","Estrada entre Passo Fundo e Lagoa Vermelha; Granja Dr. A. Amantino BR 285, km 64-65, varzea",NA,"Gramineae/ ver 237",NA,NA,"(Arechav.) Herter","Passo Fundo","-52.4067001342773","-28.2628002166748",NA,NA,"25060","auto",NA,NA,NA,NA,NA,NA,NA,NA
"30","2018-08-28 14:52:34-03","UPF","RSPF","623","S","Plantae",NA,NA,"Poaceae","Aristida","filifolia","Aristida filifolia","B.M.A. Severo","B.M.A. Severo",NA,"1977","11","13","América do Sul","Brasil","Rio Grande do Sul","Estrada entre Passo Fundo e Ronda Alta",NA,"Gramineae",NA,NA,"(Arechav.) Herter","Passo Fundo","-52.4067001342773","-28.2628002166748",NA,NA,"25060","auto",NA,NA,NA,NA,NA,NA,NA,NA
"31","2018-08-28 14:52:34-03","UPF","RSPF","622","S","Plantae",NA,NA,"Poaceae","Aristida","filifolia","Aristida filifolia","B.M.A. Severo","B.M.A. Severo",NA,"1977","11","10","América do Sul","Brasil","Rio Grande do Sul","Estrada entre Passo Fundo e Sertão",NA,"Gramineae",NA,NA,"(Arechav.) Herter","Passo Fundo","-52.4067001342773","-28.2628002166748",NA,NA,"25060","auto",NA,NA,NA,NA,NA,NA,NA,NA
"32","2018-08-28 14:52:34-03","UPF","RSPF","621","S","Plantae",NA,NA,"Poaceae","Aristida","filifolia","Aristida filifolia","B.M.A. Severo","B.M.A. Severo",NA,"1977","11","10","América do Sul","Brasil","Rio Grande do Sul","Estrada entre Passo Fundo e Sertão",NA,"Gramineae",NA,NA,"(Arechav.) Herter","Passo Fundo","-52.4067001342773","-28.2628002166748",NA,NA,"25060","auto",NA,NA,NA,NA,NA,NA,NA,NA
"33","2018-08-28 14:52:34-03","UPF","RSPF","637","S","Plantae",NA,NA,"Poaceae","Aristida","filifolia","Aristida filifolia","B.M.A. Severo","B.M.A. Severo",NA,"1977","12","10","América do Sul","Brasil","Rio Grande do Sul","Estrada entre Passo Fundo e Sertão, Km 20",NA,"Gramineae/ Ex. n° 187",NA,NA,"(Arechav.) Herter","Passo Fundo","-52.4067001342773","-28.2628002166748",NA,NA,"25060","auto",NA,NA,NA,NA,NA,NA,NA,NA
"34","2018-11-07 16:00:01-02","UPF","RSPF","577","S","Plantae",NA,NA,"Poaceae","Aristida","filifolia","Aristida filifolia","B.M.A. Severo","B.M.A. Severo",NA,"1977","09","09","América do Sul","Brasil","Rio Grande do Sul",NA,NA,"Gramineae/ Ex. 149",NA,NA,"(Arechav.) Herter","Jaguarão","-53.3758010864258","-32.5661010742188",NA,NA,"49890","auto",NA,NA,NA,NA,NA,NA,NA,NA
"35","2018-08-28 14:52:34-03","UPF","RSPF","605","S","Plantae",NA,NA,"Poaceae","Aristida","filifolia","Aristida filifolia","B.M.A. Severo","B.M.A. Severo",NA,"1977","11","13","América do Sul","Brasil","Rio Grande do Sul","Estrada entre Passo Fundo e Ronda Alta",NA,"Gramineae",NA,NA,"(Arechav.) Herter","Passo Fundo","-52.4067001342773","-28.2628002166748",NA,NA,"25060","auto",NA,NA,NA,NA,NA,NA,NA,NA
"36","2018-08-28 14:52:34-03","UPF","RSPF","571","S","Plantae",NA,NA,"Poaceae","Aristida","filifolia","Aristida filifolia","B.M.A. Severo","B.M.A. Severo; I. Boldrini",NA,NA,NA,NA,"América do Sul","Brasil","Rio Grande do Sul","São João Velho",NA,"Gramineae/ Ex. 200",NA,NA,"(Arechav.) Herter","Santo Ângelo","-54.2630996704102","-28.2992000579834",NA,NA,"25915","auto",NA,NA,NA,NA,NA,NA,NA,NA
"37","2018-08-28 14:52:34-03","UPF","RSPF","586","S","Plantae",NA,NA,"Poaceae","Aristida","filifolia","Aristida filifolia",NA,NA,NA,"1951","11","21",NA,"Uruguai",NA,"Punta Arroyo Penitense",NA,"Gramineae",NA,NA,"(Arechav.) Herter","Montevidéu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2018-08-28 14:52:34-03","UPF","RSPF","588","S","Plantae",NA,NA,"Poaceae","Aristida","filifolia","Aristida filifolia","Marchesi","Marchesi","1408","1979","10","31",NA,"Uruguai",NA,"Abra de perdono",NA,"Gramineae",NA,NA,"(Arechav.) Herter","Dpto Maldonado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2018-08-28 14:52:34-03","UPF","RSPF","589","S","Plantae",NA,NA,"Poaceae","Aristida","filifolia","Aristida filifolia","Millot","Millot","493","1964","10","18",NA,"Uruguai",NA,"Rota 3, Km 437",NA,"Gramineae/ Ex. MVFA 493",NA,NA,"(Arechav.) Herter","Dpto Payssandú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2018-08-28 14:52:34-03","UPF","RSPF","591","S","Plantae",NA,NA,"Poaceae","Aristida","filifolia","Aristida filifolia",NA,"Rosengurtt; Izaguirre; Del Puerto",NA,"1966","09","08",NA,"Uruguai",NA,"Quebrada de los Cuervos",NA,"Gramineae/ Ex. MVFA 10195",NA,NA,"(Arechav.) Herter","Dpto Trienta y Tres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2018-08-28 14:52:34-03","UPF","RSPF","590","S","Plantae",NA,NA,"Poaceae","Aristida","filifolia","Aristida filifolia",NA,"Montoro","534","1962","11","11",NA,"Uruguai",NA,"Insaxosis, Malabrigo",NA,"Gramineae/ Ex. MVFA 534",NA,NA,"(Arechav.) Herter","Dpto San José",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2018-08-28 14:52:34-03","UPF","RSPF","592","S","Plantae",NA,NA,"Poaceae","Aristida","filifolia","Aristida filifolia",NA,"Del Puerto; Marchesi; Crosa","5519","1965","11","12",NA,"Uruguai",NA,"Quebrada de los Cuervos",NA,"Gramineae",NA,NA,"(Arechav.) Herter","Dpto Trienta y Tres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2018-08-28 14:52:34-03","UPF","RSPF","587","S","Plantae",NA,NA,"Poaceae","Aristida","filifolia","Aristida filifolia",NA,NA,NA,"1965","11","20",NA,"Uruguai",NA,"Punta Balena",NA,"Gramineae",NA,NA,"(Arechav.) Herter","Dpto Maldonado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2018-11-07 16:00:01-02","UPF","RSPF","593","S","Plantae",NA,NA,"Poaceae","Aristida","filifolia","Aristida filifolia",NA,"Formoso; Berreta; Ferres",NA,NA,NA,NA,NA,"Uruguai",NA,"Estacion exp. Agronomia",NA,"Gramineae",NA,NA,"(Arechav.) Herter","Dpto Payssandú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2018-08-28 14:52:34-03","UPF","RSPF","568","S","Plantae",NA,NA,"Poaceae","Aristida","filifolia","Aristida filifolia var. laevis","B.M.A. Severo","B.M.A. Severo; I. Boldrini",NA,NA,NA,NA,"América do Sul","Brasil","Rio Grande do Sul","Morro da polícia",NA,"Gramineae",NA,NA,"(Arechav.) Herter","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA,"var. laevis"
"46","2018-08-28 14:52:34-03","UPF","RSPF","569","S","Plantae",NA,NA,"Poaceae","Aristida","filifolia","Aristida filifolia var. uruguayensis","B.M.A. Severo","B.M.A. Severo; I. Boldrini",NA,"1977","07","07","América do Sul","Brasil","Rio Grande do Sul","Morro da polícia",NA,"Gramineae",NA,NA,"(Arechav.) Herter","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA,"var. uruguayensis"
"47","2020-09-02 16:36:06-03","Cenargen","CEN","65468","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Aristida","filifolia","Aristida filifolia","G. H. Rua","João Luís Sanches Tannus","939","2005","10","20",NA,"Brasil","SP","Unidade de Pesquisa e Desenvolimento de Itararé.","Exsicatas","Aristas verde vináceas. Doação do Herbario Rioclarense - HRCB - Rio Claro, São Paulo.","CEN00065468","CEN00065468","(Arechav.) Herter","ITARARE","-49.205277","-24.268333","-49.205277","-24.268333",NA,NA,"2002","04",NA,NA,NA,NA,"1",NA
"48","2020-09-02 16:36:06-03","Cenargen","CEN","3821","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Aristida","filifolia","Aristida filifolia","J. F. M. Valls","José Francisco Montenegro Valls","2467","1972","11","23",NA,"Brasil","RS","BR- 290, km 436,5 D","Exsicatas","Em área de solo São Pedro. Doação do Herb. Depto. Bot. da U.F.R.G.S. Nº ICN 23303","CEN00003821","CEN00003821","(Arechav.) Herter","ROSARIO DO SUL","-54.9141998291016","-30.25830078125",NA,NA,"71660","auto","2016","01",NA,NA,NA,NA,"1",NA
"49","2019-11-13 11:28:39-03","USP","SPF","149287","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Aristida","filifolia","Aristida filifolia","Anônimo","Longhi-Wagner, HM","3049","1996","01","23",NA,"Brasil","São Paulo","Descida da Bocaina para São José do Barreiro.",NA,NA,"SPF00149287","SPF00149287","(Arechav.) Herter","São José do Barreiro","-44.5699996948242","-22.6399993896484",NA,NA,"30784","auto",NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-10-07 09:21:36-03","UEFS","HUEFS","181625","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Aristida","filifolia","Aristida filifolia","P.A.Reis","Silva, C.","448","2011","10","10",NA,"Brasil","Minas Gerais","BR 251 sentido Montes Claros, lado esquerdo da rodovia, logo após o trevo para Fruta de Leite. Afloramento rochoso. 790m alt.",NA,NA,"HUEFS0181625","HUEFS0181625","(Arechav.) Herter","Fruta de Leite","-42.466667","-16.25","42W28'","16S15'",NA,NA,"2014","09",NA,NA,"Lilianae",NA,NA,NA
"51","2019-01-25 15:44:26-02","IAC","IAC","49711","S","Plantae",NA,NA,"Poaceae","Aristida","filifolia","Aristida filifolia","G.H. Rua","J.L.S. Tannus","939","2005","10","20",NA,"Brasil","São Paulo","Unidade de Pesquisa e Desenvolvimento de Itararé",NA,"Coordenadas do material: 24°16#?#06#?#S, 49°12#?#19#?#W",NA,NA,"(Arechav.) Herter","Itararé","-49.3317","-24.1125","-49.3317","-24.1125",NA,NA,"2007","04",NA,NA,NA,"20",NA,NA
"52","2020-11-12 17:02:32-03","UEL","FUEL","36781","PreservedSpecimen","Plantae","Tracheophyta","Poales","Poaceae","Aristida","filifolia","Aristida filifolia","Longhi-Wagner, HM","Carpanezzi, AA","149","1995","09","08",NA,"Brasil","Paraná",NA,NA,NA,NA,NA,"(Arechav.) Herter","Piraí do Sul","-49.948600769043","-24.5261001586914",NA,NA,"37171","auto","2008","10",NA,NA,NA,"03",NA,NA
"53","2020-11-12 17:02:32-03","UEL","FUEL","20859","PreservedSpecimen","Plantae","Tracheophyta","Poales","Poaceae","Aristida","filifolia","Aristida filifolia","Longhi-Wagner, HM","Moro, RS; Takeda; Schiesinsky, S","519","1992","10","20",NA,"Brasil","Paraná","Fazenda Escola",NA,NA,NA,NA,"(Arechav.) Herter","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto","2008","10",NA,NA,NA,"17",NA,NA
"54","2021-02-08 12:52:33-03","UFRGS","ICN","150820","S","Plantae","Monocotyledon",NA,"Poaceae","Aristida","aff. filifolia","Aristida aff. filifolia","Eggers, L","Ferreira, PMA; Eggers, L","s.n.","2006","01","04","América do Sul","Brasil","RS","Morro do Osso",NA,NA,NA,NA,"(Arechav.) Herter","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-02-08 12:52:34-03","UFRGS","ICN","153113","S","Plantae","Monocotyledon",NA,"Poaceae","Aristida","cf. filifolia","Aristida cf. filifolia","Welker, CAD","Longhi-Wagner, HM; Welker, CAD","9887","2005","11","23","América do Sul","Brasil","RS","Morro Santana",NA,NA,NA,NA,"(Arechav.) Herter","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-02-08 12:52:34-03","UFRGS","ICN","149430","S","Plantae","Monocotyledon",NA,"Poaceae","Aristida","filifolia","Aristida filifolia","Cruz, F","Cruz, F","s.n.","2004","01","15","América do Sul","Brasil","RS","Morro do Osso",NA,NA,NA,NA,"(Arechav.) Herter","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA,NA
