"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","recordNumber","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","scientificNameAuthorship","class","coordinatePrecision","geoFlag","fieldNumber","individualCount","relatedCatalogItem"
"100","2020-09-12 05:00:02-03","US","US","1280179","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis",NA,"P. K. Dusén","1908","11","18","Brazil","Paraná",NA,NA,NA,NA,NA,"US00383351","US00383351_01",NA,NA,NA,"7131","Itaperussu",NA,NA,NA,"South America",NA,NA,NA,"Rosales","(Vogel) B.B. Simpson & G.P. Lewis","Dicotyledonae",NA,NA,NA,"1",NA
"101","2019-12-09 17:29:58-03","UFPR","EFC","17058","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis","Barbosa, E.","Motta, J.T. et al.","2013","12","18","Brasil","Paraná","Palmeira","-49.7683","-25.4653","-49.7683","-25.4653","EFC017058",NA,"2014","05","12","4145","Recanto dos Papagaios","957","957","Arbusto, 1 m; flores amarelas. Campo limpo seco",NA,NA,NA,NA,NA,"(Vogel) B.B.Simpson & G.P.Lewis",NA,NA,NA,NA,NA,NA
"102","2019-12-09 17:29:58-03","UFPR","EFC","6318","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis","Hatschbach, G.","Tiepolo, G.; Kuniyoshi, Y.S.","1996","10","19","Brasil","Paraná","Candói","-52.0558013916016","-25.5722007751465",NA,NA,"EFC006318",NA,"1996","10","30","497","Rio Jordão",NA,NA,"Sub-arbusto 0,2m em pastagem próxima a floresta secundária. Flores amarelas.",NA,NA,NA,NA,NA,"(Vogel) B.B.Simpson & G.P.Lewis",NA,"42664","auto",NA,NA,NA
"103","2019-11-13 11:21:37-03","USP","SPF","153278","PreservedSpecimen","Plantae","Leguminosae","Caesalpinia","stipularis","Caesalpinia stipularis","Hatschbach, G","Silva, JM","2001","10","05","Brasil","Paraná","Porto Amazonas","-49.8903007507324","-25.5447006225586",NA,NA,"SPF00153278",NA,"2001",NA,NA,"3488",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Vogel) Benth.",NA,"14684","auto",NA,NA,NA
"104","2020-05-08 11:09:44-03","UEFS","HUEFS","64867","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae","Pomaria","stipularis","Pomaria stipularis","L.P.Queiroz","Silva, J.M.","2001","10","05","Brasil","Paraná","Porto Amazonas","-49.8903007507324","-25.5447006225586",NA,NA,"HUEFS0064867","HUEFS0064867","2016","11",NA,"3488","Rod. BR-277, Recanto dos Papagaios.",NA,NA,"Campo limpo.",NA,NA,NA,"Angiospermae","Fabales","(Vogel) B.B.Simpson & G.P.Lewis","Rosanae","14684","auto",NA,NA,NA
"105","2015-03-07 08:39:25-03","F","FMNH-SEEDPLANTS","V0112753F","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis",NA,NA,NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0112753F","V0112753F_01",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"106","2015-03-07 08:39:25-03","F","FMNH-SEEDPLANTS","V0112754F","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis",NA,NA,NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0112754F","V0112754F_01",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"107","2015-03-07 08:39:25-03","F","FMNH-SEEDPLANTS","V0112752F","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis",NA,NA,NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0112752F","V0112752F_01",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"108","2015-03-07 08:39:25-03","F","FMNH-SEEDPLANTS","V0112755F","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis",NA,NA,NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0112755F","V0112755F_01",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"109","2015-03-07 08:39:25-03","F","FMNH-SEEDPLANTS","V0112756F","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis",NA,NA,NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0112756F","V0112756F_01",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"110","2020-07-23 12:02:07-03","CEPLAC","CEPEC","54481","PreservedSpecimen","Plantae","Caesalpiniaceae","Pomaria","stipularis","Pomaria stipularis","H. C. Lima","G. Hatschbach","1969","10","13","Brasil","Paraná","ALMIRANTE TAMANDARÉ","-49.310001373291","-25.3246994018555","0*0'0","0*0'0",NA,NA,NA,NA,NA,"22441","Sem infromação.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18684","auto",NA,NA,"30/06/2009"
"111","2020-07-23 12:02:07-03","CEPLAC","CEPEC","48578","PreservedSpecimen","Plantae","Caesalpiniaceae","Pomaria","stipularis","Pomaria stipularis","H. C. Lima","J. Cordeiro","1989","03","09","Brasil","Paraná","PALMEIRA","-50.0064010620117","-25.4293994903564","0*0'0","0*0'0",NA,NA,NA,NA,NA,"620","Recanto dos Papagaios.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35166","auto",NA,NA,"30/06/2009"
"112","2020-07-23 12:02:07-03","CEPLAC","CEPEC","99097","PreservedSpecimen","Plantae","Caesalpiniaceae","Pomaria","stipularis","Pomaria stipularis","H. C. Lima","J. M. Silva","2000","10","07","Brasil","Paraná","PORTO AMAZONAS","-49.8903007507324","-25.5447006225586",NA,NA,NA,NA,NA,NA,NA,"3488","Rod. BR-277, Recanto dos Papagaios.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14684","auto",NA,NA,"30/06/2009"
"113","2019-11-01 15:00:41-03","UnB","UB","128037","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis","Bortoluzzi, RLC","Hertel","1982","10","06","Brasil","Paraná","Lagoa Dourada",NA,NA,NA,NA,NA,NA,"2003",NA,NA,"2074",NA,NA,NA,"Arbusto.","Southern America",NA,NA,"Dicotyledoneae",NA,"(Vogel) B.B. Simpson & G.P. Lewis",NA,NA,NA,NA,NA,NA
"114","2019-11-01 15:00:41-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis","Barboza, E","Motta, JT; Dombrowski, LT; Cordeiro, J; Saridakis, DP","2013","12","18","Brasil","Paraná","Palmeira","-49.768333","-25.465278","-49.768333","-25.465278",NA,NA,"2014","05","12","4145","Recanto dos Papagaios","957","957","Arbusto, 1m. Flores amarelas; Campo limpo seco","Southern America",NA,NA,"Dicotyledoneae",NA,"(Vogel) B.B. Simpson & G.P. Lewis",NA,NA,NA,NA,NA,NA
"115","2020-08-20 14:55:56-03","UFSC","FLOR","28948","PreservedSpecimen","Plantae","Fabaceae","Caesalpinia","stipularis","Caesalpinia stipularis","Burkart, A.","Klein, R.M.","1962","12","12","Brasil","Santa Catarina","Itaiópolis","-49.9063987731934","-26.3363990783691",NA,NA,"FLOR0028948",NA,NA,NA,NA,"3954",NA,"750","750","flor amarela",NA,NA,NA,NA,"Fabales","(Vogel) Benth.",NA,"51919","auto",NA,NA,NA
"116","2021-03-04 15:43:07-03","IF","SPSF","31879","PreservedSpecimen","Plantae","Fabaceae","Caesalpinia","stipularis","Caesalpinia stipularis",NA,"J.M.Silva & O.S.Ribas","2001","10","05","Brasil","PR","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,NA,NA,NA,"3488","Recanto dos Papagaios",NA,NA,"COLETA: XLS: SPSFAntigo;","América do Sul",NA,NA,"Magnoliophyta","Fabales",NA,"Magnoliopsida","35166","auto",NA,NA,NA
"117","2017-09-11 17:09:52-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Fabaceae","Caesalpinia","stipularis","Caesalpinia stipularis",NA,"Saint-Hilaire, AFCP",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","in eadem provincia (?)",NA,NA,NA,"Southern America",NA,NA,NA,NA,"(Vogel) Benth.",NA,NA,NA,NA,NA,NA
"118","2017-09-11 17:09:52-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Fabaceae","Caesalpinia","stipularis","Caesalpinia stipularis",NA,"Sello, HL",NA,NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","ad Rio Pitangui, prov. Minas Geraes",NA,NA,NA,"Southern America",NA,NA,NA,NA,"(Vogel) Benth.",NA,NA,NA,NA,NA,NA
"119","2021-02-08 12:42:17-03","UFRGS","ICN","118166","S","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis","Bortoluzzi, RLC","Miotto, STS","1998","12","13","Brasil","PR","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,"ICN00015983","ICN00015983 ICN00015983_1",NA,NA,NA,"1661","PR-151, 7km após Jaguariaíva,em direção à Sengés",NA,NA,"Arbusto com 1,5 m de altura, flores amarelas, sépala inferior cimbiforme, com mancha vermelha.","América do Sul",NA,NA,"Dicotyledon",NA,"(Vogel) B.B. Simpson & G.P. Lewis",NA,"44368","auto",NA,NA,NA
"120","2021-02-08 12:42:17-03","UFRGS","ICN","018565","S","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis","Bortoluzzi, RLC","Augusto, S","1942","02","02","Brasil","RS","Pelotas","-52.3424987792969","-31.771900177002",NA,NA,"ICN00015981","ICN00015981",NA,NA,NA,"s.n.","Chácara dos Irmãos",NA,NA,"Gramado","América do Sul",NA,NA,"Dicotyledon",NA,"(Vogel) B.B. Simpson & G.P. Lewis",NA,"51462","auto",NA,NA,NA
"121","2021-02-08 12:42:17-03","UFRGS","ICN","136375","S","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis","R.l.C.Bortoluzzi","Reitz, R; Klein, RM","1963","12","29","Brasil","SC","Abelardo Luz","-52.3283004760742","-26.5646991729736",NA,NA,"ICN00015985","ICN00015985",NA,NA,NA,"16566",NA,"900","900","Doação; Arbusto com 1 m de altura. Flôr amarela; Campo","América do Sul",NA,NA,"Dicotyledon",NA,"(Vogel) B.B. Simpson & G.P. Lewis",NA,"35836","auto",NA,NA,NA
"122","2021-02-08 12:42:17-03","UFRGS","ICN","199848","S","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis","Bortoluzzi, RLC","Silva, JM; Hatschbach, G","1985","10","31","Brasil","PR","Balsa Nova","-49.6356010437012","-25.5839004516602",NA,NA,"ICN00039099",NA,"2014","02","25","25","Serra São Luis",NA,NA,"campo, junto a afloramentos de arenito; subarbusto 50 cm, flor amarela","América do Sul",NA,NA,"Dicotyledon",NA,"(Vogel) B.B. Simpson & G.P. Lewis",NA,"27346","auto",NA,NA,NA
"123","2021-02-08 12:42:17-03","UFRGS","ICN","136374","S","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis","R.l.C.Bortoluzzi","Klein, RM","1962","12","12","Brasil","SC","Iraiópolis",NA,NA,NA,NA,"ICN00015986","ICN00015986",NA,NA,NA,"3954",NA,"750","750","Doação do Herbário HBR; Flôr amarela; Capoeira","América do Sul",NA,NA,"Dicotyledon",NA,"(Vogel) B.B. Simpson & G.P. Lewis",NA,NA,NA,NA,NA,NA
"124","2021-02-08 12:42:17-03","UFRGS","ICN","135478","S","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis","Bortoluzzi, RLC","Sérgio Miana de Faria; Brálio Bahr","1991","10","10","Brasil","PR","Trinita",NA,NA,NA,NA,"ICN00015982","ICN00015982",NA,NA,NA,"383","Codornoa Branca",NA,NA,"Doação do herbário RB; Rebrotas observadas sem nódulos, com aprox. 30 cm de altura, estípulas ramificadas e floração amarela.","América do Sul",NA,NA,"Dicotyledon",NA,"(Vogel) B.B. Simpson & G.P. Lewis",NA,NA,NA,NA,NA,NA
"125","2021-02-08 12:42:17-03","UFRGS","ICN","136376","S","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis","R.l.C.Bortoluzzi","Reitz, R; Klein, RM","1963","12","29","Brasil","SC","Chapecozinho",NA,NA,NA,NA,"ICN00015980","ICN00015980",NA,NA,NA,"16496","Xanxerê","800","800","Doação; Arbusto com 1 m de altura. Flôr amarela.; Beira de estrada","América do Sul",NA,NA,"Dicotyledon",NA,"(Vogel) B.B. Simpson & G.P. Lewis",NA,NA,NA,NA,NA,NA
"126","2021-02-08 12:42:17-03","UFRGS","ICN","184305","S","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis","Barboza, E","Motta, JT; Dombrowski, LT; Cordeiro, J; Saridakis, DP","2013","12","18","Brasil","PR","Palmeira","-49.768333","-25.465278","-49.768333","-25.465278","ICN00015984","ICN00015984","2014","05","12","4145","Recanto dos Papagaios",NA,NA,"Doação MBM; Arbusto, 1m, flkores amarelas.; Campo limpo seco.","América do Sul",NA,NA,"Dicotyledon",NA,"(Vogel) B.B. Simpson & G.P. Lewis",NA,NA,NA,NA,NA,NA
"127","2019-11-21 10:04:59-03","IBt","SP","364415","S","Plantae","Fabaceae","Caesalpinia","stipularis","Caesalpinia stipularis","Hatschbach, G","Silva, JM; Ribas, OS","2001","10","05","Brasil","Paraná","Porto Amazonas","-49.8903007507324","-25.5447006225586",NA,NA,"SP011630","SP011630","2001",NA,NA,"3438","Rod. BR 277, Recanto dos Papagaios",NA,NA,NA,NA,NA,NA,NA,NA,"Benth.",NA,"14684","auto",NA,NA,NA
