"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","recordNumber","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","scientificNameAuthorship","class","coordinatePrecision","geoFlag","fieldNumber","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","594510","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis",NA,"J. C. Lindeman","1966","10","14","Brazil","Paraná",NA,NA,NA,NA,NA,"NY00594510","NY00594510_01",NA,NA,NA,"2707","4 km West of Palmeira","950","950","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=708991' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Fabales","(Vogel) B.B.Simpson & G.P.Lewis",NA,NA,NA,NA,NA,NA
"12","2020-02-08 09:05:58-03","NBC","NL-BOTANY","L.1976665","PreservedSpecimen","Plantae","Leguminosae-Caes.","Caesalpinia","stipularis","Caesalpinia stipularis",NA,"Hatschbach GG","1959","10","12","Brazil",NA,NA,NA,NA,NA,NA,"NL-L1976665","NL-L1976665",NA,NA,NA,NA,"Est Parana, Mun. Palmeira. Estr. Rodagem Ponta Grossa-Palmeira.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1976665 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Fabales","(Vogel) Benth.","Magnoliopsidae",NA,NA,NA,NA,NA
"13","2020-02-08 09:05:58-03","NBC","NL-BOTANY","U.1261787","PreservedSpecimen","Plantae","Leguminosae-Caes.","Caesalpinia","stipularis","Caesalpinia stipularis",NA,"Lindeman JC; Haas JH de","1966","10","14","Brazil",NA,NA,NA,NA,NA,NA,"NL-U1261787","NL-U1261787",NA,NA,NA,NA,"Flora Brasiliae Australis. Est. Parana. 4 km West of Palmeira. Baccharis field.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1261787 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Fabales","(Vogel) Benth.","Magnoliopsidae",NA,NA,NA,NA,NA
"14","2020-02-08 09:05:58-03","NBC","NL-BOTANY","U.1261788","PreservedSpecimen","Plantae","Leguminosae-Caes.","Caesalpinia","stipularis","Caesalpinia stipularis",NA,"Pereira E; Pabst GFJ","1964","01","13","Brazil",NA,NA,NA,NA,NA,NA,"NL-U1261788","NL-U1261788",NA,NA,NA,NA,"Parana, Lagoa Dourada, Campo.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1261788 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Fabales","(Vogel) Benth.","Magnoliopsidae",NA,NA,NA,NA,NA
"15","2020-02-08 09:05:58-03","NBC","NL-BOTANY","WAG.1627337","PreservedSpecimen","Plantae","Leguminosae-Caes.","Caesalpinia","stipularis","Caesalpinia stipularis",NA,"Hatschbach GG","1980","11","25","Brazil",NA,NA,NA,NA,NA,NA,"NL-WAG1627337","NL-WAG1627337",NA,NA,NA,NA,"Jaguariaiva, arredores, Paraná.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1627337 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Fabales","(Vogel) Benth.","Magnoliopsidae",NA,NA,NA,NA,NA
"16","2020-11-04 10:55:49-03","ESALQ","ESA","136277","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis","E. Barboza","J.T. Motta","2013","12","18","Brasil","Paraná","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,"ESA136277",NA,"2014",NA,NA,"4145.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Vogel) B.B. Simpsom & G.P. Lewis",NA,"35166","auto",NA,NA,NA
"17","2021-01-14 15:28:33-03","MN","R","127052","PreservedSpecimen","Plantae","Fabaceae","Caesalpinia","stipularis","Caesalpinia stipularis","Bortoluzzi, R.L.C.","Trinta, E.F.; Santos,E.; Flaster,B.; Pabst,G.;Pereira,E.","1961","10","18","Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"2003","01","30","324",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Vogel) Benth.",NA,"25180","auto",NA,NA,NA
"18","2021-01-14 15:28:33-03","MN","R","130480","PreservedSpecimen","Plantae","Fabaceae","Caesalpinia","stipularis","Caesalpinia stipularis","Bortoluzzi, R.L.C.","Smith, L.B.; Klein, R.M.","1964","12","15","Brasil","Santa Catarina","Abelardo Luz","-52.3283004760742","-26.5646991729736",NA,NA,NA,NA,"2003",NA,NA,"13308",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Vogel) Benth.",NA,"35836","auto",NA,NA,NA
"19","2021-01-14 15:28:33-03","MN","R","130131","PreservedSpecimen","Plantae","Fabaceae","Caesalpinia","stipularis","Caesalpinia stipularis","Bortoluzzi, R.L.C.","Smith, L.B.; Klein, R.M.","1957","03","14","Brasil","Santa Catarina","Mafra","-49.8053016662598","-26.111400604248",NA,NA,NA,NA,"2003",NA,NA,"12127",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Vogel) Benth.",NA,"66490","auto",NA,NA,NA
"20","2016-02-02 14:38:26-02","BGBM","B","B 10 0005704","S","Plantae","Leguminosae","Caesalpinia","stipularis","Caesalpinia stipularis",NA,"E. Pareira",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"B100005704","B100005704",NA,NA,NA,"8137",NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100005704 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-04-01 10:17:33-03","IPA","IPA","59176","S","Plantae","Leguminosae-Caes.","Pomaria","stipularis","Pomaria stipularis","Gagnon, E.","Silva, J.M.; Hatschbach, G.; Hatschbach, G.","1985","10","31","Brasil","Paraná","Balsa Nova","-49.6356010437012","-25.5839004516602",NA,NA,"IPA0059176","IPA0059176","2019","03","15","25","Serra São Luis. Campo junto a afloramento de arenito.",NA,NA,"Subarbusto 50cm, flor amarela.","Southern America",NA,NA,"Plantae",NA,"(Vogel) B.B. Simpson & G.P. Lewis",NA,"27346","auto",NA,NA,NA
"22","2019-08-27 13:29:14-03","IAP","PACA-AGP","86404","PreservedSpecimen","Plantae","Caesalpinaceae","Caesalpinia","stipularis","Caesalpinia stipularis","G. Hatschbach","J.M. Silva","2001","05","05","Brasil","PR","Porto Amazonas","-49.8903007507324","-25.5447006225586",NA,NA,"PACA086404",NA,"2001",NA,NA,"3438","BR-277, Recanto dos Papagaios-Amazonas.",NA,NA,"80cm de altura e flor amarela. Habitat: Campo limpo. Hábito: arbusto",NA,NA,NA,"Magnoliophyta","Fagales","(Vog.) Benth.","Magnoliatae","14684","auto",NA,NA,NA
"23","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0024652","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis","G. Lewis","J. M. Silva; O. S. Ribas","2001","10","5","Brazil","Parana",NA,"-49.8925","-25.5356",NA,NA,NA,NA,NA,NA,NA,"3488","Rod. BR-277, Recanto dos Papagaios (Mun. Porto Amazonas).",NA,NA,"Arbusto, 80cm, flor amarela.",NA,NA,NA,"Magnoliophyta","Fabales","(Vogel) B.B. Simpson & G.P. Lewis",NA,NA,NA,NA,NA,NA
"24","2019-11-21 14:36:59-03","UFJF","CESJ","38325","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis","G. Hatschbach","J.M. Silva; O.S. Ribas","2001","10","05","Brasil","Paraná","Porto Amazonas","-49.8903007507324","-25.5447006225586",NA,NA,"CESJ038325",NA,"2001",NA,NA,"3488","Recanto dos Papagaios, Rod. BR-277",NA,NA,"Arbusto, 80 cm, flor amarela. Campo limpo.","América do Sul",NA,NA,"Angiosperma",NA,"(Vogel) B.B.Simpson & G.P.Lewis",NA,"14684","auto",NA,NA,NA
"25","2021-03-16 17:51:59-03","UCS","HUCS","19462","PreservedSpecimen","Plantae","Fabaceae","Caesalpinia","stipularis","Caesalpinia stipularis","Hatschbach, G.","Silva, J.M.","2001","10","05","Brasil","Paraná","Porto Amazonas","-49.8903007507324","-25.5447006225586",NA,NA,NA,NA,"2001",NA,NA,"3488","Rod BR 277, Recanto dos Papagaios",NA,NA,"Herbario MBM; Campo limpo",NA,NA,NA,"Angiospermae","Fabales","(Vogel) Benth.",NA,"14684","auto",NA,NA,NA
"26","2021-03-16 17:52:16-03","UCS","HUCS","06121","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis","Bortoluzzi, R.L.C.","Cordeiro, J.","1989","03","09","Brasil","Paraná","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"2003","09",NA,"620","Recanto dos Papagaios",NA,NA,NA,NA,NA,NA,"Angiospermae","Fabales","(Vogel) B.B. Simpson & Lewis",NA,"35166","auto",NA,NA,NA
"27","2019-08-16 08:39:30-03","UTFPR","HCF","15438","S","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis","E. Barboza","J.T. Motta","2013","12","18","Brasil","PR","Palmeira","-49.768333","-25.465278","49°46'06 W","25°27'55 S",NA,NA,"2014","05","12","4145","Rio dos Papagaios","975","975","arbusto 1 m; flores amarelas. Campo limpo seco.",NA,NA,NA,NA,NA,"(Vogel) B.B.Simpson & G.P.Lewis",NA,NA,NA,NA,NA,NA
"28","2019-08-16 08:39:30-03","UTFPR","HCF","13260","S","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis","E. Barboza","M.G. Caxambu","2013","11","28","Brasil","PR","Tibagi","-50.257056","-24.580333","50°15'25,4 W","24°34'49,2 S",NA,NA,"2015",NA,NA,"5003","Sítio Sete Quedas","1042","1042","arbusto ca. 0,40 m, heliófito. Flores amarelas.",NA,NA,NA,NA,NA,"(Vogel) B.B.Simpson & G.P.Lewis",NA,NA,NA,NA,NA,NA
"29","2019-08-16 08:39:30-03","UTFPR","HCF","23679","S","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis","M.L. Brotto","J.M. Silva","2016","11","14","Brasil","PR","Mangueirinha","-52.178056","-26.0475","52°10'41 W","26°02'51 S",NA,NA,"2017","03","31","9620","Rio Marrecas, PCH do Tigre","890","890","subarbusto com 60 cm de altura; flor amarela. Em barranco.",NA,NA,NA,NA,NA,"(Vogel) B.B.Simpson & G.P.Lewis",NA,NA,NA,NA,NA,NA
"30","2019-08-16 08:39:30-03","UTFPR","HCF","562","S","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis","M.G. Caxambu","E.A. Maieski","2003","11","24","Brasil","PR","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"2012","04","26","11","Cerrado",NA,NA,"planta arbustiva, ereta, lenhosa. Com flores amarelas e frutos densamente pubescentes.",NA,NA,NA,NA,NA,"(Vogel) B.B.Simpson & G.P.Lewis",NA,"44368","auto",NA,NA,NA
"31","2019-08-16 08:39:30-03","UTFPR","HCF","4173","S","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis","M.G. Caxambu","M.G. Caxambu","2006","07","24","Brasil","PR","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"2012","04","26","1116","Rio dos Papagaios",NA,NA,"arbusto ramificado, heliófito, com flores amarelas, em área de campo queimado.",NA,NA,NA,NA,NA,"(Vogel) B.B.Simpson & G.P.Lewis",NA,"35166","auto",NA,NA,NA
"32","2019-08-16 08:39:30-03","UTFPR","HCF","20067","S","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis",NA,"L.P. Amaral-Neto","2011","10","11","Brasil","PR","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,NA,NA,"35","Parque Estadual de Vila Velha",NA,NA,"herbácea, flor amarela com a pétala do vexilo com linhas vermelhas, Campos Gerais, campo próximo à Casa da Lagoa Dourada, floresceram várias após uma queimada.",NA,NA,NA,NA,NA,"(Vogel) B.B.Simpson & G.P.Lewis",NA,"46557","auto",NA,NA,NA
"33","2020-12-21 16:27:51-03","MBM","MBM","408929","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis","Brotto, M.L.","Silva, J.M.; Bayeri, I.; Noguchi, G.; Bayeri, I.; Noguchi, G.","2016","11","14","Brazil","Paraná","Mangueirinha","-52.178056","-26.0475","-52.178056","-26.0475","MBM408929","MBM408929","2017","03","31","9620","PCH Tigre, Rio Marreca","890","890","Subarbusto com 60 cm de altura; flor amarela.; Em barranco.","Southern America",NA,NA,NA,NA,"(Vogel) B.B. Simpson & G.P. Lewis",NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:27:51-03","MBM","MBM","265274","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis","Bortoluzzi, R.","Silva, J.M.; Ribas, O.S.; Ribas, O.S.","2001","10","05","Brazil","Paraná","Porto Amazonas","-49.8903007507324","-25.5447006225586",NA,NA,"MBM265274","MBM265274","2009","07","18","3488","Rod. BR-277, Recanto dos Papagaios",NA,NA,"Arbusto, 80 cm, flor amarela. Campo limpo","Southern America",NA,NA,NA,NA,"(Vogel) B.B. Simpson & G.P. Lewis",NA,"14684","auto",NA,NA,NA
"35","2020-12-21 16:27:51-03","MBM","MBM","12687","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis","Bortoluzzi, R.","Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Almirante Tamandaré","-49.310001373291","-25.3246994018555",NA,NA,"MBM012687","MBM012687","2009","07","18","22441","Almirante Tamandaré",NA,NA,"Arbusto 1m, flor amarela, orla campo pedregoso, encosta de morro","Southern America",NA,NA,NA,NA,"(Vogel) B.B. Simpson & G.P. Lewis",NA,"18684","auto",NA,NA,NA
"36","2020-12-21 16:27:51-03","MBM","MBM","67676","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis","Bortoluzzi, R.","Oliveira, P.I.",NA,NA,NA,"Brazil","Paraná","Balsa Nova","-49.6356010437012","-25.5839004516602",NA,NA,"MBM067676","MBM067676","2009","07","18","269","São Luís do Purunã",NA,NA,"Arbusto 1,50m, flor amarela, do campo sujo","Southern America",NA,NA,NA,NA,"(Vogel) B.B. Simpson & G.P. Lewis",NA,"27346","auto",NA,NA,NA
"37","2020-12-21 16:27:51-03","MBM","MBM","104767","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis","Bortoluzzi, R.","Silva, J.M.; et al.; et al.",NA,NA,NA,"Brazil","Paraná","Balsa Nova","-49.6356010437012","-25.5839004516602",NA,NA,"MBM104767","MBM104767","2009","07","18","25","Serra São Luís",NA,NA,"Subarbusto 50cm, flor amarela. Campo, junto a afloramentos de arenito","Southern America",NA,NA,NA,NA,"(Vogel) B.B. Simpson & G.P. Lewis",NA,"27346","auto",NA,NA,NA
"38","2020-12-21 16:27:51-03","MBM","MBM","31302","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis","Bortoluzzi, R.","Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Campo Largo","-49.5283012390137","-25.4585990905762",NA,NA,"MBM031302","MBM031302","2009","07","18","1640","Rio Papagaios",NA,NA,"Sub-arbusto do campo; flor amarela","Southern America",NA,NA,NA,NA,"(Vogel) B.B. Simpson & G.P. Lewis",NA,"53742","auto",NA,NA,NA
"39","2020-12-21 16:27:51-03","MBM","MBM","67678","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis","Bortoluzzi, R.","Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,"MBM067678","MBM067678","2009","07","18","43405","Jaguariaíva, arredores",NA,NA,"Arbusto 1m, flor amarela, campo limpo","Southern America",NA,NA,NA,NA,"(Vogel) B.B. Simpson & G.P. Lewis",NA,"44368","auto",NA,NA,NA
"40","2020-12-21 16:27:51-03","MBM","MBM","17455","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis","Bortoluzzi, R.","Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Marmeleiro","-53.0261001586914","-26.1494007110596",NA,NA,"MBM017455","MBM017455","2009","07","18","26395","Estrada Marmeleiro - Campo Erê",NA,NA,"Arbusto 1m, flor amarela com nervuras vermelhas, Campo","Southern America",NA,NA,NA,NA,"(Vogel) B.B. Simpson & G.P. Lewis",NA,"27396","auto",NA,NA,NA
"41","2020-12-21 16:27:51-03","MBM","MBM","5747","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis","Bortoluzzi, R.","Lindeman, J.; et al.; et al.",NA,NA,NA,"Brazil","Paraná","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,"MBM005747","MBM005747","2009","07","18","2707","7km W de Palmeira","960","960","Cálice com pelos glandulares pretos, corola amarela, pétalo superior com linéolas prateadas, anteras pretas. Solo limoso vermelho com camada turfosa","Southern America",NA,NA,NA,NA,"(Vogel) B.B. Simpson & G.P. Lewis",NA,"35166","auto",NA,NA,NA
"42","2020-12-21 16:27:51-03","MBM","MBM","31304","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis","Bortoluzzi, R.","Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,"MBM031304","MBM031304","2009","07","18","6340","Estrada de rodagem Ponta Grossa - Palmeira",NA,NA,"Subarbusto de campo limpo, flor amarela","Southern America",NA,NA,NA,NA,"(Vogel) B.B. Simpson & G.P. Lewis",NA,"35166","auto",NA,NA,NA
"43","2020-12-21 16:27:51-03","MBM","MBM","212006","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis","Bortoluzzi, R.","Dombrowski, L.T.",NA,NA,NA,"Brazil","Paraná","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,"MBM212006","MBM212006","2009","07","18","9814","Recanto dos Papagaios",NA,NA,"Em campo, frequente","Southern America",NA,NA,NA,NA,"(Vogel) B.B. Simpson & G.P. Lewis",NA,"35166","auto",NA,NA,NA
"44","2020-12-21 16:27:51-03","MBM","MBM","128796","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis","Bortoluzzi, R.","Cordeiro, J.; Silva, J.M.; Silva, J.M.",NA,NA,NA,"Brazil","Paraná","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,"MBM128796","MBM128796","2009","07","18","620","Recanto dos Papagaios",NA,NA,"Subarbusto 70 cm, flor amarela. Campo limpo, seco","Southern America",NA,NA,NA,NA,"(Vogel) B.B. Simpson & G.P. Lewis",NA,"35166","auto",NA,NA,NA
"45","2020-12-21 16:27:51-03","MBM","MBM","28052","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis","Bortoluzzi, R.","Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"MBM028052","MBM028052","2009","07","18","32960","Fazenda Cambiju",NA,NA,"Subarbusto 50cm, flor amarela, campo limpo, seco","Southern America",NA,NA,NA,NA,"(Vogel) B.B. Simpson & G.P. Lewis",NA,"46557","auto",NA,NA,NA
"46","2020-12-21 16:27:51-03","MBM","MBM","133260","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis","Bortoluzzi, R.","Cervi, A.C.; et al.; et al.",NA,NA,NA,"Brazil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"MBM133260","MBM133260","2009","07","18","2895","Parque Vila Velha",NA,NA,"Subarbusto xilopodífero, 80 cm, do campo seco, limpo. Flores amarelas","Southern America",NA,NA,NA,NA,"(Vogel) B.B. Simpson & G.P. Lewis",NA,"46557","auto",NA,NA,NA
"47","2020-12-21 16:27:51-03","MBM","MBM","389004","PreservedSpecimen","Plantae","Fabaceae","Pomaria","stipularis","Pomaria stipularis","Barboza, E.","Motta, J.T.; Dombrowski, L.T.; Cordeiro, J.; Saridakis, D.P.; Dombrowski, L.T.; Cordeiro, J.; Saridakis, D.P.","2013","12","18","Brazil","Paraná","Palmeira","-49.768333","-25.465278","-49.768333","-25.465278","MBM389004","MBM389004","2014","05","12","4145","Recanto dos Papagaios","957","957","Arbusto, 1m; flores amarelas.; Campo limpo seco.","Southern America",NA,NA,NA,NA,"(Vogel) B.B. Simpson & G.P. Lewis",NA,NA,NA,NA,NA,NA
