"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","continentOcean","country","preparationType","occurrenceRemarks","barcode","imagecode","stateProvince","locality","year","month","day","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","scientificNameAuthorship","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","typeStatus","fieldNumber","individualCount"
"11","2014-10-14 15:57:03-03","BS","M","M-0171380","S","Plantae","Magnoliophyta","Myrtales","Onagraceae","Ludwigia","anastomosans","Ludwigia anastomosans",NA,"Martius, C.F.P. von",NA,NA,"Brasil",NA,NA,"M0171380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(DC.) H.Hara",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","NOTATYPE",NA,NA
"12","2014-10-14 15:57:03-03","BS","M","M-0171381","S","Plantae","Magnoliophyta","Myrtales","Onagraceae","Ludwigia","anastomosans","Ludwigia anastomosans",NA,"Martius, C.F.P. von",NA,NA,"Brasil",NA,NA,"M0171381",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(DC.) H.Hara",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","NOTATYPE",NA,NA
"13","2019-11-01 15:28:29-03","PUC-RIO","FCAB","2021","PreservedSpecimen","Plantae",NA,"Angiospermae","Onagraceae","Ludwigia","anastomosans","Ludwigia anastomosans",NA,"P. Capell S.J.","s.n.",NA,"Brasil",NA,"de água.","002021",NA,"Rio de Janeiro","Monnerat","1952","04",NA,"Duas Barras","-42.5217018127441","-22.0510997772217","18303","auto","(DC.) H.Hara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2015-09-04 22:50:08-03","MNHN","RECOLNAT_MNHN_P","P05322734","PreservedSpecimen",NA,NA,NA,"Onagraceae","Ludwigia","anastomosans","Ludwigia anastomosans",NA,"Martius",NA,NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05322734' target='other'> <mi>dwc_moreinfo</mi></a>","P05322734","P05322734_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(DC.) H.Hara",NA,NA,NA,NA,NA,NA,NA,NA,NA,"993",NA
"15","2015-09-04 22:50:08-03","MNHN","RECOLNAT_MNHN_P","P05322735","PreservedSpecimen",NA,NA,NA,"Onagraceae","Ludwigia","anastomosans","Ludwigia anastomosans",NA,"Glaziou, A.",NA,NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05322735' target='other'> <mi>dwc_moreinfo</mi></a>","P05322735","P05322735_01","Minas Gerais","Brésil. (Minas Geraes) Campo de S. João (Ouro Preto)","1884","2","12",NA,NA,NA,NA,NA,"(DC.) H.Hara",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14705",NA
"16","2015-11-07 00:52:47-02","MNHN","RECOLNAT_MNHN_P","P01819456","PreservedSpecimen",NA,NA,NA,"Onagraceae","Ludwigia","anastomosans","Ludwigia anastomosans","Zardini","Saint-Hilaire, A. de",NA,NA,"Brésil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01819456' target='other'> <mi>dwc_moreinfo</mi></a>","P01819456","P01819456_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(DC.) H.Hara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2015-11-07 00:48:11-02","MNHN","RECOLNAT_MNHN_P","P01819457","PreservedSpecimen",NA,NA,NA,"Onagraceae","Ludwigia","anastomosans","Ludwigia anastomosans","Zardini","Saint-Hilaire, A. de",NA,NA,"Brésil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01819457' target='other'> <mi>dwc_moreinfo</mi></a>","P01819457","P01819457_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(DC.) H.Hara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2015-09-04 22:50:08-03","MNHN","RECOLNAT_MNHN_P","P05322733","PreservedSpecimen",NA,NA,NA,"Onagraceae","Ludwigia","anastomosans","Ludwigia anastomosans",NA,"Mexia, Y.",NA,NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05322733' target='other'> <mi>dwc_moreinfo</mi></a>","P05322733","P05322733_01","Minas Gerais","Casca. Fazenda de Coco de Ouro, Lagoa.","1930","8","28",NA,NA,NA,NA,NA,"(DC.) H.Hara",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5016",NA
"19","2021-02-12 16:53:51-03","UFMG","BHCB","181496","PreservedSpecimen","Plantae","Dicotyledon",NA,"Onagraceae","Ludwigia","anastomosans","Ludwigia anastomosans",NA,"Tameirão Neto, E; Mansur, T","5296","Southern America","Brasil",NA,"Arbustivo; flor amarela; Campo hidromórfico","BHCB037905",NA,"Minas Gerais",NA,"2013","07","04","Rio Acima","-43.691422","-20.098808",NA,NA,"(DC.) H.Hara","2019","06","17","-43.691422","-20.098808",NA,NA,NA,NA,NA,NA
"20","2021-02-12 16:53:51-03","UFMG","BHCB","12100","PreservedSpecimen","Plantae","Dicotyledon",NA,"Onagraceae","Ludwigia","anastomosans","Ludwigia anastomosans",NA,"Grandi, TSM; Madalena; Laila","305","Southern America","Brasil",NA,"Paludoso; herbáceo.; Margem de rio","BHCB047044",NA,"Minas Gerais",NA,"1980","07","13","Baldim","-43.956901550293","-19.2882995605469","31129","auto","(DC.) H.Hara","2019","09","19",NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-12-11 11:39:51-03","UFMG","BHCB","72305","PreservedSpecimen","Plantae","Dicotyledon",NA,"Onagraceae","Ludwigia","anastomosans","Ludwigia anastomosans",NA,"Barreto, HLM","11375","Southern America","Brasil",NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,"Santos Dumont","-43.5525016784668","-21.4566993713379","25699","auto","(DC.) H.Hara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-02-12 16:53:51-03","UFMG","BHCB","34622","PreservedSpecimen","Plantae","Dicotyledon",NA,"Onagraceae","Ludwigia","anastomosans","Ludwigia anastomosans",NA,"Antonini, Y","87","Southern America","Brasil",NA,"Árvore de pequeno porte, flores amarelas, com 4 pétalas, folha coriácea de bordo serrilhado; borda de brejo","BHCB047092",NA,"Minas Gerais","Estação Ecológica da UFMG","1997","03","27","Belo Horizonte","-43.937801361084","-19.9207992553711","17082","auto","(DC.) H.Hara","2019","06","17",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-02-12 16:53:51-03","UFMG","BHCB","39345","PreservedSpecimen","Plantae","Dicotyledon",NA,"Onagraceae","Ludwigia","anastomosans","Ludwigia anastomosans",NA,"Brina, AE","s.n.","Southern America","Brasil",NA,"Campo cerrado","BHCB046983",NA,"Minas Gerais","Serra de São José",NA,NA,NA,"Tiradentes","-44.1781005859375","-21.1103000640869","10355","auto","(DC.) H.Hara","2019","06","28",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-02-12 16:53:51-03","UFMG","BHCB","39347","PreservedSpecimen","Plantae","Dicotyledon",NA,"Onagraceae","Ludwigia","anastomosans","Ludwigia anastomosans",NA,"Brina, AE","s.n.","Southern America","Brasil",NA,"campo cerrado","BHCB047094",NA,"Minas Gerais","Serra de São José",NA,NA,NA,"Tiradentes","-44.1781005859375","-21.1103000640869","10355","auto","(DC.) H.Hara","2019","06","28",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-02-12 16:53:51-03","UFMG","BHCB","39344","PreservedSpecimen","Plantae","Dicotyledon",NA,"Onagraceae","Ludwigia","anastomosans","Ludwigia anastomosans",NA,"Brina, AE","s.n.","Southern America","Brasil",NA,"Brejo em campo cerrado","BHCB046984",NA,"Minas Gerais","Serra de São José",NA,NA,NA,"Tiradentes","-44.1781005859375","-21.1103000640869","10355","auto","(DC.) H.Hara","2019","06","28",NA,NA,NA,NA,NA,NA,NA,NA
"26","2011-02-18 15:11:00-02","MO","MOBOT","3304759","PreservedSpecimen","Plantae",NA,NA,"Onagraceae","Ludwigia","anastomosans","Ludwigia anastomosans",NA,"Apparicio P. Duarte","Duarte 2424","South America","Brazil",NA,NA,NA,NA,"Rio de Janeiro","Sao Sebastiao da Campina, Minas.","1949",NA,NA,NA,NA,NA,NA,NA,"(DC.) H. Hara",NA,NA,NA,NA,NA,"1100.00000000",NA,NA,NA,NA,NA
"27","2008-05-27 22:02:00-03","MO","MOBOT","336885","PreservedSpecimen","Plantae",NA,NA,"Onagraceae","Ludwigia","anastomosans","Ludwigia anastomosans","E. Zardini (MO)","Elsa M. Zardini|Alwyn H. Gentry","Zardini 2175","South America","Brazil",NA,NA,NA,NA,"Minas Gerais","Serra de Caraça, Parque Natural de Caraça, trail to Cascatinha. Growing with bamboo along black water stream, elev. 1300 m.","1985","1","16",NA,NA,NA,NA,NA,"(DC.) H. Hara",NA,NA,NA,NA,NA,"1300.00000000",NA,NA,NA,"85-25","15"
"28","2020-08-31 09:08:15-03","INPA","INPA","149638","S","Plantae","Dicotyledon Com-Clade","Myrtales","Onagraceae","Ludwigia","anastomosans","Ludwigia anastomosans","Zardini, EM","Zardini, EM","2175","Southern America","Brasil",NA,NA,"INPA0149638","INPA0149638 INPA0149638_e","Minas Gerais","Serra de Canaça, parque natural de Canaça, trail to Cascatinha","1985","01","16",NA,NA,NA,NA,NA,"(DC.) H.Hara","1985",NA,NA,NA,NA,"1300","1300",NA,NA,NA,NA
"29","2019-06-10 10:11:19-03","FZB-BH","BHZB","10415","S","Plantae",NA,NA,"Onagraceae","Ludwigia","anastomosans .","Ludwigia anastomosans .",NA,"Ferreira Junior, C.A. et al.","1362",NA,"Brasil",NA,"Planta ereta de 1,5 m de altura. Folhas verdes com pecíolo e nervura central avermelhada.Com duplicata",NA,NA,"MG","RPPN do Caraça, Serra do caraça, Reservatório de água próximo a casa do pesquisador","2014","02","26","Catas Altas","-43.4075012207031","-20.0746994018555","11966","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-09-12 05:00:02-03","US","US",NA,"MachineObservation","Plantae",NA,"Myrtales","Onagraceae","Ludwigia","anastomosans","Ludwigia anastomosans",NA,"E. M. Zardini & A. H. Gentry","2175","South America - Neotropics","Brazil","Photograph",NA,NA,NA,NA,"Minas Gerais, Serra de Caraca, Parque Natural de Caraca, trail to Cascatinha","1985","1","16",NA,NA,NA,NA,NA,"(DC.) H. Hara",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"31","2020-09-12 05:00:02-03","US","US",NA,"MachineObservation","Plantae",NA,"Myrtales","Onagraceae","Ludwigia","anastomosans","Ludwigia anastomosans",NA,"E. M. Zardini & A. H. Gentry","2175","South America - Neotropics","Brazil","Photograph",NA,NA,NA,NA,"Minas Gerais, Serra de Caraca, Parque Natural de Caraca, trail to Cascatinha","1985","1","16",NA,NA,NA,NA,NA,"(DC.) H. Hara",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"32","2020-09-12 05:00:02-03","US","US","1997206","PreservedSpecimen","Plantae",NA,"Myrtales","Onagraceae","Ludwigia","anastomosans","Ludwigia anastomosans",NA,"A. Macedo","2386","South America","Brazil",NA,NA,"US01356162","US01356162_01",NA,"S. Vicente. Municipio Jtuiatulu, Estado Mg. [interpreted]","1950","5","13",NA,NA,NA,NA,NA,"(DC.) H. Hara",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"33","2019-09-04 18:57:29-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Onagraceae","Jussiaea","anastomosans","Jussiaea anastomosans",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Type [status unknown]",NA,NA
"34","2020-07-23 12:17:00-03","CEPLAC","CEPEC","115455","PreservedSpecimen","Plantae",NA,NA,"Onagraceae","Ludwigia","anastomosans","Ludwigia anastomosans","Sem Informação","Zardini, E.","2175",NA,"Brasil",NA,NA,NA,NA,"Minas Gerais","Serra de Caraça. Parque Natural de Caraça, caminho para Cascatinha. Growing with bamboo along black water stream.","1985","01","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-12 17:02:09-03","UEL","FUEL","10343","PreservedSpecimen","Plantae","Tracheophyta","Myrtales","Onagraceae","Ludwigia","anastomosans","Ludwigia anastomosans","Vieira, AOS","Vasco; Krieger, L; et al.","11958",NA,"Brasil",NA,NA,"FUEL006503",NA,"Minas Gerais","Pedra do Sino","1972","12","09","Lafaiete",NA,NA,NA,NA,"(DC.) H.Hara","2008","12","10",NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-12 17:02:09-03","UEL","FUEL","39827","PreservedSpecimen","Plantae","Tracheophyta","Myrtales","Onagraceae","Ludwigia","anastomosans","Ludwigia anastomosans","Vieira, AOS","Mota, NFO; Viana, PL","495",NA,"Brasil",NA,NA,"FUEL006502",NA,"Minas Gerais","Pedra do Sino Hotel Fazenda, BR 40 km 6: Trilha da Matinha.","2005","12","29","Carandaí","-43.814167","-20.8825",NA,NA,"(DC.) H.Hara","2006","11","21","-43.814167","-20.8825","1000","1000",NA,NA,NA,NA
"37","2020-11-12 17:02:09-03","UEL","FUEL","42951","PreservedSpecimen","Plantae","Tracheophyta","Myrtales","Onagraceae","Ludwigia","anastomosans","Ludwigia anastomosans","Vieira, AOS","Pedreira, G","s.n.",NA,"Brasil",NA,NA,"FUEL006512",NA,"Minas Gerais","Parque Estadual do Itacolomi","2008","01","20",NA,NA,NA,NA,NA,"(DC.) H.Hara","2008","05","16",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-12 17:02:09-03","UEL","FUEL","46787","PreservedSpecimen","Plantae","Tracheophyta","Myrtales","Onagraceae","Ludwigia","anastomosans","Ludwigia anastomosans","Fonseca, ML","Sousa Silva, S; Freire, EC; Pereira, JDA","245",NA,"Brasil",NA,NA,"FUEL009035",NA,"Goiás","Bacia do rio Caiapó, rio São José, floresta de galeria; ponto 20","2007","07","31","Caiapõnia","-51.556111","-17.043056",NA,NA,"(DC.) H.Hara","2007","11",NA,"-51.556111","-17.043056",NA,NA,NA,NA,NA,NA
"39","2020-11-12 17:02:09-03","UEL","FUEL","25704","PreservedSpecimen","Plantae","Tracheophyta","Myrtales","Onagraceae","Ludwigia","anastomosans","Ludwigia anastomosans","Vieira, AOS","Vieira, MF; et al.","359",NA,"Brasil",NA,NA,"FUEL006501",NA,"Paraná","Estouro, Subindo para a pedra do Boné, próximo a porteira na entrada da Mata do Rochedo","1986","04","04","Arapongas","-51.4244003295898","-23.4193992614746","18630","auto","(DC.) H.Hara","1999","02","22",NA,NA,NA,NA,NA,NA,NA,NA
"40","2017-09-11 17:11:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Onagraceae","Jussiaea","anastomosans","Jussiaea anastomosans",NA,"Martius, C","s.n.","Southern America","Brazil",NA,NA,NA,"P13P2N0029","Minas Gerais","Habitat in prov. Minas Geraës",NA,NA,NA,NA,NA,NA,NA,NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2017-09-11 17:11:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Onagraceae","Jussiaea","anastomosans","Jussiaea anastomosans",NA,"Warming, JEB","s.n.","Southern America","Brazil",NA,NA,NA,"P13P2N0029",NA,"Serra da Piedade",NA,NA,NA,NA,NA,NA,NA,NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2017-09-11 17:11:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Onagraceae","Jussiaea","anastomosans","Jussiaea anastomosans",NA,"St.-Hil, A","s.n.","Southern America","Brazil",NA,NA,NA,"P13P2N0029","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2017-09-11 17:11:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Onagraceae","Jussiaea","anastomosans","Jussiaea anastomosans",NA,"Langsdorff, GB","s.n.","Southern America","Brazil",NA,NA,NA,"P13P2N0029","Minas Gerais","Habitat in prov. Minas Geraës",NA,NA,NA,NA,NA,NA,NA,NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2017-09-11 17:11:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Onagraceae","Jussiaea","anastomosans","Jussiaea anastomosans",NA,"Sellow, F","s.n.","Southern America","Brazil",NA,NA,NA,"P13P2N0029",NA,"loco Brasiliae meridionalis non indicato",NA,NA,NA,NA,NA,NA,NA,NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2017-09-11 17:11:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Onagraceae","Jussiaea","anastomosans","Jussiaea anastomosans",NA,"Langsdorff, GB","s.n.","Southern America","Brazil",NA,NA,NA,"P13P2N0029","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2017-09-11 17:11:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Onagraceae","Jussiaea","anastomosans","Jussiaea anastomosans",NA,"Sello, HL","s.n.","Southern America","Brazil",NA,NA,NA,"P13P2N0029",NA,"loco Brasiliae meridionalis non indicato",NA,NA,NA,NA,NA,NA,NA,NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2017-09-11 17:11:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Onagraceae","Jussiaea","anastomosans","Jussiaea anastomosans",NA,"St.-Hil, A","s.n.","Southern America","Brazil",NA,NA,NA,"P13P2N0029","Minas Gerais","Habitat in prov. Minas Geraës",NA,NA,NA,NA,NA,NA,NA,NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2017-09-11 17:11:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Onagraceae","Jussiaea","anastomosans","Jussiaea anastomosans",NA,"Martius, CFP","s.n.","Southern America","Brazil",NA,NA,NA,"P13P2N0029","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2017-09-11 17:11:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Onagraceae","Jussiaea","anastomosans","Jussiaea anastomosans",NA,"Warming, JEB","s.n.","Southern America","Brazil",NA,NA,NA,"P13P2N0029","Minas Gerais","in Serra da Piedade",NA,NA,NA,NA,NA,NA,NA,NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-11-26 10:01:02-03","IBt","SP","383935","S","Plantae",NA,NA,"Onagraceae","Ludwigia","anastomosans","Ludwigia anastomosans",NA,"Zardini, E","2175",NA,"Brasil",NA,NA,NA,NA,"Minas Gerais","Serra do Caraça","1985","01","16",NA,NA,NA,NA,NA,"(DC.) H.Hara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-04-15 17:20:09-03","IBt","SP","252314","S","Plantae",NA,NA,"Onagraceae","Ludwigia","anastomosans","Ludwigia anastomosans",NA,"Ribeiro, W","s.n.",NA,"Brasil",NA,NA,NA,NA,"São Paulo",NA,"1991","06","09","São Paulo","-46.6300010681152","-23.5400009155273","53584","auto","(DC.) H.Hara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2015-09-20 18:43:32-03","UM","RECOLNAT_UM_MPU","MPU011211","PreservedSpecimen",NA,NA,NA,"Onagraceae","Jussiaea","anastomosans","Jussiaea anastomosans","Cambessèdes","Saint-Hilaire, A. de",NA,NA,"Brésil","hb","Ce n'est pas un type. Matériel intéressant <a href='http://coldb.mnhn.fr/catalognumber/um/mpu/mpu011211' target='other'> <mi>dwc_moreinfo</mi></a>","MPU011211","MPU011211_01 MPU011211_02",NA,"s.l.",NA,NA,NA,NA,NA,NA,NA,NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"420",NA
