"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","class","dayIdentified","individualCount"
"11","2020-06-29 09:32:02-03","UFRRJ","RBR","26506","S","Plantae",NA,NA,"Rubiaceae","Simira","grazielae","Simira grazielae","Peixoto",NA,"M. Rosa","192","1984","07","28",NA,"Brasil","Espírito Santo","Linhares","Reserva Florestal da CVRD","-40.0722007751465","-19.3910999298096",NA,NA,"RBR00026506",NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-06-29 09:32:02-03","UFRRJ","RBR","26498","S","Plantae",NA,NA,"Rubiaceae","Simira","grazielae","Simira grazielae","Peixoto","A.L. Peixoto","A.L. Peixoto","1536","1979","12","16",NA,"Brasil","Espírito Santo","Linhares","'Reserva Florestal da CVRD, estrada X-2.'","-40.0722007751465","-19.3910999298096",NA,NA,"RBR00026498",NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-06-29 09:32:02-03","UFRRJ","RBR","1415","S","Plantae",NA,NA,"Rubiaceae","Simira","grazielae","Simira grazielae","Peixoto","A.L. Peixoto","I.A. Silva","035/79","1979","10","12",NA,"Brasil","Espírito Santo","Linhares","Estrada X-1, Km 6,950, lado direito. 25 m antes da torre.","-40.0722007751465","-19.3910999298096",NA,NA,"RBR00001415","RBR00001415 RBR00001415_1","Isotipo","48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-07-10 09:49:14-03","MBML","MBML-HERBARIO","44582",NA,"Plantae",NA,NA,"Rubiaceae","Simira","grazielae","Simira grazielae","A.L. Peixoto",NA,"J. G. Kuhlmann","427","1930","09","30",NA,"Brasil","Espírito Santo","Linhares","Córrego do Durão, Vale do Rio Doce","-40.0722007751465","-19.3910999298096",NA,"Árvore de 10-15m alt., madeira amarela","MBML044582","MBML044582","PARATIPO","48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-07-10 09:49:14-03","MBML","MBML-HERBARIO","46488",NA,"Plantae",NA,NA,"Rubiaceae","Simira","cf. grazielae","Simira cf. grazielae","Peixoto","J. Gurtler/2018","A. M. Assis; M.D.S. Demuner & R. S. Cribari","2370","2009","03","28",NA,"Brasil","Espírito Santo","Nova Venécia","APA Pedra do Elefante - Fazenda Santa Rita - trilha dos motoqueiros","-40.435833","-18.7825",NA,"Árvore 15m, frutos verdes","MBML046488",NA,NA,NA,NA,NA,NA,"190","190","40W26'9","18S46'57",NA,NA,NA
"16","2021-02-25 10:12:24-03","CVRD","CVRD","15775","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Simira","grazielae","Simira grazielae","Peixoto","Geovane S. Siqueira","Siqueira, G.S.","1189","2017","09","06","América do Sul","BRASIL","ES","Linhares",NA,"-40.05625","-19.151833",NA,"estrada do Ipê roxo, antiga Flamengo <ll>dwc_commonname:</ll> Arariba vermelha","CVRD015775",NA,NA,NA,NA,"2017","09","63","63","40°03'22.5W","19°09'06.6S","Magnoliopsida","11",NA
"17","2021-02-25 10:12:24-03","CVRD","CVRD","8786","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Simira","grazielae","Simira grazielae","Peixoto","Geovane S. Siqueira","Folli, D.A.","4871","2004","06","24","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"Coleta confirmada por Margalho, L.F 01/10/2014 <ll>dwc_commonname:</ll> Arariba vermelha","CVRD008786","CVRD008786",NA,"48094","auto","2014","05",NA,NA,NA,NA,"Magnoliopsida","22",NA
"18","2021-02-25 10:12:24-03","CVRD","CVRD","12028","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Simira","grazielae","Simira grazielae","Peixoto","Geovane S. Siqueira","Folli, D.A.","6255","2008","12","13","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"confirmada por Margalho, L.F. 01/10/2014 <ll>dwc_commonname:</ll> Arariba vermelha","CVRD012028",NA,NA,"48094","auto","2014","05",NA,NA,NA,NA,"Magnoliopsida","22",NA
"19","2021-02-25 10:12:24-03","CVRD","CVRD","357","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Simira","grazielae","Simira grazielae","Peixoto","Ariane Luna Peixoto","Silva, I.A.","85","1979","10","12","América do Sul","BRASIL","ES","Linhares","25m antes da Torre, próximo a uma Sapucaia mirim e uma Bomba d'água.","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Arariba vermelha","CVRD000357","CVRD000357","HOLOTYPUS","48094","auto","1980","07",NA,NA,NA,NA,"Magnoliopsida","05",NA
"20","2021-02-25 10:12:24-03","CVRD","CVRD","4912","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Simira","grazielae","Simira grazielae","Peixoto","Geovane S. Siqueira","Folli, D.A.","2288","1994","04","12","América do Sul","BRASIL","ES","Linhares","Ao lado do aceiro com a antiga fazenda em Santa Terezinha.","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Arariba vermelha","CVRD004912","CVRD004912",NA,"48094","auto","2014","05",NA,NA,NA,NA,"Magnoliopsida","22",NA
"21","2021-02-25 10:12:24-03","CVRD","CVRD","14695","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Simira","grazielae","Simira grazielae","Peixoto","Domingos A. Folli","Folli, D.A.","7151","2013","12","10","América do Sul","BRASIL","ES","Linhares","Mata ciliar","-40.0722007751465","-19.3910999298096",NA,"Confirmada por Margalho, L.F. 01/10/2014 <ll>dwc_commonname:</ll> Arariba vermelha","CVRD014695",NA,NA,"48094","auto","2013","12","68","68",NA,NA,"Magnoliopsida","10",NA
"22","2021-02-25 10:12:24-03","CVRD","CVRD","8610","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Simira","grazielae","Simira grazielae","Peixoto","Geovane S. Siqueira","Folli, D.A.","4761","2004","03","09","América do Sul","BRASIL","ES","Linhares","RFL-089/86 B.1 P. 1","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Arariba vermelha","CVRD008610","CVRD008610",NA,"48094","auto","2014","05",NA,NA,NA,NA,"Magnoliopsida","22",NA
"23","2020-09-02 16:39:09-03","Cenargen","CEN","69014","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Simira","grazielae","Simira grazielae","Peixoto","L. P. Queiroz","Luciano Paganucci de Queiroz","7981","2003","11","27",NA,"Brasil","BA","REMANSO","Entrada para Lagoinha, cerca de 100 da entrada.","-41.375833",NA,"Exsicatas","Arbusto ca. 1,5 m alt., muito ramificado. Folhas papiráceas. Botões verdes com ápice rosado. DNA. Doação do Herbário da Universidade Estadual de Feira de Santana - HUEFS (78900). Feira de Santana - Bahia.","CEN00069014","CEN00069014",NA,NA,NA,"2003","11","427","427","-41.375833","-93494444.0",NA,NA,"1"
"24","2020-09-02 16:39:09-03","Cenargen","CEN","69039","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Simira","grazielae","Simira grazielae","Peixoto","L. P. Queiroz","Luciano Paganucci de Queiroz","8056","2003","11","29",NA,"Brasil","BA","CASA NOVA","Estrada para a Fazenda Santarém.","-40.9707984924316","-9.16193962097168","Exsicatas","Árvore ca. 2 à 4 m alt. Folhas cartáceas, estípulas semi-persistentes, castanhas. Flores com cálice verde, corola creme-esverdeada, estames brancos. Polinizada por abelhas. DNA. Doação do Herbário da Universidade Estadual de Feira de Santana - HUEFS (78971). Feira de Santana - Bahia.","CEN00069039","CEN00069039",NA,"116505","auto","2003","11","430","430","-41371388.0","-93355555.0",NA,NA,"1"
"25","2019-10-07 09:14:55-03","UEFS","HUEFS","60594","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Simira","grazielae","Simira grazielae","Peixoto","M.R.Barbosa","Queiroz, L.P.de","7074","2002","06","15",NA,"Brasil","Bahia","Livramento do Brumado","Ca. 6 km W da estrada Livramento para Brumado, entrando ca. 13,4 Km S de Livramento.","-41.834444","-13.788056",NA,"Caatinga arbórea com solo arenoso.","HUEFS0060594","HUEFS0060594",NA,NA,NA,"2002",NA,"498","498","41W50'4''","13S47'17''","Asteranae",NA,NA
"26","2019-10-07 09:14:55-03","UEFS","HUEFS","98431","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Simira","grazielae","Simira grazielae","Peixoto",NA,"Nunes, T.S.","1266","2005","07","30",NA,"Brasil","Bahia","Jaguarari","Flamengo. Serra das Umburanas.","-40.228611","-10.105833",NA,"Área de caatinga aberta em torno da Serra.","HUEFS0098431","HUEFS0098431",NA,NA,NA,NA,NA,"546","546","40W13'43''","10S6'21''","Asteranae",NA,NA
"27","2020-07-23 12:21:25-03","CEPLAC","CEPEC","146066","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Simira","grazielae","Simira grazielae",NA,"J. G. Kuhlmann","J. G. Kuhlmann","427","1930","09","30",NA,"Brasil","Espírito Santo","LINHARES","Córrego do Durão. Vale do Rio Doce.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"Paratipo","48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
