"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","previousCatalogNumber","typeStatus","individualCount","fieldNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","00846791","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Polygala","galioides","Polygala galioides","Poir.","J. J. Wurdack","H. S. Irwin","25738","1970","01","31","South America","Brazil","Minas Gerais","Patrocínio","Ca. 4 km N. of Patrocínio","-46.99465","-18.9407","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=928112' target='other'> <mi>dwc_moreinfo</mi></a>","NY00846791","NY00846791_01","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","634575","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Polygala","galioides","Polygala galioides","Poir.","J. J. Wurdack","S. C. de Sant'Ana","374","1993","10","06","South America","Brazil","Sergipe","Santa Luzia do Itanhi","SE, cerca de 2.5 km do distrito de Crasto, na estrada para Sta. Luzia do Itanhi","-37.4481","-11.3508","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=371659' target='other'> <mi>dwc_moreinfo</mi></a>","NY00634575","NY00634575_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00856789","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Polygala","galioides","Polygala galioides","Poir.","J. F. B. Pastore","H. S. Irwin","26466","1970","02","21","South America","Brazil","Distrito Federal","Brasília","Ca. 12 km S. of Planaltina, DF-13","-47.6607","-15.72725","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=932847' target='other'> <mi>dwc_moreinfo</mi></a>","NY00856789","NY00856789_01","1300","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00856311","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Polygala","galioides","Polygala galioides","Poir.","J. J. Wurdack","E. P. Heringer","3068","1980","01","07","South America","Brazil","Distrito Federal","Brasília","DF BR-251 após a cachoeirinha.","-47.9294","-15.7797","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=929038' target='other'> <mi>dwc_moreinfo</mi></a>","NY00856311","NY00856311_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00856385","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Polygala","galioides","Polygala galioides","Poir.","J. J. Wurdack","H. S. Irwin","24750","1969","03","20","South America","Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 16 km south of Alto Paraíso (formerly Veadeiros)","-47.5167","-14.26131","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=928755' target='other'> <mi>dwc_moreinfo</mi></a>","NY00856385","NY00856385_01","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00846824","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Polygala","galioides","Polygala galioides","Poir.","J. F. B. Pastore","H. S. Irwin","27024","1970","03","06","South America","Brazil","Minas Gerais","Joaquim Felício","On upper slopes of Serra do Cabral, immediately E. of Joaquim Felício","-44.1708333","-17.7588","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=928259' target='other'> <mi>dwc_moreinfo</mi></a>","NY00846824","NY00846824_01","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","02071557","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Polygala","galioides","Polygala galioides","Poir.",NA,"J. A. Silva","420","1986","07","07","South America","Brazil","Roraima",NA,"Serra de Tepequém.","-61.75","3.75","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2197744' target='other'> <mi>dwc_moreinfo</mi></a>","NY02071557","NY02071557_01","1600","1600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","822925","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Polygala","galioides","Polygala galioides","Poir.","J. F. B. Pastore","L. S. Figueiredo","106","1995","07","08","South America","Brazil","Pernambuco","Buíque","Estrada Buíque - Catimbau.","-37.17","-8.62","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930083' target='other'> <mi>dwc_moreinfo</mi></a>","NY00822925","NY00822925_01","790","790",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00846724","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Polygala","galioides","Polygala galioides","Poir.","J. F. B. Pastore","H. S. Irwin","13477","1966","03","04","South America","Brazil","Goiás","Cristalina","Serra dos Cristais, ca. 3 km E. of Cristalina","-47.57186","-16.75","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=927375' target='other'> <mi>dwc_moreinfo</mi></a>","NY00846724","NY00846724_01","1250","1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","634577","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Polygala","galioides","Polygala galioides","Poir.","J. J. Wurdack","W. R. Anderson","7613","1973","03","21","South America","Brazil","Goiás","São João d'Aliança","Serra Geral do Paraná, 4 km by road S of Sao Joao da Aliança","-47.5247001647949","-14.7055997848511","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=371657' target='other'> <mi>dwc_moreinfo</mi></a>","NY00634577","NY00634577_01","1070","1070","91641","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","818549","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Polygala","galioides","Polygala galioides major","A.W.Benn.","J. A. Kallunki","H. S. Irwin","18863","1968","01","20","South America","Brazil","Goiás","Cocalzinho de Goiás","70 km N. of Corumbá de Goiás on road to Niquelândia, valley of Rio Maranhão. Serra dos Pirineus.","-48.63","-15.35","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=864580' target='other'> <mi>dwc_moreinfo</mi></a>","NY00818549","NY00818549_01","700","700",NA,NA,"major",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00846796","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Polygala","galioides","Polygala galioides","Poir.","J. J. Wurdack","H. S. Irwin","25099","1970","01","22","South America","Brazil","Goiás","Catalão","Contraforte Central, ca. 24 km N.E. of Catalão","-47.78961","-18.01337","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=928121' target='other'> <mi>dwc_moreinfo</mi></a>","NY00846796","NY00846796_01","875","875",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00856435","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Polygala","galioides","Polygala galioides","Poir.","J. J. Wurdack","H. S. Irwin","34789","1972","01","22","South America","Brazil","Goiás","Niquelândia","ca. 15 km S. of Niquelândia","-48.45","-14.58557","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=928575' target='other'> <mi>dwc_moreinfo</mi></a>","NY00856435","NY00856435_01","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00856303","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Polygala","galioides","Polygala galioides","Poir.","J. J. Wurdack","E. P. Heringer","399","1978","03","06","South America","Brazil","Distrito Federal","Brasília","RECOR Material coletado na picada M-I-cerrado.","-47.9294","-15.7797","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=929026' target='other'> <mi>dwc_moreinfo</mi></a>","NY00856303","NY00856303_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","02071556","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Polygala","galioides","Polygala galioides","Poir.",NA,"G. A. Black","51-12591","1951","08","16","South America","Brazil",NA,NA,"Bôa Vista; campo de aviação. Territorio do Rio Branco",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2197741' target='other'> <mi>dwc_moreinfo</mi></a>","NY02071556","NY02071556_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00846800","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Polygala","galioides","Polygala galioides","Poir.","J. A. Kallunki","H. S. Irwin","27528","1970","03","14","South America","Brazil","Minas Gerais","Diamantina","Serra do Espinhaço, Ca. 13 km E. of Diamantina","-43.57675","-18.16335","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=928135' target='other'> <mi>dwc_moreinfo</mi></a>","NY00846800","NY00846800_01","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00846754","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Polygala","galioides","Polygala galioides","Poir.","J. J. Wurdack","W. R. Anderson","7140","1973","03","14","South America","Brazil","Goiás","Silvânia","2-4 km by road N of Funil and the Rio Paraná","-48.4","-16.58959","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=927877' target='other'> <mi>dwc_moreinfo</mi></a>","NY00846754","NY00846754_01","600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00856386","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Polygala","galioides","Polygala galioides","Poir.","J. A. Kallunki","H. S. Irwin","23797","1969","02","24","South America","Brazil","Minas Gerais",NA,"Serra do Espinhaço, Serra dos Três Irmãos, ca. 31 km west of Montes Claros, road to Agua Boa.","-43.5968","-16.81425","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=928751' target='other'> <mi>dwc_moreinfo</mi></a>","NY00856386","NY00856386_01","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00846798","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Polygala","galioides","Polygala galioides","Poir.","J. J. Wurdack","H. S. Irwin","26879","1970","03","02","South America","Brazil","Minas Gerais","Corinto","Ca. 15 km W of Corinto, near Minas Gerais","-44.5792","-18.33865","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=928126' target='other'> <mi>dwc_moreinfo</mi></a>","NY00846798","NY00846798_01","600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","634578","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Polygala","galioides","Polygala galioides","Poir.","J. J. Wurdack","T. C. Plowman","8710","1980","02","11","South America","Brazil","Pará","Conceição do Araguaia","Range of low hill ca 20 km W of Redençao, near Corrego Sao Joao and Trocamento Santa Teresa","-50.17","-8.05","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=371658' target='other'> <mi>dwc_moreinfo</mi></a>","NY00634578","NY00634578_01","350","620",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-30 12:47:02-03","EAO","IAN","107331","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Polygalaceae","Polygala","galioides","Polygala galioides","Poir.",NA,"Lanjouw, J; Lindeman, JC","3399","1949","04","20","Southern America","Suriname","Unknown",NA,"Along railway near KM 98.",NA,NA,NA,"Herb; Flowers pale lilac.","IAN107331",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-30 12:47:02-03","EAO","IAN","129896","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Polygalaceae","Polygala","galioides","Polygala galioides","Poir.","Pastore, JF","Irwin, HS; Grear Jr., JW; Grear Jr., JW","13477","1966","03","04","Southern America","Brasil","Goiás",NA,"Rocky hillside, ca. 3km E of Cristalina.","-48","-17",NA,"Erect herb to ca 15cm tall. perianth pinkish purple.","IAN129896",NA,"1250","1250",NA,NA,NA,"2004","02","01","-48","-17",NA,NA,NA,NA,NA,NA
"33","2021-03-30 12:47:02-03","EAO","IAN","130780","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Polygalaceae","Polygala","galioides","Polygala galioides","Poir.","Wurdack, JJ","Irwin, HS; Maxwell, HS","21619","1968","03","22","Southern America","Brasil","Goiás",NA,"Partial shade. gallery forest, ca. 27km S of Paraíso.",NA,NA,NA,"Branched herb to ca. 10cm tall. Perianth pale greenish purple to white.","IAN130780",NA,"500","500",NA,NA,NA,"1968",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-30 12:47:02-03","EAO","IAN","138544","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Polygalaceae","Polygala","galioides","Polygala galioides","Poir.","Wurdack, JJ","Irwin, HS; Onishi, E","25738","1970","01","31","Southern America","Brasil","Minas Gerais",NA,"Cerrado, ca. 4km N of patrocínio.",NA,NA,NA,"Herb ca. 10cm tall. perianth red-violet, becoming greenish in age.","IAN138544",NA,"1000","1000",NA,NA,NA,"1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-30 12:47:02-03","EAO","IAN","141944","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Polygalaceae","Polygala","galioides","Polygala galioides","Poir.",NA,"Silva, NT da","3710","1974","01","21","Southern America","Brasil","Amazonas",NA,"Rio Japurá.",NA,NA,NA,"Planta herbácea, flor branca, na praia.","IAN141944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-30 12:47:02-03","EAO","IAN","148817","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Polygalaceae","Polygala","galioides","Polygala galioides","Poir.","Wurdack, JJ","Irwin, HS; Anderson, WR","35010","1972","01","25","Southern America","Brasil","Goiás",NA,"Disturbed ground in cerrado. Cerrado and gallery, ca. 5km W of Niquelândia.",NA,NA,NA,"Herb to ca. 20cm tall. Perianth pinkish purple.","IAN148817",NA,"750","750",NA,NA,NA,"1973",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-04-08 17:43:25-03","EAO","IAN","26292","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Polygalaceae","Polygala","galioides","Polygala galioides","Poir.",NA,"Lamarck, H","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN026292","IAN026292_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-30 12:47:02-03","EAO","IAN","54880","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Polygalaceae","Polygala","galioides","Polygala galioides","Poir.","Wurdack, JJ","Black, GA","10008","1952","07","08","Southern America","Brasil","Pará",NA,"Rio Camará, Ilha do Marajó; Pau Grande, Fazenda Santa Rita, campina.",NA,NA,NA,"Erva, flor branca.","IAN054880",NA,NA,NA,NA,NA,NA,"1956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-30 12:47:02-03","EAO","IAN","70407","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Polygalaceae","Polygala","galioides","Polygala galioides","Poir.","Wurdack, JJ","Black, GA","12591","1951","08","16","Southern America","Brasil","Rio Branco","Boa Vista","Campo de aviação.",NA,NA,NA,"Flor rósea.","IAN070407",NA,NA,NA,NA,NA,NA,"1953",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-30 12:47:02-03","EAO","IAN","77460","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Polygalaceae","Polygala","galioides","Polygala galioides","Poir.","Wurdack, JJ","Black, GA","15560","1952","07","08","Southern America","Brasil","Pará","Pombal","Paraná do Tapará, campo aberto.",NA,NA,NA,"Flor branco-roseada.&nf;&nf;.","IAN077460",NA,NA,NA,NA,NA,NA,"1956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-30 12:47:02-03","EAO","IAN","55819","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Polygalaceae","Polygala","galioides","Polygala galioides","Poir.","Wurdack, JJ","Black, GA; Lobato, LCB","9668","1950","04","28","Southern America","Brasil","Amapá","Macapá","Fazedinha, campo seco.","-51.0663986206055","-0.366667002439499",NA,"Anual; flor branca.","IAN055819",NA,NA,NA,"225229","auto",NA,"1956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-30 12:47:02-03","EAO","IAN","166151","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Polygalaceae","Polygala","galioides","Polygala galioides","Poir.",NA,"Cordeiro, MR; Silva, MF da","2514","1997","04","14","Southern America","Brasil","Amapá","Macapá","Fazenda Teimoso. Bloco-4; Ponto-2, nº7.","-51.0663986206055","-0.366667002439499",NA,"Erva. Flor branca.","IAN166151",NA,NA,NA,"225229","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-30 12:47:02-03","EAO","IAN","191333","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Polygalaceae","Polygala","galioides","Polygala galioides","Poir.",NA,"Carvalho, GCA","63","2013","03","17","Southern America","Brasil","Maranhão","Mirador","Base Geraldina","-44.3630981445312","-6.37083005905151",NA,"Hábito herbáceo, inflorescência racemosa, coloração lilás, folha simples e verticilada.","IAN191333",NA,NA,NA,"176498","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-30 12:47:02-03","EAO","IAN","78964","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Polygalaceae","Polygala","galioides","Polygala galioides","Poir.","Wurdack, JJ","Fróes, RL","29427","1953","02","27","Southern America","Brasil","Pará","Alenquer","Rio Curuá, terreno rochoso a beira do rio.","-54.7383003234863","-1.94166994094849",NA,"Planta herbácea.","IAN078964",NA,NA,NA,"394828","auto",NA,"1966","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2013-07-03 11:21:39-03","EBDA","BAH","138","S","Plantae",NA,NA,"Polygalaceae","Polygala","gallioides","Polygala gallioides","Poir.","J. G. Kuhlmann","J. G. Kuhlmann","657","1945","01","10",NA,"Brasil","Rio Branco","Boa Vista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-02-08 09:15:49-03","NBC","NL-BOTANY","U.1528126","PreservedSpecimen","Plantae",NA,"Fabales","Polygalaceae","Polygala","galioides","Polygala galioides","Poir.","Jacobs-Brouwer A","Florschütz J; Florschütz PA",NA,"1951","04","09","Southern America","Surinam",NA,NA,"West-bank of the Maratakka. Warra-savanne.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1528126 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1528126","NL-U1528126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0252393",NA,NA,NA,NA
