"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","continentOcean","preparationType","previousCatalogNumber","recordNumber","phylum","order","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","infraspecificEpithet"
"21","2019-12-04 15:25:16-03","PUCPR","HUCP","3312","S","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.","Silva, SM","1988","09","24","Britez, RM; Silva, SM",NA,NA,NA,"Brasil","Paraná","Paranaguá","Ilha do Mel, Reserva Ecológica 1.","-48.5092010498047","-25.5200004577637",NA,NA,NA,"HUCP00012183","HUCP00012183",NA,NA,NA,NA,NA,"1989/1593","Eudicotiledonea",NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA
"22","2019-12-04 15:25:16-03","PUCPR","HUCP","22756","S","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.",NA,NA,NA,NA,"Kersten, RA","2010","05","20","Brasil","Paraná","Campo Mourão",NA,"-52.3830986022949","-24.0456008911133",NA,NA,NA,"HUCP00012142","HUCP00012142",NA,NA,NA,NA,NA,"1438","Eudicotiledonea",NA,NA,"28572","auto",NA,NA,NA,NA,NA,NA
"23","2019-12-04 15:25:16-03","PUCPR","HUCP","17573","S","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.","Kersten, RA",NA,NA,NA,"Kersten, RA","2006","07","23","Brasil","Paraná","Figueira",NA,"-50.4030990600586","-23.8491992950439",NA,NA,NA,"HUCP00012113","HUCP00012113",NA,NA,NA,NA,NA,"1104","Eudicotiledonea",NA,NA,"13612","auto",NA,NA,NA,NA,NA,NA
"24","2019-12-04 15:25:16-03","PUCPR","HUCP","12453","S","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.","Dalla Rosa, S",NA,NA,NA,"Dalla Rosa, S","1999","09","07","Brasil","Paraná","Matinhos","Balneário Solimar","-48.5428009033203","-25.8174991607666",NA,NA,"Nº 41244.","HUCP00012131","HUCP00012131",NA,NA,NA,NA,NA,"034","Eudicotiledonea",NA,NA,"15275","auto",NA,NA,NA,NA,NA,NA
"25","2019-12-04 15:25:16-03","PUCPR","HUCP","18483","S","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.","Kersten, RA","2007","10","30","Cássio, B","2007","08","25","Brasil","Paraná","Morretes",NA,"-48.834400177002","-25.476900100708",NA,NA,NA,"HUCP00012054","HUCP00012054",NA,NA,NA,NA,NA,"s.n.","Eudicotiledonea",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"26","2019-12-04 15:25:16-03","PUCPR","HUCP","19264","S","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.","Kasburg, D",NA,NA,NA,"Kasburg, D","2007","08","25","Brasil","Paraná","Morretes",NA,"-48.834400177002","-25.476900100708",NA,NA,NA,"HUCP00012090","HUCP00012090",NA,NA,NA,NA,NA,"s.n.","Eudicotiledonea",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"27","2019-12-04 15:25:16-03","PUCPR","HUCP","17922","S","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.","Bonaldi, R",NA,NA,NA,"Bonaldi, R","2007","07","14","Brasil","Paraná","Paranaguá","Tinguçu","-48.5092010498047","-25.5200004577637",NA,NA,NA,"HUCP00012106","HUCP00012106",NA,NA,NA,NA,NA,"231","Eudicotiledonea",NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA
"28","2020-02-08 09:31:29-03","NBC","NL-BOTANY","L.2822050","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.",NA,NA,NA,NA,"Reitz R; Klein RM","1956","07","18","Brazil",NA,NA,"Plantas de Santa Catarina. Horto Florestal I.N.P., Ibirama. Epífito da mata.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2822050 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2822050","NL-L2822050",NA,NA,"Southern America",NA,NA,NA,NA,"Lamiales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"29","2020-02-08 09:31:29-03","NBC","NL-BOTANY","U.1340642","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.",NA,NA,NA,NA,"Hatschbach GG","1962","06","02","Brazil",NA,NA,"Est. Parana. Mun. Paranagua. Loc. Natinhos.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1340642 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1340642","NL-U1340642",NA,NA,"Southern America",NA,NA,NA,NA,"Lamiales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"30","2020-02-08 09:31:29-03","NBC","NL-BOTANY","U.1340643","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.",NA,NA,NA,NA,"Hatschbach GG","1962","04","01","Brazil",NA,NA,"Est. Parana. Mun. Campino Gde. do Sul. Loc. Contrafortes de Serra do Capivary Grande.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1340643 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1340643","NL-U1340643",NA,NA,"Southern America",NA,NA,NA,NA,"Lamiales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"31","2020-02-08 09:31:29-03","NBC","NL-BOTANY","U.1340644","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.","Chautems A",NA,NA,NA,"Chautems A; Melo MMRF","1986","09","16","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1340644 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1340644","NL-U1340644",NA,NA,"Southern America",NA,NA,NA,NA,"Lamiales",NA,NA,NA,"Magnoliopsidae","U 0098050",NA,NA,NA,NA
"32","2020-02-08 09:31:29-03","NBC","NL-BOTANY","U.1340645","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.",NA,NA,NA,NA,"Hatschbach GG","1962","09","30","Brazil",NA,NA,"Est. Parana. Mun. Paranagua. Loc. Sitio de Meio.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1340645 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1340645","NL-U1340645",NA,NA,"Southern America",NA,NA,NA,NA,"Lamiales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"33","2020-02-08 09:31:29-03","NBC","NL-BOTANY","WAG.1826023","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.",NA,NA,NA,NA,"Hatschbach GG","1962","09","30","Brazil",NA,NA,"Est. Parana. Mun. Paranagua. Loc. Sitio de Meio.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1826023 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1826023","NL-WAG1826023",NA,NA,"Southern America",NA,NA,NA,NA,"Lamiales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"34","2020-02-08 09:31:29-03","NBC","NL-BOTANY","WAG.1826024","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.",NA,NA,NA,NA,"Hatschbach GG; Guimarães OA","1968","07","10","Brazil",NA,NA,"Rio Sagrado de Cima (Mun. Morreites) Paraná.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1826024 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1826024","NL-WAG1826024",NA,NA,"Southern America",NA,NA,NA,NA,"Lamiales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"35","2020-11-04 11:11:09-03","ESALQ","ESA","125338","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana",NA,"Souza, V.C.","2013","04","01","Cabral, F.N.","2013","03","31","Brasil","São Paulo","Miracatu","Reserva Particular da Votorantim (CBA). UHE Barra Trilha da Vila dos Moradores em direção à Caixa d#?#água (aprox. 2km). Floresta Ombrófila Densa","-47.3447","-24.0306","-47.3447","-24.0306","Epífita a 1,5m de altura. Com flor com cálice verde e ápice vermelho/rosado e pétalas alvas.","ESA125338",NA,NA,NA,NA,NA,NA,"906.0","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-04 11:11:09-03","ESALQ","ESA","84704","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.",NA,NA,NA,NA,"Viani, R.A.G.; Souza, S.C.P.M.; Gusson, E.; Cavallari Neto, M.; Melo, A.C.G.; Paula-Souza, J.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.","2003","04","17","Brasil","São Paulo","Ribeirão Grande","Parque Estadual Intervales, Trilha da Bocaina em direção à gruta da Mãozinha e gruta do Minotauro; vegetação secundária de Floresta Ombrófila Densa Montana","-48.265","-241.627","-48,265","-241,627","Epífita em tronco caído, corola branca","ESA084704","ESA084704","820","820",NA,NA,NA,"115.0","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-04 11:11:09-03","ESALQ","ESA","79265","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.","Gajardo, I.S.M.",NA,NA,NA,"Forster, W.; Batista, F.R.Q.; Micheletto, F.; Liesenfeld, M.V.A.; San Martin-Gajardo, I.; Peroni, N.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.","2000","04","22","Brasil","São Paulo","São Sebastião","Estrada de acesso a Fazenda Águas do Bento - Barra do Una - Boracéia. Borda da Restinga paludosa em contato com área desmatada","-45.39","-23.46","-45.39","-23.46","Epífita. Flor branca com borda rosada. Abertura do tubo com máculas vináceas. Sobre árvore caída na borda da mata","ESA079265","ESA079265",NA,NA,NA,NA,NA,"523.0","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-04 11:11:09-03","ESALQ","ESA","71849","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.","Chautems, A.",NA,NA,NA,"Forster, W.; Passold, A.J.; Matteo, B.C.; Silva, L.N.; Fonseca, M.G.; Giarola, N.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.","2000","04","21","Brasil","São Paulo","São Sebastião","Parque Estadual da Serra do Mar, Cachoeira do Sítio Urucurana, Trilha do Escorrega, à margens do Rio Una. Floresta Ombrófila Densa. Área aberta.","-454.229","-234.243","-454,229","-234,243","Epífita; flores alvas densamente maculadas de vermelho","ESA071849","ESA071849",NA,NA,NA,NA,NA,"474.0","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-04 11:11:09-03","ESALQ","ESA","125414","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana",NA,"Souza, V.C.","2013","04","01","Kuntz, J.","2013","04","02","Brasil","São Paulo","Juquiá","Reserva Particular da Votorantim (CBA). UHE Serraria. Trilha da Igreginha. Floresta Ombrófila Densa.","-47.669444","-24.205555","-47.669444","-24.205555","Epífita com cálice verde e corola alva.","ESA125414",NA,NA,NA,NA,NA,NA,"1031.0","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-04 11:11:09-03","ESALQ","ESA","124030","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana",NA,"Souza, V.C.","2013","04","01","Cabral, F.N. ; Potascheff, C.M.","2013","03","31","Brasil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). UHE Barra Trilha da Vila dos Moradores em direção à Caixa d#?#água (aprox. 2km). Floresta Ombrófila Densa","-47.3447","-24.0306","-47.3447","-24.0306","Epífita a 1,5m de altura. Com flor com cálice verde e ápice vermelho/rosado e pétalas alvas.","ESA124030","ESA124030",NA,NA,NA,NA,NA,"906.0","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-04 11:11:09-03","ESALQ","ESA","124096","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana",NA,"Souza, V.C.","2013","04","01","Kuntz, J. ; Caramez, R.B.","2013","04","02","Brasil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). UHE Serraria. Trilha da Igreginha. Floresta Ombrófila Densa.","-47.669444","-24.205555","-47.669444","-24.205555","Epífita com cálice verde e corola alva.","ESA124096","ESA124096","48","48",NA,NA,NA,"1031.0","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-11-04 11:11:09-03","ESALQ","ESA","4640","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.","Catharino, E.L.M.",NA,NA,NA,"Catharino, E.L.M.","1985","10","05","Brasil","São Paulo","Iguape",NA,"-47.5499992370605","-24.7000007629395",NA,NA,NA,"ESA004640",NA,NA,NA,NA,NA,NA,"458.0","Magnoliophyta",NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA
"43","2020-11-04 11:11:09-03","ESALQ","ESA","4639","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.","Catharino, E.L.M.",NA,NA,NA,"Catharino, E.L.M.","1985","08","16","Brasil","São Paulo","Iguape",NA,"-47.5499992370605","-24.7000007629395",NA,NA,NA,"ESA004639",NA,NA,NA,NA,NA,NA,"336.0","Magnoliophyta",NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA
"44","2020-11-04 11:11:09-03","ESALQ","ESA","62822","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.","Araújo, A.O.",NA,NA,NA,"Souza, V.C. et al.","1998","12","18","Brasil","São Paulo","São Sebastião",NA,"-45.4099998474121","-23.7600002288818",NA,NA,NA,"ESA062822","ESA062822",NA,NA,NA,NA,NA,"21714.0","Magnoliophyta",NA,NA,"41977","auto",NA,NA,NA,NA,NA,NA
"45","2020-11-04 11:11:09-03","ESALQ","ESA","22401","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","devosiana","Codonanthe devosiana","Lem.",NA,NA,NA,NA,"Basso, M.E.; Moncaio, E.; Pomari, M.L.; Nakagomi, M.Y.","1994","09","08","Brasil","São Paulo","Cananéia","Ilha Comprida. estrada entre a balsa e a Praia da Ilha Comprida. Área de mata de restinga com transição para dunas. 25°01'04,0S, 47°54'45,0W.","-47.9199981689453","-25.0100002288818",NA,NA,"Flores brancas. Rasteira, subre duna.","ESA022401",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA
