"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","class","dayIdentified"
"11","2019-08-20 10:00:37-03","UNICAMP","UEC","122262","S","Plantae","Liliopsida",NA,"Orchidaceae","Cleistes","aphylla","Cleistes aphylla","Krug & Urb.","Pansarin, ER","Pansarin, ER; Mickeliunas, L","862","2001","12","29",NA,"Brazil","Goiás","Alto Paraíso de Goiás","Rodovia GO 118, Km 181, Rodovia GO 118, Km 181, sentido Alto Paraíso de Goiás - Terezina de Goiás, lado direito da pista.","-47.516667","-14.016667",NA,NA,NA,NA,"UEC064589","UEC064589",NA,NA,"2004","03","-47.516667","-14.016667",NA,NA,NA,NA
"12","2019-08-20 10:00:37-03","UNICAMP","UEC","117377","S","Plantae","Liliopsida",NA,"Orchidaceae","Cleistes","aphylla","Cleistes aphylla","Krug & Urb.","Pansarin, ER","Pansarin, ER; Batista, JAN","739","2001","01","08",NA,"Brazil","Goiás","Alto Paraíso de Goiás","Rodovia GO 118, Km 158, Campo ao lado direito da rodovia, sentido Alto Paraíso.","-47.5099983215332","-14.1324996948242",NA,NA,NA,"Planta encontrada em campo sazonalmente alagado, entre gramíneas. Campo que sofreu queimada.","UEC064594","UEC064594","44724","auto","2004","03",NA,NA,NA,NA,NA,NA
"13","2019-08-20 10:00:37-03","UNICAMP","UEC","128460","S","Plantae","Liliopsida",NA,"Orchidaceae","Cleistes","aphylla","Cleistes aphylla","Krug & Urb.","Pansarin, ER","Pansarin, ER; Mickeliunas, L","951","2003","01","04",NA,"Brazil","Goiás","Alto Paraíso de Goiás","Rodovia GO 118, Km 181, Sentido Teresina de Goiás, GO 118, Km 181, lado direito da pista.","-47.5099983215332","-14.1324996948242",NA,NA,NA,NA,"UEC064585","UEC064585","44724","auto","2004","03",NA,NA,NA,NA,NA,NA
"14","2019-08-20 10:00:37-03","UNICAMP","UEC","117384","S","Plantae","Liliopsida",NA,"Orchidaceae","Cleistes","aphylla","Cleistes aphylla","Krug & Urb.","Pansarin, ER","Pansarin, ER; Batista, JAN","744","2001","01","09",NA,"Brazil","Goiás","Alto Paraíso de Goiás","Rodovia GO 118, Km 204, Cerca de 38 Km de Alto Paraíso, sentido Teresina de Goiás.","-47.5099983215332","-14.1324996948242",NA,NA,NA,"Planta encontrada em campo sazonalmente alagado, entre gramíneas. Campo que sofreu queimada.","UEC064588","UEC064588","44724","auto","2004","03",NA,NA,NA,NA,NA,NA
"15","2019-08-20 10:00:37-03","UNICAMP","UEC","116829","S","Plantae","Liliopsida",NA,"Orchidaceae","Cleistes","aphylla","Cleistes aphylla","Krug & Urb.","Pansarin, ER","Batista, JAN","828","1999","01","01",NA,"Brazil","Goiás","Cavalcante","Cerca de 28 Km de Cavalcante, Campo a margem de pequeno curso d'água com vereda, no alto da Chapada, em direção a região conhecida como São Domingos.","-47.4583015441895","-13.7974996566772",NA,NA,NA,"Erva terrestre, em campo limpo úmido associado a vereda. Solo escuro, hidromórfico, com água sobre a superfície. Área anteriormente queimada. Pouco comum, observado somente dois conjuntos bem esparsos, mas com relativa quantidade de pl","UEC064590","UEC064590","92497","auto","2004","03",NA,NA,NA,NA,NA,NA
"16","2019-08-20 10:00:37-03","UNICAMP","UEC","117382","S","Plantae","Liliopsida",NA,"Orchidaceae","Cleistes","aphylla","Cleistes aphylla","Krug & Urb.","Pansarin, ER","Pansarin, ER; Batista, JAN","754","2001","01","10",NA,"Brazil","Goiás","Cavalcante","Estrada para São Domingos, Estrada de terra para São Domingos, vereda a cerca de 20 Km de Cavalcante, próximo a riacho que corta a estrada.","-47.4583015441895","-13.7974996566772",NA,NA,NA,"Em campo úmido não queimado. Entre gramíneas.","UEC064587","UEC064587","92497","auto","2004","03",NA,NA,NA,NA,NA,NA
"17","2019-08-20 10:00:37-03","UNICAMP","UEC","122244","S","Plantae","Liliopsida",NA,"Orchidaceae","Cleistes","aphylla","Cleistes aphylla","Krug & Urb.","Pansarin, ER","Pansarin, ER; Mickeliunas, L","870","2001","12","30",NA,"Brazil","Goiás","Terezina de Goiás","Rodovia GO 118, Km 189, Sentido Alto Paraíso de Goiás-Terezina de Goiás, lados direito e esquerdo da pista.","-47.2647018432617","-13.7763996124268",NA,NA,NA,NA,"UEC064584","UEC064584","42211","auto","2004","03",NA,NA,NA,NA,NA,NA
"18","2019-08-20 10:00:37-03","UNICAMP","UEC","122224","S","Plantae","Liliopsida",NA,"Orchidaceae","Cleistes","aphylla","Cleistes aphylla","Krug & Urb.","Pansarin, ER","Pansarin, ER; Mickeliunas, L","899","2002","01","05",NA,"Brazil","Goiás","Terezina de Goiás","Rodovia GO 118, Km 197,5, Sentido Alto Paraíso de Goiás-Terezina de Goiás, lado esquerdo da pista.","-47.2647018432617","-13.7763996124268",NA,NA,NA,NA,"UEC064581","UEC064581","42211","auto","2004","03",NA,NA,NA,NA,NA,NA
"19","2021-03-01 16:20:09-03","UNICAMP","UEC","128455","S","Plantae","Liliopsida",NA,"Orchidaceae","Cleistes","aphylla","Cleistes aphylla","Krug & Urb.","Pansarin, ER","Pansarin, ER; Mickeliunas, L","947","2003","01","04",NA,"Brazil","Goiás","Terezina de Goiás","Rodovia GO 118, Km 203, Lado esquerdo da pista.","-47.2647018432617","-13.7763996124268",NA,NA,NA,"Plantas desenvolvendo-se em solo escuro e hidromórfico.","UEC064579","UEC064579","42211","auto","2004","03",NA,NA,NA,NA,NA,NA
"20","2019-08-20 10:00:37-03","UNICAMP","UEC","134119","S","Plantae","Liliopsida",NA,"Orchidaceae","Cleistes","aphylla","Cleistes aphylla","Krug & Urb.","Pansarin, ER","Mickeliunas, L; Pansarin, ER","14","2004","01","16",NA,"Brazil","Minas Gerais","Diamantina","Estrada Diamantina - Conselheiro Mata, Estrada de terra que liga Diamantina a Conselheiro Mata. Sentido Conselheiro Mata, próximo ao Km 174, ao lado direito da estrada.","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"UEC064591","UEC064591","101169","auto","2004","03",NA,NA,NA,NA,NA,NA
"21","2019-08-20 10:00:37-03","UNICAMP","UEC","116828","S","Plantae","Liliopsida",NA,"Orchidaceae","Cleistes","aphylla","Cleistes aphylla","Krug & Urb.","Pansarin, ER","Batista, JAN; Proite, K","1026","2000","01","12",NA,"Brazil","Minas Gerais","Diamantina","Na altura do Km 176, em direção a Conselheiro da Mata.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Erva terrestre, em campo limpo úmido. Solo escuro, úmido. Área anteriormente queimada. Comum no local. Sépalos amarelados. Pétalos e labelo branco-translúcido. Crista amarelada. Calos escuros.","UEC064592","UEC064592","101169","auto","2004","03",NA,NA,NA,NA,NA,NA
"22","2015-09-14 17:08:06-03","MNHN","RECOLNAT_MNHN_P","P00367173","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Cleistes","aphylla","Cleistes aphylla","(Barb.Rodr.) Hoehne","Batista","Müller, F.",NA,NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00367173' target='other'> <mi>dwc_moreinfo</mi></a>","P00367173","P00367173_01",NA,NA,NA,NA,NA,NA,"72",NA,NA,NA
"23","2020-12-11 11:44:24-03","UFMG","BHCB","151378","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cleistes","aphylla","Cleistes aphylla","(Barb.Rodr.) Hoehne",NA,"Batista, JAN; Bianchetti, LB","3104a","2010","12","30","Southern America","Brasil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, campos a direita da BR- 010 (GO-118), sentido Alto Paraiso para Teresina de Goiás, cerca de 15,4km N de Alto Paraiso.","-47.525278","-14.088889","1512","1512",NA,"Erva terrestre, em campo limpo estacionalmente úmido; Solo argilo- arenoso, escuro, úmido. Área queimada durante a seca. Rara. Ovário verde- amarronzado; sépalas creme; pétalas brancas; labelo branco com papilas amarelas.",NA,NA,NA,NA,NA,NA,"-47.525278","-14.088889",NA,NA,NA,NA
"24","2020-12-11 11:44:24-03","UFMG","BHCB","151466","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cleistes","aphylla","Cleistes aphylla","(Barb.Rodr.) Hoehne",NA,"Miranda, ZJG","s.n.","2008","01","13","Southern America","Brasil","Distrito Federal","Taguatinga","Floresta Nacional de Brasília; Setor de oficinas d",NA,NA,NA,NA,NA,"Erva terrestre, em campo limpo úmido.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-09-02 16:34:36-03","Cenargen","CEN","18166","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","aphylla","Cleistes aphylla","(Barb.Rodr.) Hoehne","J. A. N. Batista","João Aguiar Nogueira Batista","277","1992","02","01",NA,"Brasil","DF","BRASILIA","Campo úmido a esquerda da DF- 105, pouco após o início desta, a partir do entrocamento com o balão do Posto Colorado.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Observado uma população no local que consistia de um pequeno conjunto com cerca de 6 exemplares. Área queimada durante a seca.","CEN00018166","CEN00018166","70570","auto","1998","03",NA,NA,NA,"1",NA,NA
"26","2020-09-02 16:34:36-03","Cenargen","CEN","25466","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","aphylla","Cleistes aphylla","(Barb.Rodr.) Hoehne","J. A. N. Batista","João Aguiar Nogueira Batista","665","1997","01","12",NA,"Brasil","DF","BRASILIA","Saia Velha. Área da Marinha. Área a esquerda da pista imediatamente após a ponte sobre o Córrego Saia Velha (em direção a nascente do córrego).","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Área não queimada. Relativamente comum em vários pontos do campo, preferencialmente em áreas com cobertura graminosa mais baixa e aberta. Não observado nenhum exemplar com flores abertas (flores em todo os exemplares mais ou menos no mesmo estágio de desenvolvimento). Ficha de diagnose confeccionada a partir de flor ainda em botão, mas possivelmente já próximo da antese. Sépalos amarelo - claro, pétalos e labelo branco - transparente. Crista do labelo amarelada. Doação Flora do Brasil.","CEN00025466","CEN00025466","70570","auto","2007","05",NA,NA,NA,"1",NA,NA
"27","2020-09-02 16:34:36-03","Cenargen","CEN","37507","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","aphylla","Cleistes aphylla","(Barb.Rodr.) Hoehne","J. A. N. Batista","João Aguiar Nogueira Batista","1232","2001","03","25",NA,"Brasil","GO","ALTO PARAISO DE GOIAS","Chapada dos Veadeiros. Área a direita da GO-118, na altura do km 187, ca. de 21 km ao N e antes de Alto Paraíso.","-47.5099983215332","-14.1324996948242",NA,NA,"Exsicatas","Área queimada durante a seca, observado alguns poucos exemplares esparsos pelo campo, em plena floração, sépalos amarelo claro, pétalos branco translúcido a branco-creme, labelo branco translúcido, crista verde-amarelada, calos verde claro, Doação da Flora do Brasil - Estado do Goiás.","CEN00037507","CEN00037507","44724","auto","2001","03",NA,NA,NA,"1",NA,NA
"28","2020-09-02 16:34:36-03","Cenargen","CEN","18270","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","aphylla","Cleistes aphylla","(Barb.Rodr.) Hoehne","E. R. Pansarin","João Aguiar Nogueira Batista","392","1993","01","27",NA,"Brasil","GO","ALTO PARAISO DE GOIAS","Parque Nacional da Chapada dos Veadeiros.","-47.5099983215332","-14.1324996948242",NA,NA,"Exsicatas",NA,"CEN00018270","CEN00018270","44724","auto","2004","03",NA,NA,NA,"1",NA,NA
"29","2020-09-02 16:34:36-03","Cenargen","CEN","91918","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","aphylla","Cleistes aphylla","(Barb.Rodr.) Hoehne","E. R. Pansarin","Emerson Ricardo Pansarin","947","2003","01","04",NA,"Brasil","GO","ALTO PARAISO DE GOIAS","Sentido Teresina de Goiás, GO 118, km 203, lado esquerdo da pista. (Datum Córrego Alegre).","-47.5099983215332","-14.1324996948242",NA,NA,"Exsicatas","Doação da Universidade de São Paulo - FFCLRP, Ribeirão Preto. Herbário SPFR.","CEN00091918","CEN00091918","44724","auto","2008",NA,NA,NA,NA,"1",NA,NA
"30","2020-09-02 16:34:36-03","Cenargen","CEN","14878","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","aphylla","Cleistes aphylla","(Barb.Rodr.) Hoehne","E. R. Pansarin","João Aguiar Nogueira Batista","161","1991","01","16",NA,"Brasil","GO","PIRENOPOLIS","Campo na região do morro dos Cabeludos.","-48.9592018127441","-15.852499961853",NA,NA,"Exsicatas",NA,"CEN00014878","CEN00014878","40887","auto","2004","03",NA,NA,NA,"1",NA,NA
"31","2020-09-02 16:34:36-03","Cenargen","CEN","32577","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","aphylla","Cleistes aphylla","(Barb.Rodr.) Hoehne","J. A. N. Batista","João Aguiar Nogueira Batista","828","1999","01","01",NA,"Brasil","GO","SAO DOMINGOS","Campo a margem de pequeno curso d#?#agua com vereda, cerca de 28 km de Cavalcante, no alto da Chapada, em direção a região conhecida como São Domingos.","-46.3182983398438","-13.3983001708984",NA,NA,"Exsicatas","Área anteriormente queimada. Observados somente dois conjuntos bem esparsos, mas com relativa quantidade de plantas, ao longo do campo. Flores desenvolvidas, mas nenhuma aberta. Sépalos levemente amarelados. Pétalos e labelo branco-translúcidos. Crista do labelo amarela.","CEN00032577","CEN00032577","73215","auto","1999","01",NA,NA,NA,"2",NA,NA
"32","2020-09-02 16:34:36-03","Cenargen","CEN","91912","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","aphylla","Cleistes aphylla","(Barb.Rodr.) Hoehne","E. R. Pansarin","Emerson Ricardo Pansarin","899","2002","01","05",NA,"Brasil","GO","TERESINA DE GOIAS","Rodovia GO 118, km 197,5, sentido Alto Paraíso de Goiás- Terezina de Goiás, lado esquerdo da pista. (datum Córrego Alegre).","-47.2647018432617","-13.7763996124268",NA,NA,"Exsicatas","Doação da Universidade de São Paulo - FFCLRP, Ribeirão Preto. Herbário SPFR.","CEN00091912","CEN00091912","42211","auto","2008",NA,NA,NA,NA,"1",NA,NA
"33","2020-09-02 16:34:36-03","Cenargen","CEN","91907","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","aphylla","Cleistes aphylla","(Barb.Rodr.) Hoehne","E. R. Pansarin","Emerson Ricardo Pansarin","885","2002","01","02",NA,"Brasil","GO","TERESINA DE GOIAS","Rodovia GO 118, km 197,5, sentido Alto Paraíso de Goiás- Terezina de Goiás, lado esquerdo e direito da pista. (datum Córrego Alegre).","-47.2647018432617","-13.7763996124268",NA,NA,"Exsicatas","Doação da Universidade de São Paulo - FFCLRP, Ribeirão Preto. Herbário SPFR.","CEN00091907","CEN00091907","42211","auto","2008",NA,NA,NA,NA,"1",NA,NA
"34","2019-10-07 09:19:53-03","UEFS","HUEFS","90524","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Cleistes","aphylla","Cleistes aphylla","(Barb.Rodr.) Hoehne","T.E.C.Meneguzzo","van den Berg, C.","1211","2004","02","09",NA,"Brasil","Goiás","Alto Paraíso","Mata próximo a Teresina/Alto Paraíso.","-47.379722","-13.902778","1275","1275",NA,"Mata. Campo inundando.","HUEFS0090524","HUEFS0090524 HUEFS0090524_e1",NA,NA,"2019","09","47W22'47''","13S54'10''",NA,NA,"Lilianae",NA
"35","2019-10-07 09:19:53-03","UEFS","HUEFS","115692","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Cleistes","aphylla","Cleistes aphylla","(Barb.Rodr.) Hoehne","T.E.C.Meneguzzo","Batista, J.A.N.","828","1999","01","01",NA,"Brasil","Goiás","Cavalcante","Campo a margem de pequeno curso d'água com vereda, cerca de 28 Km de Cavalcante, em direçaõ a região conhecvida como São Dmingos.","-47.4583015441895","-13.7974996566772",NA,NA,NA,"Campo úmido associado a vereda. Solo escuro, hidormórfico, com água sobre a superfície.","HUEFS0115692","HUEFS0115692_e1","92497","auto","2019","09",NA,NA,NA,NA,"Lilianae",NA
"36","2019-11-01 15:15:16-03","UnB","UB","181798","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Cleistes","aphylla","Cleistes aphylla","(Barb. Rodr.) Hoehne","Pabst, G","Barroso, GM; José, M","508","1968","12","21","Southern America","Brasil","Goiás",NA,"Chapada dos Veadeiros",NA,NA,"1800","1800",NA,"Planta com 30cm de alt., flores róseas.; Brejo","UB0015821","UB0015821",NA,NA,"1978","09",NA,NA,NA,NA,NA,"13"
"37","2019-11-01 15:15:16-03","UnB","UB","186049","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Cleistes","aphylla","Cleistes aphylla","(Barb. Rodr.) Hoehne","Pansarin, ER","Irwin, HS; Grear Junior, JW; Souza, R; Santos, RR","12530","1966","02","10","Southern America","Brasil","Goiás","Chapada dos Veadeiros","Chapada dos Veadeiros, ca. 20km. W. of Veadeiros, Goiás",NA,NA,"1000","1000",NA,"Terrestrial, simple erect. Perianth cream. Fruit reddish green; Rocky slopes, wet campo and creek margin.","UB0015822","UB0015822",NA,NA,"2004","03",NA,NA,NA,NA,NA,NA
"38","2021-02-08 12:52:12-03","UFRGS","ICN","015930","S","Plantae","Monocotyledon",NA,"Orchidaceae","Cleistes","aphylla","Cleistes aphylla","(Barb.Rodr.) Hoehne.","Hoehne, W","Magalhães, M","s.n.",NA,NA,NA,"América do Sul","Brasil","MG",NA,"Serra do Cipó para Conceição do Mato Dentro- Km 152",NA,NA,NA,NA,NA,"Herbácea pouco frequente, flor rósea. Floresce em fevereiro.; Campo úmido","ICN00039497",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-11-21 10:13:02-03","IBt","SP","415357","S","Plantae",NA,NA,"Orchidaceae","Cleistes","aphylla","Cleistes aphylla","(Barb.Rodr.) Hoehne","Pansarin, ER","Pansarin, ER; Mickeliunas, L","899","2002","01","05",NA,"Brasil","Goiás","Teresina de Goiás","Rodovia GO 118, km 197,5, sentido Alto Paraíso de Goiás - Teresina de Goiás, lado esquerdo da pista","-47.433333","-13.916667",NA,NA,NA,NA,NA,NA,NA,NA,"2008",NA,"-47.433333","-13.916667",NA,NA,NA,NA
"40","2019-11-21 10:13:02-03","IBt","SP","39424","S","Plantae",NA,NA,"Orchidaceae","Cleistes","aphylla","Cleistes aphylla","(Barb.Rodr.) Hoehne","Barros, F","Mello Barreto","8854","1938","11","07",NA,"Brasil","Minas Gerais","Diamantina","Km 152, estrada de Conceição","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,NA,NA,"101169","auto","1983","03",NA,NA,NA,NA,NA,"07"
"41","2019-11-21 10:13:02-03","IBt","SP","69747","S","Plantae",NA,NA,"Orchidaceae","Cleistes","aphylla","Cleistes aphylla","(Barb.Rodr.) Hoehne","Hoehne, FC","Hatschbach, G","1787","1950","01","22",NA,"Brasil","Paraná","São José dos Pinhais",NA,"-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,NA,"45291","auto","1950","04",NA,NA,NA,NA,NA,"25"
