"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","geoFlag","continentOcean","preparationType","previousCatalogNumber","barcode","imagecode","class","typeStatus","eventTime","fieldNumber","infraspecificEpithet","individualCount","relatedCatalogItem"
"245","2020-09-12 05:00:02-03","US","US","2141307","PreservedSpecimen","Plantae",NA,"Haloragidales","Haloragidaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"L. B. Smith & R. Reitz","5860","1952","2","27","Brazil","Santa Catarina","Ararangua","Sombrio","-49.6","-29.1333",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"US00586899","US00586899_01","Dicotyledonae",NA,NA,NA,NA,"1",NA
"246","2020-09-12 05:00:02-03","US","US","1998392","PreservedSpecimen","Plantae",NA,"Haloragidales","Haloragidaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"J. A. Steyermark","62704","1945","5","10","Venezuela","Sucre",NA,"Cerro Turumuquire, headwaters of Rio Manzanares and Rip de Amana",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,"US00586914",NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"247","2020-09-12 05:00:02-03","US","US","2278192","PreservedSpecimen","Plantae",NA,"Haloragidales","Haloragidaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"N. C. Fassett","25898","1944","10","11","Colombia","Boyacá",NA,"Paipa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,"US00586912",NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"248","2020-09-12 05:00:02-03","US","US","1934944","PreservedSpecimen","Plantae",NA,"Haloragidales","Haloragidaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"W. G. F. Herter","1775a","1947","12","7","Uruguay","Canelones",NA,"Parque Plata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"US00586910",NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"249","2020-09-12 05:00:02-03","US","US","3027219","PreservedSpecimen","Plantae",NA,"Haloragidales","Haloragidaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"R. M. Harley, S. Mauo, R. M. Storr, T. S. Santos & R. S. Pinheiro","18039","1977","1",NA,"Brazil","Bahia",NA,"Itabuna","-39.25","-14.75",NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,"US00586907","US00586907_01","Dicotyledonae",NA,NA,NA,NA,"1",NA
"250","2020-09-12 05:00:02-03","US","US","2987371","PreservedSpecimen","Plantae",NA,"Haloragidales","Haloragidaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"O. Huber & C. Alarcon","7835","1983","7","25","Venezuela","Bolívar",NA,"Roscio","-61.0333","4.7",NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,"US00586908","US00586908_01","Dicotyledonae",NA,NA,NA,NA,"1",NA
"251","2020-09-12 05:00:02-03","US","US","2270834","PreservedSpecimen","Plantae",NA,"Haloragidales","Haloragidaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"G. Hatschbach","5133","1958","10","10","Brazil","Paraná",NA,"Jaguariaiva",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"US00586897","US00586897_01","Dicotyledonae",NA,NA,NA,NA,"1",NA
"252","2020-09-12 05:00:02-03","US","US","2106620","PreservedSpecimen","Plantae",NA,"Haloragidales","Haloragidaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"N. C. Fassett","25898","1944","10","11","Colombia","Boyacá",NA,"Paipa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,"US00586911",NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"253","2020-09-12 05:00:02-03","US","US","2651407","PreservedSpecimen","Plantae",NA,"Haloragidales","Haloragidaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"L. B. Smith & R. M. Klein","15741","1971","12","8","Brazil","Santa Catarina",NA,"East of Irenopolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"US00586901","US00586901_01","Dicotyledonae",NA,NA,NA,NA,"1",NA
"254","2020-09-12 05:00:02-03","US","US","1114746","PreservedSpecimen","Plantae",NA,"Haloragidales","Haloragidaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"A. F. M. Glaziou","13123","1907",NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,"US00586915","US00586915_01","Dicotyledonae",NA,NA,NA,NA,"1",NA
"255","2020-09-12 05:00:02-03","US","US","2249433","PreservedSpecimen","Plantae",NA,"Haloragidales","Haloragidaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"G. Hatschbach","3789","1957","5","5","Brazil","Paraná","Paranaguá","Rio Pereque","-48.5092010498047","-25.5200004577637",NA,NA,"24916",NA,NA,NA,"auto","South America",NA,NA,"US00586895","US00586895_01","Dicotyledonae",NA,NA,NA,NA,"1",NA
"256","2020-09-12 05:00:02-03","US","US","2778678","PreservedSpecimen","Plantae",NA,"Haloragidales","Haloragidaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"F. Segadas-Vianna, L. Dau, W. T. Ormond, G. Machline & J. Lorêdo Jr.","1040","1953","10","13","Brazil","Rio de Janeiro",NA,"St. of Rio de Janeiro, Cabo Frio Co.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,"US00586909","US00586909_01","Dicotyledonae",NA,NA,NA,NA,"1",NA
"257","2020-09-12 05:00:02-03","US","US","2220162","PreservedSpecimen","Plantae",NA,"Haloragidales","Haloragidaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"R. Reitz & R. M. Klein","1005","1953","9","24","Brazil","Santa Catarina",NA,"Campo Massiambu, Palhoca",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"US00586906","US00586906_01","Dicotyledonae",NA,NA,NA,NA,"1",NA
"258","2020-09-12 05:00:02-03","US","US","2123321","PreservedSpecimen","Plantae",NA,"Haloragidales","Haloragidaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"R. Reitz","4979","1952","12","19","Brazil","Santa Catarina",NA,"Campo Massiambu, Palhoca",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"US00586903","US00586903_01","Dicotyledonae",NA,NA,NA,NA,"1",NA
"259","2020-09-12 05:00:02-03","US","US","2141312","PreservedSpecimen","Plantae",NA,"Haloragidales","Haloragidaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"L. B. Smith & R. Reitz","5890","1952","2","27","Brazil","Santa Catarina","Ararangua","Arroio do Gildo, Sombrio","-49.5833","-29.1333",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"US00586898","US00586898_01","Dicotyledonae",NA,NA,NA,NA,"1",NA
"260","2020-09-12 05:00:02-03","US","US","2323046","PreservedSpecimen","Plantae",NA,"Haloragidales","Haloragidaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"F. Segadas-Vianna, L. Dau, W. T. Ormond, G. Machline & J. Lorêdo Jr.","866","1953","8","16","Brazil","Rio de Janeiro",NA,"St. of Rio de Janeiro, Cabo Frio Co.","-42.0833","-22.9167",NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,"US00586917","US00586917_01","Dicotyledonae",NA,NA,NA,NA,"1",NA
"261","2020-09-12 05:00:02-03","US","US","2173359","PreservedSpecimen","Plantae",NA,"Haloragidales","Haloragidaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"L. B. Smith","6551","1952","4","15","Brazil","Rio de Janeiro",NA,"Cabo Frio","-42","-22.8333",NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,"US00586918","US00586918_01","Dicotyledonae",NA,NA,NA,NA,"1",NA
"262","2020-09-12 05:00:02-03","US","US","2405903","PreservedSpecimen","Plantae",NA,"Haloragidales","Haloragidaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"P. C. D. Cazalet & T. D. Pennington","5476","1961","12","2","Ecuador","Imbabura","Lago San Marcos","Cayambe.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,"US00586920","US00586920_01","Dicotyledonae",NA,NA,NA,NA,"1",NA
"263","2020-09-02 16:29:44-03","Cenargen","CEN","34136","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","Kanitz","A. M. Giulietti","1999","01",NA,"Taciana Barbosa Cavalcanti","2444","1999","01","07","Brasil","BA","RIO DE CONTAS","Estrada Rio de Contas - Pico das Almas.","-41.8114013671875","-13.5789003372192",NA,NA,"49773","1100","1100","Planta carnosa. Folhas verde-avermelhadas.","auto",NA,"Exsicatas",NA,"CEN00034136","CEN00034136",NA,NA,NA,NA,NA,"5",NA
"264","2019-11-13 11:20:22-03","USP","SPF","91589","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Lucas, EJ","1997",NA,NA,"Harley, RM","H52085","1992","02","15","Brasil","Bahia","Abaíra","Campo de Ouro Fino","-41.9","-13.25","-41.9","-13.25",NA,"1600","1700",NA,NA,NA,NA,NA,"SPF00091589",NA,NA,NA,NA,NA,NA,NA,NA
"265","2019-11-13 11:20:22-03","USP","SPF","121611","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Pirani, JR","1998",NA,NA,"Hind, DJN","PCD3578","1996","07","13","Brasil","Bahia","Mucugê",NA,"-41.322222","-12.949444","-41.322222","-12.949444",NA,"1230","1230",NA,NA,NA,NA,NA,"SPF00121611",NA,NA,NA,NA,NA,NA,NA,NA
"266","2019-11-13 11:20:22-03","USP","SPF","15712","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Dominguez-Vázquez, G","1994",NA,NA,"Grotta, AS","s.n.","1956","09","07","Brasil","São Paulo",NA,"Prx. Mogi Mirim.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPF00015712",NA,NA,NA,NA,NA,NA,NA,NA
"267","2019-11-13 11:20:22-03","USP","SPF","17676","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Dominguez-Vázquez, G",NA,NA,NA,"Hoehne, W","5851","1964","10","24","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPF00017676",NA,NA,NA,NA,NA,NA,NA,NA
"268","2019-11-13 11:20:22-03","USP","SPF","38614","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Harley, RM",NA,NA,NA,"Harley, RM","19371","1977","03","04","Brasil","Bahia","Morro do Chapéu",NA,"-41.033333","-11.633333","-41.033333","-11.633333",NA,"900","900",NA,NA,NA,NA,NA,"SPF00038614",NA,NA,NA,NA,NA,NA,NA,NA
"269","2019-11-13 11:20:22-03","USP","SPF","72579","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Zappi, DC; Taylor, NP",NA,NA,NA,"Harley, RM","25983","1988","11","09","Brasil","Bahia","Rio de Contas","Pico das Almas","-41.95","-13.533333","-41.95","-13.533333",NA,"1500","1500",NA,NA,NA,NA,NA,"SPF00072579",NA,NA,NA,NA,NA,NA,NA,NA
"270","2019-11-13 11:20:22-03","USP","SPF","72580","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Harley, RM","1990",NA,NA,"Harley, RM","26197","1988","11","18","Brasil","Bahia","Rio de Contas","Pico das Almas","-41.966667","-13.533333","-41.966667","-13.533333",NA,"1575","1600",NA,NA,NA,NA,NA,"SPF00072580",NA,NA,NA,NA,NA,NA,NA,NA
"271","2019-11-13 11:20:22-03","USP","SPF","72581","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Pirani, JR","1990",NA,NA,"Harley, RM","24959","1988","10","13","Brasil","Minas Gerais","Buenópolis","Serra do Cabral","-44.25","-17.883333","-44.25","-17.883333",NA,"1100","1200",NA,NA,NA,NA,NA,"SPF00072581",NA,NA,NA,NA,NA,NA,NA,NA
"272","2019-11-13 11:20:22-03","USP","SPF","72582","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Giulietti, AM","1990",NA,NA,"Harley, RM","25875","1988","11","03","Brasil","Bahia","Rio de Contas","Pico das Almas","-41.95","-13.533333","-41.95","-13.533333",NA,"1500","1500",NA,NA,NA,NA,NA,"SPF00072582",NA,NA,NA,NA,NA,NA,NA,NA
"273","2019-11-13 11:20:22-03","USP","SPF","78118","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Schinini, A","1990",NA,NA,"Arbo, MM","4421","1990","05","18","Brasil","Minas Gerais","Diamantina",NA,"-43.816667","-18.283333","-43.816667","-18.283333",NA,"1270","1300",NA,NA,NA,NA,NA,"SPF00078118",NA,NA,NA,NA,NA,NA,NA,NA
"274","2019-11-13 11:20:22-03","USP","SPF","85659","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Pirani, JR","1990",NA,NA,"Freire-Fierro, A","1763","1990","10","03","Brasil","Bahia",NA,"Estrada Morro do Chapéu - Jacobina, Km 7.","-41.033333","-11.1","-41.033333","-11.1",NA,NA,NA,NA,NA,NA,NA,NA,"SPF00085659",NA,NA,NA,NA,NA,NA,NA,NA
"275","2019-11-13 11:20:22-03","USP","SPF","37008","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Stannard, BL",NA,NA,NA,"Stannard, BL","CFCR7208","1984","12","19","Brasil","Bahia","Lençóis","Serra Larga","-41.3899993896484","-12.563099861145",NA,NA,"47385","1400","1400",NA,"auto",NA,NA,NA,"SPF00037008",NA,NA,NA,NA,NA,NA,NA,NA
"276","2019-11-13 11:20:22-03","USP","SPF","18521","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Dominguez-Vázquez, G","1993","11",NA,"Pirani, JR","CFCR1649","1981","07","21","Brasil","Bahia","Mucugê",NA,"-41.3708000183105","-13.0052995681763",NA,NA,"52493",NA,NA,NA,"auto",NA,NA,NA,"SPF00018521",NA,NA,NA,NA,NA,NA,NA,NA
"277","2019-11-13 11:20:22-03","USP","SPF","18337","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Dominguez-Vázquez, G","1993","11",NA,"Giulietti, AM","CFCR1425","1981","07","20","Brasil","Bahia","Mucugê",NA,"-41.3708000183105","-13.0052995681763",NA,NA,"52493",NA,NA,NA,"auto",NA,NA,NA,"SPF00018337",NA,NA,NA,NA,NA,NA,NA,NA
"278","2019-11-13 11:20:22-03","USP","SPF","38148","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Pirani, JR","1985","01",NA,"Pirani, JR","1000","1985","01","08","Brasil","Rio de Janeiro","Maricá",NA,"-42.8185997009277","-22.9193992614746",NA,NA,"20726",NA,NA,NA,"auto",NA,NA,NA,"SPF00038148",NA,NA,NA,NA,NA,NA,NA,NA
"279","2019-11-13 11:20:22-03","USP","SPF","12239","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Dominguez-Vázquez, G","1993","11",NA,"Hoehne, W","s.n.","1948","09","30","Brasil","São Paulo","São Paulo","Brooklyn Paulista.","-46.6300010681152","-23.5400009155273",NA,NA,"53584",NA,NA,NA,"auto",NA,NA,NA,"SPF00012239",NA,NA,NA,NA,NA,NA,NA,NA
"280","2019-11-13 11:20:22-03","USP","SPF","10748","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Dominguez-Vázquez, G",NA,NA,NA,"Hoehne, W","s.n.","1941","11","13","Brasil","São Paulo","São Paulo","Campo Congonhas.","-46.6300010681152","-23.5400009155273",NA,NA,"53584",NA,NA,NA,"auto",NA,NA,NA,"SPF00010748",NA,NA,NA,NA,NA,NA,NA,NA
"281","2021-03-04 11:17:50-03","UEFS","HUEFS","141301","PreservedSpecimen","Plantae","Angiospermae","Saxifragales","Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Rezende, S.G.","1727","2006","09","25","Brasil","Bahia","Prado","Fazenda Riacho das Ostras. Muçununga.","-39.233333","-17.215","39W14'0''","17S12'54''",NA,"35","35",NA,NA,NA,NA,NA,"HUEFS0141301","HUEFS0141301","Saxifraganae",NA,NA,NA,NA,NA,NA
"282","2021-03-04 11:17:50-03","UEFS","HUEFS","141922","PreservedSpecimen","Plantae","Angiospermae","Saxifragales","Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","R.M.Harley","2010","08",NA,"Queiroz, L.P.de","13706","2008","08","17","Brasil","Bahia","Mucugê","Em frente ao cemitério de Mucugê.","-41.376389","-13.008889","41W22'35''","13S0'32''",NA,"1003","1003","Campo arenoso úmido.",NA,NA,NA,NA,"HUEFS0141922","HUEFS0141922","Saxifraganae",NA,NA,NA,NA,NA,NA
"283","2019-10-07 09:37:40-03","UEFS","HUEFS","156533","PreservedSpecimen","Plantae","Angiospermae","Saxifragales","Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Queiroz, L.P.de","14515","2009","05","04","Brasil","Bahia","Mucugê","Ca. 5 km SW de Mucugê na estrada para Barra da Estiva.","-41.415556","-13.008611","41W24'56''","13S0'31''",NA,NA,NA,"Brejo em área de baixada entre serras, solo predominantemente arenoso.",NA,NA,NA,NA,"HUEFS0156533","HUEFS0156533","Saxifraganae",NA,NA,NA,NA,NA,NA
"284","2019-10-07 09:37:39-03","UEFS","HUEFS","25619","PreservedSpecimen","Plantae","Angiospermae","Saxifragales","Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","L.Y.S.Aona","2003","10",NA,"Hind, D.J.N.","PCD3578","1996","07","13","Brasil","Bahia","Mucugê","Estrada Igatu-Mucugê, próximo ao entroncamento com a estrada Anadaraí-Mucugê.","-41.322222","-12.949444","41W19'20''","12S56'58''",NA,"1230","1230","Substrato brejoso.",NA,NA,NA,NA,"HUEFS0025619","HUEFS0025619","Saxifraganae",NA,NA,NA,NA,NA,NA
"285","2019-10-07 09:37:40-03","UEFS","HUEFS","28530","PreservedSpecimen","Plantae","Angiospermae","Saxifragales","Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","F.França & M.O.S.Rodrigues","1999","05",NA,"Gasson, P.","PCD6049","1997","03","05","Brasil","Bahia","Morro do Chapéu","Cachoeira do Rio Ferro Doido.","-41.000833","-11.628333","41W0'3''","11S37'42''",NA,NA,NA,NA,NA,NA,NA,NA,"HUEFS0028530","HUEFS0028530","Saxifraganae",NA,NA,NA,NA,NA,NA
"286","2019-10-07 09:37:40-03","UEFS","HUEFS","65014","PreservedSpecimen","Plantae","Angiospermae","Saxifragales","Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Giulietti, A.M.","2158","2002","07","01","Brasil","Bahia","Morro do Chapéu","Margem arenosa do Rio Jacuípe.","-41.126944","-11.559722","41W7'37''","11S33'35''",NA,"900","900","Campo rupestre. Solo arenoso úmido.",NA,NA,NA,NA,"HUEFS0065014","HUEFS0065014","Saxifraganae",NA,NA,NA,NA,NA,NA
"287","2019-10-07 09:37:40-03","UEFS","HUEFS","80037","PreservedSpecimen","Plantae","Angiospermae","Saxifragales","Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Harley, R.M.","54481","2002","02","15","Brasil","Bahia","Mucugê","Serra do Gobira, Campo do Gobira","-41.376667","-13.081667","41W22'36''","13S4'54''",NA,"1478","1478","Campo rupestre, em solo turfoso, úmido.",NA,NA,NA,NA,"HUEFS0080037","HUEFS0080037","Saxifraganae",NA,NA,NA,NA,NA,NA
"288","2019-10-07 09:37:40-03","UEFS","HUEFS","90837","PreservedSpecimen","Plantae","Angiospermae","Saxifragales","Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Hoehne, W.","5851","1964","10","24","Brasil","Rio de Janeiro","Guanabara","Estrada Rio-Santos km 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUEFS0090837","HUEFS0090837","Saxifraganae",NA,NA,NA,NA,NA,NA
"289","2019-10-07 09:37:40-03","UEFS","HUEFS","91741","PreservedSpecimen","Plantae","Angiospermae","Saxifragales","Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Souza, E.B.","981","2005","01","20","Brasil","Bahia","Mucugê","Chapada Diamantina, Pico do Gobira. Área encharcada no sopé do morro, ás margens de um pequeno curso d'água.","-41.377778","-13.076667","41W22'40''","13S4'36''",NA,"1471","1471","Campo rupestre, 1447-1471m alt. Solo arenoso com afloramentos rochosos e áreas de depressão encharcadas por pequenos cursos d'água.",NA,NA,NA,NA,"HUEFS0091741","HUEFS0091741","Saxifraganae",NA,NA,NA,NA,NA,NA
"290","2019-10-07 09:37:39-03","UEFS","HUEFS","2897","PreservedSpecimen","Plantae","Angiospermae","Saxifragales","Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Noblick, L.R.","2894","1983","11","20","Brasil","Bahia","Mucugê",NA,"-41.3","-12.25","41W18'","12S15'",NA,"900","1000",NA,NA,NA,NA,NA,"HUEFS0002897","HUEFS0002897","Saxifraganae",NA,NA,NA,NA,NA,NA
"291","2015-03-13 19:26:37-03","F","FMNH-SEEDPLANTS","V0280905F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"V0280905F","V0280905F_01","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"292","2015-03-13 19:26:37-03","F","FMNH-SEEDPLANTS","V0280902F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"V0280902F","V0280902F_01","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"293","2015-03-13 19:26:37-03","F","FMNH-SEEDPLANTS","V0280903F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Venezuela",NA,NA,NA,"-65.9119","7.0758",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"V0280903F","V0280903F_01","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"294","2015-03-13 19:26:37-03","F","FMNH-SEEDPLANTS","V0280904F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"V0280904F","V0280904F_01","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"295","2015-03-13 19:26:37-03","F","FMNH-SEEDPLANTS","V0280906F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"V0280906F","V0280906F_01","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"296","2015-03-13 19:26:37-03","F","FMNH-SEEDPLANTS","V0280907F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"V0280907F","V0280907F_01","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"297","2015-03-13 19:26:37-03","F","FMNH-SEEDPLANTS","V0280908F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Venezuela",NA,NA,NA,"-65.9119","7.0758",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"V0280908F","V0280908F_01","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"298","2019-01-28 16:44:48-02","F","FMNH-SEEDPLANTS","V0280909F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra",NA,NA,NA,NA,NA,"W. G. F. Herter","1775","1935","4","20","Uruguay",NA,NA,NA,"-55.7933","-32.8667",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"V0280909F","V0280909F_01","Dicotyledoneae",NA,NA,NA,NA,NA,NA
