"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","dayIdentified","class","individualCount"
"11","2020-12-11 11:35:52-03","UFMG","BHCB","98874","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Chamaecrista","strictifolia","Chamaecrista strictifolia","(Benth.) H.S.Irwin & Barneby",NA,"Tameirão Neto, E","4080","Southern America","Brasil","Fazenda Tamanduá - Plantar MG 15.",NA,"Arbustivo.; Campo limpo.","BHCB013015",NA,NA,"2005","09","10","Minas Gerais","Grão Mogol","-42.8897018432617","-16.5594005584717",NA,NA,"2015","67219","auto","05",NA,NA,NA,"02",NA,NA
"12","2020-09-12 05:00:02-03","US","US","3018540","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Cassia","strictifolia","Cassia strictifolia","Benth. in Mart.","Isolectotype","A. F. C. P. de Saint-Hilaire","s.n.","South America - Neotropics","Brazil","Rio Santa Anna.",NA,NA,"US00037063","US00037063_01",NA,"1816",NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"13","2019-11-13 11:22:04-03","USP","SPF","74476","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Chamaecrista","strictifolia","Chamaecrista strictifolia","(Benth.) H.S.Irwin & Barneby",NA,"Harley, RM","25144",NA,"Brasil",NA,NA,NA,"SPF00074476",NA,"Lewis, GP","1988","10","17","Minas Gerais","Grão Mogol","-42.633333","-16.583333","700","700","1990",NA,NA,NA,"-42.633333","-16.583333",NA,NA,NA,NA
"14","2019-11-13 11:22:04-03","USP","SPF","216264","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Chamaecrista","strictifolia","Chamaecrista strictifolia","(Benth.) H.S.Irwin & Barneby",NA,"Volpi, RL","614",NA,"Brasil",NA,NA,NA,"SPF00216264",NA,"Rando, JG","2003","05","15","Minas Gerais","Uberlândia","-46.653333","-20.444444",NA,NA,"2015",NA,NA,"03","-46.653333","-20.444444",NA,"03",NA,NA
"15","2019-11-13 11:22:04-03","USP","SPF","216265","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Chamaecrista","strictifolia","Chamaecrista strictifolia","(Benth.) H.S.Irwin & Barneby",NA,"Pacheco, RA","474",NA,"Brasil",NA,NA,NA,"SPF00216265",NA,"Rando, JG","2003","03","10","Minas Gerais","Delfinópolis","-46.653333","-20.444444",NA,NA,"2015",NA,NA,"03","-46.653333","-20.444444",NA,"03",NA,NA
"16","2020-05-08 11:09:36-03","UEFS","HUEFS","243282","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae","Chamaecrista","strictifolia","Chamaecrista strictifolia","(Benth.) H.S.Irwin & Barneby",NA,"Cota, M.M.T.","839",NA,"Brasil","Estrada vicinal no entorno do Parque Estadual de Grão Mogol.",NA,NA,"HUEFS0243282",NA,NA,"2016","11","21","Minas Gerais","Grão Mogol","-42.7275","-16.413611","827","827",NA,NA,NA,NA,"42W43'39''","16S24'49''",NA,NA,"Rosanae",NA
"17","2020-05-08 11:09:36-03","UEFS","HUEFS","7940","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae","Chamaecrista","strictifolia","Chamaecrista strictifolia","(Benth.) H.S.Irwin & Barneby",NA,"Silva, S.B.da","261",NA,"Brasil",NA,NA,NA,"HUEFS0007940","HUEFS0007940",NA,"1982","08","03","Minas Gerais","Grão Mogol","-42.716667","-16.416667","920","920",NA,NA,NA,NA,"42W43'","16S25'",NA,NA,"Rosanae",NA
"18","2021-03-04 11:16:35-03","UEFS","HUEFS","185634","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae","Chamaecrista","strictifolia","Chamaecrista strictifolia","(Benth.) H.S.Irwin & Barneby",NA,"Volpi, R.L.","614",NA,"Brasil","Trilha Escada das Pedras.",NA,"Campo rupestre.","HUEFS0185634",NA,"J.G.Rando","2003","05","15","Minas Gerais","Delfinópolis",NA,"-20.434444","841","841","2015",NA,NA,"03","46W38'72''","20S26'4''",NA,NA,"Rosanae",NA
"19","2021-03-04 11:16:35-03","UEFS","HUEFS","185633","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae","Chamaecrista","strictifolia","Chamaecrista strictifolia","(Benth.) H.S.Irwin & Barneby",NA,"Pacheco, R.A.","474",NA,"Brasil","Trilha Escada de Pedras. Fazenda Águas da Serra.",NA,"Campo rupestre.","HUEFS0185633",NA,"J.G.Rando","2003","03","10","Minas Gerais","Delfinópolis",NA,"-20.434444","841","841","2015",NA,NA,"03","46W38'72''","20S26'4''",NA,NA,"Rosanae",NA
"20","2019-09-04 18:33:01-03","F","FMNH-SEEDPLANTS","V0057693F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Cassia","strictifolia","Cassia strictifolia",NA,"Isolectotype","A. Saint-Hilaire","s.n.","South America","Brazil",NA,NA,NA,"V0057693F","V0057693F_01",NA,"1816",NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"21","2017-09-11 17:09:56-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Fabaceae","Cassia","strictifolia","Cassia strictifolia","Benth.",NA,"Saint-Hilaire, AFCP","s.n.","Southern America","Brazil","ad Rio Santa Anna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
