"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","phylum","infraspecificEpithet","continentOcean","imagecode","day","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","order","preparationType","typeStatus","fieldNumber","individualCount","class","sex"
"49","2021-03-04 15:44:35-03","IF","SPSF","51849","PreservedSpecimen","Plantae","Euphorbiaceae","Algernonia","brasiliensis","Algernonia brasiliensis","Baill.","I.Cordeiro",NA,NA,NA,"A.G. Aguirre & J. Teixeira","16","2014","02","Brasil","SP","Ilhabela","Sul da ilha","-45.3499984741211","-23.7700004577637","23719","COLETA: Árvore 5m, com látex, flor de coloração branca.; GEOGRAFIA: Floresta ombrófila densa;",NA,"auto","Magnoliophyta",NA,"América do Sul",NA,"15",NA,NA,NA,NA,"Malpighiales",NA,NA,NA,NA,"Magnoliopsida",NA
"50","2017-09-11 17:09:38-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Euphorbiaceae","Algernonia","brasiliensis","Algernonia brasiliensis","Baill.",NA,NA,NA,NA,"Riedel, L","s.n.",NA,NA,"Brazil","Rio de Janeiro",NA,"in umbrosis prope Mandioca",NA,NA,NA,NA,NA,NA,NA,NA,"Southern America","P11P2N0087",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2017-09-11 17:09:38-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Euphorbiaceae","Algernonia","brasiliensis","Algernonia brasiliensis","Baill.",NA,NA,NA,NA,"Gaudichaud Beaupré, C","1151",NA,NA,"Brazil","Rio de Janeiro",NA,"in prov. Rio de Janeiro, in silvis montis Corcovado rarius",NA,NA,NA,NA,NA,NA,NA,NA,"Southern America","P11P2N0087",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2017-09-11 17:09:38-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Euphorbiaceae","Algernonia","brasiliensis","Algernonia brasiliensis","Baill.",NA,NA,NA,NA,"Lhotsky, J","s.n.",NA,NA,"Brazil","Rio de Janeiro",NA,"in prov. Rio de Janeiro, in silvis montis Corcovado rarius",NA,NA,NA,NA,NA,NA,NA,NA,"Southern America","P11P2N0087",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2017-09-11 17:09:38-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Euphorbiaceae","Algernonia","brasiliensis","Algernonia brasiliensis","Baill.",NA,NA,NA,NA,"Riedel, L","16",NA,NA,"Brazil","Rio de Janeiro",NA,"in prov. Rio de Janeiro, in silvis montis Corcovado rarius",NA,NA,NA,NA,NA,NA,NA,NA,"Southern America","P11P2N0087",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2017-09-11 17:09:38-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Euphorbiaceae","Algernonia","brasiliensis","Algernonia brasiliensis","Baill.",NA,NA,NA,NA,"Riedel, L","383",NA,NA,"Brazil","Rio de Janeiro",NA,"in prov. Rio de Janeiro, in silvis montis Corcovado rarius",NA,NA,NA,NA,NA,NA,NA,NA,"Southern America","P11P2N0087",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2014-09-23 11:01:27-03","G","G-DC","G00317232","S","Plantae","Euphorbiaceae","Algernonia","brasiliensis","Algernonia brasiliensis","Baill.","CAT.HERB.PRODR.","2012","01","01","Gaudichaud-Beaupré, C.","1151","1833",NA,"Brazil","Rio de Janeiro",NA,NA,"-42.9125","-22.48222222",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00317232",NA,NA,NA,"AMERIQUE DU SUD",NA,"00","-42.9125","-22.48222222",NA,NA,NA,NA,"TYPUS of Algernonia brasiliensis Baill.",NA,NA,NA,NA
"56","2014-09-23 11:01:27-03","G","G-DC","G00317206","S","Plantae","Euphorbiaceae","Algernonia","brasiliensis","Algernonia brasiliensis","Baill.","CAT.HERB.PRODR.","2012","01","01","Lhotsky, J.",NA,"1832",NA,"Brazil","Rio de Janeiro",NA,NA,"-42.9125","-22.48222222",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00317206",NA,NA,NA,"AMERIQUE DU SUD",NA,"00","-42.9125","-22.48222222",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-11-21 10:03:53-03","IBt","SP","269064","S","Plantae","Euphorbiaceae","Algernonia","brasiliensis","Algernonia brasiliensis","Baill.",NA,NA,NA,NA,"Emygdio, L; Emmerich, M","3641","1972","10","Brasil","Rio de Janeiro","Niterói","Saco de São Francisco. Morro do Xing·.&nf;Na mata umbrófila.","-43.1035995483398","-22.88330078125","14785","Árvore com mais ou menos 5m de altura.",NA,"auto",NA,NA,NA,NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-02-04 09:01:43-03","IBt","SP","296923","S","Plantae","Euphorbiaceae","Algernonia","brasiliensis","Algernonia brasiliensis","Baill.","Cordeiro, I","2011","03",NA,"Souza, VC; Souza, JP; Ivanauskas, NM; Duarte, AR; Eterovic, A; Marques, OAV","11087","1996","04","Brasil","São Paulo","Itanhaém","Ilha da Queimada Grande","-46.7799987792969","-24.1800003051758","26998",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-11-21 10:03:53-03","IBt","SP","4576","S","Plantae","Euphorbiaceae","Algernonia","brasiliensis","Algernonia brasiliensis","Baill.","Croizat, L","1940",NA,NA,"Gehrt, A","s.n.","1920","11","Brasil","São Paulo","Itanhaém","Ilha da Queimada Grande","-46.7799987792969","-24.1800003051758","26998",NA,NA,"auto",NA,NA,NA,NA,"07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2010-08-16 16:36:16-03","GH","HU-HERB","GH 00045542","PreservedSpecimen","Plantae","Euphorbiaceae","Algernonia","brasiliensis","Algernonia brasiliensis obovata","Müller Argoviensis",NA,NA,NA,NA,"L. Riedel",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"obovata","South America",NA,NA,NA,NA,NA,NA,NA,"Sheet","Type",NA,NA,NA,"undetermined"
"61","2014-09-23 10:57:27-03","G","G","G00359217","S","Plantae","Euphorbiaceae","Algernonia","brasiliensis","Algernonia brasiliensis","Baill.","?",NA,NA,NA,"Gaudichaud-Beaupré, C.","1151","1833",NA,"Brazil","Rio de Janeiro",NA,NA,"-42.9125","-22.48222222",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00359217",NA,NA,NA,"AMERIQUE DU SUD",NA,"00","-42.9125","-22.48222222",NA,NA,NA,NA,"TYPUS of Algernonia brasiliensis Baill.",NA,NA,NA,NA
