"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","393296","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Erythroxylaceae","Erythroxylum","pulchrum","Erythroxylum pulchrum","A.St.-Hil.","T. C. Plowman","L. Riedel","390",NA,NA,NA,"South America","Brazil",NA,NA,"Brasilia",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=260786' target='other'> <mi>dwc_moreinfo</mi></a>","NY00393296","NY00393296_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","393292","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Erythroxylaceae","Erythroxylum","pulchrum","Erythroxylum pulchrum","A.St.-Hil.",NA,"J. O. Mendonça","44","1996","10","11","South America","Brazil","São Paulo","Ubatuba","Centro da cidade","-45.0697","-23.4303","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=260791' target='other'> <mi>dwc_moreinfo</mi></a>","NY00393292","NY00393292_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","393293","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Erythroxylaceae","Erythroxylum","pulchrum","Erythroxylum pulchrum","A.St.-Hil.","T. C. Plowman","J. Fontella Pereira","87","1961","11","06","South America","Brazil","São Paulo","Ubatuba","à 10km do Rio Acarau e a 2km do Inst. Oceanográfico","-45.0697","-23.4303","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=260784' target='other'> <mi>dwc_moreinfo</mi></a>","NY00393293","NY00393293_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1039088","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Erythroxylaceae","Erythroxylum","pulchrum","Erythroxylum pulchrum","A.St.-Hil.","J. O. Mendonça","C. Farney","3315","1994","04","22","South America","Brazil","Rio de Janeiro","Saquarema","Reserva Ecológica Estadual de Jacarepiá. Ilha de Jacarepiá.","-42.5103","-22.9203","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1481642' target='other'> <mi>dwc_moreinfo</mi></a>","NY01039088","NY01039088_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1039198","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Erythroxylaceae","Erythroxylum","pulchrum","Erythroxylum pulchrum","A.St.-Hil.","J. O. Mendonça","H. C. de Lima","5967","2001","12","02","South America","Brazil","Rio de Janeiro","Angra dos Reis","Ilha Gipoia, Praia da Fazenda.","-44.3181","-23.0067","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1482171' target='other'> <mi>dwc_moreinfo</mi></a>","NY01039198","NY01039198_01","10","80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","02679542","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Erythroxylaceae","Erythroxylum","pulchrum","Erythroxylum pulchrum","A.St.-Hil.",NA,"J. Braga","5103","1998","12","10","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Prainha, Área de Proteção Ambiental da Prainha, trilha ( face N ) para o cume do morro da Boa Vista. Recreio dos Bandeirantes.","-43.2075004577637","-22.9027996063232","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3180993' target='other'> <mi>dwc_moreinfo</mi></a>","NY02679542","NY02679542_01","150","150","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","393289","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Erythroxylaceae","Erythroxylum","pulchrum","Erythroxylum pulchrum macrophyllum","O.E.Schulz",NA,"A. F. M. Glaziou","6108","1872","09","12","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Corcovado","-43.212076","-22.951842","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=260785' target='other'> <mi>dwc_moreinfo</mi></a>","NY00393289","NY00393289_01",NA,NA,NA,NA,"macrophyllum","isolectotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","393289","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Erythroxylaceae","Erythroxylum","pulchrum","Erythroxylum pulchrum macrophyllum","O.E.Schulz",NA,"A. F. M. Glaziou","6108","1872","09","12","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Corcovado","-43.212076","-22.951842","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=260785' target='other'> <mi>dwc_moreinfo</mi></a>","NY00393289","NY00393289_01",NA,NA,NA,NA,"macrophyllum","isolectotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-02-08 11:08:21-03","UNESP-IBB","BOTU","17762","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","pulchrum","Erythroxylum pulchrum","A.St.-Hil.",NA,"Leoni, L.S.",NA,"1989","11","26",NA,"Brasil","Minas Gerais","Carangola",NA,"-42.016667","-20.716667",NA,"Árvore ereta, com 6-8 m de altura, tronco lisso de coloração pardacenta, flores de cor esverdeadea","BOTU017762",NA,NA,NA,NA,NA,NA,NA,"42°01'w","20°43's",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-02-18 09:29:24-03","UNESP-IBB","BOTU","21504","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","pulchrum","Erythroxylum pulchrum","A.St.-Hil.","Amaral Jr., A.","C.A.C.","1515","1984","07","21",NA,"Brasil","Rio de Janeiro",NA,"Rio Abobral",NA,NA,NA,NA,"BOTU021504",NA,NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-02-18 09:29:23-03","UNESP-IBB","BOTU","15417","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","pulchrum","Erythroxylum pulchrum","A.St.-Hil.","Amaral Jr., A.","Lanna, J.P.","74","1962","01","15",NA,"Brasil","Rio de Janeiro","Rio de Janeiro",NA,NA,NA,NA,"Árvore","BOTU015417",NA,NA,NA,NA,NA,NA,NA,"9999","9999","1976",NA,NA,NA,NA,NA,NA,NA
"22","2021-02-18 09:29:24-03","UNESP-IBB","BOTU","28678","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","pulchrum","Erythroxylum pulchrum","A.St.-Hil.","Braga, J.M.A.","Braga, J.M.A.","5103","1998","12","10",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Recreio dos Baedeirantes, Prainha, trilha para o cume do morro da Boa Vista",NA,NA,NA,"Árvore, ca 5 m de altura, ciófilo, folhas lustrosas e espesso, cartáceas, frutos imaaturos verdes e maduros escassos vermelhos","BOTU028678",NA,NA,NA,NA,NA,NA,NA,"9999","9999","1998","12","10",NA,NA,NA,NA,NA
"23","2021-02-18 09:29:24-03","UNESP-IBB","BOTU","31908","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","pulchrum","Erythroxylum pulchrum","A.St.-Hil.",NA,"Amaral Jr., A.",NA,"1985","11","02",NA,"Brasil","São Paulo","Ubatuba","Mata da encosta da praia.",NA,NA,NA,NA,"BOTU031908",NA,NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-02-18 09:29:24-03","UNESP-IBB","BOTU","30368","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","pulchrum","Erythroxylum pulchrum","A.St.-Hil.",NA,"Spina, A.P.","32229","1994","12","14",NA,"Brasil","São Paulo","Ubatuba",NA,NA,NA,NA,"Arbórea, 6 m de altura, flores brancas em glomérulos axilares","BOTU030368",NA,NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-02-18 09:29:24-03","UNESP-IBB","BOTU","31811","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","pulchrum","Erythroxylum pulchrum","A.St.-Hil.",NA,"Fernandes, H.Q.B.","2440","1988","04","11",NA,"Brasil","Espírito Santo","Santa Teresa","Valsugana Velha, Estação Biológica de Santa Lúcia.",NA,NA,NA,NA,"BOTU031811",NA,NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-02-18 09:29:24-03","UNESP-IBB","BOTU","28958","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","pulchrum","Erythroxylum pulchrum","A.St.-Hil.","Araújo, T.","Giordano, L.C.","1825","1994","11","29",NA,"Brasil","Rio de Janeiro","Paraty",NA,NA,NA,NA,"Árvore com cerca de 12 m, de altura, heliófila, folhas cartáceas, discolores, botões amarelados e flores alvacentas","BOTU028958",NA,NA,NA,NA,NA,NA,NA,"9999","9999","2012","08","13",NA,NA,NA,NA,NA
"27","2021-02-18 09:29:24-03","UNESP-IBB","BOTU","21524","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","pulchrum","Erythroxylum pulchrum","A.St.-Hil.",NA,"Lima, H.C.","2827","1983","11","20",NA,"Brasil","Rio de Janeiro","Muriquí",NA,NA,NA,NA,"Árvore pequena, 6 m de altura, flores alvas","BOTU021524",NA,NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-02-18 09:29:23-03","UNESP-IBB","BOTU","20449","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","pulchrum","Erythroxylum pulchrum","A.St.-Hil.","Amaral Jr., A.","Leitão Filho, H.","34812","1996","02","04",NA,"Brasil","São Paulo","Ubatuba",NA,NA,NA,NA,"Árvore com 7 m de altuta, frutos vermelhos","BOTU020449",NA,NA,NA,NA,NA,NA,NA,"9999","9999","1996","08","01",NA,NA,NA,NA,NA
"29","2021-02-18 09:29:24-03","UNESP-IBB","BOTU","32152","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","pulchrum","Erythroxylum pulchrum","A.St.-Hil.","Taguchi, L.E.","Bernardo, E.C.",NA,"1998","12","23",NA,"Brasil","São Paulo","Ilhabela","Cocáia (Chácara do Sr. Emiliano).",NA,NA,NA,NA,"BOTU032152",NA,NA,NA,NA,NA,NA,NA,"9999","9999","2016","06","20",NA,NA,NA,NA,NA
"30","2021-02-18 09:29:23-03","UNESP-IBB","BOTU","15416","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","pulchrum","Erythroxylum pulchrum","A.St.-Hil.","Amaral Jr., A.","Lanna, J.P.","1592","1967","10","17",NA,"Brasil","Rio de Janeiro","Rio de Janeiro",NA,NA,NA,NA,"Árvore, folhas esverdeadas, com frutos","BOTU015416",NA,NA,NA,NA,NA,NA,NA,"9999","9999","1976",NA,NA,NA,NA,NA,NA,NA
"31","2021-02-18 09:29:23-03","UNESP-IBB","BOTU","15415","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","pulchrum","Erythroxylum pulchrum","A.St.-Hil.","Amaral Jr., A.","Lanna, J.P.","1299","1966","11","10",NA,"Brasil","Rio de Janeiro","Rio de Janeiro",NA,NA,NA,NA,"Planta com folhas carnosas, cor verde-intensa, flores branco-esverdeada","BOTU015415",NA,NA,NA,NA,NA,NA,NA,"9999","9999","1976",NA,NA,NA,NA,NA,NA,NA
"32","2021-02-18 09:29:24-03","UNESP-IBB","BOTU","31812","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","pulchrum","Erythroxylum pulchrum","A.St.-Hil.",NA,"Kollmann, L.","1578","1999","01","14",NA,"Brasil","Espírito Santo","Santa Teresa","Santo Antônio, terreno do Boza",NA,NA,NA,NA,"BOTU031812",NA,"750","750",NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-02-18 09:29:24-03","UNESP-IBB","BOTU","28956","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","pulchrum","Erythroxylum pulchrum","A.St.-Hil.","Araújo, T.","Melo, J.Q.","36","1995","12","03",NA,"Brasil","Rio de Janeiro","Paraty",NA,NA,NA,NA,"Arvoreta com cerca de 4 m de altura, folhas membranáceas verdes discolores, botões verdes e flores verde-claro","BOTU028956",NA,NA,NA,NA,NA,NA,NA,"9999","9999","2012","08","13",NA,NA,NA,NA,NA
"34","2021-02-18 09:29:23-03","UNESP-IBB","BOTU","20420","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","pulchrum","Erythroxylum pulchrum","A.St.-Hil.","Amaral Jr., A.","Robim, M.J.","863","1996","01","15",NA,"Brasil","São Paulo","Ubatuba",NA,NA,NA,NA,"Árvore + ou - 6 m de altura, frutos verde","BOTU020420",NA,NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-02-18 09:29:24-03","UNESP-IBB","BOTU","21451","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","pulchrum","Erythroxylum pulchrum","A.St.-Hil.","Amaral Jr., A.","Pirani, J.R.","988","1985","01","08",NA,"Brasil","Rio de Janeiro","Maricá",NA,NA,NA,NA,"Árvore grande, flores alvas, frutos imaturos verdes","BOTU021451",NA,NA,NA,NA,NA,NA,NA,"9999","9999","1997","06","16",NA,NA,NA,NA,NA
"36","2021-02-18 09:29:24-03","UNESP-IBB","BOTU","31880","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","pulchrum","Erythroxylum pulchrum","A.St.-Hil.",NA,"Silva, A.F.",NA,"1979","06","23",NA,"Brasil","São Paulo","Campinas",NA,NA,NA,NA,NA,"BOTU031880",NA,"100","100",NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-02-18 09:29:24-03","UNESP-IBB","BOTU","30413","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","pulchrum","Erythroxylum pulchrum","A.St.-Hil.",NA,"Braga, J.M.A.","3553","1996","10","09",NA,"Brasil","Rio de Janeiro","Recreio dos Bandeirantes",NA,NA,NA,NA,"Árvore, ca., 8 m de altura,folhas cartáceas, botões florais verdes","BOTU030413",NA,NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-02-18 09:29:23-03","UNESP-IBB","BOTU","20211","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","pulchrum","Erythroxylum pulchrum","A.St.-Hil.","Amaral Jr., A.","Franco, A.L.M.","29363","1993","11","14",NA,"Brasil","São Paulo","Ubatuba",NA,NA,NA,NA,"Árvore 5 mde altura, frutos","BOTU020211",NA,NA,NA,NA,NA,NA,NA,"9999","9999","1996","07","30",NA,NA,NA,NA,NA
"39","2021-02-18 09:29:23-03","UNESP-IBB","BOTU","20645","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","pulchrum","Erythroxylum pulchrum","A.St.-Hil.",NA,"Amaral Jr., A.","44","1996","10","11",NA,"Brasil","São Paulo","Ubatuba",NA,NA,NA,NA,"Árvore, + ou - 8 m de altura, diâmetro de + ou - 10 m de copa","BOTU020645",NA,NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-02-18 09:29:23-03","UNESP-IBB","BOTU","20450","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","pulchrum","Erythroxylum pulchrum","A.St.-Hil.","Amaral Jr., A.","Leitão Filho, H.","34845","1996","02","06",NA,"Brasil","São Paulo","Ubatuba",NA,NA,NA,NA,"Árvore de 10 m de altura, com frutos maduros vermelhos","BOTU020450",NA,NA,NA,NA,NA,NA,NA,"9999","9999","1996","08","01",NA,NA,NA,NA,NA
"41","2021-02-18 09:29:24-03","UNESP-IBB","BOTU","32023","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","pulchrum","Erythroxylum pulchrum","A.St.-Hil.","Amaral Jr., A.","Kollmann, L.","1123","1998","11","26",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica de Santa Lúcia, Trilha do Sagui.",NA,NA,NA,NA,"BOTU032023",NA,"600","600",NA,NA,NA,NA,"9999","9999","2000","10","05",NA,NA,NA,NA,NA
"42","2021-02-18 09:29:24-03","UNESP-IBB","BOTU","31952","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","pulchrum","Erythroxylum pulchrum","A.St.-Hil.","Amaral Jr., A.","Krieger, P.L.","10344","1971","04","04",NA,"Brasil","Rio de Janeiro","Rio das Ostras",NA,NA,NA,NA,NA,"BOTU031952",NA,NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-02-18 09:29:23-03","UNESP-IBB","BOTU","10160","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","pulchrum","Erythroxylum pulchrum","A.St.-Hil.","Plowman, T.","Fontella, J.","87","1961","11","06",NA,"Brasil","São Paulo","Ubatuba",NA,NA,NA,NA,"Árvore de 8 m de altura, flores amarelas","BOTU010160",NA,NA,NA,NA,NA,NA,NA,"9999","9999","1980",NA,NA,NA,NA,NA,NA,NA
"44","2021-02-18 09:29:24-03","UNESP-IBB","BOTU","25160","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","pulchrum","Erythroxylum pulchrum","A.St.-Hil.","Amaral Jr., A.","Barros, F.","2885","1993","11","16",NA,"Brasil","São Paulo","Ubatuba",NA,NA,NA,NA,"Árvore ca. 8 m de altura, flores branco-esverdeadas","BOTU025160",NA,NA,NA,NA,NA,NA,NA,"9999","9999","1997","03","07",NA,NA,NA,NA,NA
"45","2021-02-18 09:29:24-03","UNESP-IBB","BOTU","21444","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","pulchrum","Erythroxylum pulchrum","A.St.-Hil.","Amaral Jr., A.","Pirani, J.R.","987","1985","01","08",NA,"Brasil","Rio de Janeiro","Maricá",NA,NA,NA,NA,"Arbusto pouco ramificado, ca. 2m de altura, flores sésseis, alvs, frutos verdes","BOTU021444",NA,NA,NA,NA,NA,NA,NA,"9999","9999","1997","06","16",NA,NA,NA,NA,NA
"46","2021-02-18 09:29:23-03","UNESP-IBB","BOTU","15409","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","pulchrum","Erythroxylum pulchrum","A.St.-Hil.",NA,"Strang, H.E.","234","1960","01","15",NA,"Brasil","Rio de Janeiro","Rio de Janeiro",NA,NA,NA,NA,"Frutos vermelhos","BOTU015409",NA,NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-02-18 09:29:24-03","UNESP-IBB","BOTU","28976","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","pulchrum","Erythroxylum pulchrum","A.St.-Hil.","Araújo, T.","Vattimo, I.",NA,"1978","03","14",NA,"Brasil","Rio de Janeiro","Rio de Janeiro",NA,NA,NA,NA,"Árvore","BOTU028976",NA,NA,NA,NA,NA,NA,NA,"9999","9999","2012","08","13",NA,NA,NA,NA,NA
