"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","identifiedBy","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","imagecode","phylum","continentOcean","relatedCatalogItem","typeStatus"
"11","2020-07-10 09:47:10-03","MBML","MBML-HERBARIO","40705",NA,"Plantae","Malpighiaceae","Stigmaphyllon","crenatum","Stigmaphyllon crenatum","C.E.Anderson","R. C. Forzza; J. Silva, K.V. Hmeljeviski & D.P. Saraiva","5804","2010","03","12","Brasil","Espírito Santo","Água Doce do Norte","Estrada para o morro das torres. Inselbergue","-40.993056","-18.573611","40W59'35","18S34'25",NA,"Liana, folhas discolores. Flores com cálice verde, corola amarela","MBML040705",NA,"A.M. Amorim/2016",NA,NA,NA,"578","578","MBML040705",NA,NA,NA,NA
"12","2020-07-10 09:47:10-03","MBML","MBML-HERBARIO","50882",NA,"Plantae","Malpighiaceae","Stigmaphyllon","crenatum","Stigmaphyllon crenatum","C. Anderson","C. N. de Fraga; H. C. Lima, R. Gribel & M. Lemes","3501","2013","04","13","Brasil","Espírito Santo","Pancas","Serra do Alto Mutum Preto, Pedra da Colina, caminho para a rampa de vôo livre. Inselberg de gnaisse","-40.876389","-19.230833","40W52'35","19S13'51",NA,"Planta reptante na rocha, folhas verdes discolores. Flores com sépalas verdes, pétalas amarelas, estames amarelados","MBML050882",NA,"C.N. Fraga/13-04-2013",NA,NA,NA,"775","775","MBML050882",NA,NA,NA,NA
"13","2020-07-10 09:47:10-03","MBML","MBML-HERBARIO","38232",NA,"Plantae","Malpighiaceae","Stigmaphyllon","crenatum","Stigmaphyllon crenatum","C.E.Anderson","L. Kollmann; E.Leme & M.Grossi","11693","2009","07","03","Brasil","Minas Gerais","Itabirinha de Mantena","beira da estrada para Corrego Azul,","-41.179722","-18.493056","41W10'47","18S29'35",NA,"Arbusto rupícola ao sol, flores amarelas.","MBML038232",NA,"A. Amorim/2019",NA,NA,NA,"708","708",NA,NA,NA,NA,NA
"14","2020-07-23 12:11:52-03","CEPLAC","CEPEC","121108","PreservedSpecimen","Plantae","Malpighiaceae","Stigmaphyllon","crenatum","Stigmaphyllon crenatum",NA,"V. Demuner","1638","2006","01","18","Brasil","Espírito Santo","MARILÂNDIA","Liberdade (Água Viva, Pedra do Cruzeiro), Prop.: Aguilar A. Lovucini.","-40.551111","-19.348333","40W33'4","19S20'54",NA,NA,NA,NA,"A. M. Amorim",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2007",NA
"15","2020-07-23 12:11:52-03","CEPLAC","CEPEC","132716","PreservedSpecimen","Plantae","Malpighiaceae","Stigmaphyllon","crenatum","Stigmaphyllon crenatum",NA,"R. C. Forzza","6063","2011","02","09","Brasil","Minas Gerais","mutum","São Roque. Estrada Lajinha/Murum. Afloramento da propriedade do Sr. Vitalino.","-41.495","-19.940278","41W29'42","19S56'25",NA,NA,NA,NA,"Amorim, A. M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-07-23 12:11:52-03","CEPLAC","CEPEC","139619","PreservedSpecimen","Plantae","Malpighiaceae","Stigmaphyllon","crenatum","Stigmaphyllon crenatum",NA,"L.O. Azevedo","401",NA,NA,NA,"Brasil","Espírito Santo",NA,NA,NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,"L.F.A. de Paula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-07-23 12:11:52-03","CEPLAC","CEPEC","145412","PreservedSpecimen","Plantae","Malpighiaceae","Stigmaphyllon","crenatum","Stigmaphyllon crenatum",NA,"M.O.O. Pellegrini","361",NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,"Amorim, A. M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-07-23 12:11:52-03","CEPLAC","CEPEC","145658","PreservedSpecimen","Plantae","Malpighiaceae","Stigmaphyllon","crenatum","Stigmaphyllon crenatum",NA,"Azevedo, L.","75",NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,"Amorim, A. M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-07-23 12:11:52-03","CEPLAC","CEPEC","146826","PreservedSpecimen","Plantae","Malpighiaceae","Stigmaphyllon","crenatum","Stigmaphyllon crenatum",NA,"Forzza, R.C.","5804",NA,NA,NA,"Brasil","Espírito Santo",NA,NA,NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,"Amorim, A. M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-07-23 12:11:52-03","CEPLAC","CEPEC","149156","PreservedSpecimen","Plantae","Malpighiaceae","Stigmaphyllon","crenatum","Stigmaphyllon crenatum",NA,"L.F.A. de Paula","888",NA,NA,NA,"Brasil","Espírito Santo",NA,NA,NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,"L.F.A. de Paula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-02-23 13:22:40-03","MN","R-TIPOS","37607","PreservedSpecimen","Plantae","Malpighiaceae","Stigmaphyllon","crenatum","Stigmaphyllon crenatum","C.E. Anderson","Bueno, E.A.; Mello Filho, L.E.","156","1942","07","11","Brasil","Espírito Santo",NA,"Rio Pancas",NA,NA,NA,NA,NA,NA,"R000037607",NA,"Anderson, C.","1993",NA,NA,NA,NA,"R000037607_001",NA,NA,NA,"Holotypus"
"22","2019-11-21 10:09:12-03","IBt","SP","446499","S","Plantae","Malpighiaceae","Stigmaphyllon","crenatum","Stigmaphyllon crenatum","C.E.Anderson","Kollmann, L; Leme, E; Grossi, M","11693","2009","07","03","Brasil","Minas Gerais","Itabirinha de Mantena","Beira da estrada para Córrego Azul","-41.179722","-18.493056","-41.179722","-18.493056",NA,NA,"SP031279",NA,"Almeida, RF","2012","10",NA,"708","708","SP031279",NA,NA,NA,NA
"23","2019-11-21 10:09:12-03","IBt","SP","446884","S","Plantae","Malpighiaceae","Stigmaphyllon","crenatum","Stigmaphyllon crenatum","C.E.Anderson","Magnago, LFS; Demuner, V; Cruz, T; Bausen, E","1612","2006","11","29","Brasil","Espírito Santo","Águia Branca","Rochedo, área de afloramento rochoso, propr.: Ailton Corteleti","-40.798611","-18.944167","-40.798611","-18.944167",NA,NA,"SP031281",NA,"Almeida, RF","2012","10",NA,"300","560","SP031281",NA,NA,NA,NA
"24","2019-11-21 10:09:12-03","IBt","SP","446885","S","Plantae","Malpighiaceae","Stigmaphyllon","crenatum","Stigmaphyllon crenatum","C.E.Anderson","Magnago, LFS; Demuner, V; Cruz, T; Bausen, E","1348","2006","09","06","Brasil","Espírito Santo","Águia Branca","Rochedo, área de afloramento rochoso, propr.: Ailton Corteleti","-40.798611","-18.944167","-40.798611","-18.944167",NA,NA,"SP031280",NA,"Amorim, AM","2008","05",NA,"300","560","SP031280",NA,NA,NA,NA
