"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","phylum","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount","previousCatalogNumber"
"473","2015-03-07 08:39:50-03","F","FMNH-SEEDPLANTS","V0110551F","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0110551F","Spermatophyta",NA,"V0110551F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"474","2015-03-07 08:39:50-03","F","FMNH-SEEDPLANTS","V0110552F","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major",NA,NA,NA,NA,NA,NA,NA,"South America","Suriname",NA,NA,NA,"-55.625","4.1006",NA,NA,NA,"V0110552F","Spermatophyta",NA,"V0110552F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"475","2015-03-07 08:39:50-03","F","FMNH-SEEDPLANTS","V0110553F","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0110553F","Spermatophyta",NA,"V0110553F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"476","2015-03-07 08:39:50-03","F","FMNH-SEEDPLANTS","V0110555F","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major",NA,NA,NA,NA,NA,NA,NA,"South America","British Guiana [Guyana]",NA,NA,NA,"-59","5",NA,NA,NA,"V0110555F","Spermatophyta",NA,"V0110555F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"477","2020-04-01 17:25:24-03","F","FMNH-SEEDPLANTS","V0110556F","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major",NA,NA,"J. A. Steyermark","59171","1944","10","2","South America","Venezuela",NA,NA,NA,"-65.9119","7.0758",NA,NA,NA,"V0110556F","Spermatophyta",NA,"V0110556F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"478","2015-03-07 08:39:50-03","F","FMNH-SEEDPLANTS","V0110557F","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major",NA,NA,NA,NA,NA,NA,NA,"South America","Guyana",NA,NA,NA,"-58.7017","4.7364",NA,NA,NA,"V0110557F","Spermatophyta",NA,"V0110557F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"479","2015-03-07 08:39:50-03","F","FMNH-SEEDPLANTS","V0110558F","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0110558F","Spermatophyta",NA,"V0110558F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"480","2015-03-07 08:39:50-03","F","FMNH-SEEDPLANTS","V0110559F","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0110559F","Spermatophyta",NA,"V0110559F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"481","2015-03-07 08:39:50-03","F","FMNH-SEEDPLANTS","V0110560F","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0110560F","Spermatophyta",NA,"V0110560F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"482","2015-03-07 08:39:50-03","F","FMNH-SEEDPLANTS","V0110561F","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0110561F","Spermatophyta",NA,"V0110561F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"483","2015-03-07 08:39:50-03","F","FMNH-SEEDPLANTS","V0110562F","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0110562F","Spermatophyta",NA,"V0110562F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"484","2017-10-16 17:24:43-02","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","paraguayensis","Chamaecrista viscosa paraguayensis",NA,"RRC ID Flag","W. R. Anderson","11211",NA,NA,NA,"South America","Brazil","Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"11211",NA,NA
"485","2015-03-07 08:39:50-03","F","FMNH-SEEDPLANTS","V0110563F","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","paraguayensis","Chamaecrista viscosa paraguayensis",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0110563F","Spermatophyta",NA,"V0110563F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"486","2015-03-07 08:39:50-03","F","FMNH-SEEDPLANTS","V0110564F","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","paraguayensis","Chamaecrista viscosa paraguayensis",NA,NA,NA,NA,NA,NA,NA,"South America","Paraguay",NA,NA,NA,"-58.1689","-23.2025",NA,NA,NA,"V0110564F","Spermatophyta",NA,"V0110564F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"487","2015-03-07 08:39:50-03","F","FMNH-SEEDPLANTS","V0110565F","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","paraguayensis","Chamaecrista viscosa paraguayensis",NA,NA,NA,NA,NA,NA,NA,"South America","Paraguay",NA,NA,NA,"-58.1689","-23.2025",NA,NA,NA,"V0110565F","Spermatophyta",NA,"V0110565F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"488","2015-03-07 08:39:50-03","F","FMNH-SEEDPLANTS","V0110566F","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","paraguayensis","Chamaecrista viscosa paraguayensis",NA,NA,NA,NA,NA,NA,NA,"South America","Paraguay",NA,NA,NA,"-58.1689","-23.2025",NA,NA,NA,"V0110566F","Spermatophyta",NA,"V0110566F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"489","2015-03-07 08:39:50-03","F","FMNH-SEEDPLANTS","V0110567F","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","paraguayensis","Chamaecrista viscosa paraguayensis",NA,NA,NA,NA,NA,NA,NA,"South America","Paraguay",NA,NA,NA,"-58.1689","-23.2025",NA,NA,NA,"V0110567F","Spermatophyta",NA,"V0110567F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"490","2018-04-04 16:36:40-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","viscosa","Chamaecrista viscosa viscosa",NA,"RRC ID Flag","J. Cuatrecasas","7698",NA,NA,NA,"South America","Colombia","Guaviare",NA,NA,"-72.25","2",NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"7698",NA,NA
"491","2015-03-07 08:39:50-03","F","FMNH-SEEDPLANTS","V0110568F","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","viscosa","Chamaecrista viscosa viscosa",NA,NA,NA,NA,NA,NA,NA,"South America","Colombia",NA,NA,NA,"-72.8667","3.8811",NA,NA,NA,"V0110568F","Spermatophyta",NA,"V0110568F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"492","2015-03-07 08:39:50-03","F","FMNH-SEEDPLANTS","V0110569F","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","viscosa","Chamaecrista viscosa viscosa",NA,NA,NA,NA,NA,NA,NA,"South America","Colombia",NA,NA,NA,"-72.8667","3.8811",NA,NA,NA,"V0110569F","Spermatophyta",NA,"V0110569F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"493","2015-03-07 08:39:51-03","F","FMNH-SEEDPLANTS","V0110570F","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","viscosa","Chamaecrista viscosa viscosa",NA,NA,NA,NA,NA,NA,NA,"South America","Colombia",NA,NA,NA,"-72.8667","3.8811",NA,NA,NA,"V0110570F","Spermatophyta",NA,"V0110570F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"494","2019-01-25 15:40:32-02","IAC","IAC","12714","S","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby","A.O. Souza","J.M. Pires & G.A. Black","1750a","1949","08","08",NA,"Brasil","Maranhão","Imperatriz",NA,"-47.4917","-5.5264",NA,NA,"Plantas recebidas do Instituto Agronômico do Norte, do Sr J.M.Pires, em Maio de 1950",NA,NA,NA,NA,NA,NA,"-47.4917","-5.5264","2017","03","16",NA,NA,NA,NA,NA,NA
"495","2020-07-23 12:01:50-03","CEPLAC","CEPEC","40986","PreservedSpecimen","Plantae",NA,"Caesalpiniaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa",NA,"H. C. Lima","S. J. Filho","202","1985","03","20",NA,"Brasil","Bahia","paulo afonso","Estação Ecológica SEMA.","-38.466667","-9.766667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"38W28'0","9S46'0",NA,NA,NA,NA,"30/06/2009",NA,NA,NA,NA
"496","2020-07-23 12:01:50-03","CEPLAC","CEPEC","28275","PreservedSpecimen","Plantae",NA,"Caesalpiniaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major",NA,"R. C. Barneby","R. M. Harley","21870","1980","04","28",NA,"Brasil","Bahia","CORRENTINA","Chap. Ocid. da Bahia, 12Km N Correntina. Rod. p/ Inhaumas.","-44.666667","-13.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"44W40'0","13S15'0",NA,NA,NA,NA,"01/12/1981",NA,NA,NA,NA
"497","2020-07-23 12:01:50-03","CEPLAC","CEPEC","91894","PreservedSpecimen","Plantae",NA,"Caesalpiniaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major",NA,"R. Scheel-Ybert","O. S. Ribas","101","1997","07","24",NA,"Brasil","Mato Grosso","RONDONÓPOLIS","Faz. Verde, ao lado do Abrigo Ferraz Egreja, face norte.","-54.6356010437012","-16.4708003997803",NA,NA,NA,NA,NA,NA,NA,"69781","auto",NA,NA,NA,NA,NA,NA,"30/12/2001",NA,NA,NA,NA
"498","2020-07-23 12:01:50-03","CEPLAC","CEPEC","54474","PreservedSpecimen","Plantae",NA,"Caesalpiniaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major",NA,"R. C. Barneby","G. Hatschbach","54182","1990","06","11",NA,"Brasil","Minas Gerais","CLARO DOS POÇÕES","BR-365-MG","-44.2085990905762","-17.0797004699707",NA,NA,NA,NA,NA,NA,NA,"29824","auto","0*0'0","0*0'0",NA,NA,NA,NA,"30/12/1990",NA,NA,NA,NA
"499","2015-02-26 09:29:37-03","NHMLondon","NHM-LONDON-BOT","BM000793279","S","Plantae",NA,"Leguminosae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Benth.) H.S.Irwin & Barneby",NA,"Walter Adolpho Ducke; b.1876; d.1959; Ducke","17199",NA,NA,NA,NA,"Brasil",NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,"Isotype",NA,NA,"NHMUK:ecatalogue:4988327"
"500","2015-02-26 09:29:37-03","NHMLondon","NHM-LONDON-BOT","BM000793278","S","Plantae",NA,"Leguminosae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Benth.) H.S.Irwin & Barneby",NA,"George Gardner; b.1812; d.1849; Gardner","4535",NA,NA,NA,NA,"Brasil",NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,"Isotype",NA,NA,"NHMUK:ecatalogue:4988326"
"501","2019-11-01 14:59:10-03","UnB","UB","31656","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S. Irwin & Barneby","Barneby, R","Ratter, JA","1620","1968","06","01","Southern America","Brasil","Mato Grosso","Xavantina","Base Camp. de Expedição","-51.766667","-12.816667",NA,NA,"Arbusto; .",NA,"Dicotyledoneae",NA,NA,NA,NA,"-51.766667","-12.816667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","2019-11-01 14:59:10-03","UnB","UB","127692","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S. Irwin & Barneby","Barneby, R","Barreto, M","11593","1945","08","13","Southern America","Brasil","Minas Gerais","Ituiutaba",NA,"-49.4650001525879","-18.968900680542",NA,NA,"Flor amarela.; Arbusto 1,5m.; Cerrado",NA,"Dicotyledoneae",NA,NA,"50022","auto",NA,NA,"1984",NA,NA,NA,NA,NA,NA,NA,NA
"503","2019-11-01 14:59:10-03","UnB","UB","127691","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S. Irwin & Barneby","Barneby, R","Barroso, GM","4079","1955","09","21","Southern America","Brasil","Minas Gerais","Paraopeba","Caminho de Acaraí","-44.4042015075684","-19.2744007110596",NA,NA,"Herbácea.",NA,"Dicotyledoneae",NA,NA,"26090","auto",NA,NA,"1982",NA,NA,NA,NA,NA,NA,NA,NA
"504","2019-11-01 14:59:10-03","UnB","UB","127690","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S. Irwin & Barneby","Barneby, R","Magalhães, M","s.n.","1957","01",NA,"Southern America","Brasil","Minas Gerais","Uberlândia",NA,"-48.2771987915039","-18.9186000823975",NA,NA,"Arbusto; Cerrado",NA,"Dicotyledoneae",NA,NA,"58223","auto",NA,NA,"1984",NA,NA,NA,NA,NA,NA,NA,NA
"505","2019-11-01 14:59:10-03","UnB","UB","127685","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) Irwin & Barneby","Barneby, R","Heringer, EP","7780",NA,NA,NA,"Southern America","Brasil","Minas Gerais",NA,"Rio Abaité, Rodovia Brasília-Minas Gerais",NA,NA,NA,NA,"Cerrado",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,"1982",NA,NA,NA,NA,NA,NA,NA,NA
"506","2019-11-01 14:59:10-03","UnB","UB",NA,"PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) Irwin & Barneby","Villarroel, D","Villarroel, D; Martinez, MT; Ledezma, R","3040","2014","04","23","Southern America","Bolivia","Santa Cruz","Prov. Andrés Ibáñez","Región de Terebinto. Zona del Purgatorio, paisaje de planicie ondulada con arroyos permanentes rodeados por campos abiertos dominado por gramíneas y con arbustos dispersos. Los sueles tienen algo de humedad.","-63.366944","-17.728194","420",NA,NA,NA,"Dicotyledoneae","420",NA,NA,NA,"-63.366944","-17.728194",NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","2019-11-01 14:59:10-03","UnB","UB","125060","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S. Irwin & Barneby","Irwin, HS; Barneby, R","Argent, GCG; Ramos, J; Richards, PW; Souza, R","6356","1967","09","12","Southern America","Brasil","Mato Grosso",NA,"By Rio das Mortes, just above Ferry, Xavantina","-52.233333","-14.633333",NA,NA,"Coletas do Royal Geographic Society Expedition de 1967-68.&nf;Rótulos preparados a posteriori no UB com informação parcial.&nf;Dados completos no herbário do Royal Botanic Gardens Kew (K) e New York Botanical Garden (NY).; Shrub ca. 1m. high. Phenology o",NA,"Dicotyledoneae",NA,NA,NA,NA,"-52.233333","-14.633333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","2019-11-01 14:59:10-03","UnB","UB","127686","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S. Irwin & Barneby","Barneby, R","Irwin, HS","21152","1968","03","14","Southern America","Brasil","Goiás",NA,"Ca. 5km N of Araguaína",NA,NA,NA,NA,"Fruit red-green.; Viscous rounded subshrub 1m.; Cerrado",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,"1982",NA,NA,NA,NA,NA,NA,NA,NA
"509","2019-11-01 14:59:10-03","UnB","UB","127687","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S. Irwin & Barneby","Barneby, R","Ferreira, MB","44","1969","06",NA,"Southern America","Brasil","Minas Gerais",NA,"Rodovia Belo Horizonte-Brasília",NA,NA,NA,NA,"Flores amarelas.; Subarbusto 0,6m.; Cerrado",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,"1984",NA,NA,NA,NA,NA,NA,NA,NA
"510","2019-11-01 14:59:10-03","UnB","UB","127688","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S. Irwin & Barneby","Barneby, R","Anderson, WR","36444","1972","03","02","Southern America","Brasil","Bahia",NA,"Serra 34km W of Barreiras",NA,NA,NA,NA,"Petals dark yellow.; Shrub0,7m.; Cerrado or cerradão",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,"1984",NA,NA,NA,NA,NA,NA,NA,NA
"511","2019-11-01 14:59:10-03","UnB","UB","127689","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S. Irwin & Barneby","Barneby, R","Irwin, HS","14800","1966","04","14","Southern America","Brasil","Bahia",NA,"Ca. 150km SW of Barreiras",NA,NA,NA,NA,"Corolla yellow.; Viscous subshrub 1m.; Cerrado",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,"1982",NA,NA,NA,NA,NA,NA,NA,NA
"512","2019-11-01 14:59:10-03","UnB","UB","31651","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S. Irwin & Barneby","Barneby, R","Irwin, HS","16252","1966","05","29","Southern America","Brasil","Mato Grosso","Xavantina","210 km N de Xavantina",NA,NA,NA,NA,"SubArbusto. Flor amarela; .",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","2019-11-01 14:59:10-03","UnB","UB","31652","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S. Irwin & Barneby","Barneby, R","Heringer, EP","11409","1967","04",NA,"Southern America","Brasil","Goiás","Formosa","Formosa","-47.3344","-15.5372",NA,NA,"Arbusto. Flor róseas; .",NA,"Dicotyledoneae",NA,NA,NA,NA,"-47.3344","-15.5372",NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","2019-11-01 14:59:10-03","UnB","UB","31653","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S. Irwin & Barneby","Barneby, R","Araújo, RF","6840","1968","09",NA,"Southern America","Brasil","Mato Grosso","Xavantina","25 km S da Base Camp. de Expedição",NA,NA,NA,NA,"Arbusto. Flor amarela; .",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","2019-11-01 14:59:10-03","UnB","UB","31657","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S. Irwin & Barneby","Barneby, R","Irwin, HS","21533","1968","03","20","Southern America","Brasil","Goiás","Guará",NA,NA,NA,NA,NA,"Arbusto. Flor amarela; .",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","2019-11-01 14:59:10-03","UnB","UB","31650","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S. Irwin & Barneby","Barneby, R","Ratter, JA","1948","1968","06",NA,"Southern America","Brasil","Mato Grosso","Xavantina","Base Camp. de Expedição","-51.866667","-12.9",NA,NA,"Erva. Flor amarela; .",NA,"Dicotyledoneae",NA,NA,NA,NA,"-51.866667","-12.9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","2019-11-01 14:59:10-03","UnB","UB","31654","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S. Irwin & Barneby","Barneby, R","Argent, GCG","6680","1967","10","06","Southern America","Brasil","Mato Grosso","Xavantina","Base Camp. de Expedição","-51.766667","-12.816667",NA,NA,"Arbusto. Flor amarela; .",NA,"Dicotyledoneae",NA,NA,NA,NA,"-51.766667","-12.816667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"518","2019-11-01 14:59:10-03","UnB","UB","31655","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S. Irwin & Barneby","Barneby, R","Ratter, JA","1298","1968","05","06","Southern America","Brasil","Mato Grosso","Xavantina","Base Camp. de Expedição","-51.766667","-12.816667",NA,NA,"Erva. Flor amarela; .",NA,"Dicotyledoneae",NA,NA,NA,NA,"-51.766667","-12.816667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","2019-05-06 11:57:38-03","UFU","HUFU","2383","S","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby","Bortoluzzi, R.L.C.","Vinhal, A.C.","s.n.","1990","06","02",NA,"Brasil","Minas Gerais","Uberlândia","Distrito Industrial","-48.2771987915039","-18.9186000823975",NA,NA,"Pétalas amarelas.","HUFU00008373",NA,NA,"HUFU00008373","58223","auto",NA,NA,"2013","08",NA,NA,NA,NA,NA,NA,NA
"520","2019-05-06 11:57:38-03","UFU","HUFU","3101","S","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby","Bortoluzzi, R.L.C.","FEEP","154","1992","05","22",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,NA,"Subarbusto, ca. 1,0 m. Flores amarelas.; Cerrado.","HUFU00008363",NA,NA,"HUFU00008363","58223","auto",NA,NA,"2013","08",NA,NA,NA,NA,NA,NA,NA
"521","2019-05-06 11:57:38-03","UFU","HUFU","21305","S","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby","Bortoluzzi, R.L.C.","Araújo, G.M.","s.n.","1999","09","24",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,NA,"Flor amarela.; Borda direita da vereda.","HUFU00008361",NA,NA,"HUFU00008361","58223","auto",NA,NA,"2013","08",NA,NA,NA,NA,NA,NA,NA
"522","2019-05-06 11:57:38-03","UFU","HUFU","55485","S","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby","Hemsing, P.K.B.","Marques, D.; Versiane, A.F.A.; Rocha, G.P.E. & Hemsing, P.K.B.","21","2009","12","07",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga, Trilha da cachoeirinha.","-48.2771987915039","-18.9186000823975",NA,NA,"Subarbusto, ca. 1,5 m. Corola amarelo gema, glutinosa em todo ramo, frutos verdes.; Campo sujo.","HUFU00008357",NA,NA,"HUFU00008357","58223","auto",NA,NA,"2009","10","01",NA,NA,NA,NA,NA,NA
"523","2019-05-06 11:57:38-03","UFU","HUFU","53959","S","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby","Silva, C.I.","Leonel; Vasconcelos","s.n.","2008","07","10",NA,"Brasil","Minas Gerais","Vazante","Fazenda Bom Sucesso","-46.9077987670898","-17.9869003295898",NA,NA,"Cerradão.","HUFU00008374",NA,NA,"HUFU00008374","62440","auto",NA,NA,"2008","09","16",NA,NA,NA,NA,NA,NA
"524","2019-05-06 11:57:38-03","UFU","HUFU","35285","S","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby","Bortoluzzi, R.L.C.","Carvalho, L.V.N.; Calixto, M.C.","7","2003","06","20",NA,"?",NA,NA,NA,NA,NA,NA,NA,"Arbusto com cálice verde, corola amarela, estames e estiletes amarelos.; Cerrado alterado.","HUFU00008376",NA,NA,"HUFU00008376",NA,NA,NA,NA,"2013","08",NA,NA,NA,NA,NA,NA,NA
