"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","day","locality","identifiedBy","yearIdentified","monthIdentified","dayIdentified","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","class","individualCount","relatedCatalogItem"
"11","2021-03-01 16:23:54-03","UNICAMP","UEC","1874","S","Plantae","Magnoliopsida",NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M.King & H.Rob.","Duarte, AP","4921","1959","07",NA,"Brazil","Rio de Janeiro",NA,"Planta ascendente podendo atingir até 5 metros de altura mais ou menos.","UEC123580","UEC123580","21","Estado da Guanabara, descida do Sumaré para o Silvestre.","Esteves, RL","2002","07","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-01 16:23:54-03","UNICAMP","UEC","76709","S","Plantae","Magnoliopsida",NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M.King & H.Rob.","Souza, JP; Ferraro, L; Wongtschowski, M; Monteiro, CA","147","1994","09",NA,"Brazil","São Paulo",NA,"Pappus brancos, brácteas verdes.; Sabaúna.","UEC123577","UEC123577","07","Acesso de terra Pariquera-mirim.","Esteves, RL","2002","05","10","Pariquera-Açu","-47.742333","-24.815083",NA,NA,"-47.742333","-24.815083",NA,NA,NA,NA,NA,NA
"13","2021-03-01 16:23:54-03","UNICAMP","UEC","76474","S","Plantae","Magnoliopsida",NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M.King & H.Rob.","Sanches, CD; Bastos, EB; Hoffmann, JR; Gorenstein, MR; Pereira, VF","08","1994","09",NA,"Brazil","São Paulo",NA,"Escandete, flores creme.; Área de transição mata de restinga - mata atlântica.","UEC123579","UEC123579","07","Beira da estrada Subaúma - Iguapé.","Esteves, RL","2002","05","10","Subaúma","-47.742333","-24.815083",NA,NA,"-47.742333","-24.815083",NA,NA,NA,NA,NA,NA
"14","2021-03-01 16:23:54-03","UNICAMP","UEC","24339","S","Plantae","Magnoliopsida",NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M.King & H.Rob.","Filho, AC","312","1980","07",NA,"Brazil","São Paulo",NA,"Herbacea.","UEC123578","UEC123578","30","Paranapiacaba, Estação Biológica.","Esteves, RL","2002","05","10","Santo André","-46.35","-23.78",NA,NA,"-46.35","-23.78",NA,NA,NA,NA,NA,NA
"15","2021-03-16 17:50:45-03","UCS","HUCS","04187","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M. King & H. Rob.","Hatschbach, G.","51396","1987","08",NA,"Brasil","Espírito Santo",NA,"Restinga arbustiva degradada",NA,NA,"22","Povoação","Robinson, H.","1988",NA,NA,"Linhares","-40.0722007751465","-19.3910999298096","48094","auto",NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-06-27 10:24:08-03","UFES","VIES","13883","S","Plantae",NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M.King & H.Rob.","Peres, A.L.S.S.","362","2009","07",NA,"Brasil","Espírito Santo",NA,NA,"VIES013883","VIES013883","15",NA,NA,NA,NA,NA,"Linhares","-40.0722007751465","-19.3910999298096","48094","auto",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-06-29 09:29:29-03","UFRRJ","RBR","26895","S","Plantae",NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M.King & H.Rob.","T.A. Amorim","18","2006","10",NA,"Brasil","Rio de Janeiro",NA,NA,"RBR00026895","RBR00026895","12","Ilha da Marambaia, Na beira da estrada sentido heliporto, lado direito.","T.A. Amorim","2009","01","07","Mangaratiba","-44.040599822998","-22.9596996307373","17272","auto",NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-06-29 09:29:29-03","UFRRJ","RBR","13396","S","Plantae",NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M.King & H.Rob.","H. Monteiro","1156","1935","08",NA,"Brasil","Rio de Janeiro",NA,NA,"RBR00013396","RBR00013396",NA,"Na mata da Tijuca","T.A. Amorim","2019","09","03","Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-06-29 09:29:29-03","UFRRJ","RBR","28959","S","Plantae",NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M.King & H.Rob.","G.A. Rodrigues",NA,"2007","06",NA,"Brazil","Rio de Janeiro",NA,NA,"RBR00028959","RBR00028959","24","Estrada em direção ao heliporto, lado direito.","T.A. Amorim","2009","01","07","Mangaratiba, Ilha da Marambaia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-06-29 09:29:29-03","UFRRJ","RBR","29006","S","Plantae",NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M.King & H.Rob.","G.A. Rodrigues","s/n","2007","07",NA,"Brazil","Rio de Janeiro",NA,NA,"RBR00029006","RBR00029006","08","Estrada em direção ao Heliporto, lado direito.","T.A. Amorim","2009","01","07","Mangaratiba, Ilha da Marambaia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-06-29 09:29:29-03","UFRRJ","RBR","29220","S","Plantae",NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M.King & H.Rob.","T.D. Gaui","01","2007","07",NA,"Brazil","Rio de Janeiro",NA,NA,"RBR00029220","RBR00029220","14","Estrada em direção ao Heliporto, lado direito.","T.A. Amorim","2009","01","07","Mangaratiba, Ilha da Marambaia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-06-29 09:29:29-03","UFRRJ","RBR","29562","S","Plantae",NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M.King & H.Rob.","T.A. Amorim; J. Pereira-Junior","46","2007","09",NA,"Brazil","Rio de Janeiro",NA,NA,"RBR00029562","RBR00029562","14","Caminho para o heliporto, lado direito.","T.A. Amorim","2009","01","07","Mangaratiba, Ilha da Marambaia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-06-29 09:29:29-03","UFRRJ","RBR","29564","S","Plantae",NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M.King & H.Rob.","T.A. Amorim; J. Pereira-Junior","34","2007","10",NA,"Brazil","Rio de Janeiro",NA,NA,"RBR00029564","RBR00029564","14","Trilha da Senzala","T.A. Amorim","2009","01","07","Mangaratiba, Ilha da Marambaia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:15:43-03","MBM","MBM","262741","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M. King & H. Rob.","Harley, R.M.; et al.; et al.","50550","1991","12","Southern America","Brazil","Bahia",NA,NA,"MBM262741","MBM262741","28","Salão","Esteves, R.",NA,NA,NA,"Abaíra","-41.6636009216309","-13.2496995925903","26531","auto",NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:15:43-03","MBM","MBM","116311","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M. King & H. Rob.","Hatschbach, G.; Hatschbach, M.; Cervi, A.C.; Hatschbach, M.; Cervi, A.C.","51411","1987","08","Southern America","Brazil","Espírito Santo",NA,NA,"MBM116311","MBM116311","23","Rod. BR-101","Robinson, H.",NA,NA,NA,"Jaguaré","-40.076099395752","-18.9055995941162","43085","auto",NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:15:43-03","MBM","MBM","422840","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M. King & H. Rob.","Cordeiro, J.; Brotto, M.L.; Brotto, M.L.","6210","2019","04","Southern America","Brazil","Espírito Santo",NA,"Arbusto com 70 cm de altura; capítulos alvos.; Floresta Estacional Semidecidual.","MBM422840",NA,"07","Pedra da Colina","Barboza, E.","2019","06","26","Pancas","-40.87","-19.231667",NA,NA,"-40.87","-19.231667","740","740",NA,NA,NA,NA
"27","2020-12-21 16:15:43-03","MBM","MBM","116319","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M. King & H. Rob.","Hatschbach, G.; et al.; et al.","51396","1987","08","Southern America","Brazil","Espírito Santo",NA,NA,"MBM116319","MBM116319","22","Povoação","Robinson, H.",NA,NA,NA,"Linhares","-40.0722007751465","-19.3910999298096","48094","auto",NA,NA,NA,NA,NA,NA,NA,NA
"28","2018-04-24 14:12:35-03","MNHN","RECOLNAT_MNHN_P","P00148876","PreservedSpecimen",NA,NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M.King & H.Rob.","Weddell, H.A.",NA,"1843",NA,NA,"Brésil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00148876' target='other'> <mi>dwc_moreinfo</mi></a>","P00148876","P00148876_01",NA,"environs de Rio de Janeiro","Esteves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"296",NA,NA,NA
"29","2015-10-25 20:17:13-02","MNHN","RECOLNAT_MNHN_P","P02407777","PreservedSpecimen",NA,NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M.King & H.Rob.","Sello",NA,NA,NA,NA,"Brasil",NA,"hb",". . Reçu en 1875 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02407777' target='other'> <mi>dwc_moreinfo</mi></a>","P02407777","P02407777_01",NA,"Brésil. Brasil, América do Sul","Nakajima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"564",NA,NA,NA
"30","2018-05-18 11:12:33-03","MNHN","RECOLNAT_MNHN_P","P00148847","PreservedSpecimen",NA,NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M.King & H.Rob.","Burchell, W.J.",NA,NA,NA,NA,"Brésil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00148847' target='other'> <mi>dwc_moreinfo</mi></a>","P00148847","P00148847_01",NA,NA,"Esteves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a 939",NA,NA,NA
"31","2018-04-24 14:12:43-03","MNHN","RECOLNAT_MNHN_P","P00148899","PreservedSpecimen",NA,NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M.King & H.Rob.","Saint-Hilaire, A. de",NA,NA,NA,NA,"Brésil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00148899' target='other'> <mi>dwc_moreinfo</mi></a>","P00148899","P00148899_01",NA,"Prov. Rio de Janeiro","Esteves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"884",NA,NA,NA
"32","2015-10-25 20:15:59-02","MNHN","RECOLNAT_MNHN_P","P00708634","PreservedSpecimen",NA,NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M.King & H.Rob.","Sprengel ?, K.",NA,NA,NA,NA,"Brésil",NA,"hb","Spécimen d'intérêt : avec P00708635, P02407762 (type) <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00708634' target='other'> <mi>dwc_moreinfo</mi></a>","P00708634","P00708634_01",NA,NA,"Nakajima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"407",NA,NA,NA
"33","2016-03-09 18:11:22-03","MNHN","RECOLNAT_MNHN_P","P00708635","PreservedSpecimen",NA,NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M.King & H.Rob.","Martius, C.F. von",NA,NA,NA,NA,"Brésil",NA,"hb","Spécimen d'intérêt : avec P00708634, P02407762 (type) <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00708635' target='other'> <mi>dwc_moreinfo</mi></a>","P00708635","P00708635_01",NA,"Rio de Janeiro","Nakajima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2015-09-04 06:07:05-03","MNHN","RECOLNAT_MNHN_P","P02407755","PreservedSpecimen",NA,NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M.King & H.Rob.","Burchell, W.J.",NA,NA,NA,NA,"Brasil",NA,"hb","Catalogus Geographicus Plantarum Brasiliae Tropicae. . Donné par la Direction du Jardin Royal de Kew. 1870 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02407755' target='other'> <mi>dwc_moreinfo</mi></a>","P02407755","P02407755_01",NA,"Brésil. Brasil, América do Sul","Nakajima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"728",NA,NA,NA
"35","2015-09-04 06:07:05-03","MNHN","RECOLNAT_MNHN_P","P02407756","PreservedSpecimen",NA,NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M.King & H.Rob.","Saint-Hilaire, A. de",NA,"1816","1",NA,"Brésil","Rio de Janeiro","hb","Voyage d'Agustine de Saint-Hilaire, 1816 à 1621. . Nº849. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02407756' target='other'> <mi>dwc_moreinfo</mi></a>","P02407756","P02407756_01","1","Brésil. Province de Rio de Janeiro. Rio de Janeiro, Sudeste, Brasil, América do Sul","Nakajima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A1 434",NA,NA,NA
"36","2015-09-04 06:07:05-03","MNHN","RECOLNAT_MNHN_P","P02407757","PreservedSpecimen",NA,NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M.King & H.Rob.","Weddell, H.A.",NA,"1843","1",NA,"Brasil","Rio de Janeiro","hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02407757' target='other'> <mi>dwc_moreinfo</mi></a>","P02407757","P02407757_01","1","Brésil; environs de Rio-Janeiro. Rio de Janeiro, Sudeste, Brasil, América do Sul","Nakajima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"296",NA,NA,NA
"37","2015-09-04 06:07:05-03","MNHN","RECOLNAT_MNHN_P","P02407758","PreservedSpecimen",NA,NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M.King & H.Rob.","Miers",NA,NA,NA,NA,"Brasil","Rio de Janeiro","hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02407758' target='other'> <mi>dwc_moreinfo</mi></a>","P02407758","P02407758_01",NA,"Rio Janeiro. Rio de Janeiro, Sudeste, Brasil, América do Sul","Nakajima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3729",NA,NA,NA
"38","2015-10-25 20:17:00-02","MNHN","RECOLNAT_MNHN_P","P02407759","PreservedSpecimen",NA,NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M.King & H.Rob.","Miers",NA,NA,NA,NA,"Brasil","Rio de Janeiro","hb",". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02407759' target='other'> <mi>dwc_moreinfo</mi></a>","P02407759","P02407759_01",NA,". Rio de Janeiro, Sudeste, Brasil, América do Sul","Nakajima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3729",NA,NA,NA
"39","2015-09-04 06:07:05-03","MNHN","RECOLNAT_MNHN_P","P02407760","PreservedSpecimen",NA,NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M.King & H.Rob.","Gaudichaud, C.",NA,"1833",NA,NA,"Brésil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02407760' target='other'> <mi>dwc_moreinfo</mi></a>","P02407760","P02407760_01 P02407760_02",NA,"Province de San Paolo","Nakajima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"457",NA,NA,NA
"40","2015-09-04 06:07:05-03","MNHN","RECOLNAT_MNHN_P","P02407762","PreservedSpecimen",NA,NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M.King & H.Rob.","Sprengel ?, K.",NA,NA,NA,NA,"Brésil",NA,"hb","Avec P00708634, P00708635 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02407762' target='other'> <mi>dwc_moreinfo</mi></a>","P02407762","P02407762_01 P02407762_02",NA,NA,"Nakajima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"416",NA,NA,NA
"41","2015-09-04 06:07:06-03","MNHN","RECOLNAT_MNHN_P","P02407764","PreservedSpecimen",NA,NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M.King & H.Rob.","Riedel",NA,"1833","7",NA,"Brasil","Rio de Janeiro","hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02407764' target='other'> <mi>dwc_moreinfo</mi></a>","P02407764","P02407764_01","1","Rio Jan.Brasilia. Rio de Janeiro, Sudeste, Brasil, América do Sul","Nakajima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1349",NA,NA,NA
"42","2015-09-04 06:07:06-03","MNHN","RECOLNAT_MNHN_P","P02407768","PreservedSpecimen",NA,NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M.King & H.Rob.","Glaziou, A.",NA,NA,NA,NA,"Brasil","Rio de Janeiro","hb",". s.d. Reçu le 12 mai 1881 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02407768' target='other'> <mi>dwc_moreinfo</mi></a>","P02407768","P02407768_01",NA,"Brésil. Province. Rio de Janeiro, Sudeste, Brasil, América do Sul","Nakajima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12063",NA,NA,NA
"43","2015-09-04 06:07:06-03","MNHN","RECOLNAT_MNHN_P","P02407772","PreservedSpecimen",NA,NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M.King & H.Rob.","Sellow",NA,NA,NA,NA,"Brasil",NA,"hb",". . 690 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02407772' target='other'> <mi>dwc_moreinfo</mi></a>","P02407772","P02407772_01",NA,". Brasil, América do Sul","Nakajima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6010",NA,NA,NA
"44","2015-09-04 06:07:06-03","MNHN","RECOLNAT_MNHN_P","P02407776","PreservedSpecimen",NA,NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M.King & H.Rob.","Blanchet",NA,NA,NA,NA,"Brasil","Bahia","hb",". S.D. 174 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02407776' target='other'> <mi>dwc_moreinfo</mi></a>","P02407776","P02407776_01",NA,". Bahia, Nordeste, Brasil, América do Sul","Nakajima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3124 A",NA,NA,NA
"45","2015-09-04 06:07:06-03","MNHN","RECOLNAT_MNHN_P","P02407779","PreservedSpecimen",NA,NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M.King & H.Rob.","Gardner",NA,NA,NA,NA,"Brasil","Rio de Janeiro","hb",". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02407779' target='other'> <mi>dwc_moreinfo</mi></a>","P02407779","P02407779_01",NA,". Rio de Janeiro, Sudeste, Brasil, América do Sul","Nakajima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64",NA,NA,NA
"46","2015-09-04 06:07:10-03","MNHN","RECOLNAT_MNHN_P","P02407780","PreservedSpecimen",NA,NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M.King & H.Rob.","Riedel",NA,NA,NA,NA,"Brasil",NA,"hb",". s.d. Herbier de A. Glaziou, donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02407780' target='other'> <mi>dwc_moreinfo</mi></a>","P02407780","P02407780_01",NA,"Brésil. Brasil, América do Sul","Nakajima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
