"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","phylum","order","continentOcean","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","typeStatus","previousCatalogNumber","sex"
"1115","2020-12-11 11:38:51-03","UFMG","BHCB","171291","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins",NA,"2013",NA,NA,"Virillo, CB; Caramez, RB; Florido, FG; Costa, MFB; Souza, VC de; Rodrigues, RR; Tamashiro, J","72","2013","03","28","Brasil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA)., UHE Barra, trilha Casa de Pedra","-47.633333","-24.0725","-47.633333","-24.0725","65","65","BHCB015831",NA,"Arvoreta, 4m, frutos esverdeados","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1116","2020-12-11 11:38:51-03","UFMG","BHCB","183763","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins",NA,"2016","12","15","Souza, JAM; Tomich, S; Avelar, R","44","2016","11","15","Brasil","Minas Gerais","Itabirito","RPPN Córrego Seco","-43.856111","-20.243056","-43.856111","-20.243056","1314","1314",NA,NA,"Arbóreo, 8m alt. Terrestre. Frutos verdes.; Floresta Estacional Semidecidual. Próximo a trilha.","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1117","2020-12-11 11:38:51-03","UFMG","BHCB","196729","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins",NA,"2019","06","20","Vilas Boas, T; Magalhães, RA","27","2019","03","23","Brasil","Minas Gerais","Itabira","Parque Estadual da Mata do Limoeiro, Distrito de Ipoema","-43.440806","-19.587167","-43.440806","-19.587167","650","650","BHCB196729",NA,"Mata Secundária","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1118","2020-12-11 11:38:51-03","UFMG","BHCB","200113","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins",NA,NA,NA,NA,"Rezende, SG","7196","2018","10","30","Brasil","Minas Gerais","Barão de Cocais","Cocais","-43.396111","-19.827222","-43.396111","-19.827222","660","660","BHCB200113",NA,"Árvore; Floresta Estacional Semidecidual em Estágio Inicial de Regeneração","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1119","2020-12-11 11:38:51-03","UFMG","BHCB","64675","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins",NA,NA,NA,NA,"Silva, AF; Andrade, EA; Alves, TMA; Souza, CP","112","2001","04","25","Brasil","Minas Gerais","Belo Horizonte","Estação Ecológica da UFMG","-43.9725","-19.874444","-43.9725","-19.874444",NA,NA,NA,NA,"VOUCHER.","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1120","2020-12-11 11:38:51-03","UFMG","BHCB","93734","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins",NA,"2013","11","10","Mota, NFO; Viana, PL","339","2005","08","27","Brasil","Minas Gerais","Carandaí","Pedra do Sino Hotel Fazenda., BR 040, Km 6, Trilha da Matinha","-43.812444","-20.880417","-43.812444","-20.880417","1000","1200","BHCB010772",NA,"Arbusto, 2m de altura. Flores verdes; Interior de mata","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1121","2020-12-11 11:38:51-03","UFMG","BHCB","54133","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins",NA,NA,NA,NA,"Tameirão Neto, E","2904",NA,NA,NA,"Brasil","Minas Gerais","Aiuruoca",NA,"-44.603099822998","-21.9755992889404",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,"27460","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1122","2020-12-11 11:38:51-03","UFMG","BHCB","19430","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins",NA,NA,NA,NA,"Braga, PIS; Stehmann, JR","s.n.","1991","11","24","Brasil","Minas Gerais","Caratinga",NA,"-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1123","2020-12-11 11:38:51-03","UFMG","BHCB","59498","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins",NA,NA,NA,NA,"Cervi, AC; et al.","2500",NA,NA,NA,"Brasil","Paraná","Antonina",NA,"-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1124","2020-12-11 11:38:51-03","UFMG","BHCB","59346","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins",NA,NA,NA,NA,"Franco, G; et al.","2956",NA,NA,NA,"Brasil","São Paulo","São Sebastião",NA,"-45.4099998474121","-23.7600002288818",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,"41977","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1125","2020-12-11 11:38:51-03","UFMG","BHCB","12152","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins",NA,NA,NA,NA,"Lopes, MA; Ferrari, SF","886","1986","01","18","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1126","2020-12-11 11:38:51-03","UFMG","BHCB","17884","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins",NA,NA,NA,NA,"Costa, LVC","395","1990","01","22","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1127","2020-12-11 11:38:51-03","UFMG","BHCB","7284","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins",NA,NA,NA,NA,"Andrade, PM de; et al.","190","1984","05","23","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga.","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,"Mata atlântica;arbóreo-3m;fruto verde;","Dicotyledon",NA,"Southern America",NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1128","2020-12-11 11:38:51-03","UFMG","BHCB","7296","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins",NA,NA,NA,NA,"Lopes, MA; et al.","734","1985","04","28","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga. Mata do Jaó.","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,"Mata atlântica;arbóreo;fruto verde;","Dicotyledon",NA,"Southern America",NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1129","2020-12-11 11:38:51-03","UFMG","BHCB","7283","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins",NA,NA,NA,NA,"Lopes, MA; Andrade, PM de","375","1984","04","26","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga. Mata do Rafael.","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,"Mata Atlântica, arbóreo 4 m.","Dicotyledon",NA,"Southern America",NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1130","2020-12-11 11:38:51-03","UFMG","BHCB","23435","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins",NA,NA,NA,NA,"Tameirão Neto, E; Bacariça, EM; Santos, EM","66","1990","06","27","Brasil","Minas Gerais","Belo Horizonte","Estação Ecológica da UFMG, 1ª estação de coleta","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,"Herbáceo. Frutos maduros avermelhados","Dicotyledon",NA,"Southern America",NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1131","2020-12-11 11:38:51-03","UFMG","BHCB","23173","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins",NA,NA,NA,NA,"Tameirão Neto, E; Vinícius; França, GS","194","1990","09","27","Brasil","Minas Gerais","Belo Horizonte","Estação Ecológica da UFMG, 3ª estação de coleta.","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,"Pedúnculo floral amareado na flor desenvolvida.","Dicotyledon",NA,"Southern America",NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1132","2020-12-11 11:38:51-03","UFMG","BHCB","23173","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins",NA,NA,NA,NA,"Tameirão Neto, E; Vinícius; França, GS","194","1990","09","27","Brasil","Minas Gerais","Belo Horizonte","Estação Ecológica da UFMG, 3ª estação de coleta.","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,"Pedúnculo floral amareado na flor desenvolvida.","Dicotyledon",NA,"Southern America",NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1133","2020-12-11 11:38:51-03","UFMG","BHCB","96017","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins",NA,NA,NA,NA,"Echternacht, LA; Dornas, T","608","2004","08","12","Brasil","Minas Gerais","Carmópolis de Minas","Estação Ecológica Estadual da Mata do Cedro.","-44.6349983215332","-20.5414009094238",NA,NA,NA,NA,NA,NA,"Arbustiva (1m) em sub-bosque de Floresta Estacional Semidecidual. Botões verdes e amarelados.","Dicotyledon",NA,"Southern America",NA,NA,"18828","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1134","2020-12-11 11:38:51-03","UFMG","BHCB","71907","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins",NA,"2013","11","10","Barreto, HLM","8213","1935","12","20","Brasil","Minas Gerais","Pará de Minas","Florestal","-44.6082992553711","-19.8603000640869",NA,NA,NA,NA,"BHCB010779",NA,"Arbusto, 2m. Pouco frequente; Capoeira","Dicotyledon",NA,"Southern America",NA,NA,"21843","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1135","2020-12-11 11:38:51-03","UFMG","BHCB","199511","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins",NA,"2008",NA,NA,"Verdi, M; Dreveck, S; Godoy, MB","43","2007","11","24","Brasil","Santa Catarina","Itaiópolis","Iracema","-49.9063987731934","-26.3363990783691",NA,NA,"865","865","BHCB199511",NA,"Com botão floral","Dicotyledon",NA,"Southern America",NA,NA,"51919","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1136","2020-12-11 11:38:51-03","UFMG","BHCB","34307","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,"28215","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1137","2020-12-11 11:38:51-03","UFMG","BHCB","41963","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce.","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,"28215","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1138","2020-12-11 11:38:51-03","UFMG","BHCB","52055","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins",NA,NA,NA,NA,"Lombardi, JA; Temponi, LG; Gomes, SM","3932",NA,NA,NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce.","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,NA,"Mata atlântica, próximo a leito seco de corrente d'água. Arbusto, ca. 3 m, folhas cartáceas, frutos imaturos verdes","Dicotyledon",NA,"Southern America",NA,NA,"28215","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1139","2020-12-11 11:38:51-03","UFMG","BHCB","46513","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins",NA,NA,NA,NA,"Tameirão Neto, E","2638","1997","12","18","Brasil","Minas Gerais","Mariana","UHE Fumaça","-43.4160995483398","-20.377799987793",NA,NA,NA,NA,NA,NA,"Floresta Semidecidual. Subarbustivo","Dicotyledon",NA,"Southern America",NA,NA,"33524","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1140","2020-12-11 11:38:51-03","UFMG","BHCB","39558","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins",NA,NA,NA,NA,"Salino, A","3744","1997","11","19","Brasil","Minas Gerais","Jequeri","Usina de Providência., Área de inundação da usina","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,"Interior de floresta semidecídua de encosta, junto a brejo. Árvore, 3,5m. Folhas cartáceas. Frutos imaturos verdes","Dicotyledon",NA,"Southern America",NA,NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1141","2020-12-11 11:38:51-03","UFMG","BHCB","41309","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins",NA,NA,NA,NA,"Salino, A","4159","1998","04","06","Brasil","Minas Gerais","Astolfo Dutra","Usina Hidrelétrica de Triunfo., Área de inundação da Usina, às margens do Rio Paraopeba","-42.8622016906738","-21.315299987793",NA,NA,NA,NA,NA,NA,"Floresta ciliar. Arbusto, 2,5m. Frutos imaturos verdes","Dicotyledon",NA,"Southern America",NA,NA,"10853","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1142","2021-02-11 17:20:28-03","UFPR","UPCB","85232","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","chrysolaena","Mollinedia chrysolaena","Perkins","Santos. E.P.","2008","12","12","Santos. E.P. | Salvador. G.S.","1139","2004","09","17","Brasil","Paraná","Guaratuba","Serra de Araçatuba. Morro dos Perdidos","-49.05","-25.75","-49.050000","-25.750000","900","900",NA,NA,"Arvoreta. ca 3m em fruto. Interior de floresta ombrófila densa montana..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1143","2021-02-11 17:20:28-03","UFPR","UPCB","85231","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","chrysolaena","Mollinedia chrysolaena","Perkins","Santos. E.P.","2008","12","12","Santos. E.P. | Salvador. G.S.","1138","2004","09","17","Brasil","Paraná","Guaratuba","Serra de Araçatuba. Morro dos Perdidos","-49.05","-25.75","-49.050000","-25.750000","900","900",NA,NA,"Arbusto. ca. 1.80m em flor. Interior de floresta ombrófila densa montana..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1144","2021-02-11 17:20:28-03","UFPR","UPCB","3282","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins","Lírio, E.J.","2016","01","01","Hatschbach, G.","3791","1956","12","21","Brasil","Rio de Janeiro",NA,"Alto da Serra",NA,NA,NA,NA,NA,NA,NA,NA,"Árvore, 6m, flor verde. Mata higrófila..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1145","2021-02-11 17:20:28-03","UFPR","UPCB","65411","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins","Lírio, E.J.","2016",NA,NA,"Meyer, F.S.","645","2008","03","28","Brasil","Santa Catarina","São Bento do Sul","Arredores do Cepa Rugendas-Univille, Rio Natal.","-49.378611","-26.250556","-49.378611","-26.250556",NA,NA,NA,NA,"Arvoreta 4 m alt, coletada no sub-bosque de Floresta Ombrófila Densa Montana. Frutos verdes..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1146","2021-02-11 17:20:28-03","UFPR","UPCB","69705","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins","Lírio, E.J.","2016",NA,NA,"Saavedra, M.M.","740","2008","05","02","Brasil","Espírito Santo","Castelo","BLOQUEADO",NA,NA,"9999","9999","1100","1400",NA,NA,"Árvore, ca. 4m alt., folhas discolores, flores com receptáculo verde, carpelos castanhos, frutículos de verde a arroxeados..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1147","2021-02-11 17:20:28-03","UFPR","UPCB","69883","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins","Lírio, E.J.","2016",NA,NA,"Labiak, P.H.","5180","2009","01","18","Brasil","Espírito Santo","Cariacica","BLOQUEADO",NA,NA,"9999","9999","600","600",NA,NA,"Árvore ca. 7m altura. Flores com pétalas esverdeadas..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1148","2021-02-11 17:20:28-03","UFPR","UPCB","69962","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins","Lírio, E.J.","2016",NA,NA,"Fraga, C.N.","2159","2008","07","20","Brasil","Espírito Santo","Castelo","BLOQUEADO",NA,NA,"9999","9999","1480","1480",NA,NA,"Arbusto ca. 2m. Folhas discolores. Frutos verdes..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1149","2021-02-11 17:20:28-03","UFPR","UPCB","69969","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins","Lírio, E.J.","2016",NA,NA,"Fraga, C.N.","2184","2008","07","22","Brasil","Espírito Santo","Cariacica","BLOQUEADO",NA,NA,"9999","9999","525","525",NA,NA,"Arbusto ca. 60cm. Folhas verde, indumento castanho na face abaxial. Botões verdes..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1150","2021-02-11 17:20:28-03","UFPR","UPCB","71163","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins","Lírio, E.J.","2016",NA,NA,"Amorim, A.M.","7155","2008","02","16","Brasil","Espírito Santo","Cariacica","BLOQUEADO",NA,NA,"9999","9999","500","500",NA,NA,"Arvoreta ca. 3m alt. Cálice verde, corola esverdeada. Material prensado em álcool..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1151","2021-02-11 17:20:28-03","UFPR","UPCB","71181","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins","Lírio, E.J.","2016",NA,NA,"Kollmann, L.","10561","2008","02","12","Brasil","Espírito Santo","Castelo","BLOQUEADO",NA,NA,"9999","9999","1100","1100",NA,NA,"Arbusto 2m na sombra, frutos verdes. Material prensado em álcool..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1152","2021-02-11 17:20:28-03","UFPR","UPCB","77017","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins","Lírio, E.J.","2012",NA,NA,"Amorim, A.M.A.","7614","2008","07","21","Brasil","Espírito Santo","Cariacica","Reserva Biológica de Duas Bocas. Trilha da Represa. Floresta Estacional Semidecidual.","-40.476667","-20.272778","-40.476667","-20.272778",NA,NA,NA,NA,"Arvoreta ca. 6m alt. Folhas verdes, algo discolores. Frutos imaturos verdes e quando maduros nigrescentes..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1153","2021-02-11 17:20:28-03","UFPR","UPCB","83651","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins","Peixoto, A.","2012","05","04","Caglioni, E.","146","2011","12","03","Brasil","Santa Catarina","Blumenau","Floresta Ombrófila Densa","-49.078","-27.059","-49.078","-27.059","320","320",NA,NA,"Árvore de 6m de altura, com frutos, em floresta secundária. Parque Nacional da Serra do Itajaí..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1154","2021-02-11 17:20:28-03","UFPR","UPCB","93043","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins","Völtz, R.R.","2018","09",NA,"Völtz, R.R. | Brotto, M.L.","1755","2017","11","25","Brasil","Paraná","Morretes","Parque Estadual do Marumbi","-48.901111","-24.442778","-48.901111","-24.442778","600","600","UPCB0036358","UPCB0036358","Sub-bosque de floresta de encosta. Arvoreta 4 n alt.; botões florais verdes; sub-bosque e floresta de encosta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1155","2021-02-11 17:20:28-03","UFPR","UPCB","49679","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins","Spina, A.P.",NA,NA,NA,"Spina, A.P.","323","1994","09","22","Brasil","São Paulo","Campinas","Barão Geraldo, Fazenda Santa Genebra","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,NA,"Arbusto, 2,5m, planta masculina, flores verdes, interior da mata. Mata higrófila..",NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1156","2021-02-11 17:20:28-03","UFPR","UPCB","69291","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins","Cordeiro, J.","2010","09",NA,"Bolson, M.","392","2010","08","31","Brasil","Paraná","Curitiba","Bosque do Alemão - Trilha principal","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,"Floresta Ombrófila Mista..",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1157","2021-02-11 17:20:28-03","UFPR","UPCB","15424","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins","Peixoto, A.L.","1986","01","01","Hatschbach, G.","44470","1981","12","11","Brasil","Paraná","Antonina","Cab. Rio Faisqueira","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,NA,"Arvoreta, 4m, flor creme. Mata pluvial..",NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1158","2021-02-11 17:20:28-03","UFPR","UPCB","36470","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins","Lírio, E.J.","2016",NA,NA,"Hatschbach, G.","68825","1998","11","19","Brasil","Paraná","Morretes","Caminho da Graciosa","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,NA,"Arbusto 3m, floresta atlântica..",NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1159","2021-02-11 17:20:28-03","UFPR","UPCB","43711","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins","Guimarães, O.A.","2003","11","06","Kozera, C.","1447","2000","07","02","Brasil","Paraná","Paranaguá","Estação Ecológica do Guaraguaçu","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,NA,"Árvore 2,50m. Floresta Ombrófila Densa das Terras Baixas alterada..",NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1160","2021-02-11 17:20:28-03","UFPR","UPCB","3356","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins","Flora Ilustrada Catarinense","2001","01","01","Reitz, P.R.","1634","1954","03","01","Brasil","Santa Catarina","Ibirama","Horto Florestal I.N.P.","-49.5177993774414","-27.0569000244141",NA,NA,NA,NA,NA,NA,"Arvoreta, 4m, fruto imaturo verde. Mata. Alt.: 250m s.n.m.",NA,NA,NA,NA,NA,"18533","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1161","2021-02-11 17:20:28-03","UFPR","UPCB","32204","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins","Guimarães, O.A.","2002","08","20","Britez, R.M.","1848","1988","03","25","Brasil","Paraná","Paranaguá","Ilha do Mel, Estação Ecológica","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,NA,"Arvoreta de 3m, em subosque, com frutos imaturos, em floresta pluvial da planície litorânea..",NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1162","2021-02-11 17:20:28-03","UFPR","UPCB","24363","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins","Lírio, E.J.","2016",NA,NA,"Britez, R.M.","1808","1987","11","06","Brasil","Paraná","Paranaguá","Ilha do Mel, Morro do Forte","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,NA,"Arbusto, 2m, flor verde, freqüente no sub-bosque da floresta pluvial de encosta..",NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1163","2021-02-11 17:20:28-03","UFPR","UPCB","3251","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins","Lírio, E.J.","2016",NA,NA,"Hatschbach, G.","7429","1960","11","13","Brasil","Paraná","Campina Grande do Sul","Jaguatirica","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,NA,"Arvoreta, flor creme. Mata higrófila..",NA,NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA
