"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","occurrenceRemarks","typeStatus","locality","phylum","order","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","relatedCatalogItem","relationshipType","individualCount","eventTime","fieldNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","00997014","PreservedSpecimen","Plantae","Theaceae","Gordonia","fruticosa","Gordonia fruticosa","(Schrad.) H.Keng","A. L. Weitzman",NA,"R. M. Harley","10746","1968","10","21","Brazil","Mato Grosso",NA,"-51.77","-12.82",NA,NA,"NY00997014","NY00997014_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1143365' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"R30 c. 2 km W of Base Camp.","Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","656833","PreservedSpecimen","Plantae","Theaceae","Gordonia","fruticosa","Gordonia fruticosa","(Schrad.) H.Keng","G. G. Hatschbach",NA,"G. G. Hatschbach","16817","1967","08","02","Brazil","Paraná",NA,NA,NA,NA,NA,"NY00656833","NY00656833_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=704394' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Serra do Mar","Magnoliophyta","Ericales","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","656855","PreservedSpecimen","Plantae","Theaceae","Gordonia","fruticosa","Gordonia fruticosa","(Schrad.) H.Keng","A. L. Weitzman",NA,"R. Reitz","3861","1956","10","11","Brazil","Santa Catarina","Ibirama","-49.5178","-27.0569",NA,NA,"NY00656855","NY00656855_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=704406' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Hôrto Florestal I. N. P., Ibirama","Magnoliophyta","Ericales","700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00997002","PreservedSpecimen","Plantae","Theaceae","Gordonia","fruticosa","Gordonia fruticosa","(Schrad.) H.Keng","A. L. Weitzman",NA,"A. F. Regnell","I:261/4",NA,NA,NA,"Brazil","Minas Gerais","Caldas","-46.3858","-21.9236",NA,NA,"NY00997002","NY00997002_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1143341' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01093167","PreservedSpecimen","Plantae","Theaceae","Gordonia","fruticosa","Gordonia fruticosa","(Schrad.) H.Keng","A. Schinini",NA,"T. M. Pedersen","12698","1979","12","14","Brazil","Santa Catarina","Palhoça","-48.6678","-27.6456",NA,NA,"NY01093167","NY01093167_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1230088' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Maciambu Grande.","Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","656852","PreservedSpecimen","Plantae","Theaceae","Gordonia","fruticosa","Gordonia fruticosa","(Schrad.) H.Keng","A. L. Weitzman",NA,"R. Reitz","17962","1965","12","18","Brazil","Paraná","Piraí do Sul","-49.9483","-24.5261",NA,NA,"NY00656852","NY00656852_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=704410' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Serra das Furnas, Piraí do Sul","Magnoliophyta","Ericales","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","684845","PreservedSpecimen","Plantae","Theaceae","Gordonia","fruticosa","Gordonia fruticosa","(Schrad.) H.Keng","A. L. Weitzman",NA,"R. M. Harley","50358","1992","12","25","Brazil","Bahia","Abaíra","-41.88","-13.27",NA,NA,"NY00684845","NY00684845_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=881777' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Catoléde Cima.","Magnoliophyta","Ericales","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","03837116","PreservedSpecimen","Plantae","Theaceae","Gordonia","fruticosa","Gordonia fruticosa","(Schrad.) H.Keng","O. Kosovsky",NA,"R. Callejas Posada","10137","1991","03","25","Colombia","Antioquia",NA,"-75.53","6.58",NA,NA,"NY03837116","NY03837116_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2217822' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Mun. Belmira: 6-8 km NE de la cabecera municipal en la vía a Vereda El Yerbal, sitio Los Patos, margen izquierda del Río CHico, Alto de Sabanazos","Magnoliophyta","Ericales","2950","3100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","656843","PreservedSpecimen","Plantae","Theaceae","Gordonia","fruticosa","Gordonia fruticosa","(Schrad.) H.Keng","A. L. Weitzman",NA,"P. K. H. Dusén","13016","1911","10","06","Brazil","Paraná",NA,NA,NA,NA,NA,"NY00656843","NY00656843_01 NY00656843_02","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=704403' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Desvio Ypiranga","Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","656850","PreservedSpecimen","Plantae","Theaceae","Gordonia","fruticosa","Gordonia fruticosa","(Schrad.) H.Keng","A. O. S. Vieira",NA,"A. Cavalheiro","s.n.","1998","10","30","Brazil","Paraná",NA,NA,NA,NA,NA,"NY00656850","NY00656850_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=704392' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Rancho Carolina. Sao Jerônimo da Serra","Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00997009","PreservedSpecimen","Plantae","Theaceae","Gordonia","fruticosa","Gordonia fruticosa","(Schrad.) H.Keng","A. L. Weitzman",NA,"H. S. Irwin","15309","1966","04","07","Brazil","Distrito Federal","Brasília","-47.9167","-15.7833",NA,NA,"NY00997009","NY00997009_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1143352' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Ericales","975","975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","656848","PreservedSpecimen","Plantae","Theaceae","Gordonia","fruticosa","Gordonia fruticosa","(Schrad.) H.Keng","M. C. Chappell; B. L. Stannard",NA,"R. M. Harley","26144","1988","11","13","Brazil","Bahia","Rio de Contas","-41.95","-13.53",NA,NA,"NY00656848","NY00656848_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=704384' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Pico das Almas. Vertente leste. Campo do Queiroz","Magnoliophyta","Ericales","1500","1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","684846","PreservedSpecimen","Plantae","Theaceae","Gordonia","fruticosa","Gordonia fruticosa","(Schrad.) H.Keng","D. C. Zappi",NA,"W. Ganev","3169","1994","04","29","Brazil","Bahia","Abaíra","-41.88","-13.3",NA,NA,"NY00684846","NY00684846_01 NY00684846_02","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=881778' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Água Limpa, Morro do Cuscuzeiro","Magnoliophyta","Ericales","1400","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","656862","PreservedSpecimen","Plantae","Theaceae","Gordonia","fruticosa","Gordonia fruticosa","(Schrad.) H.Keng","S. F. Smith",NA,"R. A. Wasum","907","2001","01","21","Brazil","Rio Grande do Sul","Sao Francisco de Paula","-50.5833","-29.4483",NA,NA,"NY00656862","NY00656862_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=704387' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Estr. p. Taquara","Magnoliophyta","Ericales","830","830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","02219576","PreservedSpecimen","Plantae","Theaceae","Gordonia","fruticosa","Gordonia fruticosa","(Schrad.) H.Keng",NA,NA,"J. B. E. Pohl","2670",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"NY02219576","NY02219576_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2365247' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Engenho do Cap. da Costa","Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","656854","PreservedSpecimen","Plantae","Theaceae","Gordonia","fruticosa","Gordonia fruticosa","(Schrad.) H.Keng","A. L. Weitzman",NA,"R. Reitz","2123","1954","08","20","Brazil","Santa Catarina","Luiz Alves","-48.941177","-26.748537",NA,NA,"NY00656854","NY00656854_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=704408' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Braço Joaquim, Luis Alves, Itajaí","Magnoliophyta","Ericales","450","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","2219579","PreservedSpecimen","Plantae","Theaceae","Gordonia","fruticosa","Gordonia fruticosa","(Schrad.) H.Keng",NA,NA,"Martii Herbar. Florae Brasil.","833","1841",NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,"NY02219579","NY02219579_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2365257' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","656832","PreservedSpecimen","Plantae","Theaceae","Gordonia","fruticosa","Gordonia fruticosa","(Schrad.) H.Keng","A. L. Weitzman",NA,"B. M. J. Lutz",NA,"1933","09","10","Brazil","Rio de Janeiro",NA,"-43.482796","-23.016442",NA,NA,"NY00656832","NY00656832_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=704417' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Recreo dos Bandeirantes","Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","656870","PreservedSpecimen","Plantae","Theaceae","Gordonia","fruticosa","Gordonia fruticosa tomentosa","(Mart. & Zucc.) A.L.Weitzman","A. L. Weitzman",NA,"A. F. M. Glaziou","14527","1885","08","06","Brazil","Minas Gerais","Ouro Preto","-43.5081","-20.2878",NA,NA,"NY00656870","NY00656870_01","South America","sheet",NA,"Plantes des environs de Rio de Janeiro, recueillies en 1883 et 1884 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=129869' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Ouro-Preto","Magnoliophyta","Ericales",NA,NA,"tomentosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","2219577","PreservedSpecimen","Plantae","Theaceae","Gordonia","fruticosa","Gordonia fruticosa","(Schrad.) H.Keng",NA,NA,"F. Segadas-Vianna","3507","1950","10","29","Brazil","Rio de Janeiro",NA,"-43.3469","-23.0036",NA,NA,"NY02219577","NY02219577_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2365255' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Distrito Federal, Restinga de Itapeba (Recreio dos Bandeirantes), ao nivel do mar.","Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","656844","PreservedSpecimen","Plantae","Theaceae","Gordonia","fruticosa","Gordonia fruticosa","(Schrad.) H.Keng","G. G. Hatschbach",NA,"O. dos S. Ribas","1494","1996","08","17","Brazil","Paraná","Campina Grande do Sul","-49.0553","-25.3058",NA,NA,"NY00656844","NY00656844_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=704393' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Serra Ibitiraquire, subida ao Pico Paraná","Magnoliophyta","Ericales","1800","1920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00997012","PreservedSpecimen","Plantae","Theaceae","Gordonia","fruticosa","Gordonia fruticosa","(Schrad.) H.Keng","A. L. Weitzman",NA,"B. Maguire","56413","1963","08","30","Brazil",NA,NA,NA,NA,NA,NA,"NY00997012","NY00997012_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1143360' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"50 km west of Diamantino, Mato Grosso, watershed. Brasilia-Acre Highway.","Magnoliophyta","Ericales","700","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00996996","PreservedSpecimen","Plantae","Theaceae","Gordonia","fruticosa","Gordonia fruticosa","(Schrad.) H.Keng","M. H. Nee",NA,"E. P. Heringer","5885","1980","12","17","Brazil","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,"NY00996996","NY00996996_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1143299' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Estação Florestal Cabeça do Veado.","Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00996995","PreservedSpecimen","Plantae","Theaceae","Gordonia","fruticosa","Gordonia fruticosa","(Schrad.) H.Keng","M. H. Nee",NA,"E. P. Heringer","427","1978","03","31","Brazil","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,"NY00996995","NY00996995_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1143292' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Mata ciliar do rio Tinoco.","Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","02705659","PreservedSpecimen","Plantae","Theaceae","Gordonia","fruticosa","Gordonia fruticosa","(Schrad.) H.Keng",NA,NA,"R. de Mello-Silva","2448","2004","01","22","Brazil","Minas Gerais","Gouveia","-43.6917","-18.4264",NA,NA,"NY02705659","NY02705659_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3005041' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"rodovia Diamantina- Gouveia (BR 259), 300 m. sul do entroncamento para Datas, a oeste da rodovia","Magnoliophyta","Ericales","1346","1346",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","656839","PreservedSpecimen","Plantae","Theaceae","Gordonia","fruticosa","Gordonia fruticosa","(Schrad.) H.Keng","A. L. Weitzman",NA,"A. F. M. Glaziou","n11799","1880","08","06","Brazil","Rio de Janeiro","Nova Friburgo","-42.5308","-22.2819",NA,NA,"NY00656839","NY00656839_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=704418' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Nova Friburgo","Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00997008","PreservedSpecimen","Plantae","Theaceae","Gordonia","fruticosa","Gordonia fruticosa","(Schrad.) H.Keng","A. L. Weitzman",NA,"A. F. M. Glaziou","16709","1888","07",NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,"NY00997008","NY00997008_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1143348' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00997020","PreservedSpecimen","Plantae","Theaceae","Gordonia","fruticosa","Gordonia fruticosa tomentosa","(Mart. & Zucc.) A.L.Weitzman","A. L. Weitzman",NA,"P. Clausen","1520","1841",NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,"NY00997020","NY00997020_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1143382' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Ericales",NA,NA,"tomentosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00997015","PreservedSpecimen","Plantae","Theaceae","Gordonia","fruticosa","Gordonia fruticosa","(Schrad.) H.Keng","A. L. Weitzman",NA,"W. W. Thomas","4222","1985","10","04","Brazil","Mato Grosso",NA,"-54.43","-10.45",NA,NA,"NY00997015","NY00997015_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1143368' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Muns. Sinop & Colider: Forest along igarapé near cerrado of Serra Formosa along BR 080, 65 km E of junction with BR 163.","Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00997006","PreservedSpecimen","Plantae","Theaceae","Gordonia","fruticosa","Gordonia fruticosa","(Schrad.) H.Keng","M. H. Nee",NA,"M. L. M. Azevedo","268","1989","08","10","Brazil","Distrito Federal","Brasília","-47.8842","-15.9725",NA,NA,"NY00997006","NY00997006_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1143345' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Reserva Ecológica do IBGE. Mata ciliar do córrego Roncador.","Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","1145429","PreservedSpecimen","Plantae","Theaceae","Gordonia","fruticosa","Gordonia fruticosa","(Schrad.) H.Keng","J. C. Yesilyurt",NA,"W. Ganev","2619","1993","12","13","Brazil","Bahia","Abaíra","-41.85","-13.32",NA,NA,"NY01145429","NY01145429_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1317021' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Caminho Capao de Levi-Serrinha","Magnoliophyta","Ericales","1260","1340",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","02712950","PreservedSpecimen","Plantae","Theaceae","Gordonia","fruticosa","Gordonia fruticosa","(Schrad.) H.Keng","A. L. Weitzman",NA,"R. Callejas Posada","7749","1989","04","07","Colombia","Antioquia","Urrao","-76.77","6.45",NA,NA,"NY02712950","NY02712950_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2217820' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Corregimiento Encarnación, sitio El Río 1 hora de camino del Páramo de Frontino, bosque húmedo montano","Magnoliophyta","Ericales","3120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
