"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","county","verbatimLongitude","verbatimLatitude","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","individualCount","class","previousCatalogNumber"
"11","2015-09-16 04:35:44-03","MNHN","RECOLNAT_MNHN_P","P00449140","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Houlletia","brocklehurstiana","Houlletia brocklehurstiana","Lindl.","Gerlach","Guillemin, J.B.A.|Houllet",NA,"1839",NA,NA,NA,"Brésil",NA,"Brésil : supra arbores ad Corcovado prope Rio de Janeiro",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00449140' target='other'> <mi>dwc_moreinfo</mi></a>","P00449140","P00449140_01 P00449140_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-07-10 09:48:23-03","MBML","MBML-HERBARIO","20638",NA,"Plantae",NA,NA,"Orchidaceae","Houlletia","brocklehurstiana","Houlletia brocklehurstiana","Lindl.","Fraga/17-07-2003","R.R. Vervloet; et al","2351","2003","05","06",NA,"Brasil","Espírito Santo","Reserva Biológica Augusto Ruschi - Nova Lombardia",NA,NA,NA,"Rupícola, flores de cor marrom, passadas. Topo de morro, dossel 8m.","MBML020638","MBML020638",NA,NA,NA,"Santa Teresa","40W33'11","19S54'27","-40.553056","-19.9075",NA,NA,NA,NA,NA
"13","2020-07-10 09:48:23-03","MBML","MBML-HERBARIO","20802",NA,"Plantae",NA,NA,"Orchidaceae","Houlletia","brocklehurstiana","Houlletia brocklehurstiana","Lindl.","Fraga/17-07-2003","R.R. Vervloet; et al","2049","2003","03","25",NA,"Brasil","Espírito Santo","Reserva Biológica Augusto Ruschi - Nova Lombardia",NA,NA,NA,"Rupícola, meia encosta.","MBML020802","MBML020802",NA,NA,NA,"Santa Teresa","40W33'11","19S54'27","-40.553056","-19.9075",NA,NA,NA,NA,NA
"14","2020-07-10 09:48:23-03","MBML","MBML-HERBARIO","24393",NA,"Plantae",NA,NA,"Orchidaceae","Houlletia","brocklehurstiana","Houlletia brocklehurstiana","Lindl.","A. P. Fontana/13-06-2005","A. P. Fontana; et al","1125","2005","02","25",NA,"Brasil","Espírito Santo","Alto Santo Antônio",NA,NA,NA,"Beira da cachoeira, terrestre/rupestre, flores com sépalas e pétalas avermelhadas com pintas na base, labelo branco com pintas vináceas, coluna com ápice amarelo e base esverdeada com pintas.","MBML024393","MBML024393",NA,NA,NA,"Santa Teresa","40W34'32","19S53'14","-40.575556","-19.887222",NA,NA,NA,NA,NA
"15","2020-07-10 09:48:23-03","MBML","MBML-HERBARIO","29917",NA,"Plantae",NA,NA,"Orchidaceae","Houlletia","brocklehurstiana","Houlletia brocklehurstiana","Lindl.","L. Kollmann/V-2007","J. Rossini","633","2007","05","03",NA,"Brasil","Espírito Santo","Estação Biológica de Santa Lúcia",NA,NA,NA,"Terrestre, local sombreado, pseudobulbo verde escuro, pedúnculo vináceo, pétalas e sépalas amareladas com máculas marrom clara, labelo branco com máculas vináceas, coluna amarela.","MBML029917","MBML029917",NA,NA,NA,"Santa Teresa","40W31'49","19S58'17","-40.530278","-19.971389",NA,NA,NA,NA,NA
"16","2020-07-10 09:48:23-03","MBML","MBML-HERBARIO","4469",NA,"Plantae",NA,NA,"Orchidaceae","Houlletia","brocklehurstiana","Houlletia brocklehurstiana","Lindl.","H. Q. B. Fernandes/Março.1988","H. Q. Boudet Fernandes; et al","2436","1988","03","24",NA,"Brasil","Espírito Santo","Estação Biológica de Santa Lúcia",NA,NA,NA,"Terrestre, flores vermelho punctadas sobre superfície amarelada. Semi-sombra, mata alterada, na trilha à beira do rio timbuí, possivelmente introduzida no local, alcool/herb/culta.","MBML004469","MBML004469_1 MBML004469_2",NA,NA,NA,"Santa Teresa","40W31'49","19S58'17","-40.530278","-19.971389",NA,NA,NA,NA,NA
"17","2020-09-02 16:35:17-03","Cenargen","CEN","91653","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Houlletia","brocklehurstiana","Houlletia brocklehurstiana","Lindl.","T. E. C. Meneguzzo","Thiago Erir Cadete Meneguzzo","1020","2015","01","24",NA,"Brasil","BA","Parque Nacional da Serra das Lontras. Serra do Peito de Moça. Trilha para o Peito de Moça.","864","864","Exsicatas","Fitofisionomia Floresta Nebular. Epífita entre 1-2 m do solo ou terrícola em serrapilheira. Doação Botânico do Rio de Janeira, RB 622108","CEN00091653","CEN00091653","2015","01",NA,"ARATACA",NA,NA,"-39.4143981933594","-15.2632999420166","19859","auto","1",NA,NA
"18","2019-10-07 09:20:05-03","UEFS","HUEFS","217556","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Houlletia","brocklehurstiana","Houlletia brocklehurstiana","Lindl.",NA,"Meneguzzo, T.E.C.","1020","2015","01","24",NA,"Brasil","Bahia","Parque Nacional da Serra das Lontras. Serra do Peito de Moça. Trilha para o peito de Moça.","864","864",NA,"Floresta Nebular.","HUEFS0217556","HUEFS0217556",NA,NA,NA,"Arataca","39W20'41''","15S9'57''","-39.344722","-15.165833",NA,NA,NA,"Lilianae",NA
"19","2020-07-23 12:17:20-03","CEPLAC","CEPEC","115398","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Houlletia","brocklehurstiana","Houlletia brocklehurstiana",NA,"C. N. Fraga","Thomas, W.W.","14594","2006","01","19",NA,"Brasil","Bahia","Serra Peito de moça, 9,7 km NE of Arataca, on dirt road to Una, then 8,8 km NW (left) on road through Faz. Sta. Rita to Reserva do IESB (Faz. Palmeira.)","850","850",NA,NA,NA,NA,NA,NA,NA,"arataca","39W20'38","15S9'40","-39.343889","-15.161111",NA,NA,NA,NA,NA
"20","2016-08-23 09:45:45-03","NHMLondon","NHM-LONDON-BOT","BM000533313","S","Plantae",NA,NA,"Orchidaceae","Houlletia","brocklehurstiana","Houlletia brocklehurstiana","Lindl.",NA,"George Gardner; b.1812; d.1849; Gardner","5871","1841","03",NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-53.08982","-10.773109","-53.08982","-10.773109",NA,NA,NA,NA,"NHMUK:ecatalogue:4650546"
"21","2021-02-12 15:02:22-03","UFSCar","SPSC","7404","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Houlletia","brocklehurstiana","Houlletia brocklehurstiana","Lindl.",NA,NA,NA,"2006","11","10",NA,"Brasil","São Paulo",NA,NA,NA,NA,"Brejo",NA,NA,NA,NA,NA,"São Carlos",NA,NA,"-47.8899993896484","-22.0100002288818","45913","auto",NA,NA,NA
"22","2017-09-11 17:11:55-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Houlletia","brocklehurstiana","Houlletia brocklehurstiana","Lindl.",NA,"Houlett, JB","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","in arbrius ad Corcovado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2017-09-11 17:11:55-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Houlletia","brocklehurstiana","Houlletia brocklehurstiana","Lindl.",NA,"Wanklyn, W","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Habitat in prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2017-09-11 17:11:55-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Houlletia","brocklehurstiana","Houlletia brocklehurstiana","Lindl.",NA,"Wanklyn, W","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Habitat in prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2017-09-11 17:11:55-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Houlletia","brocklehurstiana","Houlletia brocklehurstiana","Lindl.",NA,"Wawra, H","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","in arbrius ad Corcovado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2017-09-11 17:11:55-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Houlletia","brocklehurstiana","Houlletia brocklehurstiana","Lindl.",NA,"Houlett, JB","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","in arbrius ad Corcovado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2017-09-11 17:11:55-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Houlletia","brocklehurstiana","Houlletia brocklehurstiana","Lindl.",NA,"Wawra, H","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","in arbrius ad Corcovado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2017-09-11 17:11:55-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Houlletia","brocklehurstiana","Houlletia brocklehurstiana","Lindl.",NA,"Gardner, G","5871",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","ad Serra dos Orgãos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2017-09-11 17:11:55-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Houlletia","brocklehurstiana","Houlletia brocklehurstiana","Lindl.",NA,"Gardner, G","5871?",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","ad Serra dos Orgãos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-11-21 10:13:30-03","IBt","SP","30521","S","Plantae",NA,NA,"Orchidaceae","Houlletia","brocklehurstiana","Houlletia brocklehurstiana","Lindl.","Hoehne, FC","Muus, R","s.n.","1933","03","29",NA,"Brasil","São Paulo","Serra do Mar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-11-21 10:13:30-03","IBt","SP","316256","S","Plantae",NA,NA,"Orchidaceae","Houlletia","brocklehurstiana","Houlletia brocklehurstiana","Lindl.","Amaral Jr, A","Amaral Jr, A","1340","1973","01","03",NA,"Brasil","São Paulo","Ca. 4 km de Rubião Jr.",NA,NA,NA,NA,NA,NA,"1973","03","22","Botucatu",NA,NA,"-48.439998626709","-22.8799991607666","40412","auto",NA,NA,NA
"32","2019-11-21 10:13:30-03","IBt","SP","247968","S","Plantae",NA,NA,"Orchidaceae","Houlletia","brocklehurstiana","Houlletia brocklehurstiana","Lindl.","Barros, F","Barros, F","2305","1991","04","09",NA,"Brasil","São Paulo","Ilha do Cardoso, Pico do Cardoso",NA,NA,NA,NA,NA,NA,"1991","04","26","Cananéia",NA,NA,"-47.9199981689453","-25.0100002288818","37574","auto",NA,NA,NA
"33","2019-11-21 10:13:30-03","IBt","SP","39247","S","Plantae",NA,NA,"Orchidaceae","Houlletia","brocklehurstiana","Houlletia brocklehurstiana","Lindl.","Gehrt, A","Hoehne, FC","s.n.","1938","03","23",NA,"Brasil","São Paulo","Ilha de Santo Amaro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Guarujá",NA,NA,"-46.25","-23.9899997711182","18989","auto",NA,NA,NA
"34","2019-11-21 10:13:30-03","IBt","SP","248390","S","Plantae",NA,NA,"Orchidaceae","Houlletia","brocklehurstiana","Houlletia brocklehurstiana","Lindl.","Catharino, ELM","Catharino, ELM; et al.","1580","1991","03","20",NA,"Brasil","São Paulo","Estação Ecológica Juréia-Itatins, Alto do morro",NA,NA,NA,"Terrestre, chão de mata de altitude, sépalas e pétalas castanhas com manchas vináceas, labelo creme, totalmente pintalgado com manchas vináces, coluna creme, pintalgada de vinho na base, flores perfumadas",NA,NA,"1991","03","20","Iguape",NA,NA,"-47.5499992370605","-24.7000007629395","55628","auto",NA,NA,NA
"35","2019-11-21 10:13:30-03","IBt","SP","5264","S","Plantae",NA,NA,"Orchidaceae","Houlletia","brocklehurstiana","Houlletia brocklehurstiana","Lindl.",NA,"Hoehne, FC","s.n.","1921","02","10",NA,"Brasil","São Paulo","E.B. do Alto da Serra de Paranapiacaba",NA,NA,NA,"No húmus da mata, flor pintada de vermelho, labelo pintado de alvo e roxo",NA,NA,NA,NA,NA,"Santo André",NA,NA,"-46.5299987792969","-23.6599998474121","27258","auto",NA,NA,NA
"36","2019-11-21 10:13:30-03","IBt","SP","27166","S","Plantae",NA,NA,"Orchidaceae","Houlletia","brocklehurstiana","Houlletia brocklehurstiana","Lindl.","Hoehne, FC","s.col.","s.n.","1908","03","12",NA,"Brasil","São Paulo","Estação Alto da Serra",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Santo André",NA,NA,"-46.5299987792969","-23.6599998474121","27258","auto",NA,NA,NA
"37","2019-11-21 10:13:30-03","IBt","SP","22385","S","Plantae",NA,NA,"Orchidaceae","Houlletia","brocklehurstiana","Houlletia brocklehurstiana","Lindl.",NA,"Edwall, G","CGG3673","1897","03",NA,NA,"Brasil","São Paulo","Est. do Rio Grande, mata virgem, terrestre.",NA,NA,NA,NA,"SP009600","SP009600",NA,NA,NA,"Santo André",NA,NA,"-46.5299987792969","-23.6599998474121","27258","auto",NA,NA,NA
