"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","decimalLongitude","decimalLatitude","county","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","individualCount","sex"
"138","2019-11-13 11:23:33-03","USP","SPF","75826","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Rivadavia, F","149","1992","07","29",NA,"Brasil","Mato Grosso do Sul",NA,NA,NA,NA,NA,"SPF00075826","SPF00075826","Rivadavia, F","-57.6533012390137","-19.0091991424561","Corumbá",NA,NA,"1992",NA,NA,NA,NA,"295160","auto",NA,NA,NA
"139","2019-11-13 11:23:31-03","USP","SPF","108568","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Souza, VC","5172","1994","02","11",NA,"Brasil","Minas Gerais",NA,"800","800",NA,NA,"SPF00108568","SPF00108568","Gonella, PM","-41.2971992492676","-16.0053005218506","Pedra Azul",NA,NA,"2007","10",NA,NA,NA,"39993","auto",NA,NA,NA
"140","2020-09-11 17:50:09-03","UNEMAT","HPAN","4098","PreservedSpecimen","Plantae","Magnoliidae","Lamiales","Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Schessl, M; Abdo, MSA; Castrillon, SKI","5793","2002","03","05","América","Brasil","Mato Grosso","Rio Sepotuba, Hidrological basin of the upper Paraguay river. Sepotuba river at bridge of the highway Barra do Bugres - Lambarí D'Oeste. Right margin of the river with frequently located farms and fisher camps.",NA,NA,NA,"AquaRAP Sepotuba 2002: a biological assessment of the Aquatic Ecosystems of the Pantanal. Field collection during 29.2.2002 - 10.3.2002 organized by Conservation International do Brasil with participants from Ecotrópica, Embrapa-CP","HPAN000004098",NA,"Schessl, M","-57","-15","Lambari D'Oeste","-57","-15","2002","05","19",NA,NA,NA,NA,NA,NA,NA
"141","2019-10-07 09:16:41-03","UEFS","HUEFS","105298","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Melo, E.","4183","2005","10","31",NA,"Brasil","Alagoas","Povoado de Capela. Várzea do Rio Murituba, afluente do São Francisco.","20","20",NA,NA,"HUEFS0105298","HUEFS0105298","F.M.Guedes","-36.471389","-10.3225","Penedo","36W28'17''","10S19'21''","2017","09",NA,"Asteranae",NA,NA,NA,NA,NA,NA
"142","2019-10-07 09:16:41-03","UEFS","HUEFS","199918","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Roque, A.A.","1170","2011","08","11",NA,"Brasil","Rio Grande do Norte","Acesso pela RN-064, esquerda na RN-309. Estrada vicinal a 4km da rotatória. Cerca de 2km da entrada.","40","40",NA,"Área alagada.","HUEFS0199918","HUEFS0199918","F.M.Guedes","-35.448889","-5.575278","Ceará-Mirim","35W26'56''","5S34'31''","2017","09",NA,"Asteranae",NA,NA,NA,NA,NA,NA
"143","2019-09-05 16:34:25-03","F","FMNH-SEEDPLANTS","V0061976F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lentibulariaceae","Utricularia","amazonasana","Utricularia amazonasana",NA,"Holotype","J. A. Steyermark","58505","1944","9","8","South America","Venezuela",NA,NA,NA,NA,NA,NA,"V0061976F","V0061976F_01",NA,"-65.9119","7.0758",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"144","2019-09-05 14:19:31-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa",NA,"Type [status unknown]",NA,NA,NA,NA,NA,"South America","French Guiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.9708","3.8558",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"145","2019-06-07 12:49:02-03","F","FMNH-SEEDPLANTS","V0470348F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa",NA,NA,"H. C. Cutler","9078","1947","4",NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,"V0470348F","V0470348F_01",NA,"-64.435","-16.7261",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"146","2019-03-06 15:12:19-03","F","FMNH-SEEDPLANTS","V0470349F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa",NA,NA,"J. C. Lindeman et al.","827","1975","10","6","South America","Suriname",NA,NA,NA,NA,NA,NA,"V0470349F","V0470349F_01 V0470349F_02","RRC ID Flag","-55.625","4.1006",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"827",NA,NA
"147","2019-09-04 19:48:41-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Lentibulariaceae","Utricularia","salzmanni","Utricularia salzmanni",NA,"Type [status unknown]","P. Salzmann",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"148","2020-11-05 13:53:51-03","UNIRIO","HUNI","6230","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"C.P. Bove; S. Koehler; R. Lisboa","286","1997","10","13",NA,"Brasil","Goiás","Estrada Araguapaz - Araunã",NA,NA,NA,"Flores lilás-pálida, protuberância amarelo-ouro. Guias de néctar e pedúnculos avermelhados.","HUNI00006230",NA,"R.M. Lisbôa","-50.6321983337402","-15.0908002853394","Araguapaz",NA,NA,NA,NA,NA,NA,NA,"62393","auto",NA,NA,NA
"149","2019-11-01 15:02:06-03","UnB","UB","209367","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Faria, JEQ","4469","2015","05","01","Southern America","Brasil","Goiás","Região da Sururuca, fazenda Cajás, proprietário senhor Jair Eustáquio","397","397",NA,"Erva aquática, frutos imaturos verdes; Ambiente antropizado, borda de represa, crescendo em local alagado",NA,NA,"Faria, JEQ","-49.291944","-14.198333","Alto Horizonte","-49.291944","-14.198333","2015","06",NA,NA,NA,NA,NA,NA,NA,NA
"150","2019-11-01 15:02:06-03","UnB","UB","209500","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Faria, JEQ","4603","2015","06","06","Southern America","Brasil","Goiás","Região da Sururuca, fazenda Cajás, proprietário senhor Jair Eustáquio","397","397",NA,"Erva aquática, flores rosa e frutos imaturos verdes; Crescendo subimersa dentro de represa",NA,NA,"Faria, JEQ","-49.291944","-14.198333","Alto Horizonte","-49.291944","-14.198333","2015","06",NA,NA,NA,NA,NA,NA,NA,NA
"151","2019-11-01 15:02:06-03","UnB","UB","92679","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Splett, S","993?","1995","03","21","Southern America","Brasil","Distrito Federal",NA,NA,NA,NA,NA,NA,NA,"Pott, VJ",NA,NA,"Planaltina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2021-03-16 09:43:01-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Faria, JEQ","10476","2020","04","03","Southern America","Brasil","Goiás","Região da Sururuca, fazenda Cajás, proprietário sr. Jair Eustáquio","385","385",NA,"Erva coletada em borda de represa, alguns indivíduos em local lamacento, outros submersos, apenas com as estruturas reprodutivas fora d'água, flores liláses com verticilos férteis amarelos, frutos imaturos verdes; Brejo antropizado",NA,NA,"Gonella, PSM","-49.294444","-14.1975","Alto Horizonte","-49.294444","-14.1975","2020","05",NA,NA,NA,NA,NA,NA,NA,NA
"153","2019-11-01 15:02:06-03","UnB","UB","27087","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Eiten, G; Eiten, LT","4635","1962","05","22","Southern America","Brasil","Maranhão","Ilha de Balsas region between the Rios Balsas and Parnaíba. Several km E of main house of Fazenda Morros about 35km south of Loreto","300","300",NA,"Flowers emersed. Flower face 7 1/2mm wide by 6 1/2mm tall. Petals light purple; lower lip with rounded projection near throat is yellow with red spots.; Submerged in shallow water by earthen dam.",NA,NA,"Taylor, P","-45.033333","-7.383333","Loreto","-45.033333","-7.383333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2020-08-20 14:56:49-03","UFSC","FLOR","40226","PreservedSpecimen","Plantae",NA,"Lamiales","Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Leite, M.S.","273","2007","01","25",NA,"Brasil","Pernambuco","Parque Estadual de Dois Irmãos, Complexo do Prata, Açude do Meio.","18","18",NA,"macrófita aquática submersa na margem da sombra do açude, flor população em início de floração, flor liláz com detalhe amarelo. Recebido de UFP Nº 44896.","FLOR0040226","FLOR0040226","Leite, M.S.","-34.948611","-8.007778","Recife","34º56'55''W","8º0'28''S","2007","01","25",NA,NA,NA,NA,NA,NA,NA
"155","2020-04-17 17:41:29-03","UFMT","UFMT","35128","S","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Prado, A.L.; et al.","5658","1993","05","08",NA,"Brasil","Mato Grosso","Baía das Araras, Rio Bento Gomes, Fazenda Ipiranga, ca. de 4 Km a esquerda da Rodovia Transpantaneira.",NA,NA,NA,"Erva de 10 cm de altura, flores roseas.; Campo alagável.",NA,NA,"Baleeiro, P.",NA,NA,NA,NA,NA,"2013","04","26",NA,NA,NA,NA,NA,NA,NA
"156","2020-04-17 17:41:29-03","UFMT","UFMT","28354","S","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Souza, V.C.; Souza, J.P.; Duarte, A.R.; Mazine, F.F.","14441","1997","03","18",NA,"Brasil","Mato Grosso","Estrada para Alto da Boa Vista, ca. 9 Km de São F#?#leix do Araguaia. Fazenda Engenho Velho.","180","180",NA,"Planta enraizada no lodo, flores roxas.; Savana Parque. Área florestada, alagada(buritizal).",NA,NA,"Baleeiro, P.","-50.776306","-11.632972","São Félix do Araguaia","-50.776306","-11.632972","2013","04","26",NA,NA,NA,NA,NA,NA,NA
"157","2020-04-17 17:41:29-03","UFMT","UFMT","26377","S","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Santos, M.C.V.","63","2003","04","19",NA,"Brasil","Mato Grosso","Experimento - Casa de vegetação/IB.",NA,NA,NA,"Herbácea, flor.; Campo.",NA,NA,"Pott, A.","-56.0966987609863","-15.5960998535156","Cuiabá",NA,NA,NA,NA,NA,NA,NA,"74875","auto",NA,NA,NA
"158","2020-04-17 17:41:29-03","UFMT","UFMT","41059","S","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Rebellato, L.","140","2007","02",NA,NA,"Brasil","Mato Grosso","Pantanal de Poconé, fazenda Nossa Senhora Aparecida.",NA,NA,NA,"Pastagem exótica inundável.",NA,NA,NA,"-56.6227989196777","-16.2567005157471","Poconé",NA,NA,NA,NA,NA,NA,NA,"200792","auto",NA,NA,NA
"159","2020-09-17 10:41:12-03","UEPA","MFS","008122","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl.",NA,"Cardoso, A","2473","2017","05","10",NA,"Brasil","Pará","Buritizal em Canga",NA,NA,NA,"Macrofita aquatica, crecendo em riacho (buritizal) sobre canga, lentico. Flor rosa.","MFS008122","MFS008122 MFS008122_e","Cardoso, A","-49.376111","-7.925833","Conceição do Araguaia","-49.376111","-7.925833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2020-09-17 10:41:12-03","UEPA","MFS","008189","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl.",NA,"Cardoso, A","2595","2017","05","17",NA,"Brasil","Pará","Canga.",NA,NA,NA,"Erva, crecendo sobre drenagem de canga. Flores brancas.","MFS008189","MFS008189 MFS008189_e","Cardoso, A","-49.266414","-8.262992","Conceição do Araguaia","-49.266414","-8.262992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2021-04-05 14:11:46-03","UFMT","CNMT","8813","S","Plantae","Angiosperma",NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl.",NA,"Córdova, M.O.; Keffer, J.F.; Souza, P.","756","2017","03","11",NA,"Brasil","Mato Grosso","Rio Teles Pires, Lagoa do Aguapé. A 7 km SD da sede Marina. Área de Influência UHE Sinop.","376","376",NA,"Flores roxas. Pouco frequente.Subprograma de Monitoramento de Macrófitas Aquáticas - UHE Sinop","CNMT008813",NA,"Pott, V.J.","-55.713333","-11.671944","Ipiranga do Norte","55°42'48W","11°40'19S","2021","03",NA,NA,NA,NA,NA,NA,NA,NA
"162","2014-09-23 11:01:44-03","G","G-DC","G00147656","S","Plantae",NA,NA,"Lentibulariaceae","Utricularia","salzmannii","Utricularia salzmannii","A. St.-Hil. & Girard","ISOTYPUS of Utricularia salzmannii A. St.-Hil. & Girard","Salzmann, P.","449","1830",NA,"00","AMERIQUE DU SUD","Brazil","Bahia",NA,NA,NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=114245&base=img&lang=en","G00147656","G00147656","CAT.HERB.PRODR.","-41.99722222","-12.18305556",NA,"-41.99722222","-12.18305556","2007","01","01",NA,NA,NA,NA,NA,NA,NA
"163","2020-03-05 09:44:42-03","IBt","SP","129378","S","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Eiten, G; Eiten, LT","4625","1962","05","18",NA,"Brasil","Maranhão","Ilha de Balsas","300","300",NA,NA,NA,NA,"Taylor, P","-45.033333","-7.383333","Loreto","-45.033333","-7.383333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2020-03-05 09:44:42-03","IBt","SP","394906","S","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Lyra Lemos, RP; et al.","1325","1987","09","03",NA,"Brasil","Alagoas","Trecho do rio Marituba, próximo a Ponta da Terra",NA,NA,NA,NA,NA,NA,"Guedes, FM","-36.434398651123","-10.4055995941162","Piaçabuçu",NA,NA,"2018","04","13",NA,NA,"16123","auto",NA,NA,NA
"165","2020-03-05 09:44:42-03","IBt","SP","183297","S","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Pirani, JR; et al.","194","1982","11","22",NA,"Brasil","Espírito Santo","Na divisa com Linhares",NA,NA,NA,NA,NA,NA,"Guedes, FM","-40.2733001708984","-19.8202991485596","Aracruz",NA,NA,"2018","04","13",NA,NA,"37987","auto",NA,NA,NA
"166","2020-03-05 09:44:42-03","IBt","SP","5278","S","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Gehrt, A","s.n.","1921","01","15",NA,"Brasil","São Paulo","Butantã",NA,NA,NA,NA,NA,NA,"Fromm-Trinta, E","-46.6300010681152","-23.5400009155273","São Paulo",NA,NA,"1985",NA,NA,NA,NA,"53584","auto",NA,NA,NA
"167","2020-03-05 09:44:42-03","IBt","SP","7757","S","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Gehrt, A","s.n.","1922","04","29",NA,"Brasil","São Paulo","Pinheiros",NA,NA,NA,NA,NA,NA,"Corrêa, MA","-46.6300010681152","-23.5400009155273","São Paulo",NA,NA,"1994","10",NA,NA,NA,"53584","auto",NA,NA,NA
"168","2013-10-03 16:27:24-03","UM","RECOLNAT_UM_MPU","MPU021179","PreservedSpecimen",NA,NA,NA,"Lentibulariaceae","Utricularia","salzmannii","Utricularia salzmannii","A.St.-Hil. & Girard","isotype","Salzmann, P.",NA,NA,NA,NA,NA,"Brésil",NA,"Bahia, in aquis lenites fluentibus",NA,NA,"hb","Herbier de l'Institut de Botanique de Montpellier n°79. <a href='http://coldb.mnhn.fr/catalognumber/um/mpu/mpu021179' target='other'> <mi>dwc_moreinfo</mi></a>","MPU021179",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2013-10-03 16:27:24-03","UM","RECOLNAT_UM_MPU","MPU021178","PreservedSpecimen",NA,NA,NA,"Lentibulariaceae","Utricularia","salzmannii","Utricularia salzmannii","A.St.-Hil. & Girard","isotype","Salzmann, P.",NA,NA,NA,NA,NA,"Brésil",NA,"Bahia, in aquis lenites fluentibus",NA,NA,"hb","Herbier de l'Institut de Botanique de Montpellier n°55. <a href='http://coldb.mnhn.fr/catalognumber/um/mpu/mpu021178' target='other'> <mi>dwc_moreinfo</mi></a>","MPU021178",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2011-08-19 09:21:33-03","UM","RECOLNAT_UM_MPU","MPU021177","PreservedSpecimen",NA,NA,NA,"Lentibulariaceae","Utricularia","salzmannii","Utricularia salzmannii","A.St.-Hil. & Girard","isotype","Salzmann, P.",NA,NA,NA,NA,NA,"Brésil",NA,"Bahia, in aquis lenites fluentibus",NA,NA,"hb","Herbier de l'Institut de Botanique de Montpellier n°54. <a href='http://coldb.mnhn.fr/catalognumber/um/mpu/mpu021177' target='other'> <mi>dwc_moreinfo</mi></a>","MPU021177",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2019-11-25 19:19:04-03","A","HU-HERB","A 01976557","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"T. M. Pedersen","5305","1959","12","6","South America","Argentina","Corrientes, Provincia de","Estancia Santa Teresa.",NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,"Mburucuya",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5305",NA,"undetermined"
"172","2019-11-25 19:14:20-03","GH","HU-HERB","GH 01976558","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"J. Steinbach","5347","1921","2","17","South America","Bolivia","Santa Cruz","Prov. Sara. Pampa Buena Vista.","500",NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5347",NA,"undetermined"
"173","2019-11-25 19:08:35-03","GH","HU-HERB","GH 01976559","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"H. F. Pittier","10154","1922","1","30","South America","Venezuela","Aragua","S. Juan de los Morros.",NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10154",NA,"undetermined"
"174","2014-09-23 10:58:16-03","G","G","G00368491","S","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl","ISOTYPUS of Utricularia salzmannii A. St.-Hil. & Girard","Salzmann, P.",NA,"1831",NA,"00","AMERIQUE DU SUD","Brazil",NA,NA,NA,NA,NA,"Coordinate uncertainty: Precision at the level of country Image URL: No picture available on the institution's web site","G00368491",NA,"Taylor, P.","-53.08972222","-10.77305556",NA,"-53.08972222","-10.77305556","1973","01","01",NA,NA,NA,NA,NA,NA,NA
