especie_original,fontes,cat_ameaca_br_sima,cat_ameaca_cncflora_sima,cat_ameaca_sp_sima,cat_ameaca_sp,cat_ameaca_CR_lac,cat_ameaca_cncflora,cat_ameaca_iucn,cat_ameaca_mpoSP,cat_ameaca_br,id,scientific.name,accepted.name,family,taxon.rank,taxon.status,search.str,threat.status,notes,original.search,occurrence,genus,specific.epiteth,infra.epiteth,name.status
Moquiniastrum hatschbachii,sima-Portaria 443/2014,VU,NA,NA,NA,NA,NA,NA,NA,VU,130860,Moquiniastrum hatschbachii (Cabrera) G. Sancho,NA,Asteraceae,species,accepted,Moquiniastrum hatschbachii,VU,NA,Moquiniastrum hatschbachii,BR-MG,Moquiniastrum,hatschbachii,NA,correct
Moquiniastrum mollissimum,sima-Portaria 443/2014,CR,NA,NA,NA,NA,NA,NA,NA,CR,130864,Moquiniastrum mollissimum (Malme) G. Sancho,NA,Asteraceae,species,accepted,Moquiniastrum mollissimum,CR,NA,Moquiniastrum mollissimum,BR-RS,Moquiniastrum,mollissimum,NA,correct
Moquiniastrum polymorphum,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,130869,Moquiniastrum polymorphum (Less.) G. Sancho,NA,Asteraceae,species,accepted,Moquiniastrum polymorphum,NA,NA,Moquiniastrum polymorphum,BR-BA|BR-ES|BR-GO|BR-MG|BR-MS|BR-RJ|BR-SP,Moquiniastrum,polymorphum,NA,correct
Moquiniastrum ramboi,sima-Portaria 443/2014,VU,NA,NA,NA,NA,NA,NA,NA,VU,130875,Moquiniastrum ramboi (Cabrera) G. Sancho,NA,Asteraceae,species,accepted,Moquiniastrum ramboi,VU,NA,Moquiniastrum ramboi,BR-MS|BR-RS|BR-SC,Moquiniastrum,ramboi,NA,correct
Moquiniastrum sordidum,sima-Portaria 443/2014,VU,NA,NA,NA,NA,NA,NA,NA,VU,130877,Moquiniastrum sordidum (Less.) G. Sancho,NA,Asteraceae,species,accepted,Moquiniastrum sordidum,VU,NA,Moquiniastrum sordidum,BR-PR|BR-RS|BR-SC|BR-SP,Moquiniastrum,sordidum,NA,correct
Moranopteris perpusilla,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,91683,Moranopteris perpusilla (Maxon) R.Y. Hirai & J. Prado,NA,Polypodiaceae,species,accepted,Moranopteris perpusilla,EN,NA,Moranopteris perpusilla,BR-MG,Moranopteris,perpusilla,NA,correct
Morilloa furlanii,sima,EN,NA,NA,NA,NA,NA,NA,NA,NA,605481,"Morilloa furlanii (Fontella) Fontella, Goes & S.A.Cáceres",NA,Apocynaceae,species,accepted,Morilloa furlanii,NA,NA,Morilloa furlanii,BR-MG,Morilloa,furlanii,NA,NA
Mormolyca cleistogama,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,20108,Maxillaria cleistogama Brieger & Illg,NA,Orchidaceae,species,accepted,Maxillaria cleistogama,LC,replaced synonym,Mormolyca cleistogama,BR-BA|BR-ES|BR-PA|BR-PR|BR-RR|BR-SC|BR-SP,Maxillaria,cleistogama,NA,correct
Moronobea coccinea,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,81851,Moronobea coccinea Aubl.,NA,Clusiaceae,species,accepted,Moronobea coccinea,NA,NA,Moronobea coccinea,BR-AM|BR-RO,Moronobea,coccinea,NA,correct
Mostuea muricata,sima-SP_oficial-cncflora_web-Portaria 443/2014,VU,NA,VU,VU,NA,VU,NA,NA,VU,7745,Mostuea muricata Sobral & Lc.Rossi,NA,Gelsemiaceae,species,accepted,Mostuea muricata,VU,NA,Mostuea muricata,BR-MT|BR-SP,Mostuea,muricata,NA,correct
Mourera weddelliana,sima-Portaria 443/2014,VU,NA,NA,NA,NA,NA,NA,NA,VU,102484,Mourera weddelliana Tul.,NA,Podostemaceae,species,accepted,Mourera weddelliana,VU,NA,Mourera weddelliana,BR-MA|BR-MT|BR-PA|BR-TO,Mourera,weddelliana,NA,correct
Mouriri chamissoana,cncflora_ckan-UICN_API,NA,NA,NA,NA,NA,LC,LC,NA,NA,9817,Mouriri chamissoana Cogn.,NA,Melastomataceae,species,accepted,Mouriri chamissoana,NA,NA,Mouriri chamissoana,BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-SC|BR-SP,Mouriri,chamissoana,NA,correct
Mouriri megasperma,sima-Portaria 443/2014,CR,NA,NA,NA,NA,NA,NA,NA,CR,9815,Mouriri arborea Gardner,NA,Melastomataceae,species,accepted,Mouriri arborea,CR,replaced synonym,Mouriri megasperma,BR-ES|BR-RJ,Mouriri,arborea,NA,correct
Mouriri micradenia,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,85453,Mouriri micradenia Ducke,NA,Melastomataceae,species,accepted,Mouriri micradenia,NA,NA,Mouriri micradenia,BR-AM,Mouriri,micradenia,NA,correct
Mouriri myrtilloides,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,9822,Mouriri myrtilloides (Sw.) Poir.,NA,Melastomataceae,species,accepted,Mouriri myrtilloides,NA,NA,Mouriri myrtilloides,BR-AM|BR-PR|BR-SP,Mouriri,myrtilloides,NA,correct
Mouriri torquata,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,79299,Mouriri torquata Morley,NA,Melastomataceae,species,accepted,Mouriri torquata,NA,NA,Mouriri torquata,BR-AM|BR-AP|BR-PA,Mouriri,torquata,NA,correct
Muellera filipes,cncflora_ckan,NA,NA,NA,NA,NA,VU,NA,NA,NA,134214,Muellera filipes (Benth.) M.J. Silva & A.M.G. Azevedo,NA,Fabaceae,species,accepted,Muellera filipes,NA,NA,Muellera filipes,BR-RJ|BR-SP,Muellera,filipes,NA,correct
Muellera torrensis,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,134019,Muellera torrensis (N. Mattos) M.J.Silva & A.M.G.Azevedo,NA,Fabaceae,species,accepted,Muellera torrensis,DD,NA,Muellera torrensis,BR-RS,Muellera,torrensis,NA,correct
Myoxanthus ruschii,sima-Portaria 443/2014,CR,NA,NA,NA,NA,NA,NA,NA,CR,11870,Myoxanthus ruschii Fraga & L.Kollmann,NA,Orchidaceae,species,accepted,Myoxanthus ruschii,CR,NA,Myoxanthus ruschii,BR-ES,Myoxanthus,ruschii,NA,correct
Myoxanthus seidelii,sima-Portaria 443/2014,CR,NA,NA,NA,NA,NA,NA,NA,CR,11872,Myoxanthus seidelii (Pabst) Luer,NA,Orchidaceae,species,accepted,Myoxanthus seidelii,CR,NA,Myoxanthus seidelii,BR-ES,Myoxanthus,seidelii,NA,correct
Myracrodruon balansae,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,115519,Astronium balansae Engl.,NA,Anacardiaceae,species,accepted,Astronium balansae,EN,replaced synonym,Myracrodruon balansae,BR-RS,Astronium,balansae,NA,correct
Myracrodruon urundeuva,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,115185,Astronium urundeuva (M.Allemão) Engl.,NA,Anacardiaceae,species,accepted,Astronium urundeuva,LC,replaced synonym,Myracrodruon urundeuva,BR-AC|BR-AL|BR-BA|BR-CE|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,Astronium,urundeuva,NA,correct
Myrceugenia acutata,cncflora_ckan-UICN_API,NA,NA,NA,NA,NA,LC,LC,NA,NA,62848,Myrceugenia acutata D.Legrand,NA,Myrtaceae,species,accepted,Myrceugenia acutata,NA,NA,Myrceugenia acutata,BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Myrceugenia,acutata,NA,correct
Myrceugenia acutiflora,cncflora_ckan-UICN_API,NA,NA,NA,NA,NA,LC,LC,NA,NA,10632,Myrceugenia acutiflora (Kiaersk.) D.Legrand & Kausel,NA,Myrtaceae,species,accepted,Myrceugenia acutiflora,NA,NA,Myrceugenia acutiflora,BR-ES|BR-PR|BR-RJ|BR-SC|BR-SP,Myrceugenia,acutiflora,NA,correct
Myrceugenia alpigena,sima-SP_oficial-cncflora_web,NA,LC,VU,VU,NA,LC,NA,NA,NA,10633,Myrceugenia alpigena (DC.) Landrum,NA,Myrtaceae,species,accepted,Myrceugenia alpigena,LC,NA,Myrceugenia alpigena,BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Myrceugenia,alpigena,NA,correct
Myrceugenia bracteosa,sima-SP_oficial-cncflora_ckan-UICN_API-Portaria 443/2014,EN,NA,EN,EN,NA,EN,VU,NA,EN,10634,Myrceugenia bracteosa (DC.) D.Legrand & Kausel,NA,Myrtaceae,species,accepted,Myrceugenia bracteosa,EN,NA,Myrceugenia bracteosa,BR-MG|BR-PR|BR-RJ|BR-SC|BR-SP,Myrceugenia,bracteosa,NA,correct
Myrceugenia brevipedicellata,sima-SP_oficial-cncflora_ckan-UICN_API-Portaria 443/2014,EN,NA,EN,EN,NA,EN,VU,NA,EN,10635,Myrceugenia brevipedicellata (Burret) D.Legrand & Kausel,NA,Myrtaceae,species,accepted,Myrceugenia brevipedicellata,EN,NA,Myrceugenia brevipedicellata,BR-MG|BR-SP,Myrceugenia,brevipedicellata,NA,correct
Myrceugenia campestris,cncflora_web-UICN_API,NA,NA,NA,NA,NA,LC,VU,NA,NA,10636,Myrceugenia campestris (DC.) D.Legrand & Kausel,NA,Myrtaceae,species,accepted,Myrceugenia campestris,LC,NA,Myrceugenia campestris,BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Myrceugenia,campestris,NA,correct
Myrceugenia cucullata,cncflora_ckan-UICN_API,NA,NA,NA,NA,NA,LC,LC,NA,NA,10637,Myrceugenia cucullata D.Legrand,NA,Myrtaceae,species,accepted,Myrceugenia cucullata,NA,NA,Myrceugenia cucullata,BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Myrceugenia,cucullata,NA,correct
Myrceugenia euosma,sima-SP_oficial-cncflora_ckan,NA,NE,EX,EX,NA,LC,NA,NA,NA,10638,Myrceugenia euosma (O.Berg) D.Legrand,NA,Myrtaceae,species,accepted,Myrceugenia euosma,NA,NA,Myrceugenia euosma,BR-PR|BR-RS|BR-SC|BR-SP,Myrceugenia,euosma,NA,correct
Myrceugenia foveolata,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,10639,Myrceugenia foveolata (O.Berg) Sobral,NA,Myrtaceae,species,accepted,Myrceugenia foveolata,EN,NA,Myrceugenia foveolata,BR-RS|BR-SC,Myrceugenia,foveolata,NA,correct
Myrceugenia franciscensis,sima-SP_oficial-cncflora_ckan-UICN_API-Portaria 443/2014,EN,NA,EN,EN,NA,VU,VU,NA,EN,10640,Myrceugenia franciscensis (O.Berg) Landrum,NA,Myrtaceae,species,accepted,Myrceugenia franciscensis,EN,NA,Myrceugenia franciscensis,BR-MG|BR-PR|BR-SP,Myrceugenia,franciscensis,NA,correct
Myrceugenia gertii,sima-SP_oficial-cncflora_ckan-UICN_API-Portaria 443/2014,EN,NA,EN,EN,NA,EN,EN,NA,EN,10641,Myrceugenia gertii Landrum,NA,Myrtaceae,species,accepted,Myrceugenia gertii,EN,NA,Myrceugenia gertii,BR-PR|BR-SP,Myrceugenia,gertii,NA,correct
Myrceugenia glaucescens,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,10642,Myrceugenia glaucescens (Cambess.) D.Legrand & Kausel,NA,Myrtaceae,species,accepted,Myrceugenia glaucescens,LC,NA,Myrceugenia glaucescens,BR-ES|BR-MG|BR-PR|BR-RS|BR-SC|BR-SP,Myrceugenia,glaucescens,NA,correct
Myrceugenia hamoniana,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,126951,Myrceugenia hamoniana (Mattos) Sobral,NA,Myrtaceae,species,accepted,Myrceugenia hamoniana,EN,NA,Myrceugenia hamoniana,BR-SC|BR-SP,Myrceugenia,hamoniana,NA,correct
Myrceugenia hatschbachii,sima-Portaria 443/2014,VU,NA,NA,NA,NA,NA,NA,NA,VU,10643,Myrceugenia hatschbachii Landrum,NA,Myrtaceae,species,accepted,Myrceugenia hatschbachii,VU,NA,Myrceugenia hatschbachii,BR-PR,Myrceugenia,hatschbachii,NA,correct
Myrceugenia hoehnei,sima-SP_oficial-cncflora_ckan-Portaria 443/2014,VU,NA,VU,VU,NA,VU,NA,NA,VU,10644,Myrceugenia hoehnei (Burret) D.Legrand & Kausel,NA,Myrtaceae,species,accepted,Myrceugenia hoehnei,VU,NA,Myrceugenia hoehnei,BR-MG|BR-PR|BR-SC|BR-SP,Myrceugenia,hoehnei,NA,correct
Myrceugenia kleinii,sima-SP_oficial-cncflora_ckan-UICN_API-Portaria 443/2014,VU,NA,VU,VU,NA,VU,VU,NA,VU,10645,Myrceugenia kleinii D.Legrand & Kausel,NA,Myrtaceae,species,accepted,Myrceugenia kleinii,VU,NA,Myrceugenia kleinii,BR-BA|BR-PR|BR-SC|BR-SP,Myrceugenia,kleinii,NA,correct
Myrceugenia miersiana,cncflora_web-UICN_API,NA,NA,NA,NA,NA,LC,LR/nt,NA,NA,10647,Myrceugenia miersiana (Gardner) D.Legrand & Kausel,NA,Myrtaceae,species,accepted,Myrceugenia miersiana,LC,NA,Myrceugenia miersiana,BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Myrceugenia,miersiana,NA,correct
Myrceugenia myrcioides,cncflora_web-UICN_API,NA,NA,NA,NA,NA,LC,LR/nt,NA,NA,10648,Myrceugenia myrcioides (Cambess.) O.Berg,NA,Myrtaceae,species,accepted,Myrceugenia myrcioides,LC,NA,Myrceugenia myrcioides,BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Myrceugenia,myrcioides,NA,correct
Myrceugenia ovalifolia,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,10650,Myrceugenia ovalifolia (O.Berg) Landrum,NA,Myrtaceae,species,accepted,Myrceugenia ovalifolia,NA,NA,Myrceugenia ovalifolia,BR-ES|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Myrceugenia,ovalifolia,NA,correct
Myrceugenia ovata,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,10651,Myrceugenia ovata (Hook. & Arn.) O.Berg,NA,Myrtaceae,species,accepted,Myrceugenia ovata,NA,NA,Myrceugenia ovata,BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Myrceugenia,ovata,NA,correct
Myrceugenia oxysepala,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,10652,Myrceugenia oxysepala (Burret) D.Legrand & Kausel,NA,Myrtaceae,species,accepted,Myrceugenia oxysepala,LC,NA,Myrceugenia oxysepala,BR-MG|BR-PR|BR-RS|BR-SC|BR-SP,Myrceugenia,oxysepala,NA,correct
Myrceugenia pilotantha,cncflora_web-UICN_API,NA,NA,NA,NA,NA,LC,VU,NA,NA,10653,Myrceugenia pilotantha (Kiaersk.) Landrum,NA,Myrtaceae,species,accepted,Myrceugenia pilotantha,LC,NA,Myrceugenia pilotantha,BR-BA|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Myrceugenia,pilotantha,NA,correct
Myrceugenia reitzii,cncflora_ckan,NA,NA,NA,NA,NA,NT,NA,NA,NA,10654,Myrceugenia reitzii D.Legrand,NA,Myrtaceae,species,accepted,Myrceugenia reitzii,NT,NA,Myrceugenia reitzii,BR-PR|BR-SC|BR-SP,Myrceugenia,reitzii,NA,correct
Myrceugenia rufescens,cncflora_web-UICN_API,NA,NA,NA,NA,NA,LC,VU,NA,NA,10655,Myrceugenia rufescens (DC.) D.Legrand & Kausel,NA,Myrtaceae,species,accepted,Myrceugenia rufescens,LC,NA,Myrceugenia rufescens,BR-MG|BR-PR|BR-SC|BR-SP,Myrceugenia,rufescens,NA,correct
Myrceugenia scutellata,sima-cncflora_ckan-UICN_API,NA,NT,NA,NA,NA,NT,VU,NA,NA,10656,Myrceugenia scutellata D.Legrand,NA,Myrtaceae,species,accepted,Myrceugenia scutellata,NT,NA,Myrceugenia scutellata,BR-ES|BR-PR|BR-RJ|BR-SC|BR-SP,Myrceugenia,scutellata,NA,correct
Myrceugenia smithii,cncflora_web,NA,NA,NA,NA,NA,EN,NA,NA,NA,126951,Myrceugenia hamoniana (Mattos) Sobral,NA,Myrtaceae,species,accepted,Myrceugenia hamoniana,EN,replaced synonym,Myrceugenia smithii,BR-SC|BR-SP,Myrceugenia,hamoniana,NA,correct
Myrceugenia venosa,sima-SP_oficial-cncflora_web,NA,LC,VU,VU,NA,LC,NA,NA,NA,10659,Myrceugenia venosa D.Legrand,NA,Myrtaceae,species,accepted,Myrceugenia venosa,LC,NA,Myrceugenia venosa,BR-PR|BR-SC|BR-SP,Myrceugenia,venosa,NA,correct
Myrcia aethusa,UICN_API,NA,NA,NA,NA,NA,NA,VU,NA,NA,37035,Myrcia aethusa (O.Berg) N.Silveira,NA,Myrtaceae,species,accepted,Myrcia aethusa,NA,NA,Myrcia aethusa,BR-BA|BR-ES|BR-MG|BR-PE|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Myrcia,aethusa,NA,correct
Myrcia almasensis,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,19863,Myrcia almasensis NicLugh.,NA,Myrtaceae,species,accepted,Myrcia almasensis,EN,NA,Myrcia almasensis,BR-BA,Myrcia,almasensis,NA,correct
Myrcia amazonica,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,10661,Myrcia amazonica DC.,NA,Myrtaceae,species,accepted,Myrcia amazonica,NA,NA,Myrcia amazonica,BR-AC|BR-AM|BR-AP|BR-BA|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MT|BR-PA|BR-PE|BR-PR|BR-RJ|BR-RO|BR-RR|BR-SC|BR-SP|BR-TO,Myrcia,amazonica,NA,correct
Myrcia anacardiifolia,cncflora_ckan,NA,NA,NA,NA,NA,LC,NA,NA,NA,10664,Myrcia anacardiifolia Gardner,NA,Myrtaceae,species,accepted,Myrcia anacardiifolia,NA,NA,Myrcia anacardiifolia,BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Myrcia,anacardiifolia,NA,correct
Myrcia anomala,sima-SP_oficial,NA,NE,EX,EX,NA,NA,NA,NA,NA,10666,Myrcia anomala Cambess.,NA,Myrtaceae,species,accepted,Myrcia anomala,NA,NA,Myrcia anomala,BR-DF|BR-GO|BR-MS|BR-PR|BR-RS|BR-SC|BR-SP,Myrcia,anomala,NA,correct
Myrcia bella,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,31542,Myrcia bella Cambess.,NA,Myrtaceae,species,accepted,Myrcia bella,NA,NA,Myrcia bella,BR-DF|BR-GO|BR-MG|BR-MS|BR-MT|BR-SP|BR-TO,Myrcia,bella,NA,correct
Myrcia bicarinata,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,37045,Myrcia bicarinata (O.Berg) D.Legrand,NA,Myrtaceae,species,accepted,Myrcia bicarinata,NA,NA,Myrcia bicarinata,BR-DF|BR-MG|BR-PR|BR-RJ|BR-SP,Myrcia,bicarinata,NA,correct
Myrcia bicolor,sima-SP_oficial-UICN_API-mpoSP,NA,NE,EN,EN,NA,NA,VU,EN,NA,10670,Myrcia bicolor Kiaersk.,NA,Myrtaceae,species,accepted,Myrcia bicolor,NA,NA,Myrcia bicolor,BR-BA|BR-ES|BR-RJ|BR-SP,Myrcia,bicolor,NA,correct
Myrcia cionei,sima-SP_oficial,NA,NE,VU,VU,NA,NA,NA,NA,NA,583394,Myrcia cionei (Mattos) Mazine,NA,Myrtaceae,species,accepted,Myrcia cionei,NA,NA,Myrcia cionei,BR-SP,Myrcia,cionei,NA,NA
Myrcia coelosepala,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,10676,Myrcia coelosepala Kiaersk.,NA,Myrtaceae,species,accepted,Myrcia coelosepala,NA,NA,Myrcia coelosepala,BR-BA|BR-ES|BR-MG|BR-RJ|BR-SP,Myrcia,coelosepala,NA,correct
Myrcia congestiflora,sima-SP_oficial-cncflora_ckan,NA,NE,VU,VU,NA,VU,NA,NA,NA,603209,Myrcia congestiflora Caliari & V.C.Souza,NA,Myrtaceae,species,accepted,Myrcia congestiflora,NA,NA,Myrcia congestiflora,BR-RJ|BR-SP,Myrcia,congestiflora,NA,NA
Myrcia cordiifolia,sima-SP_oficial,NA,LC,EX,EX,NA,NA,NA,NA,NA,10678,Myrcia cordiifolia DC.,NA,Myrtaceae,species,accepted,Myrcia cordiifolia,LC,NA,Myrcia cordiifolia,BR-ES|BR-MG|BR-RJ,Myrcia,cordiifolia,NA,correct
Myrcia costeira,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,602920,Myrcia costeira M.F.Santos,NA,Myrtaceae,species,accepted,Myrcia costeira,NA,NA,Myrcia costeira,BR-PR|BR-RS|BR-SC|BR-SP,Myrcia,costeira,NA,correct
Myrcia diaphana,sima-SP_oficial-cncflora_ckan-UICN_API-Portaria 443/2014,VU,NA,VU,VU,NA,NT,VU,NA,VU,10682,Myrcia diaphana (O.Berg) N.Silveira,NA,Myrtaceae,species,accepted,Myrcia diaphana,VU,NA,Myrcia diaphana,BR-ES|BR-MG|BR-PR|BR-RJ|BR-SC|BR-SP,Myrcia,diaphana,NA,correct
Myrcia dichrophylla,cncflora_web-UICN_API,NA,NA,NA,NA,NA,LC,VU,NA,NA,10683,Myrcia dichrophylla D.Legrand,NA,Myrtaceae,species,accepted,Myrcia dichrophylla,LC,NA,Myrcia dichrophylla,BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Myrcia,dichrophylla,NA,correct
Myrcia dryadica,UICN_API,NA,NA,NA,NA,NA,NA,VU,NA,NA,611798,Myrcia dryadica (M.L.Kawas.) A.R.Lourenço & E.Lucas,NA,Myrtaceae,species,accepted,Myrcia dryadica,NA,NA,Myrcia dryadica,BR-ES|BR-SP,Myrcia,dryadica,NA,correct
Myrcia eriocalyx,sima-SP_oficial,NA,NE,VU,VU,NA,NA,NA,NA,NA,10684,Myrcia eriocalyx DC.,NA,Myrtaceae,species,accepted,Myrcia eriocalyx,NA,NA,Myrcia eriocalyx,BR-MG|BR-RJ|BR-SP,Myrcia,eriocalyx,NA,correct
Myrcia eriopus,sima-SP_oficial-cncflora_web-mpoSP,NA,LC,VU,VU,NA,LC,NA,VU,NA,10685,Myrcia eriopus DC.,NA,Myrtaceae,species,accepted,Myrcia eriopus,LC,NA,Myrcia eriopus,BR-GO|BR-MG|BR-RJ|BR-SP,Myrcia,eriopus,NA,correct
Myrcia eugeniopsoides,cncflora_ckan,NA,NA,NA,NA,NA,LC,NA,NA,NA,605439,Myrcia eugeniopsoides (D.Legrand & Kausel) Mazine,NA,Myrtaceae,species,accepted,Myrcia eugeniopsoides,NA,NA,Myrcia eugeniopsoides,BR-PR|BR-RS|BR-SC|BR-SP,Myrcia,eugeniopsoides,NA,correct
Myrcia excoriata,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,615312,Myrcia excoriata (Mart.) E.Lucas & C.E.Wilson,NA,Myrtaceae,species,accepted,Myrcia excoriata,NA,NA,Myrcia excoriata,BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-SC|BR-SP,Myrcia,excoriata,NA,correct
Myrcia ferruginosa,cncflora_ckan-UICN_API,NA,NA,NA,NA,NA,LC,EN,NA,NA,582884,Myrcia ferruginosa Mazine,NA,Myrtaceae,species,accepted,Myrcia ferruginosa,NA,NA,Myrcia ferruginosa,BR-MG|BR-PR|BR-RJ|BR-SC|BR-SP,Myrcia,ferruginosa,NA,correct
Myrcia flagellaris,sima-SP_oficial-cncflora_web-mpoSP,NA,NT,VU,VU,NA,NT,NA,VU,NA,109201,Myrcia flagellaris (D.Legrand) Sobral,NA,Myrtaceae,species,accepted,Myrcia flagellaris,NT,NA,Myrcia flagellaris,BR-PR|BR-SC|BR-SP,Myrcia,flagellaris,NA,correct
Myrcia follii,cncflora_web-Portaria 443/2014,NA,NA,NA,NA,NA,CR,NA,NA,CR,10739,Myrcia plusiantha Kiaersk.,NA,Myrtaceae,species,accepted,Myrcia plusiantha,CR|NT,replaced synonym,Myrcia follii,BR-BA|BR-ES|BR-PR|BR-RJ|BR-SP,Myrcia,plusiantha,NA,correct
Myrcia gilsoniana,sima-Portaria 443/2014,CR,NA,NA,NA,NA,NA,NA,NA,CR,10693,Myrcia gilsoniana G.M.Barroso & Peixoto,NA,Myrtaceae,species,accepted,Myrcia gilsoniana,CR,NA,Myrcia gilsoniana,BR-BA|BR-ES,Myrcia,gilsoniana,NA,correct
Myrcia glabra,UICN_API,NA,NA,NA,NA,NA,NA,NT,NA,NA,10694,Myrcia glabra (O.Berg) D.Legrand,NA,Myrtaceae,species,accepted,Myrcia glabra,NA,NA,Myrcia glabra,BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Myrcia,glabra,NA,correct
Myrcia grammica,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,609190,Myrcia grammica (Spreng.) A.R.Lourenço & E.Lucas,NA,Myrtaceae,species,accepted,Myrcia grammica,NA,NA,Myrcia grammica,BR-MG|BR-RJ|BR-SP,Myrcia,grammica,NA,correct
Myrcia grandiflora,UICN_API,NA,NA,NA,NA,NA,NA,VU,NA,NA,10743,Myrcia pubipetala Miq.,NA,Myrtaceae,species,accepted,Myrcia pubipetala,LC,replaced synonym,Myrcia grandiflora,BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Myrcia,pubipetala,NA,correct
Myrcia guarujana,sima-SP_oficial,NA,NE,EN,EN,NA,NA,NA,NA,NA,604829,"Myrcia guarujana Sobral, Magenta & Caliari",NA,Myrtaceae,species,accepted,Myrcia guarujana,NA,NA,Myrcia guarujana,BR-SP,Myrcia,guarujana,NA,correct
Myrcia guianensis,sima-cncflora_web-UICN_API,NA,LC,NA,NA,NA,LC,LC,NA,NA,10699,Myrcia guianensis (Aubl.) DC.,NA,Myrtaceae,species,accepted,Myrcia guianensis,LC,NA,Myrcia guianensis,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,Myrcia,guianensis,NA,correct
Myrcia hebepetala,cncflora_ckan,NA,NA,NA,NA,NA,LC,NA,NA,NA,10702,Myrcia hebepetala DC.,NA,Myrtaceae,species,accepted,Myrcia hebepetala,NA,NA,Myrcia hebepetala,BR-ES|BR-MG|BR-PR|BR-RJ|BR-SP,Myrcia,hebepetala,NA,correct
Myrcia heringii,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,10703,Myrcia heringii D.Legrand,NA,Myrtaceae,species,accepted,Myrcia heringii,LC,NA,Myrcia heringii,BR-PR|BR-SC|BR-SP,Myrcia,heringii,NA,correct
Myrcia hexasticha,sima-SP_oficial-cncflora_web-UICN_API-Portaria 443/2014,EN,NA,EN,EN,NA,EN,VU,NA,EN,10704,Myrcia hexasticha Kiaersk.,NA,Myrtaceae,species,accepted,Myrcia hexasticha,EN,NA,Myrcia hexasticha,BR-PR|BR-RJ|BR-SP,Myrcia,hexasticha,NA,correct
