"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","589517","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter","T. M. Koyama",NA,NA,NA,"H. S. Irwin","1971","02","18","Brazil","Bahia",NA,"Rio Ferro Doido, ca. 18 km E. of Morro do Chapéu. Serra do Tombador.",NA,NA,NA,NA,"1100","1100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=323527' target='other'> <mi>dwc_moreinfo</mi></a>","NY00589517","NY00589517_01","32513","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"12","2016-11-01 11:27:00-02","NY","NYBG","00938829","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides",NA,NA,NA,NA,NA,"G. Davidse","1976","03","29","Brazil","Minas Gerais",NA,"Ca. 22 km S of Padre Paraíso along Highway BR-116.","-41.48439","-17.2729889",NA,NA,"700","700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930373' target='other'> <mi>dwc_moreinfo</mi></a>","NY00938829","NY00938829_01","11528","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","519534","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter",NA,NA,NA,NA,"W. W. Thomas","2002","03","11","Brazil","Bahia","Morro do Chapéu","12 km NE of town of Morro do Chapéu on road to Jacobina","-41.083233","-11.476683",NA,NA,"910","910","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=323561' target='other'> <mi>dwc_moreinfo</mi></a>","NY00519534","NY00519534_01","12918","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","589507","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter","T. M. Koyama",NA,NA,NA,"S. A. Mori","1978","07","02","Brazil","Bahia","Porto Seguro","BR 367, a 8 Km de Porto Seguro.","-39.1215259","-16.4140264",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=323534' target='other'> <mi>dwc_moreinfo</mi></a>","NY00589507","NY00589507_01","10220","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","589518","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter","E. R. Guaglianone",NA,NA,NA,"G. G. Hatschbach","1982","12","03","Brazil","Paraná","Paranaguá","Ilha do Mel.","-48.326804","-25.522889",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=323553' target='other'> <mi>dwc_moreinfo</mi></a>","NY00589518","NY00589518_01","45781","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","589545","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter",NA,NA,NA,NA,"L. Riedel","1931",NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"Iter Brasiliense 1831-1835 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=323490' target='other'> <mi>dwc_moreinfo</mi></a>","NY00589545","NY00589545_01","914","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01200316","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter","T. M. Koyama",NA,NA,NA,"B. G. S. Ribeiro","1976","10","25","Brazil","Amapá",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1440303' target='other'> <mi>dwc_moreinfo</mi></a>","NY01200316","NY01200316_01","1567","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"18","2017-08-04 10:11:00-03","NY","NYBG","02618897","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides",NA,NA,NA,NA,NA,"N. A. Rosa","1976","09","16","Brazil","Pará",NA,"Marajó, Joanes, campo próximo ao igapó.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2936513' target='other'> <mi>dwc_moreinfo</mi></a>","NY02618897","NY02618897_01","936","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1281599","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter","W. W. Thomas",NA,NA,NA,"G. Pereira-Silva","2009","06","14","Brazil","Rondônia",NA,"Jaci Parana. Canteiro de obras da UHE Jirau, estrada de acesso ao alojamento central.","-64.5925","-9.2903",NA,NA,"90",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1724874' target='other'> <mi>dwc_moreinfo</mi></a>","NY01281599","NY01281599_01","14528","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01200311","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter","T. M. Koyama",NA,NA,NA,"D. Coêlho","1965",NA,NA,"Brazil","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1440290' target='other'> <mi>dwc_moreinfo</mi></a>","NY01200311","NY01200311_01","s.n.","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","2422813","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter",NA,NA,NA,NA,"E. P. Heringer","1975","09","22","Brazil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce. On península at Lake Helvécio. East side of lake opposite bathing area.","-42.6","-19.77",NA,NA,"400","400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2673839' target='other'> <mi>dwc_moreinfo</mi></a>","NY02422813","NY02422813_01","15146","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","589525","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter","T. M. Koyama",NA,NA,NA,"R. P. Belém","1966","06","28","Brazil","Bahia",NA,"Canavieiras.","-38.945353","-15.677266",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=323526' target='other'> <mi>dwc_moreinfo</mi></a>","NY00589525","NY00589525_01","2440","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","02447316","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter","W. W. Thomas",NA,NA,NA,"S. A. Mori","1979","06","12","Brazil","Bahia","Maraú","Rod. BR 030, trecho Ubaitaba/Maraú, 45-50 km a leste de Ubaitaba","-39.02","-14.18",NA,NA,"50","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2363363' target='other'> <mi>dwc_moreinfo</mi></a>","NY02447316","NY02447316_01","11989","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","687136","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter",NA,NA,NA,NA,"P. Salzmann",NA,NA,NA,"Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=857774' target='other'> <mi>dwc_moreinfo</mi></a>","NY00687136","NY00687136_01","s.n.","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","02641709","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter",NA,NA,NA,NA,"W. W. Thomas","2014","10","22","Brazil","Bahia","Salvador","Abaeté, Parque das Dunas.","-38.3239","-12.9206",NA,NA,"15",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2541495' target='other'> <mi>dwc_moreinfo</mi></a>","NY02641709","NY02641709_01","16408","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","589543","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter",NA,NA,NA,NA,"F. C. Hoehne","1917","09","29","Brazil","São Paulo",NA,"Butantan, S.Paulo.","-46.724373","-23.565521",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=323489' target='other'> <mi>dwc_moreinfo</mi></a>","NY00589543","NY00589543_01","613","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","589535","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter","T. M. Koyama",NA,NA,NA,"A. M. V. de Carvalho","1981","01","05","Brazil","Bahia","Belmonte","A 7 km SE de Belmonte.","-38.879714","-15.8612053",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=323552' target='other'> <mi>dwc_moreinfo</mi></a>","NY00589535","NY00589535_01","417","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","589528","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter",NA,NA,NA,NA,"T. M. Pedersen","1969","01","07","Brazil","São Paulo","Santo André","Rio Grande da Serra.","-46.5297","-23.66",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=323492' target='other'> <mi>dwc_moreinfo</mi></a>","NY00589528","NY00589528_01","8982","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","589524","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter","T. M. Koyama",NA,NA,NA,"R. P. Belém","1965","09","08","Brazil","Bahia",NA,"Margem da Rodovia Camacan-Canavieiras, 32 km W de Canavieiras.","-39.1821063","-15.5102013",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=323525' target='other'> <mi>dwc_moreinfo</mi></a>","NY00589524","NY00589524_01","1690","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","589532","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter","W. W. Thomas",NA,NA,NA,"Charudatan","1995","11","21","Brazil","Sergipe",NA,"Posto Paty. BR 101. ca. 140 km Norte de Aracaju.",NA,NA,NA,NA,NA,NA,"CV 26. Amostra Sueli 005 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=323519' target='other'> <mi>dwc_moreinfo</mi></a>","NY00589532","NY00589532_01","2","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1280118","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter","A. C. Araújo",NA,NA,NA,"E. J. Lucas","2006","12","05","Brazil","Bahia","Itacaré","Fazenda do Boa Paz, trilha do Boa Paz.","-39.01928","-14.3347",NA,NA,"105","105","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1589286' target='other'> <mi>dwc_moreinfo</mi></a>","NY01280118","NY01280118_01","1057","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","01200301","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter","T. M. Koyama",NA,NA,NA,"L. Coradin","1977","10","08","Brazil","Roraima",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1440272' target='other'> <mi>dwc_moreinfo</mi></a>","NY01200301","NY01200301_01","525","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","569078","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter","W. W. Thomas",NA,NA,NA,"O. T. Moura","1987","09","23","Brazil","Paraíba",NA,"Mamgabeira-1-Joao Pessoa","-34.841973","-7.167062",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=323522' target='other'> <mi>dwc_moreinfo</mi></a>","NY00569078","NY00569078_01","320","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","589531","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter","T. M. Koyama",NA,NA,NA,"T. S. dos Santos","1970","09","23","Brazil","Bahia","Belmonte","Belmonte.","-38.88","-15.86",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=323528' target='other'> <mi>dwc_moreinfo</mi></a>","NY00589531","NY00589531_01","1134","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","589513","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter",NA,NA,NA,NA,"M. Alves","2000","02","01","Brazil","Bahia","Maraú","BR-030, Km 33,5 a leste de Ubaitaba.","-39.1264","-14.2361",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=323563' target='other'> <mi>dwc_moreinfo</mi></a>","NY00589513","NY00589513_01","1872","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","569079","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter","W. W. Thomas",NA,NA,NA,"M. Y. Nakagomi","1994","09","06","Brazil","São Paulo","Cananéia","Estrada Cananéia - Pariquera-açú (via ponte). Cerca de 19 Km de Cananéia.","-47.8417","-24.9006",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=323521' target='other'> <mi>dwc_moreinfo</mi></a>","NY00569079","NY00569079_01","15","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00938830","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter",NA,NA,NA,NA,"F. E. Drouet","1935","09","23","Brazil","Ceará","Fortaleza","Damas.","-38.5431","-3.7172",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930409' target='other'> <mi>dwc_moreinfo</mi></a>","NY00938830","NY00938830_01","2487","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","589540","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter",NA,NA,NA,NA,"L. B. Smith","1929","02","19","Brazil","São Paulo",NA,"Estaçao Biologica, Alto da Serra.","-46.32","-23.78",NA,NA,"800","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=323498' target='other'> <mi>dwc_moreinfo</mi></a>","NY00589540","NY00589540_01","1949","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","01200315","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter","T. M. Koyama",NA,NA,NA,"B. G. S. Ribeiro","1976","10","13","Brazil","Amapá",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1440295' target='other'> <mi>dwc_moreinfo</mi></a>","NY01200315","NY01200315_01","1488","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"40","2016-11-01 11:54:00-02","NY","NYBG","687137","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides",NA,NA,NA,NA,NA,"C. Gaudichaud-Beaupré","1831",NA,NA,"Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=857778' target='other'> <mi>dwc_moreinfo</mi></a>","NY00687137","NY00687137_01","80","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","01200312","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter","T. M. Koyama",NA,NA,NA,"D. F. Austin","1979","10","26","Brazil","Amapá",NA,"21 km Norte da Junção BR 210 com BR 156, Norte de Porto Grande",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1440292' target='other'> <mi>dwc_moreinfo</mi></a>","NY01200312","NY01200312_01","7233","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","01200317","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter","T. M. Koyama",NA,NA,NA,"D. F. Austin","1979","10","10","Brazil","Amapá",NA,"Parque Florestal de Amapá, perto a fazendinho","-51.608987","1.482444",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1440305' target='other'> <mi>dwc_moreinfo</mi></a>","NY01200317","NY01200317_01 NY01200317_02","7000","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","01200310","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter","T. M. Koyama",NA,NA,NA,"E. de Oliveira","1965","09","29","Brazil","Pará",NA,"Marajõ, Rio Genipapo, Fazenda Tauá.","-50.7972222","-3.3722222",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1440287' target='other'> <mi>dwc_moreinfo</mi></a>","NY01200310","NY01200310_01","3420","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","634450","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","holoschoenoides","Rhynchospora holoschoenoides","(Rich.) Herter",NA,NA,NA,NA,"W. W. Thomas","2002","03","10","Brazil","Bahia","Morro do Chapéu","Cachoeira de Ferro Doido, 29.1 km E of Morro do Chapéu on road to Mundo Novo","-41.001517","-11.625",NA,NA,"920","920","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=323568' target='other'> <mi>dwc_moreinfo</mi></a>","NY00634450","NY00634450_01","12792","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
