"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","scientificNameAuthorship","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","continentOcean","preparationType","barcode","imagecode","class","relatedCatalogItem","typeStatus","fieldNumber","infraspecificEpithet","previousCatalogNumber","sex"
"339","2015-07-16 14:40:00-03","MO","MOBOT","100238517","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","John M. MacDougal (MO)",NA,NA,NA,"J.M. Silva|L.R. Lima|M.A. Farinaccio","Silva 3968","2004","1","29","Brazil","Paraná","Guaratuba","Serra do Aracatuba","-48.9666667","-24.9",NA,"1",NA,NA,"Vell.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","2015-08-03 13:15:00-03","MO","MOBOT","100194879","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","John M. MacDougal (MO)",NA,NA,NA,"Auguste F.M. Glaziou","Glaziou 18254","1890","11","2","Brazil","Rio de Janeiro","Nova Friburgo","Alto Macaché [Macahé].","-41.7869444","-22.3708334",NA,"1",NA,NA,"Vell.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","2020-05-30 04:37:00-03","MO","MOBOT","100189176","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","John M. MacDougal (MO)",NA,NA,NA,"Ernst Üle","Üle 2568","1892","2",NA,"Brazil","Minas Gerais","Ouro Preto","Zwischen Sandsteinfelsen Serrado do Ouro Preto","-43.6666667","-20.5",NA,"1",NA,NA,"Vell.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","2012-08-24 14:57:00-03","MO","MOBOT","100189206","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","M. A. Milward de Azevedo",NA,NA,NA,"João Geraldo Kuhlmann","Kuhlmann 15792","1921","2","12","Brazil","Rio de Janeiro","Rio de Janeiro (cidade)","Rio de Janeiro, prope urbem ..","-43.2075","-22.9027778",NA,"1",NA,NA,"Vell.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","2015-07-16 13:24:00-03","MO","MOBOT","100143495","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","John M. MacDougal (MO)",NA,NA,NA,"R. Kummrow","Kummrow 1640","1981","12","30","Brazil","Paraná","Guaratuba","Usina de Guaricana.","-48.9713889","-25.7058333",NA,"1",NA,NA,"Vell.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","2015-07-16 13:52:00-03","MO","MOBOT","100151900","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","John M. MacDougal (MO)",NA,NA,NA,"Agnes Chase","Chase 9461","1925","4","12","Brazil","Minas Gerais","Viçosa","Vicosa","-42.8477777","-20.7313889",NA,"1",NA,NA,"Vell.",NA,NA,"640.00000000",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","2015-08-13 05:50:00-03","MO","MOBOT","100153445","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","John M. MacDougal (MO)",NA,NA,NA,"Howard S. Irwin|R.M. Harley|Eunice Onishi","Irwin 30450","1971","1","16","Brazil","Minas Gerais",NA,"Serra do Espinhaço, middle slopes of Serra da Piedade, ca. 40 km E. of Belo Horizonte, BR-31.","-43.7263889","-19.8330556",NA,"1",NA,NA,"Vell.",NA,NA,"1800.00000000",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","2015-08-13 05:50:00-03","MO","MOBOT","100153447","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","John M. MacDougal (MO)",NA,NA,NA,"Howard S. Irwin|R.M. Harley|Eunice Onishi","Irwin 30290","1971","1","13","Brazil","Minas Gerais","Caeté","base of Serra da Piedade; 35 km E of Belo Horizonte","-43.7263889","-19.8330556",NA,"1",NA,NA,"Vell.",NA,NA,"1600.00000000",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","2017-10-16 14:29:00-02","MO","MOBOT","100153449","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","John M. MacDougal (MO)",NA,NA,NA,"Howard S. Irwin","Irwin 2724","1959","2","24","Brazil","Minas Gerais","Viçosa","State Agricultural School.","-42.87","-20.7711111",NA,"1",NA,NA,"Vell.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","2015-07-16 14:08:00-03","MO","MOBOT","100153450","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","John M. MacDougal (MO)",NA,NA,NA,"Howard S. Irwin|S.F. da Fonsêca|R. Souza|R. Reis dos Santos|J. Ramos","Irwin 28473","1970","3","28","Brazil","Minas Gerais",NA,"3 km N. of Sao Joao da Chapada","-43.7666667","-18.1166667",NA,"1",NA,NA,"Vell.",NA,NA,"1200.00000000",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","2015-07-16 15:11:00-03","MO","MOBOT","100153809","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","John M. MacDougal (MO)",NA,NA,NA,"Lyman B. Smith","Smith 2170","1929","3","29","Brazil","Rio de Janeiro",NA,"Ledge shore by Pedra da Gavea","-43.2808334","-22.9927777",NA,"1",NA,NA,"Vell.",NA,NA,"0E8","300.00000000","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","2015-07-16 15:13:00-03","MO","MOBOT","100153810","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","John M. MacDougal (MO)",NA,NA,NA,"Louis O. Williams","Williams 6815","1945","5","5","Brazil","Minas Gerais",NA,"Serra de Monjolo","-44.0166667","-18.3666667",NA,"1",NA,NA,"Vell.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","2015-07-16 13:09:00-03","MO","MOBOT","100165959","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","John M. MacDougal (MO)",NA,NA,NA,"Gert G. Hatschbach|Maria M. Hatschbach|J.M. Silva","Hatschbach 61123","1994","10","7","Brazil","Espírito Santo","Iúna","Rod. BR-267 Pouso Alto (Mun. Iúna)","-41.5358333","-20.3458333",NA,"1",NA,NA,"Vell.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","2016-03-11 16:52:00-03","MO","MOBOT","100173873","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","John M. MacDougal (MO)",NA,NA,NA,"Bowman, John Eddowes|Veitch*","Bowman s.n.","1884","7",NA,"Colombia",NA,NA,"Label says Columbia but should be Brazil? Masters, M. T. 1869. New Plants. Passiflora organensis Gardner var. marmorata Mast. Gard. Chron. 26: 1158 stated Prope urbem Rio.",NA,NA,NA,"1",NA,NA,"Vell.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","2018-06-22 05:25:00-03","MO","MOBOT","100180383","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","John M. MacDougal (MO)",NA,NA,NA,"Pe. Raulino Reitz","Reitz 1508","1946","2","15","Brazil","Santa Catarina",NA,"Sombrio, Araranguá","-49.4833333","-28.9333333",NA,"1",NA,NA,"Vell.",NA,NA,"600.00000000",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","2016-03-09 09:52:00-03","MO","MOBOT","100180390","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","John M. MacDougal (MO)",NA,NA,NA,"H. L. Everett","Everett 15",NA,NA,NA,"Brazil","São Paulo",NA,"S. Paulo","-46.6361111","-23.5475",NA,"1",NA,NA,"Vell.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","2015-07-16 14:53:00-03","MO","MOBOT","100180393","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","John M. MacDougal (MO)",NA,NA,NA,"Louis O. Williams","Williams 5486","1945","2",NA,"Brazil","Minas Gerais","Belo Horizonte","Vicinity of Lagôa Seca, 20 km. south of Belo Horizonte. Lagoa Santa","-43.9425","-19.9730556",NA,"1",NA,NA,"Vell.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","2016-03-09 10:18:00-03","MO","MOBOT","100180552","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","John M. MacDougal (MO)",NA,NA,NA,"P. Capell","Capell s.n.","1952","3","25","Brazil","Rio de Janeiro","Nova Friburgo","Vulgo Maracuja ; Habitat Nova Friburgo, et Campos de J.","-42.5311111","-22.2819445",NA,"1",NA,NA,"Vell.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","2015-07-16 14:56:00-03","MO","MOBOT","100189287","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","John M. MacDougal (MO)",NA,NA,NA,"Lyman B. Smith|Moysés Kuhlmann","Smith 1805","1929","2","3","Brazil","São Paulo",NA,"Cidade Jardim. Vicinity of São Paulo.","-46.6852777","-23.5811111",NA,"1",NA,NA,"Vell.",NA,NA,"800.00000000",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","2020-03-29 04:36:00-03","MO","MOBOT","100189351","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","John M. MacDougal (MO)",NA,NA,NA,"A.M.A.F. Yoshitake|Nanuza Luiza de Menezes","Yoshitake 28","2002","12","14","Brazil","Minas Gerais",NA,"Serra do Cipó: Rodovia Belo Horizonte -- Conceicao do Mato Dentro, Alto do Palácio","-43.4897222","-19.1147222",NA,"1",NA,NA,"Vell.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","2016-11-16 17:34:00-02","MO","MOBOT","100189736","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","John M. MacDougal (MO)",NA,NA,NA,"Wilson Hoehne","Hoehne 10477","1938","2","3","Brazil","São Paulo","São Paulo","Capital de São Paulo","-46.6333333","-23.5333333",NA,"1",NA,NA,"Vell.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","2012-08-25 18:01:00-03","MO","MOBOT","100190077","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","M. A. Milward-de-Azevedo",NA,NA,NA,"Per Dusén","Dusén s.n.","1911","10","9","Brazil","Paraná","Jaguariaíva","Jaguariahyva","-49.7058333","-24.2511111",NA,"1",NA,NA,"Vell.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","2015-07-16 15:35:00-03","MO","MOBOT","100190080","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","John M. MacDougal (MO)",NA,NA,NA,"Per Dusén","Dusén 3772","1904","1","15","Brazil","Paraná",NA,"Serrinha","-49.5666667","-25.7",NA,"1",NA,NA,"Vell.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","2012-08-25 22:25:00-03","MO","MOBOT","100190083","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","M. A. Milward-de-Azevedo",NA,NA,NA,"Per Dusén","Dusén 9899","1910","6","8","Brazil","Paraná",NA,"Volta Grande","-49.0833333","-25.25",NA,"1",NA,NA,"Vell.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","2012-08-25 17:31:00-03","MO","MOBOT","100190085","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","M. A. Milward-de-Azevedo",NA,NA,NA,"Per Dusén","Dusén 11472","1911","3","3","Brazil","Paraná",NA,"Alexandra.","-48.6263889","-25.5563889",NA,"1",NA,NA,"Vell.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","2018-10-15 12:41:00-03","MO","MOBOT","100190485","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","M. A. Milward de Azevedo",NA,NA,NA,"Auguste F.M. Glaziou","Glaziou 10871a","1877","9","28","Brazil","Minas Gerais",NA,"Serra da Mantiqueira.","-44.75","-22",NA,"1",NA,NA,"Vell.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","2018-06-22 05:25:00-03","MO","MOBOT","100193241","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","John M. MacDougal (MO)",NA,NA,NA,"Pe. Raulino Reitz|Roberto M. Klein","Reitz 8310","1959","1","26","Brazil","Santa Catarina",NA,"Alto Matador, Rio de Sul.","-49.6111111","-27.1127778",NA,"1",NA,NA,"Vell.",NA,NA,"800.00000000",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","2016-03-09 12:54:00-03","MO","MOBOT","100202545","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","John M. MacDougal (MO)",NA,NA,NA,"Johan F. Widgren","Widgren 426",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"1",NA,NA,"Vell.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","2018-05-11 05:21:00-03","MO","MOBOT","100213412","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","John M. MacDougal (MO)",NA,NA,NA,"Renato de Mello-Silva|E. M. Nic Lughadha|B.L. Stannard|M.C. Assis","Mello-Silva 1575","1999","2","13","Brazil","Espírito Santo","Santa Teresa","Santa Teresa: estrada para João Neiva , ca. de 3,5 de Santa Teresa","-40.5522222","-19.9519444",NA,"1",NA,NA,"Vell.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","2016-11-16 15:40:00-02","MO","MOBOT","100221442","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","John M. MacDougal (MO)",NA,NA,NA,"B. Luschnath","Luschnath s.n.","1831",NA,NA,"Brazil","Rio de Janeiro",NA,"Rio [de] Janeiro","-43.2075","-22.9027778",NA,"1",NA,NA,"Vell.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","2015-07-16 14:38:00-03","MO","MOBOT","100238497","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","John M. MacDougal (MO)",NA,NA,NA,"I. Cordeiro|O. Yano|F. Rielle","Cordeiro 1958","1999","4","7","Brazil","São Paulo","Ibiúna","Municipio de lbiuna, proximo ao km 63 da Rodovia SP 250, Bairro de Morro Grande","-47.1044444","-23.6552778",NA,"1",NA,NA,"Vell.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","2020-03-28 11:26:00-03","MO","MOBOT","100194887","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","John M. MacDougal (MO)",NA,NA,NA,"John Miers","Miers 3421","1878","7",NA,"Brazil","Rio de Janeiro",NA,"Organ Mountains","-42.75","-22.3666667",NA,"1",NA,NA,"Vell.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","2020-05-30 04:37:00-03","MO","MOBOT","100246668","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","John M. MacDougal (MO)",NA,NA,NA,"Ernst Üle","Üle s.n.","1889","4",NA,"Brazil","Santa Catarina",NA,"Pr. St. Catharina",NA,NA,NA,"1",NA,NA,"Vell.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","2020-05-30 04:37:00-03","MO","MOBOT","100247904","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","John M. MacDougal (MO)",NA,NA,NA,"Ernst Üle","Üle 85","1885",NA,NA,"Brazil","Santa Catarina",NA,"St. Catharina; São Francisco","-48.6333333","-26.2333333",NA,"1",NA,NA,"Vell.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","2015-07-16 14:22:00-03","MO","MOBOT","100249533","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","John M. MacDougal (MO)",NA,NA,NA,"Julio A. Lombardi","Lombardi 4629","2002","3","6","Brazil",NA,NA,"Serra da Piedade, Caeté-MG","-43.6788889","-19.8227778",NA,"1",NA,NA,"Vell.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","2018-06-22 05:25:00-03","MO","MOBOT","100252982","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","John M. MacDougal (MO)",NA,NA,NA,"Pe. Raulino Reitz|Roberto M. Klein","Reitz 8528","1959","3","12","Brazil","Santa Catarina",NA,"Serra do Matador, Rio do Sul","-49.5833333","-27.1333333",NA,"1",NA,NA,"Vell.",NA,NA,"700.00000000",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","2015-07-16 14:09:00-03","MO","MOBOT","100253014","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","John M. MacDougal (MO)",NA,NA,NA,"Agnes Chase","Chase 9451","1925","4","11","Brazil","Minas Gerais","Viçosa","Viscosa","-42.8666667","-20.7333333",NA,"1",NA,NA,"Vell.",NA,NA,"640.00000000",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","2016-04-06 12:01:00-03","MO","MOBOT","100364672","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","John M. MacDougal (MO)",NA,NA,NA,"Anonymous","Anonymous s.n.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"1",NA,NA,"Vell.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","2012-08-19 21:05:00-03","MO","MOBOT","100510601","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","M. A. Milward-de-Azevedo",NA,NA,NA,"L. Krieger","Krieger 26607",NA,NA,NA,"Brazil","Espírito Santo",NA,"Santa Isabel",NA,NA,NA,"1",NA,NA,"Vell.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","2015-07-16 14:41:00-03","MO","MOBOT","100256248","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","John M. MacDougal (MO)",NA,NA,NA,"O.S. Ribas|J. Cordeiro","Ribas 231","1990","1","30","Brazil","Paraná","Quatro Barras","Morro 7","-48.95","-25.2833333",NA,"1",NA,NA,"Vell.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","2020-04-28 04:38:00-03","MO","MOBOT","100246510","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","John M. MacDougal (MO)",NA,NA,NA,"J.Y. Tamashiro|N.M. Ivanauskas|J. Paula-Souza|P.H. Miyagi|R. Belinello|G.D. Fernandes","Tamashiro 887","1995","4","13","Brazil","São Paulo","São Bento do Sapucaí","Estrada de terra para Campos do Jordão","-45.5833333","-22.7333333",NA,"1",NA,NA,"Vell.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","2012-08-23 16:11:00-03","MO","MOBOT","100512256","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","M. A. Milward de Azevedo",NA,NA,NA,"Howard S. Irwin|et al.","Irwin 30450","1971","1","16","Brazil","Minas Gerais","Caeté",NA,"-43.7263889","-19.8330556",NA,"1",NA,NA,"Vell.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","2017-07-05 15:50:00-03","MO","MOBOT","100512257","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","M. A. Milward de Azevedo",NA,NA,NA,"Howard S. Irwin|R.M. Harley|Eunice Onishi","Irwin 28716","1971","1","19","Brazil","Minas Gerais","Caeté","lower slopes of Serra da Pidade, road between BR-31 and Caete","-43.7263889","-19.8330556",NA,"1",NA,NA,"Vell.",NA,NA,"1600.00000000",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","2012-08-23 17:43:00-03","MO","MOBOT","100512346","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","M. A. Milward de Azevedo",NA,NA,NA,"José de Saldanha","Saldanha da Gama 6088","1892",NA,NA,"Brazil","Minas Gerais",NA,"Petrópolis",NA,NA,NA,"1",NA,NA,"Vell.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","2012-08-24 11:57:00-03","MO","MOBOT","100512463","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","M. A. Milward de Azevedo",NA,NA,NA,"Dorothy Araujo|et al.","Araujo 7279","1986","3","11","Brazil","Rio de Janeiro",NA,"Ilha Grande",NA,NA,NA,"1",NA,NA,"Vell.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","2019-02-09 04:34:00-02","MO","MOBOT","100512476","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","M. A. Milward de Azevedo",NA,NA,NA,"Milward de Azevedo, Michaele Alvim","Milward de Azevedo 120","2002","4","26","Brazil","Rio de Janeiro",NA,"Ilha Grande",NA,NA,NA,"1",NA,NA,"Vell.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385","2015-12-22 05:36:00-02","MO","MOBOT","100512556","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","M. A. Milward de Azevedo",NA,NA,NA,"A. Frazão","Frazão s.n.(RB7281)","1915","6",NA,"Brazil","Rio de Janeiro","Rio de Janeiro (cidade)",NA,NA,NA,NA,"1",NA,NA,"Vell.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","2015-12-22 05:36:00-02","MO","MOBOT","100512557","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","M. A. Milward de Azevedo",NA,NA,NA,"A. Frazão","Frazão s.n.(RB7280)","1916","4",NA,"Brazil","Rio de Janeiro","Rio de Janeiro (cidade)",NA,NA,NA,NA,"1",NA,NA,"Vell.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","2012-08-24 14:59:00-03","MO","MOBOT","100512559","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","M. A. Milward de Azevedo",NA,NA,NA,"* LOURENCO","LOURENCO 2162","1930","5","22","Brazil","Rio de Janeiro","Rio de Janeiro (cidade)",NA,NA,NA,NA,"1",NA,NA,"Vell.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","2012-08-24 15:02:00-03","MO","MOBOT","100512560","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","M. A. Milward de Azevedo",NA,NA,NA,"Apparicio P. Duarte|Carlos T. Rizzini","Duarte 39","1946","3","12","Brazil","Rio de Janeiro","Rio de Janeiro (cidade)",NA,NA,NA,NA,"1",NA,NA,"Vell.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","2012-08-24 15:04:00-03","MO","MOBOT","100512561","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","M. A. Milward de Azevedo",NA,NA,NA,"Apparicio P. Duarte","Duarte 942","1947","3","18","Brazil","Rio de Janeiro","Rio de Janeiro (cidade)",NA,NA,NA,NA,"1",NA,NA,"Vell.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","2012-08-24 15:06:00-03","MO","MOBOT","100512563","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","M. A. Milward de Azevedo",NA,NA,NA,"E. Pereira|et al.","Pereira 4056","1958","7","28","Brazil","Rio de Janeiro","Rio de Janeiro (cidade)",NA,NA,NA,NA,"1",NA,NA,"Vell.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","2012-08-24 15:09:00-03","MO","MOBOT","100512564","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","M. A. Milward de Azevedo",NA,NA,NA,"Apparicio P. Duarte|E. Pereira","Duarte 4736","1959","4","15","Brazil","Rio de Janeiro","Rio de Janeiro (cidade)",NA,NA,NA,NA,"1",NA,NA,"Vell.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","2012-08-24 15:10:00-03","MO","MOBOT","100512565","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","M. A. Milward de Azevedo",NA,NA,NA,"Dimitri Sucre","Sucre 6122","1969","10","22","Brazil","Rio de Janeiro","Rio de Janeiro (cidade)",NA,NA,NA,NA,"1",NA,NA,"Vell.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","2012-08-24 15:12:00-03","MO","MOBOT","100512566","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","porophylla","Passiflora porophylla","M. A. Milward de Azevedo",NA,NA,NA,"Dimitri Sucre|et al.","Sucre 5975","1969","9","23","Brazil","Rio de Janeiro","Rio de Janeiro (cidade)",NA,NA,NA,NA,"1",NA,NA,"Vell.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
