"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","individualCount","class","fieldNumber"
"11","2019-11-13 11:15:34-03","USP","SPF","73413","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","prostrata","Ilex prostrata","Groppo","paratype","Pirani, JR","CFSC12276","1991","04","27",NA,"Brasil","Minas Gerais","Santana do Riacho","Parque Nacional da Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"SPF00073413","SPF00073413","Groppo, M",NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA
"12","2019-11-13 11:15:34-03","USP","SPF","78506","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","prostrata","Ilex prostrata","Groppo","paratype","Pirani, JR","CFSC12848","1991","12","07",NA,"Brasil","Minas Gerais","Santana do Riacho","Parque Nacional da Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"SPF00078506","SPF00078506","Groppo, M",NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA
"13","2019-11-13 11:15:34-03","USP","SPF","37766","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","prostrata","Ilex prostrata","Groppo","paratype","Semir, J","CFSC3914","1973","02","16",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"SPF00037766","SPF00037766","Groppo, M",NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA
"14","2019-11-13 11:15:34-03","USP","SPF","145394","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","prostrata","Ilex prostrata","Groppo","paratype","Groppo, M","626","2001","03","01",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"SPF00145394","SPF00145394","Groppo, M",NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-23 11:51:25-03","USP","SPF","145392","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","prostrata","Ilex prostrata","Groppo","holotype","Groppo, M; Erbert, C; Groppo, PE","624","2001","03","01",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, km 124 da Rodovia MG-010, campo atrás da sede do IBAMA, solo arenoso-pedregoso, com manchas arenosas.","-43.7144012451172","-19.1688995361328",NA,"Subarbusto prostrado, em terreno arenoso, junto à veloziáceas baixas. Folhas coriáceas, as novas com borda púrpuras. Frutos alaranjados, imaturos.","SPF00145392","SPF00145392","Groppo, M","2002",NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA
"16","2019-12-04 16:39:42-03","FFCLRP","SPFR","10870","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","prostrata","Ilex prostrata","Groppo",NA,"Groppo,M.; Silva,K.F.;Bruniera,C.P.;Grandi,L.A.;Alcântara,G.B.","1434","2007","06","16",NA,"Brasil","Minas Gerais","Santana do Riacho","Parque Nacional da Serra do Cipó,rodovia MG-010,trecho Santana do Riacho-Conceição do Mato Dentro, na sede do IBAMA do Alto do Palácio (datum Córrego Alegre).","-43.531472","-19.26125",NA,"Área de campo graminoso atrás da sede do IBAMA, com pequenos afloramentos.",NA,NA,"Groppo,M.","2007",NA,NA,NA,NA,"43°31'53.3''W","19°15'40.5''S","1343","1343",NA,NA,NA
"17","2019-12-04 16:39:42-03","FFCLRP","SPFR","15036","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","prostrata","Ilex prostrata","Groppo",NA,"Campos,R.P.; Bruniera,C.P.","93","2012","01","28",NA,"Brasil","Minas Gerais","Santana do Riacho","Alto do Palácio,afloramento rochoso ao lado do alojamento do IBAMA","-43.532","-19.260444",NA,"Afloramento rochoso.",NA,NA,"Campos,R.P.",NA,NA,NA,NA,NA,"-43°31'55.2''W","-19°15'37.6''S","1345","1345",NA,NA,NA
"18","2019-12-04 16:39:42-03","FFCLRP","SPFR","15037","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","prostrata","Ilex prostrata","Groppo",NA,"Campos,R.P.; Bruniera,C.P.","90","2012","01","28",NA,"Brasil","Minas Gerais","Santana do Riacho","Alto do Palácio,afloramento rochoso ao lado do alojamento do IBAMA","-43.532","-19.260444",NA,"Afloramento rochoso.",NA,NA,"Campos,R.P.",NA,NA,NA,NA,NA,"-43°31'55.2''W","-19°15'37.6''S","1345","1345",NA,NA,NA
"19","2018-04-04 16:46:27-03","F","FMNH-SEEDPLANTS","V0427516F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Aquifoliaceae","Ilex","prostrata","Ilex prostrata",NA,NA,"J. R. Pirani","12848",NA,NA,NA,"South America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,"V0427516F","V0427516F_01 V0427516F_02","RRC ID Flag",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","CFSC 12848"
"20","2020-11-19 14:05:59-03","Unimontes","MCMG","2426","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","prostrata","Ilex prostrata","Groppo",NA,"Mota, G.S | Bahia,T.O. | Braga.L.L. | Costa,F.M. | Coutinho,E.T. | Lima.L.P.D. | Mota,N.M. | Oliveira,M.H. | Rodrigues,P.L. | Silva,D.L. | Silva,R.R. | Souza,S.R. | Veloso, C.V.A. |",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Santana do Riacho","Parque Nacional Serra do Cipó Alto Palácio","-43.7144012451172","-19.1688995361328",NA,"Arbóreo",NA,NA,"Santos, R.M.",NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA
"21","2020-11-19 14:05:59-03","Unimontes","MCMG","3934","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","prostrata","Ilex prostrata","Groppo",NA,NA,NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-02-08 12:33:08-03","UFRGS","ICN","198438","S","Plantae","Dicotyledon",NA,"Aquifoliaceae","Ilex","prostrata","Ilex prostrata","Groppo",NA,"Heiden, G; Pirani, JR; Siniscalchi, CM; et al.","1606","2011","02","17","América do Sul","Brasil","MG","Jaboticatubas","Serra do Cipó. Área de Proteção Ambiental Morro da Pedreira, Rodovia Belo Horizonte - Conceição do Mato Dentro, km 116 atual, Alto do Palácio, topo das elevações com escarpas voltadas para o vale do córrego Palácio","-45.533333","-19.25",NA,"Subarbusto reptante. Ramos castanho-escuros. Folhas verdes, margens e nervura amarelas. Frutos verdes; Campo rupestre",NA,NA,"Heiden, G","2011","02","17",NA,NA,"-45.533333","-19.25",NA,NA,NA,NA,NA
"23","2019-11-21 09:59:07-03","IBt","SP","143707","S","Plantae",NA,NA,"Aquifoliaceae","Ilex","prostrata","Ilex prostrata","Groppo","Paratype","Joly, AB; Semir, J","CFSC3502","1972","11","02",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Km 132 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina","-43.7449989318848","-19.513599395752",NA,"Flores brancas. Prostradas","SP000314","SP000314","Groppo Jr, M","2006",NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA
"24","2019-11-21 09:59:07-03","IBt","SP","143713","S","Plantae",NA,NA,"Aquifoliaceae","Ilex","prostrata","Ilex prostrata","Groppo","Paratype","Joly, AB","CFSC3676","1972","11","04",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Km 132 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina","-43.7449989318848","-19.513599395752",NA,"Flores brancas. Rasteira nas pedras","SP000315","SP000315","Groppo Jr, M","2006",NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA
"25","2020-05-07 17:13:59-03","IBt","SP","143715","S","Plantae",NA,NA,"Aquifoliaceae","Ilex","prostrata","Ilex prostrata","Groppo",NA,"Sazima, M; Semir, J","CFSC3914","1973","02",NA,NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Km 132 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina","-43.7449989318848","-19.513599395752",NA,NA,"SP010640","SP010640","Groppo Jr, M","2006",NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA
"26","2019-11-21 09:59:07-03","IBt","SP","179781","S","Plantae",NA,NA,"Aquifoliaceae","Ilex","prostrata","Ilex prostrata","Groppo","Paratype","Menezes, NL; Semir, J; Sajo, MG; Amaral, MC; Altikes, R","CFSC5823","1979","12","18",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 132 ao longo da rodovia Belo Horizonte - Conceição do Mato Dentro. Campo rupestre","-43.7144012451172","-19.1688995361328",NA,"Prostrada, crescendo entre rochas. Só frutos","SP000313","SP000313","Groppo Jr, M","2006",NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA
