"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","class","yearIdentified","monthIdentified","dayIdentified","relatedCatalogItem","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","relationshipType","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount","typeStatus"
"11","2021-04-07 11:45:23-03","UFMS","CGMS","62285","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Spigelia","reitzii","Spigelia reitzii","L.B.Sm.","Elaine Miranda","V.J. Pott; E. Scremin-Dias; A. Pott","8150","2005","09","07",NA,"Brasil","Mato Grosso do Sul","Porto Murtinho","Fazenda Laudejá, divisa com Fazenda São Pascoal, ca. 10Km N da Fazenda Harmonia.","-56.8144444","-21.0988889",NA,"Flor branca. Habitat: Veio d#?#água ao longo de brejo de capim navalha (Cladium jamaicense), pisoteio pelo gado. Solo hidromórfico de origem calcária. Relevo plano. Ocasional. Habito: Erva aquática anfíbia.","CGMS1095281",NA,NA,NA,NA,NA,NA,"-56,8144444","-21,0988889",NA,NA,NA,"545","545",NA,NA,NA
"12","2020-10-14 10:02:26-03","FURB","FURB","59230","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Spigelia","reitzii","Spigelia reitzii","L.B.Sm.","Schwirkowski,P.","Schwirkowski, P.","2741","2018","04","25",NA,"Brasil","Santa Catarina","Campo Alegre","Rio Vermelho. Propriedade de Maria Elizabeth Aebi Eibs. Próximo à cachoeira.","-49.2569444","-26.2463889",NA,"Flores rosadas Habitat: Heliófita Habito: Herbácea","FURB59230","FURB59230",NA,"2018","04","25",NA,"-49.2569444","-26.2463889",NA,NA,NA,"1050","1050",NA,NA,NA
"13","2021-03-16 17:52:28-03","UCS","HUCS","49292","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Loganiaceae","Spigelia","reitzii","Spigelia reitzii","L.B. Sm.","Gonzatti, F.","Valduga, E.","896","2018","11","22",NA,"Brasil","Rio Grande do Sul",NA,"Entre Barros Cassal e Soledade","-52.903917","-29.624361",NA,"Erva ereta, flores rosas em meio ao campo nativo",NA,NA,NA,"2019","02",NA,NA,"-52.903917","-29.624361",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-24 11:51:07-03","UTFPR","HCF","8310","S","Plantae",NA,NA,"Loganiaceae","Spigelia","rojasiana","Spigelia rojasiana","Kraenzl.","J. Cordeiro & E. Barboza","M.G. Caxambu","2780","2009","10","17",NA,"Brasil","PR","Palmeira","Rod. BR-277, Km 156, próximo ao Pedágio","-49.89175","-25.474806",NA,"erva heliófita, ereta. Botões florais rosas.",NA,NA,NA,"2010",NA,NA,NA,"49°53'30,3 W","25°28'29,3 S",NA,NA,NA,"880","880",NA,NA,NA
"15","2021-03-24 11:51:07-03","UTFPR","HCF","498","S","Plantae",NA,NA,"Loganiaceae","Spigelia","rojasiana","Spigelia rojasiana","Kraenzl.","G. Hatschbach","M.G. Caxambu","166","2003","11","11",NA,"Brasil","PR","Campo Mourão",NA,"-52.3830986022949","-24.0456008911133",NA,"Planta herbácea, ereta, com folhas simples sésseis e flores roxas terminais.",NA,NA,NA,"2004","05","05",NA,NA,NA,"28572","auto",NA,NA,NA,NA,NA,NA
"16","2020-12-21 16:31:47-03","MBM","MBM","427085","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Spigelia","reitzii","Spigelia reitzii","L.B.Sm.","Schwirkowski, P.","Schwirkowski, P.","2741","2018","04","24","Southern America","Brazil","Santa Catarina","Campo Alegre","Rio Vermelho, Propriedade de Maria Elizabeth Aebi Eibs, próximo a cachoeira","-49.256944","-26.246389",NA,"Herbácea, heliófita. Flores rosadas","MBM427085",NA,NA,"2018","04","25",NA,"-49.256944","-26.246389",NA,NA,NA,"1050","1050",NA,NA,NA
"17","2020-12-21 16:31:47-03","MBM","MBM","290718","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Spigelia","rojasiana","Spigelia rojasiana","Kraenlz.","Casas, F.","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","76626","2003","10","22","Southern America","Brazil","Mato Grosso do Sul","Dourados","Rod. BR-463, Dourados - Ponta Porã, km 5-10","-54.8055992126465","-22.2210998535156",NA,NA,"MBM290718","MBM290718",NA,NA,NA,NA,NA,NA,NA,"74744","auto",NA,NA,NA,NA,NA,NA
"18","2020-12-21 16:31:47-03","MBM","MBM","30786","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Spigelia","rojasiana","Spigelia rojasiana","Kraenlz.","Hatschbach, G.","Hatschbach, G.","33533",NA,NA,NA,"Southern America","Brazil","Paraná","Guarapuava","Cadeado","-51.4580993652344","-25.395299911499",NA,NA,"MBM030786","MBM030786",NA,NA,NA,NA,NA,NA,NA,"53832","auto",NA,NA,NA,NA,NA,NA
"19","2020-12-21 16:31:47-03","MBM","MBM","17143","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Spigelia","rojasiana","Spigelia rojasiana","Kraenlz.","Hurley, H.H.","Hatschbach, G.; Guimarães, O.; Guimarães, O.","25502",NA,NA,NA,"Southern America","Brazil","Paraná","Jaguariaíva","Sertão de Cima","-49.7057991027832","-24.2511005401611",NA,NA,"MBM017143","MBM017143",NA,NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA
"20","2020-12-21 16:31:47-03","MBM","MBM","44358","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Spigelia","rojasiana","Spigelia rojasiana","Kraenlz.","Fontella, J.","Hatschbach, G.","8580",NA,NA,NA,"Southern America","Brazil","Paraná","Arapoti","Rio das Cinzas, Barra do Perdizes","-49.8266983032227","-24.1578006744385",NA,NA,"MBM044358","MBM044358",NA,NA,NA,NA,NA,NA,NA,"41852","auto",NA,NA,NA,NA,NA,NA
"21","2020-12-21 16:31:47-03","MBM","MBM","389","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Spigelia","rojasiana","Spigelia rojasiana","Kraenlz.","Hurley, H.H.","Hatschbach, G.; Lindeman, J.; Haas, H.; Lindeman, J.; Haas, H.","23286",NA,NA,NA,"Southern America","Brazil","Paraná","Campo Mourão","Campo Mourão","-52.3830986022949","-24.0456008911133",NA,NA,"MBM000389","MBM000389",NA,NA,NA,NA,NA,NA,NA,"28572","auto",NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:31:47-03","MBM","MBM","14166","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Spigelia","rojasiana","Spigelia rojasiana","Kraenlz.","Hurley, H.H.","Hatschbach, G.","23102",NA,NA,NA,"Southern America","Brazil","Paraná","Guarapuava","Rio Campo Real","-51.4580993652344","-25.395299911499",NA,NA,"MBM014166","MBM014166",NA,NA,NA,NA,NA,NA,NA,"53832","auto",NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:31:47-03","MBM","MBM","72366","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Spigelia","rojasiana","Spigelia rojasiana","Kraenlz.","Hatschbach, G.","Hatschbach, G.","44352",NA,NA,NA,"Southern America","Brazil","Paraná","Jaguariaíva","Rio das Mortes","-49.7057991027832","-24.2511005401611",NA,NA,"MBM072366","MBM072366",NA,NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:31:47-03","MBM","MBM","44359","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Spigelia","rojasiana","Spigelia rojasiana","Kraenlz.","Fontella, J.","Hatschbach, G.","11815",NA,NA,NA,"Southern America","Brazil","Paraná","Tibagi","Fazenda Rancho Queimado","-50.4136009216309","-24.5093994140625",NA,NA,"MBM044359","MBM044359",NA,NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA
"25","2015-09-04 13:39:12-03","MNHN","RECOLNAT_MNHN_P","P00507590","PreservedSpecimen",NA,NA,NA,"Loganiaceae","Spigelia","rojasiana","Spigelia rojasiana","Kraenzl.","Fernández Casas","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Province de Saint-Paul",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00507590' target='other'> <mi>dwc_moreinfo</mi></a>","P00507590","P00507590_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 1350",NA,NA
"26","2021-02-11 17:19:24-03","UFPR","UPCB","67617","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Spigelia","rojasiana","Spigelia rojasiana","Kraenzl.","Siqueira, C.E.","Rigon, J.","30","2009","09","26",NA,"Brasil","Paraná","Balsa Nova","Alto da Serra São Luiz do Purunã.","-49.633333","-25.466667",NA,"Erva, cerca de 30cm alt. Flor branca com lilás..","UPCB0036252",NA,NA,"2018","10","26",NA,"-49.633333","-25.466667",NA,NA,NA,NA,NA,NA,NA,NA
"27","2018-06-22 05:25:00-03","MO","MOBOT","2453019","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Spigelia","reitzii","Spigelia reitzii","L.B. Sm.","Smith, L. B.","Lyman B. Smith|Pe. Raulino Reitz","Smith 9309","1956","12","27","South America","Brazil","Santa Catarina",NA,"Chapecó. Fazenda Campo S. Vicente, 24 km Westo of Campo Eré",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"900.00000000","1000.00000000",NA,NA,NA
"28","2009-07-17 06:52:00-03","MO","MOBOT","2229222","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Spigelia","rojasiana","Spigelia rojasiana","Kraenzl.",NA,"Arturo E. Burkart","Burkart 13179",NA,NA,NA,"South America","Argentina","Salta",NA,"Coronel Moldes, La Hoyada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2014-08-08 16:19:00-03","MO","MOBOT","3401743","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Spigelia","rojasiana","Spigelia rojasiana","Kraenzl.","J.Fern. Casas (MA)","Nélida Soria","Soria Rey 7488","1995","12","9","South America","Paraguay","Amambay",NA,"En el cerrado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"30","2020-09-12 05:00:02-03","US","US","2280008","PreservedSpecimen","Plantae",NA,"Gentianales","Loganiaceae","Spigelia","reitzii","Spigelia reitzii","L.B. Sm.",NA,"L. B. Smith, R. Reitz & O. Sufridini","9309","1956","12","27","South America","Brazil","Santa Catarina","Chapecó","Fazenda Campo Sao Vicente, 24 Saovicente, km W of Campo Ere.","-52.6183013916016","-27.096399307251",NA,NA,"US00112924","US00112924_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,"22671","auto",NA,"900","1000",NA,"1","Holotype"
"31","2020-09-12 05:00:02-03","US","US","2282357","PreservedSpecimen","Plantae",NA,"Gentianales","Loganiaceae","Spigelia","reitzii","Spigelia reitzii","L.B. Sm.",NA,"L. Smith & R. M. Klein","11443","1957","2","19","South America","Brazil","Santa Catarina",NA,"Mun. Xanzerê: Campo, 9 km north of Abelardo Luz.",NA,NA,NA,NA,"US03160221","US03160221_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"500","600",NA,"1",NA
"32","2020-09-12 05:00:02-03","US","US","2652977","PreservedSpecimen","Plantae",NA,"Gentianales","Loganiaceae","Spigelia","rojasiana","Spigelia rojasiana","Kraenzl.",NA,"R. Reitz","6455","1963","11","1","South America","Brazil","Santa Catarina",NA,"S. Terezinha do Boqueirão, Lajes. Banhado do campo.",NA,NA,NA,NA,"US03160220","US03160220_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"900",NA,NA,"1",NA
"33","2020-09-12 05:00:02-03","US","US","2705720","PreservedSpecimen","Plantae",NA,"Gentianales","Loganiaceae","Spigelia","rojasiana","Spigelia rojasiana","Kraenzl.",NA,"G. Hatschbach, J. Lindeman & H. Haas","13286","1965","12","8","South America","Brazil","Paraná",NA,"Campo Meurão, (mun. Campo Meurão).",NA,NA,NA,NA,"US03160219","US03160219_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"34","2019-10-07 09:13:57-03","UEFS","HUEFS","127668","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Loganiaceae","Spigelia","reitzii","Spigelia reitzii","L.B.Sm.",NA,"Souza, V.C.","7021","1994","11","12",NA,"Brasil","São Paulo","Itapeva","Estação Ecológica de Itapeva.","-49.0525","-24.073611",NA,NA,"HUEFS0127668","HUEFS0127668","Asteranae",NA,NA,NA,NA,"49W3'9''","24S4'25''",NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-10-07 09:13:57-03","UEFS","HUEFS","118074","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Loganiaceae","Spigelia","reitzii","Spigelia reitzii","L.B.Sm.",NA,"Pott, V.J.","8150","2005","09","07",NA,"Brasil","Mato Grosso do Sul","Porto Murtinho","Local Fazenda Laudejá, divisa com Fazenda São Pascoal, ca. 10 Km N da Fazenda Harmonia.","-56.814444","-21.098889",NA,"Veio d'água ao longo de brejo de capim navalha (Cladium jamaicense), pisoteio pelo gado. Solo hidromórfico de origem calcária. Relevo plano.","HUEFS0118074","HUEFS0118074","Asteranae","2008","01",NA,NA,"56W48'52''","21S5'56''",NA,NA,NA,"545","545",NA,NA,NA
"36","2019-09-05 15:31:06-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Loganiaceae","Spigelia","rojasiana","Spigelia rojasiana",NA,NA,"T. Rojas",NA,"1907","12",NA,"South America","Paraguay",NA,NA,NA,"-58.1689","-23.2025",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]"
"37","2020-11-12 16:59:53-03","UEL","FUEL","38255","PreservedSpecimen","Plantae","Tracheophyta","Gentianales","Loganiaceae","Spigelia","reitzii","Spigelia reitzii","L.B.Sm.","Estevan, DA","Estevan, DA; et al.","927","2005","10","19",NA,"Brasil","Paraná","Ventania","Fazenda Santa Inês","-50.2428016662598","-24.2458000183105",NA,NA,NA,NA,NA,"2005",NA,NA,NA,NA,NA,"32424","auto",NA,NA,NA,NA,NA,NA
"38","2021-02-23 13:22:36-03","MN","R-TIPOS","115663","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Spigelia","reitzii","Spigelia reitzii","L.B. Sm.","Smith, L.B.","Smith, L.B.; Reitz, R. & Sufridini, O.","9309","1956","12","26",NA,"Brasil","Santa Catarina","Chapecó","Fazenda Campo São Vicente","-52.6183013916016","-27.096399307251",NA,NA,"R000115663","R000115663_001",NA,NA,NA,NA,NA,NA,NA,"22671","auto",NA,"9001000","9001000",NA,NA,"Isotypus"
"39","2021-02-23 13:22:36-03","MN","R-TIPOS","115685","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Spigelia","reitzii","Spigelia reitzii","L.B. Sm.","Hurley, H.H.","Smith, L.B.; Klein, R.","11443","1957","02","19",NA,"Brasil","Santa Catarina","Xanxerê",NA,"-52.4042015075684","-26.8768997192383",NA,NA,"R000115685","R000115685_001",NA,NA,NA,NA,NA,NA,NA,"16278","auto",NA,"500600","500600",NA,NA,"Isoparatypus"
"40","2020-12-03 09:40:45-03","IBt","SP","287242","S","Plantae",NA,NA,"Loganiaceae","Spigelia","rojasiana","Spigelia rojasiana","Kraenzl.","Fernandez Casas, FJ","Souza, VC; Miyagi, PH; Souza, JP; Nakagomi, MY","7021","1994","11","12",NA,"Brasil","São Paulo","Itapeva","Estação Ecológica de Itapeva","-49.0525","-21.073611",NA,NA,NA,NA,NA,"2012","04","27",NA,"-49.0525","-21.073611",NA,NA,NA,NA,NA,NA,NA,NA
